M4#19:median_answer_mass_AudioFlamingo2_agreement	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/M4_verify_out.json	{"model": "AudioFlamingo2", "arm": "agreement", "rate": "0.9834", "lo": "0.9629", "hi": "0.9979", "med_mass": "0.9423", "sd_sample": "0.0438", "sd_pop": "0.0437", "yes": 475, "n": 483, "n_spk": 138, "
M4#22:median_answer_mass_AudioFlamingo3_conflict	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/M4_verify_out.json	{"model": "AudioFlamingo3", "arm": "conflict", "rate": "0.7039", "lo": "0.6533", "hi": "0.7554", "med_mass": "0.9249", "sd_sample": "0.2214", "sd_pop": "0.2212", "yes": 340, "n": 483, "n_spk": 138, "t
M4#24:median_answer_mass_AudioFlamingo3_agreement	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/M4_verify_out.json	{"model": "AudioFlamingo3", "arm": "agreement", "rate": "0.6687", "lo": "0.5937", "hi": "0.7371", "med_mass": "0.9403", "sd_sample": "0.2634", "sd_pop": "0.2631", "yes": 323, "n": 483, "n_spk": 138, "
M4#27:median_answer_mass_Kimi_Audio_conflict	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/M4_verify_out.json	{"model": "Kimi-Audio", "arm": "conflict", "rate": "0.8364", "lo": "0.7976", "hi": "0.8727", "med_mass": "0.9992", "sd_sample": "0.2312", "sd_pop": "0.2310", "yes": 404, "n": 483, "n_spk": 138, "their
M4#29:median_answer_mass_Kimi_Audio_agreement	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/M4_verify_out.json	{"model": "Kimi-Audio", "arm": "agreement", "rate": "0.7578", "lo": "0.6869", "hi": "0.8221", "med_mass": "0.9992", "sd_sample": "0.2907", "sd_pop": "0.2904", "yes": 366, "n": 483, "n_spk": 138, "thei
M7_mean_gap	no-CI value (ov 3)	<local data dir>/release/edaic_rerun/part16/verify/M7_verify_out.json	{"_mean_gap": 0.168113}
M9.CELLS	no-CI value (ov 6)	<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json	{"master_lookup_rows": 221, "n_answer_stream_cells": 98, "n_cells_with_mass": 98, "cells_median_below_015": 0, "total_clips_in_cells": 45977, "clips_below_015_in_cells": 0, "clips_below_001_in_cells":
MEDAIC_full_llm_nested_NOCI	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/MEDAIC_verify_results.json	{"value": 0.6853, "recomputed": 0.6853}
MEDAIC_full_llm_minus_answer_POINT	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/MEDAIC_verify_results.json	{"value": -0.1432}
MEDAIC_full_enc_nested_NOCI	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/MEDAIC_verify_results.json	{"value": 0.593, "recomputed": 0.593}
MEDAIC_full_enc_minus_answer_POINT	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/MEDAIC_verify_results.json	{"value": -0.2355}
MEDAIC_full_ans_nested_NOCI	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/MEDAIC_verify_results.json	{"value": 0.7542, "recomputed": 0.7542}
MEDAIC_full_ans_minus_answer_POINT	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/MEDAIC_verify_results.json	{"value": -0.0743}
MEDAIC_full_proj_nested_NOCI	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/MEDAIC_verify_results.json	{"value": 0.5293, "recomputed": 0.5293}
MEDAIC_full_proj_minus_answer_POINT	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/MEDAIC_verify_results.json	{"value": -0.2992}
1a_o25_pearson_text_audio	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1a o25 Pearson r text vs audio", "original_value": "0.8442", "recomputed_value": "0.8442", "agrees_to_4dp": true, "note": ""}
1a_q2a_pearson_text_audio	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1a q2a Pearson r text vs audio", "original_value": "0.5155", "recomputed_value": "0.5155", "agrees_to_4dp": true, "note": ""}
1b_p2_conflict_delta	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1b w2 conflict delta vs w1", "original_value": "0.1221", "recomputed_value": "0.1221", "agrees_to_4dp": true, "note": ""}
1b_p2_agreement_delta	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1b w2 agreement delta vs w1", "original_value": "-0.0363", "recomputed_value": "-0.0363", "agrees_to_4dp": true, "note": ""}
1b_p3_conflict_delta	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1b w3 conflict delta vs w1", "original_value": "0.0174", "recomputed_value": "0.0174", "agrees_to_4dp": true, "note": ""}
1b_p3_agreement_delta	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1b w3 agreement delta vs w1", "original_value": "-0.0040", "recomputed_value": "-0.0040", "agrees_to_4dp": true, "note": ""}
1b_max_abs_change	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1b max abs AUC change any wording/arm", "original_value": "0.1221", "recomputed_value": "0.1221", "agrees_to_4dp": true, "note": ""}
1c_edaic_oof_auc_retrain	no-CI value (ov 6)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1c E-DAIC OOF AUC (retrain)", "original_value": "0.5315", "recomputed_value": "0.5315", "agrees_to_4dp": true, "note": ""}
1e_conflict_auc_range	no-CI value (ov 6)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1e conflict AUC range over 0.60/0.70/0.80", "original_value": "0.0683", "recomputed_value": "0.0683", "agrees_to_4dp": true, "note": ""}
P16.POD2.P1	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/POD2_verify_out.json	{"lora_per_layer": 180224, "lora_28_layers": 5046272, "claimed_lora": 5046272, "lora_match": true, "projector_1280x3584_plus_bias": 4591104, "claimed_projector": 4591104, "proj_match": true, "lora_pct
P16.POD2.P2	no-CI value (ov 3)	<local data dir>/release/edaic_rerun/part16/verify/POD2_verify_out.json	{"lora_per_layer": 180224, "lora_28_layers": 5046272, "claimed_lora": 5046272, "lora_match": true, "projector_1280x3584_plus_bias": 4591104, "claimed_projector": 4591104, "proj_match": true, "lora_pct
P16.POD2.P3	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/POD2_verify_out.json	{"lora_per_layer": 180224, "lora_28_layers": 5046272, "claimed_lora": 5046272, "lora_match": true, "projector_1280x3584_plus_bias": 4591104, "claimed_projector": 4591104, "proj_match": true, "lora_pct
P16.POD2.P4	no-CI value (ov 3)	<local data dir>/release/edaic_rerun/part16/verify/POD2_verify_out.json	{"lora_per_layer": 180224, "lora_28_layers": 5046272, "claimed_lora": 5046272, "lora_match": true, "projector_1280x3584_plus_bias": 4591104, "claimed_projector": 4591104, "proj_match": true, "lora_pct
P16.POD2.L8	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/POD2_verify_out.json	{"median": 0.998774, "min": 0.996742, "max": 0.999763, "n_below_0.9": 0}
SEED01_1a	no-CI value (ov 2)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1a o25 pooled AUC", "original_value": "0.6077", "recomputed_value": "0.6077", "agrees_to_4dp": true, "note": ""}
SEED04_1a	no-CI value (ov 2)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1a q2a pooled AUC", "original_value": "0.5995", "recomputed_value": "0.5995", "agrees_to_4dp": true, "note": ""}
SEED07_1a	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1a o25 Pearson r text vs audio", "original_value": "0.8442", "recomputed_value": "0.8442", "agrees_to_4dp": true, "note": ""}
SEED08_1a	no-CI value (ov 3)	<local data dir>/release/edaic_rerun/part16/verify/POD1_verify_out.json	{"what": "1a o25 same-decision share @0.5", "original_value": "0.8634", "recomputed_value": "0.8634", "agrees_to_4dp": true, "note": ""}
SEED09_3a	no-CI value (ov 11)	<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json	{"id": "3a_pitt_enc_nested", "what": "Pitt 468 enc nested probe AUC", "claimed": 0.8122, "mine": 0.812247, "agree_4dp": true, "claimed_ci": [0.7613, 0.8625], "mine_ci": [0.761292651154577, 0.862549859
SEED10_3a	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json	{"id": "3a_pitt_proj_nested", "what": "Pitt 468 proj nested probe AUC", "claimed": 0.782, "mine": 0.782013, "agree_4dp": true, "claimed_ci": [0.7228, 0.8368], "mine_ci": [0.7227572308880681, 0.8368181
SEED11_3a	no-CI value (ov 10)	<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json	{"id": "3a_pitt_llm_nested", "what": "Pitt 468 llm nested probe AUC", "claimed": 0.8445, "mine": 0.844473, "agree_4dp": true, "claimed_ci": [0.8003, 0.8878], "mine_ci": [0.8003075274060465, 0.88781435
SEED12_3a	no-CI value (ov 10)	<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json	{"id": "3a_pitt_ans_nested", "what": "Pitt 468 ans nested probe AUC", "claimed": 0.8237, "mine": 0.823716, "agree_4dp": true, "claimed_ci": [0.7827, 0.8641], "mine_ci": [0.7826525933805514, 0.86408908
SEED13_3a	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json	{"id": "3a_pitt_zeroshot_pod", "what": "zero-shot answer AUC", "claimed": 0.7673, "mine": 0.767319, "agree_4dp": true, "claimed_ci": null, "mine_ci": [0.7100906868319883, 0.819774484431135], "mine_ci_
T2_pitt_single_mac_q2a_probe2_podruns_pitt	REJECTED match (ov 6, keyed False)	<local data dir>/release/edaic_rerun/part17/verify/T2_verify_compiled.json	{"id": "T2_pitt_single_mac_q2a_probe2_pitt", "orig": "1.110e-16", "mine": "1.110e-16", "agree_4dp": true, "note": "other-tie min 0.906; layers re-derived True; sk_eq True"}
T2_kcl_seed_pod_q2a_podA_repeats_kcl_auc	REJECTED match (ov 3, keyed False)	<local data dir>/release/edaic_rerun/part17/verify/T2_verify_compiled.json	{"id": "T2_kcl_single_mac_q2a_probe2_kcl", "orig": "1.110e-16", "mine": "1.110e-16", "agree_4dp": true, "note": "other-tie min 0.717; layers re-derived True; sk_eq True"}
T2_kcl_seed_pod_q3o_podD2_repeats_kcl_auc	REJECTED match (ov 2, keyed False)	<local data dir>/release/edaic_rerun/part17/verify/T2_verify_compiled.json	{"id": "T2_kcl_single_mac_q2a_probe2_kcl", "orig": "1.110e-16", "mine": "1.110e-16", "agree_4dp": true, "note": "other-tie min 0.717; layers re-derived True; sk_eq True"}
T2_kcl_seed_pod_kimi_repeats_kcl_auc	REJECTED match (ov 2, keyed False)	<local data dir>/release/edaic_rerun/part17/verify/T2_verify_compiled.json	{"id": "T2_kcl_single_mac_q2a_probe2_kcl", "orig": "1.110e-16", "mine": "1.110e-16", "agree_4dp": true, "note": "other-tie min 0.717; layers re-derived True; sk_eq True"}
T3_all_cos	no-CI value (ov 3)	<local data dir>/release/edaic_rerun/part17/verify/T3_verify.log	cos(mean-of-folds probe dir, d) = 0.014519; per fold [0.0216, 0.0204, 0.0103, 0.011, 0.0006]; mean of per-fold cos 0.012806
T3_conflict_refit_cos	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part17/verify/T3_verify.log	CONFLICT: cos(d_arm, d_all)=1.0000000000; cos(probe,d_arm)=0.0054; floor vs d_arm 0.0122855100 [0.0005, 0.0321]
T3_agreement_refit_cos	no-CI value (ov 4)	<local data dir>/release/edaic_rerun/part17/verify/T3_verify.log	AGREEMENT: cos(d_arm, d_all)=1.0000000000; cos(probe,d_arm)=0.0147; floor vs d_arm 0.0122855099 [0.0005, 0.0321]
T3_nested_cos	no-CI value (ov 3)	<local data dir>/release/edaic_rerun/part17/verify/T3_verify.log	cos(mean of fold dirs, d)=0.0256; mean of per-fold cos=0.0230; cos(mean of unit fold dirs, d)=0.0310; floor vs nested dir 0.0121 [0.0005, 0.0344]
T4_lookup_rows_before	no-CI value (ov 3)	<local data dir>/release/edaic_rerun/part17/verify/T4_verify.log	T4.tsv rows_before 221.0 rows_after 231.0 stale 75.0
T4_lookup_rows_after	no-CI value (ov 3)	<local data dir>/release/edaic_rerun/part17/verify/T4_verify.log	T4.tsv rows_before 221.0 rows_after 231.0 stale 75.0
T4_lookup_stale_prefix_rows	no-CI value (ov 6)	<local data dir>/release/edaic_rerun/part17/verify/T4_verify.log	rows with stale G-Drive prefix: before 76 after 75
T6_perclip_pearson_s20_s15	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part17/verify/T6_verify.log	run-to-run: pearson=0.7640 spearman=0.7876 max_abs_diff=0.6147 at conflict_Dem_368-0_5232.wav (s20=0.7433 s15=0.1285) mean_abs_diff=0.3019 n_gt_0.1=460
T6_perclip_spearman_s20_s15	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part17/verify/T6_verify.log	run-to-run: pearson=0.7640 spearman=0.7876 max_abs_diff=0.6147 at conflict_Dem_368-0_5232.wav (s20=0.7433 s15=0.1285) mean_abs_diff=0.3019 n_gt_0.1=460
T6_perclip_maxabsdiff_s20_s15	no-CI value (ov 7)	<local data dir>/release/edaic_rerun/part17/verify/T6_verify.log	run-to-run: pearson=0.7640 spearman=0.7876 max_abs_diff=0.6147 at conflict_Dem_368-0_5232.wav (s20=0.7433 s15=0.1285) mean_abs_diff=0.3019 n_gt_0.1=460
T6_perclip_meanabsdiff_s20_s15	no-CI value (ov 7)	<local data dir>/release/edaic_rerun/part17/verify/T6_verify.log	run-to-run: pearson=0.7640 spearman=0.7876 max_abs_diff=0.6147 at conflict_Dem_368-0_5232.wav (s20=0.7433 s15=0.1285) mean_abs_diff=0.3019 n_gt_0.1=460
T6_armgap_ratio_s20	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part17/verify/T6_verify.log	ratio gap_text/gap_audio: s15=1.9848 s20=0.8765
T6_armgap_ratio_s15	no-CI value (ov 5)	<local data dir>/release/edaic_rerun/part17/verify/T6_verify.log	ratio gap_text/gap_audio: s15=1.9848 s20=0.8765
