file,row,field,old,new,why,closes
<local data dir>/release/master/master_lookup.csv,line 204,estimator (note),"five split nested, mean of 5 repeats, full window capped at 900 s, E-DAIC 275 speakers [original run, different fold seeds; the rebuild run that gives the paper LM/encoder values has 0.7435 (mean of 5), separate row]","five split nested, mean of 5 repeats, window heard: the first 300 s of each E-DAIC stitched participant window: Qwen2_5OmniProcessor cuts audio at 300 s by default (PART 22 proof, scores/part22/p22_step2_truncation_proof.json), so 217 of 275 windows were cut and the 900 s file cap (89 of 275 files capped, median window 591.8 s) never came into play, E-DAIC 275 speakers [original run, different fold seeds; the rebuild run that gives the paper LM/encoder values has 0.7435 (mean of 5), separate row]","stale ""capped at 900 s"" window note","ledger 6 LEFT me 12 (""capped at 900 s"" edaic_full rows); DISCREPANCIES item 129"
<local data dir>/release/master/master_lookup.csv,line 205,estimator (note),"projector only fine tune, 5 fold out of fold AUC, 3 epochs, lr 1e-4, clip list mf_full.csv (full window capped at 900 s), E-DAIC 275 speakers [sidecar window_seconds reads 30 for all three variants, stale field, window is set by the clip list]","projector only fine tune, 5 fold out of fold AUC, 3 epochs, lr 1e-4, clip list mf_full.csv (E-DAIC windows up to 900 s). Window heard: the first 30 s of each window. The recipe slices every clip to its first 30 s before the processor (release/scripts/sft_projector.py line 59, x = x[:16000 * 30]; file dated 18 Sep, before this run) and writes window_seconds 30 into the sidecar (line 102); the run log edaic_rerun/logs/podA/sft_full.log ends with that script's RESULT line, and PART 23 records ""the recipe heard only the first 30 s"" (part23/FT/FT_whole_fold0_oof.json). So the sidecar field window_seconds 30 is correct, not stale. Without the slice: same-pod 300 s control 0.815, whole window 0.7931 (PART 23 rows). E-DAIC 275 speakers","stale ""capped at 900 s"" window note","ledger 6 LEFT me 12 (master_lookup row 205); audit_p2223 problem 3; DISCREPANCIES item 129; ledger 3 item 5 (FT swing, partly)"
<local data dir>/release/master/master_lookup.csv,line 206,estimator (note),"zero shot, full stitched participant audio capped at 900 s, 89 of 275 capped, median window 591.8 s, E-DAIC 275 speakers","zero shot, full stitched participant audio capped at 900 s (89 of 275 files capped, median window 591.8 s); the 900 s cap describes the file given to the model, and how much of it Qwen2-Audio's processor keeps was not measured (PART 22/23 measured Qwen2.5-Omni 300 s, Qwen3-Omni 900 s, Audio Flamingo 3 600 s). E-DAIC 275 speakers","stale ""capped at 900 s"" window note","ledger 6 LEFT me 12 (""capped at 900 s"" edaic_full rows); DISCREPANCIES item 129"
<local data dir>/release/master/master_lookup.csv,line 207,estimator (note),"zero shot, full stitched participant audio capped at 900 s, 89 of 275 capped, median window 591.8 s, E-DAIC 275 speakers","zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s); Qwen3-Omni hears the whole capped window: 0 of 275 windows cut (PART 23 item 6, part23/C/C_trunc_275_derived.csv q3o_cut; real forward on pid 716 gives 11,700 audio tokens for 900 s). E-DAIC 275 speakers","stale ""capped at 900 s"" window note","ledger 6 LEFT me 12 (""capped at 900 s"" edaic_full rows); DISCREPANCIES item 129"
<local data dir>/release/master/master_lookup.csv,line 208,estimator (note),"zero shot, full stitched participant audio capped at 900 s, 89 of 275 capped, median window 591.8 s, E-DAIC 275 speakers","zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s), but Audio Flamingo 3 hears at most the first 600 s: 136 of 275 windows cut at 600 s (PART 23 item 6, part23/C/C_trunc_275_derived.csv af3_cut; 136 truncation warnings in the run log; real forward on pid 716 gives 15,000 audio tokens = 600 s). E-DAIC 275 speakers","stale ""capped at 900 s"" window note","ledger 6 LEFT me 12 (""capped at 900 s"" edaic_full rows); DISCREPANCIES item 129"
<local data dir>/release/master/master_lookup.csv,line 209,estimator (note),"zero shot, full stitched participant audio capped at 900 s, 89 of 275 capped, median window 591.8 s, E-DAIC 275 speakers [sidecar sits in pitt_all/ but its clip_list is mf_full.csv, so this is E-DAIC, not Pitt]","zero shot, full stitched participant audio capped at 900 s (89 of 275 files capped, median window 591.8 s); how much of it Kimi-Audio keeps was not measured (PART 22/23 measured Qwen2.5-Omni 300 s, Qwen3-Omni 900 s, Audio Flamingo 3 600 s), E-DAIC 275 speakers [sidecar sits in pitt_all/ but its clip_list is mf_full.csv, so this is E-DAIC, not Pitt]","stale ""capped at 900 s"" window note","ledger 6 LEFT me 12 (""capped at 900 s"" edaic_full rows); DISCREPANCIES item 129"
<local data dir>/release/edaic_rerun/part17/rows/T7.tsv,(whole file),backup,,<local data dir>/release/edaic_rerun/part17/rows/T7.tsv.bak_pre_notefix_23sep (md5 6837980d8d13d310f5feb3f7e5591462),copy before the note fix,
<local data dir>/release/edaic_rerun/part17/rows/T7.tsv,line 3 (T7_published_llm_meanof5),what (note),"LM probe, mean of five per-repeat AUCs (pod run, published [0.6918, 0.7062, 0.6893, 0.7055, 0.7078]); NO INTERVAL: per-repeat vectors not saved and not reproducible on Mac, E-DAIC 300 s window (audio truncated at 300 s by Qwen2_5OmniProcessor; 217/275 windows cut)","LM probe, mean of five per-repeat AUCs (pod run, published [0.6918, 0.7062, 0.6893, 0.7055, 0.7078]); interval now in T7b.tsv (the Linux sklearn 1.9.1 pod rerun reproduced all five per-repeat vectors, T7b/T7b_edaic300_meanof5_perclip.csv): 95% CI [0.6231, 0.7727], paired minus the zero-shot answer -0.1276 [-0.1993, -0.0629]; the old Mac note ""no interval"" is superseded, E-DAIC 300 s window (audio truncated at 300 s by Qwen2_5OmniProcessor; 217/275 windows cut)","stale ""no interval"" note: T7b has the interval","ledger 6 LEFT me 12 (T7.tsv ""NO INTERVAL""); audit_p17 problem 6"
<local data dir>/release/edaic_rerun/part17/rows/T7.tsv,line 4 (T7_published_enc_meanof5),what (note),"encoder probe, mean of five per-repeat AUCs (pod run, published [0.5964, 0.5826, 0.5962, 0.5608, 0.606]); NO INTERVAL: per-repeat vectors not saved and not reproducible on Mac, E-DAIC 300 s window (audio truncated at 300 s by Qwen2_5OmniProcessor; 217/275 windows cut)","encoder probe, mean of five per-repeat AUCs (pod run, published [0.5964, 0.5826, 0.5962, 0.5608, 0.606]); interval now in T7b.tsv (the Linux sklearn 1.9.1 pod rerun reproduced all five per-repeat vectors, T7b/T7b_edaic300_meanof5_perclip.csv): 95% CI [0.5268, 0.6523], paired minus the zero-shot answer -0.2394 [-0.3188, -0.1572]; the old Mac note ""no interval"" is superseded, E-DAIC 300 s window (audio truncated at 300 s by Qwen2_5OmniProcessor; 217/275 windows cut)","stale ""no interval"" note: T7b has the interval","ledger 6 LEFT me 12 (T7.tsv ""NO INTERVAL""); audit_p17 problem 6"
<local data dir>/release/edaic_rerun/part17/rows/T7.tsv,line 5 (T7_published_ans_meanof5),what (note),"answer-state probe, mean of five per-repeat AUCs (pod run, published [0.755, 0.7302, 0.7418, 0.7225, 0.7679]); NO INTERVAL: per-repeat vectors not saved and not reproducible on Mac, E-DAIC 300 s window (audio truncated at 300 s by Qwen2_5OmniProcessor; 217/275 windows cut)","answer-state probe, mean of five per-repeat AUCs (pod run, published [0.755, 0.7302, 0.7418, 0.7225, 0.7679]); interval now in T7b.tsv (the Linux sklearn 1.9.1 pod rerun reproduced all five per-repeat vectors, T7b/T7b_edaic300_meanof5_perclip.csv): 95% CI [0.6793, 0.8065], paired minus the zero-shot answer -0.0843 [-0.1339, -0.0370]; the old Mac note ""no interval"" is superseded, E-DAIC 300 s window (audio truncated at 300 s by Qwen2_5OmniProcessor; 217/275 windows cut)","stale ""no interval"" note: T7b has the interval","ledger 6 LEFT me 12 (T7.tsv ""NO INTERVAL""); audit_p17 problem 6"
<local data dir>/release/edaic_rerun/part17/rows/T7.tsv,line 6 (T7_published_proj_meanof5),what (note),"projector probe, mean of five per-repeat AUCs (pod run, published [0.551, 0.5618, 0.5795, 0.5653, 0.5474]); NO INTERVAL: per-repeat vectors not saved and not reproducible on Mac, E-DAIC 300 s window (audio truncated at 300 s by Qwen2_5OmniProcessor; 217/275 windows cut)","projector probe, mean of five per-repeat AUCs (pod run, published [0.551, 0.5618, 0.5795, 0.5653, 0.5474]); interval now in T7b.tsv (the Linux sklearn 1.9.1 pod rerun reproduced all five per-repeat vectors, T7b/T7b_edaic300_meanof5_perclip.csv): 95% CI [0.4871, 0.6339], paired minus the zero-shot answer -0.2668 [-0.3494, -0.1809]; the old Mac note ""no interval"" is superseded, E-DAIC 300 s window (audio truncated at 300 s by Qwen2_5OmniProcessor; 217/275 windows cut)","stale ""no interval"" note: T7b has the interval","ledger 6 LEFT me 12 (T7.tsv ""NO INTERVAL""); audit_p17 problem 6"
<local data dir>/release/edaic_rerun/part17/rows/T4.tsv,(whole file),backup,,<local data dir>/release/edaic_rerun/part17/rows/T4.tsv.bak_pre_notefix_23sep (md5 5a393e2584261edcb283442ca157b0e8),copy before the note fix,
<local data dir>/release/edaic_rerun/part17/rows/T4.tsv,line 8 (T4_edaic_o25_llm_mean5_jsononly),what (note),"Qwen2.5-Omni E-DAIC 300 s window LM probe, mean of five per-repeat AUCs (json per_repeat list, per-clip repeats not on Mac)","Qwen2.5-Omni E-DAIC 300 s window LM probe, mean of five per-repeat AUCs (json per_repeat list; the per-clip repeats were later reproduced on Linux sklearn 1.9.1 in T7b: 95% CI [0.6231, 0.7727], paired minus the zero-shot answer -0.1276 [-0.1993, -0.0629])","stale ""per-clip repeats not on Mac"" note: T7b has them","ledger 6 LEFT me 12 (T4.tsv ""no interval""); audit_p17 problem 6"
<local data dir>/release/edaic_rerun/part17/rows/T4.tsv,line 9 (T4_edaic_o25_enc_mean5_jsononly),what (note),"Qwen2.5-Omni E-DAIC 300 s window encoder probe, mean of five per-repeat AUCs (json per_repeat list, per-clip repeats not on Mac)","Qwen2.5-Omni E-DAIC 300 s window encoder probe, mean of five per-repeat AUCs (json per_repeat list; the per-clip repeats were later reproduced on Linux sklearn 1.9.1 in T7b: 95% CI [0.5268, 0.6523], paired minus the zero-shot answer -0.2394 [-0.3188, -0.1572])","stale ""per-clip repeats not on Mac"" note: T7b has them","ledger 6 LEFT me 12 (T4.tsv ""no interval""); audit_p17 problem 6"
<local data dir>/release/scores/part22/rows/P22_verified.tsv,(whole file),backup,,<local data dir>/release/scores/part22/rows/P22_verified.tsv.bak_pre_notefix_23sep (md5 a248fc3453beb1d43354d051f962866e),copy before the note fix,
<local data dir>/release/scores/part22/rows/P22_verified.tsv,line 45 (P22_S1_tf_version),what (note),transformers version of the paper E-DAIC scoring run (podA SETUP3.log:15); 3 live Part 20 pods also 5.17.0 [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"transformers version of the paper E-DAIC scoring run (podA SETUP3.log:15); 3 live Part 20 pods also 5.17.0 [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives tf_version 5.17.0 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22_verified.tsv,line 46 (P22_S1_chunk_length),what (note),Qwen2.5-Omni WhisperFeatureExtractor chunk_length s (Hub preprocessor_config.json:2; loaded object fe.chunk_length) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"Qwen2.5-Omni WhisperFeatureExtractor chunk_length s (Hub preprocessor_config.json:2; loaded object fe.chunk_length) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives chunk_length 300 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22_verified.tsv,line 47 (P22_S1_n_samples),what (note),feature extractor n_samples = audio cap in 16 kHz samples (feature_extraction_whisper.py:91; loaded object) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"feature extractor n_samples = audio cap in 16 kHz samples (feature_extraction_whisper.py:91; loaded object) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives n_samples 4800000 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22_verified.tsv,line 48 (P22_S1_trunc_default),what (note),WhisperFeatureExtractor.__call__ truncation default (feature_extraction_whisper.py:196); Omni processor passes none [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"WhisperFeatureExtractor.__call__ truncation default (feature_extraction_whisper.py:196); Omni processor passes none [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives feature_extraction_whisper.py:196 ""truncation: bool = True,"" (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22_verified.tsv,line 49 (P22_S1_tok_300s),what (note),audio tokens at the 300 s cap: code formula processing_qwen2_5_omni.py:151-152 vs measured 5.17.0 processor [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"audio tokens at the 300 s cap: code formula processing_qwen2_5_omni.py:151-152 vs measured 5.17.0 processor [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives formula 7500 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22_verified.tsv,line 50 (P22_S1_tok_900s_off),what (note),audio tokens for 900 s with audio_kwargs truncation False: code formula vs measured 5.17.0 processor [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"audio tokens for 900 s with audio_kwargs truncation False: code formula vs measured 5.17.0 processor [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives formula 22500 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22_verified.tsv,line 51 (P22_S1_formula_match),what (note),E-DAIC full windows whose logged n_audio_tok equals the code formula on win_dur_s (of 275) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"E-DAIC full windows whose logged n_audio_tok equals the code formula on win_dur_s (of 275) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives formula matches 275 of 275 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22_verified.tsv,line 52 (P22_S1_gt300_at_7500),what (note),E-DAIC full windows longer than 300 s that received exactly 7500 audio tokens (of 217) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"E-DAIC full windows longer than 300 s that received exactly 7500 audio tokens (of 217) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives 217 of 217 windows over 300 s at 7500 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22_verified.tsv,line 53 (P22_S1_capped900),what (note),"E-DAIC full windows capped at 900 s (windows_full.csv capped==1, of 275) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified]","E-DAIC full windows capped at 900 s (windows_full.csv capped==1, of 275) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives capped 89 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22.tsv,(whole file),backup,,<local data dir>/release/scores/part22/rows/P22.tsv.bak_pre_notefix_23sep (md5 503048f5bb76ec6c421ada8de137c1c4),copy before the note fix,
<local data dir>/release/scores/part22/rows/P22.tsv,line 23 (P22_S1_tf_version),what (note),transformers version of the paper E-DAIC scoring run (podA SETUP3.log:15); 3 live Part 20 pods also 5.17.0 [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"transformers version of the paper E-DAIC scoring run (podA SETUP3.log:15); 3 live Part 20 pods also 5.17.0 [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives tf_version 5.17.0 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22.tsv,line 24 (P22_S1_chunk_length),what (note),Qwen2.5-Omni WhisperFeatureExtractor chunk_length s (Hub preprocessor_config.json:2; loaded object fe.chunk_length) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"Qwen2.5-Omni WhisperFeatureExtractor chunk_length s (Hub preprocessor_config.json:2; loaded object fe.chunk_length) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives chunk_length 300 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22.tsv,line 25 (P22_S1_n_samples),what (note),feature extractor n_samples = audio cap in 16 kHz samples (feature_extraction_whisper.py:91; loaded object) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"feature extractor n_samples = audio cap in 16 kHz samples (feature_extraction_whisper.py:91; loaded object) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives n_samples 4800000 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22.tsv,line 26 (P22_S1_trunc_default),what (note),WhisperFeatureExtractor.__call__ truncation default (feature_extraction_whisper.py:196); Omni processor passes none [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"WhisperFeatureExtractor.__call__ truncation default (feature_extraction_whisper.py:196); Omni processor passes none [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives feature_extraction_whisper.py:196 ""truncation: bool = True,"" (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
