speaker_id,id,p_yes,answer_mass,prompt
308,conflict_308_c000187,0.029318458317806207,0.9991865139454603,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
311,conflict_311_c000251,0.08510997979881811,0.9987403675913811,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
312,conflict_312_c000260,0.3346304522328624,0.9978076219558716,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
314,conflict_314_c000291,0.10671526608460237,0.9983979314565659,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
314,conflict_314_c000293,0.2568639373107563,0.9982327818870544,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
314,conflict_314_c000296,0.05666063036340872,0.9981581419706345,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
314,conflict_314_c000312,0.46884033063312913,0.9979608654975891,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
314,conflict_314_c000325,0.17331347102411665,0.9987968951463699,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
315,conflict_315_c000333,0.24511090117422768,0.997780054807663,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
315,conflict_315_c000335,0.18245092782695937,0.9979350417852402,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
315,conflict_315_c000337,0.2568571984003618,0.9984586536884308,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
315,conflict_315_c000344,0.7982226153383376,0.9983377903699875,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
315,conflict_315_c000345,0.3346309425735966,0.9971855878829956,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
318,conflict_318_c000389,0.5467935203247858,0.9970094859600067,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
321,conflict_321_c000428,0.24512353650755186,0.9980712980031967,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
321,conflict_321_c000434,0.025963556662940392,0.9992872308939695,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
321,conflict_321_c000441,0.14036513767282083,0.9982903003692627,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
323,conflict_323_c000475,0.34870429504694395,0.9971733391284943,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
323,conflict_323_c000480,0.8176249849256522,0.998450517654419,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
327,conflict_327_c000548,0.46884174051479793,0.9973541796207428,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
328,conflict_328_c000562,0.20183070527572247,0.9985629469156265,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
328,conflict_328_c000563,0.5000495652969114,0.9981147646903992,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
328,conflict_328_c000564,0.40737241277603814,0.9982944130897522,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
329,conflict_329_c000589,0.08036729587351021,0.998866118490696,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
332,conflict_332_c000642,0.042097933966755624,0.999061543494463,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
332,conflict_332_c000644,0.06372731676862074,0.9990538582205772,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
332,conflict_332_c000649,0.9875716825781613,0.9995495462790132,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
332,conflict_332_c000654,0.1259480527331459,0.9981434792280197,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
332,conflict_332_c000656,0.15613373502625538,0.9980129152536392,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
338,conflict_338_c000810,0.05666773286952732,0.9989518076181412,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
338,conflict_338_c000820,0.04209657334946476,0.9990884363651276,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
338,conflict_338_c000821,0.8439164123888242,0.9988138675689697,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
338,conflict_338_c000822,0.04209809261556011,0.9984433874487877,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
338,conflict_338_c000824,0.016917928240720553,0.9992561098188162,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
338,conflict_338_c000825,0.021618499415143405,0.9992678575217724,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
340,conflict_340_c000847,0.48442535505341777,0.9978485107421875,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000931,0.04743864397502343,0.9986376836895943,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000932,0.08512627339007493,0.9984032139182091,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000935,0.11922753673735147,0.9985367804765701,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000939,0.06756073252438718,0.9981231465935707,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000940,0.009710689231517158,0.9994426686316729,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000941,0.09010711771949304,0.9983976632356644,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000942,0.019128233695979515,0.9988974742591381,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000947,0.9964058006435444,0.9997057267464697,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000948,0.07587180195090146,0.9984099641442299,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000949,0.16454962207657767,0.9979062974452972,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000952,0.9902916382125891,0.9995561232790351,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000953,0.024427856386905974,0.9990494158118963,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000954,0.05341515810809616,0.9989860653877258,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000956,0.06755839801271596,0.9982975870370865,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000957,0.05034329894050934,0.9987699054181576,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000971,0.053410153615596055,0.9987892359495163,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000972,0.8519772496751179,0.9987709820270538,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000974,0.10671774469701696,0.9980642721056938,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000982,0.03115057877954168,0.9991419650614262,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000983,0.4225307086326409,0.9981432259082794,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000984,0.24512302567915784,0.9979071766138077,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000985,0.10089554544698501,0.9984552562236786,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000986,0.03964493819474634,0.9989376105368137,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
347,conflict_347_c000988,0.022982334567152596,0.9993337206542492,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
347,conflict_347_c000990,0.13298138492261713,0.9977676868438721,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
347,conflict_347_c000993,0.22273194483767425,0.9978426992893219,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
347,conflict_347_c000995,0.03309614058340249,0.9989166595041752,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001000,0.014960346855694707,0.9992177868261933,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001001,0.03309213696854503,0.9990255795419216,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001005,0.01912661674508574,0.9992303494364023,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001006,0.11282345801754445,0.9984037280082703,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001007,0.15612039175541315,0.9985823184251785,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001013,0.019127563631018252,0.9991304408758879,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001014,0.05034340864755173,0.998796883970499,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
354,conflict_354_c001129,0.08511399195142255,0.9984963312745094,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
354,conflict_354_c001131,0.10671409988165335,0.9984012320637703,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
354,conflict_354_c001137,0.02298089915787364,0.9991955365985632,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001260,0.03114913701658385,0.9990513343364,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001263,0.025961993143603083,0.9986693486571312,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001265,0.0503377561383814,0.9990170150995255,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001266,0.03964722265597402,0.9985399134457111,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001268,0.25684670127358017,0.9960294961929321,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001271,0.05341576826366443,0.9988543502986431,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001278,0.14808242294351676,0.9988657087087631,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001284,0.08037068572403933,0.9985529258847237,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001285,0.5000423667526269,0.9981764554977417,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001288,0.8596732786191502,0.9985395967960358,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001290,0.8670405556573291,0.9986529648303986,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001295,0.8991421022411387,0.9987712204456329,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001296,0.34868204438403616,0.9972921013832092,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
364,conflict_364_c001302,0.33463417209784985,0.9979020655155182,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
364,conflict_364_c001308,0.11922672836370471,0.9988826885819435,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
364,conflict_364_c001309,0.029317660793004727,0.9991458412259817,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
364,conflict_364_c001310,0.20186168462290072,0.9984348714351654,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001416,0.03309217852108481,0.9990916438400745,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001417,0.14035916805128368,0.9978799670934677,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001423,0.7773251144827551,0.9980267882347107,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001429,0.10091363891314427,0.9983051046729088,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001430,0.6792393990662614,0.9980952441692352,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001447,0.050339607790339254,0.9989395663142204,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001473,0.20184778157372016,0.9974377751350403,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001474,0.3487169996943817,0.9986203014850616,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001475,0.18245647427025613,0.9985039979219437,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001477,0.029318949940463107,0.9991479050368071,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001478,0.06373260918347078,0.9985745921730995,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
369,conflict_369_c001515,0.14036346379230946,0.9987470209598541,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
369,conflict_369_c001522,0.5927158172264981,0.9982283711433411,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
370,conflict_370_c001551,0.2942443561227578,0.9983665645122528,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
370,conflict_370_c001553,0.7058178427938936,0.9987438917160034,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
370,conflict_370_c001561,0.11281541575181052,0.9982848316431046,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001666,0.12594780639258518,0.9986662417650223,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001668,0.6792043990958432,0.998138427734375,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001669,0.4844418804249891,0.9960896670818329,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001670,0.3923831290047528,0.9951601028442383,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001673,0.9603686111056277,0.9988732449710369,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001676,0.9830884938018385,0.9995618872344494,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001684,0.5622133039845262,0.9980330467224121,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001732,0.035156070901487736,0.9986550025641918,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001737,0.039652545056924546,0.9989489987492561,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001738,0.010988702154308087,0.9993904503062367,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001739,0.007578988114909934,0.999469330534339,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001742,0.01799040473719969,0.9992736987769604,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001747,0.031150297707662925,0.9990108199417591,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001754,0.06756819554666563,0.9985314905643463,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001763,0.04743477408707327,0.9989482425153255,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001766,0.08036931672373515,0.9982171952724457,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
378,conflict_378_c001777,0.26897094305942715,0.998229593038559,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
379,conflict_379_c001803,0.5156629272795591,0.9977259933948517,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
379,conflict_379_c001811,0.24513384132352717,0.9983222782611847,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
379,conflict_379_c001815,0.21211044263746123,0.9983221143484116,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001881,0.6225298309907358,0.9980199337005615,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001894,0.04209798311322488,0.9987659677863121,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001895,0.04743481287159835,0.9989621117711067,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001896,0.05034058460022673,0.9987330324947834,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001897,0.008063524572550405,0.9994562827050686,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001898,0.14807579334830898,0.9984858632087708,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001900,0.10089688658769654,0.9983561784029007,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001901,0.10089767016336781,0.9981785863637924,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001905,0.011689641701951381,0.999249485321343,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
382,conflict_382_c001924,0.1259431273119894,0.9983101785182953,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001964,0.21212043041089249,0.9981692433357239,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001965,0.044690581395054746,0.9988767094910145,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001966,0.050340944635008815,0.9988027028739452,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001984,0.8670491384079626,0.9984762370586395,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001985,0.11281151138149255,0.9985790029168129,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
387,conflict_387_c002031,0.2568815580427542,0.9973180890083313,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
392,conflict_392_c002114,0.5312458113311679,0.9976546466350555,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
392,conflict_392_c002121,0.29425637055446063,0.9969494044780731,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
392,conflict_392_c002122,0.40736327802517697,0.9972015619277954,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
403,conflict_403_c002308,0.06009886069573994,0.999088242650032,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
403,conflict_403_c002310,0.4533247524555112,0.9977547526359558,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
404,conflict_404_c002331,0.05666065631801048,0.9983922056853771,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
404,conflict_404_c002336,0.8670465448288655,0.9980180859565735,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002350,0.027591493548001514,0.9990106504410505,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002351,0.05666808775543807,0.9986526854336262,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002353,0.013225490110115468,0.9993246225640178,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002354,0.011689679149285445,0.9994100071489811,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002356,0.3775736639201718,0.9971200525760651,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002357,0.13300056173739436,0.9983137547969818,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002358,0.7186318509343241,0.9984345734119415,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002381,0.8267480326427705,0.9984412044286728,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002382,0.010330599244583967,0.9994118064641953,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002385,0.10671958851374815,0.998404897749424,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002386,0.06755668093632625,0.9989712238311768,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002387,0.5622232912397122,0.9987218081951141,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002388,0.029320060851073946,0.9990331158041954,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
406,conflict_406_c002391,0.23375231632631327,0.9978623241186142,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
406,conflict_406_c002394,0.2569246963523379,0.9968184232711792,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
407,conflict_407_c002426,0.6926781622250306,0.9984109103679657,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
408,conflict_408_c002443,0.06755866993446256,0.9990122839808464,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
411,conflict_411_c002509,0.531279446864766,0.9968900680541992,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
411,conflict_411_c002520,0.06755556249414595,0.9983752220869064,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
411,conflict_411_c002525,0.705819598795825,0.9977496564388275,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002579,0.02759160082848331,0.9991461019963026,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002581,0.015909214577219423,0.9992371629923582,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002582,0.02759045367680365,0.9992768932133913,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002583,0.06009915943740037,0.9987223334610462,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002584,0.06009638260059525,0.9986368790268898,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002594,0.48443332053369004,0.9963479340076447,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002595,0.990294291176524,0.999569877050817,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002598,0.53128122527926,0.997885674238205,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002599,0.02596316762627802,0.9990378357470036,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002601,0.07587228366797572,0.9983593374490738,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002603,0.1128168036660281,0.9983344972133636,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
