path,speaker,set,seg_uid,pair_id,fold
/workspace/p20/part14_clips/conflict_369_c001522.wav,369,conflict,c001522,118,1
/workspace/p20/part14_clips/conflict_370_c001551.wav,370,conflict,c001551,119,1
/workspace/p20/part14_clips/conflict_370_c001553.wav,370,conflict,c001553,120,1
/workspace/p20/part14_clips/conflict_370_c001561.wav,370,conflict,c001561,121,1
/workspace/p20/part14_clips/conflict_374_c001666.wav,374,conflict,c001666,122,2
/workspace/p20/part14_clips/conflict_374_c001668.wav,374,conflict,c001668,123,2
/workspace/p20/part14_clips/conflict_374_c001669.wav,374,conflict,c001669,124,2
/workspace/p20/part14_clips/conflict_374_c001670.wav,374,conflict,c001670,125,2
/workspace/p20/part14_clips/conflict_374_c001673.wav,374,conflict,c001673,126,2
/workspace/p20/part14_clips/conflict_374_c001676.wav,374,conflict,c001676,127,2
/workspace/p20/part14_clips/conflict_374_c001684.wav,374,conflict,c001684,128,2
/workspace/p20/part14_clips/conflict_377_c001732.wav,377,conflict,c001732,129,3
/workspace/p20/part14_clips/conflict_377_c001737.wav,377,conflict,c001737,130,3
/workspace/p20/part14_clips/conflict_377_c001738.wav,377,conflict,c001738,131,3
/workspace/p20/part14_clips/conflict_377_c001739.wav,377,conflict,c001739,132,3
/workspace/p20/part14_clips/conflict_377_c001742.wav,377,conflict,c001742,133,3
/workspace/p20/part14_clips/conflict_377_c001747.wav,377,conflict,c001747,134,3
/workspace/p20/part14_clips/conflict_377_c001754.wav,377,conflict,c001754,135,3
/workspace/p20/part14_clips/conflict_377_c001763.wav,377,conflict,c001763,136,3
/workspace/p20/part14_clips/conflict_377_c001766.wav,377,conflict,c001766,137,3
/workspace/p20/part14_clips/conflict_378_c001777.wav,378,conflict,c001777,138,0
/workspace/p20/part14_clips/conflict_379_c001803.wav,379,conflict,c001803,139,0
/workspace/p20/part14_clips/conflict_379_c001811.wav,379,conflict,c001811,140,0
/workspace/p20/part14_clips/conflict_379_c001815.wav,379,conflict,c001815,141,0
/workspace/p20/part14_clips/conflict_381_c001881.wav,381,conflict,c001881,142,2
/workspace/p20/part14_clips/conflict_381_c001894.wav,381,conflict,c001894,143,2
/workspace/p20/part14_clips/conflict_381_c001895.wav,381,conflict,c001895,144,2
/workspace/p20/part14_clips/conflict_381_c001896.wav,381,conflict,c001896,145,2
/workspace/p20/part14_clips/conflict_381_c001897.wav,381,conflict,c001897,146,2
/workspace/p20/part14_clips/conflict_381_c001898.wav,381,conflict,c001898,147,2
/workspace/p20/part14_clips/conflict_381_c001900.wav,381,conflict,c001900,148,2
/workspace/p20/part14_clips/conflict_381_c001901.wav,381,conflict,c001901,149,2
/workspace/p20/part14_clips/conflict_381_c001905.wav,381,conflict,c001905,150,2
/workspace/p20/part14_clips/conflict_382_c001924.wav,382,conflict,c001924,151,4
/workspace/p20/part14_clips/conflict_384_c001964.wav,384,conflict,c001964,152,2
/workspace/p20/part14_clips/conflict_384_c001965.wav,384,conflict,c001965,153,2
/workspace/p20/part14_clips/conflict_384_c001966.wav,384,conflict,c001966,154,2
/workspace/p20/part14_clips/conflict_384_c001984.wav,384,conflict,c001984,155,2
/workspace/p20/part14_clips/conflict_384_c001985.wav,384,conflict,c001985,156,2
/workspace/p20/part14_clips/conflict_387_c002031.wav,387,conflict,c002031,157,3
/workspace/p20/part14_clips/conflict_392_c002114.wav,392,conflict,c002114,158,4
/workspace/p20/part14_clips/conflict_392_c002121.wav,392,conflict,c002121,159,4
/workspace/p20/part14_clips/conflict_392_c002122.wav,392,conflict,c002122,160,4
/workspace/p20/part14_clips/conflict_403_c002308.wav,403,conflict,c002308,161,0
/workspace/p20/part14_clips/conflict_403_c002310.wav,403,conflict,c002310,162,0
/workspace/p20/part14_clips/conflict_404_c002331.wav,404,conflict,c002331,163,4
/workspace/p20/part14_clips/conflict_404_c002336.wav,404,conflict,c002336,164,4
/workspace/p20/part14_clips/conflict_405_c002350.wav,405,conflict,c002350,165,0
/workspace/p20/part14_clips/conflict_405_c002351.wav,405,conflict,c002351,166,0
/workspace/p20/part14_clips/conflict_405_c002353.wav,405,conflict,c002353,167,0
/workspace/p20/part14_clips/conflict_405_c002354.wav,405,conflict,c002354,168,0
/workspace/p20/part14_clips/conflict_405_c002356.wav,405,conflict,c002356,169,0
/workspace/p20/part14_clips/conflict_405_c002357.wav,405,conflict,c002357,170,0
/workspace/p20/part14_clips/conflict_405_c002358.wav,405,conflict,c002358,171,0
/workspace/p20/part14_clips/conflict_405_c002381.wav,405,conflict,c002381,172,0
/workspace/p20/part14_clips/conflict_405_c002382.wav,405,conflict,c002382,173,0
/workspace/p20/part14_clips/conflict_405_c002385.wav,405,conflict,c002385,174,0
/workspace/p20/part14_clips/conflict_405_c002386.wav,405,conflict,c002386,175,0
/workspace/p20/part14_clips/conflict_405_c002387.wav,405,conflict,c002387,176,0
/workspace/p20/part14_clips/conflict_405_c002388.wav,405,conflict,c002388,177,0
/workspace/p20/part14_clips/conflict_406_c002391.wav,406,conflict,c002391,178,3
/workspace/p20/part14_clips/conflict_406_c002394.wav,406,conflict,c002394,179,3
/workspace/p20/part14_clips/conflict_407_c002426.wav,407,conflict,c002426,180,2
/workspace/p20/part14_clips/conflict_408_c002443.wav,408,conflict,c002443,181,1
/workspace/p20/part14_clips/conflict_411_c002509.wav,411,conflict,c002509,182,3
/workspace/p20/part14_clips/conflict_411_c002520.wav,411,conflict,c002520,183,3
/workspace/p20/part14_clips/conflict_411_c002525.wav,411,conflict,c002525,184,3
/workspace/p20/part14_clips/conflict_414_c002579.wav,414,conflict,c002579,185,3
/workspace/p20/part14_clips/conflict_414_c002581.wav,414,conflict,c002581,186,3
/workspace/p20/part14_clips/conflict_414_c002582.wav,414,conflict,c002582,187,3
/workspace/p20/part14_clips/conflict_414_c002583.wav,414,conflict,c002583,188,3
/workspace/p20/part14_clips/conflict_414_c002584.wav,414,conflict,c002584,189,3
/workspace/p20/part14_clips/conflict_414_c002594.wav,414,conflict,c002594,190,3
/workspace/p20/part14_clips/conflict_414_c002595.wav,414,conflict,c002595,191,3
/workspace/p20/part14_clips/conflict_414_c002598.wav,414,conflict,c002598,192,3
/workspace/p20/part14_clips/conflict_414_c002599.wav,414,conflict,c002599,193,3
/workspace/p20/part14_clips/conflict_414_c002601.wav,414,conflict,c002601,194,3
/workspace/p20/part14_clips/conflict_414_c002603.wav,414,conflict,c002603,195,3
/workspace/p20/part14_clips/conflict_415_c002616.wav,415,conflict,c002616,196,2
/workspace/p20/part14_clips/conflict_415_c002617.wav,415,conflict,c002617,197,2
/workspace/p20/part14_clips/conflict_416_c002633.wav,416,conflict,c002633,198,1
/workspace/p20/part14_clips/conflict_416_c002642.wav,416,conflict,c002642,199,1
/workspace/p20/part14_clips/conflict_419_c002702.wav,419,conflict,c002702,200,1
/workspace/p20/part14_clips/conflict_419_c002704.wav,419,conflict,c002704,201,1
/workspace/p20/part14_clips/conflict_419_c002705.wav,419,conflict,c002705,202,1
/workspace/p20/part14_clips/conflict_419_c002710.wav,419,conflict,c002710,203,1
/workspace/p20/part14_clips/conflict_419_c002715.wav,419,conflict,c002715,204,1
/workspace/p20/part14_clips/conflict_420_c002726.wav,420,conflict,c002726,205,2
/workspace/p20/part14_clips/conflict_420_c002727.wav,420,conflict,c002727,206,2
/workspace/p20/part14_clips/conflict_420_c002728.wav,420,conflict,c002728,207,2
/workspace/p20/part14_clips/conflict_423_c002809.wav,423,conflict,c002809,208,1
/workspace/p20/part14_clips/conflict_423_c002817.wav,423,conflict,c002817,209,1
/workspace/p20/part14_clips/conflict_423_c002818.wav,423,conflict,c002818,210,1
/workspace/p20/part14_clips/conflict_424_c002834.wav,424,conflict,c002834,211,0
/workspace/p20/part14_clips/conflict_424_c002844.wav,424,conflict,c002844,212,0
/workspace/p20/part14_clips/conflict_424_c002845.wav,424,conflict,c002845,213,0
/workspace/p20/part14_clips/conflict_426_c002892.wav,426,conflict,c002892,214,0
/workspace/p20/part14_clips/conflict_426_c002897.wav,426,conflict,c002897,215,0
/workspace/p20/part14_clips/conflict_426_c002898.wav,426,conflict,c002898,216,0
/workspace/p20/part14_clips/conflict_426_c002900.wav,426,conflict,c002900,217,0
/workspace/p20/part14_clips/conflict_429_c002943.wav,429,conflict,c002943,218,0
/workspace/p20/part14_clips/conflict_429_c002946.wav,429,conflict,c002946,219,0
/workspace/p20/part14_clips/conflict_430_c002959.wav,430,conflict,c002959,220,0
/workspace/p20/part14_clips/conflict_430_c002965.wav,430,conflict,c002965,221,0
/workspace/p20/part14_clips/conflict_430_c002967.wav,430,conflict,c002967,222,0
/workspace/p20/part14_clips/conflict_430_c002972.wav,430,conflict,c002972,223,0
/workspace/p20/part14_clips/conflict_430_c002975.wav,430,conflict,c002975,224,0
/workspace/p20/part14_clips/conflict_431_c002992.wav,431,conflict,c002992,225,4
/workspace/p20/part14_clips/conflict_431_c002993.wav,431,conflict,c002993,226,4
/workspace/p20/part14_clips/conflict_432_c003002.wav,432,conflict,c003002,227,0
/workspace/p20/part14_clips/conflict_434_c003045.wav,434,conflict,c003045,228,4
/workspace/p20/part14_clips/conflict_434_c003046.wav,434,conflict,c003046,229,4
/workspace/p20/part14_clips/conflict_434_c003050.wav,434,conflict,c003050,230,4
/workspace/p20/part14_clips/conflict_434_c003060.wav,434,conflict,c003060,231,4
/workspace/p20/part14_clips/conflict_436_c003105.wav,436,conflict,c003105,232,4
/workspace/p20/part14_clips/conflict_437_c003113.wav,437,conflict,c003113,233,3
/workspace/p20/part14_clips/conflict_437_c003122.wav,437,conflict,c003122,234,3
/workspace/p20/part14_clips/conflict_438_c003148.wav,438,conflict,c003148,235,2
/workspace/p20/part14_clips/conflict_438_c003149.wav,438,conflict,c003149,236,2
/workspace/p20/part14_clips/conflict_439_c003170.wav,439,conflict,c003170,237,1
/workspace/p20/part14_clips/conflict_439_c003174.wav,439,conflict,c003174,238,1
/workspace/p20/part14_clips/conflict_440_c003182.wav,440,conflict,c003182,239,4
/workspace/p20/part14_clips/conflict_440_c003184.wav,440,conflict,c003184,240,4
/workspace/p20/part14_clips/conflict_440_c003187.wav,440,conflict,c003187,241,4
/workspace/p20/part14_clips/conflict_440_c003207.wav,440,conflict,c003207,242,4
/workspace/p20/part14_clips/conflict_440_c003208.wav,440,conflict,c003208,243,4
/workspace/p20/part14_clips/conflict_441_c003216.wav,441,conflict,c003216,244,4
/workspace/p20/part14_clips/conflict_441_c003217.wav,441,conflict,c003217,245,4
/workspace/p20/part14_clips/conflict_441_c003232.wav,441,conflict,c003232,246,4
/workspace/p20/part14_clips/conflict_443_c003268.wav,443,conflict,c003268,247,3
/workspace/p20/part14_clips/conflict_445_c003308.wav,445,conflict,c003308,248,3
/workspace/p20/part14_clips/conflict_445_c003314.wav,445,conflict,c003314,249,3
/workspace/p20/part14_clips/conflict_445_c003318.wav,445,conflict,c003318,250,3
/workspace/p20/part14_clips/conflict_446_c003330.wav,446,conflict,c003330,251,2
/workspace/p20/part14_clips/conflict_447_c003345.wav,447,conflict,c003345,252,3
/workspace/p20/part14_clips/conflict_447_c003355.wav,447,conflict,c003355,253,3
/workspace/p20/part14_clips/conflict_447_c003356.wav,447,conflict,c003356,254,3
/workspace/p20/part14_clips/conflict_447_c003357.wav,447,conflict,c003357,255,3
/workspace/p20/part14_clips/conflict_447_c003363.wav,447,conflict,c003363,256,3
/workspace/p20/part14_clips/conflict_448_c003365.wav,448,conflict,c003365,257,0
/workspace/p20/part14_clips/conflict_448_c003366.wav,448,conflict,c003366,258,0
/workspace/p20/part14_clips/conflict_448_c003369.wav,448,conflict,c003369,259,0
/workspace/p20/part14_clips/conflict_448_c003374.wav,448,conflict,c003374,260,0
/workspace/p20/part14_clips/conflict_448_c003378.wav,448,conflict,c003378,261,0
/workspace/p20/part14_clips/conflict_448_c003388.wav,448,conflict,c003388,262,0
/workspace/p20/part14_clips/conflict_448_c003395.wav,448,conflict,c003395,263,0
/workspace/p20/part14_clips/conflict_448_c003397.wav,448,conflict,c003397,264,0
/workspace/p20/part14_clips/conflict_449_c003413.wav,449,conflict,c003413,265,1
/workspace/p20/part14_clips/conflict_451_c003457.wav,451,conflict,c003457,266,2
/workspace/p20/part14_clips/conflict_451_c003469.wav,451,conflict,c003469,267,2
/workspace/p20/part14_clips/conflict_451_c003471.wav,451,conflict,c003471,268,2
/workspace/p20/part14_clips/conflict_451_c003474.wav,451,conflict,c003474,269,2
/workspace/p20/part14_clips/conflict_451_c003475.wav,451,conflict,c003475,270,2
/workspace/p20/part14_clips/conflict_451_c003477.wav,451,conflict,c003477,271,2
/workspace/p20/part14_clips/conflict_452_c003490.wav,452,conflict,c003490,272,3
/workspace/p20/part14_clips/conflict_452_c003491.wav,452,conflict,c003491,273,3
/workspace/p20/part14_clips/conflict_452_c003495.wav,452,conflict,c003495,274,3
/workspace/p20/part14_clips/conflict_452_c003496.wav,452,conflict,c003496,275,3
/workspace/p20/part14_clips/conflict_454_c003532.wav,454,conflict,c003532,276,2
/workspace/p20/part14_clips/conflict_454_c003533.wav,454,conflict,c003533,277,2
/workspace/p20/part14_clips/conflict_454_c003538.wav,454,conflict,c003538,278,2
/workspace/p20/part14_clips/conflict_457_c003585.wav,457,conflict,c003585,279,2
/workspace/p20/part14_clips/conflict_457_c003590.wav,457,conflict,c003590,280,2
/workspace/p20/part14_clips/conflict_457_c003591.wav,457,conflict,c003591,281,2
/workspace/p20/part14_clips/conflict_457_c003593.wav,457,conflict,c003593,282,2
/workspace/p20/part14_clips/conflict_461_c003654.wav,461,conflict,c003654,283,1
/workspace/p20/part14_clips/conflict_461_c003661.wav,461,conflict,c003661,284,1
/workspace/p20/part14_clips/conflict_461_c003668.wav,461,conflict,c003668,285,1
/workspace/p20/part14_clips/conflict_461_c003670.wav,461,conflict,c003670,286,1
/workspace/p20/part14_clips/conflict_463_c003708.wav,463,conflict,c003708,287,0
/workspace/p20/part14_clips/conflict_463_c003710.wav,463,conflict,c003710,288,0
/workspace/p20/part14_clips/conflict_464_c003726.wav,464,conflict,c003726,289,1
/workspace/p20/part14_clips/conflict_464_c003731.wav,464,conflict,c003731,290,1
/workspace/p20/part14_clips/conflict_464_c003741.wav,464,conflict,c003741,291,1
/workspace/p20/part14_clips/conflict_465_c003755.wav,465,conflict,c003755,292,1
/workspace/p20/part14_clips/conflict_465_c003761.wav,465,conflict,c003761,293,1
/workspace/p20/part14_clips/conflict_465_c003766.wav,465,conflict,c003766,294,1
/workspace/p20/part14_clips/conflict_465_c003767.wav,465,conflict,c003767,295,1
/workspace/p20/part14_clips/conflict_465_c003768.wav,465,conflict,c003768,296,1
/workspace/p20/part14_clips/conflict_465_c003771.wav,465,conflict,c003771,297,1
/workspace/p20/part14_clips/conflict_467_c003828.wav,467,conflict,c003828,298,4
/workspace/p20/part14_clips/conflict_467_c003830.wav,467,conflict,c003830,299,4
/workspace/p20/part14_clips/conflict_468_c003835.wav,468,conflict,c003835,300,0
/workspace/p20/part14_clips/conflict_468_c003844.wav,468,conflict,c003844,301,0
/workspace/p20/part14_clips/conflict_468_c003845.wav,468,conflict,c003845,302,0
/workspace/p20/part14_clips/conflict_469_c003865.wav,469,conflict,c003865,303,4
/workspace/p20/part14_clips/conflict_469_c003873.wav,469,conflict,c003873,304,4
/workspace/p20/part14_clips/conflict_469_c003874.wav,469,conflict,c003874,305,4
/workspace/p20/part14_clips/conflict_469_c003878.wav,469,conflict,c003878,306,4
/workspace/p20/part14_clips/conflict_469_c003882.wav,469,conflict,c003882,307,4
/workspace/p20/part14_clips/conflict_469_c003883.wav,469,conflict,c003883,308,4
/workspace/p20/part14_clips/conflict_470_c003896.wav,470,conflict,c003896,309,2
/workspace/p20/part14_clips/conflict_470_c003901.wav,470,conflict,c003901,310,2
/workspace/p20/part14_clips/conflict_470_c003907.wav,470,conflict,c003907,311,2
/workspace/p20/part14_clips/conflict_470_c003911.wav,470,conflict,c003911,312,2
/workspace/p20/part14_clips/conflict_470_c003914.wav,470,conflict,c003914,313,2
/workspace/p20/part14_clips/conflict_471_c003927.wav,471,conflict,c003927,314,4
/workspace/p20/part14_clips/conflict_471_c003929.wav,471,conflict,c003929,315,4
/workspace/p20/part14_clips/conflict_471_c003932.wav,471,conflict,c003932,316,4
/workspace/p20/part14_clips/conflict_472_c003942.wav,472,conflict,c003942,317,3
/workspace/p20/part14_clips/conflict_472_c003944.wav,472,conflict,c003944,318,3
/workspace/p20/part14_clips/conflict_472_c003946.wav,472,conflict,c003946,319,3
/workspace/p20/part14_clips/conflict_474_c003970.wav,474,conflict,c003970,320,1
/workspace/p20/part14_clips/conflict_474_c003971.wav,474,conflict,c003971,321,1
/workspace/p20/part14_clips/conflict_474_c003972.wav,474,conflict,c003972,322,1
/workspace/p20/part14_clips/conflict_474_c003974.wav,474,conflict,c003974,323,1
/workspace/p20/part14_clips/conflict_474_c003978.wav,474,conflict,c003978,324,1
/workspace/p20/part14_clips/conflict_476_c003996.wav,476,conflict,c003996,325,2
/workspace/p20/part14_clips/conflict_476_c004000.wav,476,conflict,c004000,326,2
/workspace/p20/part14_clips/conflict_476_c004005.wav,476,conflict,c004005,327,2
/workspace/p20/part14_clips/conflict_477_c004026.wav,477,conflict,c004026,328,0
/workspace/p20/part14_clips/conflict_477_c004028.wav,477,conflict,c004028,329,0
/workspace/p20/part14_clips/conflict_477_c004033.wav,477,conflict,c004033,330,0
/workspace/p20/part14_clips/conflict_477_c004034.wav,477,conflict,c004034,331,0
/workspace/p20/part14_clips/conflict_477_c004035.wav,477,conflict,c004035,332,0
/workspace/p20/part14_clips/conflict_478_c004044.wav,478,conflict,c004044,333,1
/workspace/p20/part14_clips/conflict_478_c004055.wav,478,conflict,c004055,334,1
/workspace/p20/part14_clips/conflict_478_c004058.wav,478,conflict,c004058,335,1
/workspace/p20/part14_clips/conflict_480_c004083.wav,480,conflict,c004083,336,3
/workspace/p20/part14_clips/conflict_480_c004093.wav,480,conflict,c004093,337,3
/workspace/p20/part14_clips/conflict_482_c004143.wav,482,conflict,c004143,338,0
/workspace/p20/part14_clips/conflict_485_c004226.wav,485,conflict,c004226,339,4
