status,order_group,line,paper_value,file_value,file_path,triage,triage_reason,triage_recomputed,method_constant,kind,section,item_id,reason,context,tex_line_text
UNMATCHED,added_23sep,95,0.70,,,,,,yes,point,Implementation Details,L95_359,"method/design constant, not a result; no file value indexed",A segment is counted as positive or negative if that class has a probability of at least 0.70.,"\noindent\textbf{Conflict set construction.} From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5\,s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval \cite{tweeteval}. A segment is counted as positive or negative if that class has a probability of at least 0.70. A participant with a PHQ-8 score of 15 or more speaking positively, or a healthy control with a PHQ-8 score of 4 or less speaking negatively, constitutes a conflict segment. This yields a total of 488 conflicting segments, each paired with an agreement segment from the same speaker over 138 speakers. "
UNMATCHED,added_23sep,95,15,,,,,,yes,integer,Implementation Details,L95_401,"method/design constant, not a result; no file value indexed","A participant with a PHQ-8 score of 15 or more speaking positively, or a healthy control with a PHQ-8 score of 4 or less speaking negatively, constitutes a conflict segment.","\noindent\textbf{Conflict set construction.} From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5\,s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval \cite{tweeteval}. A segment is counted as positive or negative if that class has a probability of at least 0.70. A participant with a PHQ-8 score of 15 or more speaking positively, or a healthy control with a PHQ-8 score of 4 or less speaking negatively, constitutes a conflict segment. This yields a total of 488 conflicting segments, each paired with an agreement segment from the same speaker over 138 speakers. "
UNMATCHED,added_23sep,95,4,,,,,,yes,integer,Implementation Details,L95_476,"method/design constant, not a result; no file value indexed","A participant with a PHQ-8 score of 15 or more speaking positively, or a healthy control with a PHQ-8 score of 4 or less speaking negatively, constitutes a conflict segment.","\noindent\textbf{Conflict set construction.} From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5\,s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval \cite{tweeteval}. A segment is counted as positive or negative if that class has a probability of at least 0.70. A participant with a PHQ-8 score of 15 or more speaking positively, or a healthy control with a PHQ-8 score of 4 or less speaking negatively, constitutes a conflict segment. This yields a total of 488 conflicting segments, each paired with an agreement segment from the same speaker over 138 speakers. "
UNMATCHED,added_23sep,101,95,,,,,,no,percent,Implementation Details,L101_348,"percentage with no indexed file value for context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=age_gap_years; arm=all; dataset from previous sentence, stream from previous sentence]","Intervals are 95 percent speaker-level bootstrap intervals from 2000 draws, and a difference is called significant when its interval excludes zero.","\noindent\textbf{Checks.} As an acoustic baseline, we train a logistic regression classifier on eGeMAPS features \cite{egemaps}. On the Pitt dataset participants with a positive diagnosis are seven years older than healthy controls on average, so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers. Intervals are 95 percent speaker-level bootstrap intervals from 2000 draws, and a difference is called significant when its interval excludes zero."
UNMATCHED,added_23sep,101,2000,,,,,,no,integer,Implementation Details,L101_398,count 2000 not found as n or n_spk in index rows for pitt_agematched,"Intervals are 95 percent speaker-level bootstrap intervals from 2000 draws, and a difference is called significant when its interval excludes zero.","\noindent\textbf{Checks.} As an acoustic baseline, we train a logistic regression classifier on eGeMAPS features \cite{egemaps}. On the Pitt dataset participants with a positive diagnosis are seven years older than healthy controls on average, so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers. Intervals are 95 percent speaker-level bootstrap intervals from 2000 draws, and a difference is called significant when its interval excludes zero."
MISMATCH,added_23sep,149,0.35,0.8941,<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,MISPAIRING,"Matcher paired 0.35 with the probe AUC 0.8941. The Delta file gives 0.35. Caveat: it uses the single split probe (0.91); the paper's PC-GITA probe is the five repeat mean 0.89, which gives 0.33. Pitt's 0.11 uses the five repeat mean, so the two Deltas use different probe estimators. No five repeat per-clip PC-GITA file exists on the Mac to put an interval on the 0.33.","Delta 0.3454 [0.2636, 0.4275] n=1100 spk=100 (probe 0.9089, zero shot 0.5635); with the five repeat probe mean 0.8941 the point is 0.3306",no,point,Probing Results,L149_308,"context [model=Qwen2-Audio/Qwen2.5-Omni/Qwen3-Omni/Audio Flamingo 2/Audio F; data=pcgita; stream=encoder_probe; arm=all; every model except , stream from previous sentence]; best current candidate Qwen2.5-Omni|pcgita|encoder_probe|all = 0.8941 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.89; same-tier values: 0.001203 (pcgita pcgita pcgita_groupkfold5_pod_seed0..4.c, current), 0.8298 (pcgita PC-GITA Omni encoder nested probe AUC, A, current), 0.8941 (pcgita five split nested, mean of 5 repeats (js, current), 0.8941 (pcgita five split nested, mean of 5 repeats, current)","The paired difference \Delta of Section \refsec:setup excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.","The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
MISMATCH,added_23sep,149,0.11,0.7846,<local data dir>/release/omni_final/q2a_pitt_nested_repeats.json,MISPAIRING,Matcher paired 0.11 with the Qwen2-Audio Pitt probe AUC. The corrected M7 Delta gives 0.11.,"Delta 0.1128 [0.0455, 0.1768] n=468 spk=228 (probe 0.7706, zero shot 0.6578)",no,point,Probing Results,L149_328,"context [model=Qwen2-Audio/Qwen2.5-Omni/Qwen3-Omni/Audio Flamingo 2/Audio F; data=pitt; stream=encoder_probe; arm=all; every model except , stream from previous sentence]; best current candidate Qwen2-Audio|pitt|encoder_probe|all = 0.7846 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.78; same-tier values: 0.0002696 (pitt pitt pitt_groupkfold5_pod_seed0..4_UNVER, current), 0.7497 (pitt Pitt arm B interviewer removed PAR-only,, current), 0.7706 (pitt Qwen2.5-Omni Pitt encoder probe, 5-repea, current), 0.7706 (pitt Qwen2.5-Omni Pitt encoder probe, mean of, current)","The paired difference \Delta of Section \refsec:setup excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.","The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
MISMATCH,added_23sep,149,0.60,0.7619,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,MISPAIRING,Matcher paired the PC-GITA 0.60 with the Pitt zero shot (0.7619). Both PC-GITA files round to 0.60.,"shipped 0.5967 [0.5240, 0.6619] n=1100 spk=100; pod rerun 0.6015 [0.5304, 0.6674] n=1100 spk=100",no,point,Probing Results,L149_556,"context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=all]; best CONTESTED candidate Qwen3-Omni|pitt|zero_shot|all = 0.7619 (zero shot answer, rank AUC recomputed here from per-clip p_y) rounds to 0.76; same-tier values: 0.7619 (pitt Q3O Pitt zero-shot answer AUC, SHIPPED f, CONTESTED), 0.7619 (pitt zero shot answer, rank AUC recomputed he, CONTESTED), 0.7619 (pitt zero shot, 30 s window, CONTESTED), 0.7619 (pitt zero shot, CONTESTED)",On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77.,"The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
MISMATCH,added_23sep,149,0.60,0.9213,<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,MISPAIRING,Matcher paired it with the NeuroVoz encoder probe (0.9213). 'Those features' are the channel features; after normalisation they give 0.60.,"after 0.6025 [0.5479, 0.6580] n=1270 spk=107 (before 0.7977 [0.7248, 0.8611] n=1270 spk=107)",no,point,Probing Results,L149_940,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=encoder_probe; arm=all]; best current candidate Qwen2.5-Omni|neurovoz|encoder_probe|all = 0.9213 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.92; same-tier values: 0.8924 (neurovoz NeuroVoz Omni encoder nested probe AUC, , current), 0.916 (neurovoz Qwen2.5-Omni nested encoder probe AUC, n, current), 0.9213 (neurovoz five split nested, mean of 5 repeats (js, current), 0.9213 (neurovoz five split nested, mean of 5 repeats, current)",Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89.,"The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
UNMATCHED,added_23sep,149,38,,,,,,no,integer,Probing Results,L149_998,count 38 not found as n or n_spk in index rows for pitt_agematched,On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,"The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
MISMATCH,added_23sep,149,0.90,0.7953,<local data dir>/release/overnight2/part10/pitt_enc_nested5_oof.npz,MISPAIRING,Matcher paired it with the Pitt age matched probe (0.7953). The NeuroVoz matched run gives 0.90.,"0.8986 [0.8430, 0.9428] n=907 spk=76; pairs file rows 38",no,point,Probing Results,L149_1063,"context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=encoder_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt_agematched|encoder_probe|all = 0.7953 (encoder probe 5split nested, clip level, agematched) rounds to 0.80; same-tier values: 0.7953 (pitt_agematched encoder probe 5split nested, clip level,, current)",On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,"The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
MISMATCH,added_23sep,149,0.63,0.654,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,MISPAIRING,Matcher paired it with the Pitt age matched zero shot (0.654). The NeuroVoz matched run gives 0.63.,"0.6282 [0.5584, 0.6985] n=907 spk=76",no,point,Probing Results,L149_1096,"context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|pitt_agematched|zero_shot|all = 0.654 (zero shot answer, clip level, agematched) rounds to 0.65; same-tier values: 0.654 (pitt_agematched zero shot answer, clip level, agematched, current)",On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,"The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
UNMATCHED,added_23sep,149,0.01,,,,,,no,point,Probing Results,L149_1838,no indexed value for context [model=Qwen2-Audio; data=any; stream=readout_cosine; arm=all; respectively mapping]; hint: equal after rounding: Qwen2-Audio|kcl|lm_probe|all=0.005952 (kcl_groupkfold5_pod.csv) / Qwen2-Audio|pitt|lm_probe|all=0.008013 (pitt_groupkfold5_pod_seed0..4_UNVERIFIED.csv),"On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83.","The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
UNMATCHED,added_23sep,149,0.005,,,,,,no,point,Probing Results,L149_1847,no indexed value for context [model=Qwen3-Omni; data=any; stream=readout_cosine; arm=all; respectively mapping],"On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83.","The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
