clip,speaker,fold_single,oof_single
HC_ABLANDADA_0060.wav,60,4,0.0001371402759104967
HC_CALLE_0060.wav,60,4,0.0603199377655983
HC_CARMEN_0060.wav,60,4,2.79592200058687e-06
HC_BARBAS_0060.wav,60,4,0.002420953009277582
HC_BURRO_0060.wav,60,4,0.00015398907999042422
HC_PIDIO_0060.wav,60,4,0.03622769936919212
HC_TOMAS_0060.wav,60,4,0.000910735281649977
HC_GANGA_0060.wav,60,4,3.378693509148434e-05
HC_SOMBRA_0060.wav,60,4,4.798471127287485e-05
HC_BARBAS_0061.wav,61,0,7.065186946419999e-05
HC_TOMAS_0061.wav,61,0,1.036241656038328e-06
HC_SOMBRA_0061.wav,61,0,0.00011129698395961896
HC_PERRO_0061.wav,61,0,0.00022991278092376888
HC_DIABLO_0061.wav,61,0,0.00013027159729972482
HC_CALLE_0061.wav,61,0,0.003011308377608657
HC_BURRO_0061.wav,61,0,0.0015926356427371502
HC_PIDIO_0061.wav,61,0,0.017423061653971672
HC_MANGA_0061.wav,61,0,1.3462159586197231e-05
HC_GANGA_0061.wav,61,0,8.545839955331758e-05
HC_ABLANDADA_0061.wav,61,0,0.00035307876532897353
HC_BARBAS_0062.wav,62,3,0.0013794380938634276
HC_PERRO_0062.wav,62,3,0.2314503788948059
HC_PIDIO_0062.wav,62,3,0.002608122304081917
HC_BURRO_0062.wav,62,3,0.014000202529132366
HC_ABLANDADA_0062.wav,62,3,0.0015175497392192483
HC_TOMAS_0062.wav,62,3,0.0009875246323645115
HC_DIABLO_0062.wav,62,3,0.011020413599908352
HC_CALLE_0062.wav,62,3,0.005154676269739866
HC_MANGA_0062.wav,62,3,0.0013481221394613385
HC_SOMBRA_0062.wav,62,3,0.013302735984325409
HC_GANGA_0062.wav,62,3,0.0562555193901062
HC_CARMEN_0062.wav,62,3,0.38168948888778687
HC_CARMEN_0063.wav,63,2,0.020708339288830757
HC_BURRO_0063.wav,63,2,0.9761156439781189
HC_ABLANDADA_0063.wav,63,2,0.0041589620523154736
HC_MANGA_0063.wav,63,2,0.023267263546586037
HC_PERRO_0063.wav,63,2,0.15981338918209076
HC_GANGA_0063.wav,63,2,0.678583562374115
HC_PIDIO_0063.wav,63,2,0.01509349700063467
HC_DIABLO_0063.wav,63,2,0.942255437374115
HC_SOMBRA_0063.wav,63,2,0.018308084458112717
HC_TOMAS_0063.wav,63,2,0.012895746156573296
HC_CALLE_0063.wav,63,2,0.9889188408851624
HC_BARBAS_0063.wav,63,2,0.20467396080493927
HC_CALLE_0064.wav,64,1,0.026923971250653267
HC_CARMEN_0064.wav,64,1,0.0013641482219099998
HC_PIDIO_0064.wav,64,1,0.9014198780059814
HC_PERRO_0064.wav,64,1,0.0035156772937625647
HC_MANGA_0064.wav,64,1,0.0009759496315382421
HC_GANGA_0064.wav,64,1,0.5855938196182251
HC_TOMAS_0064.wav,64,1,0.006394586525857449
HC_DIABLO_0064.wav,64,1,0.016510063782334328
HC_BURRO_0064.wav,64,1,0.001869786879979074
HC_ABLANDADA_0064.wav,64,1,0.001998809166252613
HC_SOMBRA_0064.wav,64,1,0.13336779177188873
HC_BARBAS_0064.wav,64,1,0.029125040397047997
HC_MANGA_0065.wav,65,0,3.8971091953499126e-07
HC_CARMEN_0065.wav,65,0,1.8176437022177083e-09
HC_CALLE_0065.wav,65,0,3.324654699099483e-06
HC_DIABLO_0065.wav,65,0,7.1527033185248e-09
HC_PIDIO_0065.wav,65,0,8.007809526588971e-08
HC_GANGA_0065.wav,65,0,3.6748524223639834e-09
HC_BURRO_0065.wav,65,0,5.506539764610352e-06
HC_TOMAS_0065.wav,65,0,9.699996326162363e-07
HC_ABLANDADA_0065.wav,65,0,8.179857502454979e-08
HC_BARBAS_0065.wav,65,0,1.5253054925778997e-06
HC_SOMBRA_0065.wav,65,0,2.7159385851405204e-08
HC_PERRO_0065.wav,65,0,3.1014042178867385e-07
HC_MANGA_0071.wav,71,0,0.866642951965332
HC_TOMAS_0071.wav,71,0,0.03720379248261452
HC_CARMEN_0071.wav,71,0,0.12351123243570328
HC_PIDIO_0071.wav,71,0,0.40070927143096924
HC_PERRO_0071.wav,71,0,0.1005721315741539
HC_SOMBRA_0071.wav,71,0,0.14519056677818298
HC_DIABLO_0071.wav,71,0,0.9870132803916931
HC_GANGA_0071.wav,71,0,0.005853133741766214
HC_BURRO_0071.wav,71,0,0.04580339789390564
HC_ABLANDADA_0071.wav,71,0,0.13725735247135162
HC_CALLE_0071.wav,71,0,0.8007864356040955
HC_BARBAS_0071.wav,71,0,0.7092576622962952
HC_PERRO_0072.wav,72,4,0.00010173503687838092
HC_BURRO_0072.wav,72,4,2.534946906962432e-05
HC_CALLE_0072.wav,72,4,0.0003815424279309809
HC_MANGA_0072.wav,72,4,0.0003287048893980682
HC_PIDIO_0072.wav,72,4,0.0003285739221610129
HC_ABLANDADA_0072.wav,72,4,0.0012198606273159385
HC_GANGA_0072.wav,72,4,0.011819845996797085
HC_SOMBRA_0072.wav,72,4,0.03361710160970688
HC_CARMEN_0072.wav,72,4,0.14475034177303314
HC_BARBAS_0072.wav,72,4,0.028261423110961914
HC_TOMAS_0072.wav,72,4,0.0006510299281217158
HC_DIABLO_0072.wav,72,4,0.0007158584194257855
HC_BARBAS_0073.wav,73,3,0.0003672117891255766
HC_CARMEN_0073.wav,73,3,0.009639445692300797
HC_GANGA_0073.wav,73,3,0.0039032860659062862
HC_TOMAS_0073.wav,73,3,0.013142362236976624
HC_PIDIO_0073.wav,73,3,0.6743139028549194
HC_SOMBRA_0073.wav,73,3,0.0033385043498128653
HC_DIABLO_0073.wav,73,3,0.017546681687235832
HC_PERRO_0073.wav,73,3,0.011055272072553635
HC_MANGA_0073.wav,73,3,0.00022279330005403608
HC_BURRO_0073.wav,73,3,5.708131084247725e-06
HC_CALLE_0073.wav,73,3,0.7665091753005981
HC_ABLANDADA_0073.wav,73,3,0.024257929995656013
HC_PIDIO_0074.wav,74,2,0.07894722372293472
HC_ABLANDADA_0074.wav,74,2,0.0017523508286103606
HC_CALLE_0074.wav,74,2,0.4576665163040161
HC_SOMBRA_0074.wav,74,2,0.675799548625946
HC_BARBAS_0074.wav,74,2,0.002573018427938223
HC_MANGA_0074.wav,74,2,0.011768766678869724
HC_TOMAS_0074.wav,74,2,0.047405678778886795
HC_BURRO_0074.wav,74,2,0.08704662322998047
HC_CARMEN_0074.wav,74,2,0.011432595551013947
HC_DIABLO_0074.wav,74,2,0.01260493416339159
HC_GANGA_0074.wav,74,2,0.05002418905496597
HC_PERRO_0074.wav,74,2,0.014735231176018715
HC_ABLANDADA_0075.wav,75,1,0.6901836395263672
HC_CARMEN_0075.wav,75,1,0.4755301773548126
HC_PIDIO_0075.wav,75,1,0.11779513210058212
HC_TOMAS_0075.wav,75,1,0.9974334836006165
HC_PERRO_0075.wav,75,1,0.9960300326347351
HC_GANGA_0075.wav,75,1,0.9180728793144226
HC_DIABLO_0075.wav,75,1,0.584821879863739
HC_CALLE_0075.wav,75,1,0.0013810357777401805
HC_SOMBRA_0075.wav,75,1,0.9370239973068237
HC_MANGA_0075.wav,75,1,0.0010144042316824198
HC_BURRO_0075.wav,75,1,0.7735021114349365
HC_BARBAS_0075.wav,75,1,0.20348797738552094
HC_BARBAS_0076.wav,76,0,0.8904337286949158
HC_TOMAS_0076.wav,76,0,0.995378851890564
HC_CARMEN_0076.wav,76,0,0.18967315554618835
HC_MANGA_0076.wav,76,0,0.15414011478424072
HC_PERRO_0076.wav,76,0,0.8964138627052307
HC_DIABLO_0076.wav,76,0,0.9916273355484009
HC_ABLANDADA_0076.wav,76,0,0.17830578982830048
HC_SOMBRA_0076.wav,76,0,0.8560445308685303
HC_CALLE_0076.wav,76,0,0.9997450709342957
HC_BURRO_0076.wav,76,0,0.911203145980835
HC_GANGA_0076.wav,76,0,0.7424725294113159
HC_PIDIO_0076.wav,76,0,0.21953916549682617
HC_PERRO_0080.wav,80,2,0.00027376317302696407
HC_GANGA_0080.wav,80,2,0.00857576634734869
HC_CALLE_0080.wav,80,2,0.07243100553750992
HC_PIDIO_0080.wav,80,2,0.0008846686687320471
HC_SOMBRA_0080.wav,80,2,0.003583607729524374
HC_BURRO_0080.wav,80,2,0.008299796842038631
HC_DIABLO_0080.wav,80,2,0.01149629708379507
HC_BARBAS_0080.wav,80,2,0.0010852442355826497
HC_TOMAS_0080.wav,80,2,0.0013193985214456916
HC_ABLANDADA_0080.wav,80,2,0.009571099653840065
HC_CARMEN_0080.wav,80,2,3.2496496714884415e-05
HC_MANGA_0080.wav,80,2,0.0004415278963278979
HC_CALLE_0081.wav,81,1,0.049092311412096024
HC_TOMAS_0081.wav,81,1,0.06511083990335464
HC_DIABLO_0081.wav,81,1,0.0009200111380778253
HC_CARMEN_0081.wav,81,1,0.06076168268918991
HC_BARBAS_0081.wav,81,1,0.0001762157480698079
HC_PERRO_0081.wav,81,1,9.998951281886548e-05
HC_SOMBRA_0081.wav,81,1,0.006731556728482246
HC_BURRO_0081.wav,81,1,0.32033485174179077
HC_MANGA_0081.wav,81,1,0.1902654469013214
HC_PIDIO_0081.wav,81,1,0.009929947555065155
HC_ABLANDADA_0081.wav,81,1,0.0058332206681370735
HC_GANGA_0081.wav,81,1,0.000418204435845837
HC_GANGA_0082.wav,82,0,3.8567570300074294e-05
HC_TOMAS_0082.wav,82,0,4.2777478483913e-06
HC_SOMBRA_0082.wav,82,0,0.0004845887597184628
HC_PERRO_0082.wav,82,0,7.173634912760463e-06
HC_DIABLO_0082.wav,82,0,1.5416788301081397e-05
HC_CARMEN_0082.wav,82,0,6.753567838432492e-14
HC_MANGA_0082.wav,82,0,0.00016527995467185974
HC_BURRO_0082.wav,82,0,0.0016073626466095448
HC_ABLANDADA_0082.wav,82,0,3.2692000218048634e-08
HC_CALLE_0082.wav,82,0,5.832929673488252e-05
HC_PIDIO_0082.wav,82,0,0.00021507960627786815
HC_BARBAS_0082.wav,82,0,1.151355832007539e-06
HC_GANGA_0083.wav,83,4,0.8096221685409546
HC_MANGA_0083.wav,83,4,0.77567058801651
HC_PIDIO_0083.wav,83,4,0.11968840658664703
HC_DIABLO_0083.wav,83,4,0.9928431510925293
HC_ABLANDADA_0083.wav,83,4,0.9920381307601929
HC_TOMAS_0083.wav,83,4,0.9620581269264221
HC_BURRO_0083.wav,83,4,0.9011674523353577
HC_PERRO_0083.wav,83,4,0.002703270874917507
HC_CARMEN_0083.wav,83,4,0.9996064305305481
HC_BARBAS_0083.wav,83,4,0.8879059553146362
HC_CALLE_0083.wav,83,4,0.9999827146530151
HC_SOMBRA_0083.wav,83,4,0.04788044095039368
HC_PIDIO_0085.wav,85,3,0.026845227926969528
HC_CALLE_0085.wav,85,3,0.9772555232048035
HC_MANGA_0085.wav,85,3,0.9970920085906982
HC_TOMAS_0085.wav,85,3,0.9974008798599243
HC_CARMEN_0085.wav,85,3,0.9975462555885315
HC_BURRO_0085.wav,85,3,0.7012063264846802
HC_DIABLO_0085.wav,85,3,0.22397521138191223
HC_BARBAS_0085.wav,85,3,0.9106253385543823
HC_ABLANDADA_0085.wav,85,3,0.9997685551643372
HC_GANGA_0085.wav,85,3,0.9997413754463196
HC_PERRO_0085.wav,85,3,0.0005226777284406126
HC_SOMBRA_0085.wav,85,3,0.3982395827770233
HC_TOMAS_0086.wav,86,2,0.0003527914232108742
HC_BARBAS_0086.wav,86,2,0.0006295882049016654
HC_PERRO_0086.wav,86,2,0.00023129333567339927
HC_ABLANDADA_0086.wav,86,2,9.208003461935732e-07
HC_CARMEN_0086.wav,86,2,0.0005276041338220239
HC_PIDIO_0086.wav,86,2,0.0834818109869957
HC_BURRO_0086.wav,86,2,2.2039685063646175e-05
HC_MANGA_0086.wav,86,2,0.0008960406994447112
HC_SOMBRA_0086.wav,86,2,0.0012024593306705356
HC_GANGA_0086.wav,86,2,3.7025608889962314e-06
HC_CALLE_0086.wav,86,2,2.1658635887433775e-05
HC_DIABLO_0086.wav,86,2,1.0203640385952895e-06
HC_SOMBRA_0087.wav,87,1,0.16781140863895416
HC_DIABLO_0087.wav,87,1,0.05241728574037552
HC_CARMEN_0087.wav,87,1,0.006430238019675016
HC_PERRO_0087.wav,87,1,0.0016256169183179736
HC_PIDIO_0087.wav,87,1,0.002572466619312763
HC_BURRO_0087.wav,87,1,0.837275505065918
HC_ABLANDADA_0087.wav,87,1,0.024454910308122635
HC_BARBAS_0087.wav,87,1,0.6822128295898438
HC_GANGA_0087.wav,87,1,0.0556337796151638
HC_TOMAS_0087.wav,87,1,0.006190657150000334
HC_MANGA_0087.wav,87,1,0.00039364633266814053
HC_CALLE_0087.wav,87,1,0.1435498595237732
HC_MANGA_0105.wav,105,2,0.0697469413280487
HC_GANGA_0105.wav,105,2,0.00012545062054414302
HC_SOMBRA_0105.wav,105,2,0.0004290133365429938
HC_CARMEN_0105.wav,105,2,0.00027417376986704767
HC_CALLE_0105.wav,105,2,0.00017846451373770833
HC_ABLANDADA_0105.wav,105,2,4.919392722513294e-06
HC_PIDIO_0105.wav,105,2,0.00017712017870508134
HC_TOMAS_0105.wav,105,2,0.001172890653833747
HC_PERRO_0105.wav,105,2,6.660146755166352e-05
HC_DIABLO_0105.wav,105,2,1.6103174857562408e-05
HC_BARBAS_0105.wav,105,2,6.591924466192722e-05
HC_BURRO_0105.wav,105,2,0.0004762171010952443
HC_PERRO_0112.wav,112,3,0.00766697758808732
HC_PIDIO_0112.wav,112,3,0.1750285029411316
HC_CARMEN_0112.wav,112,3,4.769983934238553e-05
HC_ABLANDADA_0112.wav,112,3,0.3907017111778259
HC_MANGA_0112.wav,112,3,0.03612735494971275
HC_GANGA_0112.wav,112,3,0.001061332761310041
HC_BARBAS_0112.wav,112,3,0.8908225893974304
HC_BURRO_0112.wav,112,3,0.0014328095130622387
HC_SOMBRA_0112.wav,112,3,0.4800362288951874
HC_TOMAS_0112.wav,112,3,0.09305724501609802
HC_DIABLO_0112.wav,112,3,0.5703144669532776
HC_CALLE_0112.wav,112,3,0.1031390056014061
HC_PIDIO_0116.wav,116,0,7.385709977825172e-06
HC_SOMBRA_0116.wav,116,0,0.04149387776851654
HC_BURRO_0116.wav,116,0,5.3661079135736145e-08
HC_ABLANDADA_0116.wav,116,0,0.0003297849907539785
HC_CARMEN_0116.wav,116,0,7.637627277290449e-05
HC_PERRO_0116.wav,116,0,0.00227565411478281
HC_DIABLO_0116.wav,116,0,0.005014683585613966
HC_MANGA_0116.wav,116,0,0.191709503531456
HC_TOMAS_0116.wav,116,0,0.0023950121831148863
HC_GANGA_0116.wav,116,0,0.020051924511790276
HC_CALLE_0116.wav,116,0,0.08167616277933121
HC_BARBAS_0116.wav,116,0,0.00014844928227830678
HC_DIABLO_0118.wav,118,3,0.002019767416641116
HC_ABLANDADA_0118.wav,118,3,9.142463568423409e-06
HC_CARMEN_0118.wav,118,3,0.010705932043492794
HC_PERRO_0118.wav,118,3,0.004060580860823393
HC_BURRO_0118.wav,118,3,5.992414662614465e-05
HC_BARBAS_0118.wav,118,3,0.0032407885883003473
HC_MANGA_0118.wav,118,3,0.011629924178123474
HC_GANGA_0118.wav,118,3,0.0002681244513951242
HC_TOMAS_0118.wav,118,3,0.026663850992918015
HC_SOMBRA_0118.wav,118,3,0.0011645011836662889
HC_PIDIO_0118.wav,118,3,0.00019022260676138103
HC_CALLE_0118.wav,118,3,0.10720840096473694
HC_GANGA_0120.wav,120,4,0.8166646957397461
HC_CALLE_0120.wav,120,4,0.00018756763893179595
HC_CARMEN_0120.wav,120,4,0.00011188819917151704
HC_TOMAS_0120.wav,120,4,2.9660832296940498e-05
HC_MANGA_0120.wav,120,4,0.2831200957298279
HC_PIDIO_0120.wav,120,4,0.004522975534200668
HC_PERRO_0120.wav,120,4,0.0005103221046738327
HC_BARBAS_0120.wav,120,4,0.01223714742809534
HC_SOMBRA_0120.wav,120,4,1.773367876012344e-05
HC_BURRO_0120.wav,120,4,3.163925794069655e-05
HC_DIABLO_0120.wav,120,4,0.0007431665435433388
HC_SOMBRA_0121.wav,121,1,0.000831239449325949
HC_GANGA_0121.wav,121,1,0.00019473997235763818
HC_MANGA_0121.wav,121,1,0.2209063172340393
HC_ABLANDADA_0121.wav,121,1,0.0344947911798954
HC_CARMEN_0121.wav,121,1,0.010066200979053974
HC_BURRO_0121.wav,121,1,0.0008363703382201493
HC_BARBAS_0121.wav,121,1,5.736121966037899e-05
HC_CALLE_0121.wav,121,1,3.410483259358443e-05
HC_TOMAS_0121.wav,121,1,0.0011889385059475899
HC_DIABLO_0121.wav,121,1,0.047568179666996
HC_PERRO_0121.wav,121,1,5.007730214856565e-05
HC_PIDIO_0121.wav,121,1,0.009355572052299976
HC_MANGA_0122.wav,122,0,5.7155481044901535e-05
HC_BARBAS_0122.wav,122,0,0.0006310269236564636
HC_SOMBRA_0122.wav,122,0,5.110259371576831e-05
HC_GANGA_0122.wav,122,0,0.0012266068952158093
HC_TOMAS_0122.wav,122,0,0.0060637895949184895
HC_CARMEN_0122.wav,122,0,9.31544946070062e-06
HC_PERRO_0122.wav,122,0,4.34537541877944e-05
HC_DIABLO_0122.wav,122,0,0.00019803499162662774
HC_PIDIO_0122.wav,122,0,0.0005723741487599909
HC_CALLE_0122.wav,122,0,9.181414498016238e-05
HC_ABLANDADA_0122.wav,122,0,0.00023670025984756649
HC_BURRO_0122.wav,122,0,1.6968828276731074e-05
HC_BARBAS_0128.wav,128,4,1.7615220713196322e-05
HC_BURRO_0128.wav,128,4,0.0007599326781928539
HC_CALLE_0128.wav,128,4,6.032621058693621e-06
HC_SOMBRA_0128.wav,128,4,0.00014788570115342736
HC_ABLANDADA_0128.wav,128,4,0.00019371196685824543
HC_MANGA_0128.wav,128,4,8.670601800986333e-07
HC_PERRO_0128.wav,128,4,1.2615189461939735e-06
HC_PIDIO_0128.wav,128,4,7.092294396215948e-08
HC_CARMEN_0128.wav,128,4,1.4644633949956187e-07
HC_TOMAS_0128.wav,128,4,0.00015663457452319562
HC_DIABLO_0128.wav,128,4,2.590757139842026e-05
HC_GANGA_0128.wav,128,4,9.171430065180175e-06
HC_BARBAS_0129.wav,129,3,3.60948320121679e-06
HC_CARMEN_0129.wav,129,3,0.0011026773136109114
HC_GANGA_0129.wav,129,3,0.0014249722007662058
HC_TOMAS_0129.wav,129,3,5.976640750304796e-05
HC_SOMBRA_0129.wav,129,3,9.591990419721697e-07
HC_MANGA_0129.wav,129,3,0.00022740756685379893
HC_PERRO_0129.wav,129,3,0.0002024791610892862
HC_DIABLO_0129.wav,129,3,8.039468957576901e-05
HC_ABLANDADA_0129.wav,129,3,2.9511247703339905e-06
HC_BURRO_0129.wav,129,3,0.0007741418667137623
HC_PIDIO_0129.wav,129,3,5.463599336508196e-06
HC_SOMBRA_0130.wav,130,2,0.023146256804466248
HC_ABLANDADA_0130.wav,130,2,0.0009494911646470428
HC_BURRO_0130.wav,130,2,0.0005305795930325985
HC_MANGA_0130.wav,130,2,0.00847319234162569
HC_PIDIO_0130.wav,130,2,0.0008329127449542284
HC_BARBAS_0130.wav,130,2,0.00016863297787494957
HC_GANGA_0130.wav,130,2,0.46876636147499084
HC_PERRO_0130.wav,130,2,9.88965475698933e-05
HC_CALLE_0130.wav,130,2,2.511443199182395e-06
HC_TOMAS_0130.wav,130,2,0.001811150461435318
HC_CARMEN_0130.wav,130,2,7.126918717403896e-06
HC_DIABLO_0130.wav,130,2,3.1846164347371086e-05
HC_PERRO_0131.wav,131,2,0.000167542471899651
HC_CALLE_0131.wav,131,2,2.2608031940762885e-05
HC_MANGA_0131.wav,131,2,0.16944581270217896
HC_SOMBRA_0131.wav,131,2,3.4511244848545175e-06
HC_DIABLO_0131.wav,131,2,3.259021832491271e-05
HC_TOMAS_0131.wav,131,2,3.098695742664859e-05
HC_PIDIO_0131.wav,131,2,6.710682555421954e-06
HC_BARBAS_0131.wav,131,2,7.715051992818189e-07
HC_BURRO_0131.wav,131,2,0.01775963418185711
HC_GANGA_0131.wav,131,2,0.00022699011606164277
HC_CARMEN_0131.wav,131,2,3.4043838240904734e-05
HC_TOMAS_0132.wav,132,1,2.29424387043764e-07
HC_CALLE_0132.wav,132,1,4.996153438696638e-05
