id	claimed	recomputed	verified
R_edaic_af3	-0.4190 [-0.4878, -0.3461]; n 794 clips, 138 speakers; p 0.0010, Holm 0.0090 (m=9), survives	-0.4190 [-0.4878, -0.3461]; 794 clips, 138 speakers, 2000 of 2000 draws; p 0.0010 (le0 2000, ge0 0), Holm 0.0090 (m=9), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; 483 conflict + 311 distinct agreement rebuilt from the part14 per-model files (T1 file matches to 1e-16); arms 0.4235/0.8425	yes
R_edaic_kimi	-0.3678 [-0.4394, -0.3020]; n 794 clips, 138 speakers; p 0.0010, Holm 0.0090 (m=9), survives	-0.3678 [-0.4394, -0.3020]; 794 clips, 138 speakers, 2000 of 2000 draws; p 0.0010 (le0 2000, ge0 0), Holm 0.0090 (m=9), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; 483 conflict + 311 distinct agreement rebuilt from the part14 per-model files (T1 file matches to 1e-16); arms 0.5258/0.8936	yes
R_pitt_q2a	-0.2853 [-0.3950, -0.1485]; n 468 clips, 228 speakers; p 0.0010, Holm 0.0090 (m=9), survives	-0.2853 [-0.3950, -0.1485]; 468 clips, 228 speakers, 2000 of 2000 draws; p 0.0010 (le0 2000, ge0 0), Holm 0.0090 (m=9), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; 146 conflict + 322 agreement; arms 0.4132/0.6985	yes
R_pitt_o25	-0.1731 [-0.2958, -0.0392]; n 468 clips, 228 speakers; p 0.0120, Holm 0.0120 (m=9), survives	-0.1731 [-0.2958, -0.0392]; 468 clips, 228 speakers, 2000 of 2000 draws; p 0.0120 (le0 1989, ge0 11), Holm 0.0120 (m=9), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 8e-17; 146 conflict + 322 agreement; arms 0.5322/0.7054	yes
R_pitt_q3o	-0.2165 [-0.3242, -0.1052]; n 468 clips, 228 speakers; p 0.0010, Holm 0.0090 (m=9), survives	-0.2165 [-0.3242, -0.1052]; 468 clips, 228 speakers, 2000 of 2000 draws; p 0.0010 (le0 2000, ge0 0), Holm 0.0090 (m=9), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; 146 conflict + 322 agreement; arms 0.6066/0.8231	yes
F_pcgita	+0.3227 [0.2391, 0.4040]; n 1100 clips, 100 speakers; p 0.0010, Holm 0.0060 (m=6), survives	+0.3227 [0.2391, 0.4040]; 1100 clips, 100 speakers, 2000 of 2000 draws; p 0.0010 (le0 0, ge0 2000), Holm 0.0060 (m=6), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; fine-tuned 0.8862, zero-shot 0.5635	yes
F_neurovoz	+0.2078 [0.1588, 0.2578]; n 1270 clips, 107 speakers; p 0.0010, Holm 0.0060 (m=6), survives	+0.2078 [0.1588, 0.2578]; 1270 clips, 107 speakers, 2000 of 2000 draws; p 0.0010 (le0 0, ge0 2000), Holm 0.0060 (m=6), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; fine-tuned 0.9028, zero-shot 0.6951	yes
F_pitt	+0.1095 [0.0454, 0.1728]; n 468 clips, 228 speakers; p 0.0030, Holm 0.0090 (m=6), survives	+0.1095 [0.0454, 0.1728]; 468 clips, 228 speakers, 2000 of 2000 draws; p 0.0030 (le0 2, ge0 1998), Holm 0.0090 (m=6), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; fine-tuned 0.7673, zero-shot 0.6578	yes
F_adresso	+0.2096 [0.1294, 0.2867]; n 237 clips, 237 speakers; p 0.0010, Holm 0.0060 (m=6), survives	+0.2096 [0.1294, 0.2867]; 237 clips, 237 speakers, 2000 of 2000 draws; p 0.0010 (le0 0, ge0 2000), Holm 0.0060 (m=6), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; fine-tuned 0.8246, zero-shot 0.6150	yes
F_adress2020	+0.1443 [0.0490, 0.2370]; n 156 clips, 156 speakers; p 0.0030, Holm 0.0090 (m=6), survives	+0.1443 [0.0490, 0.2370]; 156 clips, 156 speakers, 2000 of 2000 draws; p 0.0030 (le0 2, ge0 1998), Holm 0.0090 (m=6), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; fine-tuned 0.7684, zero-shot 0.6241	yes
F_lora_minus_projector	+0.0577 [0.0154, 0.1044]; n 468 clips, 228 speakers; p 0.0080, Holm 0.0090 (m=6), survives	+0.0577 [0.0154, 0.1044]; 468 clips, 228 speakers, 2000 of 2000 draws; p 0.0080 (le0 7, ge0 1993), Holm 0.0090 (m=6), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16	yes
C_pg_probe_drop	-0.0661 [-0.1181, -0.0180]; n 1100 clips, 100 speakers; p 0.0130, Holm 0.0260 (m=2), survives	-0.0661 [-0.1181, -0.0180]; 1100 clips, 100 speakers, 2000 of 2000 draws; p 0.0130 (le0 1988, ge0 12), Holm 0.0260 (m=2), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; after 0.8298, before 0.8959	yes
C_nv_probe_drop	-0.0308 [-0.0608, -0.0012]; n 1270 clips, 107 speakers; p 0.0370, Holm 0.0370 (m=2), survives	-0.0308 [-0.0608, -0.0012]; 1270 clips, 107 speakers, 2000 of 2000 draws; p 0.0370 (le0 1964, ge0 36), Holm 0.0370 (m=2), survives; my draws equal B's saved draws exactly (max diff 0e+00); per-clip rebuild vs B csv max diff 1e-16; after 0.8924, before 0.9233	yes
B_sensitivity_widened_families	23 of 24 survive; the NeuroVoz channel drop does not (Holm 0.0740, m=3)	23 of 24 survive with widened families (GAPS m=9, ARMS m=12, FINE TUNE m=8, CONTROLS m=3); fails: ['C_nv_probe_drop'] with Holm 0.0740 (m=3); next weakest widened: R_pitt_o25 0.0480, C_pg_probe_drop 0.0390; added members: answer-state probe -0.0007 [-0.0455, +0.0436], KCL single-split gap +0.0625 [-0.1813, +0.2900], Pitt AF2/AF3/Kimi arms +0.0498 [-0.0653, +0.1735], +0.0220 [-0.0846, +0.1357], -0.0030 [-0.1134, +0.1065], KCL fine-tune -0.0149 [-0.2709, +0.2364], E-DAIC seed 0 +0.0223 [-0.0064, +0.0547] (tex +0.02 [-0.01, 0.05] matches), PC-GITA answer after normalisation -0.0054 [-0.0437, +0.0357]	yes
B_extra_below_chance	4 of 4 survive Holm (m=4); AF3 0.4235, -0.0765 [-0.1394, -0.0120], p 0.020, Holm 0.020; at m=6 AF3 fails at 0.060; Pitt Qwen conflict intervals include 0.5	4 of 4 survive at m=4 (Q2A/O25/Q3O p 0.0010); below 0.5 on E-DAIC conflict: ['q2a', 'o25', 'q3o', 'af3']; AF3 0.4235, -0.0765 [-0.1394, -0.0120], p 0.0200, Holm 0.0200; m=6 Holm AF3 0.0600 (fails); Pitt Qwen conflict minus 0.5: q2a -0.0868 [-0.1995, +0.0423], o25 +0.0322 [-0.0784, +0.1447], q3o +0.1066 [-0.0044, +0.2123], all include 0	yes
B_wording_flags	3 wording issues, no number changes: l.26 'answer beats every probe' vs l.149 answer-state probe matches (p 0.99); l.244 omits the MDVR-KCL exception (-0.0149 [-0.2709, +0.2364]); l.101 'without correction for multiple comparisons'	l.26 vs l.149 conflict present: True; answer-state probe -0.0007 [-0.0455, +0.0436], p 0.9855; only LLM and encoder probes are significantly below: True; l.244 says the gain holds in AD and PD with no KCL exception: True; KCL fine-tune -0.0149 [-0.2709, +0.2364]; l.101 still says uncorrected: True; tex unchanged (sha 6c886f35)	yes
B_independent_check	ALL_PASS true (41 of 41 rows, 0 fails); max draw diff 5.6e-16; 0 omni_final files touched; tex sha unchanged; tie fix moved p only in KCL gap, KCL fine-tune, Pitt Q2A conflict	B_verify.json: ALL_PASS True, n_rows 41, fails [], max draw diff 5.6e-16, omni_final newer 0; my separate rebuild (own dict joins from the original sources, E-DAIC arms from the part14 per-model files, own bootstrap, p and Holm) matches all 41 of 41 B_holm.tsv rows in every column at 4 dp; my find over both omni_final folders for files newer than B start (00:57:09 UTC): 0; tex sha 6c886f35; rows where the |d|<1e-12 tie rule changes p at 4 dp: ['Fs_kcl', 'Gs_kcl_single', 'X_pitt_conf_q2a']; smallest |draw| in any claimed or extra row 4.4e-05	yes
B_draws_index	41 npz files (diff, terms, speaker_idx, speakers, point_diff, point_terms); per-clip csv + sidecar per row; B_holm_r2.py and its log; r1 crashed on pandas .clip	41 npz on disk, 41 index rows, keys as claimed: True, index sha256 match: True; 41 per-clip csv + 41 sidecars; B_holm.tsv and index sha match the sidecar: True; scripts/B_holm_r2.py, scripts/B_holm.py, logs/B_holm_r2_run.log present; r1 log ends in AttributeError on Zs.clip.map (DataFrame.clip method shadows the column)	yes
B_cost	$0, no pods	no runpod reference in B scripts or logs (0 files), no launch/pod/watchdog files under B (0); RunPod pod list now: 0 pods, 0 with a Track B name; r2 outputs written 03:33:08 to 03:35:32 UTC on the Mac	yes
