pid,speaker,p_yes_whole,p_yes_ctl300_samegpu,audio_tok_ctl300,p_yes_300s_T7b_h200,ctl300_oof_enc_r0,ctl300_oof_enc_r1,ctl300_oof_enc_r2,ctl300_oof_enc_r3,ctl300_oof_enc_r4,ctl300_oof_llm_r0,ctl300_oof_llm_r1,ctl300_oof_llm_r2,ctl300_oof_llm_r3,ctl300_oof_llm_r4,ctl300_oof_ans_r0,ctl300_oof_ans_r1,ctl300_oof_ans_r2,ctl300_oof_ans_r3,ctl300_oof_ans_r4,ctl300_oof_proj_r0,ctl300_oof_proj_r1,ctl300_oof_proj_r2,ctl300_oof_proj_r3,ctl300_oof_proj_r4
310,310,np.float64(0.13314765673451026),np.float64(0.13314765673451026),7445,np.float64(0.13309448181473538),0.9309362769126892,0.12911249697208405,0.311434268951416,0.08498495817184448,0.49494925141334534,0.001918775262311101,0.010411777533590794,8.422679820796475e-05,0.0001224918814841658,0.0005128742195665836,0.029534444212913513,0.03077547252178192,0.11864793300628662,0.0679621770977974,1.0697249308577739e-06,0.09435523301362991,0.00018799143435899168,0.2547604739665985,0.1852942556142807,0.16164934635162354
311,311,np.float64(0.9604989442453493),np.float64(0.9604989442453493),5445,np.float64(0.962769944795067),0.9411766529083252,0.9998038411140442,0.9958595633506775,0.9967765212059021,0.9869837760925293,0.9992274045944214,0.9985141158103943,0.9973234534263611,0.7002035975456238,0.9879069328308105,0.9999685287475586,0.9999997615814209,0.9999157190322876,0.9999622106552124,0.9999814033508301,0.06071115657687187,0.8989009261131287,0.6950171589851379,0.5493144392967224,0.24438104033470154
312,312,np.float64(0.09549637939473367),np.float64(0.20196426822401176),7500,np.float64(0.20187502343729055),0.0003342406707815826,0.0013293529627844691,0.0005975633976049721,1.4190429283189587e-05,0.00046343644498847425,0.014648567885160446,0.0026669923681765795,0.011987658217549324,0.0006583158392459154,0.009362141601741314,0.03253177925944328,8.208322105929255e-05,0.00010619975364534184,0.0009757724474184215,3.144098445773125e-05,0.00044792814878746867,0.010611256584525108,0.012776991352438927,0.02631114423274994,0.016032923012971878
313,313,np.float64(0.9690406367526657),np.float64(0.9580478006747526),7500,np.float64(0.9604508699757056),0.35704487562179565,0.012424042448401451,0.003990881145000458,0.0032966199796646833,0.07304806262254715,6.380090053426102e-05,0.0010493946028873324,0.00012061627785442397,0.0012651266297325492,0.0005369502468965948,0.9689595103263855,0.016175758093595505,0.8567505478858948,0.026959221810102463,0.884916365146637,0.018961969763040543,0.006358257029205561,0.00029520216048695147,0.019528180360794067,0.02673432044684887
314,314,np.float64(0.40716458781979087),np.float64(0.04210935564621287),7500,np.float64(0.0421119496451602),0.9954995512962341,0.05196758359670639,0.6599058508872986,0.8435940146446228,0.002885241527110338,5.120444984640926e-05,0.001348228077404201,0.0004565591225400567,0.00021688952983822674,0.00034515283186919987,0.10299424827098846,0.0004021316417492926,0.0036751898005604744,0.0464593842625618,0.001240394776687026,0.6737756729125977,0.9068873524665833,0.5857653021812439,0.3061198890209198,0.7660661339759827
315,315,np.float64(0.12612673976875907),np.float64(0.15640287866860744),7500,np.float64(0.1564032860619084),0.9924856424331665,5.389706711866893e-05,0.0027266896795481443,0.6355336904525757,0.9914727210998535,0.024431787431240082,0.0027272149454802275,0.0009774630889296532,0.000730997824575752,0.0011728996178135276,0.002777616959065199,1.2571445040521212e-05,0.0004186986479908228,6.412206943195997e-08,0.001315671601332724,0.0030349972657859325,4.541182534012478e-06,0.24058665335178375,0.000523958180565387,0.0903664231300354
316,316,np.float64(0.8522100278875331),np.float64(0.8522100278875331),5657,np.float64(0.8521614216716071),0.933589518070221,8.264991629403085e-05,0.0011544543085619807,0.009204749949276447,0.9925846457481384,0.024912351742386818,0.01161404512822628,0.10368760675191879,0.01901763118803501,0.015850121155381203,0.6842705607414246,0.1309305727481842,0.7675025463104248,0.45919182896614075,0.8509369492530823,0.7210040092468262,0.35126522183418274,0.7627102732658386,0.8780067563056946,0.2703495919704437
317,317,np.float64(0.8671905204281921),np.float64(0.8671905204281921),5850,np.float64(0.8671903128800207),0.8776331543922424,0.003822845173999667,0.01425541564822197,0.1871594488620758,0.8369859457015991,0.006187862250953913,0.004236852750182152,0.1693039983510971,0.005234273616224527,0.6884722709655762,0.0038530277088284492,0.010406841523945332,0.14856106042861938,0.9860856533050537,0.0009297587093897164,0.7468863129615784,0.2876751720905304,0.3239139914512634,0.9631094336509705,0.9569422006607056
318,318,np.float64(0.08522110346867857),np.float64(0.08522110346867857),6240,np.float64(0.08526213365983773),0.008179077878594398,0.0022896206937730312,0.047308970242738724,0.029152775183320045,0.0020632236264646053,1.5858178812777624e-05,0.00020074675558134913,0.0007777487044222653,0.00017885818670038134,0.0006158092874102294,2.849002521543298e-05,0.00043580541387200356,0.0006516830180771649,1.4714769349666312e-05,0.00017581330030225217,0.00018502204329706728,0.0005199301522225142,0.03584897145628929,0.0630502700805664,0.0007997082429938018
319,319,np.float64(0.8990922614332196),np.float64(0.886993012658319),7500,np.float64(0.8806649218562822),0.013947706669569016,0.0003607958205975592,0.028605768457055092,0.002988851862028241,0.0005448386655189097,0.005992536898702383,0.020100267603993416,0.0018565359059721231,0.002302467357367277,3.420492066652514e-05,0.6461313962936401,0.8121117353439331,0.9924962520599365,0.17095820605754852,0.11045363545417786,0.0003489999508019537,0.008189447224140167,0.006676016841083765,0.0003475910925772041,6.542413757415488e-05
320,320,np.float64(0.37867649801557346),np.float64(0.37867649801557346),6227,np.float64(0.39341839853750976),0.7918363213539124,0.6084777116775513,0.4938238859176636,0.33657240867614746,0.0010145603446289897,0.9997017979621887,0.999936580657959,0.9996024966239929,0.9921493530273438,0.9995231628417969,0.758842945098877,0.013652737252414227,0.957854688167572,0.39002060890197754,0.8886774778366089,0.9991341233253479,0.9961156845092773,0.9786415696144104,0.9973087310791016,0.9932068586349487
321,321,np.float64(0.9756547031508478),np.float64(0.9649152304083685),7500,np.float64(0.9604729336203143),0.9969149827957153,0.9938684105873108,0.9564428329467773,0.9959938526153564,0.9950343370437622,0.9998776912689209,0.9998732805252075,0.9999878406524658,0.9998810291290283,0.9999746084213257,0.8956500291824341,0.9746953248977661,0.752005934715271,0.9942084550857544,0.9830484390258789,0.9995966553688049,0.9306195378303528,0.9523379802703857,0.9887423515319824,0.967780351638794
322,322,np.float64(0.9198818118248081),np.float64(0.8672268023857821),7500,np.float64(0.8740518173693616),1.239244397766015e-06,1.4906739806974656e-06,3.08940616378095e-06,0.006335381418466568,3.153362740704324e-06,0.9822188019752502,0.9020130634307861,0.9988476037979126,0.9836552739143372,0.050271715968847275,0.00012163173960288987,0.7043459415435791,0.017977183684706688,0.8034970760345459,0.003570683766156435,9.79057585936971e-06,2.344058157177642e-05,0.0012719216756522655,3.538674354786053e-05,6.586351082660258e-05
323,323,np.float64(0.033099353538913634),np.float64(0.03309464390428484),7500,np.float64(0.033098375503478564),0.0653591901063919,0.9971373081207275,0.9716203808784485,0.9889975786209106,0.8975914716720581,0.002672163536772132,0.0029501463286578655,0.03998527303338051,0.002191459760069847,0.03660174459218979,0.0018702265806496143,0.0032075545750558376,0.005713202524930239,3.140101398457773e-05,0.006859972607344389,7.233113865368068e-05,0.5611160397529602,0.7401056289672852,0.043652378022670746,0.006584476679563522
324,324,np.float64(0.037402575367588266),np.float64(0.037402575367588266),6893,np.float64(0.039715089549936806),0.4804411828517914,0.15082837641239166,0.9017447829246521,0.6160717606544495,0.7086279988288879,0.00023445617989636958,0.011676010675728321,0.011522749438881874,0.0010118435602635145,0.0005982569418847561,6.551359547302127e-05,0.003096554195508361,0.0029491994064301252,0.0003066328354179859,0.0012566916411742568,0.0010290517238900065,0.005887115374207497,0.19691139459609985,0.0043901121243834496,0.017859265208244324
325,325,np.float64(0.8933457449643811),np.float64(0.8518307353758305),7500,np.float64(0.8518310263448929),0.001031376770697534,0.2169990837574005,0.03919046372175217,0.14402435719966888,0.011886184103786945,0.7472443580627441,0.553067684173584,0.4488893449306488,0.017562784254550934,0.008763727732002735,1.0,0.9998818635940552,0.9999973773956299,0.9999998807907104,0.8697302937507629,0.01534540019929409,0.07413091510534286,0.0031609507277607918,0.022345054894685745,0.009393943473696709
326,326,np.float64(0.03517840306211605),np.float64(0.03517840306211605),4907,np.float64(0.03518169085762004),0.017525838688015938,0.001607060432434082,0.0032882969826459885,0.02444971352815628,0.0001337372959824279,2.993932639583363e-06,4.2657930521272647e-07,2.1050128751198827e-08,1.1719718713720795e-05,3.906501433448284e-07,0.034438975155353546,0.04839546978473663,0.00013407938240561634,0.0074761672876775265,0.013814904727041721,0.11665994673967361,0.02764430083334446,0.001252037356607616,0.3779173791408539,0.024774767458438873
327,327,np.float64(0.8874994447064009),np.float64(0.9364163876636749),7500,np.float64(0.9400456304672126),0.8440067768096924,0.38840457797050476,0.006479748524725437,0.43141698837280273,0.0068634627386927605,0.43780434131622314,0.05167893320322037,0.1001325324177742,0.7666667103767395,0.07473209500312805,0.09543974697589874,0.06474917382001877,0.00030916641117073596,0.05203672870993614,0.08402849733829498,0.98150634765625,0.18139824271202087,0.9051312804222107,0.9888547658920288,0.11540867388248444
328,328,np.float64(0.05341099788960222),np.float64(0.07598936438254865),7500,np.float64(0.07596407369299396),0.08448078483343124,0.9567519426345825,0.021713396534323692,0.4394303560256958,0.9293228387832642,0.8752227425575256,0.8114601969718933,0.9973074197769165,0.9278680086135864,0.9076997637748718,0.034066103398799896,0.05593946576118469,0.06146777793765068,0.814471423625946,0.16847290098667145,0.07447456568479538,0.03151382878422737,0.0003324651042930782,0.009955096989870071,0.11323585361242294
329,329,np.float64(0.023014551863542093),np.float64(0.026029878423258327),7500,np.float64(0.026025573638909977),0.00042809173464775085,0.016141289845108986,5.367808171286015e-07,2.0494435375439934e-05,1.553541915200185e-05,0.001505509833805263,0.0038390629924833775,0.02794705331325531,0.0008511583437211812,0.000519023509696126,9.235933248419315e-06,6.70536101097241e-05,5.225863333180314e-06,6.753047273377888e-06,5.101785063743591e-06,0.00024343584664165974,0.00565273966640234,2.7789546948042698e-05,0.12569843232631683,0.00010082124208565801
330,330,np.float64(0.6368903630812103),np.float64(0.6368903630812103),4540,np.float64(0.636897729444262),0.09629753232002258,0.015158159658312798,0.046953629702329636,0.0003014254034496844,0.5839924812316895,2.165035402867943e-05,0.00011084081779699773,1.6777077007645858e-06,7.605996506754309e-05,2.4560210931667825e-06,6.295904313446954e-06,0.0004875735321547836,0.0014974894002079964,0.0006897039129398763,0.00023150688502937555,0.058327481150627136,0.017638960853219032,0.043633997440338135,0.00016885323566384614,0.5565576553344727
331,331,np.float64(0.8877399951814692),np.float64(0.8810249370813065),7500,np.float64(0.8811397993827889),0.6349744200706482,0.04292190819978714,0.04064946249127388,0.007331685163080692,0.7387188673019409,0.8304047584533691,0.19826652109622955,0.4247913062572479,0.676545262336731,0.9528434872627258,0.9999932050704956,0.9999878406524658,0.7234781980514526,0.9999749660491943,0.9999603033065796,0.006684053223580122,0.004128969274461269,0.015074844472110271,0.04048559442162514,0.14528387784957886
332,332,np.float64(0.9841548777256777),np.float64(0.9830897774365709),7500,np.float64(0.9797050588278237),0.0763372853398323,0.6074559688568115,0.8318308591842651,0.06028721481561661,0.8418682217597961,0.5204082727432251,0.023876963183283806,0.9831854701042175,0.7987353801727295,0.34684836864471436,0.8954626321792603,0.9967018961906433,0.9638363718986511,0.42957761883735657,0.9991714954376221,0.35026484727859497,0.20318418741226196,0.7824832201004028,0.8150054216384888,0.9863632321357727
333,333,np.float64(0.4838361626950141),np.float64(0.6511071955997569),7500,np.float64(0.6513047264289494),0.06346286088228226,0.04237134009599686,0.03736748546361923,0.5874084234237671,0.05780782923102379,0.0012631375575438142,0.0035753522533923388,0.002804189221933484,0.004695186857134104,0.0035783417988568544,1.7800203977458295e-06,1.9675797375384718e-05,1.4929878489056136e-05,5.931665509706363e-05,3.58347733708797e-07,0.0011221579043194652,0.007691239006817341,0.030826464295387268,0.5033087134361267,0.005957120098173618
334,334,np.float64(0.1258455512372126),np.float64(0.5779309281192923),7500,np.float64(0.57777429730928),0.0005882966797798872,0.007004919461905956,0.020088551566004753,0.0018366798758506775,0.0018630967242643237,0.18075856566429138,0.00014085152361076325,0.01996942050755024,0.004794031847268343,0.014810844324529171,0.1018650159239769,0.01530560664832592,0.0527152493596077,0.37749284505844116,0.01643098145723343,0.2553902268409729,0.04813304543495178,0.007381216622889042,0.01738973893225193,0.32355260848999023
335,335,np.float64(0.056728511097437644),np.float64(0.09031744714809666),7500,np.float64(0.0902648265711472),0.05949518457055092,0.8417019844055176,0.010005773976445198,0.028140921145677567,0.0056257047690451145,0.1616770327091217,0.01642337068915367,0.06625542044639587,0.291225790977478,0.9656676650047302,0.001807478372938931,0.00042992833186872303,0.0004051885043736547,0.008006136864423752,1.7934604329639114e-05,0.9000833034515381,0.5859936475753784,0.25274989008903503,0.33713436126708984,0.7984859943389893
336,336,np.float64(0.2458329706505735),np.float64(0.15652284394003088),7500,np.float64(0.15644481712349034),1.5088400687091053e-05,0.027577532455325127,0.12515860795974731,0.001734189921990037,8.045507456699852e-06,0.7616319060325623,0.6119635701179504,0.5917226076126099,0.26342931389808655,0.6211614608764648,0.9893621802330017,0.846078634262085,0.9787158966064453,0.9917709827423096,0.9871289730072021,6.07262836638256e-06,0.00011055234062951058,6.57950877211988e-05,0.004703023470938206,0.0019304720917716622
337,337,np.float64(0.9324998191264083),np.float64(0.09022020926955765),7500,np.float64(0.09023581747158092),0.026448694989085197,0.03066144324839115,0.3089849054813385,0.0612194761633873,0.24284417927265167,0.00173671031370759,0.004707610234618187,3.603974619181827e-05,0.0068806190975010395,0.0013711928622797132,0.0007114337058737874,0.003125981893390417,0.030298134312033653,0.003177806967869401,0.013641184195876122,0.16674767434597015,0.17545229196548462,0.958544135093689,0.08000042289495468,0.805371880531311
338,338,np.float64(0.8175077569955473),np.float64(0.8175077569955473),7195,np.float64(0.8265984696013149),0.27133503556251526,0.40777045488357544,0.0010113491443917155,0.03185603767633438,0.23236899077892303,0.000912999443244189,0.05622544139623642,4.092348535778001e-05,0.0028576587792485952,0.00390102481469512,0.006900687236338854,0.10689102113246918,0.011240018531680107,0.9789142608642578,0.00011912849731743336,0.030609097331762314,0.008159130811691284,0.0005228137597441673,0.10236130654811859,0.0009594986331649125
339,339,np.float64(0.8740536761532703),np.float64(0.9045620916756345),7500,np.float64(0.9098227035969073),0.9440802335739136,0.0020914804190397263,0.0020893318578600883,0.015613177791237831,0.001765419845469296,0.1678723394870758,0.7848139405250549,0.4985930025577545,0.04659418389201164,0.03930839151144028,0.9983952641487122,0.21196414530277252,0.11972430348396301,0.03157138079404831,0.08217520266771317,0.3505532741546631,0.1653323769569397,0.005417357198894024,0.050565481185913086,0.019756359979510307
340,340,np.float64(0.07166395543697283),np.float64(0.07166395543697283),5107,np.float64(0.0759270324789753),0.024025004357099533,0.009725228883326054,0.004459429066628218,0.013658660463988781,0.3879278898239136,0.12279713153839111,0.15485495328903198,0.018503302708268166,0.22544920444488525,0.2014748454093933,0.00433097779750824,0.01456241961568594,0.21971026062965393,0.19604042172431946,0.1097022145986557,0.08565753698348999,0.00374792842194438,0.13650216162204742,0.028421854600310326,0.008948017843067646
341,341,np.float64(0.11939404851642772),np.float64(0.09027958550960383),7500,np.float64(0.09029246763626994),0.400530606508255,0.0012904155300930142,0.16964107751846313,0.21944467723369598,0.31630823016166687,0.01901247724890709,0.11343073844909668,0.1145678460597992,0.0076867057941854,0.0603460930287838,0.021905604749917984,0.38955366611480713,0.07390636950731277,0.05054057016968727,0.07548896223306656,0.16205473244190216,0.19635745882987976,0.37870049476623535,0.18150123953819275,0.6742372512817383
343,343,np.float64(0.8354601389523022),np.float64(0.8354601389523022),6817,np.float64(0.8266876416459632),0.14169922471046448,0.012619921937584877,0.6726765632629395,0.004343412816524506,0.29792845249176025,0.04558806121349335,0.01162145845592022,0.018929429352283478,0.00042679390753619373,0.00397556321695447,0.14157505333423615,0.426166832447052,0.21844859421253204,0.6193070411682129,0.4491581916809082,0.025022223591804504,0.2953028082847595,0.02066689170897007,1.6756988770794123e-05,0.008331880904734135
344,344,np.float64(0.7310271575186259),np.float64(0.8809417853745942),7500,np.float64(0.887432711344838),2.4790781026240438e-05,0.030787045136094093,4.0636485209688544e-05,1.3216897968959529e-05,0.0002342474617762491,0.0018139559542760253,2.2245036234380677e-05,7.463341171387583e-05,0.0013508930569514632,9.469646101933904e-06,0.7627254724502563,0.9498109817504883,0.6499852538108826,0.9904322028160095,0.8303831815719604,0.02830842137336731,0.040134478360414505,0.02573978714644909,0.015148800797760487,0.0022570290602743626
345,345,np.float64(0.9688741846136737),np.float64(0.962672292864518),7500,np.float64(0.9626726031869437),0.0511549711227417,0.00020121510897297412,7.337459828704596e-05,0.9353559613227844,0.2603796422481537,0.9997599720954895,0.9998849630355835,0.9999792575836182,0.9999198913574219,0.999908447265625,0.24584580957889557,0.9968377351760864,0.9604352116584778,0.9912920594215393,0.9393512010574341,5.552391303353943e-05,0.00456211669370532,0.003296795766800642,0.09736642241477966,0.012162835337221622
346,346,np.float64(0.9867983625478944),np.float64(0.978408260031826),7500,np.float64(0.97967570323723),0.09947729855775833,0.4484643340110779,0.9257645606994629,0.5194169878959656,0.5271806716918945,0.9116026759147644,0.9997593760490417,0.9986476302146912,0.9822551012039185,0.3935827314853668,0.9999843835830688,0.9999985694885254,0.9999959468841553,0.9999747276306152,0.9999996423721313,0.9864693880081177,0.9969580173492432,0.9971104860305786,0.9987266659736633,0.9947433471679688
347,347,np.float64(0.07162881694011768),np.float64(0.07162881694011768),3627,np.float64(0.0716316966257223),0.0009318818338215351,0.0025882942136377096,1.2993660902793636e-06,0.006544384174048901,0.005342429969459772,0.005746975541114807,0.30617451667785645,0.1144336462020874,0.5645986199378967,0.846628725528717,0.016430551186203957,0.0003526375803630799,4.856445229961537e-06,0.04305939003825188,0.0674859881401062,0.00946494285017252,0.23073583841323853,0.05179314687848091,0.3851637542247772,0.015542780049145222
348,348,np.float64(0.9435013877406035),np.float64(0.9101149920384854),7500,np.float64(0.9049385977181527),0.006303286179900169,0.6715667843818665,0.0033058675471693277,0.052556175738573074,0.5651484131813049,0.4474274516105652,0.6028149127960205,0.48109593987464905,0.15198670327663422,0.19658659398555756,0.5317535400390625,0.9779261946678162,0.15739037096500397,0.9663904309272766,0.9332399368286133,0.9022579789161682,0.5343015193939209,0.13797010481357574,0.9103705883026123,0.23437650501728058
349,349,np.float64(0.9708741856268183),np.float64(0.9649328978154699),7500,np.float64(0.9669829557982986),0.9978827834129333,0.9999995231628418,0.9384481906890869,0.9993481040000916,0.9998190999031067,0.9918901920318604,0.998672604560852,0.9979116320610046,0.9511581659317017,0.9774984121322632,0.9928707480430603,0.9953736662864685,0.994260311126709,0.9903143048286438,0.9822547435760498,0.9992464780807495,0.9999690055847168,0.999016284942627,0.9982866644859314,0.9999778270721436
350,350,np.float64(0.9605531087025531),np.float64(0.9150083530710884),7500,np.float64(0.919742369564913),0.015291140414774418,0.02757403999567032,0.00597364129498601,0.0018095648847520351,0.36040592193603516,0.09109613299369812,0.04684056341648102,0.008540591225028038,0.11464811116456985,0.11133118718862534,0.999826967716217,0.9984899759292603,0.000981906894594431,0.09141748398542404,0.9976857900619507,0.008173888549208641,0.0003362309653311968,0.029174266383051872,0.00028147961711511016,0.04556531459093094
351,351,np.float64(0.9529323756278415),np.float64(0.9325171236832736),7500,np.float64(0.9364331593561641),0.994729220867157,0.6682354211807251,0.06690865755081177,0.18166278302669525,0.1018626019358635,0.9991963505744934,0.7399568557739258,0.9988903403282166,0.9999877214431763,0.9637807607650757,0.9999358654022217,0.9956809282302856,0.9995073080062866,0.9922820925712585,0.9882396459579468,0.8645064830780029,0.006743845995515585,0.13961970806121826,0.12076776474714279,0.020247533917427063
352,352,np.float64(0.9100262479361133),np.float64(0.8596447205333596),7500,np.float64(0.859579413083626),0.005302186589688063,0.8094934821128845,0.004300649743527174,0.00012418627738952637,0.7839024066925049,0.029085909947752953,0.0007640892290510237,3.5900375223718584e-05,0.022155500948429108,0.17063456773757935,0.04202214628458023,0.0011389495339244604,0.8542702198028564,0.01677708700299263,0.0010169559391215444,0.9958451390266418,0.7679477334022522,0.8858574628829956,0.8841992020606995,0.8162872791290283
353,353,np.float64(0.9283944351458162),np.float64(0.9323803632305593),7500,np.float64(0.9283314441545092),0.06356853991746902,0.0004265130846761167,0.0004295924154575914,0.007546223234385252,0.038038816303014755,0.008554483763873577,0.10672791302204132,0.23204436898231506,0.08692780137062073,0.7226749062538147,0.08337762951850891,0.009569277986884117,0.8017598986625671,0.8512750864028931,0.9464793801307678,0.01603766344487667,0.0038128928281366825,0.004465033765882254,0.005691436119377613,0.0042098830454051495
354,354,np.float64(0.3209992224329111),np.float64(0.3209992224329111),4187,np.float64(0.33478341544125867),0.0005772861768491566,0.0028333982918411493,0.020377757027745247,0.0012496706331148744,0.08487863093614578,0.027720944955945015,0.2774941623210907,0.0015792322810739279,0.013140450231730938,0.06368672102689743,0.45331135392189026,0.15385697782039642,0.6552619934082031,0.005941412877291441,0.9761137366294861,0.00031236885115504265,0.021721456199884415,0.003920819144695997,0.0599232017993927,0.006063396111130714
355,355,np.float64(0.9097482114514917),np.float64(0.8806884804019882),7500,np.float64(0.8669245593082121),0.3924837112426758,0.7098494172096252,0.5082786083221436,0.9400331974029541,0.9984720349311829,0.9741548299789429,0.9678722620010376,0.5688229203224182,0.9307337403297424,0.5552529096603394,0.016366682946681976,0.0006652380689047277,0.010818392969667912,0.00037985993549227715,0.004018014296889305,0.9629741907119751,0.802515983581543,0.05076013132929802,0.629863440990448,0.7090263962745667
356,356,np.float64(0.9435726756351925),np.float64(0.1405875804570018),7500,np.float64(0.13326321250129575),0.8211131691932678,0.036352403461933136,0.12608112394809723,0.994127631187439,0.012822306714951992,0.0005291764973662794,0.009201702661812305,0.0009549727546982467,0.0001484756066929549,0.003387179458513856,0.00199823547154665,0.239578515291214,0.0014213718241080642,0.0027361612301319838,0.007910531014204025,0.30417320132255554,0.909359335899353,0.6791536211967468,0.9822731614112854,0.8083031177520752
