pid,mode,p_yes_rule,mass_rule,p_yes_paper,mass_paper,n_audio_tok,seq_len,dur_in_s,sec,wav_sha256_1MB,error
375,default,0.033108317673493766,0.9976929984986782,0.033108273601090685,0.9976912885904312,4427,4475,177.1,0.42,b034970922db01443eccb3a829744deec0faf043259a8b649d58723e144e7fce,
376,default,0.9648133069332475,0.9980547055602074,0.9648133660365564,0.9980530999600887,7500,7548,300.0,0.68,b2dd169eb1e434c92b6aa23e7d73525e7a637625508ba97c92e90b740d7b6296,
377,default,0.07167702238489877,0.9955182299017906,0.07167697478206957,0.9955161884427071,7500,7548,300.0,0.75,d2ad73d30221e5d8b6d7e522d004db4fdb64ba7f3ceaeb3549cec7b8a3cbf303,
378,default,0.04748468154485155,0.9967086724936962,0.047484638570294176,0.9967067502439022,7500,7548,300.0,0.8,a2200137867ce5f354ac8341ef38523f4d86294ee3bf62131948f5500f865b73,
379,default,0.027625012430129697,0.9970030058175325,0.027624973951947233,0.9970008209347725,7500,7548,300.0,1.06,31f6d047fceb71440f2a16bb93788e42c2057bac05d3ad7a1511eab789907e39,
380,default,0.06015149615854634,0.9936001971364021,0.06015143115376864,0.9935986697673798,7500,7548,300.0,0.85,a2753521bcdfc198ea8cca7bcaf290f0570f031c03b71d4ae53cc6f52d2dade3,
381,default,0.8265625503483855,0.996556356549263,0.826562686955175,0.99655482172966,7500,7548,300.0,1.11,49e5d7c8b7489d4050965701dcafe8ea8b23e07b1206314b17e20694b7e38c1f,
382,default,0.0216437871775555,0.9987904597073793,0.021643745872627986,0.9987884070724249,7500,7548,300.0,0.78,5c0395574f7220a6c8422ecd7e2e760115655b6e6b279aefd0b7d17bedd34ac7,
383,default,0.047451714727861014,0.9957258701324463,0.047451679392834074,0.9957233928143978,7500,7548,300.0,1.01,6dffd30204e50337a7748f6ca139f22519bda6e13c2e042aa662e9a136c6cc59,
384,default,0.4546015099823434,0.9924605190753937,0.45460154837589895,0.9924574196338654,7500,7548,300.0,0.92,8228989544e3d52ad063fbbadc5bdf75ad14e039bba0c60f750b5fc7a0af652d,
385,default,0.08048152555044277,0.9962644577026367,0.08048147401098447,0.9962627813220024,2008,2056,80.3000625,0.29,020c3d7f01d77f95b0d5a38522a949ced7ba09622c15f968d5ea454ef7311f19,
386,default,0.7774836653774607,0.9978329986333847,0.777483809273893,0.9978314340114594,7500,7548,300.0,1.33,36caa4a3881e3b10174a0d1057012b4a7cf17bb21cfe6487de10431dea0bd3a0,
387,default,0.029336709068889712,0.9979851618409157,0.029336672980970743,0.99798340536654,5260,5308,210.4000625,0.51,bda66e1b5de7f11e378531faafd5dd5b5cfbc0f616de22874a858f54a6d5b355,
388,default,0.867171917018902,0.9974466115236282,0.8671720186445324,0.9974445700645447,4257,4305,170.3,0.54,0bc698c16c4abfcd1f939f21eb4c3258218c47655bdb309208b8fc8e55516c5e,
389,default,0.23386268050489223,0.9952983558177948,0.23386264571431362,0.9952962100505829,5247,5295,209.9,0.61,aa3a833112856c0fc315b43b1dfdabfa5cf01e708f9fbc820ce05145a7be0ec5,
390,default,0.10098370684719164,0.994274839758873,0.10098364047222788,0.9942722469568253,7500,7548,300.0,1.59,27f42c60372d6d7b6b90a16350d81dad9d4007c2fdc3d9d1e710bf037c351321,
391,default,0.7777249829154548,0.9974275082349777,0.7777251205933683,0.9974256455898285,6172,6220,246.899875,0.6,983d8e815db01b88c145f4ffcecc4eba663acc2762f17cb30de2731f83b4dc45,
392,default,0.06759078999858568,0.996753565967083,0.06759075206680518,0.9967514798045158,6450,6498,258.0,0.76,89472a3074e8a955a3aedeeb4478f5d37be479d835a6a2a1c47d4ca7f51932a7,
393,default,0.04749226182372728,0.9970087744295597,0.04749220328072805,0.9970073364675045,5647,5695,225.9,0.64,42e1e2da5158f2e952edc926efb79fcf10d33581e2333783cdf20366f23519e8,
395,default,0.19219874231486261,0.9940069913864136,0.19219869938346953,0.9940045773983002,7500,7548,300.0,1.45,a1ecdc0e40d369ec0811d8f049c6c991e9a337c5438429ea35877cbf534582ea,
396,default,0.08516337580577313,0.995632991194725,0.08516335061838096,0.9956307485699654,7500,7548,300.0,0.95,d9a9974cd2df3878c964ef358f94111ad727ae3951899cfacd8d85679b753db7,
397,default,0.8264867505053025,0.9971534460783005,0.8264869837408858,0.9971518665552139,7500,7548,300.0,1.75,febbc4559f0c9a9da11b073bddc14893e8c4df979de598c090fc2ef2f94bcd8f,
399,default,0.11933726700811959,0.9958111941814423,0.11933719304085463,0.9958088770508766,7500,7548,300.0,0.94,058bfbf1d2f1fbe05ba25f92c6f72d43d0e832a621804b594c77c8f9c7693ad4,
400,default,0.39330066698065463,0.9964228570461273,0.39330076858465735,0.9964201748371124,7500,7548,300.0,0.57,29b89a272d0cfa7ea7ab2236f4c1cb9fa426e7b7825ea077b79b212e61419dfa,
401,default,0.06389176330800403,0.995980329811573,0.06389170488246969,0.9959779754281044,7500,7548,300.0,1.39,b38789058e136c47d5ad1b72216a7f2b710e14ac85262328b9541eaf77bfba7d,
402,default,0.8267896282593079,0.9973016679286957,0.8267897958246323,0.9972998797893524,7500,7548,300.0,0.78,5ab82aec2356676aedc7a4b6aba631e539a495a94e2d5773018bf7df38a423b1,
403,default,0.027590119166728,0.9972921591252089,0.0275900778269589,0.9972902778536081,7500,7548,300.0,1.08,0b4617879a69244f4c8dee6b334a8979dcd603a26fcea153f36c80c1e843a217,
404,default,0.1564449584791131,0.9954566955566406,0.1564449201459336,0.9954541772603989,7500,7548,300.0,1.29,e266b77962407dc8e6c1d38c203eb91e78c46d92f2cb937079694a013cb0bd32,
405,default,0.9433891679154375,0.9984482116997242,0.9433892304197544,0.9984469451010227,7500,7548,300.0,1.11,e455108e5fb394d3b47dc4bfd236599720f1df42213a85605fcfeaba734ee651,
406,default,0.02762586519811913,0.9970412719994783,0.027625823916419538,0.9970387164503336,7500,7548,300.0,0.89,5bb5f1797d4e0575464a9d23df3acfbba43c6eb99eec4ba10d3e2c6aeaa35c8c,
407,default,0.06376327151794947,0.9962615296244621,0.06376321859772832,0.9962601363658905,7500,7548,300.0,1.08,26fd1eb61d5f121d15012025ac1181cae48409f61aaafbac07a2e1a2d7a079c0,
408,default,0.035170776789475514,0.9969533681869507,0.03517073832452379,0.9969515986740589,7500,7548,300.0,0.71,502d29ddfdef732f25c8df02d0e8cd4c45e67330699248fcbab2936b76aabc74,
409,default,0.8870621530142339,0.9971290752291679,0.8870622310780496,0.9971281811594963,7500,7548,300.0,1.09,8f9d883982ae9ba6d76d4b7a129356943ccf9f1ff6da985153ff65e31d0806cc,
410,default,0.16473229710477438,0.9949067085981369,0.1647322547068541,0.9949041604995728,7500,7548,300.0,0.76,d88675b4f4fa74aeb5f9685bf5efd2ce4d9e83b0a1ec95dce44d64a15f2c1ac1,
411,default,0.0447150520126837,0.9967333972454071,0.044714996572352374,0.9967317171394825,7500,7548,300.0,1.29,7d39ee837245a6875a5efad08b040191191db8620b782d86c97d5b9b8e7b3f96,
412,default,0.777501141394068,0.997158408164978,0.7775013317413756,0.9971562474966049,7500,7548,300.0,0.71,c313e0a708f0852687196b92bdb74bd43b188767acff68708869e62f6ab2c810,
413,default,0.08534498162184542,0.9946125224232674,0.08534491406797495,0.9946104288101196,7500,7548,300.0,0.5,6b4090ec3a2714faaf44b139d2544b5c955a68000c5e125bb866c431174e9ffe,
414,default,0.8807723871843306,0.996430404484272,0.8807725244561082,0.9964284896850586,7500,7548,300.0,0.99,9d1b3597ed01ca707ca25298ca7399f402b740efe46b8ae6472546058b1974cd,
415,default,0.13342299843882394,0.9945618063211441,0.13342279292118087,0.9945590943098068,7500,7548,300.0,0.84,a17e0d99e902650c8cb1cf425bcde1e1915fea34ffafa0a3d68a37574a736af9,
416,default,0.12600372860778655,0.9958251863718033,0.12600368575944648,0.9958231598138809,7500,7548,300.0,0.83,da92f998039bfe7bc349b839871ccb4f1e5d54a51e420ae23f73e2896c4f289f,
417,default,0.6796618155942867,0.9933672547340393,0.6796619986040364,0.9933654963970184,7500,7548,300.0,1.03,fc2ec56dcf24e3af32a059a1e0542fa04e7259551843c11a7cc9d23a89991f74,
418,default,0.08052831956170105,0.9952027648687363,0.0805282060933888,0.9952010214328766,7500,7548,300.0,0.65,d5f25ed588831b391caaef41acaf9937dede134a5b1a12ed6b3b95c9e7991549,
419,default,0.050395577998919784,0.9953562133014202,0.050395512155047915,0.9953542612493038,7500,7548,300.0,1.27,ff14d85f8a88060248260f78fec36d546c8ef594b19b61878b44a07dd1662210,
420,default,0.20225545232529812,0.9929014444351196,0.20225538573791668,0.9928990453481674,7500,7548,300.0,0.73,22346f83320b3288379b28d0fa201064fd212d1c06d29f14fce1b240799ae3bb,
421,default,0.89934610332261,0.9972035810351372,0.8993462364608052,0.9972003847360611,7500,7548,300.0,0.99,d4c40c759859fd94b3b28373acfb9b91a754732d12e573fc1e4a2acbffc3581d,
422,default,0.06380228153513066,0.9947879016399384,0.0638022081703205,0.9947856590151787,7500,7548,300.0,0.72,25547bc13f44bedf96894b4bde3a9ee5798b2ff8abb1007ed0cef0e49295e98d,
423,default,0.14051405324972416,0.9937343448400497,0.1405139923183451,0.9937321245670319,7500,7548,300.0,0.79,edccdfb7beb73779d6a81bc3ce6ea24a57506b0300805847f3a7973ef16ac0c0,
424,default,0.6926928696434163,0.9973795115947723,0.692692955367472,0.9973777532577515,7500,7548,300.0,1.3,e4384e4fc0ef45810e65a4af2e62948485939b8940379ca3bfaedca372574433,
425,default,0.972464946243143,0.9987660348415375,0.972464982695891,0.9987639747560024,7500,7548,300.0,1.12,3a59cc0c7d616ff846ff2c0c214fcb91653a7fdc8e1439bedffccdf8ccb53452,
426,default,0.593151838351972,0.9918333888053894,0.5931519889231834,0.9918308258056641,7500,7548,300.0,2.06,9b5c3f21983a40e863a1b629f7c202fcaaf078a2825723a1f3c06e180e47e4a3,
427,default,0.06019887420140073,0.9969720467925072,0.060198806501553445,0.9969701357185841,7500,7548,300.0,0.82,b3540de1e53e94d888682e817c8cb9372d81bac3291abfc5b25561bfd212855b,
428,default,0.09022531181704563,0.9970896914601326,0.09022521012537638,0.9970880076289177,6475,6523,259.0,0.69,886ed0c61402701fc6e0066faaacd58f11c1bfa61c9a5334a389459ea3ed2c49,
429,default,0.126156750659699,0.9949425905942917,0.12615668743977587,0.9949406087398529,7500,7548,300.0,0.73,4b45e78b1534806245da31418f3fa17adb09edabfcaf3f0afd096d1f6aea9385,
430,default,0.9525189493993518,0.9981268458068371,0.9525190706181196,0.9981242157518864,7500,7548,300.0,1.43,ba5cb6d1c6c0d837dfe55e437d1ce1e8de3214493e86d3ee8b41ec13c5bdf76d,
431,default,0.05671286568625643,0.9972424022853374,0.056712812198679574,0.997240386903286,7500,7548,300.0,0.88,903f931c8a494bdc052574f9940f486997cc5e30c2024f0ea3a1d6fa26c1d9b9,
432,default,0.106673377823092,0.9965701028704643,0.106673294503385,0.9965678080916405,7500,7548,300.0,0.92,832a6f0ccd747cdafc30c19884c671f6ee0bcf47b6c1fa98a5f29ed1454a3403,
433,default,0.06370336994242491,0.9971638321876526,0.06370328510650812,0.9971617683768272,7500,7548,300.0,0.87,03489764fcbc9952b40ea1a38b74cc65427cc2a4922ef757655eda7e79be3f7f,
434,default,0.06764509812178515,0.9950520396232605,0.06764502240415869,0.995049849152565,7500,7548,300.0,1.3,7b41dd6e318e682a42913755fa66860b45fe85d20810789a34a4f1025cefab7b,
435,default,0.25696301961967377,0.9937022030353546,0.2569630242540425,0.9936994016170502,7500,7548,300.0,0.73,31c0873d06fc6c7804e56bcc0a57abfe37235d782eb2d365915af742e8bcec94,
436,default,0.1647430628184371,0.9945126324892044,0.16474290779623801,0.9945099502801895,7500,7548,300.0,1.07,4583747c091102c5fd38ec6abccfdf729477215b01890d19a727d5fec0a3fa18,
437,default,0.053545728002506246,0.9973394982516766,0.05354564858442594,0.9973377771675587,7500,7548,300.0,0.8,c8e7296104e599b95d1f50a9181c1a4e61403389b8f7fd6bd2478738dcfb0f40,
438,default,0.5472584676252702,0.9934796392917633,0.547258505220627,0.9934769570827484,7500,7548,300.0,1.71,111a0fa2d0fa40ab83525090c385242956b9fe1a76a25090cdb0487f293bd0c7,
439,default,0.060144184960320604,0.9952140897512436,0.06014411988166724,0.9952126890420914,7500,7548,300.0,0.86,76518711f1dd1a5040681a1afaf722484cfae64696d8d6451f8dccc33f113f4f,
440,default,0.09029048935717185,0.9957295060157776,0.09029041185664619,0.9957273900508881,7500,7548,300.0,0.87,89c22e5c087d09206162b18d6442e143d57c987e0dd6ad6a389deea29eba04cf,
441,default,0.5157675889028737,0.9932844936847687,0.5157676671618812,0.9932814538478851,7500,7548,300.0,0.59,69fceb82759fdff64ebc1aea6661f6abfe2d0b03af6161c930fbc4b828bba8c0,
442,default,0.8873861960305687,0.9965049475431442,0.8873863915339176,0.9965023770928383,7500,7548,300.0,1.22,620e403da70387757084af869bca17a608c194a717a2cbfc4379b31e43286694,
443,default,0.17349837026642242,0.9955648630857468,0.17349832068329002,0.9955630004405975,4835,4883,193.4,0.4,fdf350c29a2db74ddf63b354462e6b069219e4dfd699970aa55f5806423934ce,
