seg_uid,set,pair_id,speaker_id,label,start,end,span,speech_s,nw,n_turns,p_pos,p_neg,p_neu,clearly_positive,clearly_negative,val,npos,nneg,oof
c001265,conflict,91,362,1,240.9,261.5,20.59999999999999,15.499999999999943,41,4,0.9806192,0.006164196,0.013216541,1,0,11.0,5,0,0.4723722265509368
c001266,conflict,92,362,1,267.1,291.4,24.299999999999955,18.09999999999997,48,2,0.7749094,0.033982266,0.19110839,1,0,0.5,1,2,0.5032438621556223
c001268,conflict,93,362,1,328.7,363.9,35.19999999999999,24.09999999999997,59,4,0.89284754,0.028369762,0.07878274,1,0,1.4,3,2,0.5308786507390791
c001271,conflict,94,362,1,421.7,464.8,43.10000000000002,19.40000000000009,61,5,0.707497,0.07172207,0.22078097,1,0,13.5,4,1,0.4175717432746507
c001278,conflict,95,363,0,185.1,199.9,14.800000000000011,14.800000000000011,33,1,0.011276062,0.7930917,0.19563223,0,1,-2.0,1,1,0.1980941268255257
c001284,conflict,96,363,0,457.9,521.0,63.10000000000002,51.700000000000045,145,3,0.01402795,0.8175622,0.16840984,0,1,-4.0,3,4,0.3786094957457289
c001285,conflict,97,363,0,526.4,582.6,56.200000000000045,47.80000000000007,133,3,0.018786214,0.7510982,0.23011564,0,1,-4.0,5,5,0.3833303438440537
c001288,conflict,98,363,0,652.7,675.5,22.799999999999955,19.399999999999977,52,3,0.00908345,0.8579125,0.13300411,0,1,-8.0,0,3,0.3627794750726444
c001290,conflict,99,363,0,719.5,748.1,28.600000000000023,15.600000000000025,45,4,0.006884804,0.9355336,0.057581525,0,1,-7.5,0,3,0.6024290665038001
c001295,conflict,100,363,0,913.9,932.4,18.5,18.5,44,1,0.009763025,0.87923056,0.11100636,0,1,2.5,1,1,0.2734563005645274
c001296,conflict,101,363,0,934.7,947.1,12.399999999999975,12.399999999999975,45,1,0.023727119,0.7234419,0.252831,0,1,0.0,0,0,0.3159634039009152
c001302,conflict,102,364,0,0.0,18.2,18.2,11.3,41,4,0.0077048326,0.86770314,0.12459206,0,1,10.0,4,1,0.4810657282972412
c001308,conflict,103,364,0,227.1,261.4,34.29999999999998,34.29999999999998,91,1,0.02015199,0.71412617,0.26572183,0,1,4.0,4,2,0.2417036411880418
c001309,conflict,104,364,0,263.5,287.1,23.600000000000023,21.80000000000001,63,2,0.012625916,0.791526,0.19584802,0,1,3.0,2,1,0.4122077440141505
c001310,conflict,105,364,0,288.5,299.7,11.199999999999989,11.199999999999989,44,1,0.009424373,0.7923409,0.19823472,0,1,0.0,0,0,0.4519361567907329
c001416,conflict,106,366,0,526.3,547.7,21.40000000000009,19.90000000000009,40,2,0.009324044,0.7562765,0.23439951,0,1,0.0,1,1,0.4290936739428337
c001417,conflict,107,366,0,552.4,577.5,25.100000000000023,16.800000000000182,54,5,0.014563498,0.73699385,0.24844253,0,1,7.0,6,2,0.2959687592722691
c001423,conflict,108,366,0,707.3,716.4,9.100000000000025,9.100000000000025,27,1,0.0072268485,0.9000609,0.09271218,0,1,-1.0,1,2,0.4321455082285305
c001429,conflict,109,366,0,938.3,968.8,30.5,24.800000000000068,59,2,0.010348502,0.81709224,0.17255926,0,1,2.0,2,1,0.4260162976996796
c001430,conflict,110,366,0,975.1,1019.5,44.39999999999998,41.69999999999993,102,3,0.021506358,0.7400484,0.23844522,0,1,3.0,3,2,0.2405987809912907
c001447,conflict,111,367,1,302.3,324.1,21.80000000000001,19.600000000000023,63,2,0.95302016,0.0035739038,0.043405928,1,0,12.5,4,0,0.3492840255059931
c001473,conflict,112,367,1,1319.1,1376.1,57.0,26.700000000000045,74,3,0.9417255,0.0035635496,0.054710988,1,0,8.0,3,0,0.440209153264831
c001474,conflict,113,367,1,1377.5,1399.4,21.90000000000009,17.800000000000182,46,4,0.9037799,0.010044728,0.08617532,1,0,9.0,4,0,0.4865403935829627
c001475,conflict,114,367,1,1400.5,1427.0,26.5,22.90000000000009,63,3,0.86804795,0.03061114,0.101340935,1,0,13.5,7,1,0.4701669119900856
c001477,conflict,115,367,1,1452.8,1484.2,31.40000000000009,26.399999999999864,62,3,0.95244265,0.0065224622,0.041034877,1,0,8.0,3,1,0.3304162347032848
c001478,conflict,116,367,1,1486.7,1527.1,40.399999999999864,31.0,96,2,0.77879685,0.014327592,0.20687553,1,0,2.0,1,0,0.4617775632196555
c001515,conflict,117,369,0,117.6,176.2,58.599999999999994,21.499999999999982,52,2,0.01639343,0.7923166,0.19128989,0,1,-2.0,1,2,0.2948090060350727
c001522,conflict,118,369,0,398.8,419.4,20.59999999999997,19.399999999999977,55,2,0.046386212,0.7484414,0.20517243,0,1,9.0,6,1,0.4132991364155621
c001551,conflict,119,370,0,502.2,516.2,14.000000000000057,14.000000000000057,53,1,0.0074983896,0.90286434,0.08963734,0,1,-6.0,2,4,0.4297404288319188
c001553,conflict,120,370,0,578.8,600.8,22.0,22.0,74,1,0.0066780066,0.91504925,0.0782727,0,1,-8.5,1,3,0.3672697779044254
c001561,conflict,121,370,0,898.4,921.2,22.800000000000068,22.800000000000068,78,1,0.012344035,0.74493605,0.24271995,0,1,6.0,3,0,0.1258481676803591
c001666,conflict,122,374,0,463.5,497.0,33.5,17.5,49,3,0.029650727,0.8242686,0.14608067,0,1,-0.9000000000000004,4,3,0.4639999341067136
c001668,conflict,123,374,0,543.4,569.9,26.5,21.399999999999977,66,2,0.011957902,0.8031591,0.18488294,0,1,-5.0,4,5,0.2706701221215802
c001669,conflict,124,374,0,579.8,620.0,40.200000000000045,37.299999999999955,93,2,0.014363239,0.7668356,0.21880126,0,1,4.2,7,3,0.3669296417863973
c001670,conflict,125,374,0,621.8,637.1,15.300000000000068,14.200000000000044,42,2,0.015026912,0.7344925,0.25048056,0,1,4.0,3,1,0.3268309224673866
c001673,conflict,126,374,0,705.2,731.8,26.59999999999991,24.0,46,3,0.019680174,0.79275054,0.18756923,0,1,5.0,3,1,0.4091429203583581
c001676,conflict,127,374,0,827.2,866.5,39.299999999999955,19.40000000000009,50,6,0.009947141,0.8992408,0.09081218,0,1,2.0,4,2,0.4609866651652654
c001684,conflict,128,374,0,1103.7,1135.4,31.700000000000045,30.200000000000045,101,2,0.006681852,0.9024386,0.0908796,0,1,9.7,9,3,0.2567588439987834
c001732,conflict,129,377,1,21.9,74.8,52.9,13.299999999999995,48,5,0.72937226,0.021762934,0.24886481,1,0,3.0,1,0,0.5317367860237632
c001737,conflict,130,377,1,182.7,215.1,32.400000000000006,25.59999999999999,55,2,0.7791393,0.035189565,0.18567117,1,0,7.0,3,0,0.3419840224797614
c001738,conflict,131,377,1,217.3,256.4,39.099999999999966,34.5,82,4,0.9592951,0.0050783497,0.035626482,1,0,20.0,8,0,0.2710650710992145
c001739,conflict,132,377,1,257.8,308.8,51.0,46.60000000000002,108,2,0.9785039,0.0041317716,0.017364321,1,0,20.25,6,0,0.4596155133752695
c001742,conflict,133,377,1,370.9,411.1,40.200000000000045,16.500000000000057,40,8,0.9819719,0.00305214,0.014975954,1,0,9.6,4,0,0.3034529425178739
c001747,conflict,134,377,1,526.3,549.3,23.0,19.699999999999932,45,3,0.96170044,0.004192428,0.034107193,1,0,5.0,2,0,0.4764766088625359
c001754,conflict,135,377,1,801.8,855.4,53.60000000000002,51.0,112,2,0.97811264,0.004870667,0.017016673,1,0,22.6,9,0,0.3978148897088132
c001763,conflict,136,377,1,1101.6,1158.6,57.0,21.800000000000185,46,9,0.89132,0.0217169,0.08696313,1,0,20.5,7,0,0.5133155042464947
c001766,conflict,137,377,1,1252.8,1273.2,20.40000000000009,16.40000000000009,42,2,0.97723436,0.0040362407,0.018729368,1,0,2.0,1,0,0.4578083432029585
c001777,conflict,138,378,0,370.5,411.5,41.0,20.80000000000001,62,4,0.006940789,0.92238945,0.070669696,0,1,-12.0,0,3,0.3923291999242161
c001803,conflict,139,379,0,434.4,452.4,18.0,18.0,73,1,0.01577991,0.7761791,0.20804112,0,1,1.0,3,3,0.1874805107482878
c001811,conflict,140,379,0,685.1,717.3,32.19999999999993,32.19999999999993,123,1,0.015857715,0.7894753,0.19466697,0,1,2.0,4,2,0.2384650996013653
c001815,conflict,141,379,0,834.7,858.6,23.899999999999977,23.899999999999977,87,1,0.012293319,0.73949176,0.24821499,0,1,-2.5,4,3,0.3687770691254926
c001881,conflict,142,381,1,363.7,390.8,27.100000000000023,12.300000000000068,46,4,0.91617405,0.008494665,0.07533127,1,0,6.0,4,0,0.3641967472003525
c001894,conflict,143,381,1,698.2,726.6,28.399999999999977,12.900000000000093,41,5,0.9788164,0.0052273083,0.015956353,1,0,15.6,6,0,0.3719715908525048
c001895,conflict,144,381,1,727.8,750.1,22.300000000000068,14.700000000000044,49,3,0.923199,0.007923107,0.06887794,1,0,4.5,1,0,0.295614377427898
c001896,conflict,145,381,1,759.3,784.7,25.40000000000009,15.0,53,5,0.9553989,0.0041152723,0.04048579,1,0,9.0,3,0,0.3263464196915659
c001897,conflict,146,381,1,786.4,804.3,17.899999999999977,11.5,54,2,0.9844482,0.002884006,0.012667851,1,0,12.5,3,0,0.3822674960676523
c001898,conflict,147,381,1,806.3,850.2,43.90000000000009,19.700000000000045,64,5,0.92556995,0.014958919,0.059471164,1,0,0.5,1,1,0.3401416032550592
c001900,conflict,148,381,1,880.2,908.2,28.0,19.0,52,6,0.8338419,0.00989626,0.15626186,1,0,9.4,5,0,0.2056081451625277
c001901,conflict,149,381,1,914.5,939.2,24.700000000000045,16.700000000000045,60,4,0.8155472,0.020010017,0.16444272,1,0,9.0,3,0,0.2326848054931672
c001905,conflict,150,381,1,1023.5,1052.3,28.799999999999955,11.0,38,5,0.9864109,0.0029101938,0.01067886,1,0,12.0,4,0,0.3881333963088403
c001924,conflict,151,382,0,614.5,640.9,26.399999999999977,26.399999999999977,87,1,0.02577981,0.7147445,0.25947568,0,1,2.5999999999999996,5,3,0.2540812568170925
c001964,conflict,152,384,1,2.6,118.3,115.7,17.80000000000002,41,14,0.8251543,0.014857268,0.15998839,1,0,4.0,3,1,0.4655021379369927
c001965,conflict,153,384,1,124.5,165.9,41.400000000000006,16.100000000000023,43,6,0.9069795,0.0044587418,0.08856179,1,0,4.0,2,0,0.2904392343124421
c001966,conflict,154,384,1,167.2,214.8,47.60000000000002,15.800000000000011,47,7,0.9733776,0.003933065,0.02268932,1,0,10.0,4,0,0.3486338543490948
c001984,conflict,155,384,1,964.2,977.4,13.199999999999932,13.199999999999932,42,1,0.8475788,0.026079617,0.1263415,1,0,5.0,3,0,0.5647050187933427
c001985,conflict,156,384,1,984.6,1009.3,24.699999999999932,24.699999999999932,57,1,0.8322006,0.032751895,0.13504747,1,0,2.0,1,1,0.3924508469001598
c002031,conflict,157,387,0,246.3,288.7,42.39999999999998,15.299999999999956,54,5,0.006521186,0.828468,0.16501077,0,1,6.0,4,1,0.4967361943595288
c002114,conflict,158,392,0,220.2,247.2,27.0,15.399999999999975,48,3,0.013483917,0.7108687,0.2756473,0,1,-3.0,0,1,0.4224122258047363
c002121,conflict,159,392,0,501.2,525.6,24.40000000000003,15.100000000000025,43,5,0.013681227,0.7951739,0.19114493,0,1,7.0,4,1,0.2033242867104494
c002122,conflict,160,392,0,526.8,547.9,21.100000000000023,9.799999999999956,28,2,0.007935422,0.82767385,0.16439071,0,1,-3.0,1,2,0.3446259095533184
c002308,conflict,161,403,0,269.4,295.8,26.40000000000003,26.40000000000003,84,1,0.007870663,0.8527554,0.1393739,0,1,4.0,4,2,0.3835290009862219
c002310,conflict,162,403,0,332.9,390.9,58.0,48.80000000000001,149,2,0.013769305,0.7061384,0.28009233,0,1,4.0,3,1,0.3888672796860222
c002331,conflict,163,404,0,338.6,371.9,33.299999999999955,24.09999999999997,49,5,0.012640586,0.82132727,0.16603221,0,1,3.0,3,1,0.4892937518281862
c002336,conflict,164,404,0,543.4,567.5,24.100000000000023,19.299999999999955,45,4,0.013110624,0.77207935,0.21481012,0,1,-2.0,0,1,0.5385712712083737
c002350,conflict,165,405,1,109.4,141.6,32.19999999999999,16.799999999999997,50,4,0.9182304,0.007870462,0.073899135,1,0,4.5,3,1,0.5635768251912002
c002351,conflict,166,405,1,146.6,173.4,26.80000000000001,21.19999999999999,41,4,0.9596306,0.005935789,0.03443356,1,0,5.9,2,0,0.3044714013225795
c002353,conflict,167,405,1,205.3,240.9,35.599999999999994,25.39999999999995,46,4,0.71938103,0.00821924,0.27239975,1,0,9.0,3,0,0.5364319525519647
c002354,conflict,168,405,1,242.9,275.0,32.099999999999994,18.69999999999999,41,5,0.98147637,0.0028266488,0.01569692,1,0,13.0,4,0,0.3728003187272884
c002356,conflict,169,405,1,308.6,334.6,26.0,20.600000000000023,57,2,0.8561055,0.013268994,0.13062555,1,0,7.0,3,0,0.378918854650105
c002357,conflict,170,405,1,341.8,408.6,66.80000000000001,41.69999999999999,84,8,0.8573851,0.011226695,0.13138816,1,0,14.2,8,0,0.3355608081017308
c002358,conflict,171,405,1,409.7,433.2,23.5,20.5,51,3,0.712772,0.0310406,0.25618735,1,0,9.5,4,0,0.408056752637975
c002381,conflict,172,405,1,1178.8,1222.5,43.700000000000045,21.300000000000185,56,5,0.7919998,0.055941176,0.15205897,1,0,12.4,5,1,0.4305857519396141
