clip,noise_floor,snr,centroid,rolloff,tilt
HC_BURRO_0045.wav,-63.535776,24.368488,1830.081296,3443.933824,-2.034214
HC_BARBAS_0045.wav,-62.145024,22.302308,1545.597685,2690.972222,-2.285589
HC_CALLE_0045.wav,-61.968006,20.967359,1611.900820,2960.365854,-2.568088
HC_ABLANDADA_0045.wav,-62.302740,21.848569,1331.344112,2414.062500,-2.540317
HC_TOMAS_0045.wav,-62.336964,24.119726,1998.833040,3762.152778,-1.921155
HC_MANGA_0045.wav,-62.829001,21.790093,1968.433209,3497.685185,-2.420145
HC_PERRO_0045.wav,-63.787337,17.287287,1824.706180,3045.362903,-2.351871
HC_PIDIO_0045.wav,-62.425432,20.977308,1577.062685,2551.520270,-2.773777
HC_PIDIO_0048.wav,-61.551674,25.379628,683.836140,977.370690,-3.226197
HC_ABLANDADA_0048.wav,-60.607516,25.549969,836.517704,1400.000000,-2.966021
HC_CALLE_0048.wav,-61.210984,25.585652,881.310385,1457.175926,-3.403671
HC_MANGA_0048.wav,-62.117840,30.537225,910.375793,1759.510870,-2.931995
HC_CARMEN_0048.wav,-43.986502,14.296815,383.107550,482.142857,-5.268621
HC_BARBAS_0048.wav,-59.648681,23.106187,812.661483,1349.662162,-2.547068
HC_GANGA_0048.wav,-62.414381,27.405425,877.166727,1515.625000,-2.893794
HC_TOMAS_0048.wav,-62.210647,31.334016,910.252461,1669.642857,-2.524260
HC_DIABLO_0048.wav,-59.059285,24.648999,1500.897779,2360.491071,-2.398990
HC_PERRO_0048.wav,-63.346634,28.940421,798.456214,1336.250000,-2.808158
HC_BURRO_0048.wav,-61.731214,29.029058,747.209692,1244.791667,-3.252324
HC_SOMBRA_0048.wav,-61.142884,22.850104,912.340139,1528.125000,-3.216490
HC_PERRO_0049.wav,-63.394230,23.317062,944.633600,1679.398148,-2.842498
HC_BARBAS_0049.wav,-63.068893,25.833589,946.608891,1763.392857,-3.212395
HC_TOMAS_0049.wav,-63.513731,26.218564,987.964974,1860.937500,-2.884724
HC_CALLE_0049.wav,-62.739573,26.650557,947.948719,1590.992647,-2.711065
HC_DIABLO_0049.wav,-62.932506,25.710118,938.014916,1512.335526,-2.680464
HC_BURRO_0049.wav,-63.026795,24.757469,975.783896,1682.112069,-2.931960
HC_CARMEN_0049.wav,-61.073057,25.588963,718.253497,1165.178571,-3.110517
HC_MANGA_0049.wav,-63.805523,26.668619,850.822683,1394.791667,-3.128688
HC_ABLANDADA_0049.wav,-61.313520,25.441214,969.065746,1732.421875,-2.937436
HC_SOMBRA_0049.wav,-62.532353,22.797086,823.295234,1342.987805,-3.154865
HC_GANGA_0049.wav,-63.371697,24.724719,1037.927672,1985.351562,-2.586410
HC_PIDIO_0049.wav,-62.025839,21.655409,751.544781,1112.847222,-2.966012
HC_CARMEN_0051.wav,-59.505623,27.499010,751.102237,1167.763158,-2.650561
HC_TOMAS_0051.wav,-61.234458,27.888831,1744.344068,2967.013889,-0.681658
HC_SOMBRA_0051.wav,-61.519062,28.364001,1349.000291,2377.467105,-2.765874
HC_BURRO_0051.wav,-63.521904,32.802747,1570.646444,2669.921875,-1.921126
HC_CALLE_0051.wav,-62.654880,34.616324,1017.832369,1582.031250,-2.889687
HC_ABLANDADA_0051.wav,-59.548432,26.048524,964.665573,1654.017857,-2.787355
HC_PERRO_0051.wav,-63.796254,31.493376,1662.936075,3191.810345,-1.979617
HC_GANGA_0051.wav,-62.688552,27.022333,1756.229385,3229.464286,-1.738376
HC_PIDIO_0051.wav,-62.311633,28.830730,1267.840295,2183.712121,-2.361649
HC_BARBAS_0051.wav,-61.490389,31.159516,1630.821121,3065.476190,-2.558539
HC_DIABLO_0051.wav,-60.480198,31.619474,1079.029185,1839.409722,-3.428268
HC_MANGA_0051.wav,-63.907144,29.809367,1536.966765,2621.212121,-2.240487
HC_PIDIO_0052.wav,-61.881501,25.681421,1256.391993,2121.428571,-3.229041
HC_MANGA_0052.wav,-63.641918,31.517663,1684.399972,3017.663043,-1.969262
HC_PERRO_0052.wav,-63.779512,26.851792,1756.748224,3416.294643,-1.873682
HC_BURRO_0052.wav,-64.144422,28.794284,1452.380886,2448.588710,-2.167833
HC_BARBAS_0052.wav,-60.619117,24.821880,1292.648663,2398.628049,-3.010505
HC_TOMAS_0052.wav,-61.513588,29.732221,1384.578633,2626.953125,-2.124765
HC_GANGA_0052.wav,-63.935072,27.592297,1896.728659,3888.586957,-1.740012
HC_CARMEN_0052.wav,-47.809015,16.068203,231.060576,305.921053,-4.667839
HC_ABLANDADA_0052.wav,-58.615005,23.447993,997.908694,1743.990385,-2.872152
HC_CALLE_0052.wav,-62.141018,28.746809,1556.539614,2809.570312,-2.378932
HC_DIABLO_0052.wav,-60.894650,26.794334,1546.640757,2694.444444,-1.602128
HC_SOMBRA_0052.wav,-60.408250,24.104016,1147.360274,1977.430556,-3.650910
HC_PERRO_0053.wav,-63.497037,30.468341,1451.671435,2733.173077,-2.194559
HC_MANGA_0053.wav,-63.932317,32.729743,1280.955937,2067.708333,-2.659411
HC_TOMAS_0053.wav,-63.395459,33.070462,1304.018740,2680.555556,-2.275272
HC_CALLE_0053.wav,-62.116107,30.153101,1229.706528,2035.156250,-2.824457
HC_DIABLO_0053.wav,-63.254192,32.251452,1171.509849,1933.139535,-2.295761
HC_ABLANDADA_0053.wav,-62.487604,29.852653,1091.799942,2013.257576,-2.464881
HC_BARBAS_0053.wav,-62.192780,30.797746,1651.244436,3223.852041,-2.075094
HC_BURRO_0053.wav,-63.330507,31.253801,1430.355630,2655.381944,-2.546005
HC_SOMBRA_0053.wav,-62.642774,29.900712,1429.017306,2696.808511,-2.186509
HC_GANGA_0053.wav,-63.238935,29.185251,1658.072935,2979.525862,-2.043368
HC_PIDIO_0053.wav,-63.348786,30.063444,1464.057759,2578.125000,-2.241080
HC_CARMEN_0053.wav,-54.958672,22.179234,618.907251,998.161765,-4.631667
HC_SOMBRA_0054.wav,-61.294845,30.563954,1155.573622,1810.937500,-3.577759
HC_PERRO_0054.wav,-64.934302,32.837648,1396.453149,2413.793103,-2.151743
HC_MANGA_0054.wav,-64.377154,31.839537,1640.998383,2979.166667,-1.874883
HC_PIDIO_0054.wav,-64.312629,30.140379,1472.854825,2659.007353,-2.096791
HC_BARBAS_0054.wav,-63.217078,30.221295,1399.056074,2157.525510,-3.104900
HC_DIABLO_0054.wav,-60.274687,28.664044,1626.997979,2933.277027,-1.402623
HC_TOMAS_0054.wav,-63.223621,31.031054,1491.749335,3253.676471,-1.294644
HC_GANGA_0054.wav,-64.187623,28.024909,1519.821690,2949.776786,-2.218078
HC_CARMEN_0054.wav,-47.781023,15.907792,373.980822,587.500000,-4.537238
HC_CALLE_0054.wav,-64.284729,32.597645,1380.053281,2533.143939,-2.494795
HC_ABLANDADA_0054.wav,-58.563473,26.750078,1314.878840,2537.259615,-1.155009
HC_BURRO_0054.wav,-64.477342,29.429893,1373.902254,2404.513889,-2.605621
HC_CALLE_0055.wav,-61.931923,27.197175,1216.673393,2018.973214,-2.843099
HC_DIABLO_0055.wav,-60.956917,25.504638,1280.829883,2307.617188,-2.287086
HC_CARMEN_0055.wav,-55.893766,19.158767,590.856831,882.812500,-3.846504
HC_BURRO_0055.wav,-64.548313,26.907494,1701.787149,3072.198276,-1.815736
HC_MANGA_0055.wav,-63.120788,26.071722,1662.447006,2704.545455,-2.353789
HC_GANGA_0055.wav,-63.465556,22.103920,1563.039151,2916.666667,-1.843856
HC_PERRO_0055.wav,-63.863987,27.637307,1520.855228,2735.677083,-2.448581
HC_PIDIO_0055.wav,-63.378747,26.150243,1234.107311,1985.887097,-2.538496
HC_ABLANDADA_0055.wav,-59.732770,21.377897,953.814311,1579.545455,-2.121257
HC_BARBAS_0055.wav,-58.048021,30.838696,1258.598403,2391.544118,-1.430273
HC_SOMBRA_0055.wav,-61.909804,26.221231,1147.917730,1921.296296,-2.556022
HC_TOMAS_0055.wav,-63.395413,27.751782,1954.471358,3512.500000,-1.897836
HC_BURRO_0056.wav,-64.849331,35.931490,1388.150615,2734.375000,-2.229743
HC_MANGA_0056.wav,-62.619170,35.379999,1273.107641,2334.239130,-2.420484
HC_CALLE_0056.wav,-60.541617,34.655296,662.299206,805.288462,-3.128458
HC_PERRO_0056.wav,-65.915377,34.197425,1417.598510,2517.137097,-2.270373
HC_TOMAS_0056.wav,-60.721656,32.553193,1710.124572,3752.083333,-2.288027
HC_DIABLO_0056.wav,-61.150298,33.399399,1384.849346,2500.000000,-2.618097
HC_BARBAS_0056.wav,-62.357543,34.973658,1279.784059,2325.000000,-2.765395
HC_SOMBRA_0056.wav,-63.736893,30.590674,1254.909257,2216.796875,-2.933946
HC_GANGA_0056.wav,-63.643237,33.463056,1841.516341,3304.956897,-1.565020
HC_ABLANDADA_0056.wav,-60.413940,31.891430,1131.468910,1976.250000,-2.017782
HC_PIDIO_0056.wav,-57.397763,27.334326,880.773693,1319.293478,-1.072293
HC_CARMEN_0056.wav,-58.634984,27.951722,881.217571,1456.597222,-3.262644
HC_PERRO_0060.wav,-64.380474,32.554938,1138.080256,2015.625000,-2.165800
HC_MANGA_0060.wav,-63.145591,36.524824,1249.128796,2375.000000,-2.638332
HC_DIABLO_0060.wav,-62.777935,35.062391,1287.274375,2377.180233,-2.477164
HC_ABLANDADA_0060.wav,-60.512849,33.050176,1123.276877,2038.085938,-2.318061
HC_CALLE_0060.wav,-60.947918,33.585899,1131.827564,1861.607143,-3.769217
HC_CARMEN_0060.wav,-58.470092,32.608974,740.535026,1146.306818,-4.195263
HC_BARBAS_0060.wav,-60.816533,30.936953,1072.996431,2035.511364,-2.575425
HC_BURRO_0060.wav,-63.460356,33.535641,1351.190429,2670.036765,-2.224484
HC_PIDIO_0060.wav,-64.321874,31.487394,1175.958976,2361.213235,-2.090862
HC_TOMAS_0060.wav,-63.019396,37.059949,1271.647236,2433.593750,-2.147163
HC_GANGA_0060.wav,-63.953146,35.380544,1208.388943,2094.669118,-2.461305
HC_SOMBRA_0060.wav,-60.777253,28.959452,918.961868,1435.810811,-3.410100
HC_BARBAS_0061.wav,-59.318209,31.793030,856.038089,1443.750000,-3.112159
HC_TOMAS_0061.wav,-62.664993,34.802314,1197.809719,2323.529412,-1.649191
HC_SOMBRA_0061.wav,-61.231700,31.267131,847.123572,1282.012195,-2.776423
HC_PERRO_0061.wav,-63.934896,34.966439,1116.874933,2140.625000,-1.963031
HC_DIABLO_0061.wav,-60.095217,31.873499,1223.590403,2141.964286,-3.870652
HC_CALLE_0061.wav,-61.449163,34.286043,1088.286645,2095.905172,-2.123815
HC_BURRO_0061.wav,-63.473841,35.160222,1146.930559,2048.713235,-2.344395
HC_PIDIO_0061.wav,-62.040391,32.797992,1038.041521,2008.223684,-2.490167
HC_MANGA_0061.wav,-61.191254,35.513907,869.343332,1494.565217,-2.847802
HC_GANGA_0061.wav,-63.650648,35.397400,1174.477716,2344.907407,-2.602141
HC_ABLANDADA_0061.wav,-59.689600,32.676136,938.292076,1442.887931,-2.602538
HC_BARBAS_0062.wav,-61.668825,27.881224,1465.139321,2617.897727,-2.314764
HC_PERRO_0062.wav,-63.969925,28.232183,1226.295677,2047.991071,-2.603246
HC_PIDIO_0062.wav,-64.049811,28.887008,1210.239631,2085.714286,-2.836896
HC_BURRO_0062.wav,-63.567977,28.663747,1393.726766,2662.326389,-2.438537
HC_ABLANDADA_0062.wav,-63.543569,29.857709,1189.686301,2219.791667,-2.134028
HC_TOMAS_0062.wav,-61.859199,26.495927,1242.539481,2297.916667,-2.564918
HC_DIABLO_0062.wav,-62.559268,28.547979,1207.425607,2234.375000,-2.145176
HC_CALLE_0062.wav,-62.070625,27.974104,1201.453671,2159.482759,-2.820956
HC_MANGA_0062.wav,-63.053745,28.535137,1283.054207,2225.543478,-2.721855
HC_SOMBRA_0062.wav,-60.881051,25.462446,1019.067991,1804.878049,-3.473473
HC_GANGA_0062.wav,-64.300951,31.317319,1329.353288,2315.625000,-1.871130
HC_CARMEN_0062.wav,-51.657037,18.219720,419.972106,527.777778,-4.460936
HC_CARMEN_0063.wav,-60.321361,24.525368,1034.095982,1402.777778,-2.817128
HC_BURRO_0063.wav,-63.456113,29.999818,1142.354841,2302.083333,-2.436090
HC_ABLANDADA_0063.wav,-58.103279,23.325238,952.850816,1703.703704,-3.018140
HC_MANGA_0063.wav,-63.868183,27.011144,1135.096715,1875.000000,-2.649298
HC_PERRO_0063.wav,-62.967529,33.886629,1179.841902,1968.750000,-2.464810
HC_GANGA_0063.wav,-64.420540,25.543281,1238.130688,2422.453704,-2.129899
HC_PIDIO_0063.wav,-62.598263,33.395480,1291.109899,2533.717105,-2.101200
HC_DIABLO_0063.wav,-59.430496,27.422907,1017.897819,1766.891892,-3.550057
HC_SOMBRA_0063.wav,-63.416401,34.823505,1228.115191,2250.000000,-2.594716
HC_TOMAS_0063.wav,-63.550987,28.924971,1252.536754,2673.611111,-1.991286
HC_CALLE_0063.wav,-61.519952,32.064704,1007.946544,1713.068182,-3.151860
HC_BARBAS_0063.wav,-62.410271,28.013808,1084.995459,2062.500000,-2.810104
HC_CALLE_0064.wav,-59.658091,29.573230,958.523331,1496.875000,-3.431787
HC_CARMEN_0064.wav,-52.660258,22.331709,511.751739,657.894737,-4.746316
HC_PIDIO_0064.wav,-61.338149,25.822016,1491.157542,2724.537037,-2.027139
HC_PERRO_0064.wav,-63.465099,28.081088,1479.374202,2743.303571,-2.343806
HC_MANGA_0064.wav,-61.720332,32.239691,1389.619074,2529.761905,-2.351504
HC_GANGA_0064.wav,-62.228838,31.280693,1378.332033,2265.625000,-2.305340
HC_TOMAS_0064.wav,-62.839968,33.652182,1336.505685,2216.666667,-2.358196
HC_DIABLO_0064.wav,-59.433443,28.721562,950.179854,1700.000000,-3.195895
HC_BURRO_0064.wav,-62.534263,32.339529,1324.630911,2408.266129,-2.644532
HC_ABLANDADA_0064.wav,-61.293548,31.561712,1035.463669,1867.187500,-2.743965
HC_SOMBRA_0064.wav,-62.549646,27.956574,1369.765347,2536.057692,-2.280025
HC_BARBAS_0064.wav,-62.103240,30.731388,1494.335552,2740.489130,-2.371531
HC_MANGA_0065.wav,-62.834480,32.822529,1340.596504,2623.798077,-2.343624
HC_CARMEN_0065.wav,-62.713278,33.286396,1321.913035,2444.852941,-1.987644
HC_CALLE_0065.wav,-61.928122,33.704526,1304.793156,2387.695312,-2.571080
HC_DIABLO_0065.wav,-62.277459,31.866978,1765.263747,3392.578125,-1.193453
HC_PIDIO_0065.wav,-37.252234,7.133589,207.927921,218.750000,-2.560847
HC_GANGA_0065.wav,-63.743635,31.019665,1486.756838,2875.000000,-2.308319
HC_BURRO_0065.wav,-65.335140,34.662154,1648.966880,3253.906250,-2.032468
HC_TOMAS_0065.wav,-58.136322,26.508501,1055.638449,1771.484375,-2.714773
HC_ABLANDADA_0065.wav,-62.956532,31.897824,1263.253076,2391.129032,-2.377827
HC_BARBAS_0065.wav,-61.671321,32.730646,1111.290364,1973.958333,-2.131735
HC_SOMBRA_0065.wav,-62.466032,35.216232,1412.776233,2786.458333,-2.308361
HC_PERRO_0065.wav,-63.334429,33.944479,1389.643291,2826.923077,-2.070701
HC_MANGA_0071.wav,-60.651050,27.186277,2078.162877,4359.375000,-1.645793
HC_TOMAS_0071.wav,-58.842359,21.757367,1421.442915,2971.875000,-2.106847
HC_CARMEN_0071.wav,-54.020928,17.369203,1052.602218,2053.571429,-2.772153
HC_PIDIO_0071.wav,-58.765144,24.957682,1562.873279,3277.343750,-2.115126
HC_PERRO_0071.wav,-63.484618,29.841246,1729.062959,3895.474138,-1.682622
HC_SOMBRA_0071.wav,-61.032053,27.994964,1806.369545,3828.125000,-1.842006
HC_DIABLO_0071.wav,-61.430372,26.575354,2231.165794,4450.284091,-1.492743
HC_GANGA_0071.wav,-61.941293,24.176396,2125.985626,4554.956897,-1.578690
HC_BURRO_0071.wav,-60.815819,30.340228,1439.268142,3011.948529,-2.060593
HC_ABLANDADA_0071.wav,-59.883471,27.965599,1810.129878,3881.944444,-1.657493
HC_CALLE_0071.wav,-59.716903,29.830687,1625.133070,3451.612903,-1.853027
HC_BARBAS_0071.wav,-62.631125,30.527590,2203.190077,4669.341216,-1.343808
HC_PERRO_0072.wav,-63.375573,26.609106,1796.898539,3790.719697,-1.879847
HC_BURRO_0072.wav,-59.890946,31.956224,1675.043471,3552.083333,-2.022835
HC_CALLE_0072.wav,-60.178314,29.179464,1530.483207,3194.256757,-2.055629
HC_MANGA_0072.wav,-63.845721,35.412198,1453.737223,2759.698276,-2.398018
HC_PIDIO_0072.wav,-62.516044,31.423231,1511.865968,3162.109375,-1.987861
HC_ABLANDADA_0072.wav,-62.358846,34.078059,1148.494532,1962.500000,-2.751517
HC_GANGA_0072.wav,-63.049856,32.472182,1438.225805,2485.351562,-2.159352
HC_SOMBRA_0072.wav,-62.321798,27.837001,1684.265931,3666.424419,-1.767164
HC_CARMEN_0072.wav,-61.855789,34.806317,1304.829709,2406.250000,-3.017621
HC_BARBAS_0072.wav,-58.744016,29.261289,1509.882515,3058.125000,-2.363421
HC_TOMAS_0072.wav,-61.808744,36.514679,1761.955540,3576.562500,-1.416114
HC_DIABLO_0072.wav,-59.177797,29.253026,1714.024037,3327.761628,-2.033300
HC_BARBAS_0073.wav,-54.038846,24.231439,1148.332126,2304.976852,-2.380474
HC_CARMEN_0073.wav,-53.943860,23.958194,530.412910,802.083333,-4.684864
HC_GANGA_0073.wav,-63.130655,33.304530,1455.298149,2815.878378,-2.428022
HC_TOMAS_0073.wav,-62.446113,36.292725,1696.625130,3161.184211,-2.007243
HC_PIDIO_0073.wav,-53.148861,25.041640,1335.627622,2722.916667,-2.239422
HC_SOMBRA_0073.wav,-61.326963,34.087030,1407.903465,2897.265625,-2.125543
HC_DIABLO_0073.wav,-58.650320,26.934793,1165.233821,2185.319767,-2.294131
HC_PERRO_0073.wav,-57.658914,30.875039,1431.591837,2992.361111,-2.120071
HC_MANGA_0073.wav,-62.234010,32.566910,1514.302827,2701.508621,-2.278697
HC_BURRO_0073.wav,-51.987067,21.008629,1410.866999,3053.308824,-2.006691
HC_CALLE_0073.wav,-59.163494,32.701768,1143.470300,2129.981884,-2.399191
HC_ABLANDADA_0073.wav,-59.977583,30.951019,1072.871507,1945.535714,-2.683816
HC_PIDIO_0074.wav,-62.846308,32.930911,1476.036484,2683.238636,-2.517914
HC_ABLANDADA_0074.wav,-61.320231,29.514968,1146.786066,2141.666667,-2.313524
HC_CALLE_0074.wav,-62.941456,36.258958,1576.857811,2671.875000,-3.084974
HC_SOMBRA_0074.wav,-60.610048,28.643482,1459.015273,2597.656250,-3.479849
HC_BARBAS_0074.wav,-61.535516,33.476878,1610.756781,2994.959677,-2.685797
HC_MANGA_0074.wav,-63.714815,32.318600,1467.088567,2683.189655,-2.373659
HC_TOMAS_0074.wav,-62.731110,32.420353,1844.270278,3423.437500,-1.692613
HC_BURRO_0074.wav,-60.908216,29.830559,1333.286764,2230.034722,-2.401768
HC_CARMEN_0074.wav,-56.435051,25.216269,592.671130,985.197368,-3.332551
HC_DIABLO_0074.wav,-61.274066,30.548850,1628.019019,2769.531250,-2.829781
HC_GANGA_0074.wav,-63.625045,31.340280,1688.380747,3276.785714,-2.131352
HC_PERRO_0074.wav,-63.081036,30.617254,1389.231978,2468.750000,-2.356272
HC_ABLANDADA_0075.wav,-60.748700,31.783205,993.939991,1700.195312,-3.736718
HC_CARMEN_0075.wav,-62.710151,32.958171,1110.211452,2009.114583,-2.567953
HC_PIDIO_0075.wav,-60.356546,31.452727,1068.074201,1815.972222,-3.878207
HC_TOMAS_0075.wav,-61.907520,32.679887,1162.343973,2245.535714,-2.532457
HC_PERRO_0075.wav,-62.535206,33.982394,1472.712698,2775.201613,-2.933906
HC_GANGA_0075.wav,-62.598559,31.539933,1364.699405,2344.642857,-2.968147
HC_DIABLO_0075.wav,-61.367544,32.816046,1442.343277,2546.274038,-2.418525
HC_CALLE_0075.wav,-63.853360,36.089833,1492.414477,2634.821429,-2.027507
HC_SOMBRA_0075.wav,-60.891512,30.489490,1159.030151,1926.339286,-3.733788
HC_MANGA_0075.wav,-63.013710,31.756779,1419.296879,2628.125000,-2.712171
HC_BURRO_0075.wav,-62.642257,32.606239,1192.232768,1887.019231,-3.264918
HC_BARBAS_0075.wav,-62.765236,34.626587,1566.396887,2945.696721,-2.460825
HC_BARBAS_0076.wav,-60.396698,37.116772,830.588906,1407.012195,-3.225724
HC_TOMAS_0076.wav,-61.923816,40.726481,1183.452295,2264.802632,-1.984314
HC_CARMEN_0076.wav,-55.208708,30.960817,499.572669,628.125000,-3.062822
HC_MANGA_0076.wav,-55.872636,34.100850,1115.057711,2190.217391,-2.538014
HC_PERRO_0076.wav,-63.003900,35.950040,1203.906950,2352.022059,-2.207922
HC_DIABLO_0076.wav,-60.070869,36.421235,1134.213851,2255.912162,-2.874260
HC_ABLANDADA_0076.wav,-56.730785,30.864487,868.715265,1528.017241,-2.349215
HC_SOMBRA_0076.wav,-60.519505,33.578845,1002.027987,1599.431818,-3.248713
HC_CALLE_0076.wav,-61.284941,42.520403,1109.463188,2289.473684,-2.212349
HC_BURRO_0076.wav,-62.637690,38.014229,1148.302699,2285.714286,-2.538055
HC_GANGA_0076.wav,-62.294773,36.220146,1343.512115,2555.555556,-2.210629
HC_PIDIO_0076.wav,-59.414860,32.802219,1049.200262,2173.387097,-2.306969
HC_PERRO_0080.wav,-60.250073,24.742140,1741.991153,3651.620370,-1.905877
HC_GANGA_0080.wav,-61.208202,25.964273,1424.614887,3200.520833,-1.958329
HC_CALLE_0080.wav,-52.757814,23.695464,521.513565,819.196429,-2.827963
HC_PIDIO_0080.wav,-58.409160,22.598572,1453.091674,2960.685484,-2.208662
HC_SOMBRA_0080.wav,-57.597715,20.940369,1522.297682,3050.551471,-2.091138
HC_BURRO_0080.wav,-62.131517,27.188095,1408.613664,2867.456897,-2.029259
HC_DIABLO_0080.wav,-41.332291,10.423429,345.642660,428.571429,-2.948341
HC_BARBAS_0080.wav,-60.573762,26.623543,1189.711314,2358.035714,-2.130108
HC_TOMAS_0080.wav,-60.207061,29.369744,937.340397,1725.961538,-2.417605
HC_ABLANDADA_0080.wav,-56.376757,22.687065,1116.473117,2106.907895,-2.343197
HC_CARMEN_0080.wav,-50.312959,20.426116,467.009139,652.343750,-3.086981
HC_MANGA_0080.wav,-58.485318,27.570347,1363.497651,2968.750000,-1.980344
HC_CALLE_0081.wav,-61.118979,35.280239,1275.404153,2554.924242,-2.278783
HC_TOMAS_0081.wav,-61.641399,30.743913,1743.966184,3701.171875,-1.847436
HC_DIABLO_0081.wav,-59.025054,29.317886,1215.405137,2107.263514,-2.809820
HC_CARMEN_0081.wav,-48.758563,15.374609,308.451634,414.930556,-3.451356
HC_BARBAS_0081.wav,-57.683902,27.808615,1307.795442,2328.125000,-2.478279
HC_PERRO_0081.wav,-63.544063,35.663325,1190.828759,2107.758621,-2.170666
HC_SOMBRA_0081.wav,-59.487336,30.208520,985.287753,1599.085366,-3.872293
HC_BURRO_0081.wav,-63.988087,33.705918,1424.171412,2729.967949,-2.404660
HC_MANGA_0081.wav,-63.519980,31.121866,1246.107491,2445.601852,-2.148411
HC_PIDIO_0081.wav,-55.436479,26.042491,618.800220,995.535714,-3.032984
HC_ABLANDADA_0081.wav,-58.929387,27.565926,1156.140008,1980.603448,-2.783006
HC_GANGA_0081.wav,-63.821738,29.510897,1436.272522,2912.715517,-2.127152
HC_GANGA_0082.wav,-52.691019,25.261208,1773.080845,3807.870370,-1.696285
HC_TOMAS_0082.wav,-51.594814,25.381252,1680.848294,3615.808824,-1.867722
HC_SOMBRA_0082.wav,-60.018529,29.213272,1406.034739,2356.382979,-1.870882
HC_PERRO_0082.wav,-61.564538,35.170248,910.015481,1785.000000,-2.591377
HC_DIABLO_0082.wav,-58.698826,33.993587,1382.609304,2117.398649,-0.795686
HC_CARMEN_0082.wav,-23.298161,0.898511,576.976267,843.750000,-5.882196
HC_MANGA_0082.wav,-56.755816,29.741526,2137.313876,4762.500000,-1.391197
HC_BURRO_0082.wav,-63.068856,39.288785,1093.667883,2165.322581,-2.412378
HC_ABLANDADA_0082.wav,-28.392467,5.381785,277.213012,406.250000,-3.281657
HC_CALLE_0082.wav,-60.271489,36.652558,1268.791378,2157.327586,-2.931357
HC_PIDIO_0082.wav,-61.155914,34.191529,952.576372,1626.838235,-2.872727
HC_BARBAS_0082.wav,-59.019053,33.518394,1077.531562,1850.290698,-3.116090
HC_GANGA_0083.wav,-61.787705,24.877850,1530.785747,3244.612069,-2.093415
HC_MANGA_0083.wav,-58.348548,24.863404,1169.150035,2334.821429,-2.231869
HC_PIDIO_0083.wav,-59.036845,26.767189,1099.087081,2077.302632,-2.297264
HC_DIABLO_0083.wav,-60.896300,31.364366,1653.302853,3000.844595,-2.203497
HC_ABLANDADA_0083.wav,-57.722867,26.886031,1268.014773,2277.343750,-2.330564
HC_TOMAS_0083.wav,-59.198089,23.920344,1236.381506,2640.625000,-1.944468
HC_BURRO_0083.wav,-64.052211,32.863677,1457.993558,2614.224138,-2.223298
HC_PERRO_0083.wav,-59.770337,34.701279,1402.668725,2825.757576,-2.307996
HC_CARMEN_0083.wav,-32.247229,2.563886,284.375812,453.125000,-4.408367
