clip_id,seg_uid,set,pair_id,speaker_id,p_o25,p_q2a,p_q3o,p_af2,p_af3,p_kimi,p_o25t,p_q2at,n_repeats_in_483,first_manifest_row
agreement_323_a000472,a000472,agreement,33,323,0.0851620572518893,0.5926601172630735,0.0075775434974002,0.6109126837552802,0.3212940979239139,0.5919236771667262,0.0351536427149064,0.2226997796896336,1,516
agreement_323_a000484,a000484,agreement,34,323,0.0396530755840838,0.6076559029151749,0.0028012802707299,0.628856492817076,0.0851957990407565,0.810997357580752,0.0109885107383069,0.2094633176613105,1,517
agreement_327_a000550,a000550,agreement,35,327,0.2570092091359756,0.9461976062362808,0.3486416017307986,0.6231686808990897,0.7068561031953345,0.9781630222579104,0.132986012668839,0.6076633131361275,1,518
agreement_328_a000566,a000566,agreement,36,328,0.0675838340842951,0.0151899900724071,0.0015013334365758,0.6058584171739675,0.3781042608022537,0.4071436993612906,0.0446876672654444,0.0013887462453429,1,519
agreement_328_a000576,a000576,agreement,37,328,0.0759012249942615,0.2628403232577803,0.0024725918153201,0.5933066399023745,0.3491084667522138,0.2691471420082261,0.014959932017192,0.0005659746754139,1,520
agreement_328_a000572,a000572,agreement,38,328,0.0675796083984279,0.3960713522639236,0.0040699888391289,0.6030319871664523,0.3789577965338338,0.377729220185024,0.0103317017849439,0.006389048624481,1,521
agreement_329_a000594,a000594,agreement,39,329,0.0567016153866729,0.2393483771936337,0.0046096498974702,0.6312896217192172,0.0676323581138406,0.5302757814359795,0.0124346775194642,0.0042317671540549,1,522
agreement_332_a000647,a000647,agreement,40,332,0.96888487136522,0.999971805104764,0.9924212307240312,0.6193591613871224,0.9902938483660386,0.991495148550851,0.9973683274401896,0.9999790458517382,1,523
agreement_332_a000650,a000650,agreement,41,332,0.6227374479025722,0.9986113548983548,0.8670199404104981,0.6292115135032232,0.5928330313940131,0.9922006954162196,0.9284166786749916,0.999464188938616,4,524
agreement_338_a000814,a000814,agreement,45,338,0.8178452471817252,0.998567344857142,0.8519473647940888,0.6085996643882081,0.5927798363946606,0.996314972585946,0.957915661250436,0.9982723781707054,6,528
agreement_340_a000855,a000855,agreement,51,340,0.0637556811385089,0.5156198235187455,0.0031730668891249,0.6237632365912412,0.6518471312808083,0.4954576681085252,0.0103300376139377,0.0061937347757432,1,534
agreement_345_a000951,a000951,agreement,52,345,0.6795804214568947,0.9998403118307227,0.9465884151580825,0.6446255459344082,0.9401104378390432,0.9789674892905376,0.960366031967679,0.9997197497553936,2,535
agreement_345_a000943,a000943,agreement,53,345,0.5314980088215091,0.9980120421329008,0.9525634414728292,0.6359428715427309,0.8357695867663248,0.9737981857851696,0.6926689767704001,0.9942686816701668,3,536
agreement_345_a000937,a000937,agreement,54,345,0.1646048719175996,0.9891801412853448,0.0534042117977608,0.6860910894839446,0.4079067738875649,0.8145841017399801,0.1067091558083044,0.0323460889544239,4,537
agreement_345_a000938,a000938,agreement,57,345,0.1128515201660437,0.9949391885356108,0.0534076233892135,0.6149268153623751,0.6516860313164317,0.7974651227247012,0.0600955235571608,0.0100139256723501,3,540
agreement_346_a000977,a000977,agreement,64,346,0.4845614381357363,0.9970418565287203,0.6791366376015353,0.6136908477403292,0.6516946423074794,0.815868114852419,0.5622111973557619,0.9956000587550006,3,547
agreement_346_a000969,a000969,agreement,65,346,0.6793854660838556,0.9994428299668666,0.835476281413421,0.6276628821658001,0.7557728294865045,0.9788781500517336,0.9867819972092914,0.999913833632586,3,548
agreement_346_a000962,a000962,agreement,67,346,0.6228888908948623,0.998764717702314,0.9796624347918234,0.6299928452464822,0.914975149112506,0.9663928445860116,0.8080926618482757,0.9984386149710563,1,550
agreement_346_a000979,a000979,agreement,69,346,0.2570168986083596,0.99346057899963,0.0420917725792782,0.6102459344177389,0.4697702715116741,0.4054243557521291,0.2018448769977837,0.0261552385557925,1,552
agreement_346_a000973,a000973,agreement,71,346,0.9797003434274556,0.9993537190149342,0.9924214062783508,0.6027406860595187,0.9959301419822368,0.9887845232829112,0.9959291770269852,0.999862318811745,2,554
agreement_346_a000980,a000980,agreement,74,346,0.2020264928397044,0.923034887495485,0.4378224705673427,0.6222527481647575,0.4111069295910068,0.9618064653073216,0.3486876822647587,0.8558201860731095,1,557
agreement_347_a000994,a000994,agreement,75,347,0.0851763675226166,0.9770222353911716,0.7772850975237181,0.6670927152181829,0.0962690207018331,0.832802068295637,0.6654630867169351,0.971774458830238,4,558
agreement_348_a001012,a001012,agreement,79,348,0.8269264182237566,0.9997965434808084,0.9978153619769864,0.633153832135795,0.9796752970916816,0.987315509054702,0.9669132455340308,0.998943014112466,2,562
agreement_348_a001010,a001010,agreement,80,348,0.8993097657770057,0.9997304968263916,0.9859345975684888,0.6139373963391116,0.9669281345084522,0.9939022779644734,0.9820204110210196,0.9993975748315996,1,563
agreement_348_a001011,a001011,agreement,81,348,0.8742241934047074,0.9997565130551388,0.998673468997648,0.615033201651503,0.9770294346066876,0.9951256556948886,0.99087431722346,0.9998259634725236,4,564
agreement_354_a001133,a001133,agreement,86,354,0.5317319974809771,0.9996199741047804,0.7981771770502398,0.666870495800171,0.652295666142108,0.9834053261539386,0.5775509059018297,0.9826824234892356,3,569
agreement_362_a001267,a001267,agreement,89,362,0.4692959046205192,0.9987933444720228,0.4378130798744382,0.6660731131413696,0.4649454144125364,0.9923502857333528,0.1403551094168568,0.9992676379284764,4,572
agreement_362_a001270,a001270,agreement,91,362,0.9326199009277032,0.9996539654975052,0.9971980289183522,0.6558497365991933,0.9740811539776728,0.9832765216356656,0.9914212535598614,0.999728358487377,2,574
agreement_363_a001277,a001277,agreement,95,363,0.0503742073897285,0.4765871711602291,0.0052202108398968,0.6207897337946894,0.680805301235801,0.2021629301658188,0.0179892952762776,0.1151678674754872,5,578
agreement_363_a001280,a001280,agreement,96,363,0.0637520973855538,0.1755416451646795,0.0031726888959015,0.608196829353844,0.0762436486008657,0.1377997746878681,0.0149598842812712,0.0002050613129772,2,579
agreement_364_a001342,a001342,agreement,102,364,0.1067737050248976,0.0004619725850748,0.003594021987025,0.5931129572313036,0.148149441217239,0.4992747281949585,0.01691868974802,0.0010485738543095,1,585
agreement_364_a001307,a001307,agreement,103,364,0.0534224301649957,0.0797845834218639,0.0046098687782749,0.5961243730740617,0.2023313524353299,0.375926156169263,0.0179879645658995,0.0064890550019072,1,586
agreement_364_a001349,a001349,agreement,104,364,0.1192863331542515,0.94966871493466,0.1192104979221995,0.6158855623763319,0.7773938346917361,0.8664966050422835,0.0758734680933264,0.3073585948288086,1,587
agreement_364_a001315,a001315,agreement,105,364,0.1481271765170289,0.8489664653806629,0.0203337998277281,0.5368158123405311,0.4074821882455968,0.17133675488291,0.02596400310158,0.3775342752501666,1,588
agreement_366_a001434,a001434,agreement,106,366,0.1330729234362516,0.9909443346464338,0.3775463643306498,0.6096060156321547,0.3493105956390985,0.3208723195251449,0.1919542811203496,0.9437620017301696,1,589
agreement_366_a001403,a001403,agreement,107,366,0.0716489704049874,0.7431633217375483,0.0075776691568225,0.4358664258855556,0.3497954306414746,0.2217670713229212,0.0330920038639922,0.5195089796071616,1,590
agreement_366_a001432,a001432,agreement,108,366,0.0534524004891287,0.9746267246927603,0.0109878647228855,0.5820981019810058,0.0534882396258285,0.148755504740446,0.0373336234515933,0.4224928972572827,1,591
agreement_366_a001410,a001410,agreement,109,366,0.0901558854126697,0.6187725154076453,0.0085781952194956,0.5049624067708177,0.2698579733040002,0.0567871319096548,0.0259626010545053,0.0685372944015169,1,592
agreement_366_a001402,a001402,agreement,110,366,0.0954371334716123,0.8459364112844979,0.0179876379090863,0.5408634724108673,0.7312105533403608,0.1201108655590077,0.0293225210625862,0.5660180984225591,1,593
agreement_367_a001465,a001465,agreement,111,367,0.5004590282501838,0.998918252651862,0.7981753775817623,0.628743482811114,0.5931174673357339,0.9311117125545584,0.6927114918176225,0.9961456716362416,3,594
agreement_367_a001453,a001453,agreement,112,367,0.4380761871130573,0.9993537421450324,0.984090372946094,0.6688218585700896,0.680115973934357,0.9833696220016755,0.98087973021332,0.9998043439092406,1,595
agreement_367_a001463,a001463,agreement,115,367,0.4381715737671173,0.9950942527698118,0.9796630121698254,0.6834473775026565,0.6235323887695944,0.9556836995610568,0.766334091674722,0.9993383593497378,1,598
agreement_367_a001468,a001468,agreement,116,367,0.8177127046230167,0.9998655200754072,0.974038959086976,0.5924376964197637,0.9579467215870152,0.9143975364715906,0.9724194598804168,0.9999369664004724,1,599
agreement_369_a001513,a001513,agreement,117,369,0.1404878054770951,0.4416699731737782,0.1329749995510949,0.5949135864623124,0.6797286274343939,0.2043694590268498,0.0191295456872008,0.0550073821646638,1,600
agreement_369_a001529,a001529,agreement,118,369,0.0140724050491231,2.627902755064321e-05,0.0006263723439167,0.6565511588782377,0.0085812055756982,0.0618227871959213,0.0124339251107351,0.0002737668049193,1,601
agreement_370_a001564,a001564,agreement,119,370,0.0637416770975032,0.9929332650252752,0.0035939949651836,0.5680127594595628,0.1825153010136176,0.2689483842145067,0.0169183088165529,0.0016876915525605,1,602
agreement_370_a001544,a001544,agreement,120,370,0.1067658596525508,0.9934098319405984,0.0179876237557687,0.5985645833611994,0.2452066146668988,0.3208668804533547,0.1329926747071547,0.9752008349094416,1,603
agreement_370_a001542,a001542,agreement,121,370,0.1009267948588162,0.978050901960546,0.0675513607639186,0.6608000084089041,0.5928101352232749,0.8799084979055394,0.0716069406715106,0.7772979484925296,1,604
agreement_374_a001662,a001662,agreement,122,374,0.0566789193646763,0.8807943322119054,0.0066934562811399,0.6560168685562606,0.1825263667508274,0.5287832381020775,0.0244278232216473,0.041154379260077,4,605
agreement_374_a001656,a001656,agreement,124,374,0.1009818150720577,0.2393528104227807,0.0031728673170489,0.6129970439576536,0.3526045238765708,0.1348391275273433,0.2814530353592159,0.7248684326907731,2,607
agreement_374_a001664,a001664,agreement,125,374,0.1067603184409738,0.9866728611855844,0.0159080155738781,0.5589100506660164,0.6516501069045818,0.467747044219355,0.1329951249482909,0.4610135317759655,1,608
agreement_377_a001749,a001749,agreement,129,377,0.3632394786043887,0.8092726199514267,0.5621754399037228,0.6141092839671453,0.7064201441164315,0.9966090253652424,0.1009004026228753,0.8688024492092149,4,612
agreement_377_a001759,a001759,agreement,130,377,0.955424536915524,0.9988394540431992,0.9924205174968111,0.6405541800506587,0.8533374744680076,0.9792091263102743,0.7879782084211777,0.90665481496639,3,613
agreement_377_a001761,a001761,agreement,134,377,0.1330876983375054,0.9629509770758788,0.0097093835043478,0.6016455954220348,0.1068092626760204,0.7761172755937827,0.0330927599343985,0.0618799628567004,1,617
agreement_377_a001758,a001758,agreement,137,377,0.943367793931614,0.9999239644689268,0.9997037029726829,0.6164437800034848,0.9924255496971424,0.9858087022687304,0.9850429786747876,0.9999384120462348,1,620
agreement_378_a001773,a001773,agreement,138,378,0.0803995986197853,0.5156132574420892,0.0066934398573089,0.5998742001725171,0.4693110198863427,0.648108973439091,0.0293164203916644,0.0715922787236623,1,621
agreement_379_a001810,a001810,agreement,139,379,0.0637448079007565,0.9951700248989264,0.0124329170417464,0.5925870546890172,0.201988512656152,0.2933999912346908,0.245120950747843,0.9005245642447613,1,622
agreement_379_a001818,a001818,agreement,140,379,0.1009453475693613,0.9173008971569102,0.0159073202091799,0.5986075218044115,0.5316236563150489,0.1336650767392648,0.0534128082731954,0.592668157805871,1,623
agreement_379_a001816,a001816,agreement,141,379,0.0566862203110793,0.6859441704852314,0.0097082384808075,0.5986958727584512,0.32104469339654,0.29419732536941,0.0132263013673173,0.0109024747785319,1,624
agreement_381_a001879,a001879,agreement,142,381,0.3632545371180889,0.9943579608206724,0.2227095640638806,0.6177189050881803,0.5313522072988922,0.7543812824317961,0.3346485859736807,0.8479686024561569,6,625
agreement_381_a001892,a001892,agreement,144,381,0.4691002583302413,0.9996316838720404,0.6513515079330331,0.6674155853471738,0.4689744552723868,0.9568951311946734,0.3346215492939798,0.7606505317212247,1,627
agreement_381_a001882,a001882,agreement,146,381,0.4380134976455494,0.9988751755431764,0.9148931084896544,0.629215171499165,0.4380072763735317,0.903843094197042,0.5775608061604819,0.9674104662651144,1,629
agreement_381_a001887,a001887,agreement,147,381,0.7664485766338268,0.9964062911066328,0.982009220159953,0.648092802705137,0.7983532038773795,0.991296566713172,0.7981995456307467,0.993202256388082,1,630
agreement_382_a001916,a001916,agreement,151,382,0.0351667632606499,0.2254149659074774,0.0024728483509116,0.5725510077600446,0.2231416089845301,0.5618977154121636,0.033094738079187,0.0004995239180267,1,634
agreement_384_a001974,a001974,agreement,152,384,0.3211472004688412,0.974238990558188,0.7057446409395866,0.6200300453866949,0.6802679371263751,0.7646430732279236,0.3775761767496681,0.7201703755803865,3,635
agreement_384_a001978,a001978,agreement,155,384,0.5003593973194969,0.9992902948655352,0.9046271307772844,0.6619403280752287,0.8671253995144069,0.997100487226706,0.4378834243271016,0.993995822980241,2,638
agreement_387_a002035,a002035,agreement,157,387,0.1067541588779104,0.8198908598769811,0.0229797238589655,0.6242216989827891,0.4387414778883263,0.2948154838064106,0.3630402483544673,0.94815238494929,1,640
agreement_392_a002117,a002117,agreement,158,392,0.133045409245714,0.6654004266612631,0.0203335079995674,0.6311490206356007,0.3216602746328207,0.9461038225186528,0.0396470416337857,0.0037365246689249,3,641
agreement_403_a002307,a002307,agreement,161,403,0.0759294019011914,0.4225002099041791,0.017987976506669,0.6616439110654777,0.5002744219839936,0.981552145145478,0.0179898791648587,0.0267598947785038,1,644
agreement_403_a002318,a002318,agreement,162,403,0.1825618835833467,0.592655442715768,0.0373280972161663,0.6517054396097492,0.469691680102137,0.9902362331504244,0.0373346834887677,0.0007734538642057,1,645
agreement_404_a002325,a002325,agreement,163,404,0.1404273255937259,0.3174326475100431,0.0109877039257653,0.6219745652921421,0.7060847004034763,0.3484436502718263,0.2227558646007147,0.7865987967446418,2,646
agreement_405_a002361,a002361,agreement,165,405,0.6928887700003736,0.9968271801532466,0.9241271731580096,0.6553354300127163,0.7107398542715122,0.979524474812044,0.4844430320499581,0.9795110961050172,5,648
agreement_405_a002365,a002365,agreement,166,405,0.5625253482671421,0.9908029459161553,0.7549014081748912,0.635242844798653,0.6226024338605345,0.9857535742009124,0.5467765457963871,0.511726980155131,2,649
agreement_405_a002369,a002369,agreement,167,405,0.7551307404603695,0.998338465428643,0.9740372495195794,0.6623583293709057,0.9047787835265072,0.9977802337135692,0.546781131061575,0.7549017247496737,1,650
agreement_405_a002370,a002370,agreement,170,405,0.2229478431845882,0.986361634436528,0.9820088248079468,0.6116695313228349,0.7780156302734506,0.9873735167040364,0.6792057479336826,0.979818623187984,4,653
agreement_405_a002376,a002376,agreement,171,405,0.7665665475686282,0.9997782952304328,0.9964043458149664,0.6517740861383217,0.8933376921935902,0.991292277729133,0.928423120181773,0.9994384618115296,1,654
agreement_406_a002403,a002403,agreement,178,406,0.0901412182333575,0.8887551314797224,0.2227014703286741,0.6398166910738676,0.7064344423164455,0.9819462157371146,0.0351514619959886,0.6959444342387513,1,661
agreement_406_a002396,a002396,agreement,179,406,0.1330465009540129,0.9207871179323852,0.0085778362210283,0.6192979292175547,0.0959100041360652,0.5613385617588935,0.0132251765872707,0.0587797955325236,1,662
agreement_407_a002414,a002414,agreement,180,407,0.1128461158087709,0.945398821282172,0.0851032413235329,0.639789694752252,0.469047287702018,0.5590120680360049,0.1128149551865737,0.6150941546773073,1,663
agreement_408_a002449,a002449,agreement,181,408,0.1067524207404096,0.4378202979754909,0.006693718676381,0.6240485896572122,0.164796646915609,0.8096401512391294,0.0132247523592764,0.0012257344177625,1,664
agreement_411_a002524,a002524,agreement,182,411,0.173452379386041,0.2628261187588009,0.020333508619182,0.6328590507540556,0.4387946191460617,0.4641290974130627,0.0275907265259234,0.0009111753379848,1,665
agreement_411_a002530,a002530,agreement,183,411,0.1128492118863234,0.9546442750344138,0.0179878861546541,0.6010954377447758,0.5003602079360072,0.9576178992657004,0.042098622732963,0.9906594169137226,1,666
agreement_411_a002503,a002503,agreement,184,411,0.0351657971607354,0.9817341298338657,0.0140646980085614,0.5368240699034547,0.1067980394744084,0.2690676796089227,0.0229830810806603,0.6370033733435759,1,667
agreement_414_a002591,a002591,agreement,185,414,0.852078686014451,0.999774795652977,0.9770185706091512,0.6424925605477235,0.817702630026212,0.9988018641396712,0.59270837841638,0.5774902418930073,3,668
agreement_414_a002596,a002596,agreement,186,414,0.6516785767114779,0.9992790579275066,0.9902883156844404,0.6100851634096806,0.9325059485500328,0.9889670489531196,0.6792210699376051,0.9437591815397792,5,669
agreement_414_a002593,a002593,agreement,189,414,0.887337248967269,0.9999646364942228,0.8354761206221862,0.6453344142683421,0.7984561761978279,0.993169477952569,0.9940893421198892,0.999907553736161,1,672
agreement_414_a002590,a002590,agreement,193,414,0.8935284515908354,0.999930222302832,0.9890100421754984,0.6168892508815199,0.9241540339407504,0.9818387971658458,0.9603671921554148,0.9999215507619514,1,676
agreement_414_a002588,a002588,agreement,195,414,0.743455838487987,0.9999023641483638,0.9706850672641604,0.6356886663413597,0.777434257933065,0.9923909339555844,0.5622315797463393,0.9949394070998266,1,678
agreement_415_a002605,a002605,agreement,196,415,0.1561969800747586,0.9787107873111424,0.0085781119416065,0.6244641342916367,0.5315838043502593,0.7536366528002382,0.0373362421668938,0.0797867234851244,2,679
agreement_416_a002627,a002627,agreement,198,416,0.0851670949287407,0.7431649797545518,0.0046100031085657,0.5418764474901089,0.6797076588514802,0.1834575021047806,0.0566666600147577,0.640630662842573,1,681
agreement_416_a002638,a002638,agreement,199,416,0.056699437972735,0.8688272862169246,0.0046097458435864,0.5477961866718846,0.3488433703088143,0.4056736802249758,0.0311519049525512,0.0013149886387421,1,682
agreement_419_a002698,a002698,agreement,200,419,0.0601194903928487,0.3775407577287972,0.0159082623797374,0.6390238150458541,0.8670802955129169,0.8928368147682302,0.010329773973316,0.0427239908534331,1,683
agreement_419_a002697,a002697,agreement,201,419,0.0447033974044,0.1441511891712442,0.0011696649894054,0.6312519201999134,0.4382432988692164,0.4948549785125592,0.0293164294852476,0.0038547126599128,1,684
agreement_419_a002701,a002701,agreement,202,419,0.0851392732222126,0.685932572396313,0.0140652897565408,0.614687173179307,0.3777251884378907,0.9396290756934094,0.0420946749014306,0.0039456982500039,2,685
agreement_419_a002712,a002712,agreement,204,419,0.0396768781356837,0.0054696634138569,0.0013250450619213,0.6366401467023196,0.1661705125145542,0.184846403428548,0.0043323966801724,5.3496822066730536e-05,1,687
agreement_420_a002738,a002738,agreement,205,420,0.2228907660941639,0.993148777599256,0.3775406342560427,0.7338328654520101,0.6515373725124236,0.9384835936539436,0.0275913243028917,0.0177139316667817,2,688
agreement_420_a002740,a002740,agreement,206,420,0.2122177777340489,0.9802798624053696,0.1824301132359699,0.6570373462988862,0.6520708214977092,0.9921529010220846,0.0600983134952359,0.147063142501264,1,689
agreement_423_a002821,a002821,agreement,208,423,0.2943891020644428,0.9987255731189288,0.8519071480095326,0.6580093269370135,0.9048322602004368,0.9900357808140724,0.2337518396636615,0.9284033985933332,3,691
agreement_424_a002846,a002846,agreement,211,424,0.025969317154273,0.0018823431039521,0.0015013629285053,0.6403299536901258,0.04773507611715,0.2228123022658449,0.0275891725471561,0.0008104101774309,1,694
agreement_424_a002826,a002826,agreement,212,424,0.1260621522907126,0.5195254798306294,0.0031729005784713,0.6001623024732924,0.4710319934903202,0.560152809139524,0.0446938484829311,0.0179873971372982,1,695
agreement_424_a002827,a002827,agreement,213,424,0.0954035088908893,0.307358385788,0.0420919415143925,0.6020573039122126,0.3778943552583152,0.323566347301848,0.0293188425289897,0.6261257596081294,1,696
agreement_426_a002894,a002894,agreement,214,426,0.5159531103598681,0.9984869632780564,0.9740350947412656,0.6369703525295247,0.8933888202139119,0.975736252013336,0.3073989205820294,0.9553162410326504,1,697
agreement_426_a002895,a002895,agreement,215,426,0.8597738836883126,0.9998736684285644,0.9980721965231596,0.6841002874687904,0.9579574165584056,0.9607950716310693,0.975580472969791,0.9996345191477016,3,698
agreement_429_a002951,a002951,agreement,218,429,0.2338303648024916,0.9539651464283938,0.1645209027678256,0.6661951857197029,0.6229166031728436,0.4685250624766016,0.2227459927398416,0.6619130606871512,2,701
agreement_430_a002960,a002960,agreement,220,430,0.1330471321623415,0.6478012916754952,0.00757800232552,0.6717211753410063,0.294678096365649,0.2690911283766143,0.0169184040496068,0.0538018371522337,1,703
agreement_430_a002978,a002978,agreement,221,430,0.1481248682722949,0.8031702689777136,0.1824315561172091,0.6763226081652239,0.3784174636790868,0.8336624950130181,0.0330919742512925,0.9449902608812308,2,704
agreement_430_a002968,a002968,agreement,222,430,0.1825088194070608,0.168868006238989,0.0293144864242515,0.6064418584730211,0.3210502010327341,0.1658646291545004,0.1824591474635223,0.0376145000446994,2,705
agreement_431_a002994,a002994,agreement,225,431,0.2122334836523572,0.8652199931315431,0.1192110380699769,0.6383863206835072,0.5005887135290867,0.9728061913978004,0.1480710118112974,0.4301478926933736,2,708
agreement_432_a003009,a003009,agreement,227,432,0.1481649341531748,0.1097093911970786,0.1192076942689402,0.6777036239045526,0.4075482577131232,0.4676455136052859,0.022982514570643,0.0665737864080432,1,710
agreement_434_a003064,a003064,agreement,228,434,0.1645844817119134,0.9458007943008834,0.0851085876765551,0.6481110056160507,0.4081504680663155,0.8908538362734402,0.0275882420954569,0.0780807639814983,1,711
agreement_434_a003036,a003036,agreement,229,434,0.0447016015727955,0.9161091736867962,0.0097091028261397,0.638181555929176,0.3214379232488855,0.5278850549044751,0.0275901667921789,0.5350968681789049,1,712
agreement_434_a003058,a003058,agreement,230,434,0.1733968406828047,0.7634826300542978,0.1824317422123557,0.6374489528474401,0.4081105874360717,0.2945058032333295,0.5312679422469294,0.9536169283523072,2,713
agreement_436_a003091,a003091,agreement,232,436,0.1404442023299463,0.9746279974289462,0.0851041040928804,0.5793797107021419,0.6234995991307182,0.8146757212565306,0.0637358675903097,0.7606523848199096,1,715
agreement_437_a003112,a003112,agreement,233,437,0.1563341748542957,0.9985560587615055,0.2450921899256138,0.6322411619284067,0.5629568583316815,0.6466432406697431,0.035154787264116,0.1778187349884423,1,716
agreement_437_a003120,a003120,agreement,234,437,0.0601251985835021,0.9449935745640208,0.0140652550910027,0.6757721000541103,0.1481374904582349,0.7764184984910923,0.0179934265583424,0.2845790195479616,1,717
agreement_438_a003142,a003142,agreement,235,438,0.173415056037307,0.915501888853426,0.0229800812867013,0.6233722455574428,0.407663760573032,0.9234835047784892,0.1192273576406817,0.3738447724145554,1,718
agreement_438_a003133,a003133,agreement,236,438,0.0503684276915144,0.9046480893407118,0.0059121312216828,0.6379795349403303,0.5340666620433263,0.6504798667840914,0.0420966572379849,0.0913837656736381,1,719
