clip_id,seg_uid,set,pair_id,speaker_id,p_o25,p_q2a,p_q3o,p_af2,p_af3,p_kimi,p_o25t,p_q2at,in_distinct_set,n_repeats_in_arm
conflict_314_c000296,c000296,conflict,21,314,0.1404163944027208,0.0417766204107523,0.0124342225950589,0.6199106782898084,0.0534349033931467,0.3732611951805509,0.0566606303634087,0.0632513099721332,1,1
conflict_314_c000312,c000312,conflict,22,314,0.7775323345319627,0.9986851773253852,0.4378312542100968,0.5716411152360249,0.979694750530514,0.815392428277179,0.4688403306331291,0.961535530057238,1,1
conflict_314_c000325,c000325,conflict,23,314,0.1330827369687064,0.9759449861432238,0.029315409509221,0.6394164141374492,0.2452457592567737,0.7050819528843276,0.1733134710241166,0.839721003759847,1,1
conflict_315_c000333,c000333,conflict,24,315,0.2338562831053796,0.9951322351781424,0.7057307469456995,0.6964074749455498,0.5627323596099743,0.9292748709787944,0.2451109011742276,0.9746245777419,1,1
conflict_315_c000335,c000335,conflict,25,315,0.1825850440277012,0.9980880328989048,0.5621746378744584,0.7109541167047068,0.2456452881734404,0.9633789515253384,0.1824509278269593,0.5234219529198841,1,1
conflict_315_c000337,c000337,conflict,26,315,0.3347761291714604,0.9975464852124962,0.835462457916004,0.7123240431083039,0.6525243418467523,0.9305075758783684,0.2568571984003618,0.9546473632384044,1,1
conflict_315_c000344,c000344,conflict,27,315,0.5625022315886767,0.9991831995256608,0.979659507445763,0.7096962429487355,0.7986040843026305,0.9939690430487224,0.7982226153383376,0.997676664413298,1,1
conflict_315_c000345,c000345,conflict,28,315,0.3632267315437957,0.9979330642801628,0.6224456429132144,0.6491149698974048,0.5034730033267437,0.9913336681337416,0.3346309425735966,0.9763082134869636,1,1
conflict_318_c000389,c000389,conflict,29,318,0.334924726158363,0.989590920799722,0.2689240683921209,0.6158865082869487,0.4385640463905954,0.6769416168188345,0.5467935203247858,0.7772837502011263,1,1
conflict_321_c000428,c000428,conflict,30,321,0.0804309329206933,0.9262962344719656,0.0040703879852551,0.629925886506777,0.4691271152953684,0.4989960870943999,0.2451235365075518,0.1540591208074198,1,1
conflict_321_c000434,c000434,conflict,31,321,0.0901496489153515,0.7799868341342071,0.1645269717956146,0.602910577151717,0.8808642791809966,0.9923673190327732,0.0259635566629403,0.0002780691053783,1,1
conflict_321_c000441,c000441,conflict,32,321,0.2815888126916551,0.9407881945855548,0.2942216347410883,0.6175482653668617,0.8178080100319653,0.9764996156963828,0.1403651376728208,0.0010163833377533,1,1
conflict_323_c000475,c000475,conflict,33,323,0.1825888200984487,0.9813097797946022,0.0075777072661764,0.6050799031861286,0.2241897302093985,0.32063928659852,0.3487042950469439,0.6039278988071008,1,1
conflict_323_c000480,c000480,conflict,34,323,0.4690856884436228,0.9972636666602794,0.4999863425044275,0.5689256656251722,0.7312217955530588,0.8581305851193297,0.8176249849256522,0.9967519864552662,1,1
conflict_327_c000548,c000548,conflict,35,327,0.2570368088988444,0.9976946507118144,0.1192127675875571,0.630572617557121,0.8672258703871142,0.8665781845292678,0.4688417405147979,0.3702280878019753,1,1
conflict_328_c000562,c000562,conflict,36,328,0.1128983396703313,0.9946147640866289,0.0259590443659677,0.417636816196647,0.2483241843252832,0.4622647273660074,0.2018307052757224,0.8976849635551847,1,1
conflict_328_c000563,c000563,conflict,37,328,0.531341778335258,0.9960543788525184,0.1824306461869494,0.5773118385066571,0.5933401769004956,0.4066203071264423,0.5000495652969114,0.9702385831293528,1,1
conflict_328_c000564,c000564,conflict,38,328,0.1404087545964041,0.9862571316314906,0.0953552957284911,0.6246647005823337,0.378232241928149,0.7962596757545339,0.4073724127760381,0.95915303780415,1,1
conflict_329_c000589,c000589,conflict,39,329,0.0901684959231127,0.8714656891338011,0.1824263692002958,0.6930516988246119,0.2019763374307827,0.7545276050013796,0.0803672958735102,0.9251960463234687,1,1
conflict_332_c000642,c000642,conflict,40,332,0.3211562279576441,0.9700110011685982,0.5926331234988054,0.6529236263906386,0.6524302487894391,0.9914059459482296,0.0420979339667556,0.1510352600595803,1,1
conflict_332_c000644,c000644,conflict,41,332,0.0804199016063847,0.9284045939158818,0.9241334991496182,0.6799849764916024,0.1662839403991108,0.9940439615172684,0.0637273167686207,0.5389861866295161,1,1
conflict_332_c000649,c000649,conflict,42,332,0.978427005323695,0.9993279753391502,0.9890107594081978,0.6314041539551329,0.8519717648524112,0.9930761946016176,0.9875716825781612,0.9996873679432742,1,1
conflict_332_c000654,c000654,conflict,43,332,0.1404228334071924,0.9973059341785118,0.2226962008939547,0.6640199475127916,0.245279981718141,0.981685436638362,0.1259480527331459,0.9936114143029852,1,1
conflict_332_c000656,c000656,conflict,44,332,0.0534569245083168,0.4960789683458186,0.0075775488395925,0.5690004820529966,0.3223694931959563,0.4066383655235613,0.1561337350262553,0.9019222165028312,1,1
conflict_338_c000810,c000810,conflict,45,338,0.1562888906371046,0.9403500139887632,0.132968555640726,0.600977176642538,0.5315663218557588,0.4072327022438727,0.0566677328695273,0.7310539103052551,1,1
conflict_338_c000820,c000820,conflict,46,338,0.0567151312862712,0.8871996451998907,0.0159090368183149,0.6179732081491717,0.3791204925721208,0.8792256556080925,0.0420965733494647,0.1871214082005143,1,1
conflict_338_c000821,c000821,conflict,47,338,0.7059161724470875,0.9952809477174852,0.0474302379421024,0.4242352554306345,0.3210095216462163,0.9507819916269592,0.8439164123888242,0.99885740999971,1,1
conflict_338_c000822,c000822,conflict,48,338,0.0954333248465167,0.9461969643726752,0.0179875208185471,0.6265067514965456,0.3488086010471606,0.8510757011991795,0.0420980926155601,0.0076369792894004,1,1
conflict_338_c000824,c000824,conflict,49,338,0.0675910112242705,0.0695435429204465,0.0015013231020448,0.6117463466492232,0.1826237221717518,0.9623667004151498,0.0169179282407205,0.0001700047487403,1,1
conflict_338_c000825,c000825,conflict,50,338,0.0566743823014733,0.566014314794203,0.0097092203295715,0.5751741906435455,0.1646246734534292,0.5599870381449435,0.0216184994151434,0.0067980849504031,1,1
conflict_340_c000847,c000847,conflict,51,340,0.192138205432671,0.9966493506200912,0.1192064982928376,0.6674628066857315,0.4699427471526438,0.6782816998555906,0.4844253550534177,0.6926405795359447,1,1
conflict_345_c000931,c000931,conflict,52,345,0.0601479692891768,0.8962463629160244,0.0021826982999841,0.6211382227832558,0.6846988732613324,0.8654482298503279,0.0474386439750234,0.6460124063786566,1,1
conflict_345_c000932,c000932,conflict,53,345,0.1009626521737716,0.5117105712178885,0.0330891486793129,0.6461471260521169,0.5036298498918358,0.3758199477236993,0.0851262733900749,0.7662865393631251,1,1
conflict_345_c000935,c000935,conflict,54,345,0.3347742412740395,0.9964340400577688,0.2942155124571337,0.6526530305171775,0.5930565571459477,0.8665492532241157,0.1192275367373514,0.9960542842965244,1,1
conflict_345_c000939,c000939,conflict,55,345,0.1404323205338872,0.9546428849066576,0.1480442211363042,0.6274931901408874,0.4692107984140728,0.983766151743828,0.0675607325243871,0.0081253556328583,1,1
conflict_345_c000940,c000940,conflict,56,345,0.0675818528288641,0.6859406720408012,0.0052207325010667,0.6676160771103297,0.164741646050689,0.4682976084159187,0.0097106892315171,0.0002360093864673,1,1
conflict_345_c000941,c000941,conflict,57,345,0.1192791775147346,0.2689442994086001,0.0179885147070792,0.6575351087112649,0.6226367391041031,0.6491139208472344,0.090107117719493,0.6723216131771274,1,1
conflict_345_c000942,c000942,conflict,58,345,0.0716233630975096,0.4687851157719328,0.0046098723070528,0.675984940367384,0.3779499441670804,0.7746805625921953,0.0191282336959795,0.003247634610831,1,1
conflict_345_c000947,c000947,conflict,59,345,0.893397009457397,0.9993227417446514,0.4378214387039018,0.6315420263407678,0.5624437607822153,0.8501103001000706,0.9964058006435444,0.9999469139122696,1,1
conflict_345_c000948,c000948,conflict,60,345,0.112850863728982,0.7217397945216637,0.0075779190647062,0.6575613153062811,0.5623322746766679,0.649283646149252,0.0758718019509014,0.960949239732345,1,1
conflict_345_c000949,c000949,conflict,61,345,0.2943882133327656,0.9343895844355314,0.6513422600064327,0.646891302998826,0.91495038874545,0.7513220825251102,0.1645496220765776,0.4339768680464212,1,1
conflict_345_c000952,c000952,conflict,62,345,0.8873477782761074,0.9976030080677272,0.9820115140779462,0.6279755528259486,0.8808605216462504,0.9880371333745082,0.9902916382125893,0.999664592179812,1,1
conflict_345_c000953,c000953,conflict,63,345,0.0804013526106693,0.8757806480843917,0.0066929436884046,0.6305157821062891,0.6801760477318407,0.8667185766573454,0.0244278563869059,0.0316223867677369,1,1
conflict_346_c000954,c000954,conflict,64,346,0.1009702647765904,0.2751295509303618,0.0373291750789151,0.5830585407969694,0.623230157644245,0.2762749139929861,0.0534151581080961,0.9485288947891064,1,1
conflict_346_c000956,c000956,conflict,65,346,0.2121938549352138,0.5273084643233885,0.0293136186795943,0.6438882246660169,0.3216626229257775,0.8763880202669808,0.0675583980127159,0.0051003072639708,1,1
conflict_346_c000957,c000957,conflict,66,346,0.1825620934001594,0.8976933752990297,0.0203335996141539,0.6202804190945157,0.1340890832778138,0.9030255123510872,0.0503432989405093,0.2568339527425886,1,1
conflict_346_c000971,c000971,conflict,67,346,0.1920644458253897,0.4648972830244453,0.1192101638143252,0.6355280444446848,0.5624770113320052,0.9239525260434628,0.053410153615596,0.9390176035484435,1,1
conflict_346_c000972,c000972,conflict,68,346,0.4380723363908854,0.9992082927700447,0.8354752791728669,0.6162090196006303,0.6800052489471375,0.9836314312096888,0.8519772496751179,0.999425080030091,1,1
conflict_346_c000974,c000974,conflict,69,346,0.2691197287770109,0.8056255129614437,0.6224454367928173,0.6070843645622352,0.6518499750967729,0.9701225180842264,0.1067177446970169,0.4455077664636061,1,1
conflict_346_c000982,c000982,conflict,70,346,0.2453061589112245,0.9984631714362296,0.4073238988949202,0.6129748556776475,0.5335320102702101,0.97038606396793,0.0311505787795416,0.9142908998917604,1,1
conflict_346_c000983,c000983,conflict,71,346,0.4533899740355193,0.8519465109760346,0.4378204291440631,0.6062962682544759,0.8367932537390007,0.5915181381559487,0.4225307086326409,0.9433422701846068,1,1
conflict_346_c000984,c000984,conflict,72,346,0.1646190156145016,0.9161056015337404,0.0203316670651572,0.6452574375715452,0.7063828274963325,0.973383482429575,0.2451230256791578,0.989591115861437,1,1
conflict_346_c000985,c000985,conflict,73,346,0.2569751378942908,0.9984869111262938,0.4999903664036255,0.5400856105701929,0.7776458994831891,0.7754823787993304,0.100895545446985,0.9039697160334784,1,1
conflict_346_c000986,c000986,conflict,74,346,0.1193222869624689,0.9871784139986312,0.3208045489036098,0.6559994669057544,0.8180574646637747,0.9940109478755188,0.0396449381947463,0.7461172067406725,1,1
conflict_347_c000988,c000988,conflict,75,347,0.1193429322767457,0.9046441918876114,0.1066944603361251,0.5912277567399584,0.6516183183855062,0.2027249326872868,0.0229823345671525,0.2450884694465355,1,1
conflict_347_c000990,c000990,conflict,76,347,0.1562105629526211,0.0467275112116782,0.2018086577158936,0.6542933081447252,0.3489970693048841,0.9391760380174108,0.1329813849226171,0.0446825723471311,1,1
conflict_347_c000993,c000993,conflict,77,347,0.2019734168274151,0.9807281462611404,0.3775371603969282,0.6850465356852715,0.679381888796847,0.5266055906255326,0.2227319448376742,0.2107496814628063,1,1
conflict_347_c000995,c000995,conflict,78,347,0.1733969019109447,0.7310584667383008,0.1192094361512594,0.6371316305911519,0.6231209875877524,0.9767874604891984,0.0330961405834024,0.0029814979372876,1,1
conflict_348_c001000,c001000,conflict,79,348,0.1129369206752083,0.7826576609594093,0.0600919936857889,0.5751856602731641,0.7983542628132343,0.2949271108134138,0.0149603468556947,0.0153065882189736,1,1
conflict_348_c001001,c001001,conflict,80,348,0.1404531726541853,0.5312052585198244,0.0373291694410427,0.6237204427717503,0.6229149480904626,0.9577131834777304,0.033092136968545,0.1023112911386499,1,1
conflict_348_c001005,c001005,conflict,81,348,0.0637557903779793,0.0875657451535103,0.0059115927036791,0.6052705908503846,0.1067350726275652,0.5615614796724523,0.0191266167450857,0.0071773994643287,1,1
conflict_348_c001006,c001006,conflict,82,348,0.1825704482317019,0.8311338041095677,0.0159069895233,0.632974918980994,0.6793490159614846,0.6193074600309584,0.1128234580175444,0.819877009298185,1,1
conflict_348_c001007,c001007,conflict,83,348,0.0851595620578964,0.8976896080137041,0.0373308570248199,0.5369917879688417,0.0954043959996726,0.3207630929002827,0.1561203917554131,0.9881286369529988,1,1
conflict_348_c001013,c001013,conflict,84,348,0.0503553990744322,0.8962483983554969,0.0124329014638507,0.6057781081521131,0.2227955602514081,0.8339099755169948,0.0191275636310182,0.0014666004922739,1,1
conflict_348_c001014,c001014,conflict,85,348,0.2691569504787625,0.9956003342458676,0.2942162090813142,0.6232898966440062,0.7320689077250123,0.9923008711784091,0.0503434086475517,0.0006668626158234,1,1
conflict_354_c001129,c001129,conflict,86,354,0.2338278826849872,0.9927667756264784,0.4073112393417857,0.5601169994064422,0.408230719770292,0.4672373543641986,0.0851139919514225,0.6654024326527256,1,1
conflict_354_c001131,c001131,conflict,87,354,0.2019897749302045,0.9989994275189518,0.1824299971810346,0.6578303045381289,0.7774810231628383,0.5218464076705696,0.1067140998816533,0.8910379377994959,1,1
conflict_354_c001137,c001137,conflict,88,354,0.1404462958347414,0.9828220878859076,0.1645161801017174,0.6258800563152612,0.9669507174535588,0.9853547000416518,0.0229808991578736,0.4224878343470473,1,1
conflict_362_c001260,c001260,conflict,89,362,0.1482180669151693,0.9957680762492622,0.3775030975792415,0.573213660895963,0.622917685319273,0.4683764419921278,0.0311491370165838,0.0960248482054045,1,1
conflict_362_c001263,c001263,conflict,90,362,0.2570178784216394,0.6893027932433841,0.0953477191483954,0.6161356813024929,0.5317100502191299,0.9857267690281776,0.025961993143603,0.0017008895377232,1,1
conflict_362_c001265,c001265,conflict,91,362,0.2228264806112007,0.994133901917078,0.0600904451135048,0.6282544862628515,0.6795069806648577,0.8312593230670483,0.0503377561383814,0.0036787411653504,1,1
conflict_362_c001266,c001266,conflict,92,362,0.2019770953104077,0.8933062421939574,0.106690698539341,0.6528033543981276,0.3501988187101867,0.9856748988249748,0.039647222655974,0.0012353120273352,1,1
conflict_362_c001268,c001268,conflict,93,362,0.3631180524924427,0.9845730594358628,0.4687991004384868,0.6647708401092822,0.4079603978195061,0.9950337425136232,0.2568467012735801,0.0191243913888169,1,1
conflict_362_c001271,c001271,conflict,94,362,0.4076014403190357,0.9936603379021388,0.9902894643219788,0.6044166907258967,0.962726163838248,0.9932378871074218,0.0534157682636644,0.0174435593256738,1,1
conflict_363_c001278,c001278,conflict,95,363,0.1562104171475501,0.961819546874648,0.0474297221451176,0.5742086717574375,0.5313683109576386,0.3748999676422532,0.1480824229435167,0.7690704688670653,1,1
conflict_363_c001284,c001284,conflict,96,363,0.1128800059433222,0.5698517015852772,0.0474253024559342,0.6037072786208583,0.202658128283724,0.5895783588833319,0.0803706857240393,0.2658764117080683,1,1
conflict_363_c001285,c001285,conflict,97,363,0.3209803265877673,0.993758551826028,0.2450822912680832,0.6109557842469063,0.352155376375916,0.6188395482914709,0.5000423667526269,0.8652243459365773,1,1
conflict_363_c001288,c001288,conflict,98,363,0.5158570497071481,0.99728489943984,0.6513491650217572,0.6067340433268047,0.6516221936599538,0.7950445144125073,0.8596732786191502,0.9947796315313788,1,1
conflict_363_c001290,c001290,conflict,99,363,0.5624633953093782,0.97871262075778,0.3775312564055401,0.6097803722212317,0.3794089099870126,0.3726322664726246,0.8670405556573291,0.0008695562516006,1,1
conflict_363_c001295,c001295,conflict,100,363,0.8873090510780476,0.999713127274356,0.9669050849382343,0.606808891068061,0.8933411246095634,0.9881328963774644,0.8991421022411387,0.9996539867608228,1,1
conflict_363_c001296,c001296,conflict,101,363,0.4534352414579436,0.998544875656508,0.6791755114598298,0.5024180838955038,0.6793163455928333,0.7294090668758828,0.3486820443840361,0.9793534578381888,1,1
conflict_364_c001302,c001302,conflict,102,364,0.1921059834947992,0.9761278821191928,0.2018240553355551,0.4914995947875823,0.3780060765234012,0.5296606713993194,0.3346341720978498,0.937669444913709,1,1
conflict_364_c001308,c001308,conflict,103,364,0.2019453721129395,0.9732400722803872,0.0420918063486986,0.6170571836510133,0.6516202963197857,0.2954112973823289,0.1192267283637047,0.7931082989779313,1,1
conflict_364_c001309,c001309,conflict,104,364,0.1259962205658226,0.9839703789757136,0.0420912808378262,0.6097275108599017,0.7781890308992246,0.5297630059188743,0.0293176607930047,0.8596637598661014,1,1
conflict_364_c001310,c001310,conflict,105,364,0.3777144603624121,0.9957682341389232,0.5926667985912853,0.5618566714564507,0.8356126430861396,0.2914563597463301,0.2018616846229007,0.9666621026927378,1,1
conflict_366_c001416,c001416,conflict,106,366,0.2691046215737282,0.9969244915441774,0.4378063325328866,0.5786952976538171,0.8356776868517918,0.6780823771715527,0.0330921785210848,0.4804880527152208,1,1
conflict_366_c001417,c001417,conflict,107,366,0.1826164756153086,0.9996199861164656,0.1066907349324261,0.6024371889348602,0.2037295744184148,0.8798358754371607,0.1403591680512836,0.994179060444645,1,1
conflict_366_c001423,c001423,conflict,108,366,0.269057223937389,0.6859540637754961,0.0097092957677175,0.4699373134438932,0.0260625796300905,0.2229802939847526,0.7773251144827551,0.9785482432205886,1,1
conflict_366_c001429,c001429,conflict,109,366,0.2122109008313155,0.965379846717314,0.2227069260788584,0.6019857826721388,0.3222801101949064,0.1368577257250144,0.1009136389131442,0.8376169284715027,1,1
conflict_366_c001430,c001430,conflict,110,366,0.2815738921875036,0.9954963967900222,0.4073233933624627,0.5961520907301476,0.4386785342203285,0.4677818188197722,0.6792393990662614,0.9099034112172788,1,1
conflict_367_c001447,c001447,conflict,111,367,0.0804115555032039,0.971127460848045,0.0229798338293004,0.5706422250960325,0.3209847664720877,0.6777836762444823,0.0503396077903392,0.0058201509548135,1,1
conflict_367_c001473,c001473,conflict,112,367,0.320979787147601,0.9931491437806964,0.4073205378858854,0.6569724883036975,0.7785933633829276,0.9619703196863628,0.2018477815737201,0.6187850610123496,1,1
conflict_367_c001474,c001474,conflict,113,367,0.2569747936269595,0.9975843276382031,0.5926561521640844,0.6272557327123714,0.9047306996342316,0.965692093000334,0.3487169996943817,0.9973267867620528,1,1
conflict_367_c001475,c001475,conflict,114,367,0.1330467304818467,0.7577922283533982,0.9046414756417068,0.6282117524310733,0.2454763758127053,0.591856022224549,0.1824564742702561,0.9771967313872352,1,1
conflict_367_c001477,c001477,conflict,115,367,0.1192717978812569,0.8577661256145633,0.2226925477216875,0.6513266397812827,0.6794112488910119,0.9310431592067426,0.0293189499404631,0.6688801835410699,1,1
conflict_367_c001478,c001478,conflict,116,367,0.2338881783603741,0.9314626444612384,0.0675486392272761,0.619069612164732,0.2024033858839388,0.8239527900559284,0.0637326091834707,0.9458012034047208,1,1
conflict_369_c001515,c001515,conflict,117,369,0.0447030861999541,0.6859434577098587,0.0031729495867733,0.6728226868589308,0.4692926526186931,0.8660900108006204,0.1403634637923094,0.5544223793966846,1,1
conflict_369_c001522,c001522,conflict,118,369,0.4075407755249688,0.9666604226159116,0.3208214096681672,0.631160925835348,0.6514839531160909,0.9766481206286396,0.5927158172264981,0.1993014551457793,1,1
conflict_370_c001551,c001551,conflict,119,370,0.2018861948831416,0.9829540736616684,0.1480485064153572,0.6140188724167134,0.3487934771359692,0.4994289973360146,0.2942443561227578,0.0685387148396255,1,1
conflict_370_c001553,c001553,conflict,120,370,0.3777621850103554,0.9991958593732296,0.4378220289041376,0.6401012668558456,0.8176836379853228,0.3481008718858695,0.7058178427938936,0.997448726754044,1,1
conflict_370_c001561,c001561,conflict,121,370,0.2228484344581381,0.9877581734502744,0.2227092125269584,0.625237671218278,0.562432843634337,0.9134861979884614,0.1128154157518105,0.9469879924798764,1,1
conflict_374_c001666,c001666,conflict,122,374,0.1404564418342927,0.8807890586101534,0.0259587224901822,0.6210646631622516,0.1196763774924039,0.1833556246549536,0.1259478063925851,0.0780768813484455,1,1
conflict_374_c001668,c001668,conflict,123,374,0.4534586568061178,0.9963211616172664,0.6224508595783812,0.6568298685929319,0.8355548248972035,0.8170155395928058,0.6792043990958432,0.7154181414015637,1,1
conflict_374_c001669,c001669,conflict,124,374,0.4076605635489634,0.997800013064871,0.8932864700616368,0.6330972841549054,0.7316859837965206,0.9891873721647686,0.4844418804249891,0.985383730469298,1,1
conflict_374_c001670,c001670,conflict,125,374,0.4848105513331204,0.9908716468367106,0.4073389859928428,0.5901067447056328,0.6227767724705917,0.9138022176083028,0.3923831290047528,0.9609432011917473,1,1
conflict_374_c001673,c001673,conflict,126,374,0.9242385453966752,0.9999407798435384,0.996826164992288,0.6323911699584649,0.9859704713257882,0.9576563660964016,0.9603686111056275,0.9996048360314176,1,1
conflict_374_c001676,c001676,conflict,127,374,0.4076568337412227,0.9958330759647614,0.2941973194249215,0.6771622517760565,0.7792738815025824,0.9889809739655016,0.9830884938018384,0.9998696532960936,1,1
conflict_374_c001684,c001684,conflict,128,374,0.1481701864338274,0.9996774412042138,0.1824302116752517,0.6032067870209213,0.224362062772891,0.81509866111479,0.5622133039845262,0.9996048456949432,1,1
conflict_377_c001732,c001732,conflict,129,377,0.1647267832701202,0.8740741719780563,0.0953579443798002,0.5539872364457246,0.7313851377232408,0.3776927503192457,0.0351560709014877,0.0198719378742033,1,1
conflict_377_c001737,c001737,conflict,130,377,0.201926096970905,0.9252286063477756,0.0179876100958078,0.661365316708285,0.7313432219149956,0.8757037068370618,0.0396525450569245,0.0550084848990447,1,1
conflict_377_c001738,c001738,conflict,131,377,0.1067671812739191,0.1732941506719106,0.0046100453879339,0.6505922371071232,0.4705512353505416,0.96604072873249,0.010988702154308,0.0881954797181074,1,1
conflict_377_c001739,c001739,conflict,132,377,0.1734267827122446,0.7310515443634777,0.2689523392775018,0.6208633355211222,0.593867730281223,0.8510754944106056,0.0075789881149099,0.0715939104573699,1,1
conflict_377_c001742,c001742,conflict,133,377,0.1192680484125002,0.5888812797892775,0.0179877000023887,0.6355093926295439,0.7553801431143726,0.9237564384682836,0.0179904047371996,0.1824265630617373,1,1
conflict_377_c001747,c001747,conflict,134,377,0.1192757962682258,0.8558499754653959,0.0179887653402885,0.6425109772402686,0.5624180672976856,0.9818211036574568,0.0311502977076629,0.1812500475356225,1,1
conflict_377_c001754,c001754,conflict,135,377,0.1330628911322136,0.4035723935321437,0.0179872100093818,0.6377268284805405,0.7060718307458816,0.9839179594951852,0.0675681955466656,0.709022762663419,1,1
conflict_377_c001763,c001763,conflict,136,377,0.7188567568029235,0.9861503657350292,0.9859328374997016,0.6571257980526592,0.9150700851148474,0.9959211776029492,0.0474347740870732,0.7057799077468602,1,1
conflict_377_c001766,c001766,conflict,137,377,0.1825821961268257,0.983969911138559,0.1066956112890712,0.6377787930022071,0.8520321249531956,0.9840163415534792,0.0803693167237351,0.9588403138968564,1,1
conflict_378_c001777,c001777,conflict,138,378,0.2944267192154269,0.9976583725250048,0.8670217926676684,0.6073251208118838,0.8356457747329983,0.95770033412667,0.2689709430594271,0.8624543918384372,1,1
conflict_379_c001803,c001803,conflict,139,379,0.2690616878459575,0.99742900766588,0.2227052634748116,0.5538477903527891,0.6794151129492059,0.6206275800876454,0.5156629272795591,0.9019152801266678,1,1
conflict_379_c001811,c001811,conflict,140,379,0.1733976689062064,0.9939493086933996,0.0600913379928072,0.610539238877745,0.2694676878333548,0.5257137385404942,0.2451338413235271,0.9676555752275504,1,1
conflict_379_c001815,c001815,conflict,141,379,0.1920678234300017,0.9804309303674656,0.0851043775261017,0.6418062301201535,0.4080942696220658,0.796060476766472,0.2121104426374612,0.152036881724845,1,1
