freq_hz,speaker_auc,ctrl_mean_dB,pd_mean_dB
1.171875000000000000e+03,9.740259740259739341e-02,-1.073554534912109375e+02,-1.284654846191406250e+02
1.187500000000000000e+03,8.549783549783547543e-02,-1.075815734863281250e+02,-1.284776916503906250e+02
1.203125000000000000e+03,8.225108225108224147e-02,-1.075842208862304688e+02,-1.284755401611328125e+02
1.218750000000000000e+03,7.575757575757573192e-02,-1.074082870483398438e+02,-1.286217346191406250e+02
1.234375000000000000e+03,6.493506493506492894e-02,-1.058811645507812500e+02,-1.286561431884765625e+02
1.250000000000000000e+03,6.168831168831168110e-02,-1.046445541381835938e+02,-1.285767517089843750e+02
1.265625000000000000e+03,8.225108225108224147e-02,-1.057785644531250000e+02,-1.284210815429687500e+02
1.281250000000000000e+03,8.441558441558441594e-02,-1.076244277954101562e+02,-1.283053894042968750e+02
1.296875000000000000e+03,8.333333333333332871e-02,-1.076198501586914062e+02,-1.282448272705078125e+02
1.312500000000000000e+03,9.307359307359305833e-02,-1.077138442993164062e+02,-1.281800079345703125e+02
1.328125000000000000e+03,9.632034632034630617e-02,-1.079307937622070312e+02,-1.281416625976562500e+02
1.343750000000000000e+03,8.658008658008657654e-02,-1.073888397216796875e+02,-1.282050476074218750e+02
1.359375000000000000e+03,9.740259740259740728e-02,-1.070004806518554688e+02,-1.280014190673828125e+02
1.375000000000000000e+03,1.136363636363636187e-01,-1.072794494628906250e+02,-1.278460845947265625e+02
1.390625000000000000e+03,1.158008658008657932e-01,-1.081090850830078125e+02,-1.278206787109375000e+02
1.406250000000000000e+03,1.093073593073592975e-01,-1.085666351318359375e+02,-1.278406906127929688e+02
1.421875000000000000e+03,1.114718614718614442e-01,-1.086280899047851562e+02,-1.278590927124023438e+02
1.437500000000000000e+03,1.006493506493506274e-01,-1.072593460083007812e+02,-1.280189971923828125e+02
1.453125000000000000e+03,9.523809523809523281e-02,-1.064789047241210938e+02,-1.280087127685546875e+02
1.468750000000000000e+03,1.179653679653679677e-01,-1.082208328247070312e+02,-1.279871978759765625e+02
1.484375000000000000e+03,1.385281385281385280e-01,-1.095681762695312500e+02,-1.278112640380859375e+02
1.500000000000000000e+03,1.406926406926407025e-01,-1.092985763549804688e+02,-1.274411697387695312e+02
1.515625000000000000e+03,1.504329004329004182e-01,-1.092337493896484375e+02,-1.271035003662109375e+02
1.531250000000000000e+03,1.461038961038961248e-01,-1.091262435913085938e+02,-1.268943557739257812e+02
1.546875000000000000e+03,1.385281385281385280e-01,-1.081261444091796875e+02,-1.269034881591796875e+02
1.562500000000000000e+03,1.298701298701298579e-01,-1.083457717895507812e+02,-1.271350708007812500e+02
1.578125000000000000e+03,1.439393939393939226e-01,-1.092783126831054688e+02,-1.273660812377929688e+02
1.593750000000000000e+03,1.374458874458874547e-01,-1.093473281860351562e+02,-1.274645309448242188e+02
1.609375000000000000e+03,1.341991341991342068e-01,-1.093294677734375000e+02,-1.275345382690429688e+02
1.625000000000000000e+03,1.385281385281385003e-01,-1.093348770141601562e+02,-1.276313934326171875e+02
1.640625000000000000e+03,1.374458874458874269e-01,-1.093182830810546875e+02,-1.277937240600585938e+02
1.656250000000000000e+03,1.244588744588744356e-01,-1.091954193115234375e+02,-1.280548248291015625e+02
1.671875000000000000e+03,1.201298701298701282e-01,-1.091797027587890625e+02,-1.283740386962890625e+02
1.687500000000000000e+03,1.266233766233766378e-01,-1.092658691406250000e+02,-1.285607604980468750e+02
1.703125000000000000e+03,1.233766233766233761e-01,-1.092395706176757812e+02,-1.286376190185546875e+02
1.718750000000000000e+03,1.255411255411255367e-01,-1.091838302612304688e+02,-1.286449127197265625e+02
1.734375000000000000e+03,1.103896103896103847e-01,-1.081640701293945312e+02,-1.289660186767578125e+02
1.750000000000000000e+03,1.103896103896103847e-01,-1.070814132690429688e+02,-1.291103668212890625e+02
1.765625000000000000e+03,1.125541125541125453e-01,-1.082517547607421875e+02,-1.292242889404296875e+02
1.781250000000000000e+03,1.114718614718614581e-01,-1.094823150634765625e+02,-1.293652038574218750e+02
1.796875000000000000e+03,1.038961038961038891e-01,-1.094335708618164062e+02,-1.296155700683593750e+02
1.812500000000000000e+03,1.006493506493506551e-01,-1.093332443237304688e+02,-1.299190368652343750e+02
1.828125000000000000e+03,9.199134199134198497e-02,-1.091464996337890625e+02,-1.300389709472656250e+02
1.843750000000000000e+03,8.874458874458873714e-02,-1.086516723632812500e+02,-1.301278533935546875e+02
1.859375000000000000e+03,9.090909090909091161e-02,-1.091528091430664062e+02,-1.302984313964843750e+02
1.875000000000000000e+03,9.848484848484848064e-02,-1.097208175659179688e+02,-1.304321746826171875e+02
1.890625000000000000e+03,8.982683982683982438e-02,-1.096909942626953125e+02,-1.306566925048828125e+02
1.906250000000000000e+03,8.874458874458873714e-02,-1.097894592285156250e+02,-1.309067840576171875e+02
1.921875000000000000e+03,8.549783549783550318e-02,-1.099819717407226562e+02,-1.310982513427734375e+02
1.937500000000000000e+03,7.900432900432899364e-02,-1.100118942260742188e+02,-1.313414764404296875e+02
1.953125000000000000e+03,7.683982683982684692e-02,-1.098151931762695312e+02,-1.313475952148437500e+02
1.968750000000000000e+03,7.683982683982683304e-02,-1.102600708007812500e+02,-1.313876037597656250e+02
1.984375000000000000e+03,8.441558441558441594e-02,-1.101250610351562500e+02,-1.311365051269531250e+02
2.000000000000000000e+03,7.683982683982684692e-02,-1.094824218750000000e+02,-1.310657958984375000e+02
2.015625000000000000e+03,7.467532467532467244e-02,-1.101924896240234375e+02,-1.317055664062500000e+02
2.031250000000000000e+03,7.575757575757574580e-02,-1.103925552368164062e+02,-1.317201843261718750e+02
2.046875000000000000e+03,6.277056277056276834e-02,-1.092968597412109375e+02,-1.316893005371093750e+02
2.062500000000000000e+03,6.709956709956708953e-02,-1.097492599487304688e+02,-1.318238983154296875e+02
2.078125000000000000e+03,7.359307359307358520e-02,-1.107748413085937500e+02,-1.320207977294921875e+02
2.093750000000000000e+03,7.467532467532467244e-02,-1.108908538818359375e+02,-1.320669860839843750e+02
2.109375000000000000e+03,8.008658008658006699e-02,-1.111732177734375000e+02,-1.320416107177734375e+02
2.125000000000000000e+03,7.900432900432900751e-02,-1.110338211059570312e+02,-1.320877838134765625e+02
2.140625000000000000e+03,6.277056277056278222e-02,-1.101484680175781250e+02,-1.322966156005859375e+02
2.156250000000000000e+03,5.952380952380952744e-02,-1.100224761962890625e+02,-1.324113616943359375e+02
2.171875000000000000e+03,7.900432900432900751e-02,-1.109619979858398438e+02,-1.323344879150390625e+02
2.187500000000000000e+03,7.683982683982683304e-02,-1.110099411010742188e+02,-1.322888031005859375e+02
2.203125000000000000e+03,7.467532467532467244e-02,-1.109485244750976562e+02,-1.324488983154296875e+02
2.218750000000000000e+03,8.116883116883116811e-02,-1.110623779296875000e+02,-1.323843841552734375e+02
2.234375000000000000e+03,6.385281385281384170e-02,-1.107073211669921875e+02,-1.325073089599609375e+02
2.250000000000000000e+03,6.060606060606060774e-02,-1.105165863037109375e+02,-1.327495269775390625e+02
2.265625000000000000e+03,6.493506493506492894e-02,-1.109186477661132812e+02,-1.328357696533203125e+02
2.281250000000000000e+03,7.251082251082249797e-02,-1.112285079956054688e+02,-1.329238433837890625e+02
2.296875000000000000e+03,7.251082251082249797e-02,-1.111493072509765625e+02,-1.330587158203125000e+02
2.312500000000000000e+03,6.709956709956710341e-02,-1.110408935546875000e+02,-1.331372070312500000e+02
2.328125000000000000e+03,5.735930735930735297e-02,-1.107972946166992188e+02,-1.331111907958984375e+02
2.343750000000000000e+03,5.194805194805194454e-02,-1.098088302612304688e+02,-1.331340484619140625e+02
2.359375000000000000e+03,4.761904761904762334e-02,-1.098291549682617188e+02,-1.332781066894531250e+02
2.375000000000000000e+03,5.735930735930735991e-02,-1.109484939575195312e+02,-1.333641510009765625e+02
2.390625000000000000e+03,6.601731601731603005e-02,-1.111100616455078125e+02,-1.333221893310546875e+02
2.406250000000000000e+03,6.709956709956708953e-02,-1.111983108520507812e+02,-1.333036804199218750e+02
2.421875000000000000e+03,6.601731601731600230e-02,-1.111228179931640625e+02,-1.334139709472656250e+02
2.437500000000000000e+03,6.385281385281384170e-02,-1.107016372680664062e+02,-1.333206176757812500e+02
2.453125000000000000e+03,5.844155844155843327e-02,-1.103051986694335938e+02,-1.333228302001953125e+02
2.468750000000000000e+03,5.952380952380951357e-02,-1.110314559936523438e+02,-1.333797912597656250e+02
2.484375000000000000e+03,5.519480519480518543e-02,-1.112431259155273438e+02,-1.334597473144531250e+02
2.500000000000000000e+03,5.627705627705627267e-02,-1.110747146606445312e+02,-1.333574981689453125e+02
2.515625000000000000e+03,5.735930735930735297e-02,-1.110149993896484375e+02,-1.334703826904296875e+02
2.531250000000000000e+03,5.952380952380952051e-02,-1.110866622924804688e+02,-1.334317169189453125e+02
2.546875000000000000e+03,5.519480519480519237e-02,-1.109629211425781250e+02,-1.334751434326171875e+02
2.562500000000000000e+03,5.844155844155843327e-02,-1.113096618652343750e+02,-1.335948638916015625e+02
2.578125000000000000e+03,6.385281385281384170e-02,-1.116156234741210938e+02,-1.334148406982421875e+02
2.593750000000000000e+03,6.818181818181817677e-02,-1.117817687988281250e+02,-1.333079528808593750e+02
2.609375000000000000e+03,6.385281385281385558e-02,-1.117981719970703125e+02,-1.333529510498046875e+02
2.625000000000000000e+03,5.952380952380952051e-02,-1.117696533203125000e+02,-1.334358978271484375e+02
2.640625000000000000e+03,6.060606060606060080e-02,-1.113510894775390625e+02,-1.335373687744140625e+02
2.656250000000000000e+03,5.411255411255411207e-02,-1.111220550537109375e+02,-1.336556243896484375e+02
2.671875000000000000e+03,5.735930735930735991e-02,-1.116854629516601562e+02,-1.336857604980468750e+02
2.687500000000000000e+03,5.627705627705627961e-02,-1.115193328857421875e+02,-1.337079925537109375e+02
2.703125000000000000e+03,5.519480519480519931e-02,-1.110620040893554688e+02,-1.337293853759765625e+02
2.718750000000000000e+03,5.735930735930735297e-02,-1.111947326660156250e+02,-1.337946624755859375e+02
2.734375000000000000e+03,5.086580086580086424e-02,-1.111250839233398438e+02,-1.336546325683593750e+02
2.750000000000000000e+03,4.545454545454545581e-02,-1.106988067626953125e+02,-1.336613311767578125e+02
2.765625000000000000e+03,4.329004329004328133e-02,-1.110243453979492188e+02,-1.337507476806640625e+02
2.781250000000000000e+03,5.086580086580085730e-02,-1.116761322021484375e+02,-1.336869964599609375e+02
2.796875000000000000e+03,5.627705627705626573e-02,-1.117406005859375000e+02,-1.335495147705078125e+02
2.812500000000000000e+03,5.952380952380952051e-02,-1.117650222778320312e+02,-1.334746856689453125e+02
2.828125000000000000e+03,5.627705627705627267e-02,-1.116631469726562500e+02,-1.335307769775390625e+02
2.843750000000000000e+03,5.627705627705626573e-02,-1.113759002685546875e+02,-1.335209503173828125e+02
2.859375000000000000e+03,4.978354978354978394e-02,-1.113777389526367188e+02,-1.335210723876953125e+02
2.875000000000000000e+03,5.735930735930734603e-02,-1.118343124389648438e+02,-1.334864654541015625e+02
2.890625000000000000e+03,5.952380952380952051e-02,-1.117819061279296875e+02,-1.334598236083984375e+02
2.906250000000000000e+03,5.303030303030302484e-02,-1.117004547119140625e+02,-1.334458618164062500e+02
2.921875000000000000e+03,6.926406926406925013e-02,-1.117796554565429688e+02,-1.333267364501953125e+02
2.937500000000000000e+03,6.385281385281385558e-02,-1.113398437500000000e+02,-1.332110443115234375e+02
2.953125000000000000e+03,5.844155844155844021e-02,-1.110617370605468750e+02,-1.333026275634765625e+02
2.968750000000000000e+03,6.818181818181816289e-02,-1.118087158203125000e+02,-1.332509613037109375e+02
2.984375000000000000e+03,7.359307359307358520e-02,-1.115918884277343750e+02,-1.331475830078125000e+02
3.000000000000000000e+03,6.709956709956708953e-02,-1.109756546020507812e+02,-1.332163238525390625e+02
3.015625000000000000e+03,6.277056277056275446e-02,-1.114541625976562500e+02,-1.333161468505859375e+02
3.031250000000000000e+03,6.385281385281385558e-02,-1.116241836547851562e+02,-1.331625061035156250e+02
3.046875000000000000e+03,5.519480519480518543e-02,-1.109160842895507812e+02,-1.332996520996093750e+02
3.062500000000000000e+03,5.627705627705627267e-02,-1.110964965820312500e+02,-1.334225311279296875e+02
3.078125000000000000e+03,6.493506493506492894e-02,-1.116661071777343750e+02,-1.333227386474609375e+02
3.093750000000000000e+03,5.735930735930735991e-02,-1.115782165527343750e+02,-1.334753112792968750e+02
3.109375000000000000e+03,6.277056277056275446e-02,-1.117301330566406250e+02,-1.335096588134765625e+02
3.125000000000000000e+03,6.926406926406926401e-02,-1.120651473999023438e+02,-1.335789031982421875e+02
3.140625000000000000e+03,6.493506493506492894e-02,-1.120132827758789062e+02,-1.335993652343750000e+02
3.156250000000000000e+03,6.709956709956708953e-02,-1.120738067626953125e+02,-1.335428619384765625e+02
3.171875000000000000e+03,7.034632034632033737e-02,-1.122267684936523438e+02,-1.333986358642578125e+02
3.187500000000000000e+03,6.818181818181817677e-02,-1.121828308105468750e+02,-1.334062805175781250e+02
3.203125000000000000e+03,7.359307359307358520e-02,-1.122740707397460938e+02,-1.335388946533203125e+02
3.218750000000000000e+03,7.467532467532467244e-02,-1.121585159301757812e+02,-1.334561767578125000e+02
3.234375000000000000e+03,6.385281385281384170e-02,-1.118155136108398438e+02,-1.334877166748046875e+02
3.250000000000000000e+03,5.844155844155843327e-02,-1.113907241821289062e+02,-1.335028839111328125e+02
3.265625000000000000e+03,7.034632034632033737e-02,-1.119698867797851562e+02,-1.333603363037109375e+02
3.281250000000000000e+03,6.818181818181816289e-02,-1.121432571411132812e+02,-1.334326019287109375e+02
3.296875000000000000e+03,6.601731601731600230e-02,-1.119569091796875000e+02,-1.333888702392578125e+02
3.312500000000000000e+03,6.168831168831168110e-02,-1.119879608154296875e+02,-1.334664611816406250e+02
3.328125000000000000e+03,5.952380952380952051e-02,-1.120086593627929688e+02,-1.336411895751953125e+02
3.343750000000000000e+03,5.735930735930735297e-02,-1.120261917114257812e+02,-1.335466766357421875e+02
3.359375000000000000e+03,5.952380952380952051e-02,-1.120325851440429688e+02,-1.334436492919921875e+02
3.375000000000000000e+03,6.818181818181817677e-02,-1.122884063720703125e+02,-1.335576324462890625e+02
3.390625000000000000e+03,6.277056277056276834e-02,-1.122686157226562500e+02,-1.335305328369140625e+02
3.406250000000000000e+03,6.060606060606060774e-02,-1.122386779785156250e+02,-1.336020202636718750e+02
3.421875000000000000e+03,5.627705627705627267e-02,-1.123179702758789062e+02,-1.336043090820312500e+02
3.437500000000000000e+03,5.086580086580086424e-02,-1.121580352783203125e+02,-1.336834106445312500e+02
3.453125000000000000e+03,4.653679653679652917e-02,-1.120488281250000000e+02,-1.337331085205078125e+02
3.468750000000000000e+03,5.411255411255410513e-02,-1.121479949951171875e+02,-1.338582611083984375e+02
3.484375000000000000e+03,5.735930735930734603e-02,-1.120678329467773438e+02,-1.338363952636718750e+02
3.500000000000000000e+03,5.627705627705627267e-02,-1.122132186889648438e+02,-1.337152404785156250e+02
3.515625000000000000e+03,6.168831168831168110e-02,-1.124624938964843750e+02,-1.338054351806640625e+02
3.531250000000000000e+03,6.385281385281385558e-02,-1.123516845703125000e+02,-1.338943939208984375e+02
3.546875000000000000e+03,6.168831168831168804e-02,-1.120148162841796875e+02,-1.339619903564453125e+02
3.562500000000000000e+03,6.385281385281385558e-02,-1.122298583984375000e+02,-1.340559997558593750e+02
3.578125000000000000e+03,6.385281385281384170e-02,-1.125588226318359375e+02,-1.341625976562500000e+02
3.593750000000000000e+03,5.735930735930734603e-02,-1.123669052124023438e+02,-1.341121978759765625e+02
3.609375000000000000e+03,6.168831168831168110e-02,-1.123794097900390625e+02,-1.341496124267578125e+02
3.625000000000000000e+03,5.952380952380952051e-02,-1.123853607177734375e+02,-1.342605285644531250e+02
3.640625000000000000e+03,5.844155844155843327e-02,-1.121511230468750000e+02,-1.342816772460937500e+02
3.656250000000000000e+03,6.060606060606060774e-02,-1.122081527709960938e+02,-1.341481323242187500e+02
3.671875000000000000e+03,6.277056277056275446e-02,-1.123894500732421875e+02,-1.341605529785156250e+02
3.687500000000000000e+03,5.411255411255410513e-02,-1.120291061401367188e+02,-1.341730804443359375e+02
3.703125000000000000e+03,5.627705627705627267e-02,-1.121843338012695312e+02,-1.341943969726562500e+02
3.718750000000000000e+03,6.168831168831168110e-02,-1.123428649902343750e+02,-1.340930786132812500e+02
3.734375000000000000e+03,6.385281385281385558e-02,-1.122086486816406250e+02,-1.341092376708984375e+02
3.750000000000000000e+03,6.277056277056276834e-02,-1.119927444458007812e+02,-1.340897064208984375e+02
3.765625000000000000e+03,6.601731601731600230e-02,-1.123356094360351562e+02,-1.341825714111328125e+02
3.781250000000000000e+03,6.060606060606060774e-02,-1.125320205688476562e+02,-1.342578887939453125e+02
3.796875000000000000e+03,5.844155844155843327e-02,-1.124691543579101562e+02,-1.343061981201171875e+02
3.812500000000000000e+03,6.277056277056276834e-02,-1.125561141967773438e+02,-1.343262176513671875e+02
3.828125000000000000e+03,5.952380952380951357e-02,-1.126438446044921875e+02,-1.343781280517578125e+02
3.843750000000000000e+03,6.385281385281385558e-02,-1.124934310913085938e+02,-1.342548828125000000e+02
3.859375000000000000e+03,6.493506493506492894e-02,-1.125285339355468750e+02,-1.342690887451171875e+02
3.875000000000000000e+03,6.818181818181817677e-02,-1.128522491455078125e+02,-1.342255554199218750e+02
3.890625000000000000e+03,6.926406926406925013e-02,-1.129237747192382812e+02,-1.342356567382812500e+02
3.906250000000000000e+03,7.142857142857142461e-02,-1.129264221191406250e+02,-1.342571716308593750e+02
3.921875000000000000e+03,6.493506493506492894e-02,-1.129040908813476562e+02,-1.343129119873046875e+02
3.937500000000000000e+03,6.818181818181817677e-02,-1.128492050170898438e+02,-1.342985229492187500e+02
3.953125000000000000e+03,6.493506493506491506e-02,-1.127863006591796875e+02,-1.343962249755859375e+02
3.968750000000000000e+03,6.601731601731600230e-02,-1.131099166870117188e+02,-1.343133850097656250e+02
3.984375000000000000e+03,7.142857142857142461e-02,-1.128302841186523438e+02,-1.341172790527343750e+02
4.000000000000000000e+03,7.034632034632033737e-02,-1.124202575683593750e+02,-1.341841278076171875e+02
4.015625000000000000e+03,6.709956709956708953e-02,-1.127900009155273438e+02,-1.341953430175781250e+02
4.031250000000000000e+03,6.709956709956710341e-02,-1.131109085083007812e+02,-1.343083648681640625e+02
4.046875000000000000e+03,6.493506493506492894e-02,-1.132867431640625000e+02,-1.344593048095703125e+02
4.062500000000000000e+03,6.601731601731600230e-02,-1.135675354003906250e+02,-1.345881500244140625e+02
4.078125000000000000e+03,6.709956709956708953e-02,-1.136153335571289062e+02,-1.345429992675781250e+02
4.093750000000000000e+03,7.034632034632033737e-02,-1.135534820556640625e+02,-1.344370269775390625e+02
4.109375000000000000e+03,7.359307359307359908e-02,-1.138004684448242188e+02,-1.344120788574218750e+02
4.125000000000000000e+03,7.034632034632033737e-02,-1.137934265136718750e+02,-1.344515838623046875e+02
4.140625000000000000e+03,6.060606060606060080e-02,-1.135196533203125000e+02,-1.343834075927734375e+02
4.156250000000000000e+03,5.952380952380951357e-02,-1.133953399658203125e+02,-1.344915466308593750e+02
4.171875000000000000e+03,7.142857142857142461e-02,-1.136559753417968750e+02,-1.343144226074218750e+02
4.187500000000000000e+03,6.818181818181817677e-02,-1.138327255249023438e+02,-1.342937469482421875e+02
4.203125000000000000e+03,7.142857142857142461e-02,-1.138131713867187500e+02,-1.343185577392578125e+02
4.218750000000000000e+03,7.792207792207790640e-02,-1.139140625000000000e+02,-1.343506622314453125e+02
4.234375000000000000e+03,7.467532467532467244e-02,-1.140298614501953125e+02,-1.344081878662109375e+02
4.250000000000000000e+03,7.683982683982681916e-02,-1.137957611083984375e+02,-1.344628906250000000e+02
4.265625000000000000e+03,7.900432900432900751e-02,-1.137596359252929688e+02,-1.343964691162109375e+02
4.281250000000000000e+03,8.008658008658008087e-02,-1.138547744750976562e+02,-1.343647308349609375e+02
4.296875000000000000e+03,8.333333333333331483e-02,-1.138494262695312500e+02,-1.342329864501953125e+02
4.312500000000000000e+03,8.333333333333332871e-02,-1.138358459472656250e+02,-1.342824707031250000e+02
4.328125000000000000e+03,7.683982683982681916e-02,-1.138360824584960938e+02,-1.343180999755859375e+02
