idx,pid,start,end
2341,404,774.4,818.9
2343,404,886.7,927.3
2344,404,929.6,964.3
2345,404,973.4,1016.3
2346,404,1020.9,1070.1
1260,362,0.6000000000000001,79.6
1261,362,84.6,135.2
1263,362,177.9,209.9
1264,362,213.5,235.6
1265,362,240.9,261.5
1266,362,267.1,291.4
1267,362,294.5,323.9
1271,362,421.7,464.8
1272,362,468.0,520.7
333,315,197.9,231.8
334,315,238.5,281.9
335,315,289.5,320.5
336,315,324.1,374.8
337,315,379.5,429.3
341,315,541.7,574.9
342,315,577.9,623.6
343,315,628.3,644.3
344,315,646.2,698.1
345,315,700.9,728.8
346,315,734.6,752.0
347,315,762.3,777.1
348,315,785.9,803.5
349,315,816.3,852.7
351,315,892.5,923.2
155,307,25.0,51.2
156,307,52.4,86.2
157,307,125.9,150.4
158,307,152.0,167.0
159,307,168.5,203.6
161,307,284.0,341.2
162,307,345.3,363.3
163,307,402.0,454.1
164,307,455.6,467.6
165,307,469.2,500.2
167,307,545.5,563.9
169,307,644.3,674.4
170,307,709.5,730.1
171,307,731.6,790.3
172,307,791.5,851.6
173,307,854.4,914.8
174,307,915.9,965.2
175,307,966.1,996.2
176,307,1008.2,1040.6
177,307,1042.3,1097.1
179,307,1145.1,1191.4
180,307,1193.2,1212.1
4008,477,17.1,79.6
4011,477,126.2,159.6
4012,477,165.1,192.4
4013,477,195.1,230.6
4014,477,234.5,260.6
4015,477,266.3,300.0
4016,477,306.1,344.7
4018,477,389.4,411.0
4019,477,424.6,491.6
4020,477,505.2,565.1
4021,477,566.0,610.3
4022,477,613.2,632.8
4025,477,735.9,751.9
4026,477,756.9,800.6
4027,477,806.5,822.9
4028,477,830.5,864.3
4031,477,940.6,962.8
4033,477,992.2,1012.0
4034,477,1014.9,1060.3
4035,477,1062.2,1084.4
10,301,95.3,122.5
11,301,126.5,154.5
12,301,161.3,181.0
13,301,188.8,206.1
14,301,210.9,234.8
15,301,241.8,278.5
16,301,287.0,312.1
17,301,322.5,334.2
18,301,344.3,373.4
20,301,410.8,443.0
21,301,451.8,495.1
22,301,503.1,540.1
23,301,541.1,559.8
24,301,563.8,595.3
25,301,596.3,631.7
27,301,666.9,688.3
28,301,689.3,705.0
29,301,716.1,745.2
30,301,746.6,773.0
4764,625,0.1,37.5
4765,625,66.0,100.6
4768,625,254.1,283.0
4770,625,311.8,339.8
4771,625,349.6,397.1
4772,625,402.5,423.8
4774,625,468.2,478.1
4775,625,488.8,510.6
4776,625,522.9,559.2
4777,625,568.6,590.9
4778,625,592.4,633.1
4779,625,651.3,673.2
4780,625,681.7,714.5
4781,625,721.7,754.9
4782,625,767.0,793.4
4783,625,805.0,822.4
4785,625,850.1,892.5
4786,625,903.2,929.8
4787,625,931.8,949.1
4789,625,978.7,989.1
5120,650,117.3,174.3
5121,650,175.3,205.3
5123,650,247.2,282.6
5124,650,300.5,317.1
5125,650,334.9,358.3
5126,650,364.6,395.4
5127,650,409.3,442.8
5128,650,453.6,489.0
5129,650,497.5,529.8
5130,650,540.4,574.8
5131,650,585.3,637.8
5132,650,644.7,672.3
5133,650,681.6,709.5
5134,650,720.2,744.0
5135,650,745.5,773.4
5136,650,774.8,806.4
5137,650,813.6,842.5
5139,650,886.4,930.9
2959,430,116.4,148.2
2961,430,186.2,212.5
2963,430,255.0,285.3
2965,430,317.0,363.0
2966,430,364.2,412.4
2969,430,458.8,494.5
2970,430,496.8,516.1
2971,430,518.6,555.4
2972,430,557.2,581.1
2973,430,584.8,608.6
2975,430,660.2,707.3
2976,430,709.7,733.5
2978,430,786.3,834.8
2979,430,836.1,862.8
5327,661,8.5,60.1
5331,661,199.4,233.5
5333,661,263.8,300.7
5335,661,338.8,357.3
5337,661,388.5,404.2
5338,661,415.3,429.7
5343,661,570.3,618.2
5346,661,694.5,713.3
5348,661,749.9,769.0
5351,661,830.1,865.9
5354,661,943.3,977.7
5359,661,1153.2,1188.0
2111,392,134.7,158.2
2114,392,220.2,247.2
2117,392,326.3,354.9
2118,392,356.5,401.8
2119,392,405.8,451.8
2121,392,501.2,525.6
2122,392,526.8,547.9
6191,718,184.5,207.2
6192,718,216.8,239.5
6196,718,395.0,413.9
6198,718,489.7,510.7
6199,718,512.1,586.7
6203,718,766.4,837.7
6204,718,838.9,873.8
6205,718,897.8,932.4
6206,718,942.0,965.7
6207,718,968.8,984.1
6210,718,1083.1,1101.5
6211,718,1102.5,1116.3
3701,463,97.3,133.8
3708,463,377.8,399.7
3710,463,446.3,466.7
3712,463,496.8,535.6
3713,463,558.2,595.1
3717,463,781.5,799.2
1,300,104.2,151.1
2,300,159.3,208.2
3,300,227.8,311.8
4,300,316.7,359.7
5,300,371.8,415.7
6,300,418.5,511.5
7,300,525.1,581.7
33,302,113.9,140.6
34,302,145.7,182.1
35,302,192.8,219.0
39,302,345.5,394.7
40,302,396.1,429.7
43,302,535.1,585.4
141,306,23.9,44.1
143,306,78.0,134.9
144,306,155.5,232.6
146,306,487.7,551.9
148,306,578.4,597.3
149,306,598.8,620.8
150,306,676.9,719.3
152,306,782.2,802.9
201,309,74.5,126.4
203,309,162.2,224.5
205,309,254.7,271.1
206,309,283.6,301.9
207,309,303.3,321.9
208,309,328.7,342.4
210,309,391.7,411.7
212,309,470.7,498.3
213,309,499.2,551.9
216,310,55.5,112.9
217,310,125.8,159.2
218,310,167.4,203.9
219,310,204.7,224.7
221,310,245.0,273.9
222,310,290.1,306.4
224,310,359.9,386.1
225,310,388.9,419.0
227,310,456.5,501.1
228,310,513.4,527.8
229,310,560.4,587.2
232,310,655.3,678.5
233,310,680.9,707.1
235,310,736.2,788.1
236,310,791.4,803.3
237,311,17.7,29.1
238,311,56.7,130.5
239,311,137.3,166.5
241,311,235.0,262.2
242,311,273.7,323.0
243,311,325.6,344.8
248,311,538.1,600.0
250,311,639.0,692.3
251,311,700.4,721.4
252,312,1.4,48.8
253,312,67.9,117.3
254,312,119.8,137.6
255,312,140.9,165.4
256,312,168.1,204.1
257,312,205.1,240.3
258,312,252.8,274.6
259,312,281.8,318.0
260,312,327.6,338.7
261,312,349.9,432.3
262,312,444.8,467.6
263,312,471.1,515.8
264,312,525.4,560.1
265,312,564.0,590.8
266,312,594.0,622.3
267,312,624.2,685.4
289,314,183.3,214.8
290,314,220.4,244.6
291,314,245.8,287.8
293,314,358.7,388.4
295,314,424.5,445.5
296,314,452.7,474.6
297,314,475.6,492.6
300,314,547.0,589.5
302,314,647.2,684.6
303,314,687.0,712.7
304,314,714.2,738.5
306,314,757.7,783.9
307,314,784.7,804.9
308,314,806.4,838.2
309,314,839.5,885.5
310,314,887.3,916.5
311,314,917.4,933.8
312,314,939.0,948.6
314,314,993.5,1010.3
315,314,1022.3,1041.4
316,314,1042.8,1064.2
319,314,1165.0,1186.7
320,314,1188.4,1223.1
321,314,1225.1,1244.7
322,314,1247.1,1268.3
324,314,1296.8,1307.7
325,314,1318.5,1334.8
326,314,1335.8,1357.1
328,314,1428.8,1461.7
329,314,1471.2,1510.4
385,318,68.1,127.6
386,318,134.9,181.3
389,318,259.6,297.9
391,318,328.8,366.9
392,318,373.1,449.2
394,318,484.9,526.0
434,321,324.3,378.1
436,321,412.0,444.8
438,321,497.8,530.4
439,321,542.8,599.4
440,321,611.0,663.6
441,321,672.7,705.9
442,321,713.4,781.8
472,323,186.2,213.2
473,323,214.5,244.6
476,323,313.1,343.1
479,323,445.1,468.2
481,323,498.3,521.2
482,323,522.3,561.9
483,323,567.4,606.6
488,323,778.8,807.0
534,326,134.8,200.5
535,326,202.2,268.6
536,326,287.3,313.8
537,326,320.3,407.3
538,326,419.0,444.8
540,326,525.3,569.6
541,326,579.9,600.3
542,326,614.8,661.5
543,327,0.4,88.2
544,327,94.4,124.7
545,327,142.0,185.0
546,327,193.2,234.4
548,327,278.8,302.9
549,327,309.2,365.1
550,327,369.1,391.5
551,327,398.9,418.7
552,327,421.7,463.3
553,327,472.5,503.5
554,327,521.9,558.5
555,327,567.9,593.0
556,327,601.5,622.6
559,328,83.5,115.1
560,328,119.4,135.9
561,328,140.9,160.4
562,328,166.5,196.3
564,328,242.1,282.8
566,328,312.6,342.8
567,328,349.3,400.1
568,328,406.0,443.3
573,328,600.6,657.3
574,328,670.7,701.8
575,328,706.4,725.2
576,328,728.2,762.0
577,328,764.3,820.2
578,328,826.3,842.5
579,328,850.1,874.5
580,328,877.7,911.7
581,328,916.6,941.9
589,329,210.8,239.2
590,329,244.0,287.7
591,329,291.4,330.6
599,329,611.3,639.5
634,332,0.0,22.1
637,332,108.2,170.4
642,332,295.2,346.7
645,332,422.6,486.0
646,332,487.0,498.4
647,332,504.5,549.4
649,332,599.0,621.9
652,332,705.4,735.8
654,332,782.7,800.9
655,332,802.3,822.6
656,332,831.0,861.9
810,338,0.0,92.6
811,338,95.9,127.1
812,338,132.5,162.3
813,338,168.0,184.2
814,338,201.2,221.4
815,338,228.2,253.5
816,338,261.6,289.5
817,338,292.6,318.0
818,338,321.8,341.3
819,338,344.2,370.0
820,338,371.0,399.3
822,338,427.3,450.4
823,338,454.6,473.7
824,338,481.7,514.1
825,338,522.6,542.0
845,340,3.8,18.5
846,340,60.2,100.1
847,340,104.8,164.3
848,340,169.0,197.6
849,340,209.1,266.3
851,340,297.9,320.5
854,340,408.5,446.4
855,340,448.8,479.3
931,345,1.9,26.8
932,345,50.6,86.0
934,345,115.4,144.2
935,345,147.3,168.8
936,345,175.1,198.4
937,345,218.0,240.8
938,345,245.7,264.2
939,345,266.2,291.2
940,345,293.8,317.2
941,345,323.8,340.5
942,345,344.7,363.2
943,345,364.7,399.4
944,345,403.4,435.7
946,345,500.1,531.3
948,345,563.2,574.9
950,345,622.1,666.7
951,345,672.1,698.8
952,345,702.8,738.1
953,345,740.0,763.2
954,346,17.2,83.9
955,346,88.8,121.6
956,346,124.3,163.1
957,346,167.9,228.5
959,346,254.3,296.5
962,346,358.8,380.7
963,346,382.6,405.4
966,346,482.1,508.0
967,346,514.2,537.4
969,346,558.2,602.4
970,346,605.6,637.8
971,346,643.7,665.8
972,346,668.6,708.6
974,346,725.1,741.5
976,346,790.6,816.2
977,346,830.6,884.6
979,346,928.5,945.0
980,346,952.3,979.1
982,346,1003.0,1079.6
983,346,1081.1,1093.1
984,346,1094.8,1138.2
985,346,1142.1,1150.8
986,346,1163.9,1198.1
987,347,19.5,28.5
988,347,29.5,122.7
989,347,129.4,177.6
990,347,183.9,206.8
991,347,221.2,289.2
995,347,410.5,451.6
997,347,486.5,533.5
1000,348,19.9,78.7
1001,348,84.6,118.2
1002,348,122.6,149.7
1004,348,197.4,225.3
1005,348,227.6,251.2
1007,348,290.5,309.9
1008,348,320.1,348.3
1010,348,390.6,423.3
1011,348,424.7,457.1
1012,348,460.2,499.7
1013,348,500.4,513.6
1014,348,514.5,565.4
1015,348,570.5,594.4
1016,348,601.9,627.2
1017,348,630.6,670.3
1130,354,123.3,182.8
1131,354,193.1,252.4
1133,354,291.7,337.4
1137,354,507.6,549.5
1232,360,99.0,118.0
1233,360,121.2,147.8
1234,360,153.5,191.5
1236,360,226.4,245.8
1237,360,249.6,268.9
1238,360,273.8,306.8
1242,360,386.6,408.8
1244,361,93.3,118.1
1245,361,122.5,139.6
1246,361,143.5,157.0
1248,361,196.9,224.0
1249,361,228.6,254.1
1250,361,259.4,276.9
1251,361,281.3,296.3
1253,361,327.2,350.2
1258,361,543.9,567.8
1277,363,148.6,177.8
1278,363,185.1,199.9
1279,363,237.4,263.5
1280,363,266.4,334.9
1281,363,344.5,371.9
1284,363,457.9,521.0
1285,363,526.4,582.6
1288,363,652.7,675.5
1289,363,678.4,718.1
1290,363,719.5,748.1
1291,363,752.4,791.3
1293,363,852.0,879.4
1294,363,884.9,907.4
1295,363,913.9,932.4
1296,363,934.7,947.1
1298,363,1039.1,1064.3
1299,363,1081.6,1133.5
1300,363,1134.7,1157.5
1302,364,0.0,18.2
1303,364,19.3,35.6
1304,364,47.6,99.7
1305,364,115.4,159.0
1307,364,184.4,218.5
1308,364,227.1,261.4
1309,364,263.5,287.1
1310,364,288.5,299.7
1311,364,300.8,324.3
1317,364,533.6,579.0
1318,364,585.6,612.2
1319,364,613.8,639.8
1320,364,642.9,672.7
1322,364,698.1,711.5
1323,364,712.4,769.0
1325,364,810.1,867.1
1327,364,894.1,924.4
1328,364,925.8,968.4
1329,364,969.3,979.1
1330,364,980.2,991.1
1331,364,997.4,1043.5
1332,364,1047.0,1069.9
1333,364,1072.1,1086.1
1334,364,1087.9,1108.7
1335,364,1110.0,1146.2
1337,364,1173.3,1200.4
1339,364,1230.3,1250.3
1340,364,1251.7,1285.1
1342,364,1319.2,1339.6
1345,364,1404.0,1424.9
1346,364,1426.8,1444.8
1348,364,1468.8,1484.3
1350,364,1513.5,1550.7
1352,364,1591.7,1614.5
1354,364,1634.6,1656.7
1355,364,1657.6,1684.1
1356,364,1691.8,1714.3
1402,366,33.6,86.7
1403,366,93.3,119.2
1404,366,130.2,166.9
1407,366,225.7,276.0
1408,366,280.1,310.3
1409,366,311.3,323.8
1410,366,330.7,360.3
1415,366,485.4,524.9
1416,366,526.3,547.7
1417,366,552.4,577.5
1421,366,653.8,684.0
1423,366,707.3,716.4
1424,366,735.4,770.9
1427,366,868.6,898.4
1428,366,899.8,937.0
1429,366,938.3,968.8
1430,366,975.1,1019.5
1432,366,1054.2,1068.3
1435,366,1131.0,1170.3
1436,366,1172.5,1193.4
1441,367,63.7,119.0
1442,367,126.3,147.8
1443,367,152.5,180.5
1444,367,185.0,216.1
1446,367,267.1,294.7
1447,367,302.3,324.1
1448,367,328.3,356.9
1449,367,358.1,404.2
1450,367,412.4,437.6
1452,367,494.9,531.7
1455,367,634.7,665.4
1462,367,868.8,914.5
1463,367,915.6,946.9
1464,367,950.2,1000.0
1465,367,1001.1,1025.6
1467,367,1058.3,1073.3
1470,367,1184.1,1240.6
1471,367,1241.9,1270.4
1472,367,1278.8,1317.4
1473,367,1319.1,1376.1
1474,367,1377.5,1399.4
1475,367,1400.5,1427.0
1477,367,1452.8,1484.2
1478,367,1486.7,1527.1
1479,367,1529.5,1541.3
1480,367,1562.2,1585.4
1513,369,26.4,86.1
1515,369,117.6,176.2
1518,369,246.1,276.9
1521,369,349.0,386.2
1522,369,398.8,419.4
1523,369,420.5,466.6
1524,369,470.0,514.2
1529,369,651.5,672.8
1530,369,674.2,704.2
1532,369,724.8,761.3
1539,370,38.8,80.3
1541,370,118.8,141.5
1542,370,152.2,176.2
1548,370,392.9,406.2
1549,370,408.7,457.4
1550,370,465.8,500.7
1551,370,502.2,516.2
1552,370,537.7,577.7
1553,370,578.8,600.8
1556,370,714.4,754.9
1558,370,777.9,822.3
1559,370,843.2,878.3
1560,370,882.8,896.5
1561,370,898.4,921.2
1562,370,922.7,957.3
1563,370,966.4,1000.9
1564,370,1002.4,1012.7
1565,370,1020.7,1056.1
1566,370,1060.6,1109.0
1567,370,1119.8,1162.9
1656,374,61.3,113.8
1658,374,169.4,196.4
1659,374,201.3,219.6
1660,374,222.7,268.3
1661,374,269.2,307.2
1664,374,399.0,420.6
1665,374,430.0,456.7
1666,374,463.5,497.0
1667,374,498.7,535.1
1668,374,543.4,569.9
1669,374,579.8,620.0
1670,374,621.8,637.1
1672,374,661.6,698.4
1673,374,705.2,731.8
1674,374,733.0,787.8
1675,374,790.0,805.9
1676,374,827.2,866.5
1677,374,868.8,889.9
1680,374,958.9,988.4
1681,374,991.8,1048.1
1682,374,1050.9,1087.7
1683,374,1089.2,1102.6
1684,374,1103.7,1135.4
1732,377,21.9,74.8
1734,377,116.6,146.4
1735,377,148.9,159.6
1736,377,162.9,181.3
1738,377,217.3,256.4
1739,377,257.8,308.8
1740,377,314.2,341.3
1741,377,342.7,366.1
1742,377,370.9,411.1
1743,377,412.3,435.4
1745,377,458.4,480.1
1747,377,526.3,549.3
1748,377,550.4,580.3
1750,377,642.3,681.4
1753,377,747.6,798.1
1754,377,801.8,855.4
1755,377,864.1,905.0
1756,377,909.0,925.1
1758,377,960.6,980.6
1760,377,1021.9,1049.2
1761,377,1053.1,1074.2
1762,377,1075.7,1094.4
1763,377,1101.6,1158.6
1766,377,1252.8,1273.2
1770,378,134.1,175.2
1772,378,206.8,224.5
1773,378,229.9,272.8
1776,378,341.6,358.8
1777,378,370.5,411.5
1778,378,413.0,452.4
1779,378,453.8,463.1
1780,378,477.4,491.7
1782,378,552.8,591.6
1784,378,626.3,652.7
1787,378,734.0,759.6
1797,379,204.7,251.2
1798,379,260.3,301.9
1799,379,309.4,341.5
1800,379,348.2,376.3
1801,379,380.8,402.3
1802,379,406.9,426.6
1803,379,434.4,452.4
1804,379,458.7,486.9
1807,379,558.1,579.8
1808,379,582.4,605.4
1809,379,608.0,656.6
1810,379,661.5,679.2
1811,379,685.1,717.3
1812,379,719.8,746.8
1813,379,754.2,796.5
1814,379,802.6,826.9
1815,379,834.7,858.6
1816,379,861.5,885.7
1817,379,893.2,919.7
1818,379,923.3,957.5
1910,382,107.3,137.2
1913,382,204.0,233.4
1915,382,278.2,304.1
1916,382,305.7,331.6
1919,382,419.9,451.2
1920,382,461.9,489.0
1923,382,573.5,598.4
1924,382,614.5,640.9
1964,384,2.6,118.3
1965,384,124.5,165.9
1966,384,167.2,214.8
1967,384,216.3,285.1
1968,384,290.5,345.9
1972,384,467.4,509.2
1977,384,665.3,701.1
1981,384,838.2,884.5
1983,384,918.1,954.6
2027,387,109.2,136.2
2031,387,246.3,288.7
2034,387,386.0,413.7
2036,387,457.9,498.5
2044,388,303.3,343.7
2050,388,654.2,689.9
2126,393,61.8,112.8
2128,393,148.8,162.6
2129,393,176.6,201.4
2130,393,202.9,225.4
2131,393,239.1,260.0
2133,393,296.1,318.6
2134,393,329.7,350.4
2135,393,353.7,389.3
2136,393,395.4,453.0
2137,393,456.3,491.7
2138,393,492.9,517.6
2303,403,108.9,135.0
2305,403,172.5,206.7
2306,403,217.0,232.0
2307,403,237.1,263.5
2308,403,269.4,295.8
2310,403,332.9,390.9
2311,403,396.7,426.0
2313,403,453.3,477.0
2314,403,509.4,521.6
2317,403,589.7,620.7
2318,403,622.8,670.0
2319,403,671.0,697.4
2320,403,714.8,741.3
2350,405,109.4,141.6
2351,405,146.6,173.4
2353,405,205.3,240.9
2354,405,242.9,275.0
2355,405,282.6,303.6
2356,405,308.6,334.6
2357,405,341.8,408.6
2359,405,436.1,456.9
2361,405,497.2,527.1
2363,405,574.6,597.6
2364,405,611.1,638.5
2366,405,666.8,691.2
2367,405,692.5,711.3
2368,405,712.5,774.0
2369,405,774.6,810.2
2370,405,811.8,848.4
2373,405,887.8,931.9
2377,405,1043.5,1074.1
2378,405,1076.1,1092.2
2380,405,1136.8,1164.6
2381,405,1178.8,1222.5
2382,405,1226.4,1270.8
2384,405,1326.0,1378.6
2386,405,1410.1,1437.7
2387,405,1439.0,1478.0
2388,405,1479.1,1509.3
2389,405,1510.3,1536.6
2391,406,88.9,114.2
2392,406,115.8,149.1
2393,406,154.4,190.5
2394,406,194.5,214.5
2395,406,217.0,248.2
2396,406,251.2,269.2
2397,406,284.4,297.8
2398,406,315.2,359.6
2401,406,479.0,496.2
2402,406,503.8,534.1
2403,406,535.1,564.6
2404,406,578.8,601.3
2406,406,654.4,695.1
2409,407,97.0,120.4
2410,407,125.1,144.3
2411,407,145.3,188.2
2413,407,206.4,257.1
2414,407,258.4,282.7
2415,407,286.2,338.8
2416,407,341.8,377.3
2418,407,407.0,462.1
2421,407,513.9,533.5
2422,407,534.3,599.3
2423,407,600.6,624.6
2424,407,636.1,716.4
2425,407,717.7,757.4
2426,407,758.8,771.7
2428,407,838.1,876.9
2429,407,877.8,922.3
2430,407,932.8,991.7
2431,407,992.4,1027.2
2433,407,1061.3,1137.6
2434,407,1138.0,1216.0
2439,408,197.3,230.3
2442,408,320.5,339.4
2443,408,360.5,406.9
2446,408,543.1,561.1
2447,408,565.0,597.6
2448,408,600.1,629.7
2449,408,634.3,678.5
2499,411,24.8,97.2
2500,411,102.5,143.0
2501,411,147.4,187.1
2502,411,188.1,213.9
2503,411,215.1,233.0
2504,411,241.2,266.2
2505,411,270.0,326.1
2506,411,332.7,361.8
2507,411,366.2,408.9
2508,411,414.9,459.3
2510,411,505.9,553.4
2511,411,554.2,604.5
2512,411,605.8,634.2
2513,411,637.2,679.8
2514,411,681.1,694.4
2515,411,696.0,734.0
2516,411,736.0,755.4
2518,411,795.3,845.4
2519,411,847.2,864.5
2520,411,870.7,961.9
2521,411,962.9,1001.3
2522,411,1002.8,1023.4
2523,411,1028.1,1050.4
2525,411,1087.8,1106.6
2526,411,1110.6,1159.5
2527,411,1161.5,1217.4
2529,411,1242.6,1279.2
2531,411,1325.9,1349.3
2579,414,34.8,91.7
2581,414,134.6,163.3
2582,414,164.6,218.6
2584,414,256.2,293.2
2585,414,296.8,333.8
2588,414,415.0,436.8
2590,414,484.8,501.2
2591,414,506.4,553.5
2593,414,586.7,625.1
2594,414,626.8,656.1
2595,414,657.4,690.1
2597,414,724.1,741.0
2598,414,745.4,791.5
2599,414,797.1,815.8
2600,414,829.8,875.2
2601,414,877.2,910.9
2603,414,935.5,957.0
2605,415,107.5,140.1
2606,415,144.5,176.1
2607,415,179.9,197.5
2609,415,218.7,269.4
2613,415,370.9,391.2
2616,415,453.4,483.2
2617,415,504.9,542.8
2618,415,548.0,579.9
2620,415,613.9,633.0
2621,415,640.9,677.8
2622,415,679.8,728.9
2623,415,740.1,758.8
2624,416,0.0,56.7
2625,416,62.4,91.0
2626,416,95.9,121.6
2628,416,166.5,189.9
2629,416,192.8,240.9
2630,416,241.5,258.7
2632,416,293.2,308.9
2633,416,313.1,346.4
2634,416,349.8,371.5
2635,416,374.1,408.6
2636,416,417.9,434.4
2637,416,446.2,465.8
2639,416,494.4,509.0
2640,416,524.9,553.0
2641,416,561.4,583.0
2642,416,584.4,606.5
2646,416,757.5,783.0
2647,416,805.7,825.1
2694,419,11.7,76.0
2696,419,108.6,133.4
2697,419,136.2,170.1
2698,419,173.7,194.6
2699,419,203.0,226.6
2701,419,295.6,315.8
2702,419,322.6,343.3
2703,419,347.2,387.1
2704,419,394.6,428.0
2705,419,432.2,449.0
2707,419,508.3,581.5
2708,419,585.3,624.3
2709,419,629.4,653.2
2710,419,655.3,673.3
2711,419,677.0,700.8
2712,419,705.9,731.8
2714,419,766.1,797.5
2715,419,799.5,825.7
2716,419,827.6,848.3
2717,419,854.0,878.7
2718,420,25.8,96.1
2719,420,102.7,131.3
2721,420,172.4,202.5
2722,420,212.8,254.3
2723,420,260.5,334.8
2724,420,343.3,365.9
2726,420,401.9,417.6
2727,420,427.9,482.7
2728,420,502.5,530.2
2731,420,582.9,604.6
2732,420,611.2,632.4
2733,420,643.9,679.1
2734,420,697.8,713.5
2735,420,724.2,786.5
2737,420,809.7,860.5
2740,420,943.1,993.3
2804,423,173.3,207.5
2805,423,217.0,240.4
2806,423,249.2,267.1
2807,423,282.0,323.6
2808,423,337.5,364.0
2809,423,365.3,392.3
2810,423,400.2,446.8
2811,423,448.4,467.1
2812,423,477.6,514.3
2813,423,517.9,538.1
2814,423,539.3,595.3
2816,423,631.6,688.7
2817,423,691.6,729.2
2818,423,735.3,759.8
2819,423,761.9,771.9
2821,423,813.8,855.2
2822,423,865.0,902.7
2823,423,905.0,954.6
2827,424,121.9,174.9
2829,424,201.7,236.3
2833,424,326.9,363.9
2834,424,366.7,380.9
2836,424,412.6,446.4
2837,424,453.1,482.5
2838,424,500.4,561.0
2839,424,568.8,614.3
2840,424,619.4,671.7
2841,424,673.1,684.9
2843,424,793.4,829.3
2844,424,835.9,866.2
2845,424,867.2,907.0
2848,424,962.7,1022.3
2881,426,4.8,105.0
2882,426,105.9,148.9
2883,426,155.8,180.1
2884,426,186.9,222.4
2885,426,227.0,260.2
2887,426,285.2,315.7
2889,426,342.2,365.8
2891,426,394.4,422.8
2892,426,430.4,451.5
2893,426,454.9,502.0
2894,426,510.4,530.8
2895,426,535.6,575.4
2897,426,618.9,683.0
2898,426,694.6,737.4
2900,426,772.0,810.3
2921,428,21.2,103.9
2922,428,110.5,134.5
2923,428,146.1,181.7
2924,428,197.0,232.9
2925,428,234.3,283.7
2926,428,287.2,303.2
2928,428,342.1,382.4
2930,428,420.7,453.7
2932,428,507.7,540.6
2934,428,591.4,602.8
2935,428,613.0,638.1
2937,429,5.4,123.5
2942,429,283.3,354.9
2943,429,358.5,387.5
2945,429,410.6,456.3
2946,429,460.1,489.9
2947,429,510.1,550.7
2948,429,551.9,579.9
2949,429,581.4,604.4
2950,429,609.0,672.5
2952,429,718.9,757.3
2953,429,759.6,794.7
2954,429,802.1,836.3
2955,429,843.7,873.2
2982,431,194.2,223.8
2983,431,226.0,262.2
2985,431,348.1,411.6
2986,431,417.7,452.3
2987,431,458.0,513.9
2992,431,709.9,726.8
2993,431,728.1,757.2
2994,431,764.9,797.0
2997,432,199.7,249.8
3001,432,366.0,394.8
3002,432,396.0,439.2
