path,id,speaker,arm
/workspace/p20/clips/seg_001014.wav,c001014,348,conflict
/workspace/p20/clips/seg_001129.wav,c001129,354,conflict
/workspace/p20/clips/seg_001131.wav,c001131,354,conflict
/workspace/p20/clips/seg_001137.wav,c001137,354,conflict
/workspace/p20/clips/seg_001260.wav,c001260,362,conflict
/workspace/p20/clips/seg_001263.wav,c001263,362,conflict
/workspace/p20/clips/seg_001265.wav,c001265,362,conflict
/workspace/p20/clips/seg_001266.wav,c001266,362,conflict
/workspace/p20/clips/seg_001268.wav,c001268,362,conflict
/workspace/p20/clips/seg_001271.wav,c001271,362,conflict
/workspace/p20/clips/seg_001278.wav,c001278,363,conflict
/workspace/p20/clips/seg_001284.wav,c001284,363,conflict
/workspace/p20/clips/seg_001285.wav,c001285,363,conflict
/workspace/p20/clips/seg_001288.wav,c001288,363,conflict
/workspace/p20/clips/seg_001290.wav,c001290,363,conflict
/workspace/p20/clips/seg_001295.wav,c001295,363,conflict
/workspace/p20/clips/seg_001296.wav,c001296,363,conflict
/workspace/p20/clips/seg_001302.wav,c001302,364,conflict
/workspace/p20/clips/seg_001308.wav,c001308,364,conflict
/workspace/p20/clips/seg_001309.wav,c001309,364,conflict
/workspace/p20/clips/seg_001310.wav,c001310,364,conflict
/workspace/p20/clips/seg_001416.wav,c001416,366,conflict
/workspace/p20/clips/seg_001417.wav,c001417,366,conflict
/workspace/p20/clips/seg_001423.wav,c001423,366,conflict
/workspace/p20/clips/seg_001429.wav,c001429,366,conflict
/workspace/p20/clips/seg_001430.wav,c001430,366,conflict
/workspace/p20/clips/seg_001447.wav,c001447,367,conflict
/workspace/p20/clips/seg_001473.wav,c001473,367,conflict
/workspace/p20/clips/seg_001474.wav,c001474,367,conflict
/workspace/p20/clips/seg_001475.wav,c001475,367,conflict
/workspace/p20/clips/seg_001477.wav,c001477,367,conflict
/workspace/p20/clips/seg_001478.wav,c001478,367,conflict
/workspace/p20/clips/seg_001515.wav,c001515,369,conflict
/workspace/p20/clips/seg_001522.wav,c001522,369,conflict
/workspace/p20/clips/seg_001551.wav,c001551,370,conflict
/workspace/p20/clips/seg_001553.wav,c001553,370,conflict
/workspace/p20/clips/seg_001561.wav,c001561,370,conflict
/workspace/p20/clips/seg_001666.wav,c001666,374,conflict
/workspace/p20/clips/seg_001668.wav,c001668,374,conflict
/workspace/p20/clips/seg_001669.wav,c001669,374,conflict
/workspace/p20/clips/seg_001670.wav,c001670,374,conflict
/workspace/p20/clips/seg_001673.wav,c001673,374,conflict
/workspace/p20/clips/seg_001676.wav,c001676,374,conflict
/workspace/p20/clips/seg_001684.wav,c001684,374,conflict
/workspace/p20/clips/seg_001732.wav,c001732,377,conflict
/workspace/p20/clips/seg_001737.wav,c001737,377,conflict
/workspace/p20/clips/seg_001738.wav,c001738,377,conflict
/workspace/p20/clips/seg_001739.wav,c001739,377,conflict
/workspace/p20/clips/seg_001742.wav,c001742,377,conflict
/workspace/p20/clips/seg_001747.wav,c001747,377,conflict
/workspace/p20/clips/seg_001754.wav,c001754,377,conflict
/workspace/p20/clips/seg_001763.wav,c001763,377,conflict
/workspace/p20/clips/seg_001766.wav,c001766,377,conflict
/workspace/p20/clips/seg_001777.wav,c001777,378,conflict
/workspace/p20/clips/seg_001803.wav,c001803,379,conflict
/workspace/p20/clips/seg_001811.wav,c001811,379,conflict
/workspace/p20/clips/seg_001815.wav,c001815,379,conflict
/workspace/p20/clips/seg_001881.wav,c001881,381,conflict
/workspace/p20/clips/seg_001894.wav,c001894,381,conflict
/workspace/p20/clips/seg_001895.wav,c001895,381,conflict
/workspace/p20/clips/seg_001896.wav,c001896,381,conflict
/workspace/p20/clips/seg_001897.wav,c001897,381,conflict
/workspace/p20/clips/seg_001898.wav,c001898,381,conflict
/workspace/p20/clips/seg_001900.wav,c001900,381,conflict
/workspace/p20/clips/seg_001901.wav,c001901,381,conflict
/workspace/p20/clips/seg_001905.wav,c001905,381,conflict
/workspace/p20/clips/seg_001924.wav,c001924,382,conflict
/workspace/p20/clips/seg_001964.wav,c001964,384,conflict
/workspace/p20/clips/seg_001965.wav,c001965,384,conflict
/workspace/p20/clips/seg_001966.wav,c001966,384,conflict
/workspace/p20/clips/seg_001984.wav,c001984,384,conflict
/workspace/p20/clips/seg_001985.wav,c001985,384,conflict
/workspace/p20/clips/seg_002031.wav,c002031,387,conflict
/workspace/p20/clips/seg_002114.wav,c002114,392,conflict
/workspace/p20/clips/seg_002121.wav,c002121,392,conflict
/workspace/p20/clips/seg_002122.wav,c002122,392,conflict
/workspace/p20/clips/seg_002308.wav,c002308,403,conflict
/workspace/p20/clips/seg_002310.wav,c002310,403,conflict
/workspace/p20/clips/seg_002331.wav,c002331,404,conflict
/workspace/p20/clips/seg_002336.wav,c002336,404,conflict
/workspace/p20/clips/seg_002350.wav,c002350,405,conflict
/workspace/p20/clips/seg_002351.wav,c002351,405,conflict
/workspace/p20/clips/seg_002353.wav,c002353,405,conflict
/workspace/p20/clips/seg_002354.wav,c002354,405,conflict
/workspace/p20/clips/seg_002356.wav,c002356,405,conflict
/workspace/p20/clips/seg_002357.wav,c002357,405,conflict
/workspace/p20/clips/seg_002358.wav,c002358,405,conflict
/workspace/p20/clips/seg_002381.wav,c002381,405,conflict
/workspace/p20/clips/seg_002382.wav,c002382,405,conflict
/workspace/p20/clips/seg_002385.wav,c002385,405,conflict
/workspace/p20/clips/seg_002386.wav,c002386,405,conflict
/workspace/p20/clips/seg_002387.wav,c002387,405,conflict
/workspace/p20/clips/seg_002388.wav,c002388,405,conflict
/workspace/p20/clips/seg_002391.wav,c002391,406,conflict
/workspace/p20/clips/seg_002394.wav,c002394,406,conflict
/workspace/p20/clips/seg_002426.wav,c002426,407,conflict
/workspace/p20/clips/seg_002443.wav,c002443,408,conflict
/workspace/p20/clips/seg_002509.wav,c002509,411,conflict
/workspace/p20/clips/seg_002520.wav,c002520,411,conflict
/workspace/p20/clips/seg_002525.wav,c002525,411,conflict
/workspace/p20/clips/seg_002579.wav,c002579,414,conflict
/workspace/p20/clips/seg_002581.wav,c002581,414,conflict
/workspace/p20/clips/seg_002582.wav,c002582,414,conflict
/workspace/p20/clips/seg_002583.wav,c002583,414,conflict
/workspace/p20/clips/seg_002584.wav,c002584,414,conflict
/workspace/p20/clips/seg_002594.wav,c002594,414,conflict
/workspace/p20/clips/seg_002595.wav,c002595,414,conflict
/workspace/p20/clips/seg_002598.wav,c002598,414,conflict
/workspace/p20/clips/seg_002599.wav,c002599,414,conflict
/workspace/p20/clips/seg_002601.wav,c002601,414,conflict
/workspace/p20/clips/seg_002603.wav,c002603,414,conflict
/workspace/p20/clips/seg_002616.wav,c002616,415,conflict
/workspace/p20/clips/seg_002617.wav,c002617,415,conflict
/workspace/p20/clips/seg_002633.wav,c002633,416,conflict
/workspace/p20/clips/seg_002642.wav,c002642,416,conflict
/workspace/p20/clips/seg_002702.wav,c002702,419,conflict
/workspace/p20/clips/seg_002704.wav,c002704,419,conflict
/workspace/p20/clips/seg_002705.wav,c002705,419,conflict
/workspace/p20/clips/seg_002710.wav,c002710,419,conflict
/workspace/p20/clips/seg_002715.wav,c002715,419,conflict
/workspace/p20/clips/seg_002726.wav,c002726,420,conflict
/workspace/p20/clips/seg_002727.wav,c002727,420,conflict
/workspace/p20/clips/seg_002728.wav,c002728,420,conflict
/workspace/p20/clips/seg_002809.wav,c002809,423,conflict
/workspace/p20/clips/seg_002817.wav,c002817,423,conflict
/workspace/p20/clips/seg_002818.wav,c002818,423,conflict
/workspace/p20/clips/seg_002834.wav,c002834,424,conflict
/workspace/p20/clips/seg_002844.wav,c002844,424,conflict
/workspace/p20/clips/seg_002845.wav,c002845,424,conflict
/workspace/p20/clips/seg_002892.wav,c002892,426,conflict
/workspace/p20/clips/seg_002897.wav,c002897,426,conflict
/workspace/p20/clips/seg_002898.wav,c002898,426,conflict
/workspace/p20/clips/seg_002900.wav,c002900,426,conflict
/workspace/p20/clips/seg_002943.wav,c002943,429,conflict
/workspace/p20/clips/seg_002946.wav,c002946,429,conflict
/workspace/p20/clips/seg_002959.wav,c002959,430,conflict
/workspace/p20/clips/seg_002965.wav,c002965,430,conflict
/workspace/p20/clips/seg_002967.wav,c002967,430,conflict
/workspace/p20/clips/seg_002972.wav,c002972,430,conflict
/workspace/p20/clips/seg_002975.wav,c002975,430,conflict
/workspace/p20/clips/seg_002992.wav,c002992,431,conflict
/workspace/p20/clips/seg_002993.wav,c002993,431,conflict
/workspace/p20/clips/seg_003002.wav,c003002,432,conflict
/workspace/p20/clips/seg_003045.wav,c003045,434,conflict
/workspace/p20/clips/seg_003046.wav,c003046,434,conflict
/workspace/p20/clips/seg_003050.wav,c003050,434,conflict
/workspace/p20/clips/seg_003060.wav,c003060,434,conflict
/workspace/p20/clips/seg_003105.wav,c003105,436,conflict
/workspace/p20/clips/seg_003113.wav,c003113,437,conflict
/workspace/p20/clips/seg_003122.wav,c003122,437,conflict
/workspace/p20/clips/seg_003148.wav,c003148,438,conflict
/workspace/p20/clips/seg_003149.wav,c003149,438,conflict
/workspace/p20/clips/seg_003170.wav,c003170,439,conflict
/workspace/p20/clips/seg_003174.wav,c003174,439,conflict
/workspace/p20/clips/seg_003182.wav,c003182,440,conflict
/workspace/p20/clips/seg_003184.wav,c003184,440,conflict
/workspace/p20/clips/seg_003187.wav,c003187,440,conflict
/workspace/p20/clips/seg_003207.wav,c003207,440,conflict
/workspace/p20/clips/seg_003208.wav,c003208,440,conflict
/workspace/p20/clips/seg_003216.wav,c003216,441,conflict
/workspace/p20/clips/seg_003217.wav,c003217,441,conflict
/workspace/p20/clips/seg_003232.wav,c003232,441,conflict
/workspace/p20/clips/seg_003268.wav,c003268,443,conflict
/workspace/p20/clips/seg_003308.wav,c003308,445,conflict
/workspace/p20/clips/seg_003314.wav,c003314,445,conflict
/workspace/p20/clips/seg_003318.wav,c003318,445,conflict
/workspace/p20/clips/seg_003330.wav,c003330,446,conflict
/workspace/p20/clips/seg_003345.wav,c003345,447,conflict
/workspace/p20/clips/seg_003355.wav,c003355,447,conflict
/workspace/p20/clips/seg_003356.wav,c003356,447,conflict
/workspace/p20/clips/seg_003357.wav,c003357,447,conflict
/workspace/p20/clips/seg_003363.wav,c003363,447,conflict
/workspace/p20/clips/seg_003365.wav,c003365,448,conflict
/workspace/p20/clips/seg_003366.wav,c003366,448,conflict
/workspace/p20/clips/seg_003369.wav,c003369,448,conflict
/workspace/p20/clips/seg_003374.wav,c003374,448,conflict
/workspace/p20/clips/seg_003378.wav,c003378,448,conflict
/workspace/p20/clips/seg_003388.wav,c003388,448,conflict
/workspace/p20/clips/seg_003395.wav,c003395,448,conflict
/workspace/p20/clips/seg_003397.wav,c003397,448,conflict
/workspace/p20/clips/seg_003413.wav,c003413,449,conflict
/workspace/p20/clips/seg_003457.wav,c003457,451,conflict
/workspace/p20/clips/seg_003469.wav,c003469,451,conflict
/workspace/p20/clips/seg_003471.wav,c003471,451,conflict
/workspace/p20/clips/seg_003474.wav,c003474,451,conflict
/workspace/p20/clips/seg_003475.wav,c003475,451,conflict
/workspace/p20/clips/seg_003477.wav,c003477,451,conflict
/workspace/p20/clips/seg_003490.wav,c003490,452,conflict
/workspace/p20/clips/seg_003491.wav,c003491,452,conflict
/workspace/p20/clips/seg_003495.wav,c003495,452,conflict
/workspace/p20/clips/seg_003496.wav,c003496,452,conflict
/workspace/p20/clips/seg_003532.wav,c003532,454,conflict
/workspace/p20/clips/seg_003533.wav,c003533,454,conflict
/workspace/p20/clips/seg_003538.wav,c003538,454,conflict
/workspace/p20/clips/seg_003585.wav,c003585,457,conflict
/workspace/p20/clips/seg_003590.wav,c003590,457,conflict
/workspace/p20/clips/seg_003591.wav,c003591,457,conflict
/workspace/p20/clips/seg_003593.wav,c003593,457,conflict
/workspace/p20/clips/seg_003654.wav,c003654,461,conflict
/workspace/p20/clips/seg_003661.wav,c003661,461,conflict
/workspace/p20/clips/seg_003668.wav,c003668,461,conflict
/workspace/p20/clips/seg_003670.wav,c003670,461,conflict
/workspace/p20/clips/seg_003708.wav,c003708,463,conflict
/workspace/p20/clips/seg_003710.wav,c003710,463,conflict
/workspace/p20/clips/seg_003726.wav,c003726,464,conflict
/workspace/p20/clips/seg_003731.wav,c003731,464,conflict
/workspace/p20/clips/seg_003741.wav,c003741,464,conflict
/workspace/p20/clips/seg_003755.wav,c003755,465,conflict
/workspace/p20/clips/seg_003761.wav,c003761,465,conflict
/workspace/p20/clips/seg_003766.wav,c003766,465,conflict
/workspace/p20/clips/seg_003767.wav,c003767,465,conflict
/workspace/p20/clips/seg_003768.wav,c003768,465,conflict
/workspace/p20/clips/seg_003771.wav,c003771,465,conflict
/workspace/p20/clips/seg_003828.wav,c003828,467,conflict
/workspace/p20/clips/seg_003830.wav,c003830,467,conflict
/workspace/p20/clips/seg_003835.wav,c003835,468,conflict
/workspace/p20/clips/seg_003844.wav,c003844,468,conflict
/workspace/p20/clips/seg_003845.wav,c003845,468,conflict
/workspace/p20/clips/seg_003865.wav,c003865,469,conflict
/workspace/p20/clips/seg_003873.wav,c003873,469,conflict
/workspace/p20/clips/seg_003874.wav,c003874,469,conflict
/workspace/p20/clips/seg_003878.wav,c003878,469,conflict
/workspace/p20/clips/seg_003882.wav,c003882,469,conflict
/workspace/p20/clips/seg_003883.wav,c003883,469,conflict
/workspace/p20/clips/seg_003896.wav,c003896,470,conflict
/workspace/p20/clips/seg_003901.wav,c003901,470,conflict
/workspace/p20/clips/seg_003907.wav,c003907,470,conflict
/workspace/p20/clips/seg_003911.wav,c003911,470,conflict
/workspace/p20/clips/seg_003914.wav,c003914,470,conflict
/workspace/p20/clips/seg_003927.wav,c003927,471,conflict
/workspace/p20/clips/seg_003929.wav,c003929,471,conflict
/workspace/p20/clips/seg_003932.wav,c003932,471,conflict
/workspace/p20/clips/seg_003942.wav,c003942,472,conflict
/workspace/p20/clips/seg_003944.wav,c003944,472,conflict
/workspace/p20/clips/seg_003946.wav,c003946,472,conflict
/workspace/p20/clips/seg_003970.wav,c003970,474,conflict
/workspace/p20/clips/seg_003971.wav,c003971,474,conflict
/workspace/p20/clips/seg_003972.wav,c003972,474,conflict
/workspace/p20/clips/seg_003974.wav,c003974,474,conflict
/workspace/p20/clips/seg_003978.wav,c003978,474,conflict
/workspace/p20/clips/seg_003996.wav,c003996,476,conflict
/workspace/p20/clips/seg_004000.wav,c004000,476,conflict
/workspace/p20/clips/seg_004005.wav,c004005,476,conflict
/workspace/p20/clips/seg_004026.wav,c004026,477,conflict
/workspace/p20/clips/seg_004028.wav,c004028,477,conflict
/workspace/p20/clips/seg_004033.wav,c004033,477,conflict
/workspace/p20/clips/seg_004034.wav,c004034,477,conflict
/workspace/p20/clips/seg_004035.wav,c004035,477,conflict
/workspace/p20/clips/seg_004044.wav,c004044,478,conflict
/workspace/p20/clips/seg_004055.wav,c004055,478,conflict
/workspace/p20/clips/seg_004058.wav,c004058,478,conflict
/workspace/p20/clips/seg_004083.wav,c004083,480,conflict
/workspace/p20/clips/seg_004093.wav,c004093,480,conflict
/workspace/p20/clips/seg_004143.wav,c004143,482,conflict
/workspace/p20/clips/seg_004226.wav,c004226,485,conflict
/workspace/p20/clips/seg_004237.wav,c004237,486,conflict
/workspace/p20/clips/seg_004262.wav,c004262,487,conflict
/workspace/p20/clips/seg_004281.wav,c004281,488,conflict
/workspace/p20/clips/seg_004282.wav,c004282,488,conflict
/workspace/p20/clips/seg_004283.wav,c004283,488,conflict
/workspace/p20/clips/seg_004284.wav,c004284,488,conflict
/workspace/p20/clips/seg_004293.wav,c004293,488,conflict
/workspace/p20/clips/seg_004294.wav,c004294,488,conflict
/workspace/p20/clips/seg_004295.wav,c004295,488,conflict
/workspace/p20/clips/seg_004304.wav,c004304,489,conflict
/workspace/p20/clips/seg_004351.wav,c004351,492,conflict
/workspace/p20/clips/seg_004422.wav,c004422,603,conflict
/workspace/p20/clips/seg_004430.wav,c004430,603,conflict
/workspace/p20/clips/seg_004434.wav,c004434,603,conflict
/workspace/p20/clips/seg_004435.wav,c004435,603,conflict
/workspace/p20/clips/seg_004438.wav,c004438,603,conflict
/workspace/p20/clips/seg_004454.wav,c004454,605,conflict
/workspace/p20/clips/seg_004488.wav,c004488,608,conflict
/workspace/p20/clips/seg_004498.wav,c004498,608,conflict
/workspace/p20/clips/seg_004506.wav,c004506,608,conflict
/workspace/p20/clips/seg_004508.wav,c004508,608,conflict
/workspace/p20/clips/seg_004509.wav,c004509,608,conflict
/workspace/p20/clips/seg_004510.wav,c004510,608,conflict
/workspace/p20/clips/seg_004511.wav,c004511,608,conflict
/workspace/p20/clips/seg_004531.wav,c004531,609,conflict
/workspace/p20/clips/seg_004532.wav,c004532,609,conflict
/workspace/p20/clips/seg_004533.wav,c004533,609,conflict
/workspace/p20/clips/seg_004534.wav,c004534,609,conflict
/workspace/p20/clips/seg_004554.wav,c004554,612,conflict
/workspace/p20/clips/seg_004562.wav,c004562,612,conflict
/workspace/p20/clips/seg_004587.wav,c004587,615,conflict
/workspace/p20/clips/seg_004594.wav,c004594,615,conflict
/workspace/p20/clips/seg_004598.wav,c004598,615,conflict
/workspace/p20/clips/seg_004599.wav,c004599,615,conflict
/workspace/p20/clips/seg_004678.wav,c004678,620,conflict
/workspace/p20/clips/seg_004706.wav,c004706,622,conflict
/workspace/p20/clips/seg_004751.wav,c004751,624,conflict
/workspace/p20/clips/seg_004757.wav,c004757,624,conflict
/workspace/p20/clips/seg_004762.wav,c004762,624,conflict
/workspace/p20/clips/seg_004777.wav,c004777,625,conflict
/workspace/p20/clips/seg_004778.wav,c004778,625,conflict
/workspace/p20/clips/seg_004779.wav,c004779,625,conflict
/workspace/p20/clips/seg_004811.wav,c004811,627,conflict
/workspace/p20/clips/seg_004815.wav,c004815,627,conflict
/workspace/p20/clips/seg_004824.wav,c004824,627,conflict
/workspace/p20/clips/seg_004825.wav,c004825,627,conflict
/workspace/p20/clips/seg_004846.wav,c004846,628,conflict
/workspace/p20/clips/seg_004849.wav,c004849,628,conflict
/workspace/p20/clips/seg_004877.wav,c004877,629,conflict
/workspace/p20/clips/seg_004906.wav,c004906,632,conflict
/workspace/p20/clips/seg_004919.wav,c004919,632,conflict
/workspace/p20/clips/seg_004920.wav,c004920,632,conflict
/workspace/p20/clips/seg_004923.wav,c004923,632,conflict
/workspace/p20/clips/seg_004970.wav,c004970,634,conflict
/workspace/p20/clips/seg_004977.wav,c004977,634,conflict
/workspace/p20/clips/seg_004995.wav,c004995,636,conflict
/workspace/p20/clips/seg_004997.wav,c004997,636,conflict
/workspace/p20/clips/seg_004999.wav,c004999,636,conflict
/workspace/p20/clips/seg_005031.wav,c005031,636,conflict
/workspace/p20/clips/seg_005034.wav,c005034,636,conflict
/workspace/p20/clips/seg_005040.wav,c005040,637,conflict
/workspace/p20/clips/seg_005044.wav,c005044,637,conflict
/workspace/p20/clips/seg_005045.wav,c005045,637,conflict
/workspace/p20/clips/seg_005057.wav,c005057,637,conflict
/workspace/p20/clips/seg_005058.wav,c005058,637,conflict
/workspace/p20/clips/seg_005059.wav,c005059,638,conflict
/workspace/p20/clips/seg_005068.wav,c005068,640,conflict
/workspace/p20/clips/seg_005069.wav,c005069,640,conflict
/workspace/p20/clips/seg_005070.wav,c005070,640,conflict
/workspace/p20/clips/seg_005072.wav,c005072,640,conflict
/workspace/p20/clips/seg_005081.wav,c005081,640,conflict
/workspace/p20/clips/seg_005082.wav,c005082,640,conflict
/workspace/p20/clips/seg_005083.wav,c005083,640,conflict
/workspace/p20/clips/seg_005084.wav,c005084,640,conflict
/workspace/p20/clips/seg_005085.wav,c005085,641,conflict
/workspace/p20/clips/seg_005086.wav,c005086,641,conflict
/workspace/p20/clips/seg_005093.wav,c005093,641,conflict
/workspace/p20/clips/seg_005094.wav,c005094,641,conflict
/workspace/p20/clips/seg_005115.wav,c005115,649,conflict
/workspace/p20/clips/seg_005116.wav,c005116,649,conflict
/workspace/p20/clips/seg_005118.wav,c005118,649,conflict
/workspace/p20/clips/seg_005125.wav,c005125,650,conflict
/workspace/p20/clips/seg_005129.wav,c005129,650,conflict
/workspace/p20/clips/seg_005131.wav,c005131,650,conflict
/workspace/p20/clips/seg_005270.wav,c005270,659,conflict
/workspace/p20/clips/seg_005279.wav,c005279,659,conflict
/workspace/p20/clips/seg_005280.wav,c005280,659,conflict
/workspace/p20/clips/seg_005281.wav,c005281,659,conflict
/workspace/p20/clips/seg_005284.wav,c005284,659,conflict
/workspace/p20/clips/seg_005285.wav,c005285,659,conflict
/workspace/p20/clips/seg_005297.wav,c005297,659,conflict
/workspace/p20/clips/seg_005299.wav,c005299,659,conflict
/workspace/p20/clips/seg_005309.wav,c005309,660,conflict
/workspace/p20/clips/seg_005310.wav,c005310,660,conflict
/workspace/p20/clips/seg_005315.wav,c005315,660,conflict
/workspace/p20/clips/seg_005317.wav,c005317,660,conflict
/workspace/p20/clips/seg_005327.wav,c005327,661,conflict
/workspace/p20/clips/seg_005333.wav,c005333,661,conflict
/workspace/p20/clips/seg_005337.wav,c005337,661,conflict
/workspace/p20/clips/seg_005359.wav,c005359,661,conflict
/workspace/p20/clips/seg_005369.wav,c005369,662,conflict
/workspace/p20/clips/seg_005464.wav,c005464,667,conflict
/workspace/p20/clips/seg_005468.wav,c005468,667,conflict
/workspace/p20/clips/seg_005469.wav,c005469,667,conflict
/workspace/p20/clips/seg_005472.wav,c005472,667,conflict
/workspace/p20/clips/seg_005526.wav,c005526,670,conflict
/workspace/p20/clips/seg_005527.wav,c005527,670,conflict
/workspace/p20/clips/seg_005600.wav,c005600,680,conflict
/workspace/p20/clips/seg_005616.wav,c005616,680,conflict
/workspace/p20/clips/seg_005624.wav,c005624,680,conflict
/workspace/p20/clips/seg_005627.wav,c005627,680,conflict
/workspace/p20/clips/seg_005694.wav,c005694,684,conflict
/workspace/p20/clips/seg_005735.wav,c005735,688,conflict
/workspace/p20/clips/seg_005750.wav,c005750,688,conflict
/workspace/p20/clips/seg_005751.wav,c005751,688,conflict
/workspace/p20/clips/seg_005752.wav,c005752,688,conflict
/workspace/p20/clips/seg_005894.wav,c005894,698,conflict
/workspace/p20/clips/seg_005895.wav,c005895,698,conflict
/workspace/p20/clips/seg_005898.wav,c005898,698,conflict
/workspace/p20/clips/seg_005900.wav,c005900,698,conflict
/workspace/p20/clips/seg_005901.wav,c005901,698,conflict
/workspace/p20/clips/seg_005904.wav,c005904,698,conflict
/workspace/p20/clips/seg_005909.wav,c005909,698,conflict
/workspace/p20/clips/seg_005911.wav,c005911,698,conflict
/workspace/p20/clips/seg_005923.wav,c005923,698,conflict
