id	what	value_computed	value_verified	lo	hi	n	n_spk	file	two_dp	vs_half	agree_4dp
P20_4b_q3o_diff_orig_shipped_minus_noinv_conflict	PAIRED Qwen3-Omni zero-shot AUC, original windows, shipped paper file minus interviewer-free, conflict	-0.0121	-0.0121	-0.0664	0.0422	146	100	scores/part20/POD4b/P20_4b_q3o_diff_orig_shipped_minus_noinv_conflict.perclip.csv	-0.01 [-0.07, +0.04]	interval includes zero	yes
P20_4b_q3o_diff_orig_shipped_minus_noinv_agreement	PAIRED Qwen3-Omni zero-shot AUC, original windows, shipped paper file minus interviewer-free, agreement	-0.0207	-0.0207	-0.0522	0.0097	322	175	scores/part20/POD4b/P20_4b_q3o_diff_orig_shipped_minus_noinv_agreement.perclip.csv	-0.02 [-0.05, +0.01]	interval includes zero	yes
P20_4b_q3o_diff_orig_rerun_minus_noinv_overall	PAIRED Qwen3-Omni zero-shot AUC, original windows, part16 rerun file minus interviewer-free, overall	-0.0128	-0.0128	-0.0417	0.0152	468	228	scores/part20/POD4b/P20_4b_q3o_diff_orig_rerun_minus_noinv_overall.perclip.csv	-0.01 [-0.04, +0.02]	interval includes zero	yes
P20_4b_q3o_diff_orig_rerun_minus_noinv_conflict	PAIRED Qwen3-Omni zero-shot AUC, original windows, part16 rerun file minus interviewer-free, conflict	-0.0108	-0.0108	-0.0665	0.0488	146	100	scores/part20/POD4b/P20_4b_q3o_diff_orig_rerun_minus_noinv_conflict.perclip.csv	-0.01 [-0.07, +0.05]	interval includes zero	yes
P20_4b_q3o_diff_orig_rerun_minus_noinv_agreement	PAIRED Qwen3-Omni zero-shot AUC, original windows, part16 rerun file minus interviewer-free, agreement	-0.0174	-0.0174	-0.0498	0.0137	322	175	scores/part20/POD4b/P20_4b_q3o_diff_orig_rerun_minus_noinv_agreement.perclip.csv	-0.02 [-0.05, +0.01]	interval includes zero	yes
P20_4b_q3o_orig_samepod_overall	Qwen3-Omni zero-shot AUC, Pitt, original windows re-scored on this pod, overall	0.7638	0.7638	0.7074	0.8166	468	228	scores/part20/POD4b/P20_4b_q3o_orig_samepod_overall.perclip.csv	0.76 [0.71, 0.82]	above 0.5	yes
P20_4b_q3o_orig_samepod_conflict	Qwen3-Omni zero-shot AUC, Pitt, original windows re-scored on this pod, conflict	0.6062	0.6062	0.4988	0.7141	146	100	scores/part20/POD4b/P20_4b_q3o_orig_samepod_conflict.perclip.csv	0.61 [0.50, 0.71]	interval includes 0.5	yes
P20_4b_q3o_orig_samepod_agreement	Qwen3-Omni zero-shot AUC, Pitt, original windows re-scored on this pod, agreement	0.8221	0.8221	0.7686	0.8718	322	175	scores/part20/POD4b/P20_4b_q3o_orig_samepod_agreement.perclip.csv	0.82 [0.77, 0.87]	above 0.5	yes
P20_4b_q3o_diff_orig_samepod_minus_noinv_overall	PAIRED Qwen3-Omni zero-shot AUC, original windows re-scored on this pod minus interviewer-free, overall	-0.0164	-0.0164	-0.0452	0.0117	468	228	scores/part20/POD4b/P20_4b_q3o_diff_orig_samepod_minus_noinv_overall.perclip.csv	-0.02 [-0.05, +0.01]	interval includes zero	yes
P20_4b_q3o_diff_orig_samepod_minus_noinv_conflict	PAIRED Qwen3-Omni zero-shot AUC, original windows re-scored on this pod minus interviewer-free, conflict	-0.0125	-0.0125	-0.0671	0.0478	146	100	scores/part20/POD4b/P20_4b_q3o_diff_orig_samepod_minus_noinv_conflict.perclip.csv	-0.01 [-0.07, +0.05]	interval includes zero	yes
P20_4b_q3o_diff_orig_samepod_minus_noinv_agreement	PAIRED Qwen3-Omni zero-shot AUC, original windows re-scored on this pod minus interviewer-free, agreement	-0.0217	-0.0217	-0.0542	0.0097	322	175	scores/part20/POD4b/P20_4b_q3o_diff_orig_samepod_minus_noinv_agreement.perclip.csv	-0.02 [-0.05, +0.01]	interval includes zero	yes
