id	what	value_computed	value_verified	lo	hi	n	n_spk	file	two_dp	vs_half	agree_4dp
POD1_f3rerun_agreement	balanced fine-tune (fold 3 from lone rerun) AUC, agreement 322, p_yes	0.8573 [0.8063, 0.9053]	0.8573	0.8063	0.9053	322	175	scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv	0.86 [0.81, 0.91]	above 0.5	YES (max abs diff 0.0e+00)
POD1_f3rerun_ref_all	standard fine-tune (paper file) AUC (beside), all 468, p_yes	0.7673 [0.7086, 0.8231]	0.7673	0.7086	0.8231	468	228	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.77 [0.71, 0.82]	above 0.5	YES (max abs diff 0.0e+00)
POD1_f3rerun_ref_conflict	standard fine-tune (paper file) AUC (beside), conflict 146, p_yes	0.5189 [0.4151, 0.6300]	0.5189	0.4151	0.6300	146	100	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.52 [0.42, 0.63]	includes 0.5 (point above 0.5)	YES (max abs diff 0.0e+00)
POD1_f3rerun_ref_agreement	standard fine-tune (paper file) AUC (beside), agreement 322, p_yes	0.8593 [0.8063, 0.9069]	0.8593	0.8063	0.9069	322	175	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.86 [0.81, 0.91]	above 0.5	YES (max abs diff 0.0e+00)
POD1_f3rerun_paired_conflict	PAIRED balanced fine-tune (fold 3 from lone rerun) minus standard fine-tune (paper file), conflict 146, one speaker draw per replicate	-0.0186 [-0.1223, 0.0725]	-0.0186	-0.1223	0.0725	146	100	scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.02 [-0.12, +0.07]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_f3rerun_paired_all	PAIRED balanced fine-tune (fold 3 from lone rerun) minus standard fine-tune (paper file), all 468, one speaker draw per replicate	-0.0070 [-0.0428, 0.0313]	-0.0070	-0.0428	0.0313	468	228	scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.01 [-0.04, +0.03]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_f3rerun_paired_agreement	PAIRED balanced fine-tune (fold 3 from lone rerun) minus standard fine-tune (paper file), agreement 322, one speaker draw per replicate	-0.0020 [-0.0345, 0.0310]	-0.0020	-0.0345	0.0310	322	175	scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.00 [-0.03, +0.03]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_f3rerun_multi_all	balanced fine-tune (fold 3 from lone rerun) AUC, all 468, p_yes_multi	0.7621 [0.7006, 0.8192]	0.7621	0.7006	0.8192	468	228	scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv	0.76 [0.70, 0.82]	above 0.5	YES (max abs diff 0.0e+00)
POD1_f3rerun_multi_conflict	balanced fine-tune (fold 3 from lone rerun) AUC, conflict 146, p_yes_multi	0.4999 [0.3923, 0.6151]	0.4999	0.3923	0.6151	146	100	scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv	0.50 [0.39, 0.62]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_f3rerun_multi_agreement	balanced fine-tune (fold 3 from lone rerun) AUC, agreement 322, p_yes_multi	0.8603 [0.8099, 0.9065]	0.8603	0.8099	0.9065	322	175	scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv	0.86 [0.81, 0.91]	above 0.5	YES (max abs diff 0.0e+00)
POD1_f3rerun_gap	conflict minus agreement gap, balanced fine-tune (fold 3 from lone rerun)	-0.3570 [-0.4649, -0.2459]	-0.3570	-0.4649	-0.2459	468	228	scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv	-0.36 [-0.46, -0.25]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_f3rerun_gap_ref	conflict minus agreement gap, standard fine-tune (paper file)	-0.3404 [-0.4468, -0.2262]	-0.3404	-0.4468	-0.2262	468	228	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.34 [-0.45, -0.23]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_f3rerun_gap_change	gap change, balanced fine-tune (fold 3 from lone rerun) minus standard fine-tune (paper file) (same draw)	-0.0166 [-0.1143, 0.0879]	-0.0166	-0.1143	0.0879	468	228	scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.02 [-0.11, +0.09]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_ctrl_all	CONTROL standard recipe rerun on POD1 (uniform weights) AUC, all 468, p_yes	0.7720 [0.7166, 0.8280]	0.7720	0.7166	0.8280	468	228	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	0.77 [0.72, 0.83]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_conflict	CONTROL standard recipe rerun on POD1 (uniform weights) AUC, conflict 146, p_yes	0.4697 [0.3613, 0.5906]	0.4697	0.3613	0.5906	146	100	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	0.47 [0.36, 0.59]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_ctrl_agreement	CONTROL standard recipe rerun on POD1 (uniform weights) AUC, agreement 322, p_yes	0.8895 [0.8456, 0.9286]	0.8895	0.8456	0.9286	322	175	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	0.89 [0.85, 0.93]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_ref_all	standard fine-tune (paper file) AUC (beside), all 468, p_yes	0.7673 [0.7086, 0.8231]	0.7673	0.7086	0.8231	468	228	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.77 [0.71, 0.82]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_ref_conflict	standard fine-tune (paper file) AUC (beside), conflict 146, p_yes	0.5189 [0.4151, 0.6300]	0.5189	0.4151	0.6300	146	100	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.52 [0.42, 0.63]	includes 0.5 (point above 0.5)	YES (max abs diff 0.0e+00)
POD1_ctrl_ref_agreement	standard fine-tune (paper file) AUC (beside), agreement 322, p_yes	0.8593 [0.8063, 0.9069]	0.8593	0.8063	0.9069	322	175	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.86 [0.81, 0.91]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_paired_conflict	PAIRED CONTROL standard recipe rerun on POD1 (uniform weights) minus standard fine-tune (paper file), conflict 146, one speaker draw per replicate	-0.0492 [-0.1526, 0.0537]	-0.0492	-0.1526	0.0537	146	100	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.05 [-0.15, +0.05]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_ctrl_paired_all	PAIRED CONTROL standard recipe rerun on POD1 (uniform weights) minus standard fine-tune (paper file), all 468, one speaker draw per replicate	0.0047 [-0.0349, 0.0460]	0.0047	-0.0349	0.0460	468	228	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	+0.00 [-0.03, +0.05]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_ctrl_paired_agreement	PAIRED CONTROL standard recipe rerun on POD1 (uniform weights) minus standard fine-tune (paper file), agreement 322, one speaker draw per replicate	0.0302 [-0.0022, 0.0679]	0.0302	-0.0022	0.0679	322	175	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	+0.03 [-0.00, +0.07]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_ctrl_multi_all	CONTROL standard recipe rerun on POD1 (uniform weights) AUC, all 468, p_yes_multi	0.7724 [0.7166, 0.8285]	0.7724	0.7166	0.8285	468	228	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	0.77 [0.72, 0.83]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_multi_conflict	CONTROL standard recipe rerun on POD1 (uniform weights) AUC, conflict 146, p_yes_multi	0.4726 [0.3635, 0.5924]	0.4726	0.3635	0.5924	146	100	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	0.47 [0.36, 0.59]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_ctrl_multi_agreement	CONTROL standard recipe rerun on POD1 (uniform weights) AUC, agreement 322, p_yes_multi	0.8896 [0.8455, 0.9290]	0.8896	0.8455	0.9290	322	175	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	0.89 [0.85, 0.93]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_gap	conflict minus agreement gap, CONTROL standard recipe rerun on POD1 (uniform weights)	-0.4197 [-0.5321, -0.2948]	-0.4197	-0.5321	-0.2948	468	228	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	-0.42 [-0.53, -0.29]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_ctrl_gap_ref	conflict minus agreement gap, standard fine-tune (paper file)	-0.3404 [-0.4468, -0.2262]	-0.3404	-0.4468	-0.2262	468	228	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.34 [-0.45, -0.23]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_ctrl_gap_change	gap change, CONTROL standard recipe rerun on POD1 (uniform weights) minus standard fine-tune (paper file) (same draw)	-0.0793 [-0.1895, 0.0331]	-0.0793	-0.1895	0.0331	468	228	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.08 [-0.19, +0.03]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_balVctrl_all	balanced fine-tune repeat 1 (as reported) AUC, all 468, p_yes	0.7301 [0.6656, 0.7905]	0.7301	0.6656	0.7905	468	228	scores/part20/POD1/balanced_vs_podstd_paired.csv	0.73 [0.67, 0.79]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_conflict	balanced fine-tune repeat 1 (as reported) AUC, conflict 146, p_yes	0.4693 [0.3686, 0.5854]	0.4693	0.3686	0.5854	146	100	scores/part20/POD1/balanced_vs_podstd_paired.csv	0.47 [0.37, 0.59]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_balVctrl_agreement	balanced fine-tune repeat 1 (as reported) AUC, agreement 322, p_yes	0.8279 [0.7732, 0.8792]	0.8279	0.7732	0.8792	322	175	scores/part20/POD1/balanced_vs_podstd_paired.csv	0.83 [0.77, 0.88]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_ref_all	POD1 standard rerun (control) AUC (beside), all 468, p_yes	0.7720 [0.7166, 0.8280]	0.7720	0.7166	0.8280	468	228	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	0.77 [0.72, 0.83]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_ref_conflict	POD1 standard rerun (control) AUC (beside), conflict 146, p_yes	0.4697 [0.3613, 0.5906]	0.4697	0.3613	0.5906	146	100	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	0.47 [0.36, 0.59]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_balVctrl_ref_agreement	POD1 standard rerun (control) AUC (beside), agreement 322, p_yes	0.8895 [0.8456, 0.9286]	0.8895	0.8456	0.9286	322	175	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	0.89 [0.85, 0.93]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_paired_conflict	PAIRED balanced fine-tune repeat 1 (as reported) minus POD1 standard rerun (control), conflict 146, one speaker draw per replicate	-0.0004 [-0.0742, 0.0757]	-0.0004	-0.0742	0.0757	146	100	scores/part20/POD1/balanced_vs_podstd_paired.csv | scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	-0.00 [-0.07, +0.08]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_balVctrl_paired_all	PAIRED balanced fine-tune repeat 1 (as reported) minus POD1 standard rerun (control), all 468, one speaker draw per replicate	-0.0420 [-0.0803, -0.0028]	-0.0420	-0.0803	-0.0028	468	228	scores/part20/POD1/balanced_vs_podstd_paired.csv | scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	-0.04 [-0.08, -0.00]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_balVctrl_paired_agreement	PAIRED balanced fine-tune repeat 1 (as reported) minus POD1 standard rerun (control), agreement 322, one speaker draw per replicate	-0.0615 [-0.1005, -0.0234]	-0.0615	-0.1005	-0.0234	322	175	scores/part20/POD1/balanced_vs_podstd_paired.csv | scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	-0.06 [-0.10, -0.02]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_balVctrl_multi_all	balanced fine-tune repeat 1 (as reported) AUC, all 468, p_yes_multi	0.7407 [0.6761, 0.7994]	0.7407	0.6761	0.7994	468	228	scores/part20/POD1/balanced_vs_podstd_paired.csv	0.74 [0.68, 0.80]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_multi_conflict	balanced fine-tune repeat 1 (as reported) AUC, conflict 146, p_yes_multi	0.4671 [0.3641, 0.5818]	0.4671	0.3641	0.5818	146	100	scores/part20/POD1/balanced_vs_podstd_paired.csv	0.47 [0.36, 0.58]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_balVctrl_multi_agreement	balanced fine-tune repeat 1 (as reported) AUC, agreement 322, p_yes_multi	0.8433 [0.7925, 0.8924]	0.8433	0.7925	0.8924	322	175	scores/part20/POD1/balanced_vs_podstd_paired.csv	0.84 [0.79, 0.89]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_gap	conflict minus agreement gap, balanced fine-tune repeat 1 (as reported)	-0.3586 [-0.4671, -0.2461]	-0.3586	-0.4671	-0.2461	468	228	scores/part20/POD1/balanced_vs_podstd_paired.csv	-0.36 [-0.47, -0.25]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_balVctrl_gap_ref	conflict minus agreement gap, POD1 standard rerun (control)	-0.4197 [-0.5321, -0.2948]	-0.4197	-0.5321	-0.2948	468	228	scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	-0.42 [-0.53, -0.29]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_balVctrl_gap_change	gap change, balanced fine-tune repeat 1 (as reported) minus POD1 standard rerun (control) (same draw)	0.0611 [-0.0181, 0.1433]	0.0611	-0.0181	0.1433	468	228	scores/part20/POD1/balanced_vs_podstd_paired.csv | scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	+0.06 [-0.02, +0.14]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_bal_r2_all	balanced fine-tune repeat 2 AUC, all 468, p_yes	0.7360 [0.6726, 0.7966]	0.7360	0.6726	0.7966	468	228	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv	0.74 [0.67, 0.80]	above 0.5	YES (max abs diff 0.0e+00)
POD1_bal_r2_conflict	balanced fine-tune repeat 2 AUC, conflict 146, p_yes	0.4810 [0.3775, 0.5991]	0.4810	0.3775	0.5991	146	100	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv	0.48 [0.38, 0.60]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_bal_r2_agreement	balanced fine-tune repeat 2 AUC, agreement 322, p_yes	0.8379 [0.7847, 0.8894]	0.8379	0.7847	0.8894	322	175	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv	0.84 [0.78, 0.89]	above 0.5	YES (max abs diff 0.0e+00)
POD1_bal_r2_ref_all	standard fine-tune (paper file) AUC (beside), all 468, p_yes	0.7673 [0.7086, 0.8231]	0.7673	0.7086	0.8231	468	228	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.77 [0.71, 0.82]	above 0.5	YES (max abs diff 0.0e+00)
POD1_bal_r2_ref_conflict	standard fine-tune (paper file) AUC (beside), conflict 146, p_yes	0.5189 [0.4151, 0.6300]	0.5189	0.4151	0.6300	146	100	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.52 [0.42, 0.63]	includes 0.5 (point above 0.5)	YES (max abs diff 0.0e+00)
POD1_bal_r2_ref_agreement	standard fine-tune (paper file) AUC (beside), agreement 322, p_yes	0.8593 [0.8063, 0.9069]	0.8593	0.8063	0.9069	322	175	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.86 [0.81, 0.91]	above 0.5	YES (max abs diff 0.0e+00)
POD1_bal_r2_paired_conflict	PAIRED balanced fine-tune repeat 2 minus standard fine-tune (paper file), conflict 146, one speaker draw per replicate	-0.0380 [-0.1562, 0.0666]	-0.0380	-0.1562	0.0666	146	100	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.04 [-0.16, +0.07]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_bal_r2_paired_all	PAIRED balanced fine-tune repeat 2 minus standard fine-tune (paper file), all 468, one speaker draw per replicate	-0.0313 [-0.0748, 0.0104]	-0.0313	-0.0748	0.0104	468	228	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.03 [-0.07, +0.01]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_bal_r2_paired_agreement	PAIRED balanced fine-tune repeat 2 minus standard fine-tune (paper file), agreement 322, one speaker draw per replicate	-0.0214 [-0.0615, 0.0209]	-0.0214	-0.0615	0.0209	322	175	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.02 [-0.06, +0.02]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_bal_r2_multi_all	balanced fine-tune repeat 2 AUC, all 468, p_yes_multi	0.7381 [0.6765, 0.7971]	0.7381	0.6765	0.7971	468	228	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv	0.74 [0.68, 0.80]	above 0.5	YES (max abs diff 0.0e+00)
POD1_bal_r2_multi_conflict	balanced fine-tune repeat 2 AUC, conflict 146, p_yes_multi	0.4825 [0.3766, 0.5990]	0.4825	0.3766	0.5990	146	100	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv	0.48 [0.38, 0.60]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_bal_r2_multi_agreement	balanced fine-tune repeat 2 AUC, agreement 322, p_yes_multi	0.8405 [0.7897, 0.8909]	0.8405	0.7897	0.8909	322	175	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv	0.84 [0.79, 0.89]	above 0.5	YES (max abs diff 0.0e+00)
POD1_bal_r2_gap	conflict minus agreement gap, balanced fine-tune repeat 2	-0.3569 [-0.4633, -0.2380]	-0.3569	-0.4633	-0.2380	468	228	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv	-0.36 [-0.46, -0.24]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_bal_r2_gap_ref	conflict minus agreement gap, standard fine-tune (paper file)	-0.3404 [-0.4468, -0.2262]	-0.3404	-0.4468	-0.2262	468	228	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.34 [-0.45, -0.23]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_bal_r2_gap_change	gap change, balanced fine-tune repeat 2 minus standard fine-tune (paper file) (same draw)	-0.0166 [-0.1313, 0.1009]	-0.0166	-0.1313	0.1009	468	228	scores/part20/POD1/balanced_ft_pitt_r2_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.02 [-0.13, +0.10]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_all	CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) AUC, all 468, p_yes	0.7734 [0.7172, 0.8286]	0.7734	0.7172	0.8286	468	228	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	0.77 [0.72, 0.83]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_conflict	CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) AUC, conflict 146, p_yes	0.4490 [0.3385, 0.5682]	0.4490	0.3385	0.5682	146	100	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	0.45 [0.34, 0.57]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_agreement	CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) AUC, agreement 322, p_yes	0.8967 [0.8592, 0.9322]	0.8967	0.8592	0.9322	322	175	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	0.90 [0.86, 0.93]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_ref_all	standard fine-tune (paper file) AUC (beside), all 468, p_yes	0.7673 [0.7086, 0.8231]	0.7673	0.7086	0.8231	468	228	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.77 [0.71, 0.82]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_ref_conflict	standard fine-tune (paper file) AUC (beside), conflict 146, p_yes	0.5189 [0.4151, 0.6300]	0.5189	0.4151	0.6300	146	100	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.52 [0.42, 0.63]	includes 0.5 (point above 0.5)	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_ref_agreement	standard fine-tune (paper file) AUC (beside), agreement 322, p_yes	0.8593 [0.8063, 0.9069]	0.8593	0.8063	0.9069	322	175	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	0.86 [0.81, 0.91]	above 0.5	YES (max abs diff 0.0e+00)
