id	what	value	lo	hi	n	n_spk	file	two_dp	vs_half
POD5_proj_pod_seed0_original_rerun_overall	Qwen2.5-Omni nested probe, projector SUPPLEMENT (1 point, seed-0 split as nested_repeats_all.py; paper json 0.7507), mean of per-repeat AUCs, original_rerun 468 windows, overall	0.7507	0.6972	0.8047	468	228	scores/part20/POD5/POD5_nested_proj_pod_seed0.csv	0.75 [0.70, 0.80]	above 0.5, interval excludes 0.5
POD5_proj_pod_seed0_diff_overall	Qwen2.5-Omni nested probe, projector SUPPLEMENT (1 point, seed-0 split as nested_repeats_all.py; paper json 0.7507), mean of per-repeat AUCs, paired original_rerun minus interviewer-free, overall	0.0030	-0.0418	0.0489	468	228	scores/part20/POD5/POD5_nested_proj_pod_seed0.csv	0.00 [-0.04, 0.05]	interval includes zero
POD5_proj_pod_seed0_conflict	Qwen2.5-Omni nested probe, projector SUPPLEMENT (1 point, seed-0 split as nested_repeats_all.py; paper json 0.7507), mean of per-repeat AUCs, interviewer-free, conflict	0.6153	0.5053	0.7204	146	100	scores/part20/POD5/POD5_nested_proj_pod_seed0.csv	0.62 [0.51, 0.72]	above 0.5, interval excludes 0.5
POD5_proj_pod_seed0_original_rerun_conflict	Qwen2.5-Omni nested probe, projector SUPPLEMENT (1 point, seed-0 split as nested_repeats_all.py; paper json 0.7507), mean of per-repeat AUCs, original_rerun 468 windows, conflict	0.5688	0.4483	0.6865	146	100	scores/part20/POD5/POD5_nested_proj_pod_seed0.csv	0.57 [0.45, 0.69]	above 0.5, interval includes 0.5
POD5_proj_pod_seed0_diff_conflict	Qwen2.5-Omni nested probe, projector SUPPLEMENT (1 point, seed-0 split as nested_repeats_all.py; paper json 0.7507), mean of per-repeat AUCs, paired original_rerun minus interviewer-free, conflict	-0.0465	-0.1674	0.0746	146	100	scores/part20/POD5/POD5_nested_proj_pod_seed0.csv	-0.05 [-0.17, 0.07]	interval includes zero
POD5_proj_pod_seed0_agreement	Qwen2.5-Omni nested probe, projector SUPPLEMENT (1 point, seed-0 split as nested_repeats_all.py; paper json 0.7507), mean of per-repeat AUCs, interviewer-free, agreement	0.8046	0.7485	0.8545	322	175	scores/part20/POD5/POD5_nested_proj_pod_seed0.csv	0.80 [0.75, 0.85]	above 0.5, interval excludes 0.5
POD5_proj_pod_seed0_original_rerun_agreement	Qwen2.5-Omni nested probe, projector SUPPLEMENT (1 point, seed-0 split as nested_repeats_all.py; paper json 0.7507), mean of per-repeat AUCs, original_rerun 468 windows, agreement	0.8237	0.7692	0.8741	322	175	scores/part20/POD5/POD5_nested_proj_pod_seed0.csv	0.82 [0.77, 0.87]	above 0.5, interval excludes 0.5
POD5_proj_pod_seed0_diff_agreement	Qwen2.5-Omni nested probe, projector SUPPLEMENT (1 point, seed-0 split as nested_repeats_all.py; paper json 0.7507), mean of per-repeat AUCs, paired original_rerun minus interviewer-free, agreement	0.0191	-0.0201	0.0604	322	175	scores/part20/POD5/POD5_nested_proj_pod_seed0.csv	0.02 [-0.02, 0.06]	interval includes zero
POD5_dir_cos	cos(probe direction, mass-weighted Yes-minus-No unembedding), answer state, interviewer-free (paper -0.0109)	0.0067	-0.0122	0.0212	468	228	scores/part20/POD5/POD5_direction_noinv.csv	0.01 [-0.01, 0.02]	interval includes zero
POD5_dir_probe	answer-state final-stage probe AUC, Mac split, interviewer-free (paper 0.7709)	0.7958	0.7483	0.8408	468	228	scores/part20/POD5/POD5_direction_noinv.csv	0.80 [0.75, 0.84]	above 0.5, interval excludes 0.5
POD5_dir_after_removal	probe AUC after removing the readout direction, held-out-fold standardised, interviewer-free (paper 0.7662)	0.7769	0.7297	0.8227	468	228	scores/part20/POD5/POD5_direction_noinv.csv	0.78 [0.73, 0.82]	above 0.5, interval excludes 0.5
POD5_dir_probe_minus_removed	probe AUC minus after-removal AUC, paired, interviewer-free	0.0189	0.0035	0.0341	468	228	scores/part20/POD5/POD5_direction_noinv.csv	0.02 [0.00, 0.03]	interval excludes zero
POD5_dir_kept_control	matched control: same pooling with d kept, interviewer-free	0.7788	0.7320	0.8244	468	228	scores/part20/POD5/POD5_direction_noinv.csv	0.78 [0.73, 0.82]	above 0.5, interval excludes 0.5
POD5_dir_floor	random floor mean |cos|, 2000 Gaussian directions, default_rng(0) (interval = 2.5/97.5 of the 2000 values, not a bootstrap)	0.0133	0.0005	0.0372	468	228	scores/part20/POD5/POD5_direction_noinv.csv	0.01 [0.00, 0.04]	n/a
POD5_dir_probe_conflict	probe AUC, answer state, interviewer-free, conflict arm (full fit restricted to the arm)	0.5978	0.4867	0.7050	146	100	scores/part20/POD5/POD5_direction_noinv.csv	0.60 [0.49, 0.71]	above 0.5, interval includes 0.5
POD5_dir_after_removal_conflict	after_removal AUC, answer state, interviewer-free, conflict arm (full fit restricted to the arm)	0.5729	0.4684	0.6794	146	100	scores/part20/POD5/POD5_direction_noinv.csv	0.57 [0.47, 0.68]	above 0.5, interval includes 0.5
POD5_dir_probe_agreement	probe AUC, answer state, interviewer-free, agreement arm (full fit restricted to the arm)	0.8719	0.8287	0.9121	322	175	scores/part20/POD5/POD5_direction_noinv.csv	0.87 [0.83, 0.91]	above 0.5, interval excludes 0.5
POD5_dir_after_removal_agreement	after_removal AUC, answer state, interviewer-free, agreement arm (full fit restricted to the arm)	0.8545	0.8084	0.8977	322	175	scores/part20/POD5/POD5_direction_noinv.csv	0.85 [0.81, 0.90]	above 0.5, interval excludes 0.5
POD5_dir_kept_minus_removed	matched control minus after-removal (same held-out-fold pooling), paired, interviewer-free	0.0020	-0.0002	0.0041	468	228	scores/part20/POD5/POD5_direction_origrerun_check.csv	0.00 [-0.00, 0.00]	interval includes zero
POD5_dir_orig_cos	cos, ORIGINAL states rerun on this pod (paper -0.0109)	-0.0109	-0.0234	0.0099	468	228	scores/part20/POD5/POD5_direction_origrerun_check.csv	-0.01 [-0.02, 0.01]	interval includes zero
POD5_dir_orig_probe	probe AUC, ORIGINAL states rerun (paper 0.7709)	0.7709	0.7210	0.8224	468	228	scores/part20/POD5/POD5_direction_origrerun_check.csv	0.77 [0.72, 0.82]	above 0.5, interval excludes 0.5
POD5_dir_orig_after_removal	after-removal AUC, ORIGINAL states rerun (paper 0.7662)	0.7661	0.7173	0.8155	468	228	scores/part20/POD5/POD5_direction_origrerun_check.csv	0.77 [0.72, 0.82]	above 0.5, interval excludes 0.5
POD5_dir_orig_kept_minus_removed	matched control minus after-removal, paired, ORIGINAL states rerun	-0.0011	-0.0031	0.0010	468	228	scores/part20/POD5/POD5_direction_origrerun_check.csv	-0.00 [-0.00, 0.00]	interval includes zero
POD5_dir_probe_diff	probe AUC, paired original(rerun) minus interviewer-free	-0.0248	-0.0605	0.0127	468	228	scores/part20/POD5/POD5_direction_origrerun_check.csv	-0.02 [-0.06, 0.01]	interval includes zero
POD5_dir_after_removal_diff	after-removal AUC, paired original(rerun) minus interviewer-free	-0.0108	-0.0473	0.0243	468	228	scores/part20/POD5/POD5_direction_origrerun_check.csv	-0.01 [-0.05, 0.02]	interval includes zero
POD5_sft_overall	Qwen2.5-Omni projector fine-tune (sft_projector.py recipe), out of fold, pitt_groupkfold5_pod.csv, interviewer-free, overall	0.7912	0.7404	0.8423	468	228	scores/part20/POD5/POD5_sft_noinv.csv	0.79 [0.74, 0.84]	above 0.5, interval excludes 0.5
POD5_sft_paper_overall	Qwen2.5-Omni projector fine-tune (sft_projector.py recipe), out of fold, pitt_groupkfold5_pod.csv, paper 468 windows, overall	0.7673	0.7086	0.8231	468	228	scores/part20/POD5/POD5_sft_noinv.csv	0.77 [0.71, 0.82]	above 0.5, interval excludes 0.5
POD5_sft_diff_overall	Qwen2.5-Omni projector fine-tune (sft_projector.py recipe), out of fold, pitt_groupkfold5_pod.csv, paired paper minus interviewer-free, overall	-0.0239	-0.0744	0.0270	468	228	scores/part20/POD5/POD5_sft_noinv.csv	-0.02 [-0.07, 0.03]	interval includes zero
POD5_sft_conflict	Qwen2.5-Omni projector fine-tune (sft_projector.py recipe), out of fold, pitt_groupkfold5_pod.csv, interviewer-free, conflict	0.5639	0.4609	0.6685	146	100	scores/part20/POD5/POD5_sft_noinv.csv	0.56 [0.46, 0.67]	above 0.5, interval includes 0.5
POD5_sft_paper_conflict	Qwen2.5-Omni projector fine-tune (sft_projector.py recipe), out of fold, pitt_groupkfold5_pod.csv, paper 468 windows, conflict	0.5189	0.4151	0.6300	146	100	scores/part20/POD5/POD5_sft_noinv.csv	0.52 [0.42, 0.63]	above 0.5, interval includes 0.5
POD5_sft_diff_conflict	Qwen2.5-Omni projector fine-tune (sft_projector.py recipe), out of fold, pitt_groupkfold5_pod.csv, paired paper minus interviewer-free, conflict	-0.0450	-0.1345	0.0550	146	100	scores/part20/POD5/POD5_sft_noinv.csv	-0.04 [-0.13, 0.06]	interval includes zero
POD5_sft_agreement	Qwen2.5-Omni projector fine-tune (sft_projector.py recipe), out of fold, pitt_groupkfold5_pod.csv, interviewer-free, agreement	0.8813	0.8363	0.9193	322	175	scores/part20/POD5/POD5_sft_noinv.csv	0.88 [0.84, 0.92]	above 0.5, interval excludes 0.5
POD5_sft_paper_agreement	Qwen2.5-Omni projector fine-tune (sft_projector.py recipe), out of fold, pitt_groupkfold5_pod.csv, paper 468 windows, agreement	0.8593	0.8063	0.9069	322	175	scores/part20/POD5/POD5_sft_noinv.csv	0.86 [0.81, 0.91]	above 0.5, interval excludes 0.5
POD5_sft_diff_agreement	Qwen2.5-Omni projector fine-tune (sft_projector.py recipe), out of fold, pitt_groupkfold5_pod.csv, paired paper minus interviewer-free, agreement	-0.0219	-0.0743	0.0307	322	175	scores/part20/POD5/POD5_sft_noinv.csv	-0.02 [-0.07, 0.03]	interval includes zero
POD5_sft_rulepyes_overall	projector fine-tune, interviewer-free, overall, part20-rule p_yes (12 single-token variants, full softmax) instead of the recipe's 2-logit p_yes	0.7882	0.7357	0.8393	468	228	scores/part20/POD5/POD5_sft_noinv.csv	0.79 [0.74, 0.84]	above 0.5, interval excludes 0.5
