id	what	value	lo	hi	n	n_spk	file	two_dp	vs_half
POD4c_af3_orig_part10_all	AF3 zero-shot AUC, original 468 windows (part10 file), all (recomputed)	0.5894	0.5302	0.6476	468	228	scores/part20/POD4c/af3_orig_part10_all.csv	0.59 [0.53, 0.65]	above 0.5
POD4c_af3_orig_part10_conflict	AF3 zero-shot AUC, original 468 windows (part10 file), conflict (recomputed)	0.6075	0.5063	0.7129	146	100	scores/part20/POD4c/af3_orig_part10_conflict.csv	0.61 [0.51, 0.71]	above 0.5
POD4c_af3_orig_part3_agreement	AF3 zero-shot AUC, original 468 windows (part3 file), agreement (recomputed)	0.5822	0.5080	0.6528	322	175	scores/part20/POD4c/af3_orig_part3_agreement.csv	0.58 [0.51, 0.65]	above 0.5
POD4c_af3_orig_part3_all	AF3 zero-shot AUC, original 468 windows (part3 file), all (recomputed)	0.5885	0.5285	0.6489	468	228	scores/part20/POD4c/af3_orig_part3_all.csv	0.59 [0.53, 0.65]	above 0.5
POD4c_af3_orig_part3_conflict	AF3 zero-shot AUC, original 468 windows (part3 file), conflict (recomputed)	0.6169	0.5188	0.7209	146	100	scores/part20/POD4c/af3_orig_part3_conflict.csv	0.62 [0.52, 0.72]	above 0.5
POD4c_af2_diff_af2pitt468_minus_noinv_agreement	AF2 paired AUC difference, original (af2pitt468) minus interviewer-free, agreement	0.1579	0.1052	0.2093	322	175	scores/part20/POD4c/af2_diff_af2pitt468_minus_noinv_agreement.csv	0.16 [0.11, 0.21]	interval excludes zero
POD4c_af2_diff_af2pitt468_minus_noinv_all	AF2 paired AUC difference, original (af2pitt468) minus interviewer-free, all	0.1068	0.0595	0.1529	468	228	scores/part20/POD4c/af2_diff_af2pitt468_minus_noinv_all.csv	0.11 [0.06, 0.15]	interval excludes zero
POD4c_af2_diff_af2pitt468_minus_noinv_conflict	AF2 paired AUC difference, original (af2pitt468) minus interviewer-free, conflict	-0.0167	-0.1068	0.0759	146	100	scores/part20/POD4c/af2_diff_af2pitt468_minus_noinv_conflict.csv	-0.02 [-0.11, 0.08]	interval includes zero
POD4c_af2_noinv_agreement	AF2 zero-shot AUC, Pitt interviewer-free cut, agreement	0.3966	0.3305	0.4657	322	175	scores/part20/POD4c/af2_noinv_agreement.csv	0.40 [0.33, 0.47]	below 0.5
POD4c_af2_noinv_all	AF2 zero-shot AUC, Pitt interviewer-free cut, all	0.4655	0.4038	0.5265	468	228	scores/part20/POD4c/af2_noinv_all.csv	0.47 [0.40, 0.53]	below 0.5
POD4c_af2_noinv_conflict	AF2 zero-shot AUC, Pitt interviewer-free cut, conflict	0.6477	0.5357	0.7444	146	100	scores/part20/POD4c/af2_noinv_conflict.csv	0.65 [0.54, 0.74]	above 0.5
POD4c_af2_orig_af2pitt468_agreement	AF2 zero-shot AUC, original 468 windows (af2pitt468 file), agreement (recomputed)	0.5544	0.4760	0.6296	322	175	scores/part20/POD4c/af2_orig_af2pitt468_agreement.csv	0.55 [0.48, 0.63]	above 0.5
POD4c_af2_orig_af2pitt468_all	AF2 zero-shot AUC, original 468 windows (af2pitt468 file), all (recomputed)	0.5724	0.5066	0.6424	468	228	scores/part20/POD4c/af2_orig_af2pitt468_all.csv	0.57 [0.51, 0.64]	above 0.5
POD4c_af2_orig_af2pitt468_conflict	AF2 zero-shot AUC, original 468 windows (af2pitt468 file), conflict (recomputed)	0.6310	0.5336	0.7260	146	100	scores/part20/POD4c/af2_orig_af2pitt468_conflict.csv	0.63 [0.53, 0.73]	above 0.5
POD4c_af2_diff_orig30_minus_noinv_agreement	AF2 paired AUC difference, original first 30 s minus interviewer-free (same span), agreement	0.1371	0.0781	0.1927	322	175	scores/part20/POD4c/af2_diff_orig30_minus_noinv_agreement.csv	0.14 [0.08, 0.19]	interval excludes zero
POD4c_af2_diff_orig30_minus_noinv_all	AF2 paired AUC difference, original first 30 s minus interviewer-free (same span), all	0.0800	0.0341	0.1301	468	228	scores/part20/POD4c/af2_diff_orig30_minus_noinv_all.csv	0.08 [0.03, 0.13]	interval excludes zero
POD4c_af2_diff_orig30_minus_noinv_conflict	AF2 paired AUC difference, original first 30 s minus interviewer-free (same span), conflict	-0.0642	-0.1466	0.0201	146	100	scores/part20/POD4c/af2_diff_orig30_minus_noinv_conflict.csv	-0.06 [-0.15, 0.02]	interval includes zero
POD4c_af2_diff_origfull_minus_orig30_agreement	AF2 paired AUC difference, original full window (af2_pitt468.csv) minus original first 30 s, agreement	0.0208	-0.0179	0.0613	322	175	scores/part20/POD4c/af2_diff_origfull_minus_orig30_agreement.csv	0.02 [-0.02, 0.06]	interval includes zero
POD4c_af2_diff_origfull_minus_orig30_all	AF2 paired AUC difference, original full window (af2_pitt468.csv) minus original first 30 s, all	0.0268	-0.0054	0.0611	468	228	scores/part20/POD4c/af2_diff_origfull_minus_orig30_all.csv	0.03 [-0.01, 0.06]	interval includes zero
POD4c_af2_diff_origfull_minus_orig30_conflict	AF2 paired AUC difference, original full window (af2_pitt468.csv) minus original first 30 s, conflict	0.0475	-0.0065	0.1099	146	100	scores/part20/POD4c/af2_diff_origfull_minus_orig30_conflict.csv	0.05 [-0.01, 0.11]	interval includes zero
POD4c_af2_orig30_agreement	AF2 zero-shot AUC, original windows cut to first 30 s (control), agreement	0.5337	0.4574	0.6116	322	175	scores/part20/POD4c/af2_orig30_agreement.csv	0.53 [0.46, 0.61]	above 0.5
POD4c_af2_orig30_all	AF2 zero-shot AUC, original windows cut to first 30 s (control), all	0.5456	0.4765	0.6158	468	228	scores/part20/POD4c/af2_orig30_all.csv	0.55 [0.48, 0.62]	above 0.5
POD4c_af2_orig30_conflict	AF2 zero-shot AUC, original windows cut to first 30 s (control), conflict	0.5835	0.4730	0.6913	146	100	scores/part20/POD4c/af2_orig30_conflict.csv	0.58 [0.47, 0.69]	above 0.5
