id	what	value	lo	hi	n	n_spk	file	two_dp	vs_half
POD2.bal.overall.multivariant	balanced LoRA overall AUC (multivariant)	0.7113	0.6368	0.7799	468	228	scores/part20/POD2/balanced_lora_pitt_oof.csv	0.71 [0.64, 0.78]	above 0.5
POD2.earlier.overall.multivariant	earlier LoRA overall AUC (multivariant, recomputed)	0.8220	0.7702	0.8711	468	228	<local data dir>/release/edaic_rerun/part16/POD2/lora_pitt_oof.csv	0.82 [0.77, 0.87]	above 0.5
POD2.diff.overall.multivariant	balanced minus earlier LoRA overall (multivariant, paired)	-0.1107	-0.1659	-0.0624	468	228	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	-0.11 [-0.17, -0.06]	interval excludes zero
POD2.bal.conflict.multivariant	balanced LoRA conflict AUC (multivariant)	0.5736	0.4549	0.6939	146	100	scores/part20/POD2/balanced_lora_pitt_oof.csv	0.57 [0.45, 0.69]	interval includes 0.5
POD2.earlier.conflict.multivariant	earlier LoRA conflict AUC (multivariant, recomputed)	0.5516	0.4333	0.6814	146	100	<local data dir>/release/edaic_rerun/part16/POD2/lora_pitt_oof.csv	0.55 [0.43, 0.68]	interval includes 0.5
POD2.diff.conflict.multivariant	balanced minus earlier LoRA conflict (multivariant, paired)	0.0220	-0.0733	0.1054	146	100	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	0.02 [-0.07, 0.11]	interval includes zero
POD2.bal.agreement.multivariant	balanced LoRA agreement AUC (multivariant)	0.7724	0.6938	0.8396	322	175	scores/part20/POD2/balanced_lora_pitt_oof.csv	0.77 [0.69, 0.84]	above 0.5
POD2.earlier.agreement.multivariant	earlier LoRA agreement AUC (multivariant, recomputed)	0.9161	0.8798	0.9479	322	175	<local data dir>/release/edaic_rerun/part16/POD2/lora_pitt_oof.csv	0.92 [0.88, 0.95]	above 0.5
POD2.diff.agreement.multivariant	balanced minus earlier LoRA agreement (multivariant, paired)	-0.1437	-0.2070	-0.0920	322	175	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	-0.14 [-0.21, -0.09]	interval excludes zero
POD2.bal.cma.multivariant	balanced LoRA conflict minus agreement (multivariant, paired)	-0.1988	-0.3306	-0.0711	468	228	scores/part20/POD2/balanced_lora_pitt_oof.csv	-0.20 [-0.33, -0.07]	interval excludes zero
POD2.gapchange.multivariant	gap change: (conflict-agreement) balanced minus (conflict-agreement) earlier LoRA (multivariant, paired)	0.1657	0.0597	0.2684	468	228	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	0.17 [0.06, 0.27]	interval excludes zero
POD2.params.lora	balanced LoRA trainable parameters (r=8, q/k/v/o, 28 LM layers; 0.04702% of full model, 0.061128% of thinker)	5046272	NA	NA	468	228	scores/part20/POD2/balanced_lora_pitt_params.json	5046272	NA
POD2.bal_lora_minus_pod1_proj.overall.2logit	PAIRED balanced LoRA minus POD1 balanced projector AUC overall (2logit)	-0.0100	-0.0901	0.0678	468	228	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	-0.01 [-0.09, 0.07]	interval includes zero
POD2.bal_lora_minus_pod1_proj.conflict.2logit	PAIRED balanced LoRA minus POD1 balanced projector AUC conflict (2logit)	0.1077	-0.0263	0.2383	146	100	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	0.11 [-0.03, 0.24]	interval includes zero
POD2.bal_lora_minus_pod1_proj.agreement.2logit	PAIRED balanced LoRA minus POD1 balanced projector AUC agreement (2logit)	-0.0436	-0.1286	0.0325	322	175	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	-0.04 [-0.13, 0.03]	interval includes zero
POD2.bal_lora_minus_pod1_proj.overall.multivariant	PAIRED balanced LoRA minus POD1 balanced projector AUC overall (multivariant)	-0.0294	-0.1152	0.0525	468	228	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	-0.03 [-0.12, 0.05]	interval includes zero
POD2.bal_lora_minus_pod1_proj.conflict.multivariant	PAIRED balanced LoRA minus POD1 balanced projector AUC conflict (multivariant)	0.1065	-0.0324	0.2410	146	100	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	0.11 [-0.03, 0.24]	interval includes zero
POD2.bal_lora_minus_pod1_proj.agreement.multivariant	PAIRED balanced LoRA minus POD1 balanced projector AUC agreement (multivariant)	-0.0709	-0.1586	0.0086	322	175	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	-0.07 [-0.16, 0.01]	interval includes zero
POD2.control.overall.2logit	control.overall.2logit	0.8346	0.7856	0.8825	468	228	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.83 [0.79, 0.88]	above 0.5
POD2.bal_minus_control.overall.2logit	bal_minus_control.overall.2logit	-0.1146	-0.1751	-0.0564	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.11 [-0.18, -0.06]	interval excludes zero
POD2.control_minus_earlier.overall.2logit	control_minus_earlier.overall.2logit	0.0096	-0.0204	0.0437	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.01 [-0.02, 0.04]	interval includes zero
POD2.control.conflict.2logit	control.conflict.2logit	0.6198	0.4963	0.7470	146	100	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.62 [0.50, 0.75]	interval includes 0.5
POD2.bal_minus_control.conflict.2logit	bal_minus_control.conflict.2logit	-0.0428	-0.1707	0.0837	146	100	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.04 [-0.17, 0.08]	interval includes zero
POD2.control_minus_earlier.conflict.2logit	control_minus_earlier.conflict.2logit	0.0678	-0.0108	0.1491	146	100	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.07 [-0.01, 0.15]	interval includes zero
POD2.control.agreement.2logit	control.agreement.2logit	0.9112	0.8710	0.9471	322	175	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.91 [0.87, 0.95]	above 0.5
POD2.bal_minus_control.agreement.2logit	bal_minus_control.agreement.2logit	-0.1268	-0.1937	-0.0730	322	175	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.13 [-0.19, -0.07]	interval excludes zero
POD2.control_minus_earlier.agreement.2logit	control_minus_earlier.agreement.2logit	-0.0087	-0.0311	0.0130	322	175	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.01 [-0.03, 0.01]	interval includes zero
POD2.control.cma.2logit	control.cma.2logit	-0.2914	-0.4204	-0.1653	468	228	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	-0.29 [-0.42, -0.17]	interval excludes zero
POD2.gapchange_bal_minus_control.2logit	gapchange_bal_minus_control.2logit	0.0841	-0.0551	0.2137	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.08 [-0.06, 0.21]	interval includes zero
POD2.control.overall.multivariant	control.overall.multivariant	0.8103	0.7564	0.8630	468	228	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.81 [0.76, 0.86]	above 0.5
POD2.bal_minus_control.overall.multivariant	bal_minus_control.overall.multivariant	-0.0991	-0.1581	-0.0431	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.10 [-0.16, -0.04]	interval excludes zero
POD2.control_minus_earlier.overall.multivariant	control_minus_earlier.overall.multivariant	-0.0117	-0.0359	0.0134	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.01 [-0.04, 0.01]	interval includes zero
POD2.control.conflict.multivariant	control.conflict.multivariant	0.5547	0.4339	0.6834	146	100	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.55 [0.43, 0.68]	interval includes 0.5
POD2.bal_minus_control.conflict.multivariant	bal_minus_control.conflict.multivariant	0.0189	-0.0934	0.1316	146	100	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.02 [-0.09, 0.13]	interval includes zero
POD2.control_minus_earlier.conflict.multivariant	control_minus_earlier.conflict.multivariant	0.0031	-0.0573	0.0633	146	100	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.00 [-0.06, 0.06]	interval includes zero
POD2.control.agreement.multivariant	control.agreement.multivariant	0.8989	0.8559	0.9383	322	175	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.90 [0.86, 0.94]	above 0.5
POD2.bal_minus_control.agreement.multivariant	bal_minus_control.agreement.multivariant	-0.1264	-0.1938	-0.0715	322	175	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.13 [-0.19, -0.07]	interval excludes zero
POD2.control_minus_earlier.agreement.multivariant	control_minus_earlier.agreement.multivariant	-0.0172	-0.0380	0.0026	322	175	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.02 [-0.04, 0.00]	interval includes zero
POD2.control.cma.multivariant	control.cma.multivariant	-0.3442	-0.4727	-0.2122	468	228	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	-0.34 [-0.47, -0.21]	interval excludes zero
POD2.gapchange_bal_minus_control.multivariant	gapchange_bal_minus_control.multivariant	0.1453	0.0249	0.2646	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.15 [0.02, 0.26]	interval excludes zero
