id	what	value_computed	value_verified	lo	hi	n	n_spk	file	two_dp	vs_half	agree_4dp
POD2.earlier.agreement.multivariant	earlier LoRA (part16 POD2) out-of-fold AUC, agreement, recomputed (column p_yes_multivariant)	0.9161	0.9161	0.8798	0.9479	322	175	<local data dir>/release/edaic_rerun/part16/POD2/lora_pitt_oof.csv	0.92 [0.88, 0.95]	above	yes
POD2.diff.agreement.multivariant	PAIRED balanced minus earlier LoRA AUC, agreement (multivariant; one speaker draw per replicate scores both)	-0.1437	-0.1437	-0.2070	-0.0920	322	175	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	-0.14 [-0.21, -0.09]	interval excludes zero (below 0)	yes
POD2.bal.cma.multivariant	balanced LoRA conflict minus agreement AUC, paired over all 228 speakers (multivariant)	-0.1988	-0.1988	-0.3306	-0.0711	468	228	scores/part20/POD2/balanced_lora_pitt_oof.csv	-0.20 [-0.33, -0.07]	interval excludes zero (below 0)	yes
POD2.gapchange.multivariant	gap change: (conflict minus agreement) balanced minus the same for earlier LoRA, paired (multivariant)	0.1657	0.1657	0.0597	0.2684	468	228	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	0.17 [0.06, 0.27]	interval excludes zero (above 0)	yes
POD2.params.lora	balanced LoRA trainable parameters (r=8 on q/k/v/o of 28 LM layers, 112 modules; verified analytically from config: 28 x 8 x ((3584+3584)x2 + (3584+512)x2)); 0.04702% of full model, 0.061128% of thinker	5046272	5046272	NA	NA	468	228	scores/part20/POD2/balanced_lora_pitt_params.json	5046272	NA	yes
POD2.beside_pod1.proj.overall.2logit	POD1 balanced projector fine-tune AUC, overall (column p_yes), re-verified here for the side-by-side	0.7301	0.7301	0.6656	0.7905	468	228	scores/part20/POD1/balanced_ft_pitt_oof.csv	0.73 [0.67, 0.79]	above	yes
POD2.diff_vs_pod1.overall.2logit	PAIRED balanced LoRA minus POD1 balanced projector AUC, overall (2logit: LoRA p_yes_2logit vs POD1 p_yes; one speaker draw per replicate)	-0.0100	-0.0100	-0.0901	0.0678	468	228	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	-0.01 [-0.09, 0.07]	interval includes zero	yes
POD2.beside_pod1.proj.conflict.2logit	POD1 balanced projector fine-tune AUC, conflict (column p_yes), re-verified here for the side-by-side	0.4693	0.4693	0.3686	0.5854	146	100	scores/part20/POD1/balanced_ft_pitt_oof.csv	0.47 [0.37, 0.59]	interval includes 0.5	yes
POD2.diff_vs_pod1.conflict.2logit	PAIRED balanced LoRA minus POD1 balanced projector AUC, conflict (2logit: LoRA p_yes_2logit vs POD1 p_yes; one speaker draw per replicate)	0.1077	0.1077	-0.0263	0.2383	146	100	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	0.11 [-0.03, 0.24]	interval includes zero	yes
POD2.beside_pod1.proj.agreement.2logit	POD1 balanced projector fine-tune AUC, agreement (column p_yes), re-verified here for the side-by-side	0.8279	0.8279	0.7732	0.8792	322	175	scores/part20/POD1/balanced_ft_pitt_oof.csv	0.83 [0.77, 0.88]	above	yes
POD2.diff_vs_pod1.agreement.2logit	PAIRED balanced LoRA minus POD1 balanced projector AUC, agreement (2logit: LoRA p_yes_2logit vs POD1 p_yes; one speaker draw per replicate)	-0.0436	-0.0436	-0.1286	0.0325	322	175	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	-0.04 [-0.13, 0.03]	interval includes zero	yes
POD2.beside_pod1.proj.overall.multivariant	POD1 balanced projector fine-tune AUC, overall (column p_yes_multi), re-verified here for the side-by-side	0.7407	0.7407	0.6761	0.7994	468	228	scores/part20/POD1/balanced_ft_pitt_oof.csv	0.74 [0.68, 0.80]	above	yes
POD2.diff_vs_pod1.overall.multivariant	PAIRED balanced LoRA minus POD1 balanced projector AUC, overall (multivariant: LoRA p_yes vs POD1 p_yes_multi; one speaker draw per replicate)	-0.0294	-0.0294	-0.1152	0.0525	468	228	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	-0.03 [-0.12, 0.05]	interval includes zero	yes
POD2.beside_pod1.proj.conflict.multivariant	POD1 balanced projector fine-tune AUC, conflict (column p_yes_multi), re-verified here for the side-by-side	0.4671	0.4671	0.3641	0.5818	146	100	scores/part20/POD1/balanced_ft_pitt_oof.csv	0.47 [0.36, 0.58]	interval includes 0.5	yes
POD2.diff_vs_pod1.conflict.multivariant	PAIRED balanced LoRA minus POD1 balanced projector AUC, conflict (multivariant: LoRA p_yes vs POD1 p_yes_multi; one speaker draw per replicate)	0.1065	0.1065	-0.0324	0.2410	146	100	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	0.11 [-0.03, 0.24]	interval includes zero	yes
POD2.beside_pod1.proj.agreement.multivariant	POD1 balanced projector fine-tune AUC, agreement (column p_yes_multi), re-verified here for the side-by-side	0.8433	0.8433	0.7925	0.8924	322	175	scores/part20/POD1/balanced_ft_pitt_oof.csv	0.84 [0.79, 0.89]	above	yes
POD2.diff_vs_pod1.agreement.multivariant	PAIRED balanced LoRA minus POD1 balanced projector AUC, agreement (multivariant: LoRA p_yes vs POD1 p_yes_multi; one speaker draw per replicate)	-0.0709	-0.0709	-0.1586	0.0086	322	175	scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	-0.07 [-0.16, 0.01]	interval includes zero	yes
POD2.control.overall.2logit	same-pod uniform-weight LoRA control (w=1, same seeds) out-of-fold AUC, overall (2logit)	0.8346	0.8346	0.7856	0.8825	468	228	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.83 [0.79, 0.88]	above	yes
POD2.control_minus_earlier.overall.2logit	PAIRED uniform control minus earlier LoRA AUC, overall (run-to-run variation of the recipe) (2logit)	0.0096	0.0096	-0.0204	0.0437	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.01 [-0.02, 0.04]	interval includes zero	yes
POD2.bal_minus_control.overall.2logit	PAIRED balanced LoRA minus same-pod uniform control AUC, overall (effect of the weights alone) (2logit)	-0.1146	-0.1146	-0.1751	-0.0564	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.11 [-0.18, -0.06]	interval excludes zero (below 0)	yes
POD2.control.conflict.2logit	same-pod uniform-weight LoRA control (w=1, same seeds) out-of-fold AUC, conflict (2logit)	0.6198	0.6198	0.4963	0.7470	146	100	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.62 [0.50, 0.75]	interval includes 0.5	yes
POD2.control_minus_earlier.conflict.2logit	PAIRED uniform control minus earlier LoRA AUC, conflict (run-to-run variation of the recipe) (2logit)	0.0678	0.0678	-0.0108	0.1491	146	100	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.07 [-0.01, 0.15]	interval includes zero	yes
POD2.bal_minus_control.conflict.2logit	PAIRED balanced LoRA minus same-pod uniform control AUC, conflict (effect of the weights alone) (2logit)	-0.0428	-0.0428	-0.1707	0.0837	146	100	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.04 [-0.17, 0.08]	interval includes zero	yes
POD2.control.agreement.2logit	same-pod uniform-weight LoRA control (w=1, same seeds) out-of-fold AUC, agreement (2logit)	0.9112	0.9112	0.8710	0.9471	322	175	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.91 [0.87, 0.95]	above	yes
POD2.control_minus_earlier.agreement.2logit	PAIRED uniform control minus earlier LoRA AUC, agreement (run-to-run variation of the recipe) (2logit)	-0.0087	-0.0087	-0.0311	0.0130	322	175	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.01 [-0.03, 0.01]	interval includes zero	yes
POD2.bal_minus_control.agreement.2logit	PAIRED balanced LoRA minus same-pod uniform control AUC, agreement (effect of the weights alone) (2logit)	-0.1268	-0.1268	-0.1937	-0.0730	322	175	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.13 [-0.19, -0.07]	interval excludes zero (below 0)	yes
POD2.control.cma.2logit	uniform control conflict minus agreement AUC, paired over all 228 speakers (2logit)	-0.2914	-0.2914	-0.4204	-0.1653	468	228	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	-0.29 [-0.42, -0.17]	interval excludes zero (below 0)	yes
POD2.gapchange_bal_minus_control.2logit	gap change: (conflict minus agreement) balanced minus the same for the uniform control, paired (2logit)	0.0841	0.0841	-0.0551	0.2137	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.08 [-0.06, 0.21]	interval includes zero	yes
POD2.control.overall.multivariant	same-pod uniform-weight LoRA control (w=1, same seeds) out-of-fold AUC, overall (multivariant)	0.8103	0.8103	0.7564	0.8630	468	228	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.81 [0.76, 0.86]	above	yes
POD2.control_minus_earlier.overall.multivariant	PAIRED uniform control minus earlier LoRA AUC, overall (run-to-run variation of the recipe) (multivariant)	-0.0117	-0.0117	-0.0359	0.0134	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.01 [-0.04, 0.01]	interval includes zero	yes
POD2.bal_minus_control.overall.multivariant	PAIRED balanced LoRA minus same-pod uniform control AUC, overall (effect of the weights alone) (multivariant)	-0.0991	-0.0991	-0.1581	-0.0431	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.10 [-0.16, -0.04]	interval excludes zero (below 0)	yes
POD2.control.conflict.multivariant	same-pod uniform-weight LoRA control (w=1, same seeds) out-of-fold AUC, conflict (multivariant)	0.5547	0.5547	0.4339	0.6834	146	100	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.55 [0.43, 0.68]	interval includes 0.5	yes
POD2.control_minus_earlier.conflict.multivariant	PAIRED uniform control minus earlier LoRA AUC, conflict (run-to-run variation of the recipe) (multivariant)	0.0031	0.0031	-0.0573	0.0633	146	100	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.00 [-0.06, 0.06]	interval includes zero	yes
POD2.bal_minus_control.conflict.multivariant	PAIRED balanced LoRA minus same-pod uniform control AUC, conflict (effect of the weights alone) (multivariant)	0.0189	0.0189	-0.0934	0.1316	146	100	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.02 [-0.09, 0.13]	interval includes zero	yes
POD2.control.agreement.multivariant	same-pod uniform-weight LoRA control (w=1, same seeds) out-of-fold AUC, agreement (multivariant)	0.8989	0.8989	0.8559	0.9383	322	175	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	0.90 [0.86, 0.94]	above	yes
POD2.control_minus_earlier.agreement.multivariant	PAIRED uniform control minus earlier LoRA AUC, agreement (run-to-run variation of the recipe) (multivariant)	-0.0172	-0.0172	-0.0380	0.0026	322	175	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.02 [-0.04, 0.00]	interval includes zero	yes
POD2.bal_minus_control.agreement.multivariant	PAIRED balanced LoRA minus same-pod uniform control AUC, agreement (effect of the weights alone) (multivariant)	-0.1264	-0.1264	-0.1938	-0.0715	322	175	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	-0.13 [-0.19, -0.07]	interval excludes zero (below 0)	yes
POD2.control.cma.multivariant	uniform control conflict minus agreement AUC, paired over all 228 speakers (multivariant)	-0.3442	-0.3442	-0.4727	-0.2122	468	228	scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	-0.34 [-0.47, -0.21]	interval excludes zero (below 0)	yes
POD2.gapchange_bal_minus_control.multivariant	gap change: (conflict minus agreement) balanced minus the same for the uniform control, paired (multivariant)	0.1453	0.1453	0.0249	0.2646	468	228	scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	0.15 [0.02, 0.26]	interval excludes zero (above 0)	yes
