id	what	value	lo	hi	n	n_spk	file	two_dp	vs_half
P20.POD4.o25_noinv_recording_PAIRED_podorig_minus_noinv_conflict	PAIRED original (this pod's rerun, same code) minus interviewer-free, o25, conflict	-0.0110	-0.0937	0.0671	146	100	scores/part20/POD4/o25_orig_recording_rerun.csv MINUS scores/part20/POD4/o25_noinv_recording.csv	-0.01 [-0.09, +0.07]	interval includes zero
P20.POD4.o25_noinv_recording_PAIRED_podorig_minus_noinv_agreement	PAIRED original (this pod's rerun, same code) minus interviewer-free, o25, agreement	-0.1056	-0.1613	-0.0489	322	175	scores/part20/POD4/o25_orig_recording_rerun.csv MINUS scores/part20/POD4/o25_noinv_recording.csv	-0.11 [-0.16, -0.05]	interval excludes zero
P20.POD4.q2a_noinv_recording_overall	q2a_noinv_recording zero-shot AUC, overall	0.6211	0.5534	0.6831	468	228	scores/part20/POD4/q2a_noinv_recording.csv	0.62 [0.55, 0.68]	above 0.5; interval excludes 0.5
P20.POD4.q2a_noinv_recording_conflict	q2a_noinv_recording zero-shot AUC, conflict	0.4253	0.3084	0.5494	146	100	scores/part20/POD4/q2a_noinv_recording.csv	0.43 [0.31, 0.55]	below 0.5; interval includes 0.5
P20.POD4.q2a_noinv_recording_agreement	q2a_noinv_recording zero-shot AUC, agreement	0.7129	0.6517	0.7702	322	175	scores/part20/POD4/q2a_noinv_recording.csv	0.71 [0.65, 0.77]	above 0.5; interval excludes 0.5
P20.POD4.paper_q2a_orig_recording_overall	paper q2a zero-shot on the original 468 windows, recording wording, overall (recomputed)	0.6173	0.5541	0.6799	468	228	<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv	0.62 [0.55, 0.68]	above 0.5; interval excludes 0.5
P20.POD4.paper_q2a_orig_recording_conflict	paper q2a zero-shot on the original 468 windows, recording wording, conflict (recomputed)	0.4132	0.3005	0.5423	146	100	<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv	0.41 [0.30, 0.54]	below 0.5; interval includes 0.5
P20.POD4.paper_q2a_orig_recording_agreement	paper q2a zero-shot on the original 468 windows, recording wording, agreement (recomputed)	0.6985	0.6372	0.7597	322	175	<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv	0.70 [0.64, 0.76]	above 0.5; interval excludes 0.5
P20.POD4.q2a_noinv_recording_PAIRED_paperorig_minus_noinv_overall	PAIRED original (paper file) minus interviewer-free, q2a, overall	-0.0037	-0.0438	0.0357	468	228	<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv MINUS scores/part20/POD4/q2a_noinv_recording.csv	-0.00 [-0.04, +0.04]	interval includes zero
P20.POD4.q2a_noinv_recording_PAIRED_paperorig_minus_noinv_conflict	PAIRED original (paper file) minus interviewer-free, q2a, conflict	-0.0121	-0.0924	0.0619	146	100	<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv MINUS scores/part20/POD4/q2a_noinv_recording.csv	-0.01 [-0.09, +0.06]	interval includes zero
P20.POD4.q2a_noinv_recording_PAIRED_paperorig_minus_noinv_agreement	PAIRED original (paper file) minus interviewer-free, q2a, agreement	-0.0144	-0.0619	0.0331	322	175	<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv MINUS scores/part20/POD4/q2a_noinv_recording.csv	-0.01 [-0.06, +0.03]	interval includes zero
P20.POD4.q2a_noinv_recording_PAIRED_podorig_minus_noinv_overall	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, overall	-0.0036	-0.0441	0.0359	468	228	scores/part20/POD4/q2a_orig_recording_rerun.csv MINUS scores/part20/POD4/q2a_noinv_recording.csv	-0.00 [-0.04, +0.04]	interval includes zero
P20.POD4.q2a_noinv_recording_PAIRED_podorig_minus_noinv_conflict	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, conflict	-0.0121	-0.0921	0.0609	146	100	scores/part20/POD4/q2a_orig_recording_rerun.csv MINUS scores/part20/POD4/q2a_noinv_recording.csv	-0.01 [-0.09, +0.06]	interval includes zero
P20.POD4.q2a_noinv_recording_PAIRED_podorig_minus_noinv_agreement	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, agreement	-0.0142	-0.0620	0.0337	322	175	scores/part20/POD4/q2a_orig_recording_rerun.csv MINUS scores/part20/POD4/q2a_noinv_recording.csv	-0.01 [-0.06, +0.03]	interval includes zero
P20.POD4.o25_orig_voice_overall	o25_orig_voice zero-shot AUC, overall	0.6473	0.5931	0.7039	468	228	scores/part20/POD4/o25_orig_voice.csv	0.65 [0.59, 0.70]	above 0.5; interval excludes 0.5
P20.POD4.o25_orig_voice_conflict	o25_orig_voice zero-shot AUC, conflict	0.5619	0.4535	0.6670	146	100	scores/part20/POD4/o25_orig_voice.csv	0.56 [0.45, 0.67]	above 0.5; interval includes 0.5
P20.POD4.o25_orig_voice_agreement	o25_orig_voice zero-shot AUC, agreement	0.6841	0.6231	0.7470	322	175	scores/part20/POD4/o25_orig_voice.csv	0.68 [0.62, 0.75]	above 0.5; interval excludes 0.5
P20.POD4.o25_orig_voice_PAIRED_voice_minus_paperrecording_overall	PAIRED voice wording minus recording wording (paper file), o25, original windows, overall	-0.0104	-0.0356	0.0155	468	228	scores/part20/POD4/o25_orig_voice.csv MINUS <local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	-0.01 [-0.04, +0.02]	interval includes zero
P20.POD4.o25_orig_voice_PAIRED_voice_minus_paperrecording_conflict	PAIRED voice wording minus recording wording (paper file), o25, original windows, conflict	0.0297	-0.0144	0.0733	146	100	scores/part20/POD4/o25_orig_voice.csv MINUS <local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	+0.03 [-0.01, +0.07]	interval includes zero
P20.POD4.o25_orig_voice_PAIRED_voice_minus_paperrecording_agreement	PAIRED voice wording minus recording wording (paper file), o25, original windows, agreement	-0.0212	-0.0519	0.0115	322	175	scores/part20/POD4/o25_orig_voice.csv MINUS <local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	-0.02 [-0.05, +0.01]	interval includes zero
P20.POD4.o25_orig_voice_PAIRED_voice_minus_podrecording_overall	PAIRED voice wording minus recording wording (this pod's rerun, same code), o25, overall	-0.0024	-0.0265	0.0221	468	228	scores/part20/POD4/o25_orig_voice.csv MINUS scores/part20/POD4/o25_orig_recording_rerun.csv	-0.00 [-0.03, +0.02]	interval includes zero
P20.POD4.o25_orig_voice_PAIRED_voice_minus_podrecording_conflict	PAIRED voice wording minus recording wording (this pod's rerun, same code), o25, conflict	0.0321	-0.0099	0.0732	146	100	scores/part20/POD4/o25_orig_voice.csv MINUS scores/part20/POD4/o25_orig_recording_rerun.csv	+0.03 [-0.01, +0.07]	interval includes zero
P20.POD4.o25_orig_voice_PAIRED_voice_minus_podrecording_agreement	PAIRED voice wording minus recording wording (this pod's rerun, same code), o25, agreement	-0.0110	-0.0407	0.0198	322	175	scores/part20/POD4/o25_orig_voice.csv MINUS scores/part20/POD4/o25_orig_recording_rerun.csv	-0.01 [-0.04, +0.02]	interval includes zero
P20.POD4.o25_orig_recording_rerun_overall	o25_orig_recording_rerun zero-shot AUC, overall	0.6497	0.5959	0.7056	468	228	scores/part20/POD4/o25_orig_recording_rerun.csv	0.65 [0.60, 0.71]	above 0.5; interval excludes 0.5
P20.POD4.o25_orig_recording_rerun_conflict	o25_orig_recording_rerun zero-shot AUC, conflict	0.5298	0.4189	0.6386	146	100	scores/part20/POD4/o25_orig_recording_rerun.csv	0.53 [0.42, 0.64]	above 0.5; interval includes 0.5
P20.POD4.o25_orig_recording_rerun_agreement	o25_orig_recording_rerun zero-shot AUC, agreement	0.6952	0.6327	0.7560	322	175	scores/part20/POD4/o25_orig_recording_rerun.csv	0.70 [0.63, 0.76]	above 0.5; interval excludes 0.5
P20.POD4.o25_orig_recording_rerun_PAIRED_podrerun_minus_paper_overall	PAIRED this pod's rerun minus paper file, o25, recording wording, original windows, overall	-0.0080	-0.0160	0.0002	468	228	scores/part20/POD4/o25_orig_recording_rerun.csv MINUS <local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	-0.01 [-0.02, +0.00]	interval includes zero
P20.POD4.o25_orig_recording_rerun_PAIRED_podrerun_minus_paper_conflict	PAIRED this pod's rerun minus paper file, o25, recording wording, original windows, conflict	-0.0024	-0.0218	0.0150	146	100	scores/part20/POD4/o25_orig_recording_rerun.csv MINUS <local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	-0.00 [-0.02, +0.01]	interval includes zero
P20.POD4.o25_orig_recording_rerun_PAIRED_podrerun_minus_paper_agreement	PAIRED this pod's rerun minus paper file, o25, recording wording, original windows, agreement	-0.0102	-0.0196	-0.0011	322	175	scores/part20/POD4/o25_orig_recording_rerun.csv MINUS <local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	-0.01 [-0.02, -0.00]	interval excludes zero
P20.POD4.o25_orig_recording_rerun_PAIRED_podorig_minus_noinv_overall	PAIRED original (this pod's rerun, same code) minus interviewer-free, o25, overall	-0.0732	-0.1165	-0.0312	468	228	scores/part20/POD4/o25_orig_recording_rerun.csv MINUS scores/part20/POD4/o25_noinv_recording.csv	-0.07 [-0.12, -0.03]	interval excludes zero
P20.POD4.o25_orig_recording_rerun_PAIRED_podorig_minus_noinv_conflict	PAIRED original (this pod's rerun, same code) minus interviewer-free, o25, conflict	-0.0110	-0.0937	0.0671	146	100	scores/part20/POD4/o25_orig_recording_rerun.csv MINUS scores/part20/POD4/o25_noinv_recording.csv	-0.01 [-0.09, +0.07]	interval includes zero
P20.POD4.o25_orig_recording_rerun_PAIRED_podorig_minus_noinv_agreement	PAIRED original (this pod's rerun, same code) minus interviewer-free, o25, agreement	-0.1056	-0.1613	-0.0489	322	175	scores/part20/POD4/o25_orig_recording_rerun.csv MINUS scores/part20/POD4/o25_noinv_recording.csv	-0.11 [-0.16, -0.05]	interval excludes zero
P20.POD4.q2a_orig_recording_rerun_overall	q2a_orig_recording_rerun zero-shot AUC, overall	0.6174	0.5546	0.6800	468	228	scores/part20/POD4/q2a_orig_recording_rerun.csv	0.62 [0.55, 0.68]	above 0.5; interval excludes 0.5
P20.POD4.q2a_orig_recording_rerun_conflict	q2a_orig_recording_rerun zero-shot AUC, conflict	0.4132	0.3008	0.5433	146	100	scores/part20/POD4/q2a_orig_recording_rerun.csv	0.41 [0.30, 0.54]	below 0.5; interval includes 0.5
P20.POD4.q2a_orig_recording_rerun_agreement	q2a_orig_recording_rerun zero-shot AUC, agreement	0.6987	0.6374	0.7597	322	175	scores/part20/POD4/q2a_orig_recording_rerun.csv	0.70 [0.64, 0.76]	above 0.5; interval excludes 0.5
P20.POD4.q2a_orig_recording_rerun_PAIRED_podrerun_minus_paper_overall	PAIRED this pod's rerun minus paper file, q2a, recording wording, original windows, overall	0.0001	-0.0009	0.0011	468	228	scores/part20/POD4/q2a_orig_recording_rerun.csv MINUS <local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv	+0.00 [-0.00, +0.00]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_PAIRED_podrerun_minus_paper_conflict	PAIRED this pod's rerun minus paper file, q2a, recording wording, original windows, conflict	0.0000	-0.0031	0.0029	146	100	scores/part20/POD4/q2a_orig_recording_rerun.csv MINUS <local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv	+0.00 [-0.00, +0.00]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_PAIRED_podrerun_minus_paper_agreement	PAIRED this pod's rerun minus paper file, q2a, recording wording, original windows, agreement	0.0002	-0.0009	0.0014	322	175	scores/part20/POD4/q2a_orig_recording_rerun.csv MINUS <local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv	+0.00 [-0.00, +0.00]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_PAIRED_podorig_minus_noinv_overall	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, overall	-0.0036	-0.0441	0.0359	468	228	scores/part20/POD4/q2a_orig_recording_rerun.csv MINUS scores/part20/POD4/q2a_noinv_recording.csv	-0.00 [-0.04, +0.04]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_PAIRED_podorig_minus_noinv_conflict	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, conflict	-0.0121	-0.0921	0.0609	146	100	scores/part20/POD4/q2a_orig_recording_rerun.csv MINUS scores/part20/POD4/q2a_noinv_recording.csv	-0.01 [-0.09, +0.06]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_PAIRED_podorig_minus_noinv_agreement	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, agreement	-0.0142	-0.0620	0.0337	322	175	scores/part20/POD4/q2a_orig_recording_rerun.csv MINUS scores/part20/POD4/q2a_noinv_recording.csv	-0.01 [-0.06, +0.03]	interval includes zero
P20.POD4.q2a_noinv_recording_bf16_overall	q2a_noinv_recording_bf16 zero-shot AUC, overall	0.6236	0.5548	0.6856	468	228	scores/part20/POD4/q2a_noinv_recording_bf16.csv	0.62 [0.55, 0.69]	above 0.5; interval excludes 0.5
P20.POD4.q2a_noinv_recording_bf16_conflict	q2a_noinv_recording_bf16 zero-shot AUC, conflict	0.4255	0.3076	0.5504	146	100	scores/part20/POD4/q2a_noinv_recording_bf16.csv	0.43 [0.31, 0.55]	below 0.5; interval includes 0.5
P20.POD4.q2a_noinv_recording_bf16_agreement	q2a_noinv_recording_bf16 zero-shot AUC, agreement	0.7150	0.6540	0.7716	322	175	scores/part20/POD4/q2a_noinv_recording_bf16.csv	0.71 [0.65, 0.77]	above 0.5; interval excludes 0.5
P20.POD4.q2a_noinv_recording_bf16_PAIRED_paperorig_minus_noinv_overall	PAIRED original (paper file) minus interviewer-free, q2a, overall	-0.0062	-0.0457	0.0324	468	228	<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv MINUS scores/part20/POD4/q2a_noinv_recording_bf16.csv	-0.01 [-0.05, +0.03]	interval includes zero
P20.POD4.q2a_noinv_recording_bf16_PAIRED_paperorig_minus_noinv_conflict	PAIRED original (paper file) minus interviewer-free, q2a, conflict	-0.0123	-0.0925	0.0621	146	100	<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv MINUS scores/part20/POD4/q2a_noinv_recording_bf16.csv	-0.01 [-0.09, +0.06]	interval includes zero
P20.POD4.q2a_noinv_recording_bf16_PAIRED_paperorig_minus_noinv_agreement	PAIRED original (paper file) minus interviewer-free, q2a, agreement	-0.0165	-0.0640	0.0314	322	175	<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv MINUS scores/part20/POD4/q2a_noinv_recording_bf16.csv	-0.02 [-0.06, +0.03]	interval includes zero
P20.POD4.q2a_noinv_recording_bf16_PAIRED_podorig_minus_noinv_overall	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, overall	-0.0030	-0.0430	0.0362	468	228	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS scores/part20/POD4/q2a_noinv_recording_bf16.csv	-0.00 [-0.04, +0.04]	interval includes zero
P20.POD4.q2a_noinv_recording_bf16_PAIRED_podorig_minus_noinv_conflict	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, conflict	-0.0125	-0.0919	0.0608	146	100	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS scores/part20/POD4/q2a_noinv_recording_bf16.csv	-0.01 [-0.09, +0.06]	interval includes zero
P20.POD4.q2a_noinv_recording_bf16_PAIRED_podorig_minus_noinv_agreement	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, agreement	-0.0117	-0.0598	0.0354	322	175	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS scores/part20/POD4/q2a_noinv_recording_bf16.csv	-0.01 [-0.06, +0.04]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_bf16_overall	q2a_orig_recording_rerun_bf16 zero-shot AUC, overall	0.6206	0.5581	0.6832	468	228	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv	0.62 [0.56, 0.68]	above 0.5; interval excludes 0.5
P20.POD4.q2a_orig_recording_rerun_bf16_conflict	q2a_orig_recording_rerun_bf16 zero-shot AUC, conflict	0.4130	0.3031	0.5406	146	100	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv	0.41 [0.30, 0.54]	below 0.5; interval includes 0.5
P20.POD4.q2a_orig_recording_rerun_bf16_agreement	q2a_orig_recording_rerun_bf16 zero-shot AUC, agreement	0.7033	0.6426	0.7646	322	175	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv	0.70 [0.64, 0.76]	above 0.5; interval excludes 0.5
P20.POD4.q2a_orig_recording_rerun_bf16_PAIRED_podrerun_minus_paper_overall	PAIRED this pod's rerun minus paper file, q2a, recording wording, original windows, overall	0.0033	-0.0008	0.0072	468	228	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS <local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv	+0.00 [-0.00, +0.01]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_bf16_PAIRED_podrerun_minus_paper_conflict	PAIRED this pod's rerun minus paper file, q2a, recording wording, original windows, conflict	-0.0002	-0.0072	0.0063	146	100	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS <local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv	-0.00 [-0.01, +0.01]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_bf16_PAIRED_podrerun_minus_paper_agreement	PAIRED this pod's rerun minus paper file, q2a, recording wording, original windows, agreement	0.0049	-0.0001	0.0098	322	175	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS <local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv	+0.00 [-0.00, +0.01]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_bf16_PAIRED_podorig_minus_noinv_overall	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, overall	-0.0030	-0.0430	0.0362	468	228	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS scores/part20/POD4/q2a_noinv_recording_bf16.csv	-0.00 [-0.04, +0.04]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_bf16_PAIRED_podorig_minus_noinv_conflict	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, conflict	-0.0125	-0.0919	0.0608	146	100	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS scores/part20/POD4/q2a_noinv_recording_bf16.csv	-0.01 [-0.09, +0.06]	interval includes zero
P20.POD4.q2a_orig_recording_rerun_bf16_PAIRED_podorig_minus_noinv_agreement	PAIRED original (this pod's rerun, same code) minus interviewer-free, q2a, agreement	-0.0117	-0.0598	0.0354	322	175	scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS scores/part20/POD4/q2a_noinv_recording_bf16.csv	-0.01 [-0.06, +0.04]	interval includes zero
