id	what	value_computed	value_verified	lo	hi	n	n_spk	file	two_dp	vs_half	agree_4dp
POD1b_range_overall_seeds_1_2_3_plus_original	range (lo=min, hi=max, value=max minus min) of overall p_yes OOF AUC over seeds 1,2,3 plus original run (0.7673 / 0.5189 / 0.8593)	0.068820	0.068820	0.7396	0.8085	468	228	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.74 to 0.81	n/a (range)	yes
POD1b_range_conflict_seeds_1_2_3	range (lo=min, hi=max, value=max minus min) of conflict p_yes OOF AUC over seeds 1,2,3	0.030143	0.030143	0.5364	0.5666	146	100	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.54 to 0.57	n/a (range)	yes
POD1b_range_conflict_seeds_1_2_3_plus_original	range (lo=min, hi=max, value=max minus min) of conflict p_yes OOF AUC over seeds 1,2,3 plus original run (0.7673 / 0.5189 / 0.8593)	0.047635	0.047635	0.5189	0.5666	146	100	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.52 to 0.57	n/a (range)	yes
POD1b_range_agreement_seeds_1_2_3	range (lo=min, hi=max, value=max minus min) of agreement p_yes OOF AUC over seeds 1,2,3	0.080936	0.080936	0.8213	0.9022	322	175	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.82 to 0.90	n/a (range)	yes
POD1b_range_agreement_seeds_1_2_3_plus_original	range (lo=min, hi=max, value=max minus min) of agreement p_yes OOF AUC over seeds 1,2,3 plus original run (0.7673 / 0.5189 / 0.8593)	0.080936	0.080936	0.8213	0.9022	322	175	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.82 to 0.90	n/a (range)	yes
POD1b_seed0_p_yes_overall	EXTRA (not one of the three new seeds): seed 0 = original run's clip order RandomState(fold*10+ep) + torch.manual_seed(0), rerun on this pod, score p_yes: overall OOF AUC	0.795496	0.795496	0.7393	0.8478	468	228	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.80	above 0.5	yes
POD1b_seed0_p_yes_conflict	EXTRA (not one of the three new seeds): seed 0 = original run's clip order RandomState(fold*10+ep) + torch.manual_seed(0), rerun on this pod, score p_yes: conflict arm OOF AUC (interval: conflict-arm speakers resampled)	0.528163	0.528163	0.4200	0.6421	146	100	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.53	includes 0.5	yes
POD1b_seed0_p_yes_agreement	EXTRA (not one of the three new seeds): seed 0 = original run's clip order RandomState(fold*10+ep) + torch.manual_seed(0), rerun on this pod, score p_yes: agreement arm OOF AUC (interval: agreement-arm speakers resampled)	0.898337	0.898337	0.8575	0.9360	322	175	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.90	above 0.5	yes
POD1b_seed0_p_yes_conflict_minus_agreement	EXTRA (not one of the three new seeds): seed 0 = original run's clip order RandomState(fold*10+ep) + torch.manual_seed(0), rerun on this pod, score p_yes: paired conflict minus agreement AUC (one speaker draw per replicate, all 228)	-0.370174	-0.370174	-0.4831	-0.2530	468	228	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	-0.37	below 0	yes
POD1b_seed0_p_yes_multivariant_overall	EXTRA (not one of the three new seeds): seed 0 = original run's clip order RandomState(fold*10+ep) + torch.manual_seed(0), rerun on this pod, score p_yes_multivariant: overall OOF AUC	0.798935	0.798935	0.7428	0.8510	468	228	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.80	above 0.5	yes
POD1b_seed0_p_yes_multivariant_conflict	EXTRA (not one of the three new seeds): seed 0 = original run's clip order RandomState(fold*10+ep) + torch.manual_seed(0), rerun on this pod, score p_yes_multivariant: conflict arm OOF AUC (interval: conflict-arm speakers resampled)	0.534433	0.534433	0.4269	0.6503	146	100	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.53	includes 0.5	yes
POD1b_seed0_p_yes_multivariant_agreement	EXTRA (not one of the three new seeds): seed 0 = original run's clip order RandomState(fold*10+ep) + torch.manual_seed(0), rerun on this pod, score p_yes_multivariant: agreement arm OOF AUC (interval: agreement-arm speakers resampled)	0.900028	0.900028	0.8593	0.9378	322	175	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.90	above 0.5	yes
POD1b_seed0_p_yes_multivariant_conflict_minus_agreement	EXTRA (not one of the three new seeds): seed 0 = original run's clip order RandomState(fold*10+ep) + torch.manual_seed(0), rerun on this pod, score p_yes_multivariant: paired conflict minus agreement AUC (one speaker draw per replicate, all 228)	-0.365594	-0.365594	-0.4796	-0.2501	468	228	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	-0.37	below 0	yes
