id	what	value_computed	value_verified	lo	hi	n	n_spk	file	two_dp	vs_half	agree_4dp
C_M8_AudioFlamingo2_af2_pitt_audio_agreement	Pitt Audio Flamingo 2 (af2_pitt_audio) zero-shot answer AUC, agreement	0.4895	0.4895	0.4182	0.5591	322	175	<local data dir>/paper work/paper1_local_runs/af2_pitt_audio.csv	0.49 [0.42, 0.56]	spans	yes
C_M8_AudioFlamingo2_af2_pitt_audio_conflict_minus_agreement	Pitt Audio Flamingo 2 (af2_pitt_audio) zero-shot answer AUC, conflict minus agreement	0.1796	0.1796	0.0702	0.2825	468	228	<local data dir>/paper work/paper1_local_runs/af2_pitt_audio.csv	0.18 [0.07, 0.28]	above 0	yes
C_M8_AudioFlamingo3_primary_conflict	Pitt Audio Flamingo 3 (primary) zero-shot answer AUC, conflict	0.6169	0.6169	0.5188	0.7209	146	100	<local data dir>/release/overnight2/part3/af3_pitt.csv	0.62 [0.52, 0.72]	above	yes
C_M8_AudioFlamingo3_primary_agreement	Pitt Audio Flamingo 3 (primary) zero-shot answer AUC, agreement	0.5822	0.5822	0.5080	0.6528	322	175	<local data dir>/release/overnight2/part3/af3_pitt.csv	0.58 [0.51, 0.65]	above	yes
C_M8_AudioFlamingo3_primary_conflict_minus_agreement	Pitt Audio Flamingo 3 (primary) zero-shot answer AUC, conflict minus agreement	0.0347	0.0347	-0.0698	0.1474	468	228	<local data dir>/release/overnight2/part3/af3_pitt.csv	0.03 [-0.07, 0.15]	spans 0	yes
C_M8_Kimi-Audio_primary_conflict	Pitt Kimi-Audio (primary) zero-shot answer AUC, conflict	0.7197	0.7197	0.6201	0.8147	146	100	<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv	0.72 [0.62, 0.81]	above	yes
C_M8_Kimi-Audio_primary_agreement	Pitt Kimi-Audio (primary) zero-shot answer AUC, agreement	0.7227	0.7227	0.6560	0.7896	322	175	<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv	0.72 [0.66, 0.79]	above	yes
C_M8_Kimi-Audio_primary_conflict_minus_agreement	Pitt Kimi-Audio (primary) zero-shot answer AUC, conflict minus agreement	-0.0030	-0.0030	-0.1134	0.1065	468	228	<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv	-0.00 [-0.11, 0.11]	spans 0	yes
C_M8_Kimi-Audio_alt_overnight_copy_conflict	Pitt Kimi-Audio (alt_overnight_copy) zero-shot answer AUC, conflict	0.7078	0.7078	0.6037	0.8083	146	100	<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv	0.71 [0.60, 0.81]	above	yes
C_M8_Kimi-Audio_alt_overnight_copy_agreement	Pitt Kimi-Audio (alt_overnight_copy) zero-shot answer AUC, agreement	0.7014	0.7014	0.6309	0.7730	322	175	<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv	0.70 [0.63, 0.77]	above	yes
C_M8_Kimi-Audio_alt_overnight_copy_conflict_minus_agreement	Pitt Kimi-Audio (alt_overnight_copy) zero-shot answer AUC, conflict minus agreement	0.0064	0.0064	-0.1140	0.1224	468	228	<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv	0.01 [-0.11, 0.12]	spans 0	yes
C_T6_s20_text_all468	Pitt Qwen2.5-Omni transcript-only answer AUC, all 468 (Sep 20 run)	0.6629	0.6629	0.5983	0.7245	468	228	<local data dir>/release/overnight2/text_new/o25_pitt_text.csv	0.66 [0.60, 0.72]	above	yes
C_T6_s20_text_conflict	Pitt Qwen2.5-Omni transcript-only answer AUC, conflict arm (Sep 20 run)	0.5560	0.5560	0.4516	0.6680	146	100	<local data dir>/release/overnight2/text_new/o25_pitt_text.csv	0.56 [0.45, 0.67]	spans	yes
C_T6_s20_text_agreement	Pitt Qwen2.5-Omni transcript-only answer AUC, agreement arm (Sep 20 run)	0.7078	0.7078	0.6381	0.7696	322	175	<local data dir>/release/overnight2/text_new/o25_pitt_text.csv	0.71 [0.64, 0.77]	above	yes
C_T6_s20_text_conflict_minus_agreement	Pitt Qwen2.5-Omni transcript-only PAIRED conflict minus agreement AUC (Sep 20 run)	-0.1518	-0.1518	-0.2665	-0.0271	468	228	<local data dir>/release/overnight2/text_new/o25_pitt_text.csv	-0.15 [-0.27, -0.03]	below 0	yes
C_T6_s15_text_all468	Pitt Qwen2.5-Omni transcript-only answer AUC, all 468 (Sep 15 run)	0.6975	0.6975	0.6369	0.7549	468	228	<local data dir>/paper work/paper1_local_runs/omni_pitt_text.csv	0.70 [0.64, 0.75]	above	yes
C_T6_s15_text_conflict	Pitt Qwen2.5-Omni transcript-only answer AUC, conflict arm (Sep 15 run)	0.4550	0.4550	0.3412	0.5718	146	100	<local data dir>/paper work/paper1_local_runs/omni_pitt_text.csv	0.46 [0.34, 0.57]	spans	yes
C_T6_s15_text_agreement	Pitt Qwen2.5-Omni transcript-only answer AUC, agreement arm (Sep 15 run)	0.7987	0.7987	0.7392	0.8535	322	175	<local data dir>/paper work/paper1_local_runs/omni_pitt_text.csv	0.80 [0.74, 0.85]	above	yes
C_T6_s15_text_conflict_minus_agreement	Pitt Qwen2.5-Omni transcript-only PAIRED conflict minus agreement AUC (Sep 15 run)	-0.3437	-0.3437	-0.4556	-0.2209	468	228	<local data dir>/paper work/paper1_local_runs/omni_pitt_text.csv	-0.34 [-0.46, -0.22]	below 0	yes
C_T6_audio_all468	Pitt Qwen2.5-Omni audio zero-shot answer AUC, all 468	0.6578	0.6578	0.6033	0.7125	468	228	<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	0.66 [0.60, 0.71]	above	yes
C_T6_audio_conflict	Pitt Qwen2.5-Omni audio zero-shot answer AUC, conflict arm	0.5322	0.5322	0.4216	0.6447	146	100	<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	0.53 [0.42, 0.64]	spans	yes
C_T6_audio_agreement	Pitt Qwen2.5-Omni audio zero-shot answer AUC, agreement arm	0.7054	0.7054	0.6431	0.7658	322	175	<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	0.71 [0.64, 0.77]	above	yes
C_T6_audio_conflict_minus_agreement	Pitt Qwen2.5-Omni audio zero-shot PAIRED conflict minus agreement AUC	-0.1731	-0.1731	-0.2958	-0.0392	468	228	<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv	-0.17 [-0.30, -0.04]	below 0	yes
C_T6_s20_text_minus_audio_all468	PAIRED transcript (Sep 20 run) minus audio AUC, all 468	0.0051	0.0051	-0.0657	0.0694	468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.01 [-0.07, 0.07]	spans 0	yes
C_T6_s20_text_minus_audio_conflict	PAIRED transcript (Sep 20 run) minus audio AUC, conflict arm	0.0238	0.0238	-0.1147	0.1577	146	100	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.02 [-0.11, 0.16]	spans 0	yes
C_T6_s20_text_minus_audio_agreement	PAIRED transcript (Sep 20 run) minus audio AUC, agreement arm	0.0024	0.0024	-0.0824	0.0779	322	175	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.00 [-0.08, 0.08]	spans 0	yes
C_T6_s20_gap_text_minus_gap_audio	PAIRED (transcript Sep 20 run arm gap) minus (audio arm gap), gap = conflict minus agreement	0.0214	0.0214	-0.1413	0.1806	468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.02 [-0.14, 0.18]	spans 0	yes
C_T6_s15_text_minus_audio_all468	PAIRED transcript (Sep 15 run) minus audio AUC, all 468	0.0397	0.0397	-0.0302	0.1070	468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.04 [-0.03, 0.11]	spans 0	yes
C_T6_s15_text_minus_audio_conflict	PAIRED transcript (Sep 15 run) minus audio AUC, conflict arm	-0.0772	-0.0772	-0.2360	0.0680	146	100	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	-0.08 [-0.24, 0.07]	spans 0	yes
C_T6_s15_text_minus_audio_agreement	PAIRED transcript (Sep 15 run) minus audio AUC, agreement arm	0.0933	0.0933	0.0157	0.1637	322	175	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.09 [0.02, 0.16]	above 0	yes
C_T6_s15_gap_text_minus_gap_audio	PAIRED (transcript Sep 15 run arm gap) minus (audio arm gap), gap = conflict minus agreement	-0.1705	-0.1705	-0.3440	-0.0049	468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	-0.17 [-0.34, -0.00]	below 0	yes
C_T6_s20_minus_s15_all468	PAIRED Sep 20 minus Sep 15 transcript AUC, all 468	-0.0346	-0.0346	-0.0757	0.0003	468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	-0.03 [-0.08, 0.00]	spans 0	yes
C_T6_s20_minus_s15_conflict	PAIRED Sep 20 minus Sep 15 transcript AUC, conflict arm	0.1010	0.1010	0.0270	0.1766	146	100	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.10 [0.03, 0.18]	above 0	yes
C_T6_s20_minus_s15_agreement	PAIRED Sep 20 minus Sep 15 transcript AUC, agreement arm	-0.0909	-0.0909	-0.1345	-0.0518	322	175	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	-0.09 [-0.13, -0.05]	below 0	yes
C_T6_s20_minus_s15_armgap	PAIRED Sep 20 arm gap minus Sep 15 arm gap (transcript)	0.1919	0.1919	0.1104	0.2800	468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.19 [0.11, 0.28]	above 0	yes
C_T6_perclip_pearson_s20_s15	Per-clip p_yes Pearson r, Sep 20 vs Sep 15 transcript run	0.7640	0.7640			468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.76	n/a	yes
C_T6_perclip_spearman_s20_s15	Per-clip p_yes Spearman rho, Sep 20 vs Sep 15 transcript run	0.7876	0.7876			468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.79	n/a	yes
C_T6_perclip_maxabsdiff_s20_s15	Per-clip p_yes max abs diff, Sep 20 vs Sep 15 transcript run	0.6147	0.6147			468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.61	n/a	yes
C_T6_perclip_meanabsdiff_s20_s15	Per-clip p_yes mean abs diff, Sep 20 vs Sep 15 transcript run	0.3019	0.3019			468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.30	n/a	yes
C_T6_armgap_ratio_s20	Point ratio transcript arm gap / audio arm gap, Sep 20 run	0.8765	0.8765			468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	0.88	n/a	yes
C_T6_armgap_ratio_s15	Point ratio transcript arm gap / audio arm gap, Sep 15 run	1.9848	1.9848			468	228	<local data dir>/release/edaic_rerun/part17/T6_pitt_text_sep20_arms.csv	1.98	n/a	yes
A_tfidf_pitt_rawCHAT	TF-IDF transcript LR, out-of-fold AUC, Pitt 468 on raw CHAT manifest text (sensitivity; not the transcript-condition input)	0.8452	0.8452	0.7975	0.8918	468	228	scores/part20/POD6/A_language_saliency/A_tfidf_pitt_rawCHAT_oof.csv	0.85 [0.80, 0.89]	above	yes
B_zeroshot_nvmatched	Qwen2.5-Omni zero-shot answer AUC, NeuroVoz age/sex matched subset (38 pairs; paper per-clip scores restricted)	0.6282	0.6282	0.5584	0.6985	907	76	scores/part20/POD6/B_neurovoz_matched/B_zeroshot_nvmatched.csv	0.63 [0.56, 0.70]	above	yes
B_zeroshot_nvfull_ref	Qwen2.5-Omni zero-shot answer AUC, NeuroVoz full 1270 (paper reference, recomputed)	0.6951	0.6951	0.6356	0.7519	1270	107	release/omni_final/omni_neurovoz_zeroshot_scores.csv	0.70 [0.64, 0.75]	above	yes
B_chan_noise_floor_raw_nvmatched	quiet-frame noise_floor alone, raw AUC (PD positive), NeuroVoz matched subset	0.4640	0.4640	0.3873	0.5423	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.46 [0.39, 0.54]	spans	yes
B_chan_noise_floor_dirfree_nvmatched	quiet-frame noise_floor alone, direction-free max(AUC,1-AUC), NeuroVoz matched subset	0.5360	0.5360	0.4577	0.6127	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.54 [0.46, 0.61]	spans	yes
B_chan_snr_raw_nvmatched	quiet-frame snr alone, raw AUC (PD positive), NeuroVoz matched subset	0.4294	0.4294	0.3413	0.5181	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.43 [0.34, 0.52]	spans	yes
B_chan_snr_dirfree_nvmatched	quiet-frame snr alone, direction-free max(AUC,1-AUC), NeuroVoz matched subset	0.5706	0.5706	0.4819	0.6587	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.57 [0.48, 0.66]	spans	yes
B_chan_centroid_raw_nvmatched	quiet-frame centroid alone, raw AUC (PD positive), NeuroVoz matched subset	0.2739	0.2739	0.1946	0.3574	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.27 [0.19, 0.36]	below	yes
B_chan_centroid_dirfree_nvmatched	quiet-frame centroid alone, direction-free max(AUC,1-AUC), NeuroVoz matched subset	0.7261	0.7261	0.6426	0.8054	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.73 [0.64, 0.81]	above	yes
B_chan_rolloff_raw_nvmatched	quiet-frame rolloff alone, raw AUC (PD positive), NeuroVoz matched subset	0.2550	0.2550	0.1819	0.3382	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.26 [0.18, 0.34]	below	yes
B_chan_rolloff_dirfree_nvmatched	quiet-frame rolloff alone, direction-free max(AUC,1-AUC), NeuroVoz matched subset	0.7450	0.7450	0.6618	0.8181	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.74 [0.66, 0.82]	above	yes
B_chan_tilt_raw_nvmatched	quiet-frame tilt alone, raw AUC (PD positive), NeuroVoz matched subset	0.3363	0.3363	0.2716	0.4039	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.34 [0.27, 0.40]	below	yes
B_chan_tilt_dirfree_nvmatched	quiet-frame tilt alone, direction-free max(AUC,1-AUC), NeuroVoz matched subset	0.6637	0.6637	0.5961	0.7284	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.66 [0.60, 0.73]	above	yes
B_chan_five_nvmatched	five quiet-frame channel features together, LR out-of-fold AUC, NeuroVoz matched subset (NEW single split, stable GroupKFold on speaker labels)	0.7112	0.7112	0.6079	0.7961	907	76	scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	0.71 [0.61, 0.80]	above	yes
B_encprobe_mean5_nvmatched	Qwen2.5-Omni encoder nested probe, mean of five renumbered splits (pod tie rule), NeuroVoz matched subset	0.8986	0.8986	0.8430	0.9428	907	76	scores/part20/POD6/B_neurovoz_matched/B_encprobe_nested5_nvmatched_oof.csv	0.90 [0.84, 0.94]	above	yes
B_encprobe_seed0_nvmatched	Qwen2.5-Omni encoder nested probe, renumbered split seed 0, NeuroVoz matched subset (compute gave the point value only; interval is verifier-computed)	0.8982	0.8982	0.8381	0.9449	907	76	scores/part20/POD6/B_neurovoz_matched/B_encprobe_nested5_nvmatched_oof.csv	0.90 [0.84, 0.94]	above	yes
B_encprobe_seed1_nvmatched	Qwen2.5-Omni encoder nested probe, renumbered split seed 1, NeuroVoz matched subset (compute gave the point value only; interval is verifier-computed)	0.9093	0.9093	0.8582	0.9518	907	76	scores/part20/POD6/B_neurovoz_matched/B_encprobe_nested5_nvmatched_oof.csv	0.91 [0.86, 0.95]	above	yes
B_encprobe_seed2_nvmatched	Qwen2.5-Omni encoder nested probe, renumbered split seed 2, NeuroVoz matched subset (compute gave the point value only; interval is verifier-computed)	0.8951	0.8951	0.8308	0.9457	907	76	scores/part20/POD6/B_neurovoz_matched/B_encprobe_nested5_nvmatched_oof.csv	0.90 [0.83, 0.95]	above	yes
B_encprobe_seed3_nvmatched	Qwen2.5-Omni encoder nested probe, renumbered split seed 3, NeuroVoz matched subset (compute gave the point value only; interval is verifier-computed)	0.9174	0.9174	0.8666	0.9563	907	76	scores/part20/POD6/B_neurovoz_matched/B_encprobe_nested5_nvmatched_oof.csv	0.92 [0.87, 0.96]	above	yes
B_encprobe_seed4_nvmatched	Qwen2.5-Omni encoder nested probe, renumbered split seed 4, NeuroVoz matched subset (compute gave the point value only; interval is verifier-computed)	0.8730	0.8730	0.8056	0.9280	907	76	scores/part20/POD6/B_neurovoz_matched/B_encprobe_nested5_nvmatched_oof.csv	0.87 [0.81, 0.93]	above	yes
B_encprobe_single_nvmatched	Qwen2.5-Omni encoder nested probe, single split (stable GroupKFold on speaker labels), NeuroVoz matched subset	0.8951	0.8951	0.8359	0.9427	907	76	scores/part20/POD6/B_neurovoz_matched/B_encprobe_nested5_nvmatched_oof.csv	0.90 [0.84, 0.94]	above	yes
B_zeroshot_nv_complement363	Qwen2.5-Omni zero-shot answer AUC, the 363 NeuroVoz clips outside the matched subset (paper per-clip file)	0.8462	0.8462	0.7645	0.9144	363	31	scores/part20/POD6/B_neurovoz_matched/B_zeroshot_nv_complement363.csv	0.85 [0.76, 0.91]	above	yes
B_encprobe_mean5_nvfull_samepod	Qwen2.5-Omni encoder nested probe, mean of five, FULL NeuroVoz 1270 re-extracted on the same pod/code (check against paper 0.9213)	0.9218	0.9218	0.8841	0.9525	1270	107	scores/part20/POD6/B_neurovoz_full_check/B_encprobe_nested5_nvfull_samepod_oof.csv	0.92 [0.88, 0.95]	above	yes
B_encprobe_single_nvfull_samepod	Qwen2.5-Omni encoder nested probe, single pod split, FULL NeuroVoz 1270 same pod (check against paper 0.9160)	0.9166	0.9166	0.8722	0.9516	1270	107	scores/part20/POD6/B_neurovoz_full_check/B_encprobe_nested5_nvfull_samepod_oof.csv	0.92 [0.87, 0.95]	above	yes
B_pairs_nvmatched	NeuroVoz age/sex matched PD-HC pairs (same sex, |age diff|<=5 y, greedy: fewest eligible partners first, ties default_rng(0) perms); max bipartite matching also 38	38	38			907	76	scores/part20/POD6/B_neurovoz_matched/nv_matched_pairs.csv	38 pairs	n/a	yes
