clip,file_sha256,int16_samples_sha256,n_samples
agreement_Con_022-0_6924.wav,a910446dcb16dc6ffd556fde9660470b48f07ad7866ba1b0df63c83696c16cfa,961e2bf782960490460a5525b5ee49c62a8f491b2d0d5df1106617f928dd546a,583680
agreement_Con_022-2_4290.wav,74e9edd0a7c46c740da998053fdeb368722984d1cebe33e68688592bf263ed00,9d3885cb2513f22251037a0a45b649494802db8c2cd76f79317e2cf5fe76d52e,625920
agreement_Con_028-1_5398.wav,0e2bbacd49ff4e7dbf7cce28f8a0b31e1e5f3aca3a8ecad76369035a6e2ea0a6,534a19e7c6982a609b585339b00cf2013a2af60d7cdd46e640ed72b13ad432a0,488160
agreement_Con_028-4_8667.wav,ba93d9d9f4c221bf76688e650af019fbbc59771b09bf773211ae0188c56ed8ed,4dda4ecdf45049e1ee69f790d993789c69d5e04d3cfffbadf1fd0e4582b0c6e0,530080
agreement_Con_034-2_4839.wav,0edb3db2a9ad675788a7ea303b166d2079df13b1c0a1251094780c24a0d41ed1,adbb0047d6e190cf63f377a0a35590c6f20a1f21f7b5fdb7d324e112313489d0,547040
agreement_Con_034-3_4119.wav,b39b4fe293bb740d58b11847c4fb91afc254a737bc995231eaa3bf8b34429081,a116ac47fe14e0ebb22674ef5bb3df65b073f45e25c6a25e57c40b726660a9a5,484000
agreement_Con_042-1_5846.wav,cb7e69e41a25dd6029737e3122c2eaf158374d4d5f6687887b852ef6208a7351,2ab2019a9fb624d06bc35dfb7b5bd29b449e415f23732f93f6285d087df177e9,498720
agreement_Con_042-3_2720.wav,20712e720d5f4d31de8856b2769625d3fe42db0a9264411c4a95d0d82c82dc28,da0fac5840c5704b6f6ee395cac5387263d3fd3733df61bc9b30107fb8e09677,500800
agreement_Con_042-4_510.wav,3a8b176a8e3267c8fc32e29bfa0d76d3407ad399d0b6b28aec4191408b4355a1,aaadb4344252a4a00212224130dce069850d8db6d8913c3d8707a6cd3398b3d9,522080
agreement_Con_045-2_5070.wav,9f3e8bd12e9ee903b4fc07a30d648384edf2d9eeac8ca0e4829ba9d491cdeab7,8da1cb46f2075f842b535edec3dc81b9bb9d7fb3ff846545e759af291d9f5cc2,548480
agreement_Con_054-0_3830.wav,4719c22a71d4c7d6e3f0dd9e32e2c7eeb605ddec19c51370730487650af5d625,eeb3cf95faa32b3512b1306b015eed9511d3a29ce2a0f2855eefd1abda311439,730080
agreement_Con_056-0_4235.wav,3b096211ba637088811d2de60ba39ea9c959974d31be23431b6a87df0d099d00,fc376216c43602da6c4c6cf3ec86c9458413b4c83d568508a1e3fbd03d4aeb3f,503520
agreement_Con_056-3_4315.wav,c7edf7f03ced88bffc1fd3184c9bcbedc4bbe3b97dbde3905f96c2797d0d81b4,8c38a11615a24a7b7d9f94b81a56c73a61306d686b4aeadae8a2f253c20ba0b8,574400
agreement_Con_059-3_170.wav,65eb62d02fa9bdd115c0a27ceeeb1bf42c443e4df941475bd05c03218ea035a8,31d434a22954ed3b7e6005c525c1c5905ba5ad1d4861340fac5bc02ccc8a1bcd,503360
agreement_Con_071-2_340.wav,143f08d67d110287cf6ba7301b4e825078302bc378252afff3ea73a6df9d6276,883f8c0a61cfb13b5d07ac6820fe9ba97c0ab864662800c9a96d2078429a68b6,507680
agreement_Con_071-3_2133.wav,54ac6e0ed39bd0cb9e3f8d9e508c5374f802e3c58a97f201fa716f6313179fce,907c9470bdf060045f4cbc82e8afe70e7494eba357ec2db1abf6879e47da6ee0,530880
agreement_Con_073-1_5065.wav,0b15f2cf7576080e8bc5f7c83fa4ee7643fa75acfc5edbb8e791d1aa8a80de63,e0c49764a98ac8a9aa4ee0509f727564a49fdece8fd4a41a777686f3ed713967,530400
agreement_Con_086-0_71155.wav,3baa330c4e2de63f4914911090601cb6c146e45c1872cad86f35fefeed8be288,1bd36ee90b925c36c5365c72d3f042d58389b41e0e1dba71b67aa100c58d4fa4,527360
agreement_Con_086-2_4188.wav,715cbb2f154c73cdfb9182225a6a8ae51794430a1f44ef770f1ce16e19c0cb96,4023399236b5a0d125a6b8c117a764057b71649f651a708d5455b8239c4426be,492160
agreement_Con_086-4_34979.wav,854770259cbabd89e70cfbee268704180f3fa3cde0b7f7ea080ec03e6204e1c3,2528bdd833ab8c87099c570eedab96e3f6563964051a4486fd90428c75a2f7f4,544320
agreement_Con_092-0_7255.wav,f523e022ce8ce92802a6801be97d12154bfb950586268816e0204e318b623e71,4a556929de99eec356eda8d8546481752d1b26342aa0e30f0fe9be7ceba9f5df,539200
agreement_Con_093-0_6739.wav,36d3bcc7769be37c76696489c5442016f008d3f4fa9d6d5e3deee42db1edc29b,3aa70721fbd8388ade77f5485f5c49947e3137f4c5ffa14aaf388795c4713e64,487200
agreement_Con_096-2_510.wav,7ece500c1a565d582b8b1d093232104148514e5901eaee789b22c58d471310f8,26d34b87c5ce1e57204bf4955e2fb3bc37f63a17be91c20cc0b7c4438022565b,491680
agreement_Con_105-0_2779.wav,606b4ba4bd3fcff6483da51869c46318c28b75d4533c39e104965c5b4a0028ff,e7c90a50b4a489ccfaef4f25e6d32f780590937bed5de1df8799261e127d84b3,487680
agreement_Con_105-1_12019.wav,6ffd41fce0f3efce2970835356695274d3de3469af227678d1595a3d66e9c8a2,156a9893e89bb70a04df00d6be11fcba5bb06a3d09dcfcd6ea65f7e0154f58db,549760
agreement_Con_105-2_3372.wav,47c90671238bb36373c0fb1240651b482c0591d7e0a5a228db7cba3f6a4a8896,cbbb1d3bb81190da21469b6151eb12ff241eb4908904dc79c4c3b43e812322e5,554880
agreement_Con_109-1_4336.wav,ed5b72bca06dcfdaf692f94066536111480c88845251f5bb82cae2dee36a4c3f,b28f871fe72f7f3337ca179c6dc7482a045a816a76ee3476303fbe9c8ebd0029,485760
agreement_Con_109-3_4932.wav,3dd15b143b9b55c295bdceb15078cfb54c91d0e9c979aee82bafdba6ab38fae0,255ded87411340fc77b02bb5171481a87bf1aa89002961e9b133bd981240ee00,517280
agreement_Con_113-0_7053.wav,36a06d46ce61606d7ae49d9316cc26417091cf1a242a788b3ce8735193cf8f14,73188931dcf78da377f08d008b9f21bafaaac4972b6e9131b1a010644cb3cf75,547520
agreement_Con_113-2_6076.wav,2432764e65188af7d3f0083a21f22624f168af22fd195d46e4ac5d69696805e6,80c95d947003394e7c063977eb41646ac62a889ad53cf1d5f5bae98543ad6add,486400
agreement_Con_113-3_8288.wav,706b70cdb45d03d9281957ecc69f9d1f544bc36b63a98740bd53f9dba43bf325,e6bb29fc0fd1cf74077502475d1390ee19574c123985c2e81d0d218090350d05,569920
agreement_Con_114-1_5893.wav,975242174ebe2356d509fca658b24dad42bc1c888ddc0e26ddfe6a0df01dbe96,b15bdd908f84f5f08574e08548f0855e3e0ce07ab219925ac925c402b6445c74,506560
agreement_Con_118-0_4796.wav,ac773e463aac63f07c64885d722bdd5d9d3004ad7182d3b476787bdc7404ed35,d823399e9c680a1868083b53d87298224305909d0587426e791b7b0585db147e,512640
agreement_Con_118-1_6475.wav,75298f603d533bb1efbdc2e29daf43aac7deff25d151b9b13a7deb37c17ba0ce,549f67163ab93acde0611aafadf410793b9ac283df150368ad8ea587df136ca6,480160
agreement_Con_118-2_4554.wav,2d86cc25f892485e5d58d22633458a23eda72008e3f55213b9282760b4932d00,075a17e2c357113f2a35a353e5520b433fa1285ae2437d945040c67a12d15b1b,538720
agreement_Con_118-4_6655.wav,38713d3b3e3fcd72c5ed115c96d6b30cb3b7d8929a03110ef97f304ea31f786c,b3100fa89c300d0b4a6a3f39181a7d0b76da4634baf912290d9ad5a7d496c877,497760
agreement_Con_121-0_1850.wav,bab16f5ae2627b83a896751728a9498815d40c149bf06d874702e65262628fb4,34f1d3b16b0503d79b3d86e78b6e9ff1ec3e8418f8a47755c8fef6fe486ab658,498400
agreement_Con_121-3_42714.wav,6b61738f3d182da83ffafd3055e6ef30e4afeba5b2d984cfe40513856894ac2f,8076842062815568ae35ce89e86799243ddc68eb3b1e4528ce02f1ef3effd15b,512800
agreement_Con_121-3_7712.wav,6271b583251be26980786c6f363b594a9d0d2be6449367e6d82d020839d20efa,e1c04a3935ccde9bdb1b761f31f2b7626e123c8559488d16bbafccc6fc6440f5,560000
agreement_Con_124-0_4246.wav,06fd87c3bfcb2144a165d50b1da4aabc0a1ab91a1e131dd0a781179cf0c15797,66b24490b428cd9a314b329b8d84d3052906765bd3c36c87a2dbad8f4ee70517,627840
agreement_Con_124-1_2407.wav,e3ea836a6af03c274e9a5f7ee771b146736c551f05f19b7974bb8a7e754d3d4a,13c16820fe0a3fc1404a051be636b8fd5b0a4098c198abb12c127745f555021e,552320
agreement_Con_128-1_34057.wav,cafcc28716500fb22231fea2e7d2441c42f3698b2e08972fb3c06f8a8cc3ab42,c1ad49b539d3625d5c00658b2707a10180c92ea8e7a4b4a5eae543a539eef075,536320
agreement_Con_128-1_4025.wav,b4f040844d24466593d1899511321e9162d0d547b410936a5e8a31d17054c831,6b30c2bbeac2bb18e7a55d1f3821a9e08dc1231bc81d08213674cc35b8daef48,480480
agreement_Con_128-2_600.wav,00e0cdc1d891239190edae45915d57ee9b7e83ec8bad201c342c5c7b362cdb1e,5c51a2c8095a73196371853b01edef5a077533c94d91697c562bf25e32c37fd7,521920
agreement_Con_128-2_65196.wav,1d2f83cf0f8271cde9ab574a4abc0816296711c5eaf4903533f533d7df01063a,55887543ad7f3cedfbe9d630fead767692936f811709e1cb2b5dc778fb342798,538400
agreement_Con_128-2_98853.wav,17bbe989befbf37f58e3fc1ed46d22597c64eccd130afbef2a08d32a933f389a,0d90f8f266bc79da63ada763ab8199f0fb3e037f25251f10bbcaa5d1e7c9c5af,498880
agreement_Con_128-3_133648.wav,d3370d647aaa994d4d3c126a97d52ba6455601fc83b2ae61b13a1abca62c8ae3,1ed6b4fd9f224c1fb723f72203d277375b897c8daa3481cab120a56191dbc9ad,507360
agreement_Con_128-3_67278.wav,83ac40ba8cc1493956ba769f4b7bcd2c01db39e3ea589c59b812fa90c3afc027,db12564e39373ab5da57aca323cf754cbea2be7b0f3d538bf9cc7438d3635bed,507680
agreement_Con_128-3_99009.wav,45fc760547e335733a5227165be8cf413580ea2684562f54ce54ce427c09c8a7,e701c0d27f9fe7bc33f37b11189eb5a4560ff7b3a339d3119313ca99a814f344,554240
agreement_Con_132-0_3652.wav,f7a6189c283536b8187f8db47a616257f75babb86a3aa9da582f3fb546ca3555,1a58dbd0a5aa9a095f95c1289fb524a1e9d97810340d28b5cb9b78277a60f7bf,535840
agreement_Con_137-0_9369.wav,1aa06c0781bfee45a12dfb640fae8afa6f9265c5277e6634afc6c7c53a428955,42b8d816872f0df6e8870d9b318dee978c0c3aa0dbe74e00744e4add23e12658,554880
agreement_Con_137-2_140.wav,8bb9a6ad55df5ac266b9c80da156e3d567a1a09c25ec5468851e55bd66ef4cdd,ab72433b58183b0790782b7508d2e095e0f54b8694f5abe132cc7cfaef0b7bff,486080
agreement_Con_138-1_3792.wav,699b5585880c5da184bd90682a0ae32925f2f35817627631b92c7e11ed6dd1b5,70a504d643937dbe14946a41cbd5eab559e1b7517d71bd801fecea25519bc9c7,487680
agreement_Con_139-0_4376.wav,1c0c8736d8b4022fd7c2a8b40a3db72f14ce8c621e3afbccbad9987fb88f794c,1380ea2fc11784c6ef681f5abe860607a79ee71a1ff7a65190d5425be9a7347c,509280
agreement_Con_139-1_4164.wav,5acc7c7f4a2e4e9fc95466cc0976eac60c4a661139e829ce5c1768cb009179eb,e51178aaa3d42e2d174e64180bafdeb6cfbb93c3c88c5520d07a2c79402013ab,626240
agreement_Con_140-3_12248.wav,1aa4f7b1930bd9c3b50e757570032d6a9c46579705dbd59af94d2bd91ffc1259,ee10c86bd04d585b71cd95858c7a8f7ed17ab857c8807484288e5930a352c4a7,635520
agreement_Con_141-2_2551.wav,2665279faad0ef841d22327a753b37997ef32371b371b0973f43e62101539fa8,6ffa75cb28670c164a5a7b76c1c385f0a52be40421dca1be789228eb01fd2989,634720
agreement_Con_142-0_9398.wav,5dd4c8fa92f113fb54f11f5fcb3fcfebcc945d91c9c64b04ccaa29cd0b34015f,832254b9b2f2cd25f2834f33f700578afd7b1a1837b08b77379bd0e7d346a9a1,540640
agreement_Con_142-1_8331.wav,67ca7966e1a401bcf9c12661d127e445aa07cefe3e2d29d12b6c0609f111cea4,e6044143385e1ac4086a670e7d4f274250b1fe76ae01c3aad399902259bcd75d,595520
agreement_Con_145-3_7488.wav,8f397e63c473ad290781d6e4cc69b524a76e478070f60767a58769ca9153d272,7e8c71040fd7f966e25e699e32b036405803a3d7719e968e495240f91cc6e4d8,696960
agreement_Con_150-1_5476.wav,4a994bf958e5e3b38e1b6d60cd7cc7e4939ae18ef0eb7107115a8826371183b9,64a1255a0fadac7fd8635ee9b2dc540d3a38094f212685ad0696ba3306722e87,522560
agreement_Con_150-2_35487.wav,a47e196afb4f5d02f13ac79c08e6bc1d326a7b88fe8f206c3e03a8c97cc19f65,511c6e53d8aad0b6abf7c7aab1656e6539a88f70c2eb4a85620aec197afda799,504640
agreement_Con_150-2_4727.wav,52c6f4fb0f5f6a4f13e93d607c13aa67e3a1dc5a700bfdd417bc281ad34213a4,9719d2955f6aeaab012364e05c08ee8cf78218a455d0014982d4e889b4d69e4f,492160
agreement_Con_158-0_950.wav,e36092367dcf6fe329ebd37f2cf72bfa6711b6a1b159ce1f2243e3bf4b1552e3,33bac777074ed217767e5a54407a6d02f61e2f6c654488fa7bc4df733c524816,522880
agreement_Con_166-1_1250.wav,c869376b0f7b0e91233840af922046953bd6a858c63c30629c019f754d24a782,ace61a5005145c9a65554f22ae8fefc2fd37127287ee6e675f1110f9d185fff5,496000
agreement_Con_166-2_3665.wav,f9b154fff70b5af4e6c700b5b1cde36c8d6fc067f428883e32314dbd8b64de89,c37f9b6ffd81e0bc17747bcc621b6ec72a263ece06a3c720d2c24bc2eb9976e0,481280
agreement_Con_167-1_1550.wav,58d5e535917340a4b506bf9f7f9d1f59bec9a1fe21c9ea1965e7a275e92abe62,bacd96dfb79e80a99568a3d54d12619b5fb4dc947d38c3c6cd229e719291328f,492160
agreement_Con_167-3_7936.wav,74ce3fccb3f198a6eeb7ffcca2d2f03273161811090a4eec704208628c51ffa4,2c64f5b070827221ee676e59ac2a6c52c665153ebeaa8b13ff972010c107c2d3,494560
agreement_Con_172-0_4567.wav,aa849cd04c68197f36dce8b1eaec2267c49323dcdc2d20a0ca90debefffa8340,c9aa4af9264ba1e53715db6931995214a012e364fafc961b1f346a077ff64b60,500000
agreement_Con_175-0_1772.wav,b7b35a1f9f1f5eba893c2743e3a81a6f8b9b7a5c2f21d1015f491ba325ff902b,fb1cb2c0445062b61b695adba87d8f01a4719839f837c0f0e3d95f0fae421d37,517440
agreement_Con_175-1_34456.wav,1255ebdad9a35fc28064fb69533533d7529cff9a71fb33904bbcf7842ab0194a,fb070ca151f761e03f67beba21e1ef99c727a49b91e21e64b3d0ba1427e19ecf,589440
agreement_Con_175-1_500.wav,7a79b5d90d534733e201ae7786c16164a00ba79ab8699f52a0aef462252f8e21,2a208b950155e9b85e7198df531ec224e04bde161bd5838a10f608d8b54cad88,543360
agreement_Con_175-2_6669.wav,7758a6ed61a82d5c350b70c0edd52f82de8585e50363c1808d9bee4a5301947d,83e382b8e470272d2fa48452023e7880c754aa721769b733b76ab42f1c06d7dc,512480
agreement_Con_182-3_8522.wav,877a800f9b2e3b1260226461d71468d4500ba4b723f4ee5bd6d317c3b7629894,65940be22a0617126019c1b725fd02e0a0a7068546e7c31e2101d8f1e432f25d,571840
agreement_Con_196-0_6136.wav,1bbbd971a9ecbc633a020d25fe6e1c712d12d9c5136e041568c41308b13293b6,643be984ee125e06dedbcc479c80fffade97d182240594b27788ec50d180d197,538080
agreement_Con_196-1_4236.wav,b09c4a975d7ab1cc7ed3e4a5ee6f82a3cb589726e42cf22c74036bcede448185,196e70f505fdea4055974caca5021b88c31d559b6f23a90723b6da70ebd27b14,537600
agreement_Con_208-2_3373.wav,608705f4ca7705282d6643cc2b4d831eda8d5370d6e20b3b3a90d70edd3c5abf,e734390cab8a5cfcef1196644dad26bb2f7e7fe3f3d2e0c40ec10c4c38fb79d8,532960
agreement_Con_208-2_36676.wav,1218d40540ea73f184cbd2d14395f0e1a9279729e7f2632ee6aaad17f42594ea,87a0dd61ce756b986938461cdf6340e47f49dfe6482902c0090d77a579b1ab05,581280
agreement_Con_209-1_4071.wav,ea1845ea00b3776524e6d10ccc5dd4ab012f2aabbde3d9b90d16f3d589abedc2,1d05a512f1c6ae5cea8d00ee6ab0afa12f8ba22b2c3466d1743b37a4eaa53b4c,529760
agreement_Con_210-1_5066.wav,15e292ba873ad8d9ed6d34e146242db1f73cdf0cfef592e2e7a5f4352501bc19,260a265504bf38895776e677973d439c2c03cb405c3998404fee2feabffceb16,487520
agreement_Con_210-2_10174.wav,47f642014ba1e900da6c6a9d718ee6f9a8a1342ecd8c6738b38469ddd4fac6fb,7778cccc7a6d8714c9fd531b30eec3cfd399a8e92a586767c4cb11f31d04714b,531360
agreement_Con_210-2_43382.wav,e301e55727a4f372f22bac7f782a0850ef2f616a6a6df743d0a2ed828e4caa22,c8ddbc9e73015689cc9e28abc938410b6a9f13c635b437c7a381abf631199be8,538400
agreement_Con_211-1_38612.wav,9a8e54c5648b5197a4ed1bb78cb38d1b93fc19c7d20c2bbb8743d090a83bf004,aea76d1575d549b3cbb92b5a453e35fb6fdbf5c037699bdb338cf17471bfd4b3,556160
agreement_Con_211-1_8015.wav,f691b7ca13d5fc0249a416866055ae356fd76816e5a504de838afa0d1bb4a6fc,4cf5857f8011abc0eacad308bda382e3fe635545eb38c5cf29cb3ed8245b11ef,489440
agreement_Con_225-0_42326.wav,e94555b19323008fc01c720525b023f7bc857e4a611e5d5aff77fc92778974b3,6da84ef521d476cfb8d8de40cc62ad09d6ec83c96c66bafccea9a731770a1d20,628000
agreement_Con_225-0_81579.wav,964527b23d7a8bd6ef91ec108a88cb23091614a0fee820f0452e205c396cbc36,451fdff0368e7d01e863d000df9be1bce5174940e5f3262bd0476b74f7d41022,500160
agreement_Con_225-2_3634.wav,1edf1a85ae32179ab0895d0adecda81342924b360b823713c235e1fda651a725,86533b380db3ee81f24cdacd9047bcd277199e513bc5d26c01e0eaf5d92d709f,530400
agreement_Con_232-0_7964.wav,5eb53fd9220b7178c6495d0004206e37eb6acb8af6d5e99ede0e28fc498dd108,7f1abbc247296122516e183022a7b35f8395b540130d4b0fe6bac8e7413cabc5,654080
agreement_Con_232-1_37474.wav,802418b77687d322a5c1b84552c84b9f5b03e8dfcf83cac6b44d99e1d9e1bf73,62f980ef4e7a3b68dc337a7998a93d4a273aec5bbcda2505f676de9397a1127e,498880
agreement_Con_232-1_5114.wav,43c0ce90522650e7df4a5a0a31e2b0e6f371652dc669c31ef93e8e6cb37d7bf4,2b74a7f4d27f9cf133ab3ed41374aa707ac837c35cf176afa1588cd4f59873db,517760
agreement_Con_242-2_1480.wav,b43608e82061573c53f5829864d6a72b885c995d931ea183d8643acd62538728,95d750630fa5b8d6be87251f67522d55495e968f0189d16ddef9d52c06509e5c,512320
agreement_Con_243-0_2930.wav,71ff744b662f998895986962696dc56fa5724a1de28223e111d595f31dcf7192,54df9579857689219d8022865d7e3cc5c100a73f150b8313db140aceef906f15,496960
agreement_Con_243-0_33988.wav,c31f0bf963d900d234f2d106a321c9bf2c531576849727a33d079fc36d079648,579c57074859bf1760f0dd8337cdbfad68f118796b25e67db40bbc48dba5dd7f,637920
agreement_Con_243-1_38361.wav,388056c1680fafbe4be63f2872a1acb955ba2ba3e1cc0ef937f4034d6e332071,33c26b841927da1829cc8772743e44df00edd2277fb3b0260e8333833d029c0c,516000
agreement_Con_243-1_7000.wav,00e07f3bff467e270192cbeb18d9750685eb1acd4477c77d70f60c07e41b87c8,729f0b413b7ffd7a0be308f1d8b70b4afc8abba123352b2beb92f396b79da587,501760
agreement_Con_245-1_1750.wav,dd37cbeaafd0a52e1e4efcfb4dd1531266fab66ef1eb495bbddaedff979f9bfd,c021f2d4a2428cc65b727660a3420647f36f5cc2d2e533bcfc357c61bfbd913c,596160
agreement_Con_248-1_38618.wav,34cf7c04910d3d779ac1dced0ea6b4be00fbe46444f36da0580b543b7ced0f3f,ebca741a850fd2feac2cea7d32beec6f80edf9e924bd1f53a1e4c04152add3d1,483520
agreement_Con_248-2_500.wav,5ed5f350028700bd7a7ab5d0704ac71e22fad55cf907264323ca439afe084c16,fb36cfa0deedf9c5a3e7290644f03b52820d7e2ccd7ed12bb8afce083f53771b,498720
agreement_Con_255-0_610.wav,1d7cf5a516f8e032ba49b66170a2296ee3345be0920c4b141751a9e99c30310e,475291efe331a1b4e0ec1e4fcb1fd0f6f930b74623830e24d7069bdb272fa156,490880
agreement_Con_256-2_3945.wav,5bb591ed566f6dc32b334019af9f5ac0be0dbf8082bd4ebbb2156e8910a4bcc3,36333bbbb173a74b83717b6f1657e100a75359b1f974449e9baeec0c4708d23e,575840
agreement_Con_266-0_3593.wav,b6cd00291bbac87c2b79bdc7f41974afa7ddc7c663597024cea62968d64506e7,1e7e1e7141d490d303777b0453951ec7f6e919ae969f80a110bc92ae4f0cf1fd,506880
agreement_Con_266-1_5687.wav,82ac78abae5f0627080db5e635fe43dc973f3d4b51e88acb5e93a8bff7aab120,d0f7653051a7fc84c1d1a89e7512d40382d744e15c56879c7db76f93c9361b54,512000
agreement_Con_266-2_1630.wav,e72f8c6377f2a27f4f30c7784c69f7399801929f37f37385c9ddac8af2fc98e2,c42f12eeb576c667f81d5401fbfff749664ddc6425c927879dd0b0287fc23799,518240
agreement_Con_267-2_7645.wav,604c90da98f0049377fcfff396e157ed2c2fa1c00276e2937a13cfc7621cb040,8344b7902ab74154f31c7388535d01747f251dc72e31ea11ea6222fde331bf44,488640
agreement_Con_274-0_4046.wav,a01496a9b285dc2c8842d11b64c2e42aed09679f7740ef2c4ad110b29bbc914a,03104135d7b5b1a32e72b56f8c70f32e512fa31fbe76ee801db81e8eb70f5573,700480
agreement_Con_275-0_14059.wav,61814093f76302749008e9cbd620ca7f41c9371d1786a36087a4dc522f1cc2ea,0b8d6cdecf6cd34f8e81beb7cc2c0112042bb016d935fad33c9d3c5e6132cc74,519520
agreement_Con_280-0_3251.wav,88811e67598830df0a1fc3045b35bcc4a8fe8ad15d54ea9d351a23407e7e793b,939a2706070d5dc611c251631f7fcdf6edf040b4d1b627675b88a7ed915f91c5,594080
agreement_Con_292-1_3433.wav,fb35d6807e4e36276db071465c519ad62c428e9df37f954e537245263154a648,cbc12191ea7056b75c1f978e5ffe4874843f34ba03b2b49ea5d6f151809dbe56,516000
agreement_Con_296-0_6844.wav,b82a405da2deb70634ade26194d1c028a824c2ae5d751dd3ef48ca523bed957e,1335d18acd89eaddb21b83fb3ec104a394a4fa81365f34f02bd22938d5dd67a7,508480
agreement_Con_296-1_13132.wav,b9915208be8a3b0ae92859c8e9f80e75420451e962947875e9ba66994bc465b8,0c83540fcd644f32ea0c38831bde18250f97a660ad37fbf0b3427e36b44c0d85,613920
agreement_Con_296-2_39346.wav,bf9f97db5a120bb91e49ab4c5cd0d452c08ffa335217f3ef77a8c6fe8f38f89a,f4645ae1ff857e463302e28eef251ed12d51268fad8cf61710d02923dc9f5477,535200
agreement_Con_298-1_8380.wav,f1d667f29e47b43b1f8a199a2f6a283469722876393569b0999f6cd43c90f13a,730ad7f4a903988dbcee1bb90323a8a30496a21a91d41f0c1934d199633dcbd3,512960
agreement_Con_304-2_8196.wav,802e082111b85e54978f19ee5cc23da658f547d4b9f7abf823e4f22de76a3c32,05521b96c1ddedbf8dc2a40b8c83b8f265e94ecfaaad9f3c5ff242fb4ce26840,548320
agreement_Con_322-1_8430.wav,8a69de206b7beb5f5c77713a740b1abc7a4142bacc6fa82bae19113889615dca,b9ad2e95ca81d165fb0988c0307ca9f8edd08dae9ef7998634ca9213929cde97,524160
agreement_Con_340-0_280.wav,1e01b94b5df7abb0576a4f418de163f015006644bc19322de9e5e47146acb8f1,2680cfcde1bf6a01701d990fcbf027f87eecea68b63a6fd4b3b847c5ecb93212,600640
agreement_Con_612-0_9985.wav,dda7710b4e9f8e4fb21894998436d8e3ce773457665a842906bb9e4638c4384b,d2541d88053eb0b0afa29c1eb7d80b45a7d0c6b476af544b8eb693ece6ab1240,599840
agreement_Con_661-0_5683.wav,2bff429c0da91c46137fe2d3d3fd625f03b4273a4a2dfa754ed15c63643a19ad,8986001e4c122e4ba7b07e720a27d3c2103246cbe0150568259da5b4bfaafa9e,539680
agreement_Con_668-0_7332.wav,4a0659559516af1b32a6c692f5b6a45ac33ddd234214333864d8ec0f3bd5afd9,61d896816602cb8ac602b1761eae0701c7d7c3d0006357caa42f7ee434046562,561760
agreement_Con_678-0_13431.wav,e02f12b10b91acde9e65233e77ee2c97badb29ca3e53b308d35b9dbbf158b5ad,a2b19f276427326ca05d926e31859613b753052214e83562e184a2c6048c8c29,548800
agreement_Con_684-0_7809.wav,69d53d7b5b08aa988e34127871e99d502a6d73460daefa08b2600585ac577e2f,061d31374a8508e5eeb2a400106c122ee081b472201d943a036c18931b9712c6,561760
