dataset,t5_key,stream,layer,pod,saved_auc_oof,refit_auc_oof,abs_diff,match_4dp,saved_auc_mean,refit_auc_mean,saved_auc_std,refit_auc_std
adress2020,adress2020,enc,28,lo-t5-7,0.7991452991452992,0.7979947403024327,0.0011505588428665225,False,0.7906770833333333,0.7881770833333333,0.1082010911611904,0.1093466729190798
adress2020,adress2020,enc,29,lo-t5-7,0.8037475345167654,0.8039119000657462,0.0001643655489808049,False,0.7941145833333334,0.79328125,0.1024784551374634,0.1024102439842649
adress2020,adress2020,enc,30,lo-t5-7,0.7991452991452991,0.7978303747534518,0.0013149243918473275,False,0.7867187500000001,0.7883854166666666,0.112414367486372,0.1118562309674789
adress2020,adress2020,enc,31,lo-t5-7,0.7858316896778434,0.7856673241288625,0.00016436554898091593,False,0.7786979166666667,0.7786979166666667,0.1088768915673161,0.1093542142947759
adress2020,adress2020,proj,0,lo-t5-7,0.7646285338593032,0.7659434582511506,0.0013149243918474385,False,0.7503125,0.7495833333333334,0.1213939938222279,0.1194780314534852
edaic30,edaic_first30,ans,0,lo-t5-6,0.5,0.5,0.0,True,0.5,0.5,0.0,0.0
edaic30,edaic_first30,ans,1,lo-t5-6,0.5506017108887923,0.5506017108887923,0.0,True,0.5533255813953488,0.5533255813953488,0.0845178707524856,0.0845178707524856
edaic30,edaic_first30,ans,2,lo-t5-6,0.568870523415978,0.568870523415978,0.0,True,0.5697519379844961,0.5697519379844961,0.112460828800709,0.112460828800709
edaic30,edaic_first30,ans,3,lo-t5-6,0.4963752356096854,0.4963752356096854,0.0,True,0.5053178294573644,0.5053178294573644,0.0964172989412381,0.0964172989412381
edaic30,edaic_first30,ans,4,lo-t5-6,0.4878932869363491,0.4878932869363491,0.0,True,0.4934806201550387,0.4934806201550387,0.0936476858719238,0.0936476858719238
edaic30,edaic_first30,ans,5,lo-t5-6,0.4876033057851239,0.4876033057851239,0.0,True,0.4902945736434108,0.4902945736434108,0.0946510345439709,0.0946510345439709
edaic30,edaic_first30,ans,6,lo-t5-6,0.5177613455125417,0.5177613455125417,0.0,True,0.5227286821705427,0.5227286821705427,0.0906558990785382,0.0906558990785382
edaic30,edaic_first30,ans,7,lo-t5-6,0.4754965927214731,0.4754965927214731,0.0,True,0.4770852713178294,0.4770852713178294,0.0927602431679508,0.0927602431679508
edaic30,edaic_first30,ans,8,lo-t5-6,0.4981151225170364,0.4981151225170364,0.0,True,0.4952170542635659,0.4952170542635659,0.0763356662791205,0.0763356662791205
edaic30,edaic_first30,ans,9,lo-t5-6,0.5105118167319124,0.5105118167319124,0.0,True,0.5069224806201551,0.5069224806201551,0.0901239976689448,0.0901239976689448
edaic30,edaic_first30,ans,10,lo-t5-6,0.5221110627809192,0.5221110627809192,0.0,True,0.5170077519379845,0.5170077519379845,0.0800851148682458,0.0800851148682458
edaic30,edaic_first30,ans,11,lo-t5-6,0.4907206031607945,0.4907206031607945,0.0,True,0.4851395348837209,0.4851395348837209,0.0875088382223259,0.0875088382223259
edaic30,edaic_first30,ans,12,lo-t5-6,0.4978976366536175,0.4978976366536175,0.0,True,0.4914186046511628,0.4914186046511628,0.084019592176343,0.084019592176343
edaic30,edaic_first30,ans,13,lo-t5-6,0.5031897926634769,0.5031897926634769,0.0,True,0.4994651162790697,0.4994651162790697,0.0903655231200699,0.0903655231200699
edaic30,edaic_first30,ans,14,lo-t5-6,0.5020298680585762,0.5020298680585762,0.0,True,0.4942558139534884,0.4942558139534884,0.0964049171899958,0.0964049171899958
edaic30,edaic_first30,ans,15,lo-t5-6,0.530955487893287,0.530955487893287,0.0,True,0.5262635658914728,0.5262635658914728,0.1287326827171068,0.1287326827171068
edaic30,edaic_first30,ans,16,lo-t5-6,0.5347252428592141,0.5347252428592141,0.0,True,0.5312790697674419,0.5312790697674419,0.1283075849979522,0.1283075849979522
edaic30,edaic_first30,ans,17,lo-t5-6,0.5276207046541975,0.5276207046541975,0.0,True,0.5325503875968993,0.5325503875968993,0.1026888735321936,0.1026888735321936
edaic30,edaic_first30,ans,18,lo-t5-6,0.5904016238944468,0.5904016238944468,0.0,True,0.594,0.594,0.0895565845039611,0.0895565845039611
edaic30,edaic_first30,ans,19,lo-t5-6,0.5975786573872699,0.5975786573872699,0.0,True,0.5963410852713179,0.5963410852713179,0.0827806718082339,0.0827806718082339
edaic30,edaic_first30,ans,20,lo-t5-6,0.6584746991445556,0.6584746991445556,0.0,True,0.6565193798449612,0.6565193798449612,0.0946318679582477,0.0946318679582477
edaic30,edaic_first30,ans,21,lo-t5-6,0.6407858489198203,0.6407858489198203,0.0,True,0.6360077519379845,0.6360077519379845,0.0871191954824028,0.0871191954824028
edaic30,edaic_first30,ans,22,lo-t5-6,0.6331738437001595,0.6331738437001595,0.0,True,0.623170542635659,0.623170542635659,0.082558177384713,0.082558177384713
edaic30,edaic_first30,ans,23,lo-t5-6,0.6405683630564013,0.6405683630564013,0.0,True,0.6281860465116279,0.6281860465116279,0.0652339256536545,0.0652339256536545
edaic30,edaic_first30,ans,24,lo-t5-6,0.6359286646367986,0.6359286646367986,0.0,True,0.6286821705426356,0.6286821705426356,0.0711079275435142,0.0711079275435142
edaic30,edaic_first30,ans,25,lo-t5-6,0.6371610845295055,0.6371610845295055,0.0,True,0.6284961240310077,0.6284961240310077,0.0871012436480292,0.0871012436480292
edaic30,edaic_first30,ans,26,lo-t5-6,0.6518051326663767,0.6518051326663767,0.0,True,0.640937984496124,0.640937984496124,0.0835522072470692,0.0835522072470692
edaic30,edaic_first30,ans,27,lo-t5-6,0.6599971001884877,0.6599971001884877,0.0,True,0.6501860465116279,0.6501860465116279,0.0683354434283994,0.0683354434283994
edaic30,edaic_first30,ans,28,lo-t5-6,0.6833405828621141,0.6833405828621141,0.0,True,0.6771007751937985,0.6771007751937985,0.0611272550800621,0.0611272550800621
edaic30,edaic_first30,enc,0,lo-t5-10,0.66405683630564,0.66405683630564,0.0,True,0.6595891472868216,0.6595891472868216,0.0634204499854233,0.0634204499854233
edaic30,edaic_first30,enc,1,lo-t5-10,0.6686240394374365,0.6686240394374365,0.0,True,0.6592403100775194,0.6592403100775194,0.0490976236496021,0.0490976236496021
edaic30,edaic_first30,enc,2,lo-t5-10,0.654849934754241,0.654849934754241,0.0,True,0.6439302325581395,0.6439302325581395,0.0557179061613336,0.0557179061613336
edaic30,edaic_first30,enc,3,lo-t5-10,0.6307090039147456,0.6307090039147456,0.0,True,0.6366356589147287,0.6366356589147287,0.0529179243011004,0.0529179243011004
edaic30,edaic_first30,enc,4,lo-t5-10,0.6370885892416993,0.6370885892416993,0.0,True,0.635,0.635,0.0479293367451927,0.0479293367451927
edaic30,edaic_first30,enc,5,lo-t5-10,0.6602870813397129,0.6602870813397129,0.0,True,0.6685658914728683,0.6685658914728683,0.0382160007402314,0.0382160007402314
edaic30,edaic_first30,enc,6,lo-t5-10,0.6427432216905901,0.6427432216905901,0.0,True,0.638077519379845,0.638077519379845,0.0520561284998429,0.0520561284998429
edaic30,edaic_first30,enc,7,lo-t5-10,0.6073655212411192,0.6073655212411192,0.0,True,0.6026356589147286,0.6026356589147286,0.0510716183188321,0.0510716183188321
edaic30,edaic_first30,enc,8,lo-t5-10,0.6248368856024359,0.6248368856024359,0.0,True,0.6302945736434109,0.6302945736434109,0.0527699967380692,0.0527699967380692
edaic30,edaic_first30,enc,9,lo-t5-10,0.6246193997390169,0.6246193997390169,0.0,True,0.635,0.635,0.0742329078501991,0.0742329078501991
edaic30,edaic_first30,enc,10,lo-t5-10,0.6391184573002755,0.6391184573002755,0.0,True,0.6380077519379845,0.6380077519379845,0.0591288621775128,0.0591288621775128
edaic30,edaic_first30,enc,11,lo-t5-10,0.5958387704799188,0.5958387704799188,0.0,True,0.6020697674418605,0.6020697674418605,0.0471560244676237,0.0471560244676237
edaic30,edaic_first30,enc,12,lo-t5-10,0.6033057851239669,0.6033057851239669,0.0,True,0.6105348837209303,0.6105348837209303,0.0541703096776627,0.0541703096776627
edaic30,edaic_first30,enc,13,lo-t5-10,0.6030882992605481,0.6030882992605481,0.0,True,0.6115891472868217,0.6115891472868217,0.0763653872867688,0.0763653872867688
edaic30,edaic_first30,enc,14,lo-t5-10,0.5935914165579238,0.5935914165579238,0.0,True,0.6032945736434108,0.6032945736434108,0.0830881556425248,0.0830881556425248
edaic30,edaic_first30,enc,15,lo-t5-10,0.5855444396114252,0.5855444396114252,0.0,True,0.5846899224806201,0.5846899224806201,0.0581196348371921,0.0581196348371921
edaic30,edaic_first30,enc,16,lo-t5-10,0.5716978396404233,0.5716978396404233,0.0,True,0.5706511627906977,0.5706511627906977,0.0341711053851436,0.0341711053851436
edaic30,edaic_first30,enc,17,lo-t5-10,0.5733652312599681,0.5733652312599681,0.0,True,0.5753720930232559,0.5753720930232559,0.0376982538567707,0.0376982538567707
edaic30,edaic_first30,enc,18,lo-t5-10,0.5720603160794548,0.5720603160794548,0.0,True,0.5716511627906977,0.5716511627906977,0.0478435746130334,0.0478435746130334
edaic30,edaic_first30,enc,19,lo-t5-10,0.5308829926054807,0.5308829926054807,0.0,True,0.5349069767441861,0.5349069767441861,0.0560948015881902,0.0560948015881902
edaic30,edaic_first30,enc,20,lo-t5-10,0.5361751486153401,0.5361751486153401,0.0,True,0.5422945736434108,0.5422945736434108,0.0943870169027398,0.0943870169027398
edaic30,edaic_first30,enc,21,lo-t5-10,0.5395824271422358,0.5395824271422358,0.0,True,0.5520077519379845,0.5520077519379845,0.0704446137270185,0.0704446137270185
edaic30,edaic_first30,enc,22,lo-t5-10,0.524285921415108,0.524285921415108,0.0,True,0.5399767441860465,0.5399767441860465,0.067470988987168,0.067470988987168
edaic30,edaic_first30,enc,23,lo-t5-10,0.5390024648397854,0.5390024648397854,0.0,True,0.5353488372093023,0.5353488372093023,0.07799722876006,0.07799722876006
edaic30,edaic_first30,enc,24,lo-t5-10,0.52131361461505,0.52131361461505,0.0,True,0.5257364341085271,0.5257364341085271,0.0804237320950321,0.0804237320950321
edaic30,edaic_first30,enc,25,lo-t5-10,0.5442221255618385,0.5442221255618385,0.0,True,0.5461395348837209,0.5461395348837209,0.0827107793001562,0.0827107793001562
edaic30,edaic_first30,enc,26,lo-t5-10,0.5105843120197187,0.5105843120197187,0.0,True,0.5038139534883721,0.5038139534883721,0.1039805056544566,0.1039805056544566
edaic30,edaic_first30,enc,27,lo-t5-10,0.5415397999130057,0.5415397999130057,0.0,True,0.537093023255814,0.537093023255814,0.0849951341322094,0.0849951341322094
edaic30,edaic_first30,enc,28,lo-t5-10,0.5142815716978396,0.5142815716978396,0.0,True,0.5041627906976743,0.5041627906976743,0.0937923490872835,0.0937923490872835
edaic30,edaic_first30,enc,29,lo-t5-10,0.5282731622444541,0.5282731622444541,0.0,True,0.5210310077519379,0.5210310077519379,0.0823816492530091,0.0823816492530091
edaic30,edaic_first30,enc,30,lo-t5-10,0.5179063360881543,0.5179063360881543,0.0,True,0.5108914728682171,0.5108914728682171,0.1030567895914509,0.1030567895914509
edaic30,edaic_first30,enc,31,lo-t5-10,0.4814412063215891,0.4814412063215891,0.0,True,0.4774341085271317,0.4774341085271317,0.0762611389399681,0.0762611389399681
edaic30,edaic_first30,llm,0,lo-t5-5,0.5181963172393795,0.5181963172393795,0.0,True,0.5216356589147286,0.5216356589147286,0.0562704971368297,0.0562704971368297
edaic30,edaic_first30,llm,1,lo-t5-5,0.5255908365956213,0.5255908365956213,0.0,True,0.5221317829457364,0.5221317829457364,0.055842068715469,0.055842068715469
edaic30,edaic_first30,llm,2,lo-t5-5,0.539654922430042,0.539654922430042,0.0,True,0.5384418604651163,0.5384418604651163,0.0558608136619453,0.0558608136619453
edaic30,edaic_first30,llm,3,lo-t5-5,0.5389299695519791,0.5389299695519791,0.0,True,0.538263565891473,0.538263565891473,0.0787160747207706,0.0787160747207706
edaic30,edaic_first30,llm,4,lo-t5-5,0.5476294040887342,0.5476294040887342,0.0,True,0.5422480620155039,0.5422480620155039,0.0792909999717612,0.0792909999717612
edaic30,edaic_first30,llm,5,lo-t5-5,0.5429172103813253,0.5429172103813253,0.0,True,0.5447441860465116,0.5447441860465116,0.0674237416630623,0.0674237416630623
edaic30,edaic_first30,llm,6,lo-t5-5,0.5332028418152821,0.5332028418152821,0.0,True,0.5305891472868216,0.5305891472868216,0.0816287219200027,0.0816287219200027
edaic30,edaic_first30,llm,7,lo-t5-5,0.5247208931419458,0.5247208931419458,0.0,True,0.5239689922480621,0.5239689922480621,0.0595250597514791,0.0595250597514791
edaic30,edaic_first30,llm,8,lo-t5-5,0.5564013339132957,0.5564013339132957,0.0,True,0.5672170542635658,0.5672170542635658,0.0657592672792129,0.0657592672792129
edaic30,edaic_first30,llm,9,lo-t5-5,0.5260983036102653,0.5260983036102653,0.0,True,0.5266666666666667,0.5266666666666667,0.0569894570007666,0.0569894570007666
edaic30,edaic_first30,llm,10,lo-t5-5,0.5521966072205307,0.5521966072205307,0.0,True,0.5630387596899225,0.5630387596899225,0.1001394064647867,0.1001394064647867
edaic30,edaic_first30,llm,11,lo-t5-5,0.5299405538639989,0.5299405538639989,0.0,True,0.5415426356589148,0.5415426356589148,0.0861847287139304,0.0861847287139304
edaic30,edaic_first30,llm,12,lo-t5-5,0.5476294040887343,0.5476294040887343,0.0,True,0.5563100775193799,0.5563100775193799,0.0703608630035591,0.0703608630035591
edaic30,edaic_first30,llm,13,lo-t5-5,0.55103668261563,0.55103668261563,0.0,True,0.5558992248062016,0.5558992248062016,0.0474663664730837,0.0474663664730837
edaic30,edaic_first30,llm,14,lo-t5-5,0.5541539799913007,0.5541539799913007,0.0,True,0.5618294573643412,0.5618294573643412,0.0585494356597975,0.0585494356597975
edaic30,edaic_first30,llm,15,lo-t5-5,0.5453095548789328,0.5453095548789328,0.0,True,0.5479767441860465,0.5479767441860465,0.0617207549812622,0.0617207549812622
edaic30,edaic_first30,llm,16,lo-t5-5,0.5166739161954472,0.5166739161954472,0.0,True,0.5152480620155038,0.5152480620155038,0.048679477039988,0.048679477039988
edaic30,edaic_first30,llm,17,lo-t5-5,0.50645208061476,0.50645208061476,0.0,True,0.5161395348837209,0.5161395348837209,0.097909872476772,0.097909872476772
edaic30,edaic_first30,llm,18,lo-t5-5,0.5047846889952153,0.5047846889952153,0.0,True,0.5145503875968991,0.5145503875968991,0.089812755830724,0.089812755830724
edaic30,edaic_first30,llm,19,lo-t5-5,0.5058721183123096,0.5058721183123096,0.0,True,0.5122945736434108,0.5122945736434108,0.0887939049182316,0.0887939049182316
edaic30,edaic_first30,llm,20,lo-t5-5,0.4882557633753806,0.4882557633753806,0.0,True,0.489767441860465,0.489767441860465,0.0939232656637466,0.0939232656637466
edaic30,edaic_first30,llm,21,lo-t5-5,0.479193852399594,0.479193852399594,0.0,True,0.4813023255813953,0.4813023255813953,0.0891489066249874,0.0891489066249874
edaic30,edaic_first30,llm,22,lo-t5-5,0.4829636073655212,0.4829636073655212,0.0,True,0.4887751937984496,0.4887751937984496,0.0942400444949974,0.0942400444949974
edaic30,edaic_first30,llm,23,lo-t5-5,0.4773089749166304,0.4773089749166304,0.0,True,0.4831085271317829,0.4831085271317829,0.07696440254858,0.07696440254858
edaic30,edaic_first30,llm,24,lo-t5-5,0.4698419602725823,0.4698419602725823,0.0,True,0.4683565891472868,0.4683565891472868,0.0853503847665427,0.0853503847665427
edaic30,edaic_first30,llm,25,lo-t5-5,0.454182978106423,0.454182978106423,0.0,True,0.4584496124031007,0.4584496124031007,0.0726818662850472,0.0726818662850472
edaic30,edaic_first30,llm,26,lo-t5-5,0.4526605770624909,0.4526605770624909,0.0,True,0.4557131782945737,0.4557131782945737,0.0958561270421507,0.0958561270421507
edaic30,edaic_first30,llm,27,lo-t5-5,0.4746266492677976,0.4746266492677976,0.0,True,0.4754496124031007,0.4754496124031007,0.0943507973063641,0.0943507973063641
edaic30,edaic_first30,llm,28,lo-t5-5,0.4957952733072351,0.4957952733072351,0.0,True,0.5028139534883721,0.5028139534883721,0.0798993402541127,0.0798993402541127
edaic30,edaic_first30,proj,0,lo-t5-10,0.5181963172393795,0.5181963172393795,0.0,True,0.5216356589147286,0.5216356589147286,0.0562704971368297,0.0562704971368297
edaicfull,edaic_full,enc,0,lo-t5-9,0.5880092793968392,0.5885892416992895,0.0005799623024502765,False,0.5994883720930232,0.6006511627906976,0.1190265445612772,0.1204000437817015
edaicfull,edaic_full,enc,1,lo-t5-9,0.5740176888502246,0.574597651152675,0.0005799623024503875,False,0.5750077519379845,0.5761705426356589,0.0958346556997987,0.0981460570716869
edaicfull,edaic_full,enc,2,lo-t5-9,0.626359286646368,0.6274467159634624,0.0010874293170943794,False,0.6354496124031008,0.6368372093023256,0.0789645127077438,0.0800110472511804
edaicfull,edaic_full,enc,3,lo-t5-9,0.5972886762360446,0.5980136291141076,0.0007249528780629566,False,0.6049922480620155,0.6043875968992247,0.0995980184467991,0.09461386360416
edaicfull,edaic_full,enc,4,lo-t5-9,0.6093228940118892,0.6093953892996956,7.249528780639558e-05,False,0.6113643410852714,0.6101472868217054,0.0852140378438805,0.0855728720056296
edaicfull,edaic_full,enc,5,lo-t5-9,0.6081629694069886,0.6089604175728578,0.0007974481658692412,False,0.6117054263565892,0.611984496124031,0.058751282865884,0.0601575480975861
edaicfull,edaic_full,enc,6,lo-t5-9,0.6035957662751922,0.6039582427142235,0.00036247643903131177,False,0.6063720930232559,0.6073720930232558,0.0558655102102883,0.0548091640921612
edaicfull,edaic_full,enc,7,lo-t5-9,0.5794548354356966,0.5789473684210525,0.0005074670146441029,False,0.5866511627906977,0.5865968992248062,0.0547091154604447,0.0527544434926068
edaicfull,edaic_full,enc,8,lo-t5-9,0.5958387704799188,0.5967812092214007,0.0009424387414818103,False,0.6000697674418605,0.6003488372093024,0.0549265938621582,0.0533198446075813
edaicfull,edaic_full,enc,9,lo-t5-9,0.616209946353487,0.6172248803827752,0.0010149340292882059,False,0.6255891472868218,0.6280852713178294,0.048146964187237,0.0487718376310007
edaicfull,edaic_full,enc,10,lo-t5-9,0.6370160939538929,0.6382485138466001,0.0012324198927071706,False,0.6327984496124032,0.6332403100775194,0.0481504337984973,0.0497465338002832
edaicfull,edaic_full,enc,11,lo-t5-9,0.6229520081194722,0.6217195882267652,0.0012324198927069485,False,0.6246589147286821,0.623937984496124,0.034842735612843,0.0349778712227019
edaicfull,edaic_full,enc,12,lo-t5-9,0.616427432216906,0.6190372625779325,0.002609830361026466,False,0.6180852713178294,0.6209147286821705,0.0499832530093365,0.0480408593096683
edaicfull,edaic_full,enc,13,lo-t5-9,0.6269392489488184,0.6270842395244308,0.0001449905756124581,False,0.626798449612403,0.6260232558139535,0.0432450432535295,0.0426903074716277
edaicfull,edaic_full,enc,14,lo-t5-9,0.610990285631434,0.6112802667826591,0.00028998115122513823,False,0.6126976744186047,0.6143023255813953,0.0548149045204558,0.0569860246621087
edaicfull,edaic_full,enc,15,lo-t5-9,0.6219370740901841,0.6219370740901842,1.1102230246251565e-16,True,0.6263953488372094,0.6265038759689923,0.0522003094181169,0.0534882058193124
edaicfull,edaic_full,enc,16,lo-t5-9,0.6443381180223285,0.6452080614760041,0.0008699434536755257,False,0.6480775193798449,0.6496821705426357,0.0569911894360605,0.0581627984465123
edaicfull,edaic_full,enc,17,lo-t5-9,0.6492677975931564,0.6473829201101928,0.0018848774829636206,False,0.6481240310077518,0.6461860465116279,0.0608835926194354,0.0591712367819361
edaicfull,edaic_full,enc,18,lo-t5-9,0.6757285776424532,0.6765260258083223,0.0007974481658691301,False,0.6803720930232557,0.6821472868217053,0.0365541285581335,0.0348303088076163
edaicfull,edaic_full,enc,19,lo-t5-9,0.6895751776134552,0.6911700739451936,0.0015948963317383713,False,0.6945813953488371,0.6968527131782946,0.0479021497279692,0.0508524437504679
edaicfull,edaic_full,enc,20,lo-t5-9,0.667246628969117,0.6665216760910542,0.0007249528780628456,False,0.6708372093023256,0.6708914728682169,0.0617599657690365,0.0610246127819126
edaicfull,edaic_full,enc,21,lo-t5-9,0.6892127011744236,0.6921850079744816,0.002972306800058,False,0.6906279069767443,0.6934031007751937,0.0635055603277107,0.0647169482935536
edaicfull,edaic_full,enc,22,lo-t5-9,0.6805132666376685,0.6813107148035378,0.0007974481658692412,False,0.6820542635658915,0.6826124031007752,0.0627896927855277,0.0642324645848205
edaicfull,edaic_full,enc,23,lo-t5-9,0.672683775554589,0.671741336813107,0.0009424387414820323,False,0.6733410852713179,0.6708992248062015,0.0633673416420449,0.0638128234582523
edaicfull,edaic_full,enc,24,lo-t5-9,0.673191242569233,0.6736262142960707,0.00043497172683770735,False,0.6736976744186045,0.6729767441860466,0.0788149092270704,0.0809875921652847
edaicfull,edaic_full,enc,25,lo-t5-9,0.6627519211251268,0.6616644918080324,0.0010874293170943794,False,0.6561937984496125,0.656968992248062,0.0744211498272774,0.0745934654311686
edaicfull,edaic_full,enc,26,lo-t5-9,0.635276207046542,0.6359286646367986,0.000652457590256672,False,0.6328914728682171,0.6332248062015503,0.0989616714446522,0.0988158067722406
edaicfull,edaic_full,enc,27,lo-t5-9,0.6281716688415253,0.6292590981586197,0.0010874293170943794,False,0.6224961240310078,0.6225503875968992,0.1125754401891906,0.1143696834555395
edaicfull,edaic_full,enc,28,lo-t5-9,0.6140350877192982,0.6140350877192982,0.0,True,0.6122635658914729,0.6129844961240309,0.092334962000424,0.0938435537657137
edaicfull,edaic_full,enc,29,lo-t5-9,0.6064955777874439,0.6056256343337684,0.0008699434536755257,False,0.6057984496124031,0.603798449612403,0.0834672498886726,0.0826407673275951
edaicfull,edaic_full,enc,30,lo-t5-9,0.5683630564013339,0.568870523415978,0.0005074670146441029,False,0.566015503875969,0.5662403100775194,0.1170822888571991,0.1168246477307285
edaicfull,edaic_full,enc,31,lo-t5-9,0.6180948238364506,0.6172248803827751,0.0008699434536755257,False,0.6231627906976744,0.6233875968992248,0.1219437073914412,0.1205887735427681
edaicfull,edaic_full,proj,0,lo-t5-9,0.5895316804407713,0.5902566333188344,0.0007249528780630676,False,0.5950620155038759,0.5941782945736434,0.1107278138458851,0.1115957921073045
neurovoz,neurovoz,enc,0,lo-t5-8,0.8364596592304773,0.836113530291865,0.0003461289386123001,False,0.8510527492006463,0.8504157960020333,0.0781833576057413,0.0774189074479728
neurovoz,neurovoz,enc,1,lo-t5-8,0.8500566956720236,0.8506038027040239,0.0005471070320003379,False,0.8626109934917439,0.8627337879834741,0.0777669879054509,0.0768144303955058
neurovoz,neurovoz,enc,2,lo-t5-8,0.868351905197889,0.8689411928173904,0.0005892876195013885,False,0.8782917269292299,0.8789632161747901,0.0802873065414182,0.0807402578932672
neurovoz,neurovoz,enc,3,lo-t5-8,0.8649340370047813,0.8649762175922826,4.2180587501272626e-05,False,0.877073892201887,0.8776963802756603,0.0717916340946955,0.0710901365008101
