pod,job,dataset,t5_key,stream,variant,states_class,refit_file,saved_file,maxabs_auc_oof,match4_auc_oof,maxabs_auc_mean,match4_auc_mean,maxabs_auc_std,match4_auc_std,n_layers,cpu,openblas_arch,avx512f,numpy,scipy,sklearn,answer_auc,layers_above_saved,layers_above_refit
lo-t5-1,pitt_encproj,pitt,pitt,enc,podfile_ctZen,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_ctZen_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0006780317706315264,8,0.0008180971956518457,3,0.000965474543768996,5,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-1,pitt_encproj,pitt,pitt,proj,podfile_ctZen,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_ctZen_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,5.8117008911229284e-05,0,0.0001223940120047562,0,0.0007940724078391026,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-1,pitt_encproj,pitt,pitt,enc,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0006780317706315264,8,0.0008180971956518457,3,0.000965474543768996,5,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-1,pitt_encproj,pitt,pitt,enc,podfile_f64,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_f64_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0005230530802015076,8,0.0008626867577680164,2,0.0008265296136426015,5,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-1,pitt_encproj,pitt,pitt,proj,podfile_f64,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_f64_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,1.9372336303780102e-05,1,9.282885179728861e-05,0,0.0003729990749680029,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-1,pitt_encproj,pitt,pitt,proj,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,5.8117008911229284e-05,0,0.0001223940120047562,0,0.0007940724078391026,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-1,pitt_encproj,pitt,pitt,enc,podfile_thr8,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_thr8_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0006586594343278573,6,0.0007626013130885845,1,0.0009741300952059023,3,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-1,pitt_encproj,pitt,pitt,proj,podfile_thr8,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_thr8_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,0.0,1,4.02344844485647e-06,1,0.0005237262753614025,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-1,pitt_encproj,pitt,pitt,enc,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__vrefit_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0006780317706315264,8,0.0008180971956518457,3,0.0009654745437691001,5,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-1,pitt_encproj,pitt,pitt,proj,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__vrefit_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,5.8117008911340307e-05,0,0.0001223940120047562,0,0.0007940724078391026,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-1,pitt_encproj,pitt,pitt,enc,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj_encoder_perlayer.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0006780317706315264,8,0.0008180971956518457,3,0.000965474543768996,5,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-1,pitt_encproj,pitt,pitt,proj,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj_proj_perlayer.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,5.8117008911229284e-05,0,0.0001223940120047562,0,0.0007940724078391026,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__macfile_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.08793678410903288,0,0.0774098919658271,0,0.04897983583255191,0,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,0.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__macfile_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.11483253588516762,0,0.10558636946326322,0,0.035197489036908,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctHaswell,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctHaswell_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317829992,12,0.0010766093474088023,11,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctHaswell,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctHaswell_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0003624764390314228,0,0.0015503875968992942,0,0.0006244100774285,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctPrescott,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctPrescott_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005799623024502765,6,0.0021627906976743327,8,0.0017921620023648027,7,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctPrescott,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctPrescott_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,7.249528780628456e-05,0,0.0007751937984497026,0,0.0004859847774723938,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctSandybridge,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSandybridge_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.00065245759025645,3,0.0011085271317829992,6,0.0017827524651006926,1,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctSandybridge,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSandybridge_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.00043497172683770735,0,0.001162790697674554,0,7.481500534440438e-05,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctSapphireRapids,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSapphireRapids_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0,32,0.0,32,0.0,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctSapphireRapids,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSapphireRapids_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0,1,0.0,1,0.0,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctSkylakeX,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSkylakeX_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0,32,0.0,32,0.0,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctSkylakeX,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSkylakeX_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0,1,0.0,1,0.0,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctZen,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctZen_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317829992,12,0.0010766093474088023,11,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctZen,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctZen_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0003624764390314228,0,0.0015503875968992942,0,0.0006244100774285,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0,32,0.0,32,0.0,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,podfile_f64,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_f64_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0010874293170942684,5,0.0017209302325581488,7,0.0019804503359459047,6,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,podfile_f64,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_f64_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0,1,0.0003875968992249623,0,0.0007062175180167982,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0,1,0.0,1,0.0,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,podfile_thr8,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_thr8_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0,32,0.0,32,0.0,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,podfile_thr8,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_thr8_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.000652457590256561,0,0.0008294573643411463,0,0.0015226030165192,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__vrefit_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,1.1102230246251565e-16,32,2.220446049250313e-16,32,1.0408340855860843e-16,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__vrefit_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,1.1102230246251565e-16,1,0.0,1,1.0408340855860843e-16,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,enc,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj_encoder_perlayer.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0,32,0.0,32,0.0,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-10,edaic30_encproj,edaic30,edaic_first30,proj,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj_proj_perlayer.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0,1,0.0,1,0.0,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__macfile_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.05371948857032138,0,0.04410128820644299,0,0.034321603053734405,0,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,32.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__macfile_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,0.01917861294072054,0,0.024533458966363164,0,0.0005888069514782962,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,podfile_ctHaswell,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctHaswell_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0006780317706315264,8,0.0008180971956518457,3,0.000965474543768996,5,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,podfile_ctHaswell,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctHaswell_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,5.8117008911229284e-05,0,0.0001223940120047562,0,0.0007940724078391026,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,podfile_ctPrescott,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctPrescott_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0005424254165052877,5,0.0009025013527464987,5,0.0008259579974468009,5,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,podfile_ctPrescott,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctPrescott_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,5.8117008911340307e-05,0,0.00020833999179936669,0,0.0005062706298125039,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,podfile_ctSandybridge,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSandybridge_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.00048430840759394744,8,0.0007884258960685342,4,0.0010446519140979993,3,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,podfile_ctSandybridge,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSandybridge_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,7.748934521512041e-05,0,0.0006859677205433012,0,0.0003557481068586013,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,podfile_ctSapphireRapids,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSapphireRapids_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0,32,0.0,32,0.0,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,podfile_ctSapphireRapids,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSapphireRapids_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,0.0,1,0.0,1,0.0,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,podfile_ctSkylakeX,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSkylakeX_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0,32,0.0,32,0.0,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,podfile_ctSkylakeX,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSkylakeX_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,0.0,1,0.0,1,0.0,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,podfile_ctZen,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctZen_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0006780317706315264,8,0.0008180971956518457,3,0.000965474543768996,5,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,podfile_ctZen,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctZen_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,5.8117008911229284e-05,0,0.0001223940120047562,0,0.0007940724078391026,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0,32,0.0,32,0.0,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,enc,podfile_f64,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_f64_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.00046493607129027836,8,0.0008118800208446464,2,0.0008265296136426015,5,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,podfile_f64,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_f64_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,1.1102230246251565e-16,1,0.00020248501698028054,0,0.0004636945032729031,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,proj,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,0.0,1,0.0,1,0.0,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,podfile_thr8,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_thr8_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0005617977528089568,4,0.0006820619323656407,5,0.0007926191882741962,6,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
