pid,speaker,fold,seed,p_yes,p_yes_set,answer_mass,p_yes_tok,p_no_tok,top1_id,top1_p,audio_tok,dur_s,seq_len
466,466,2,0,0.4263215959072113,0.6509026779435164,0.994044154882431,1.2651858924073167e-05,1.7024938642862253e-05,9454,0.6378951072692871,22500,900.0,22548
471,471,2,0,0.0838903859257698,0.1918183010795868,0.9934293329715729,5.796615823783213e-06,6.33008821750991e-05,2753,0.7944452166557312,22500,900.0,22548
476,476,2,0,0.01428193412721157,0.031142652047623984,0.9971539359539747,3.7160970123295556e-07,2.5647956135799177e-05,2753,0.9609847664833069,19640,785.6,19688
481,481,2,0,0.28776782751083374,0.5311848518482051,0.9963933229446411,1.0939584171865135e-05,2.707573185034562e-05,9454,0.5263058543205261,16407,656.3,16455
486,486,2,0,0.020023440942168236,0.02934309206876511,0.9986904077231884,5.431238605524413e-07,2.6581279598758556e-05,2753,0.9653124809265137,7455,298.2001,7503
491,491,2,0,0.30074557662010193,0.48370432203013924,0.9937074482440948,1.3530305295716971e-05,3.1458897865377367e-05,2753,0.5069572329521179,22500,900.0,22548
603,603,2,0,0.09009299427270889,0.21156794898765088,0.9935161173343658,3.461106416580151e-06,3.495593773550354e-05,2753,0.7699557542800903,22500,900.0,22548
608,608,2,0,0.2018132209777832,0.4772585169547382,0.9877482354640961,1.2164466170361266e-05,4.81113966088742e-05,2753,0.48517704010009766,16335,653.4002,16383
618,618,2,0,0.2658804953098297,0.45334259978772656,0.9954632520675659,1.2923627764394041e-05,3.5683278838405386e-05,2753,0.5401932597160339,3480,139.2001,3528
624,624,2,0,0.9458011984825134,0.9689066610087567,0.9989397265017033,1.8735880075837485e-05,1.0736513331721653e-06,9454,0.9595218300819397,4137,165.4999,4185
629,629,2,0,0.008847354911267757,0.014079746808477228,0.999042134732008,1.8668762891138613e-07,2.0914265405735932e-05,2753,0.9752327799797058,18437,737.4999,18485
635,635,2,0,0.0427221953868866,0.06016758801044667,0.9977316781878471,2.1452187866088934e-06,4.806799188372679e-05,2753,0.9343594312667847,2112,84.5,2160
641,641,2,0,0.49218812584877014,0.6513800301597132,0.9977351129055023,1.623138814466074e-05,1.674662962614093e-05,9454,0.64738529920578,4667,186.7,4715
653,653,2,0,0.037326883524656296,0.05670944588321559,0.9982811361551285,1.4566987829311984e-06,3.756875230465084e-05,2753,0.9376881718635559,4720,188.8,4768
658,658,2,0,0.4687906503677368,0.6653905797115739,0.9974690079689026,1.2895568033854943e-05,1.4612593076890334e-05,9454,0.6604215502738953,7887,315.5001,7935
663,663,2,0,0.06465348601341248,0.1330459364908705,0.9964980185031891,3.4600873277668143e-06,5.00573223689571e-05,2753,0.8586947321891785,7680,307.2001,7728
670,670,2,0,0.05033063143491745,0.07591446804228248,0.99769327044487,2.35074389820511e-06,4.4355288991937414e-05,2753,0.917797327041626,4217,168.7,4265
680,680,2,0,0.9458011984825134,0.9604553027275854,0.9991108179092407,1.739574145176448e-05,9.968554195438628e-07,9454,0.9483467936515808,18845,753.7999,18893
688,688,2,0,0.9314625263214111,0.9626381936442112,0.9985652416944504,1.3230573131295387e-05,9.735124422149966e-07,9454,0.9555384516716003,11682,467.3001,11730
695,695,2,0,0.36296921968460083,0.6072539466195089,0.9905602335929871,1.715471262286883e-05,3.010745786014013e-05,9454,0.5944535732269287,22500,900.0,22548
702,702,2,0,0.012241275981068611,0.014075263678587302,0.9990860773250461,2.868596027383319e-07,2.3146943931351416e-05,2753,0.9827525615692139,5965,238.5999,6013
709,709,2,0,0.3775406777858734,0.6367407036542378,0.9824029803276062,1.3937396943219937e-05,2.29788802244002e-05,9454,0.620140016078949,22500,900.0,22548
716,716,2,0,0.8887587189674377,0.9525323873189026,0.9918414428830147,1.7670368833933026e-05,2.2117060325399507e-06,9454,0.9336801171302795,22500,900.0,22548
