path,speaker,pid
/workspace/edaicfull/cut/352.wav,352,352
/workspace/edaicfull/cut/353.wav,353,353
/workspace/edaicfull/cut/354.wav,354,354
/workspace/edaicfull/cut/355.wav,355,355
/workspace/edaicfull/cut/356.wav,356,356
/workspace/edaicfull/cut/357.wav,357,357
/workspace/edaicfull/cut/358.wav,358,358
/workspace/edaicfull/cut/359.wav,359,359
/workspace/edaicfull/cut/360.wav,360,360
/workspace/edaicfull/cut/361.wav,361,361
/workspace/edaicfull/cut/362.wav,362,362
/workspace/edaicfull/cut/363.wav,363,363
/workspace/edaicfull/cut/364.wav,364,364
/workspace/edaicfull/cut/365.wav,365,365
/workspace/edaicfull/cut/366.wav,366,366
/workspace/edaicfull/cut/367.wav,367,367
/workspace/edaicfull/cut/368.wav,368,368
/workspace/edaicfull/cut/369.wav,369,369
/workspace/edaicfull/cut/370.wav,370,370
/workspace/edaicfull/cut/371.wav,371,371
/workspace/edaicfull/cut/372.wav,372,372
/workspace/edaicfull/cut/373.wav,373,373
/workspace/edaicfull/cut/374.wav,374,374
/workspace/edaicfull/cut/375.wav,375,375
/workspace/edaicfull/cut/376.wav,376,376
/workspace/edaicfull/cut/377.wav,377,377
/workspace/edaicfull/cut/378.wav,378,378
/workspace/edaicfull/cut/379.wav,379,379
/workspace/edaicfull/cut/380.wav,380,380
/workspace/edaicfull/cut/381.wav,381,381
/workspace/edaicfull/cut/382.wav,382,382
/workspace/edaicfull/cut/383.wav,383,383
/workspace/edaicfull/cut/384.wav,384,384
/workspace/edaicfull/cut/385.wav,385,385
/workspace/edaicfull/cut/386.wav,386,386
/workspace/edaicfull/cut/387.wav,387,387
/workspace/edaicfull/cut/388.wav,388,388
/workspace/edaicfull/cut/389.wav,389,389
/workspace/edaicfull/cut/390.wav,390,390
/workspace/edaicfull/cut/391.wav,391,391
/workspace/edaicfull/cut/392.wav,392,392
/workspace/edaicfull/cut/393.wav,393,393
/workspace/edaicfull/cut/395.wav,395,395
/workspace/edaicfull/cut/396.wav,396,396
/workspace/edaicfull/cut/397.wav,397,397
/workspace/edaicfull/cut/399.wav,399,399
/workspace/edaicfull/cut/400.wav,400,400
/workspace/edaicfull/cut/401.wav,401,401
/workspace/edaicfull/cut/402.wav,402,402
/workspace/edaicfull/cut/403.wav,403,403
/workspace/edaicfull/cut/404.wav,404,404
/workspace/edaicfull/cut/405.wav,405,405
/workspace/edaicfull/cut/406.wav,406,406
/workspace/edaicfull/cut/407.wav,407,407
/workspace/edaicfull/cut/408.wav,408,408
/workspace/edaicfull/cut/409.wav,409,409
/workspace/edaicfull/cut/410.wav,410,410
/workspace/edaicfull/cut/411.wav,411,411
/workspace/edaicfull/cut/412.wav,412,412
/workspace/edaicfull/cut/413.wav,413,413
/workspace/edaicfull/cut/414.wav,414,414
/workspace/edaicfull/cut/415.wav,415,415
/workspace/edaicfull/cut/416.wav,416,416
/workspace/edaicfull/cut/417.wav,417,417
/workspace/edaicfull/cut/418.wav,418,418
/workspace/edaicfull/cut/419.wav,419,419
/workspace/edaicfull/cut/420.wav,420,420
/workspace/edaicfull/cut/421.wav,421,421
/workspace/edaicfull/cut/422.wav,422,422
/workspace/edaicfull/cut/423.wav,423,423
/workspace/edaicfull/cut/424.wav,424,424
/workspace/edaicfull/cut/425.wav,425,425
/workspace/edaicfull/cut/426.wav,426,426
/workspace/edaicfull/cut/427.wav,427,427
/workspace/edaicfull/cut/428.wav,428,428
/workspace/edaicfull/cut/429.wav,429,429
/workspace/edaicfull/cut/430.wav,430,430
/workspace/edaicfull/cut/431.wav,431,431
/workspace/edaicfull/cut/432.wav,432,432
/workspace/edaicfull/cut/433.wav,433,433
/workspace/edaicfull/cut/434.wav,434,434
/workspace/edaicfull/cut/435.wav,435,435
/workspace/edaicfull/cut/436.wav,436,436
/workspace/edaicfull/cut/437.wav,437,437
/workspace/edaicfull/cut/438.wav,438,438
/workspace/edaicfull/cut/439.wav,439,439
/workspace/edaicfull/cut/440.wav,440,440
/workspace/edaicfull/cut/441.wav,441,441
/workspace/edaicfull/cut/442.wav,442,442
/workspace/edaicfull/cut/443.wav,443,443
/workspace/edaicfull/cut/444.wav,444,444
/workspace/edaicfull/cut/445.wav,445,445
/workspace/edaicfull/cut/446.wav,446,446
/workspace/edaicfull/cut/447.wav,447,447
/workspace/edaicfull/cut/448.wav,448,448
/workspace/edaicfull/cut/449.wav,449,449
/workspace/edaicfull/cut/450.wav,450,450
/workspace/edaicfull/cut/451.wav,451,451
/workspace/edaicfull/cut/452.wav,452,452
/workspace/edaicfull/cut/453.wav,453,453
/workspace/edaicfull/cut/454.wav,454,454
/workspace/edaicfull/cut/455.wav,455,455
/workspace/edaicfull/cut/456.wav,456,456
/workspace/edaicfull/cut/457.wav,457,457
/workspace/edaicfull/cut/458.wav,458,458
/workspace/edaicfull/cut/459.wav,459,459
/workspace/edaicfull/cut/461.wav,461,461
/workspace/edaicfull/cut/462.wav,462,462
/workspace/edaicfull/cut/463.wav,463,463
/workspace/edaicfull/cut/464.wav,464,464
/workspace/edaicfull/cut/465.wav,465,465
/workspace/edaicfull/cut/466.wav,466,466
/workspace/edaicfull/cut/467.wav,467,467
/workspace/edaicfull/cut/468.wav,468,468
/workspace/edaicfull/cut/469.wav,469,469
/workspace/edaicfull/cut/470.wav,470,470
/workspace/edaicfull/cut/471.wav,471,471
/workspace/edaicfull/cut/472.wav,472,472
/workspace/edaicfull/cut/473.wav,473,473
/workspace/edaicfull/cut/474.wav,474,474
/workspace/edaicfull/cut/475.wav,475,475
/workspace/edaicfull/cut/476.wav,476,476
/workspace/edaicfull/cut/477.wav,477,477
/workspace/edaicfull/cut/478.wav,478,478
/workspace/edaicfull/cut/479.wav,479,479
/workspace/edaicfull/cut/480.wav,480,480
/workspace/edaicfull/cut/481.wav,481,481
/workspace/edaicfull/cut/482.wav,482,482
/workspace/edaicfull/cut/483.wav,483,483
/workspace/edaicfull/cut/484.wav,484,484
/workspace/edaicfull/cut/485.wav,485,485
/workspace/edaicfull/cut/486.wav,486,486
/workspace/edaicfull/cut/487.wav,487,487
/workspace/edaicfull/cut/488.wav,488,488
/workspace/edaicfull/cut/489.wav,489,489
/workspace/edaicfull/cut/490.wav,490,490
/workspace/edaicfull/cut/491.wav,491,491
/workspace/edaicfull/cut/492.wav,492,492
/workspace/edaicfull/cut/600.wav,600,600
/workspace/edaicfull/cut/601.wav,601,601
/workspace/edaicfull/cut/602.wav,602,602
/workspace/edaicfull/cut/603.wav,603,603
/workspace/edaicfull/cut/604.wav,604,604
/workspace/edaicfull/cut/605.wav,605,605
/workspace/edaicfull/cut/606.wav,606,606
/workspace/edaicfull/cut/607.wav,607,607
/workspace/edaicfull/cut/608.wav,608,608
/workspace/edaicfull/cut/609.wav,609,609
/workspace/edaicfull/cut/612.wav,612,612
/workspace/edaicfull/cut/615.wav,615,615
/workspace/edaicfull/cut/617.wav,617,617
/workspace/edaicfull/cut/618.wav,618,618
/workspace/edaicfull/cut/619.wav,619,619
/workspace/edaicfull/cut/620.wav,620,620
/workspace/edaicfull/cut/622.wav,622,622
/workspace/edaicfull/cut/623.wav,623,623
/workspace/edaicfull/cut/624.wav,624,624
/workspace/edaicfull/cut/625.wav,625,625
/workspace/edaicfull/cut/626.wav,626,626
/workspace/edaicfull/cut/627.wav,627,627
/workspace/edaicfull/cut/628.wav,628,628
/workspace/edaicfull/cut/629.wav,629,629
/workspace/edaicfull/cut/631.wav,631,631
/workspace/edaicfull/cut/632.wav,632,632
/workspace/edaicfull/cut/633.wav,633,633
/workspace/edaicfull/cut/634.wav,634,634
/workspace/edaicfull/cut/635.wav,635,635
/workspace/edaicfull/cut/636.wav,636,636
/workspace/edaicfull/cut/637.wav,637,637
/workspace/edaicfull/cut/638.wav,638,638
/workspace/edaicfull/cut/640.wav,640,640
/workspace/edaicfull/cut/641.wav,641,641
/workspace/edaicfull/cut/649.wav,649,649
/workspace/edaicfull/cut/650.wav,650,650
/workspace/edaicfull/cut/651.wav,651,651
/workspace/edaicfull/cut/652.wav,652,652
/workspace/edaicfull/cut/653.wav,653,653
/workspace/edaicfull/cut/654.wav,654,654
/workspace/edaicfull/cut/655.wav,655,655
/workspace/edaicfull/cut/656.wav,656,656
/workspace/edaicfull/cut/657.wav,657,657
/workspace/edaicfull/cut/658.wav,658,658
/workspace/edaicfull/cut/659.wav,659,659
/workspace/edaicfull/cut/660.wav,660,660
/workspace/edaicfull/cut/661.wav,661,661
/workspace/edaicfull/cut/662.wav,662,662
/workspace/edaicfull/cut/663.wav,663,663
/workspace/edaicfull/cut/664.wav,664,664
/workspace/edaicfull/cut/666.wav,666,666
/workspace/edaicfull/cut/667.wav,667,667
/workspace/edaicfull/cut/669.wav,669,669
/workspace/edaicfull/cut/670.wav,670,670
/workspace/edaicfull/cut/673.wav,673,673
/workspace/edaicfull/cut/676.wav,676,676
/workspace/edaicfull/cut/677.wav,677,677
/workspace/edaicfull/cut/679.wav,679,679
/workspace/edaicfull/cut/680.wav,680,680
/workspace/edaicfull/cut/682.wav,682,682
/workspace/edaicfull/cut/683.wav,683,683
/workspace/edaicfull/cut/684.wav,684,684
/workspace/edaicfull/cut/687.wav,687,687
/workspace/edaicfull/cut/688.wav,688,688
/workspace/edaicfull/cut/689.wav,689,689
/workspace/edaicfull/cut/691.wav,691,691
/workspace/edaicfull/cut/692.wav,692,692
/workspace/edaicfull/cut/693.wav,693,693
/workspace/edaicfull/cut/695.wav,695,695
/workspace/edaicfull/cut/696.wav,696,696
/workspace/edaicfull/cut/697.wav,697,697
/workspace/edaicfull/cut/698.wav,698,698
/workspace/edaicfull/cut/699.wav,699,699
/workspace/edaicfull/cut/702.wav,702,702
/workspace/edaicfull/cut/703.wav,703,703
/workspace/edaicfull/cut/705.wav,705,705
/workspace/edaicfull/cut/707.wav,707,707
/workspace/edaicfull/cut/708.wav,708,708
/workspace/edaicfull/cut/709.wav,709,709
/workspace/edaicfull/cut/710.wav,710,710
/workspace/edaicfull/cut/712.wav,712,712
/workspace/edaicfull/cut/713.wav,713,713
/workspace/edaicfull/cut/715.wav,715,715
/workspace/edaicfull/cut/716.wav,716,716
/workspace/edaicfull/cut/717.wav,717,717
/workspace/edaicfull/cut/718.wav,718,718
