file	kind	columns_dropped	rows
scores/part16/M/M7_perclip/adress2020.csv	csv	label	156
scores/part16/M/M7_perclip/adresso.csv	csv	label	237
scores/part16/M/M7_perclip/edaic.csv	csv	label	275
scores/part16/M/M7_perclip/kcl.csv	csv	label	37
scores/part16/M/M7_perclip/neurovoz.csv	csv	label	1270
scores/part16/M/M7_perclip/pcgita.csv	csv	label	1100
scores/part16/M/M7_perclip/pitt.csv	csv	label	468
scores/part16/M/M7_perclip/pitt_FIXED.csv	csv	label	468
scores/part16/M/M7_perclip/pitt_rep5mean.csv	csv	label	468
scores/part16/M/M8_perclip.csv	csv	label	9540
scores/part16/M/MEDAIC_full_window.csv	csv	label	275
scores/part16/POD2/lora_pitt_oof.csv	csv	label	468
scores/part16/POD3/q3o_pcgita_encoder_nested_oof.csv	csv	label	1100
scores/part16/POD3/q3o_pitt_encoder_nested_oof.csv	csv	label	468
scores/part16/POD4/cha_overlap_468.csv	csv	grp,label	468
scores/part16/POD4/p16_pitt_durmatch_enc_nested_oof.csv	csv	label	468
scores/part16/POD4/p16_pitt_durmatch_zeroshot_scores.csv	csv	label	468
scores/part16/POD4/p16_pitt_orig_enc_nested_oof.csv	csv	label	468
scores/part16/POD4/p16_pitt_orig_zeroshot_scores.csv	csv	label	468
scores/part16/POD4/p16_pitt_paronly_enc_nested_oof.csv	csv	label	468
scores/part16/POD4/p16_pitt_paronly_zeroshot_scores.csv	csv	label	468
scores/part16/POD4/pitt_no_interviewer.csv	csv	label	468
scores/part16/POD4B/adress2020_no_interviewer.csv	csv	label	156
scores/part16/POD4B/adresso_no_interviewer.csv	csv	label	161
scores/part16/POD4B/p16_adress2020_durmatch_enc_nested_oof.csv	csv	label	156
scores/part16/POD4B/p16_adress2020_durmatch_zeroshot_scores.csv	csv	label	156
scores/part16/POD4B/p16_adress2020_orig_enc_nested_oof.csv	csv	label	156
scores/part16/POD4B/p16_adress2020_orig_zeroshot_scores.csv	csv	label	156
scores/part16/POD4B/p16_adress2020_paronly_enc_nested_oof.csv	csv	label	156
scores/part16/POD4B/p16_adress2020_paronly_zeroshot_scores.csv	csv	label	156
scores/part16/POD4B/p16_adresso_durmatch_enc_nested_oof.csv	csv	label	161
scores/part16/POD4B/p16_adresso_durmatch_zeroshot_scores.csv	csv	label	161
scores/part16/POD4B/p16_adresso_orig_enc_nested_oof.csv	csv	label	161
scores/part16/POD4B/p16_adresso_orig_zeroshot_scores.csv	csv	label	161
scores/part16/POD4B/p16_adresso_paronly_enc_nested_oof.csv	csv	label	161
scores/part16/POD4B/p16_adresso_paronly_zeroshot_scores.csv	csv	label	161
scores/part16/pod_sync/q3o_perp_cols.npz	npz	label	468
scores/part17/T1_perclip_all966.csv	csv	label	966
scores/part17/T1_perclip_distinct_agreement.csv	csv	label	311
scores/part17/T3_q2a_direction.csv	csv	label	468
scores/part17/T5_zeroshot_perclip.csv	csv	label	4368
scores/part17/T6_pitt_text_sep20_arms.csv	csv	label	468
scores/part17/T7b/T7b_edaic300_meanof5_perclip.csv	csv	label	275
scores/part20/POD1/balanced_ft_pitt_fold3rerun_oof.csv	csv	label	468
scores/part20/POD1/balanced_ft_pitt_oof.csv	csv	label	468
scores/part20/POD1/balanced_vs_podstd_paired.csv	csv	label	468
scores/part20/POD1/standard_rerun_ft_pitt_oof.csv	csv	label	468
scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv	csv	label	468
scores/part20/POD2/balanced_lora_pitt_oof.csv	csv	label	468
scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	csv	label	468
scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv	csv	label	468
scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv	csv	label	468
scores/part20/POD3/p14_ft966_oof.csv	csv	label	966
scores/part20/POD3b/p14_rescore_o25_audio_envcheck.csv	csv	label	966
scores/part20/POD3b/sst2_pairs_o25_audio.csv	csv	label	2668
scores/part20/POD3b/sst2_pairs_o25_audio_diag_by_roberta_arm.csv	csv	label	2668
scores/part20/POD3b/val20_cut_and_score_check.csv	csv	label	20
scores/part20/POD3c/p14_q3o_text.csv	csv	label	966
scores/part20/POD4/o25_noinv_recording.csv	csv	label	468
scores/part20/POD4/o25_orig_recording_rerun.csv	csv	label	468
scores/part20/POD4/o25_orig_voice.csv	csv	label	468
scores/part20/POD4/q2a_noinv_recording.csv	csv	label	468
scores/part20/POD4/q2a_noinv_recording_bf16.csv	csv	label	468
scores/part20/POD4/q2a_orig_recording_rerun.csv	csv	label	468
scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv	csv	label	468
scores/part20/POD4b/P20_4b_q3o_diff_orig_rerun_minus_noinv_agreement.perclip.csv	csv	label	322
scores/part20/POD4b/P20_4b_q3o_diff_orig_rerun_minus_noinv_conflict.perclip.csv	csv	label	146
scores/part20/POD4b/P20_4b_q3o_diff_orig_rerun_minus_noinv_overall.perclip.csv	csv	label	468
scores/part20/POD4b/P20_4b_q3o_diff_orig_samepod_minus_noinv_agreement.perclip.csv	csv	label	322
scores/part20/POD4b/P20_4b_q3o_diff_orig_samepod_minus_noinv_conflict.perclip.csv	csv	label	146
scores/part20/POD4b/P20_4b_q3o_diff_orig_samepod_minus_noinv_overall.perclip.csv	csv	label	468
scores/part20/POD4b/P20_4b_q3o_diff_orig_shipped_minus_noinv_agreement.perclip.csv	csv	label	322
scores/part20/POD4b/P20_4b_q3o_diff_orig_shipped_minus_noinv_conflict.perclip.csv	csv	label	146
scores/part20/POD4b/P20_4b_q3o_diff_orig_shipped_minus_noinv_overall.perclip.csv	csv	label	468
scores/part20/POD4b/P20_4b_q3o_noinv_agreement.perclip.csv	csv	label	322
scores/part20/POD4b/P20_4b_q3o_noinv_conflict.perclip.csv	csv	label	146
scores/part20/POD4b/P20_4b_q3o_noinv_overall.perclip.csv	csv	label	468
scores/part20/POD4b/P20_4b_q3o_orig_rerun_agreement.perclip.csv	csv	label	322
scores/part20/POD4b/P20_4b_q3o_orig_rerun_conflict.perclip.csv	csv	label	146
scores/part20/POD4b/P20_4b_q3o_orig_rerun_overall.perclip.csv	csv	label	468
scores/part20/POD4b/P20_4b_q3o_orig_samepod_agreement.perclip.csv	csv	label	322
scores/part20/POD4b/P20_4b_q3o_orig_samepod_conflict.perclip.csv	csv	label	146
scores/part20/POD4b/P20_4b_q3o_orig_samepod_overall.perclip.csv	csv	label	468
scores/part20/POD4b/P20_4b_q3o_orig_shipped_agreement.perclip.csv	csv	label	322
scores/part20/POD4b/P20_4b_q3o_orig_shipped_conflict.perclip.csv	csv	label	146
scores/part20/POD4b/P20_4b_q3o_orig_shipped_overall.perclip.csv	csv	label	468
scores/part20/POD4c/af2_diff_af2pitt468_minus_noinv_agreement.csv	csv	label	322
scores/part20/POD4c/af2_diff_af2pitt468_minus_noinv_all.csv	csv	label	468
scores/part20/POD4c/af2_diff_af2pitt468_minus_noinv_conflict.csv	csv	label	146
scores/part20/POD4c/af2_noinv_agreement.csv	csv	label	322
scores/part20/POD4c/af2_noinv_all.csv	csv	label	468
scores/part20/POD4c/af2_noinv_conflict.csv	csv	label	146
scores/part20/POD4c/af2_orig_af2pitt468_agreement.csv	csv	label	322
scores/part20/POD4c/af2_orig_af2pitt468_all.csv	csv	label	468
scores/part20/POD4c/af2_orig_af2pitt468_conflict.csv	csv	label	146
scores/part20/POD4c/af3_diff_part10_minus_noinv_agreement.csv	csv	label	322
scores/part20/POD4c/af3_diff_part10_minus_noinv_all.csv	csv	label	468
scores/part20/POD4c/af3_diff_part10_minus_noinv_conflict.csv	csv	label	146
scores/part20/POD4c/af3_diff_part3_minus_noinv_agreement.csv	csv	label	322
scores/part20/POD4c/af3_diff_part3_minus_noinv_all.csv	csv	label	468
scores/part20/POD4c/af3_diff_part3_minus_noinv_conflict.csv	csv	label	146
scores/part20/POD4c/af3_noinv_agreement.csv	csv	label	322
scores/part20/POD4c/af3_noinv_all.csv	csv	label	468
scores/part20/POD4c/af3_noinv_conflict.csv	csv	label	146
scores/part20/POD4c/af3_orig_part10_agreement.csv	csv	label	322
scores/part20/POD4c/af3_orig_part10_all.csv	csv	label	468
scores/part20/POD4c/af3_orig_part10_conflict.csv	csv	label	146
scores/part20/POD4c/af3_orig_part3_agreement.csv	csv	label	322
scores/part20/POD4c/af3_orig_part3_all.csv	csv	label	468
scores/part20/POD4c/af3_orig_part3_conflict.csv	csv	label	146
scores/part20/POD4d/kimi_pitt_canon_minus_podorig_agreement.csv	csv	label	322
scores/part20/POD4d/kimi_pitt_canon_minus_podorig_conflict.csv	csv	label	146
scores/part20/POD4d/kimi_pitt_canon_minus_podorig_overall.csv	csv	label	468
scores/part20/POD4d/kimi_pitt_noinv_agreement.csv	csv	label	322
scores/part20/POD4d/kimi_pitt_noinv_conflict.csv	csv	label	146
scores/part20/POD4d/kimi_pitt_noinv_overall.csv	csv	label	468
scores/part20/POD4d/kimi_pitt_orig_canonical_agreement.csv	csv	label	322
scores/part20/POD4d/kimi_pitt_orig_canonical_conflict.csv	csv	label	146
scores/part20/POD4d/kimi_pitt_orig_canonical_overall.csv	csv	label	468
scores/part20/POD4d/kimi_pitt_orig_minus_noinv_agreement.csv	csv	label	322
scores/part20/POD4d/kimi_pitt_orig_minus_noinv_conflict.csv	csv	label	146
scores/part20/POD4d/kimi_pitt_orig_minus_noinv_overall.csv	csv	label	468
scores/part20/POD4d/kimi_pitt_orig_podrerun_agreement.csv	csv	label	322
scores/part20/POD4d/kimi_pitt_orig_podrerun_conflict.csv	csv	label	146
scores/part20/POD4d/kimi_pitt_orig_podrerun_overall.csv	csv	label	468
scores/part20/POD4d/kimi_pitt_podorig_minus_noinv_agreement.csv	csv	label	322
scores/part20/POD4d/kimi_pitt_podorig_minus_noinv_conflict.csv	csv	label	146
scores/part20/POD4d/kimi_pitt_podorig_minus_noinv_overall.csv	csv	label	468
scores/part20/POD5/POD5_direction_noinv.csv	csv	label	468
scores/part20/POD5/POD5_direction_origrerun_check.csv	csv	label	468
scores/part20/POD5/POD5_nested_ans_pod_seed.csv	csv	label	468
scores/part20/POD5/POD5_nested_enc_mac_seed.csv	csv	label	468
scores/part20/POD5/POD5_nested_enc_pod_seed.csv	csv	label	468
scores/part20/POD5/POD5_nested_llm_pod_seed.csv	csv	label	468
scores/part20/POD5/POD5_nested_proj_pod_seed0.csv	csv	label	468
scores/part20/POD5/POD5_sft_noinv.csv	csv	label	468
scores/part20/POD5/POD5_zs_o25_noinv.csv	csv	label	468
scores/part20/POD6/A_language_saliency/A_tfidf_adress2020_oof.csv	csv	label	156
scores/part20/POD6/A_language_saliency/A_tfidf_adresso_oof.csv	csv	label	237
scores/part20/POD6/A_language_saliency/A_tfidf_edaic30_oof.csv	csv	label	275
scores/part20/POD6/A_language_saliency/A_tfidf_edaicfull_oof.csv	csv	label	275
scores/part20/POD6/A_language_saliency/A_tfidf_kcl_oof.csv	csv	label	37
scores/part20/POD6/A_language_saliency/A_tfidf_neurovoz_oof.csv	csv	label	1270
scores/part20/POD6/A_language_saliency/A_tfidf_pcgita_oof.csv	csv	label	1100
scores/part20/POD6/A_language_saliency/A_tfidf_pitt_oof.csv	csv	label	468
scores/part20/POD6/A_language_saliency/A_tfidf_pitt_rawCHAT_oof.csv	csv	label	468
scores/part20/POD6/B_neurovoz_full_check/B_encprobe_nested5_nvfull_samepod_oof.csv	csv	label	1270
scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv	csv	label	907
scores/part20/POD6/B_neurovoz_matched/B_encprobe_nested5_nvmatched_oof.csv	csv	label	907
scores/part20/POD6/B_neurovoz_matched/B_zeroshot_nv_complement363.csv	csv	label	363
scores/part20/POD6/B_neurovoz_matched/B_zeroshot_nvmatched.csv	csv	label	907
scores/part20/POD6/C_landed/C_af3_pitt_part10_arms.csv	csv	label	468
scores/part22/edaic_lifted_perclip.csv	csv	label	275
scores/part22/p22_step2_truncation_proof.json	json	label	4
scores/pitt_all/af3_full.csv	csv	label	275
scores/pitt_all/kimi_full_zeroshot_scores.csv	csv	label	275
scores/pitt_all/o25_full_zeroshot_scores.csv	csv	label	275
scores/pitt_all/o25_pitt_all_text.csv	csv	label	708
scores/pitt_all/o25_pitt_all_zeroshot_scores.csv	csv	label	708
scores/pitt_all/q2a_full_zeroshot_scores.csv	csv	label	275
scores/pitt_all/q3o_full_zeroshot_scores.csv	csv	label	275
scores/pitt_all/sft_full_oof.csv	csv	label	275
scores/pitt_all/sft_pitt_all_oof.csv	csv	label	708
