id	what	value	lo	hi	n	n_spk	file
POD4_4b_invcue	Pitt interviewer milliseconds alone as a predictor of dementia, AUC	0.6427	NA	NA	468	228	scores/part16/POD4/pitt_no_interviewer.csv
POD4_4b_durcue	Pitt participant-only duration alone, direction-free AUC (residual cue in arm B)	0.6648	NA	NA	468	228	scores/part16/POD4/pitt_no_interviewer.csv
POD4_4a_nv_zs_after	NeuroVoz Omni zero-shot AUC, AFTER normalisation	0.6991	0.6348	0.7598	1270	107	scores/part16/POD4/p16_nv_after_zeroshot_scores.csv
POD4_4a_nv_enc_after	NeuroVoz Omni encoder nested probe AUC, AFTER normalisation	0.8924	0.8481	0.9323	1270	107	scores/part16/POD4/p16_nv_after_enc_nested_oof.csv
POD4_4a_nv_pd_zs	NeuroVoz PAIRED zero-shot delta, before to after normalisation	-0.0117	-0.0332	+0.0098	1270	107	scores/part16/POD4/boot4a_nv.json
POD4_4a_nv_pd_enc	NeuroVoz PAIRED encoder probe delta, before to after normalisation	-0.0308	-0.0608	-0.0012	1270	107	scores/part16/POD4/boot4a_nv.json
POD4_4a_pg_enc_before	PC-GITA Omni encoder nested probe AUC, BEFORE normalisation	0.8959	0.8339	0.9448	1100	100	scores/part16/POD4/p16_pg_before_enc_nested_oof.csv
POD4_4a_pg_zs_before	PC-GITA Omni zero-shot AUC, BEFORE normalisation	0.5728	0.5002	0.6440	1100	100	scores/part16/POD4/p16_pg_before_zeroshot_scores.csv
POD4_4a_pg_zs_after	PC-GITA Omni zero-shot AUC, AFTER normalisation	0.5674	0.5054	0.6304	1100	100	scores/part16/POD4/p16_pg_after_zeroshot_scores.csv
POD4_4a_pg_enc_after	PC-GITA Omni encoder nested probe AUC, AFTER normalisation	0.8298	0.7546	0.8968	1100	100	scores/part16/POD4/p16_pg_after_enc_nested_oof.csv
POD4_4a_pg_pd_zs	PC-GITA PAIRED zero-shot delta, before to after normalisation	-0.0054	-0.0437	+0.0357	1100	100	scores/part16/POD4/boot4a_pg.json
POD4_4a_pg_pd_enc	PC-GITA PAIRED encoder probe delta, before to after normalisation	-0.0661	-0.1181	-0.0180	1100	100	scores/part16/POD4/boot4a_pg.json
