file,sr,nch,sw,nframes,sha256
seg_000060.wav,16000,1,2,372800,349fe51d852ff881fd3df5ab185ab584f323a0c5523e003d817b250752db731a
seg_000061.wav,16000,1,2,627200,18be2a92d58ee6d66031ed3ec54c31c4d2509ea61c9278802097fb6e002b2374
seg_000062.wav,16000,1,2,259200,3f88b0845b0e0f99b4b57a3e59d4a2bfdbdb6d0cde588a1e626211a5f96c699c
seg_000063.wav,16000,1,2,841600,2e0fcba304eb2fc584c99c29eee3e0bae6e2e026ad68868189acbc2ffb256b93
seg_000064.wav,16000,1,2,267200,3f45959836fa9bcd8f63adf4af9420a3e4d803d3407d6795af8094d1a1430f7d
seg_000066.wav,16000,1,2,300800,fc2142382891a5ecb36a9a552f957b2ef6314f988bcaa27ca7a5a24301cd58dc
seg_000067.wav,16000,1,2,182400,b5762ef6b032adb5c535c13e1c3e761afb2aa6897e64c897b596dade2d88231a
seg_000068.wav,16000,1,2,363200,37235068716dc976c11a5066a29ba91fe69f669d61402fd7990f41f232fc8ecf
seg_000069.wav,16000,1,2,816000,1eaab32f6edf499f7539af89cf048fc9b4be8f4f1a599804cf2aff5a6530da2f
seg_000141.wav,16000,1,2,323200,f93d8677099f05576d3149985539554552ad4f8c92f90abbdbdb0771c9caefb7
seg_000143.wav,16000,1,2,910400,0263cf23cd32115380d136019fba70ddc0cc5874bc95e2e5c5972c98075f7c6f
seg_000144.wav,16000,1,2,1233600,2e6d035d6fcf8f9559b62bae9f08ffa6a7fb9a6b8a0ec4b07ebd755c55dbdb7e
seg_000146.wav,16000,1,2,1027200,aaea35c7d11da944421ea883237c379ab065068ad55efa2e6ecff70600822ccb
seg_000148.wav,16000,1,2,302400,7515c679d3a873b48be25988d820f51d2e9484a21bd551061e9fd3c0974f76b7
seg_000149.wav,16000,1,2,352000,6272a8832b3d3d4425272deb497cd9dc83ef9a8f03748a4358460d41350d50de
seg_000150.wav,16000,1,2,678400,c73f26ef6dfee447f8c287ce1ce692b35efd2e7738b0a1d6bdf8e98aa8174bf9
seg_000152.wav,16000,1,2,331200,d720ed5992991296aed773d830cc54b44703d9ee8c1531a80521b27ea0c1362b
seg_000155.wav,16000,1,2,419200,60f0fd29072088c01cbd757927ac13b5a8eaba147eea47bf9fbd978bc005f49a
seg_000156.wav,16000,1,2,540800,95d074f74e11d54b085dd2e44aa96f5b21f4bede8b8afceca5a9334dab070a34
seg_000157.wav,16000,1,2,392000,915984e98767f08dacaeec5fc331b1f74d47a086e1d05715c27bcfac1a336e51
seg_000158.wav,16000,1,2,240000,c60a311df9d90a20effaf212bff4a6fb809e6dfbe4081b8d834d4aafcf2e218e
seg_000159.wav,16000,1,2,561600,4cb0f77ae109690c7019311f9b611a8fb43ddb282b39d52628cee163aef76222
seg_000160.wav,16000,1,2,430400,a0f75a6fde80022c4a6e77a6592226597dd56a4f5ada60e80a140c0aee942035
seg_000161.wav,16000,1,2,915200,970f93cb443a13146ec24fd34ec7acacdd313bac14b8769de00a872a7340b757
seg_000162.wav,16000,1,2,288000,1c38bf3db7d9f596af041566ce8ec84d06abed910e8b9a451c124abd3677d9b1
seg_000163.wav,16000,1,2,833600,6e9355745f98dc2514329c347e0656a062c99d9106362de04cbc675aa4343a12
seg_000164.wav,16000,1,2,192000,d88ad804f2a9d66efecc2bf867ccba0b5028d91e5765fe3264c1d34b93cb3eae
seg_000165.wav,16000,1,2,496000,178add20f92c9138fed22c356bf3c95b7f74787c5e4f9b1f2d4b5eea7d0f1be1
seg_000167.wav,16000,1,2,294400,9cb9c8b4d69b109d519c1bd8f3ff4fdd73f50844baab27b67c19be6b719d4654
seg_000169.wav,16000,1,2,481600,b4ca33070895ff52f8513e4b1d7c93a4c859b7970d40adacbe86c3f54bfc6ec4
seg_000170.wav,16000,1,2,329600,07314f4aa3f695ed448221be0912aec6e6c1a083e25d77631df02525f162042f
seg_000171.wav,16000,1,2,939200,8d31cecd6d441d794223950743253162396bbcb7470744d5b2d13daea7644747
seg_000172.wav,16000,1,2,961600,5b3c4187acf70ac0894083e45aaf5fc0f656dc9293e74c52702db5c2a4070095
seg_000173.wav,16000,1,2,966400,84a6104093527ffb9d4949ea2b6bd5112164c82c6efce377d7731cdbcded86fe
seg_000174.wav,16000,1,2,788800,a49377a273feec458e5fbf4a03327fe731bdd41af43aaddeffa4d1780565c372
seg_000175.wav,16000,1,2,481600,51044aed38a0b0b01a260244172f1b23819ffa681008f4a1d3526c51a6d93211
seg_000176.wav,16000,1,2,518399,9294b0b2cb1fac68df30b8f2f16df6a1099a898c7b88e613f3d0a011cb053943
seg_000177.wav,16000,1,2,876800,ec6086294f9feb0d27aef96b7934ecd00e2a9dc7de40cf7e977cc64d5d5ce15e
seg_000179.wav,16000,1,2,740800,0692397f0d6ed1acaea4765412fad00d86f38a45c44c946018d51686efaf731a
seg_000180.wav,16000,1,2,302400,610a2e979857fd1e532a40a581b1b5dd2351b3683b2452fda415ea1441c0f5dc
seg_000181.wav,16000,1,2,336000,8feddab71754f267489bf02e3a1a721f9c270b56fa7144e1abee180b61354b99
seg_000182.wav,16000,1,2,302400,6ce37e4ee721b1a9cd706a21d3b89ee9101cd2e14e0129ae9c2e9f134480770e
seg_000185.wav,16000,1,2,548800,cc38685938279d934bdf459d9d5711114d9e2a39d4d45068a1bf8d23e7ed401b
seg_000186.wav,16000,1,2,304000,49dca4a355ccf597800e84e4b0a3dd20dbc97562372cc749bb316a4c2c20e039
seg_000187.wav,16000,1,2,332800,d441102409844f4daf3ac05441fdf7f162ddcecdc5524d969c4f0763f335ee50
seg_000189.wav,16000,1,2,585600,9067fa7835ddb73d737abd69fc833ec728a020d95261d4d67da525720da0774f
seg_000190.wav,16000,1,2,692800,c46adaf68b659d05207f52574de6af2dbb9c31600607f317902323f4b3a0672f
seg_000193.wav,16000,1,2,385600,864e515eaf8be3e4c56b34585e4467f0f4148476f033b200c871096f6e44b595
seg_000197.wav,16000,1,2,324800,a2bda80657de789795f61b1be6f82de3048936dab7df272861696d7107b57d5a
seg_000198.wav,16000,1,2,692800,e9ecf0e179627f22c3320140a4808451402a4a5086576f48ead25baae376dd13
seg_000201.wav,16000,1,2,830400,39b09c45c80989cf01af0bbb7fc81d3c8ca91631a7f6c77ee07591050e7955a3
seg_000203.wav,16000,1,2,996800,80ef04b2b5479dd91cc193ea57f62e0a7993797b88a5493b303a037b12659f3f
seg_000205.wav,16000,1,2,262400,77f7e5c02e20d04bc7cc047463e07ff3fe1225dc51ac583cfae1c42ae3491199
seg_000206.wav,16000,1,2,292800,a18f072d28be176e0446f2f79a225303805e40615ac0d6fc963bb50b447411c5
seg_000207.wav,16000,1,2,297600,2be87d66aee739abaa982c56f5775b1b9fcd4144288cab8b5a9874a505fd31bc
seg_000208.wav,16000,1,2,219200,4d4370bf3795aae6a9b4867e182b7277daa996a3f523a7768516989f2cdb3b11
seg_000210.wav,16000,1,2,320000,42d8e95b55a77dfe9405535ae70c33fbb96129b9974518e4ef2033b2c6f3d1b4
seg_000212.wav,16000,1,2,441600,3fa6a0d7661b62670a31820a28c7d8840878df8cc3241bd79a05065a0f72c44a
seg_000213.wav,16000,1,2,843200,d3378219c291e8787e5fcea84aacf33b7f126af645768caa517be4993dd5103e
seg_000216.wav,16000,1,2,918400,b7fd164f0b4315a8feec39eca1c07dd5e40820a7a2cdc4ad76e847f9ddf9a486
seg_000217.wav,16000,1,2,534400,b6ae298efdda0940be5118a392029de3bfa3565d77a894053449e13063573a3d
seg_000218.wav,16000,1,2,584000,39d765e5e7688cf5d8ba4aad5d99edbde6fc7a796e4925a36d9bf251d706dc22
seg_000219.wav,16000,1,2,320000,11c12657738ee5c739df65196ea5b0870f34eaaeeabf89cc66b4988b146b255c
seg_000221.wav,16000,1,2,462400,1d3954572518913eafe16f1d316902fe851e85f5ff8da766355c3533a3e15559
seg_000222.wav,16000,1,2,260800,39bd28e93ccaff93a1822aabe37914575c25f5ccdfcdd0165425d81ca380c51f
seg_000224.wav,16000,1,2,419200,978af05db6b6282a9adcc6bf4f0109ced7d862434bae9a5e4e721b08b3e804c6
seg_000225.wav,16000,1,2,481600,f11a83d5b7210b45ca2d4980b6575816846e27c99bf016a0d518b8901d7ef63d
seg_000227.wav,16000,1,2,713600,796a828bbd79151354e7d857b7785a0ad577aec2f79eb464ec5327ba65c14362
seg_000228.wav,16000,1,2,230400,86737f0302dc86d8dfaf64acb731cd089ecb621cac6d31f8f759cf5156aaccae
seg_000229.wav,16000,1,2,428800,296dfec46f1d6aa34cc57040acb5a7428756c3e5258ae4279d8006b883260b6d
seg_000232.wav,16000,1,2,371200,f10d9cb12b1b7223d1125348a276b0b318be49f5c5ff6175bbc0a81d4708d76f
seg_000233.wav,16000,1,2,419200,5c98b53875dac34fdd8f900ab1134577cceb4b4776041d29e177b11c16a9a403
seg_000235.wav,16000,1,2,830400,3b493178db15ae892ede50c8c64c4372e3738c16fcc75d0b3f9d454237c9368a
seg_000236.wav,16000,1,2,190400,a1f11db061affdf9eacf49746880c2deb7a5dd1597d41d07094b0534d39a3b39
seg_000237.wav,16000,1,2,182400,178e896366e4364dccb047cbac03df367ce2d8fc5542bc6333c3ae9fbe11926f
seg_000238.wav,16000,1,2,1180800,c66cc0d2836e14bab85131d842b48728760d6d229578e62d9bf085655bc0bdbe
seg_000239.wav,16000,1,2,467200,d67dfb7c61c1c5c28c52f6815819c21a2ebbec4630fe4845ca9c72539acad93b
seg_000241.wav,16000,1,2,435200,89bfc57c729aec01028abc722ead332386c62c5ffe8d48629e8f4d43b30cdb06
seg_000242.wav,16000,1,2,788800,c2a50022b381048c9691290d837b7486c41c72a0ed895b64908c59dee69c18b6
seg_000243.wav,16000,1,2,307200,e2086a2ce21469a7cf9175288201d21d1b2a05205ae9eab67668cc3e0e8659c2
seg_000248.wav,16000,1,2,990400,6d35a2cbe05e2e175e87ef480183edd470c78954f6991b1eb57e4345f7da132f
seg_000250.wav,16000,1,2,852800,ebb6b4f12936ae3b129526cfe25ee0354e31361e170b25b263c68f00319d1077
seg_000251.wav,16000,1,2,336000,0cc73518f63cfca94d59767004908d9186ae72046316b6e95c81009a92897e7e
seg_000252.wav,16000,1,2,758400,b0ed5a05bc35db158a49a25c143f4c415d7f988d1467504768f7001e2017b90f
seg_000253.wav,16000,1,2,790400,50af21b46e6a63d0e45061c8fc1ad1a9b41f15c0b6dc58d2ed8da14684998494
seg_000254.wav,16000,1,2,284800,8a1f7ad0aeb0a832a2fa5075ef09725bd5ad244a167095f4e458874bbaf48c71
seg_000255.wav,16000,1,2,392000,628e32daec4a02d0bc25c4c2cb719f870cd1b6d07c7760981f95a90f7ca1a3f5
seg_000256.wav,16000,1,2,576000,81af4835322e2fac171215c73d411e200d3d6d3ddd6af7849388669578ce9550
seg_000257.wav,16000,1,2,563200,c3fed3d8cead1207ed1b5a34b54d04b0a2102cca34bea3e83604da560252cf6f
seg_000258.wav,16000,1,2,348800,df9a7dd6cc0b5dec92e78bd0efdc5c60a643e139ae4f6ed2af8d11ded95ad4ea
seg_000259.wav,16000,1,2,579200,2d989104d5098d88549674c959dcf56ec1046168c1e83deab0940bca4d5af690
seg_000260.wav,16000,1,2,177600,a7841d127db542527d69f82898e3a6d30a493b3d186dae029bd4184ecf7722c1
seg_000261.wav,16000,1,2,1318400,d3ecc6b660e97a466957bdc5d2703464f9514b1614e39a5c53f012bf28a79b52
seg_000262.wav,16000,1,2,364800,9b38b8b5b33b990e6c89a471961a276eb7c6f9c196e6c180ca52f6b062a91e2e
seg_000263.wav,16000,1,2,715199,08ed039221abefa02508523a27c29ad6d6782837ba099cb2368659fdbb5404b1
seg_000264.wav,16000,1,2,555200,d85670077508bad64d80a8f0feddfc4ed67513b4ad65344a3e3c769f69158e54
seg_000265.wav,16000,1,2,428800,e947addd750b0dacab688f0cb70fa8af481dd5da5717b1fdf9769057f091b996
seg_000266.wav,16000,1,2,452800,288523d6c6f1f7441b1dc36c42e491992998bc53321fd2326684a0087fd9e96b
seg_000267.wav,16000,1,2,979200,dbf4bd497ebfa0b3ca0a51f9898093f7c44570787cb9cdae2aa1f0b1ada1f24c
seg_000289.wav,16000,1,2,504000,9edeb6eaa9a92edebb569cdcc935549606e193b9289b28b0cda03e23567c8017
seg_000290.wav,16000,1,2,387200,4bb270980b1ff9ef27ce4eba9a7f8e2b268197f0407b3e57732b2e4fa2a43a27
seg_000291.wav,16000,1,2,672000,f4988ba2ceae8283753f151ce704b8e078ac4969fa4a3531879bcc684ffd5c49
seg_000293.wav,16000,1,2,475200,2e8992b1ace3e631fa15f8620a9b8ab0f8e3eb68d2fdc3beebb080a925fd54ee
seg_000295.wav,16000,1,2,336000,e297c3aad9f1bd31a02b298bb5c3d837ecc954834bbb3590bfabefb471983f43
seg_000296.wav,16000,1,2,350400,baf608a55dd9db8897d4905d6eb53d6099d16a763352fb8570b9882de6d0dba9
seg_000297.wav,16000,1,2,272000,678e72530130876e82118075ddbeb854092743342957e8e03bd9b16eea83c8f1
seg_000300.wav,16000,1,2,680000,0b352c02bb9169dfba017e539d5221e780a367423601a3acf90cfb78d7541043
seg_000301.wav,16000,1,2,742400,dc8bbf75fefe3830b8e6b7bfff8f7bfa575bd7f6da4433e4bf5531cbe13f9c6f
seg_000302.wav,16000,1,2,598400,72bae48c19d9ad05b7d6414e1250dd72cb1ead61230b8d651cc11bc2cd20136d
seg_000303.wav,16000,1,2,411200,87beb4d116912fd1aa28b8f2d9bcb3b54033ff6277a898c3dea7cb87c8e10504
seg_000304.wav,16000,1,2,388800,76e48a92eabe131888c8d6d6840680686fccf45cb4cc1963e013e9a5892173dd
seg_000305.wav,16000,1,2,264000,5716840848bb0b2b772c04e4eabc8a49111463896d1529bf903721c2fd5507dc
seg_000306.wav,16000,1,2,419200,02cc8e297f59c6392d2a0c4a2b5bded6eda8ad381e7705d6e594d1530b097133
seg_000307.wav,16000,1,2,323200,6547b41581c4ec9ea237a89c10a49b3f59696fd17281cf1dc941c0226a8aac7c
seg_000308.wav,16000,1,2,508800,5d2ad9da7b70964469e954e1b624ce1e233a2565a280699034b0d1cd144ec9af
seg_000309.wav,16000,1,2,736000,329f899c32eebb18a149dca25ce4192eb966f5ca8a798e8167f43ee9afb2052e
seg_000310.wav,16000,1,2,467200,048487d4ab5bbd3a6b8336bd81142005dffe474fb67d53702b48f8b73f81dc55
seg_000311.wav,16000,1,2,262400,697a8a39b076418225bc4ccf74e5330999ae08e067588bb696ff8cd3303e75ae
seg_000312.wav,16000,1,2,153600,dfc66b2e436f93985a248bdfc53634bd7aeae6745083c5c7802edd3977806ecf
seg_000314.wav,16000,1,2,268800,83a0fe72fd9ef74df368a33cdea9983288fd649d5336aa0f0799ee2d229bfee4
seg_000315.wav,16000,1,2,305600,7f3910f89d700e007fa1692339327077f92805ae4679b69feacddf692d370261
seg_000316.wav,16000,1,2,342400,318705a5afb044bbf467e789e36221d081241cf48f43f20902d00b2645870282
seg_000319.wav,16000,1,2,347200,3070292ad86320000d45aaf7b103b3ebd237945c9217d1be73f45fb275162f42
seg_000320.wav,16000,1,2,555200,675b51c14f643532aacc6d8f3d6480180cf24ccb89927c30ec2a96b2ab57b9aa
seg_000321.wav,16000,1,2,313600,2cc2ef7aa2c8fa9bc84f53ed3fd9fa75496ca610e4b09cd051b590c42432c9ec
seg_000322.wav,16000,1,2,339200,df4161b608587621d8d7382b9f08b6905d828f5335936b97f22c7e86766eabfc
seg_000324.wav,16000,1,2,174400,c256791fc8a3a55ec2e060ed58cf8f8a174efc71edc1b42f74365f09751b3779
seg_000325.wav,16000,1,2,260800,c6ca123d24ea009bb92f58912b676610b02c2565c3a883092e8514b860838a7a
seg_000326.wav,16000,1,2,340800,b0b7e23f960d3275588870bf646ef016f10b7b38b536ad6902910cfa6ab737e1
seg_000328.wav,16000,1,2,526400,7316ba27da1b900f91e5826fa6b9264a072447032ebceca335f438406d45459b
seg_000329.wav,16000,1,2,627200,f45d68d6ff8369091191cc9b7fe9715a9ffc22d01696212fa515c711d1dd5dce
seg_000333.wav,16000,1,2,542400,2f4cfb11932934d91c1a9e40dd25267d601d2020cad4221a2d38363710f82031
seg_000334.wav,16000,1,2,694400,e55cb79f81b74b12bd500d1b1cc5f80a11c8ee9d674634016bb937bad835ae5d
seg_000335.wav,16000,1,2,496000,7ddd3474dfe920e453ea6492ec77331ea912d850b7cc00828ffcf5c4dcf5a084
seg_000336.wav,16000,1,2,811200,10147fb5de1ee022239cd23eff713070f114f6701d56bcb4b1fe3881e61da4a5
seg_000337.wav,16000,1,2,796800,ad928aa7c7be563a8643ba7bd9b92fa457a087f28ac535f1fcecd91bf2b3b97c
seg_000341.wav,16000,1,2,531200,5f2b042923f4714e3ff27502bdc975d19c1c106d1976a9bd59bc75d721e381b7
seg_000342.wav,16000,1,2,731200,0e7ba0f06949e3173718252d4f28af53fcfdbb521ff05dc58de79d9ad89f036b
seg_000343.wav,16000,1,2,256000,3ccb97d8dd717b7374ab6e0948a6b871b2ef2f22384e86278631a9986d804741
seg_000344.wav,16000,1,2,830400,d2f0b5fc6686a7d7c0507fd6dad3eca3a55dd991f647c5743886b17dbbcf22f8
seg_000345.wav,16000,1,2,446400,f8e5aa81ce979539016751d2dd8343e5137a4fc19fe3f1f219c291b99f2d515d
seg_000346.wav,16000,1,2,278400,ef9e162be4260deb48c7ffc906c04d6c9a146f96bbfeaa7372811cb02020247d
seg_000347.wav,16000,1,2,236800,5e46bddfd3b6e491f3df5b4b5ad742f4c22fe5803c27288d128ec803fd7dc535
seg_000348.wav,16000,1,2,281600,5aaf865f3f02f221cb43f9a21d6b04a8a672c668b6a6ea144c17abe7de3f5db2
seg_000349.wav,16000,1,2,582400,cd4651c12861766a31f05174607df4f8303102b0b7ddb263fbfa7a934bbc7b3e
seg_000351.wav,16000,1,2,491200,01f38fc3f34a0c8fc3e1283b95d14dda46b193ad64c01cd1051dc851482403cc
seg_000385.wav,16000,1,2,952000,5193a53badd38fd14f5b1a262beb6b8e3cd41fabf13f18c649e441b2f433f30d
seg_000386.wav,16000,1,2,742400,52ad041a9b697fb69a02643691299360e0e22882e5f1f70384289c10191e1d92
seg_000389.wav,16000,1,2,612800,a96d0128048b859e1ed0e0f28f8d3ad1a2f67707222718c63278794e2fc94fab
seg_000391.wav,16000,1,2,609600,d347f1e2c9b5bc4fb99fc8ab79881af014e95033f964a368ad503e8b05208e4d
seg_000392.wav,16000,1,2,1217600,cbdedfb41ced7b201cc9376b889d5010a51f21581142fda354da96112a3c73b8
seg_000394.wav,16000,1,2,657600,f5915c4729d421822f13b13e08248d2523984af3ee6604d5e3d70c068489ec3b
seg_000428.wav,16000,1,2,385600,6c9b833097c7ace7adcc442a28eba5df2169e61498a612172351f735db40d637
seg_000434.wav,16000,1,2,860800,10f603d12e3706b57546af0a92c79404485c01363d2191bc9e1edae1ff226532
seg_000435.wav,16000,1,2,363200,249886baf54c1969b362261f7e8b6a57e423227986ffca65b69e26573aad6e79
seg_000436.wav,16000,1,2,524800,ee6eb32a1d5a9ec88dd958cd6f2d551feb2332bfcb48035b146e110360dfc395
seg_000438.wav,16000,1,2,521600,483db9018a75fbe53814bf0de048d06a610a6675db18c9f34cb8ba45d38eb8b7
seg_000439.wav,16000,1,2,905600,ac7d5ea99ba26641fefed8b86fcd717d640dec85171be697698debd492a38e2b
seg_000440.wav,16000,1,2,841600,f36b76f35b1d1dd6e3fbac67a3df731ae1a8fdc65a39f097a86ec49e2e33874b
seg_000441.wav,16000,1,2,531200,1f4f2d90003a308b5cead5fdbfe380edd08f9c3370eab2d81f984e3ddc69cd65
seg_000442.wav,16000,1,2,1094400,a346c395694ba5d74870f5c39c79c9edbb4084d178194dc5015b8f207e6f807a
seg_000472.wav,16000,1,2,432000,8642d6373fdfb46011c3b184c2da58629f608fca7ac73a532fadf28928217b73
seg_000473.wav,16000,1,2,481600,4cd56ab1bd2734956034e1e535e1c6fcb21a58def178d950f054f27db8b9d605
seg_000475.wav,16000,1,2,425600,988a5eb516aa24ffb3e149996af0b6bb5c390b4fafda293584ec7bae6c84f1a0
seg_000476.wav,16000,1,2,480000,bcb879160ad3e8d083a5069a471c127e9fb44f48831fee31d5b9baa7c09b9c22
seg_000479.wav,16000,1,2,369600,d2b9e60d7b3dc4e23bc636e88c418400fc20eceea6e01938916f070ad2b189a6
seg_000480.wav,16000,1,2,270400,c86fb2cf50052c57241dcef34b49c3d349e9161b02ce5876c830fd47c815fd14
seg_000481.wav,16000,1,2,366400,3e175bc08d63cdc8d4c062a7afeca7d52a4d2337365bb215d75226597d1a3105
seg_000482.wav,16000,1,2,633601,8e68c4aef754b2c5f3a165ad20ee2d8ec514d3dc13950f7791dc938897ddd8bc
seg_000483.wav,16000,1,2,627200,2cf2802e40eade2d0cb6e568f677e5f882bc603ac5a237b255d0249805984da0
seg_000484.wav,16000,1,2,273600,cc66a8ca818e0c0e7fd5a45d9e67e0d458c296ef9f2acbc28ca50eba1c3ae8ee
seg_000488.wav,16000,1,2,451200,f906c06ea93bbeed052ffaf1ac7037e2ccce2f6a836ab657d30bb2dda5a6f6e9
seg_000534.wav,16000,1,2,1051200,50e0a1f426227c7d54e3af3dd816ca99e875e1814f7d042968961f26f51b179f
seg_000535.wav,16000,1,2,1062400,11709fbd6f3be51609aa915d9824c782baaa64c8c161ad2f304835c43e19497c
seg_000536.wav,16000,1,2,424000,846f14425d87f8684e7b9ea2efa61a81b5ebd9e36c6dd9e0f2b663943ba81f36
seg_000537.wav,16000,1,2,1392000,e36d59bffce5edef102636d5c38ebf65c5d8d9b5ba63d224df1b23e5e90080d2
seg_000538.wav,16000,1,2,412800,01dfa35b06893d0888b80fce139ff10603b8f00726784c7d63136f9734630e2a
seg_000540.wav,16000,1,2,708800,fd72ef1577062d8cc452ce371abc497b5ebc2fb9fb19e524cd497a3c410b7caa
seg_000541.wav,16000,1,2,326400,e185a13c56c0eac66a0e69e21ae4e6f59d2e37d95fb7a15d19c25cdb18dfa5c1
seg_000542.wav,16000,1,2,747200,a33b06eb85650185069dfc06d211f9eb0ba74e4dffbf3d593d3fbd4d650926d0
seg_000543.wav,16000,1,2,1404800,5e5e198e90ac560a8fda2ebe330498916f2e2ae797dd0e2f705fbdc7a64c5282
seg_000544.wav,16000,1,2,484800,c41da9269c6b2565b828bdfafca1542563af4c29e055e032673494239746e96d
seg_000545.wav,16000,1,2,688000,a2c80d07a64adabf6f91c964e6eae1b5f3d1f4532cac9b799176a13be0cce409
seg_000546.wav,16000,1,2,659200,a4d2441de8f4820590394202ccdcf6269b072f388e870d3c7a978543937c593f
seg_000548.wav,16000,1,2,385600,49276589d5f09b22ecc4bceea595594087a5b4dee19af5e989f3fbded1f0ce76
