id	what	value	lo	hi	n	n_spk	file
T5_edaic_mid30_answer	E-DAIC (middle 30 s) Qwen2.5-Omni zero-shot answer AUC (rank formula, speaker bootstrap)	0.7205	0.6531	0.7917	275	275	<local data dir>/release/edaic_rerun/variants/o25_mid30_zeroshot_scores.csv
T5_edaic_mid30_layers_above	E-DAIC (middle 30 s) encoder layers (of 32) with probe auc_oof > answer AUC	0			275	275	scores/part17/T5_omitted_curves.csv
T5_edaic_mid30_layers_strict	E-DAIC (middle 30 s) encoder layers (of 32) with auc_mean - auc_std > answer AUC	0			275	275	scores/part17/T5_omitted_curves.csv
T5_edaic_mid30_layers_above_ci	E-DAIC (middle 30 s) encoder layers (of 32) with probe auc_oof > answer AUC upper 97.5 bound	0			275	275	scores/part17/T5_omitted_curves.csv
T5_edaic_mid30_probe_max	E-DAIC (middle 30 s) encoder probe max auc_oof (layer 2)	0.6705			275	275	<local data dir>/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
T5_edaic_first30_answer	E-DAIC (first 30 s, omni_final) Qwen2.5-Omni zero-shot answer AUC (rank formula, speaker bootstrap)	0.6620	0.5831	0.7315	275	275	<local data dir>/release/omni_final/omni_edaic_zeroshot_scores.csv
T5_edaic_first30_layers_above	E-DAIC (first 30 s, omni_final) encoder layers (of 32) with probe auc_oof > answer AUC	2			275	275	scores/part17/T5_omitted_curves.csv
T5_edaic_first30_layers_strict	E-DAIC (first 30 s, omni_final) encoder layers (of 32) with auc_mean - auc_std > answer AUC	0			275	275	scores/part17/T5_omitted_curves.csv
T5_edaic_first30_layers_above_ci	E-DAIC (first 30 s, omni_final) encoder layers (of 32) with probe auc_oof > answer AUC upper 97.5 bound	0			275	275	scores/part17/T5_omitted_curves.csv
T5_edaic_first30_probe_max	E-DAIC (first 30 s, omni_final) encoder probe max auc_oof (layer 1)	0.6686			275	275	<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv
