id	what	value	lo	hi	n	n_spk	file
T2_pitt_single_pod_q2a_podA_curves_pitt_curve	pitt pitt_groupkfold5_pod.csv vs q2a_podA_curves_pitt (ans/enc/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	1.337e-03			468	228	folds/pitt_groupkfold5_pod.csv
T2_pitt_single_pod_omni_podA_curves_pitt_curve	pitt pitt_groupkfold5_pod.csv vs omni_podA_curves_pitt (ans/enc/llm/proj), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	8.718e-04			468	228	folds/pitt_groupkfold5_pod.csv
T2_pitt_single_pod_kimi_curves_pitt_curve	pitt pitt_groupkfold5_pod.csv vs kimi_curves_pitt (ans/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	1.317e-03			468	228	folds/pitt_groupkfold5_pod.csv
T2_adresso_single_pod_q3o_new_adresso	adresso adresso_groupkfold5_pod.csv vs q3o_new_adresso (ans/enc/llm/proj), max abs diff per clip vs saved OOF: CONFIRMED cross-platform	3.059e-02			237	237	folds/adresso_groupkfold5_pod.csv
T2_adresso_single_pod_q2a_podA_curves_adresso_curve	adresso adresso_groupkfold5_pod.csv vs q2a_podA_curves_adresso (ans/enc/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	1.283e-03			237	237	folds/adresso_groupkfold5_pod.csv
T2_adress2020_single_pod_q3o_new_adress2020	adress2020 adress2020_groupkfold5_pod.csv vs q3o_new_adress2020 (ans/enc/llm/proj), max abs diff per clip vs saved OOF: CONFIRMED cross-platform	1.397e-02			156	156	folds/adress2020_groupkfold5_pod.csv
T2_adress2020_single_pod_q2a_podA_curves_adress2020_curve	adress2020 adress2020_groupkfold5_pod.csv vs q2a_podA_curves_adress2020 (ans/enc/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	1.644e-03			156	156	folds/adress2020_groupkfold5_pod.csv
T2_pcgita_single_pod_q3o_new_pcgita	pcgita pcgita_groupkfold5_pod.csv vs q3o_new_pcgita (ans/enc/llm/proj), max abs diff per clip vs saved OOF: CONFIRMED cross-platform, one near-tie layer flip	4.612e-02			1100	100	folds/pcgita_groupkfold5_pod.csv
T2_pcgita_single_pod_q2a_podA_curves_pcgita_curve	pcgita pcgita_groupkfold5_pod.csv vs q2a_podA_curves_pcgita (ans/enc/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	6.198e-04			1100	100	folds/pcgita_groupkfold5_pod.csv
T2_pcgita_single_pod_kimi_curves_pcgita_curve	pcgita pcgita_groupkfold5_pod.csv vs kimi_curves_pcgita (ans/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	9.289e-04			1100	100	folds/pcgita_groupkfold5_pod.csv
T2_neurovoz_single_pod_q2a_probe2_podruns_neurovoz	neurovoz neurovoz_groupkfold5_pod.csv vs q2a_probe2_podruns_neurovoz (ans/enc/llm), max abs diff per clip vs saved OOF: NOT CONFIRMED (pod-extracted states not on disk)	2.489e-01			1270	107	folds/neurovoz_groupkfold5_pod.csv
T2_neurovoz_single_pod_q3o_new_neurovoz	neurovoz neurovoz_groupkfold5_pod.csv vs q3o_new_neurovoz (ans/enc/llm/proj), max abs diff per clip vs saved OOF: CONFIRMED cross-platform	4.473e-02			1270	107	folds/neurovoz_groupkfold5_pod.csv
T2_neurovoz_single_pod_q2a_podA_curves_neurovoz_curve	neurovoz neurovoz_groupkfold5_pod.csv vs q2a_podA_curves_neurovoz (ans/enc/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	5.682e-04			1270	107	folds/neurovoz_groupkfold5_pod.csv
T2_kcl_single_pod_q2a_probe2_kcl_local	kcl kcl_groupkfold5_pod.csv vs q2a_probe2_kcl_local (enc/llm), max abs diff per clip vs saved OOF: CONFIRMED cross-platform	2.664e-03			37	37	folds/kcl_groupkfold5_pod.csv
T2_kcl_single_pod_q3o_new_kcl	kcl kcl_groupkfold5_pod.csv vs q3o_new_kcl (ans/enc/llm/proj), max abs diff per clip vs saved OOF: CONFIRMED cross-platform	2.764e-03			37	37	folds/kcl_groupkfold5_pod.csv
T2_kcl_single_pod_q2a_podA_curves_kcl_curve	kcl kcl_groupkfold5_pod.csv vs q2a_podA_curves_kcl (ans/enc/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	5.952e-03			37	37	folds/kcl_groupkfold5_pod.csv
T2_edaic_single_pod_q2a_probe2_podruns_edaic	edaic edaic_groupkfold5_pod.csv vs q2a_probe2_podruns_edaic (ans/enc/llm), max abs diff per clip vs saved OOF: NOT CONFIRMED (pod-extracted states not on disk)	2.455e-01			275	275	folds/edaic_groupkfold5_pod.csv
T2_edaic_single_pod_omni_final_edaic	edaic edaic_groupkfold5_pod.csv vs omni_final_edaic (ans/enc/llm/proj), max abs diff per clip vs saved OOF: CONFIRMED cross-platform	3.364e-02			275	275	folds/edaic_groupkfold5_pod.csv
T2_edaic_single_pod_q2a_podA_curves_edaic_curve	edaic edaic_groupkfold5_pod.csv vs q2a_podA_curves_edaic (ans/enc/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	2.320e-03			275	275	folds/edaic_groupkfold5_pod.csv
T2_edaic_single_pod_omni_podA_curves_edaic_curve	edaic edaic_groupkfold5_pod.csv vs omni_podA_curves_edaic (ans/enc/llm/proj), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	1.885e-03			275	275	folds/edaic_groupkfold5_pod.csv
T2_edaic_single_pod_kimi_curves_edaic_curve	edaic edaic_groupkfold5_pod.csv vs kimi_curves_edaic (ans/llm), max |dAUC| vs saved per-layer AUC curve: AUC-ONLY curve, NOT CONFIRMED per clip	1.957e-03			275	275	folds/edaic_groupkfold5_pod.csv
T2_pitt_seed_pod_q2a_podA_repeats_pitt_auc	pitt pitt_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q2a_podA_repeats_pitt (ans/enc/llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	8.013e-03			468	228	<local data dir>/release/folds/pitt_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_pitt_seed_pod_omni_podA_repeats_pitt_auc	pitt pitt_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs omni_podA_repeats_pitt (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	2.696e-04			468	228	<local data dir>/release/folds/pitt_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_pitt_seed_pod_kimi_repeats_pitt_auc	pitt pitt_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs kimi_repeats_pitt (llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	6.096e-03			468	228	<local data dir>/release/folds/pitt_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_adresso_seed_pod_q2a_podA_repeats_adresso_auc	adresso adresso_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q2a_podA_repeats_adresso (ans/enc/llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	5.828e-04			237	237	<local data dir>/release/folds/adresso_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_adresso_seed_pod_q3o_podD2_repeats_adresso_auc	adresso adresso_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q3o_podD2_repeats_adresso (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	1.073e-04			237	237	<local data dir>/release/folds/adresso_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_adresso_seed_pod_kimi_repeats_adresso_auc	adresso adresso_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs kimi_repeats_adresso (llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	9.359e-05			237	237	<local data dir>/release/folds/adresso_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_adress2020_seed_pod_q2a_podA_repeats_adress2020_auc	adress2020 adress2020_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q2a_podA_repeats_adress2020 (ans/enc/llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	3.661e-04			156	156	<local data dir>/release/folds/adress2020_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_adress2020_seed_pod_q3o_podD2_repeats_adress2020_auc	adress2020 adress2020_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q3o_podD2_repeats_adress2020 (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	3.011e-04			156	156	<local data dir>/release/folds/adress2020_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_adress2020_seed_pod_kimi_repeats_adress2020_auc	adress2020 adress2020_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs kimi_repeats_adress2020 (llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	2.103e-04			156	156	<local data dir>/release/folds/adress2020_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_pcgita_seed_pod_q3o_POD3_pcgita	pcgita pcgita_groupkfold5_pod_seed0..4.csv vs q3o_POD3_pcgita (ans/enc/llm/proj), max abs diff per clip vs saved OOF: CONFIRMED cross-platform, near-tie layer flip in some folds	8.311e-02			1100	100	<local data dir>/release/folds/pcgita_groupkfold5_pod_seed0..4.csv
T2_pcgita_seed_pod_q2a_podA_repeats_pcgita_auc	pcgita pcgita_groupkfold5_pod_seed0..4.csv vs q2a_podA_repeats_pcgita (enc/llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	3.123e-03			1100	100	<local data dir>/release/folds/pcgita_groupkfold5_pod_seed0..4.csv
T2_pcgita_seed_pod_q3o_podD2_repeats_pcgita_auc	pcgita pcgita_groupkfold5_pod_seed0..4.csv vs q3o_podD2_repeats_pcgita (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	1.203e-03			1100	100	<local data dir>/release/folds/pcgita_groupkfold5_pod_seed0..4.csv
T2_pcgita_seed_pod_kimi_repeats_pcgita_auc	pcgita pcgita_groupkfold5_pod_seed0..4.csv vs kimi_repeats_pcgita (llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	2.507e-03			1100	100	<local data dir>/release/folds/pcgita_groupkfold5_pod_seed0..4.csv
T2_neurovoz_seed_pod_q2a_podA_repeats_neurovoz_auc	neurovoz neurovoz_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q2a_podA_repeats_neurovoz (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	1.692e-04			1270	107	<local data dir>/release/folds/neurovoz_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_neurovoz_seed_pod_q3o_podD2_repeats_neurovoz_auc	neurovoz neurovoz_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q3o_podD2_repeats_neurovoz (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	6.644e-05			1270	107	<local data dir>/release/folds/neurovoz_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_neurovoz_seed_pod_kimi_repeats_neurovoz_auc	neurovoz neurovoz_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs kimi_repeats_neurovoz (llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	5.236e-03			1270	107	<local data dir>/release/folds/neurovoz_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_kcl_seed_pod_q2a_podA_repeats_kcl_auc	kcl kcl_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q2a_podA_repeats_kcl (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	4.762e-05			37	37	<local data dir>/release/folds/kcl_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_kcl_seed_pod_q3o_podD2_repeats_kcl_auc	kcl kcl_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q3o_podD2_repeats_kcl (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	4.762e-05			37	37	<local data dir>/release/folds/kcl_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_kcl_seed_pod_kimi_repeats_kcl_auc	kcl kcl_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs kimi_repeats_kcl (llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	4.762e-05			37	37	<local data dir>/release/folds/kcl_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_edaic_seed_pod_q2a_podA_repeats_edaic_auc	edaic edaic_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs q2a_podA_repeats_edaic (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	7.741e-04			275	275	<local data dir>/release/folds/edaic_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_edaic_seed_pod_omni_podA_repeats_edaic_auc	edaic edaic_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs omni_podA_repeats_edaic (enc), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	2.896e-04			275	275	<local data dir>/release/folds/edaic_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_edaic_seed_pod_kimi_repeats_edaic_auc	edaic edaic_groupkfold5_pod_seed0..4_UNVERIFIED.csv vs kimi_repeats_edaic (llm), max |dAUC| vs saved per-repeat AUC: AUC-ONLY per-repeat AUC, NOT CONFIRMED per clip	8.371e-04			275	275	<local data dir>/release/folds/edaic_groupkfold5_pod_seed0..4_UNVERIFIED.csv
T2_pitt_seed_mac_omni_part10_pitt_nested5	pitt pitt_groupkfold5_mac_seed0..4.csv vs omni_part10_pitt_nested5 (enc), max abs diff per clip vs saved OOF: CONFIRMED exact	0.000e+00			468	228	<local data dir>/release/folds/pitt_groupkfold5_mac_seed0..4.csv
T2_pitt_seed_pod_pod3_q3o_POD3_pitt	pitt pitt_groupkfold5_pod_Control15ids_seed0..4.csv vs q3o_POD3_pitt (ans/enc/llm/proj), max abs diff per clip vs saved OOF: CONFIRMED cross-platform	5.363e-02			468	228	<local data dir>/release/folds/pitt_groupkfold5_pod_Control15ids_seed0..4.csv
T2_edaic_full_shuffle_part16_EDAICFULL	edaic_full edaic_full_groupkfold5_shuffle_rs0..4.csv vs part16_EDAICFULL (ans/enc/llm/proj), max abs diff per clip vs saved OOF: CONFIRMED cross-platform, near-tie layer flips in llm/ans	2.401e-02			275	275	<local data dir>/release/folds/edaic_full_groupkfold5_shuffle_rs0..4.csv
