id	what	value	lo	hi	n	n_spk	file
T3_agreement_perp_z	Qwen2-Audio Pitt agreement: probe AUC with readout direction projected out (within-fold z) [full 468 OOF restricted to arm (DECIDED); used=yes]	0.8897	0.8486	0.9261	322	175	scores/part17/T3_q2a_direction.csv
T3_agreement_keep_z	Qwen2-Audio Pitt agreement: matched control: same pooling, d kept (within-fold z) [full 468 OOF restricted to arm (DECIDED); used=secondary]	0.8899	0.8491	0.9264	322	175	scores/part17/T3_q2a_direction.csv
T3_paired_perp_z	Qwen2-Audio Pitt conflict-agreement: paired difference, perp_z [full 468 OOF restricted to arm (DECIDED), paired speaker bootstrap; used=yes]	-0.2884	-0.3884	-0.1815	468	228	scores/part17/T3_q2a_direction.csv
T3_paired_probe	Qwen2-Audio Pitt conflict-agreement: paired difference, probe [full 468 OOF restricted to arm (DECIDED), paired speaker bootstrap; used=secondary]	-0.2810	-0.3799	-0.1762	468	228	scores/part17/T3_q2a_direction.csv
T3_paired_proj_d	Qwen2-Audio Pitt conflict-agreement: paired difference, proj_d [full 468 OOF restricted to arm (DECIDED), paired speaker bootstrap; used=secondary]	-0.2847	-0.3947	-0.1475	468	228	scores/part17/T3_q2a_direction.csv
T3_conflict_refit_cos	Qwen2-Audio Pitt conflict: cos(probe direction, arm's own readout direction) [refit within arm; used=no (not used)]	0.0054			146	100	scores/part17/T3_q2a_direction.csv
T3_conflict_refit_probe	Qwen2-Audio Pitt conflict: probe AUC out of fold [refit within arm; used=no (not used)]	0.6757	0.5685	0.7761	146	100	scores/part17/T3_q2a_direction.csv
T3_conflict_refit_proj_d	Qwen2-Audio Pitt conflict: AUC along arm's own readout direction [refit within arm; used=no (not used)]	0.4136	0.3010	0.5424	146	100	scores/part17/T3_q2a_direction.csv
T3_conflict_refit_perp_z	Qwen2-Audio Pitt conflict: probe AUC, readout direction projected out (within-fold z) [refit within arm; used=no (not used)]	0.6744	0.5730	0.7703	146	100	scores/part17/T3_q2a_direction.csv
T3_agreement_refit_cos	Qwen2-Audio Pitt agreement: cos(probe direction, arm's own readout direction) [refit within arm; used=no (not used)]	0.0147			322	175	scores/part17/T3_q2a_direction.csv
T3_agreement_refit_probe	Qwen2-Audio Pitt agreement: probe AUC out of fold [refit within arm; used=no (not used)]	0.9317	0.9020	0.9578	322	175	scores/part17/T3_q2a_direction.csv
T3_agreement_refit_proj_d	Qwen2-Audio Pitt agreement: AUC along arm's own readout direction [refit within arm; used=no (not used)]	0.6984	0.6373	0.7592	322	175	scores/part17/T3_q2a_direction.csv
T3_agreement_refit_perp_z	Qwen2-Audio Pitt agreement: probe AUC, readout direction projected out (within-fold z) [refit within arm; used=no (not used)]	0.9242	0.8932	0.9510	322	175	scores/part17/T3_q2a_direction.csv
T3_nested_cos	Qwen2-Audio Pitt all: cos(NESTED probe direction, readout direction d) [nested, saved layers; used=supplement]	0.0256			468	228	scores/part17/T3_q2a_direction.csv
T3_nested_floor_vs_probe	Qwen2-Audio Pitt all: random floor mean|cos| vs nested probe direction [fresh default_rng(0), 2000 dirs; used=supplement]	0.0121	0.0005	0.0344	468	228	scores/part17/T3_q2a_direction.csv
T3_nested_all_probe	Qwen2-Audio Pitt all: nested probe AUC out of fold [nested, full 468 OOF; used=supplement]	0.8295	0.7816	0.8774	468	228	scores/part17/T3_q2a_direction.csv
T3_nested_all_perp_z	Qwen2-Audio Pitt all: nested probe AUC, d projected out (within-fold z) [nested, full 468 OOF; used=supplement]	0.8169	0.7678	0.8652	468	228	scores/part17/T3_q2a_direction.csv
T3_nested_all_keep_z	Qwen2-Audio Pitt all: nested matched control, d kept (within-fold z) [nested, full 468 OOF; used=supplement]	0.8199	0.7709	0.8680	468	228	scores/part17/T3_q2a_direction.csv
T3_nested_conflict_probe	Qwen2-Audio Pitt conflict: nested probe AUC out of fold [nested, full 468 OOF restricted to arm; used=supplement]	0.6554	0.5549	0.7543	146	100	scores/part17/T3_q2a_direction.csv
T3_nested_conflict_perp_z	Qwen2-Audio Pitt conflict: nested probe AUC, d projected out (within-fold z) [nested, full 468 OOF restricted to arm; used=supplement]	0.6398	0.5413	0.7403	146	100	scores/part17/T3_q2a_direction.csv
T3_nested_conflict_keep_z	Qwen2-Audio Pitt conflict: nested matched control, d kept (within-fold z) [nested, full 468 OOF restricted to arm; used=supplement]	0.6374	0.5391	0.7365	146	100	scores/part17/T3_q2a_direction.csv
T3_nested_agreement_probe	Qwen2-Audio Pitt agreement: nested probe AUC out of fold [nested, full 468 OOF restricted to arm; used=supplement]	0.8975	0.8531	0.9349	322	175	scores/part17/T3_q2a_direction.csv
T3_nested_agreement_perp_z	Qwen2-Audio Pitt agreement: nested probe AUC, d projected out (within-fold z) [nested, full 468 OOF restricted to arm; used=supplement]	0.8842	0.8377	0.9249	322	175	scores/part17/T3_q2a_direction.csv
T3_nested_agreement_keep_z	Qwen2-Audio Pitt agreement: nested matched control, d kept (within-fold z) [nested, full 468 OOF restricted to arm; used=supplement]	0.8888	0.8438	0.9283	322	175	scores/part17/T3_q2a_direction.csv
T3_nested_paired_perp_z	Qwen2-Audio Pitt conflict-agreement: nested paired difference, perp_z [nested, restricted, paired speaker bootstrap; used=supplement]	-0.2444	-0.3489	-0.1438	468	228	scores/part17/T3_q2a_direction.csv
