perm_seed,auc_probe,cosine
104,0.8110422316931422,0.0065501587265718334
105,0.821793878341728,0.004905040858107416
106,0.7963192561022859,0.005723502511886489
107,0.7884540875629601,0.005726941801426262
108,0.8098992638512205,0.008303248716848451
109,0.8099767531964355,0.005970867011539907
110,0.7748934521503293,0.002476284046774694
111,0.7933940333204185,0.007631230214711746
112,0.8085819449825649,0.00424412244143184
113,0.7873304920573421,0.00505403160909224
114,0.7784967067028283,0.0028680892774951986
115,0.7930065865943433,0.004388688181244118
116,0.7974815962805114,0.0067365278473397305
117,0.8103448275862069,0.007463425828153316
118,0.8089306470360326,0.0061788558124725584
119,0.7863231305695467,0.005112823174412046
120,0.812417667570709,0.004322508433101512
121,0.7916698953893839,0.0033577212664098305
122,0.8131731886865556,0.006047505420548398
123,0.8122239442076714,0.004637882130140664
124,0.7982952344052693,0.003984132963102524
125,0.7872530027121271,0.0057595282756897435
126,0.7962611390933747,0.004244547464932212
127,0.7713483146067416,0.00363068107363738
128,0.8268306857807052,0.004656694234364768
129,0.7821387059279349,0.003152504461446652
130,0.816989538938396,0.0045155532693686344
131,0.7961836497481596,0.003223326083158628
132,0.8169314219294846,0.007779551599694169
133,0.8017241379310345,0.006184363361796765
134,0.8083688492832236,0.005799196984721237
135,0.8332816737698566,0.006397671882097834
136,0.8081363812475785,0.0027927969797891224
137,0.8118752421542038,0.004586270031076808
138,0.8007361487795428,0.0038996357346154035
139,0.8137349864393646,0.006317280770161768
140,0.7991669895389384,0.004816238686143988
141,0.8081557535838823,0.004279700874622437
142,0.800561797752809,0.006504087594975612
143,0.81201084850833,0.005898780917779586
144,0.8011623401782255,0.005723911975786394
145,0.7868461836497481,0.004266719627392826
146,0.8157303370786517,0.005335372893127127
147,0.8143549012010849,0.005809280003755149
148,0.7812088337853546,0.005302826687978062
149,0.7936652460286711,0.005265432246338466
150,0.8005811700891128,0.007531342189029931
151,0.7995931809376211,0.007285901152127358
152,0.8037388609066254,0.004445845541535052
153,0.7999806276636963,0.0070532510050048715
154,0.8061991476172027,0.005220370493806533
155,0.8180356450987989,0.006534782366038545
156,0.8164858581944983,0.004692321844812378
157,0.7983533514141805,0.00531283142470113
158,0.8034289035257652,0.004422549176539139
159,0.8121464548624564,0.006928943254658863
160,0.8027702440914374,0.003965058386161079
161,0.8105385509492444,0.0053872364958998595
162,0.7963773731111972,0.005119910678686547
163,0.8120495931809376,0.004938495124187333
164,0.8007942657884541,0.007309185148612776
165,0.7914374273537389,0.004117349600427372
166,0.8037969779155366,0.0048455971846871095
167,0.7941689267725688,0.004495024479300395
168,0.8001356063541263,0.0060922136250720965
169,0.8114877954281287,0.007232701792512597
170,0.8012785741960481,0.007872522277583484
171,0.8235955056179776,0.0074000963165535725
172,0.8059860519178613,0.005021082310226153
173,0.7786516853932585,0.004944775995270227
174,0.82067028283611,0.0061837716500305175
175,0.8062378922898101,0.0072386958095904735
176,0.799360712901976,0.007484533516400881
177,0.8035838822161953,0.004811972361031661
178,0.8196629213483146,0.003660305157834002
179,0.818345602479659,0.008071836608528846
180,0.8057535838822162,0.006814454739659157
181,0.7912824486633088,0.005066404892904962
182,0.8113715614103061,0.006275936424367238
183,0.8075939558310732,0.005448289769037441
184,0.8030608291359937,0.004375011466105485
185,0.7973266175900814,0.005458216307726488
186,0.8244091437427353,0.008026779648647241
187,0.787659821774506,0.003154203683023009
188,0.8031383184812089,0.002751047488904473
189,0.8135218907400232,0.007202733172608939
190,0.8005811700891128,0.006543872526648504
191,0.8071483920960868,0.006850954246013832
192,0.8105385509492444,0.004495205669365561
193,0.7973653622626888,0.005217045899682764
194,0.799360712901976,0.005150362109242399
195,0.7948857032158079,0.006494689464868837
196,0.7880472685005812,0.0059703573992704205
197,0.8124564122433166,0.007049639100074086
198,0.7951375435877567,0.004565072285103777
199,0.8131538163502519,0.005476407102281898
