clip,speaker,p_probe_rep0,p_probe_rep1,p_probe_rep2,p_probe_rep3,p_probe_rep4
conflict_Dem_007-3_4014.wav,Dementia7,0.14552887,0.26065388,0.02990567,0.00228187,0.00353523
conflict_Dem_010-2_4647.wav,Dementia10,0.81786221,0.15204902,0.27793998,0.69689530,0.73750573
conflict_Dem_016-4_40791.wav,Dementia16,0.39146563,0.99978346,0.95737588,0.96605831,0.94067961
conflict_Dem_018-0_41994.wav,Dementia18,0.99997580,0.99997914,0.99768090,0.99888176,0.99973601
conflict_Dem_024-1_990.wav,Dementia24,0.11241588,0.24618009,0.88044584,0.03229110,0.00249935
conflict_Dem_029-0_41581.wav,Dementia29,0.99854314,0.99997997,0.99990463,0.99896669,0.99990523
conflict_Dem_030-0_38630.wav,Dementia30,0.69807845,0.04266175,0.63534790,0.42042425,0.07990374
conflict_Dem_030-1_2020.wav,Dementia30,0.05003913,0.00552255,0.05715356,0.02769082,0.00005600
conflict_Dem_030-1_37890.wav,Dementia30,0.00614762,0.17393908,0.04133504,0.06723297,0.00428120
conflict_Dem_033-0_2543.wav,Dementia33,0.16663645,0.00311056,0.07366478,0.02388648,0.00086798
conflict_Dem_033-2_2861.wav,Dementia33,0.00007760,0.00006553,0.00149872,0.00037828,0.00001651
conflict_Dem_033-3_290.wav,Dementia33,0.74289680,0.62792087,0.90738392,0.00667743,0.77680081
conflict_Dem_033-3_31062.wav,Dementia33,0.02178546,0.01555263,0.10909231,0.00872319,0.04445090
conflict_Dem_033-4_10719.wav,Dementia33,0.02082526,0.00774294,0.16712387,0.02255294,0.03318173
conflict_Dem_033-4_41376.wav,Dementia33,0.00220156,0.00391980,0.68057287,0.00689965,0.06249210
conflict_Dem_039-0_2456.wav,Dementia39,0.01369285,0.13014463,0.84382170,0.08303028,0.74992615
conflict_Dem_039-0_33062.wav,Dementia39,0.58748811,0.13893040,0.19650385,0.10869351,0.95417655
conflict_Dem_043-0_5095.wav,Dementia43,0.69056821,0.79835725,0.14363113,0.37279376,0.32154837
conflict_Dem_043-0_38959.wav,Dementia43,0.92298394,0.94778883,0.98432946,0.96454573,0.85635483
conflict_Dem_049-0_3811.wav,Dementia49,0.01445649,0.08964611,0.02351930,0.61532968,0.00472415
conflict_Dem_057-0_5565.wav,Dementia57,0.04075921,0.00677203,0.17682788,0.44678390,0.32044715
conflict_Dem_058-0_7315.wav,Dementia58,0.98836690,0.96101779,0.91653544,0.63322467,0.99700588
conflict_Dem_058-1_45600.wav,Dementia58,0.65963435,0.65833360,0.76266241,0.78285664,0.99792814
conflict_Dem_058-4_4619.wav,Dementia58,0.99846953,0.99805969,0.94953412,0.99052787,0.99641979
conflict_Dem_067-1_1996.wav,Dementia67,0.99994516,0.99707389,0.99767619,0.99921691,0.99608684
conflict_Dem_067-2_38997.wav,Dementia67,0.99999964,0.99998581,0.99999988,0.99999571,0.99999893
conflict_Dem_076-0_37244.wav,Dementia76,0.94397420,0.81962079,0.99556512,0.88097215,0.92982256
conflict_Dem_076-2_4304.wav,Dementia76,0.00570108,0.19188578,0.01347631,0.08067928,0.00294374
conflict_Dem_089-0_35974.wav,Dementia89,0.84807485,0.99772674,0.97966659,0.99751651,0.89923751
conflict_Dem_094-1_3944.wav,Dementia94,0.61132860,0.28550962,0.95704800,0.98463887,0.96777916
conflict_Dem_120-0_2632.wav,Dementia120,0.00393566,0.00915253,0.08803637,0.07140885,0.01198324
conflict_Dem_120-2_560.wav,Dementia120,0.11455528,0.06144871,0.30424696,0.72218752,0.31274468
conflict_Dem_157-1_5428.wav,Dementia157,0.99453557,0.99775189,0.98251146,0.95004344,0.99552494
conflict_Dem_157-1_37725.wav,Dementia157,0.94948715,0.91300970,0.99448907,0.59645760,0.70446473
conflict_Dem_157-1_72489.wav,Dementia157,0.96803266,0.66687518,0.94947278,0.34068620,0.98634851
conflict_Dem_157-1_106467.wav,Dementia157,0.99999321,0.99999964,0.99177212,0.99908316,0.99999058
conflict_Dem_172-1_4136.wav,Dementia172,0.00013101,0.00101990,0.00002353,0.00447566,0.00008538
conflict_Dem_172-3_290.wav,Dementia172,0.15359657,0.17276767,0.00266286,0.04587569,0.11128951
conflict_Dem_178-1_41524.wav,Dementia178,0.99326527,0.97563517,0.99629396,0.99380869,0.98430425
conflict_Dem_181-1_20393.wav,Dementia181,0.98013717,0.97664475,0.88454294,0.01932109,0.54983389
conflict_Dem_181-3_3835.wav,Dementia181,0.99895883,0.99656641,0.97216141,0.99996006,0.99998391
conflict_Dem_181-3_34728.wav,Dementia181,0.78955752,0.87653029,0.60546982,0.99995303,0.99942231
conflict_Dem_184-1_6665.wav,Dementia184,0.95740300,0.90701687,0.57225889,0.99891174,0.99206758
conflict_Dem_184-1_37607.wav,Dementia184,0.99510986,0.77967560,0.96996933,0.87870872,0.98589802
conflict_Dem_207-0_11767.wav,Dementia207,0.99999428,0.99998510,0.99999213,0.99999774,1.00000000
conflict_Dem_212-1_3814.wav,Dementia212,0.12895559,0.26727134,0.11767331,0.81823844,0.21203849
conflict_Dem_216-1_4942.wav,Dementia216,0.99951243,0.99729770,0.99436003,0.99893993,0.99393082
conflict_Dem_221-0_34574.wav,Dementia221,0.31731996,0.07104566,0.31743768,0.12261256,0.00259393
conflict_Dem_221-0_64706.wav,Dementia221,0.00055350,0.00010576,0.02415320,0.05934051,0.00052225
conflict_Dem_221-1_4497.wav,Dementia221,0.00925268,0.05343902,0.01641170,0.95416921,0.00930255
conflict_Dem_221-1_39698.wav,Dementia221,0.00338256,0.02833403,0.42520452,0.76373297,0.13813853
conflict_Dem_221-2_32438.wav,Dementia221,0.21269031,0.92825025,0.21651235,0.77224129,0.41744313
conflict_Dem_221-3_1812.wav,Dementia221,0.00143130,0.02280075,0.00202185,0.00112619,0.00113545
conflict_Dem_223-1_50032.wav,Dementia223,0.99634749,0.98172885,0.99014074,0.95360029,0.85955626
conflict_Dem_235-0_14264.wav,Dementia235,0.99998939,0.99990451,0.99976319,0.99960846,0.99895954
conflict_Dem_237-2_540.wav,Dementia237,0.07868198,0.02582294,0.03525365,0.56501490,0.21706170
conflict_Dem_247-0_66858.wav,Dementia247,0.97932863,0.90417176,0.98289007,0.98298717,0.99677509
conflict_Dem_257-2_6395.wav,Dementia257,0.99998534,0.99806279,0.99839312,0.99997532,0.99999654
conflict_Dem_270-0_2654.wav,Dementia270,0.22709772,0.01809790,0.02331486,0.17254968,0.01213825
conflict_Dem_270-2_4285.wav,Dementia270,0.99679846,0.99605870,0.45878416,0.95019430,0.99814045
conflict_Dem_282-0_4729.wav,Dementia282,0.00841287,0.07017288,0.02840869,0.07153758,0.01638182
conflict_Dem_282-1_4044.wav,Dementia282,0.00790421,0.00596866,0.00616749,0.00072254,0.00950272
conflict_Dem_282-2_8300.wav,Dementia282,0.05093927,0.00584009,0.10641205,0.03640845,0.01365264
conflict_Dem_291-1_3713.wav,Dementia291,0.81702691,0.95241767,0.95049793,0.97846371,0.83502167
conflict_Dem_291-2_7388.wav,Dementia291,0.19176039,0.80370528,0.64277053,0.98974800,0.82739794
conflict_Dem_329-0_68391.wav,Dementia329,0.98045349,0.64338183,0.39747152,0.99693286,0.99964869
conflict_Dem_342-1_320.wav,Dementia342,0.00894438,0.88808906,0.17346323,0.97720557,0.01173759
conflict_Dem_346-0_1921.wav,Dementia346,0.08886364,0.69663692,0.93658155,0.65288854,0.98087734
conflict_Dem_349-0_5627.wav,Dementia349,0.99888676,0.99812371,0.99988890,0.99954093,0.99730897
conflict_Dem_349-1_5632.wav,Dementia349,0.95801395,0.69547856,0.65178823,0.99345678,0.98862237
conflict_Dem_350-0_32781.wav,Dementia350,0.99827135,0.87886471,0.97358477,0.99436176,0.98731065
conflict_Dem_355-0_3543.wav,Dementia355,0.96536869,0.93006968,0.98082465,0.96625280,0.99300414
conflict_Dem_355-1_2694.wav,Dementia355,0.99713600,0.96133727,0.99987221,0.99725133,0.99517113
conflict_Dem_357-0_40046.wav,Dementia357,0.64525557,0.55444825,0.00686006,0.01823029,0.01294891
conflict_Dem_358-0_1290.wav,Dementia358,0.98738432,0.74533206,0.99762976,0.99859387,0.96283472
conflict_Dem_360-0_4872.wav,Dementia360,0.00775580,0.13239864,0.05073947,0.04816497,0.00537842
conflict_Dem_368-0_5232.wav,Dementia368,0.07171267,0.05147422,0.15473524,0.31771684,0.00601888
conflict_Dem_450-1_6771.wav,Dementia450,0.98412710,0.97114629,0.92490119,0.98962772,0.93699759
conflict_Dem_458-0_2681.wav,Dementia458,0.99939990,0.99926990,0.98176897,0.99816716,0.99986231
conflict_Dem_461-0_8662.wav,Dementia461,0.90871674,0.93854403,0.98908257,0.99970216,0.99771273
conflict_Dem_461-0_40779.wav,Dementia461,0.20118037,0.01682519,0.05680114,0.25512981,0.93773627
conflict_Dem_472-0_42516.wav,Dementia472,0.97508812,0.99237072,0.94331259,0.98094809,0.94912124
conflict_Dem_488-0_3463.wav,Dementia488,0.98132944,0.97724003,0.97982955,0.95784211,0.98939615
conflict_Dem_492-0_26825.wav,Dementia492,0.98635709,0.96948463,0.55776781,0.99103481,0.90107208
conflict_Dem_493-0_6150.wav,Dementia493,0.98547053,0.99991667,0.99995053,0.99341065,0.99766761
conflict_Dem_504-0_2260.wav,Dementia504,0.99982339,0.99918455,0.99988437,0.99948728,0.99687070
conflict_Dem_506-0_5443.wav,Dementia506,0.99937904,0.99759525,0.99572033,0.99616563,0.98062837
conflict_Dem_530-0_7771.wav,Dementia530,0.99951053,0.99998271,0.99643886,0.98000598,0.99999619
conflict_Dem_559-0_11027.wav,Dementia559,0.92346108,0.78244239,0.72933030,0.96471423,0.77044964
conflict_Dem_573-0_7395.wav,Dementia573,0.26220867,0.38267052,0.05709094,0.00021832,0.00805568
conflict_Dem_578-0_2913.wav,Dementia578,0.00004998,0.02255065,0.02317611,0.01546839,0.00078982
conflict_Dem_578-0_38520.wav,Dementia578,0.00222810,0.08306058,0.16247919,0.62512708,0.00022263
conflict_Dem_620-0_5500.wav,Dementia620,0.64728242,0.97664899,0.17059398,0.70754123,0.93502784
conflict_Dem_624-0_13811.wav,Dementia624,0.96540779,0.96924824,0.45227692,0.47205213,0.99563724
conflict_Dem_635-0_15048.wav,Dementia635,0.96678090,0.94360024,0.96442175,0.80610251,0.91439247
conflict_Dem_639-0_9189.wav,Dementia639,0.00706047,0.02993293,0.17600943,0.04132663,0.00399030
conflict_Dem_698-0_4222.wav,Dementia698,0.99252665,0.99984562,0.97751725,0.99984539,0.99893206
agreement_Con_002-1_3044.wav,Control2,0.00300505,0.05160309,0.01285017,0.00084096,0.00108384
agreement_Con_002-2_11623.wav,Control2,0.00264080,0.00004088,0.00020671,0.00002566,0.00106304
agreement_Con_002-3_12270.wav,Control2,0.00731662,0.16501144,0.20421694,0.00000999,0.00237053
agreement_Con_002-3_50179.wav,Control2,0.95351976,0.99323094,0.00200661,0.00139577,0.00098926
agreement_Con_006-4_37223.wav,Control6,0.05917285,0.93765724,0.05865004,0.32027963,0.22205958
agreement_Con_013-0_6039.wav,Control13,0.13482185,0.77225703,0.13024434,0.64823502,0.94101030
agreement_Con_013-2_3373.wav,Control13,0.00019334,0.00035458,0.00126859,0.01365985,0.00081367
agreement_Con_013-3_5680.wav,Control13,0.00005515,0.00008522,0.00082671,0.00080590,0.00005655
agreement_Con_013-4_8853.wav,Control13,0.00228636,0.00060599,0.00794229,0.12538457,0.00008504
agreement_Con_015-0_2695.wav,Control15,0.03380458,0.00708474,0.02376532,0.02051897,0.00148688
agreement_Con_015-2_49054.wav,Control15,0.00523928,0.00890278,0.00285072,0.00936695,0.00079437
agreement_Con_017-4_41988.wav,Control17,0.04361605,0.01085365,0.39394444,0.00050132,0.38942537
agreement_Con_022-0_6924.wav,Control22,0.09834365,0.03039215,0.35212299,0.00314604,0.00697162
agreement_Con_022-2_4290.wav,Control22,0.92492050,0.67249656,0.98683095,0.96332920,0.36197105
agreement_Con_028-1_5398.wav,Control28,0.00002359,0.00000522,0.00082626,0.00061258,0.00074389
agreement_Con_028-4_8667.wav,Control28,0.00004249,0.00006897,0.00027803,0.00039588,0.00232218
agreement_Con_034-2_4839.wav,Control34,0.75843614,0.99676263,0.99865180,0.96995139,0.13613722
agreement_Con_034-3_4119.wav,Control34,0.99568558,0.99455947,0.98662359,0.64641553,0.86051857
agreement_Con_042-1_5846.wav,Control42,0.00115997,0.00140164,0.00009321,0.00193679,0.00034144
agreement_Con_042-3_2720.wav,Control42,0.13289708,0.01803020,0.00192419,0.00045100,0.05461406
agreement_Con_042-4_510.wav,Control42,0.00185099,0.00062233,0.00330932,0.07303765,0.08787898
agreement_Con_045-2_5070.wav,Control45,0.04425282,0.04852968,0.11451932,0.75576055,0.30748078
agreement_Con_054-0_3830.wav,Control54,0.00005649,0.00001105,0.00004333,0.00122635,0.00000728
agreement_Con_056-0_4235.wav,Control56,0.04484515,0.05584313,0.00093757,0.00249122,0.38633123
agreement_Con_056-3_4315.wav,Control56,0.00021929,0.00183497,0.00047470,0.00245710,0.00244764
agreement_Con_059-3_170.wav,Control59,0.85714000,0.50957906,0.99632639,0.93496239,0.40632442
agreement_Con_071-2_340.wav,Control71,0.00025157,0.54909188,0.72214329,0.00092807,0.15108292
agreement_Con_071-3_2133.wav,Control71,0.00066953,0.00340715,0.00487405,0.00208950,0.01093323
agreement_Con_073-1_5065.wav,Control73,0.39997330,0.69210970,0.07938089,0.62615258,0.85147923
agreement_Con_086-0_71155.wav,Control86,0.01492465,0.42402959,0.93681741,0.02555115,0.02308093
agreement_Con_086-2_4188.wav,Control86,0.00623417,0.15348355,0.65147406,0.12105466,0.04075529
agreement_Con_086-4_34979.wav,Control86,0.02190530,0.16825160,0.70137280,0.00826466,0.00102583
agreement_Con_092-0_7255.wav,Control92,0.00092661,0.00495705,0.00206999,0.34660906,0.00571389
agreement_Con_093-0_6739.wav,Control93,0.00021487,0.04054730,0.03279959,0.00023197,0.01540963
agreement_Con_096-2_510.wav,Control96,0.42280319,0.00788002,0.01599352,0.03140331,0.00109044
agreement_Con_105-0_2779.wav,Control105,0.01705285,0.01642858,0.35790682,0.00010004,0.01029056
agreement_Con_105-1_12019.wav,Control105,0.01186951,0.00296645,0.00315061,0.43737316,0.00312584
agreement_Con_105-2_3372.wav,Control105,0.99953878,0.99996293,0.99349666,0.99993706,0.99969292
agreement_Con_109-1_4336.wav,Control109,0.01398472,0.06082322,0.01664458,0.02634791,0.00144415
agreement_Con_109-3_4932.wav,Control109,0.04953903,0.05224423,0.25353715,0.28007385,0.01988554
agreement_Con_113-0_7053.wav,Control113,0.00007370,0.00019217,0.00053120,0.00232783,0.00167700
agreement_Con_113-2_6076.wav,Control113,0.00005794,0.00011560,0.00839227,0.00010910,0.00067882
agreement_Con_113-3_8288.wav,Control113,0.04535097,0.56068516,0.06531804,0.78632069,0.04600523
agreement_Con_114-1_5893.wav,Control114,0.29066217,0.68572682,0.08191837,0.01873818,0.17512794
agreement_Con_118-0_4796.wav,Control118,0.48521182,0.28187081,0.73392552,0.67237538,0.82462937
agreement_Con_118-1_6475.wav,Control118,0.00011302,0.00180562,0.00009556,0.00348669,0.00018139
agreement_Con_118-2_4554.wav,Control118,0.11959461,0.00352661,0.02557932,0.13275722,0.00398553
agreement_Con_118-4_6655.wav,Control118,0.00585020,0.13008890,0.00174186,0.59069008,0.00515939
agreement_Con_121-0_1850.wav,Control121,0.42243987,0.81109923,0.21095516,0.04262298,0.71675289
agreement_Con_121-3_7712.wav,Control121,0.37194532,0.07975415,0.52229011,0.02372892,0.00805727
agreement_Con_121-3_42714.wav,Control121,0.86556917,0.86458665,0.41365030,0.81337935,0.03648557
agreement_Con_124-0_4246.wav,Control124,0.79388785,0.99951279,0.99997866,0.99684417,0.99911612
agreement_Con_124-1_2407.wav,Control124,0.01483906,0.00060125,0.00140639,0.02353910,0.00852482
agreement_Con_128-1_4025.wav,Control128,0.51486307,0.22799623,0.57490027,0.08855120,0.10303576
agreement_Con_128-1_34057.wav,Control128,0.00086008,0.00471065,0.00014284,0.00088745,0.01111838
agreement_Con_128-2_600.wav,Control128,0.94928998,0.80260736,0.98364615,0.93347180,0.97369385
agreement_Con_128-2_65196.wav,Control128,0.00015697,0.00521945,0.00173288,0.00063303,0.00095500
agreement_Con_128-2_98853.wav,Control128,0.00006229,0.00444062,0.00018999,0.00004176,0.02975887
agreement_Con_128-3_67278.wav,Control128,0.00083254,0.09089506,0.00341984,0.00113165,0.93044597
agreement_Con_128-3_99009.wav,Control128,0.02109699,0.01325996,0.00425032,0.02966421,0.00011726
agreement_Con_128-3_133648.wav,Control128,0.72675556,0.00329416,0.85065126,0.72983789,0.91024363
agreement_Con_132-0_3652.wav,Control132,0.01204565,0.98792529,0.37609217,0.99176496,0.00219712
agreement_Con_137-0_9369.wav,Control137,0.01381623,0.92356634,0.94353825,0.79076457,0.96410555
agreement_Con_137-2_140.wav,Control137,0.01509725,0.00042433,0.00044283,0.70877051,0.54479337
agreement_Con_138-1_3792.wav,Control138,0.00004088,0.00186076,0.00044798,0.00144323,0.02353746
agreement_Con_139-0_4376.wav,Control139,0.02275229,0.09256699,0.00176794,0.01435707,0.00043639
agreement_Con_139-1_4164.wav,Control139,0.00204349,0.00014477,0.00397893,0.00822009,0.00015460
agreement_Con_140-3_12248.wav,Control140,0.00017764,0.00130633,0.00059479,0.00061446,0.01934238
agreement_Con_141-2_2551.wav,Control141,0.00530520,0.01676088,0.01160635,0.11862142,0.02268081
agreement_Con_142-0_9398.wav,Control142,0.00031445,0.00002197,0.00030827,0.00000457,0.00181192
agreement_Con_142-1_8331.wav,Control142,0.00088618,0.05739638,0.00002001,0.00201788,0.00219783
agreement_Con_145-3_7488.wav,Control145,0.00302828,0.00425819,0.00099013,0.00490031,0.00253224
agreement_Con_150-1_5476.wav,Control150,0.09268700,0.76598918,0.06357754,0.15346728,0.03812828
agreement_Con_150-2_4727.wav,Control150,0.00049351,0.00100593,0.02279362,0.10858163,0.00011964
agreement_Con_150-2_35487.wav,Control150,0.96848530,0.98597252,0.93674892,0.99524540,0.85131073
agreement_Con_158-0_950.wav,Control158,0.01706668,0.09264351,0.00390926,0.13034332,0.00117598
agreement_Con_166-1_1250.wav,Control166,0.76620680,0.16052909,0.74547797,0.00513286,0.05219978
agreement_Con_166-2_3665.wav,Control166,0.48060751,0.04889625,0.16636845,0.48978040,0.45750996
agreement_Con_167-1_1550.wav,Control167,0.00006786,0.00029995,0.00003699,0.00003111,0.00042369
agreement_Con_167-3_7936.wav,Control167,0.96556240,0.99901819,0.99958163,0.98770112,0.99801683
agreement_Con_172-0_4567.wav,Control172,0.00000666,0.00007720,0.00010472,0.03334054,0.00041150
agreement_Con_175-0_1772.wav,Control175,0.27528217,0.01937596,0.11128461,0.00591290,0.00046758
agreement_Con_175-1_500.wav,Control175,0.00057915,0.00033293,0.00086209,0.00232468,0.00072017
agreement_Con_175-1_34456.wav,Control175,0.00128317,0.00019158,0.00761574,0.00867730,0.00084747
agreement_Con_175-2_6669.wav,Control175,0.00234550,0.00668902,0.00110455,0.36491242,0.19044639
agreement_Con_182-3_8522.wav,Control182,0.20266721,0.01065811,0.03852617,0.22748314,0.08968490
agreement_Con_196-0_6136.wav,Control196,0.00000527,0.00000093,0.00000223,0.00015236,0.00000136
agreement_Con_196-1_4236.wav,Control196,0.16035175,0.00066244,0.07868237,0.22818594,0.00121381
agreement_Con_208-2_3373.wav,Control208,0.06722283,0.00276846,0.02245397,0.00031338,0.00766329
agreement_Con_208-2_36676.wav,Control208,0.06544345,0.88553953,0.99377900,0.02916388,0.02000879
agreement_Con_209-1_4071.wav,Control209,0.00108595,0.00471429,0.00621735,0.00116998,0.00075325
agreement_Con_210-1_5066.wav,Control210,0.02040105,0.83214140,0.92757738,0.90704364,0.71268898
agreement_Con_210-2_10174.wav,Control210,0.27257395,0.96859455,0.94085515,0.91008615,0.98435980
agreement_Con_210-2_43382.wav,Control210,0.02842593,0.09858509,0.00043925,0.27514398,0.00172469
agreement_Con_211-1_8015.wav,Control211,0.00000284,0.00122588,0.12461264,0.00652843,0.00324211
agreement_Con_211-1_38612.wav,Control211,0.90625536,0.98148417,0.99076009,0.92298967,0.99989724
agreement_Con_225-0_42326.wav,Control225,0.99410433,0.96172690,0.99949300,0.99042165,0.74910498
agreement_Con_225-0_81579.wav,Control225,0.99991965,0.61247188,0.99914324,0.99907047,0.83550358
agreement_Con_225-2_3634.wav,Control225,0.02009803,0.06096430,0.00872240,0.12558526,0.14942563
agreement_Con_232-0_7964.wav,Control232,0.21209840,0.32269210,0.58103728,0.38224751,0.00979186
agreement_Con_232-1_5114.wav,Control232,0.00988911,0.00144205,0.00471173,0.13841772,0.07028040
agreement_Con_232-1_37474.wav,Control232,0.37758929,0.19870345,0.25064388,0.04457006,0.27806681
agreement_Con_242-2_1480.wav,Control242,0.38758516,0.99108130,0.22659080,0.88630807,0.01778489
agreement_Con_243-0_2930.wav,Control243,0.98231733,0.96427077,0.99246985,0.99031329,0.97819442
agreement_Con_243-0_33988.wav,Control243,0.37612578,0.02215221,0.12333868,0.75954437,0.04093232
agreement_Con_243-1_7000.wav,Control243,0.21284837,0.00517382,0.10218340,0.36789429,0.11659794
agreement_Con_243-1_38361.wav,Control243,0.02032409,0.00240409,0.01941640,0.12615064,0.04057260
agreement_Con_245-1_1750.wav,Control245,0.73853111,0.00575052,0.85226089,0.11329869,0.07748571
agreement_Con_248-1_38618.wav,Control248,0.53829610,0.44120252,0.46488795,0.06930016,0.72352415
agreement_Con_248-2_500.wav,Control248,0.79327428,0.03944134,0.00377918,0.56040090,0.71379578
agreement_Con_255-0_610.wav,Control255,0.99998868,0.99992967,0.99836832,0.99868578,0.99992251
agreement_Con_256-2_3945.wav,Control256,0.60822982,0.09708237,0.89962047,0.04055429,0.09073423
agreement_Con_266-0_3593.wav,Control266,0.00016150,0.00023937,0.00011924,0.00021658,0.00066060
agreement_Con_266-1_5687.wav,Control266,0.01949096,0.16474386,0.00112441,0.00522087,0.01146663
agreement_Con_266-2_1630.wav,Control266,0.39915773,0.10141741,0.06006685,0.20761089,0.36220273
agreement_Con_267-2_7645.wav,Control267,0.00025660,0.00066875,0.00105983,0.00043898,0.00021418
agreement_Con_274-0_4046.wav,Control274,0.01342430,0.00070356,0.16328812,0.00091276,0.00041331
agreement_Con_275-0_14059.wav,Control275,0.00073197,0.00005832,0.00048310,0.00186095,0.00008694
agreement_Con_280-0_3251.wav,Control280,0.01077583,0.00937339,0.05037925,0.00391796,0.00420120
agreement_Con_292-1_3433.wav,Control292,0.00818529,0.00152842,0.00010301,0.00002405,0.00202374
