clip,speaker,p_probe_rep0,p_probe_rep1,p_probe_rep2,p_probe_rep3,p_probe_rep4
AVPEPUDEAC0023_readtext.wav,AVPEPUDEAC0023,0.15752448,0.00851614,0.02591410,0.00008083,0.00283409
AVPEPUDEAC0024_readtext.wav,AVPEPUDEAC0024,0.00020475,0.00002162,0.00031716,0.03009058,0.00071121
AVPEPUDEAC0025_readtext.wav,AVPEPUDEAC0025,0.00520742,0.00161956,0.08157831,0.05303704,0.03903914
AVPEPUDEAC0026_readtext.wav,AVPEPUDEAC0026,0.01165932,0.01668779,0.04757292,0.72684133,0.05560610
AVPEPUDEAC0027_readtext.wav,AVPEPUDEAC0027,0.99648738,0.98047799,0.96469748,0.99492753,0.96909940
AVPEPUDEAC0028_readtext.wav,AVPEPUDEAC0028,0.98425931,0.99984002,0.99996769,0.96802348,0.99700218
AVPEPUDEAC0029_readtext.wav,AVPEPUDEAC0029,0.00063535,0.00773326,0.04414204,0.03021761,0.00471733
AVPEPUDEAC0030_readtext.wav,AVPEPUDEAC0030,0.00000137,0.00000148,0.00000056,0.00000481,0.00000103
AVPEPUDEAC0031_readtext.wav,AVPEPUDEAC0031,0.00071496,0.13108253,0.05384963,0.00020709,0.00000365
AVPEPUDEAC0033_readtext.wav,AVPEPUDEAC0033,0.00017587,0.00000806,0.00000355,0.00000140,0.00005657
AVPEPUDEAC0034_readtext.wav,AVPEPUDEAC0034,0.00011086,0.03523429,0.00045262,0.00008713,0.00021704
AVPEPUDEAC0035_readtext.wav,AVPEPUDEAC0035,0.00000081,0.00000150,0.00000290,0.00000029,0.00000098
AVPEPUDEAC0037_readtext.wav,AVPEPUDEAC0037,0.02130053,0.00237439,0.04789113,0.00006202,0.00020454
AVPEPUDEAC0039_readtext.wav,AVPEPUDEAC0039,0.00485320,0.00104067,0.00256742,0.00049689,0.00980962
AVPEPUDEAC0040_readtext.wav,AVPEPUDEAC0040,0.00016304,0.00001671,0.00001963,0.00009846,0.00013566
AVPEPUDEAC0041_readtext.wav,AVPEPUDEAC0041,0.00004330,0.00000907,0.00006602,0.00000247,0.00003510
AVPEPUDEAC0042_readtext.wav,AVPEPUDEAC0042,0.00159564,0.00000338,0.00000445,0.00000107,0.00018551
AVPEPUDEAC0043_readtext.wav,AVPEPUDEAC0043,0.42436543,0.07930786,0.05727476,0.00240350,0.18062215
AVPEPUDEAC0044_readtext.wav,AVPEPUDEAC0044,0.00001579,0.00139685,0.00002255,0.00001178,0.00001325
AVPEPUDEAC0045_readtext.wav,AVPEPUDEAC0045,0.00000406,0.00006274,0.00000962,0.00000690,0.00003601
AVPEPUDEAC0046_readtext.wav,AVPEPUDEAC0046,0.00002791,0.00000080,0.00005720,0.00004697,0.00053759
AVPEPUDEAC0047_readtext.wav,AVPEPUDEAC0047,0.00008223,0.00003419,0.00210769,0.00017023,0.00011074
AVPEPUDEAC0048_readtext.wav,AVPEPUDEAC0048,0.00000872,0.00000353,0.00000348,0.00000093,0.00000081
AVPEPUDEAC0049_readtext.wav,AVPEPUDEAC0049,0.00002398,0.00000110,0.00000792,0.00000061,0.00001495
AVPEPUDEAC0050_readtext.wav,AVPEPUDEAC0050,0.00000495,0.00000013,0.00000130,0.00001426,0.00000254
AVPEPUDEAC0051_readtext.wav,AVPEPUDEAC0051,0.00002461,0.00000838,0.00022882,0.00043310,0.00076158
AVPEPUDEAC0052_readtext.wav,AVPEPUDEAC0052,0.02416749,0.02331653,0.15093233,0.00435533,0.06275994
AVPEPUDEAC0053_readtext.wav,AVPEPUDEAC0053,0.00000710,0.00000057,0.00001123,0.00000323,0.00000194
AVPEPUDEAC0054_readtext.wav,AVPEPUDEAC0054,0.00000005,0.00024138,0.00000000,0.00000001,0.00000014
AVPEPUDEAC0057_readtext.wav,AVPEPUDEAC0057,0.00000141,0.00000135,0.00000133,0.00000015,0.00000163
AVPEPUDEA0001_readtext.wav,AVPEPUDEA0001,0.96146816,0.73344541,0.99893457,0.96555358,0.99961555
AVPEPUDEA0002readtext.wav,AVPEPUDEA0002,0.99715185,0.98958349,0.99935263,0.99707460,0.99918634
AVPEPUDEA0003_readtext.wav,AVPEPUDEA0003,0.99988031,0.99999440,0.99993956,0.99998200,0.99999893
AVPEPUDEA0005_readtext.wav,AVPEPUDEA0005,0.99999964,1.00000000,1.00000000,0.99999988,1.00000000
AVPEPUDEA0006_readtext.wav,AVPEPUDEA0006,0.99983943,0.99927443,0.99978822,0.99997854,0.99985933
AVPEPUDEA0007_readtext.wav,AVPEPUDEA0007,0.99999988,0.99999976,0.99998105,0.99999988,0.99999928
AVPEPUDEA0008_readtext.wav,AVPEPUDEA0008,0.99930906,0.99978131,0.95965737,0.99726129,0.99569678
AVPEPUDEA0009_readtext.wav,AVPEPUDEA0009,0.99996078,0.99999595,0.99955612,0.99999917,0.99964046
AVPEPUDEA0010_readtext.wav,AVPEPUDEA0010,0.90978497,0.71488625,0.87261820,0.92375284,0.74444073
AVPEPUDEA0011_readtext.wav,AVPEPUDEA0011,0.87611938,0.78144848,0.02910189,0.60588408,0.03416220
AVPEPUDEA0013_readtext.wav,AVPEPUDEA0013,0.99760759,0.93971097,0.99726391,0.99811578,0.99465746
AVPEPUDEA0014_readtext.wav,AVPEPUDEA0014,0.99999881,1.00000000,0.99999917,0.99999905,1.00000000
AVPEPUDEA0015_readtext.wav,AVPEPUDEA0015,0.99496669,0.99311203,0.98878646,0.98479557,0.99752635
AVPEPUDEA0016_readtext.wav,AVPEPUDEA0016,0.99998927,0.99820709,0.99946815,0.99463528,0.99987674
AVPEPUDEA0017_readtext.wav,AVPEPUDEA0017,0.80499327,0.99807966,0.84968263,0.63288838,0.72317582
AVPEPUDEA0020_readtext.wav,AVPEPUDEA0020,0.99403548,0.94499850,0.17580897,0.99286288,0.99967194
AVPEPUDEA0021_readtext.wav,AVPEPUDEA0021,0.99331194,0.99962008,0.56853551,0.06694860,0.98449600
AVPEPUDEA0022_readtext.wav,AVPEPUDEA0022,0.07189297,0.01373104,0.17511614,0.02780062,0.06151088
AVPEPUDEA0023_readtext.wav,AVPEPUDEA0023,0.99912721,0.99974722,0.98375756,0.98691618,0.99986362
AVPEPUDEA0024_readtext.wav,AVPEPUDEA0024,0.99999285,0.99962127,0.99976844,0.99984300,0.99899787
AVPEPUDEA0025_readtext.wav,AVPEPUDEA0025,0.99908185,0.99925572,0.99993932,0.99979180,0.99472260
AVPEPUDEA0026_readtext.wav,AVPEPUDEA0026,0.99058127,0.98900861,0.99316847,0.99667263,0.99933404
AVPEPUDEA0027_readtext.wav,AVPEPUDEA0027,0.00091421,0.00024409,0.00009482,0.00000505,0.00076035
AVPEPUDEA0029_readtext.wav,AVPEPUDEA0029,0.96683484,0.99761057,0.90511048,0.00518947,0.28789240
AVPEPUDEA0030_readtext.wav,AVPEPUDEA0030,0.99999785,0.99999988,0.99981815,1.00000000,0.99999368
AVPEPUDEA0031_readtext.wav,AVPEPUDEA0031,0.99770027,0.97082585,0.98551756,0.97852910,0.99952233
AVPEPUDEA0032_readtext.wav,AVPEPUDEA0032,0.99963188,0.99994278,0.99989784,0.99970978,0.99993253
AVPEPUDEA0034_readtext.wav,AVPEPUDEA0034,0.39164832,0.45296913,0.86374879,0.92577273,0.42227310
AVPEPUDEA0035_readtext.wav,AVPEPUDEA0035,0.96811736,0.83608651,0.99356163,0.99999702,0.99802786
AVPEPUDEA0037_readtext.wav,AVPEPUDEA0037,0.99864620,0.01192709,0.61059827,0.87311649,0.98841721
AVPEPUDEA0038_readtext.wav,AVPEPUDEA0038,0.92351943,0.10960896,0.90959847,0.98789412,0.98838621
AVPEPUDEA0039_readtext.wav,AVPEPUDEA0039,0.99999988,0.99948066,0.99999928,0.99999917,0.99999988
AVPEPUDEA0041_readtext.wav,AVPEPUDEA0041,0.97752905,0.98705703,0.99707174,0.34429601,0.84999925
AVPEPUDEA0042_readtext.wav,AVPEPUDEA0042,0.97768217,0.08120897,0.25270131,0.06168247,0.68971360
AVPEPUDEA0043_readtext.wav,AVPEPUDEA0043,0.99994040,0.99992132,0.99999881,0.99999964,0.99997091
AVPEPUDEA0045_readtext.wav,AVPEPUDEA0045,0.99707592,0.30946001,0.99987376,0.99670249,0.99965632
AVPEPUDEA0046_readtext.wav,AVPEPUDEA0046,0.99999905,0.99911410,0.99999726,0.99998808,0.99999571
AVPEPUDEA0047_readtext.wav,AVPEPUDEA0047,0.99985075,0.97301179,0.99313921,0.44189185,0.99980587
AVPEPUDEA0048_readtext.wav,AVPEPUDEA0048,0.99133813,0.04215793,0.98819971,0.66157031,0.77199996
AVPEPUDEA0049_readtext.wav,AVPEPUDEA0049,0.99988127,0.99998355,0.99999833,0.99977261,1.00000000
AVPEPUDEA0050_readtext.wav,AVPEPUDEA0050,0.63586712,0.00530633,0.02901646,0.61997032,0.01161751
AVPEPUDEA0051_readtext.wav,AVPEPUDEA0051,0.99874580,0.99999356,0.99800676,0.99996984,0.99763811
AVPEPUDEA0052_readtext.wav,AVPEPUDEA0052,0.99991393,0.98084247,0.98293257,0.99475938,0.99568510
AVPEPUDEA0053_readtext.wav,AVPEPUDEA0053,0.99998558,0.99996901,0.99911231,0.99997461,0.99821943
AVPEPUDEA0054_readtext.wav,AVPEPUDEA0054,0.00001270,0.00000080,0.00000019,0.00000002,0.00000346
AVPEPUDEA0055_readtext.wav,AVPEPUDEA0055,0.99343663,0.99142116,0.99553055,0.99800652,0.98629946
AVPEPUDEA0056_readtext.wav,AVPEPUDEA0056,0.97631943,0.99998069,0.99989092,0.99992681,0.99995732
AVPEPUDEA0057_readtext.wav,AVPEPUDEA0057,0.62296128,0.13094839,0.89147544,0.32618433,0.97478187
AVPEPUDEA0058_readtext.wav,AVPEPUDEA0058,0.63995510,0.30414650,0.78015459,0.97696668,0.80255574
AVPEPUDEA0059_readtext.wav,AVPEPUDEA0059,0.99545974,0.99989295,0.99850380,0.99018377,0.98786074
AVPEPUDEAC0001_laura.wav,AVPEPUDEAC0001,0.37388667,0.99077386,0.99598747,0.99556112,0.89374334
AVPEPUDEAC0003_laura.wav,AVPEPUDEAC0003,0.24379294,0.00559106,0.99662101,0.03837696,0.96088898
AVPEPUDEAC0004_laura.wav,AVPEPUDEAC0004,0.98215586,0.99574947,0.99941289,0.99929273,0.93300551
AVPEPUDEAC0005_laura.wav,AVPEPUDEAC0005,0.00635160,0.19140875,0.11069904,0.29940107,0.07543540
AVPEPUDEAC0006_laura.wav,AVPEPUDEAC0006,0.99087453,0.32866904,0.99972790,0.99603891,0.97758913
AVPEPUDEAC0007_laura.wav,AVPEPUDEAC0007,0.00142471,0.00000208,0.14387220,0.00007255,0.00000684
AVPEPUDEAC0008_laura.wav,AVPEPUDEAC0008,0.83338100,0.28657797,0.76466155,0.14847650,0.53738219
AVPEPUDEAC0010_laura.wav,AVPEPUDEAC0010,0.00000028,0.00000007,0.00012142,0.00016261,0.00000009
AVPEPUDEAC0011_laura.wav,AVPEPUDEAC0011,0.99971145,0.99990487,0.99992204,0.99833810,0.96601802
AVPEPUDEAC0012_laura.wav,AVPEPUDEAC0012,0.01928329,0.46941239,0.82972258,0.21943611,0.61877239
AVPEPUDEAC0013_laura.wav,AVPEPUDEAC0013,0.64346606,0.99974149,0.06472865,0.95437402,0.63066381
AVPEPUDEAC0014_laura.wav,AVPEPUDEAC0014,0.38022628,0.04075971,0.65719533,0.97664398,0.00682326
AVPEPUDEAC0015_laura.wav,AVPEPUDEAC0015,0.00244519,0.00020754,0.00278311,0.00038770,0.00046861
AVPEPUDEAC0016_laura.wav,AVPEPUDEAC0016,0.66278225,0.08466408,0.26837656,0.71597379,0.02301559
AVPEPUDEAC0017_laura.wav,AVPEPUDEAC0017,0.98144549,0.98913938,0.75660300,0.97649437,0.98523027
AVPEPUDEAC0018_laura.wav,AVPEPUDEAC0018,0.00001129,0.00001871,0.00087624,0.00000717,0.00001078
AVPEPUDEAC0019_laura.wav,AVPEPUDEAC0019,0.00037919,0.00000050,0.00000073,0.00000031,0.00000741
AVPEPUDEAC0020_laura.wav,AVPEPUDEAC0020,0.00102882,0.00000842,0.13622172,0.00197826,0.00017071
AVPEPUDEAC0021_laura.wav,AVPEPUDEAC0021,0.05113066,0.00013437,0.00988841,0.00175430,0.01751912
AVPEPUDEAC0022_laura.wav,AVPEPUDEAC0022,0.00942474,0.00096213,0.08833610,0.05936579,0.00914806
AVPEPUDEAC0023_laura.wav,AVPEPUDEAC0023,0.01356724,0.00003225,0.00469678,0.00023403,0.00004611
AVPEPUDEAC0024_laura.wav,AVPEPUDEAC0024,0.01787887,0.00027227,0.01853009,0.53485757,0.06102531
AVPEPUDEAC0025_laura.wav,AVPEPUDEAC0025,0.00223712,0.00065718,0.00894457,0.02245773,0.00411081
AVPEPUDEAC0026_laura.wav,AVPEPUDEAC0026,0.00079966,0.00050968,0.00673384,0.03227744,0.00972439
AVPEPUDEAC0027_laura.wav,AVPEPUDEAC0027,0.97576445,0.88549876,0.72180474,0.96006674,0.55887324
AVPEPUDEAC0028_laura.wav,AVPEPUDEAC0028,0.99911708,0.99998081,0.99973327,0.99065137,0.99994743
AVPEPUDEAC0029_laura.wav,AVPEPUDEAC0029,0.00284279,0.00264002,0.10753892,0.07369506,0.10484390
AVPEPUDEAC0030_laura.wav,AVPEPUDEAC0030,0.00000052,0.00000015,0.00000020,0.00000014,0.00000004
AVPEPUDEAC0031_laura.wav,AVPEPUDEAC0031,0.00004633,0.00001306,0.00183915,0.00001732,0.00000084
AVPEPUDEAC0033_laura.wav,AVPEPUDEAC0033,0.00001483,0.00000043,0.00000006,0.00000035,0.00000516
AVPEPUDEAC0034_laura.wav,AVPEPUDEAC0034,0.00011647,0.00623969,0.00042287,0.00134061,0.00069611
AVPEPUDEAC0035_laura.wav,AVPEPUDEAC0035,0.00000002,0.00000005,0.00000005,0.00000000,0.00000006
AVPEPUDEAC0037_laura.wav,AVPEPUDEAC0037,0.36633909,0.07219626,0.06451760,0.05984430,0.00017470
AVPEPUDEAC0039_laura.wav,AVPEPUDEAC0039,0.09074825,0.01414909,0.00151995,0.00059037,0.22979033
AVPEPUDEAC0040_laura.wav,AVPEPUDEAC0040,0.00010314,0.00003934,0.00001313,0.00080930,0.00184603
AVPEPUDEAC0041_laura.wav,AVPEPUDEAC0041,0.00399081,0.00021968,0.00314933,0.00187665,0.00173896
AVPEPUDEAC0042_laura.wav,AVPEPUDEAC0042,0.00067180,0.00000200,0.00000314,0.00000139,0.00001608
AVPEPUDEAC0043_laura.wav,AVPEPUDEAC0043,0.00559862,0.00014696,0.00000316,0.00003080,0.00250223
AVPEPUDEAC0044_laura.wav,AVPEPUDEAC0044,0.00000082,0.00997732,0.00000176,0.00067020,0.00002978
AVPEPUDEAC0045_laura.wav,AVPEPUDEAC0045,0.00000000,0.00000049,0.00000006,0.00000002,0.00000002
AVPEPUDEAC0046_laura.wav,AVPEPUDEAC0046,0.00078341,0.00006297,0.00242032,0.00007746,0.41443923
AVPEPUDEAC0047_laura.wav,AVPEPUDEAC0047,0.00011099,0.00003299,0.02095826,0.00000004,0.00008554
AVPEPUDEAC0048_laura.wav,AVPEPUDEAC0048,0.00002160,0.00000372,0.00001164,0.00000204,0.00000051
AVPEPUDEAC0049_laura.wav,AVPEPUDEAC0049,0.00000600,0.00000009,0.00000198,0.00000008,0.00000369
AVPEPUDEAC0050_laura.wav,AVPEPUDEAC0050,0.00037598,0.00000551,0.00007330,0.00140253,0.00016439
AVPEPUDEAC0051_laura.wav,AVPEPUDEAC0051,0.00004943,0.00016103,0.00030623,0.00018886,0.00095153
AVPEPUDEAC0052_laura.wav,AVPEPUDEAC0052,0.01111596,0.07178286,0.03485164,0.02609505,0.36849764
AVPEPUDEAC0053_laura.wav,AVPEPUDEAC0053,0.00001404,0.00000011,0.00000104,0.00008373,0.00008749
AVPEPUDEAC0054_laura.wav,AVPEPUDEAC0054,0.00000006,0.00001222,0.00000000,0.00000010,0.00000014
AVPEPUDEAC0057_laura.wav,AVPEPUDEAC0057,0.00000057,0.00000036,0.00000014,0.00000000,0.00000111
AVPEPUDEA0001_laura.wav,AVPEPUDEA0001,0.97478187,0.01422673,0.99971801,0.98924410,0.99991310
AVPEPUDEA0002_laura.wav,AVPEPUDEA0002,0.00115201,0.05666236,0.02274515,0.24565284,0.20225151
AVPEPUDEA0003_laura.wav,AVPEPUDEA0003,0.99999976,0.99999261,0.99998879,0.99999976,0.99999964
AVPEPUDEA0005_laura.wav,AVPEPUDEA0005,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
AVPEPUDEA0006_laura.wav,AVPEPUDEA0006,0.98050159,0.94261831,0.98959827,0.98156691,0.45861998
AVPEPUDEA0007_laura.wav,AVPEPUDEA0007,0.99999905,0.99999976,0.99984884,1.00000000,0.99999666
AVPEPUDEA0008_laura.wav,AVPEPUDEA0008,0.99999213,0.99999666,0.99906570,0.99998713,0.99979311
AVPEPUDEA0009_laura.wav,AVPEPUDEA0009,0.99999499,0.99999785,0.99999797,1.00000000,0.99985480
AVPEPUDEA0010_laura.wav,AVPEPUDEA0010,0.98904663,0.98626816,0.83572006,0.99576652,0.99660504
AVPEPUDEA0011_laura.wav,AVPEPUDEA0011,0.94852638,0.96859509,0.00062070,0.37896633,0.05764357
AVPEPUDEA0013_laura.wav,AVPEPUDEA0013,0.99544501,0.97807670,0.99833590,0.99900621,0.99865484
AVPEPUDEA0014_laura.wav,AVPEPUDEA0014,0.99999988,1.00000000,1.00000000,1.00000000,1.00000000
AVPEPUDEA0015_laura.wav,AVPEPUDEA0015,0.91749275,0.92505592,0.98774171,0.97947401,0.98034209
AVPEPUDEA0016_laura.wav,AVPEPUDEA0016,0.99993873,0.99968183,0.99372125,0.99854952,0.99878293
AVPEPUDEA0017_laura.wav,AVPEPUDEA0017,0.99891365,0.95970327,0.99980134,0.99844640,0.99415696
AVPEPUDEA0020_laura.wav,AVPEPUDEA0020,0.98608428,0.80575520,0.02541111,0.99340904,0.99599922
AVPEPUDEA0021_laura.wav,AVPEPUDEA0021,0.93220168,0.83964378,0.71453524,0.95863712,0.53814894
AVPEPUDEA0022_laura.wav,AVPEPUDEA0022,0.08593910,0.00038480,0.18806741,0.03915850,0.01416363
AVPEPUDEA0023_laura.wav,AVPEPUDEA0023,0.99998271,0.99999511,0.99934846,0.99659866,0.99999440
AVPEPUDEA0024_laura.wav,AVPEPUDEA0024,0.99999189,0.99996233,0.99999249,0.99991500,0.99999940
AVPEPUDEA0025_laura.wav,AVPEPUDEA0025,0.99977010,0.99992406,0.99999797,0.99999297,0.99996006
AVPEPUDEA0026_laura.wav,AVPEPUDEA0026,0.99768054,0.98614848,0.99770504,0.99984229,0.99982458
AVPEPUDEA0027_laura.wav,AVPEPUDEA0027,0.01666065,0.76616663,0.00098794,0.03488778,0.01199510
AVPEPUDEA0029_laura.wav,AVPEPUDEA0029,0.83418036,0.97484916,0.80978203,0.00041893,0.08667339
AVPEPUDEA0030_laura.wav,AVPEPUDEA0030,1.00000000,1.00000000,0.99999118,1.00000000,1.00000000
AVPEPUDEA0031_laura.wav,AVPEPUDEA0031,0.97835439,0.90105933,0.98952276,0.93917155,0.99768412
AVPEPUDEA0032_laura.wav,AVPEPUDEA0032,0.99896586,0.99998569,0.99995828,0.99951708,0.99992990
AVPEPUDEA0034_laura.wav,AVPEPUDEA0034,0.99987781,0.99938560,0.99996185,0.99541301,0.99971825
AVPEPUDEA0035_laura.wav,AVPEPUDEA0035,0.93065411,0.00001022,0.99674368,0.99962449,0.99955720
AVPEPUDEA0037_laura.wav,AVPEPUDEA0037,0.99806792,0.98320156,0.99985898,0.99987829,0.99846387
AVPEPUDEA0038_laura.wav,AVPEPUDEA0038,0.99943095,0.00698421,0.98650253,0.99982834,0.99987876
AVPEPUDEA0039_laura.wav,AVPEPUDEA0039,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
AVPEPUDEA0041_laura.wav,AVPEPUDEA0041,0.76348042,0.93523467,0.99025631,0.69609982,0.97817403
AVPEPUDEA0042_laura.wav,AVPEPUDEA0042,0.16833638,0.00931091,0.15885074,0.06656712,0.33872858
AVPEPUDEA0043_laura.wav,AVPEPUDEA0043,0.98615277,0.92542875,0.99998105,0.99999785,0.99915624
AVPEPUDEA0045_laura.wav,AVPEPUDEA0045,0.99875987,0.02302465,0.99993157,0.81609708,0.99949419
AVPEPUDEA0046_laura.wav,AVPEPUDEA0046,1.00000000,0.99999821,0.99999964,0.99999392,0.99999809
AVPEPUDEA0047_laura.wav,AVPEPUDEA0047,0.99988031,0.99996090,0.99987507,0.99666035,0.99989903
AVPEPUDEA0048_laura.wav,AVPEPUDEA0048,0.99594373,0.76393080,0.99541497,0.85117966,0.95266956
AVPEPUDEA0049_laura.wav,AVPEPUDEA0049,0.99965131,0.99999034,0.99999964,0.99974805,0.99999988
AVPEPUDEA0050_laura.wav,AVPEPUDEA0050,0.47641823,0.02321844,0.02892025,0.38492391,0.02139446
AVPEPUDEA0051_laura.wav,AVPEPUDEA0051,0.93343920,0.99999928,0.86990035,0.99998653,0.79735452
AVPEPUDEA0052_laura.wav,AVPEPUDEA0052,0.99046540,0.24149483,0.10713546,0.99982291,0.95469099
AVPEPUDEA0053_laura.wav,AVPEPUDEA0053,0.99999845,0.99999428,0.99777442,0.99988031,0.99982065
AVPEPUDEA0054_laura.wav,AVPEPUDEA0054,0.00000689,0.00000012,0.00000007,0.00000000,0.00000017
AVPEPUDEA0055_laura.wav,AVPEPUDEA0055,0.99915981,0.99950397,0.99937999,0.99886924,0.95998830
AVPEPUDEA0056_laura.wav,AVPEPUDEA0056,0.99944788,0.99999487,0.97504824,0.99987555,0.99959582
AVPEPUDEA0057_laura.wav,AVPEPUDEA0057,0.87730592,0.01431731,0.86736870,0.56270176,0.99154729
AVPEPUDEA0058_laura.wav,AVPEPUDEA0058,0.03048172,0.00498717,0.08062095,0.96742827,0.11827868
AVPEPUDEA0059_laura.wav,AVPEPUDEA0059,0.98243022,0.99997103,0.99980766,0.97484982,0.98125559
AVPEPUDEAC0001_loslibros.wav,AVPEPUDEAC0001,0.02946363,0.02152550,0.22908740,0.37934160,0.18893763
AVPEPUDEAC0003_loslibros.wav,AVPEPUDEAC0003,0.25322634,0.44793302,0.97980601,0.16452651,0.90567589
AVPEPUDEAC0004_loslibros.wav,AVPEPUDEAC0004,0.91704684,0.96713501,0.99847192,0.99013221,0.76187706
AVPEPUDEAC0005_loslibros.wav,AVPEPUDEAC0005,0.00493543,0.01485739,0.51280487,0.00575883,0.01787059
AVPEPUDEAC0006_loslibros.wav,AVPEPUDEAC0006,0.93676513,0.75225437,0.95400113,0.91437519,0.97105587
AVPEPUDEAC0007_loslibros.wav,AVPEPUDEAC0007,0.00507343,0.00014897,0.30604511,0.00026816,0.00018275
AVPEPUDEAC0008_loslibros.wav,AVPEPUDEAC0008,0.17327745,0.01395275,0.09002025,0.00947533,0.00383651
AVPEPUDEAC0010_loslibros.wav,AVPEPUDEAC0010,0.00000017,0.00000129,0.00001610,0.00002561,0.00000245
AVPEPUDEAC0011_loslibros.wav,AVPEPUDEAC0011,0.99835759,0.99966490,0.99721563,0.99976188,0.94359469
AVPEPUDEAC0012_loslibros.wav,AVPEPUDEAC0012,0.23250884,0.92813945,0.25166997,0.04897547,0.38157198
AVPEPUDEAC0013_loslibros.wav,AVPEPUDEAC0013,0.09458002,0.99996555,0.01674246,0.90009379,0.42307037
AVPEPUDEAC0014_loslibros.wav,AVPEPUDEAC0014,0.03385602,0.00095459,0.81458068,0.75266325,0.00177484
AVPEPUDEAC0015_loslibros.wav,AVPEPUDEAC0015,0.00124578,0.00050645,0.01986180,0.00000699,0.00003702
AVPEPUDEAC0016_loslibros.wav,AVPEPUDEAC0016,0.75238484,0.15247969,0.24010670,0.94712687,0.11284368
AVPEPUDEAC0017_loslibros.wav,AVPEPUDEAC0017,0.81167090,0.43024486,0.03397413,0.27784461,0.81215370
AVPEPUDEAC0018_loslibros.wav,AVPEPUDEAC0018,0.00007504,0.00010771,0.00026303,0.00044386,0.00000444
AVPEPUDEAC0019_loslibros.wav,AVPEPUDEAC0019,0.51165986,0.00007185,0.00003865,0.00007037,0.00359163
AVPEPUDEAC0020_loslibros.wav,AVPEPUDEAC0020,0.00606535,0.00006896,0.27433494,0.01595519,0.00020623
AVPEPUDEAC0021_loslibros.wav,AVPEPUDEAC0021,0.00466791,0.00000012,0.00085494,0.00003972,0.00761427
AVPEPUDEAC0022_loslibros.wav,AVPEPUDEAC0022,0.00980097,0.01897351,0.23095554,0.00246537,0.31294128
AVPEPUDEAC0023_loslibros.wav,AVPEPUDEAC0023,0.00801640,0.00003769,0.00624006,0.00023949,0.00000391
AVPEPUDEAC0024_loslibros.wav,AVPEPUDEAC0024,0.00662035,0.00358202,0.22828194,0.86861062,0.78736413
AVPEPUDEAC0025_loslibros.wav,AVPEPUDEAC0025,0.00008010,0.00010467,0.01588038,0.00221426,0.00457272
AVPEPUDEAC0026_loslibros.wav,AVPEPUDEAC0026,0.00087547,0.22391318,0.02617008,0.85648572,0.00390721
