clip,speaker,p_probe_rep0,p_probe_rep1,p_probe_rep2,p_probe_rep3,p_probe_rep4
conflict_Dem_030-1_2020.wav,Dementia30,0.00003989,0.28972369,0.05387853,0.08137645,0.03043334
conflict_Dem_030-1_37890.wav,Dementia30,0.05202256,0.98178333,0.74820036,0.98418450,0.39637303
conflict_Dem_033-0_2543.wav,Dementia33,0.13372456,0.16887413,0.13053623,0.01516119,0.06918346
conflict_Dem_033-2_2861.wav,Dementia33,0.77553856,0.04009649,0.93461460,0.92196751,0.03393698
conflict_Dem_033-3_290.wav,Dementia33,0.14054738,0.92498904,0.93160641,0.76971430,0.05203964
conflict_Dem_033-3_31062.wav,Dementia33,0.43861368,0.76840752,0.89986914,0.19850986,0.60632479
conflict_Dem_033-4_10719.wav,Dementia33,0.00278156,0.47708052,0.03305116,0.00221367,0.00014164
conflict_Dem_033-4_41376.wav,Dementia33,0.00727339,0.09440049,0.00209867,0.05377040,0.00250233
conflict_Dem_039-0_2456.wav,Dementia39,0.71842968,0.30766636,0.77787250,0.76421118,0.86495817
conflict_Dem_039-0_33062.wav,Dementia39,0.45354789,0.06375732,0.11977733,0.01199891,0.85705757
conflict_Dem_043-0_5095.wav,Dementia43,0.02293228,0.56220359,0.19092515,0.99248427,0.18282117
conflict_Dem_043-0_38959.wav,Dementia43,0.97236031,0.99984121,0.98090529,0.83481264,0.93164927
conflict_Dem_049-0_3811.wav,Dementia49,0.27478042,0.01242528,0.02107951,0.25355417,0.00005414
conflict_Dem_057-0_5565.wav,Dementia57,0.00567633,0.33337647,0.43422937,0.97599411,0.31142402
conflict_Dem_058-0_7315.wav,Dementia58,0.77077019,0.44780791,0.02515380,0.22812083,0.02678768
conflict_Dem_058-1_45600.wav,Dementia58,0.04955475,0.03830401,0.31268513,0.35944659,0.06858955
conflict_Dem_058-4_4619.wav,Dementia58,0.98546314,0.95564479,0.99259019,0.95820135,0.97989756
conflict_Dem_067-1_1996.wav,Dementia67,0.99175620,0.97870296,0.99090111,0.98320490,0.99863094
conflict_Dem_067-2_38997.wav,Dementia67,0.98854661,0.99946696,0.99981695,0.99192142,0.96498799
conflict_Dem_076-0_37244.wav,Dementia76,0.99962187,0.99748284,0.97500968,0.99017274,0.94838399
conflict_Dem_076-2_4304.wav,Dementia76,0.99599946,0.72200751,0.30216372,0.47426146,0.69764465
conflict_Dem_089-0_35974.wav,Dementia89,0.96447563,0.59145963,0.99121726,0.64590216,0.94425875
conflict_Dem_094-1_3944.wav,Dementia94,0.99942350,0.99922788,0.99995291,0.99992633,0.99844438
conflict_Dem_120-0_2632.wav,Dementia120,0.01136731,0.99214840,0.65969843,0.00430716,0.00592776
conflict_Dem_120-2_560.wav,Dementia120,0.79169720,0.64019477,0.95283717,0.64752936,0.87305915
conflict_Dem_157-1_5428.wav,Dementia157,0.99842823,0.99876249,0.99998486,0.99917054,0.99669278
conflict_Dem_157-1_37725.wav,Dementia157,0.91168988,0.32018813,0.98325193,0.97362888,0.99996483
conflict_Dem_157-1_72489.wav,Dementia157,0.99999571,0.99767715,0.99997938,0.99998951,0.99997854
conflict_Dem_157-1_106467.wav,Dementia157,0.99874735,0.99795192,0.87948143,0.98627102,0.99986768
conflict_Dem_172-1_4136.wav,Dementia172,0.00033998,0.00011820,0.00055696,0.00019633,0.00017577
conflict_Dem_172-3_290.wav,Dementia172,0.00296341,0.00012257,0.00462385,0.00268828,0.04190073
conflict_Dem_178-1_41524.wav,Dementia178,0.99366802,0.99655777,0.72377306,0.99518293,0.99929714
conflict_Dem_181-1_20393.wav,Dementia181,0.61637652,0.12149353,0.99969769,0.88958740,0.79082543
conflict_Dem_181-3_3835.wav,Dementia181,0.99990177,0.97072023,0.99988246,0.99942374,0.99998367
conflict_Dem_181-3_34728.wav,Dementia181,0.99865496,0.39787900,0.97753441,0.11133152,0.14805306
conflict_Dem_184-1_6665.wav,Dementia184,0.94783640,0.20737024,0.93414855,0.98824137,0.60828227
conflict_Dem_184-1_37607.wav,Dementia184,0.09077179,0.00201560,0.74417371,0.49875772,0.00903221
conflict_Dem_207-0_11767.wav,Dementia207,0.99999988,1.00000000,0.99999940,0.99993241,1.00000000
conflict_Dem_212-1_3814.wav,Dementia212,0.34089810,0.13181177,0.04496104,0.65115523,0.44543177
conflict_Dem_216-1_4942.wav,Dementia216,0.76013809,0.65572292,0.44970626,0.29482609,0.87587994
conflict_Dem_221-0_34574.wav,Dementia221,0.67918134,0.69446337,0.34121937,0.79063553,0.91642499
conflict_Dem_221-0_64706.wav,Dementia221,0.66915935,0.97512031,0.59845018,0.93799651,0.94444644
conflict_Dem_221-1_4497.wav,Dementia221,0.00440034,0.39446265,0.11433349,0.99024934,0.96202767
conflict_Dem_221-1_39698.wav,Dementia221,0.83908141,0.79231530,0.97824144,0.96409225,0.99101263
conflict_Dem_221-2_32438.wav,Dementia221,0.92437297,0.99067849,0.19590719,0.99955314,0.96455771
conflict_Dem_221-3_1812.wav,Dementia221,0.45216176,0.65466404,0.08679862,0.01286965,0.09302181
conflict_Dem_223-1_50032.wav,Dementia223,0.99994218,0.99851412,0.99999571,0.99998295,0.99991131
conflict_Dem_235-0_14264.wav,Dementia235,0.99724603,0.99981481,0.99967527,0.97628909,0.99999833
conflict_Dem_237-2_540.wav,Dementia237,0.99748319,0.99755293,0.98033571,0.51673794,0.99378067
conflict_Dem_247-0_66858.wav,Dementia247,0.99995387,0.72100228,0.96748155,0.97935355,0.90334296
conflict_Dem_257-2_6395.wav,Dementia257,0.99738222,0.95175576,0.96921980,0.99745280,0.99613959
conflict_Dem_270-0_2654.wav,Dementia270,0.00002441,0.32469249,0.02611784,0.07727095,0.04157394
conflict_Dem_270-2_4285.wav,Dementia270,0.88999277,0.99987090,0.99998760,0.99807394,0.99892753
conflict_Dem_282-0_4729.wav,Dementia282,0.00008737,0.00018280,0.00000777,0.00086427,0.00001705
conflict_Dem_282-1_4044.wav,Dementia282,0.00173198,0.02980610,0.02878228,0.23880045,0.87829953
conflict_Dem_282-2_8300.wav,Dementia282,0.00002231,0.00002496,0.00000467,0.00025361,0.00004594
conflict_Dem_291-1_3713.wav,Dementia291,0.84427601,0.99185538,0.99971241,0.99976593,0.99653292
conflict_Dem_291-2_7388.wav,Dementia291,0.77399826,0.90694439,0.99966478,0.87458235,0.99997997
conflict_Dem_329-0_68391.wav,Dementia329,0.95479530,0.99011773,0.47727287,0.62971574,0.35116792
conflict_Dem_342-1_320.wav,Dementia342,0.14088573,0.93244642,0.90815562,0.73425436,0.82765466
conflict_Dem_346-0_1921.wav,Dementia346,0.43111363,0.99848455,0.99696475,0.99833941,0.99244469
conflict_Dem_349-0_5627.wav,Dementia349,0.99998021,0.97909671,0.99744141,0.99106967,0.99997568
conflict_Dem_349-1_5632.wav,Dementia349,0.96072382,0.02116619,0.06471012,0.89353895,0.83896792
conflict_Dem_350-0_32781.wav,Dementia350,0.99885666,0.99965799,0.99997818,0.95806390,0.99863094
conflict_Dem_355-0_3543.wav,Dementia355,0.94902033,0.98726881,0.99821353,0.99304366,0.94975013
conflict_Dem_355-1_2694.wav,Dementia355,0.99735272,0.99970955,0.99821007,0.99809867,0.99090999
conflict_Dem_357-0_40046.wav,Dementia357,0.00031095,0.57697922,0.18906298,0.81023455,0.01022903
conflict_Dem_358-0_1290.wav,Dementia358,0.91764039,0.99827659,0.98807192,0.57746440,0.97381014
conflict_Dem_360-0_4872.wav,Dementia360,0.83840287,0.99883324,0.98706347,0.55596507,0.22583878
conflict_Dem_368-0_5232.wav,Dementia368,0.39878437,0.76561302,0.13327749,0.99399287,0.01820668
conflict_Dem_450-1_6771.wav,Dementia450,0.99999928,0.99999869,0.99937731,0.99998689,0.99972004
conflict_Dem_458-0_2681.wav,Dementia458,0.97925764,0.99823076,0.99889696,0.99662113,0.99631447
conflict_Dem_461-0_8662.wav,Dementia461,0.81374186,0.03830772,0.97190565,0.81956565,0.92237556
conflict_Dem_461-0_40779.wav,Dementia461,0.46870267,0.01996052,0.65242094,0.14959742,0.18311250
conflict_Dem_472-0_42516.wav,Dementia472,0.99375969,0.97191107,0.99995983,0.98570013,0.96066386
conflict_Dem_488-0_3463.wav,Dementia488,0.99996781,0.99979335,0.99994731,0.99937361,0.99999630
conflict_Dem_492-0_26825.wav,Dementia492,0.11424151,0.65946567,0.11004473,0.24062194,0.51936138
conflict_Dem_493-0_6150.wav,Dementia493,0.99982846,0.99990475,0.99999261,0.99983406,0.99867827
conflict_Dem_504-0_2260.wav,Dementia504,0.84085494,0.99185610,0.99999487,0.56120980,0.99990034
conflict_Dem_506-0_5443.wav,Dementia506,0.97768867,0.84358013,0.99909437,0.96664733,0.99992597
conflict_Dem_530-0_7771.wav,Dementia530,0.99999833,0.98444808,0.99953306,0.99999893,0.99999988
conflict_Dem_559-0_11027.wav,Dementia559,0.12495042,0.10807362,0.83712655,0.94190669,0.64434040
conflict_Dem_573-0_7395.wav,Dementia573,0.00025141,0.00001196,0.00108790,0.14373186,0.00006244
conflict_Dem_578-0_2913.wav,Dementia578,0.00074062,0.00027850,0.00364852,0.06670713,0.00004375
conflict_Dem_578-0_38520.wav,Dementia578,0.00470531,0.00450495,0.00445826,0.00479278,0.00000483
conflict_Dem_620-0_5500.wav,Dementia620,0.07134911,0.94553488,0.13022570,0.16914135,0.87773752
conflict_Dem_624-0_13811.wav,Dementia624,0.00110983,0.97916132,0.65762818,0.00398460,0.26083651
conflict_Dem_635-0_15048.wav,Dementia635,0.32703719,0.07626782,0.48178747,0.13664877,0.76427573
conflict_Dem_639-0_9189.wav,Dementia639,0.73685837,0.99497753,0.99091572,0.98478043,0.04809398
conflict_Dem_698-0_4222.wav,Dementia698,0.99789447,0.99988174,0.87321007,0.99848396,0.93121797
agreement_Con_002-1_3044.wav,Control2,0.70873088,0.10507621,0.91389662,0.56128889,0.00016113
agreement_Con_002-2_11623.wav,Control2,0.11175920,0.22035220,0.02079254,0.04950511,0.09313074
agreement_Con_002-3_12270.wav,Control2,0.72988462,0.98927081,0.98793042,0.16482612,0.99640757
agreement_Con_002-3_50179.wav,Control2,0.99327785,0.99838042,0.97580916,0.79551524,0.00671073
agreement_Con_006-4_37223.wav,Control6,0.22182967,0.60438776,0.56990707,0.58935326,0.63424975
agreement_Con_013-0_6039.wav,Control13,0.18964857,0.00173819,0.02067500,0.00190995,0.03496938
agreement_Con_013-2_3373.wav,Control13,0.00020988,0.01340359,0.07383749,0.05151412,0.00980909
agreement_Con_013-3_5680.wav,Control13,0.00001497,0.00073234,0.00005632,0.03977628,0.00193718
agreement_Con_013-4_8853.wav,Control13,0.00011682,0.00105961,0.00000597,0.00987881,0.00093502
agreement_Con_015-0_2695.wav,Control15,0.00113911,0.00015981,0.00000061,0.00002105,0.00018742
agreement_Con_015-2_49054.wav,Control15,0.00016797,0.00177130,0.00021560,0.00016611,0.00055088
agreement_Con_017-4_41988.wav,Control17,0.01664992,0.99746680,0.01471516,0.82391107,0.02325983
agreement_Con_022-0_6924.wav,Control22,0.04959572,0.74779773,0.72893536,0.03779566,0.99111748
agreement_Con_022-2_4290.wav,Control22,0.34979421,0.62494814,0.24489403,0.90288585,0.30004790
agreement_Con_028-1_5398.wav,Control28,0.00544835,0.00070626,0.00590615,0.00020230,0.15523645
agreement_Con_028-4_8667.wav,Control28,0.00093786,0.00074945,0.07400535,0.00006399,0.03437192
agreement_Con_034-2_4839.wav,Control34,0.94289875,0.98424560,0.95268297,0.30901951,0.01421933
agreement_Con_034-3_4119.wav,Control34,0.90179259,0.63436103,0.08624133,0.48177552,0.88893294
agreement_Con_042-1_5846.wav,Control42,0.00120076,0.17746063,0.00048510,0.00516265,0.02594462
agreement_Con_042-3_2720.wav,Control42,0.00271751,0.00095562,0.00004259,0.11623867,0.00023124
agreement_Con_042-4_510.wav,Control42,0.00102615,0.23718797,0.02783372,0.87208372,0.47130939
agreement_Con_045-2_5070.wav,Control45,0.12262464,0.00247068,0.00226725,0.00056455,0.08231989
agreement_Con_054-0_3830.wav,Control54,0.05541702,0.03208329,0.69649476,0.00346906,0.02168734
agreement_Con_056-0_4235.wav,Control56,0.00680836,0.56549013,0.00055355,0.11708607,0.74412107
agreement_Con_056-3_4315.wav,Control56,0.03889156,0.09935123,0.00267391,0.05068891,0.00528033
agreement_Con_059-3_170.wav,Control59,0.99974972,0.99949157,0.99995804,0.98742050,0.98693651
agreement_Con_071-2_340.wav,Control71,0.51310515,0.99062073,0.89183271,0.32441336,0.56461674
agreement_Con_071-3_2133.wav,Control71,0.00397323,0.01604254,0.14432183,0.00299372,0.15140851
agreement_Con_073-1_5065.wav,Control73,0.98424327,0.50661659,0.98131424,0.41624653,0.97590011
agreement_Con_086-0_71155.wav,Control86,0.96134818,0.07309791,0.66129375,0.89177585,0.97973013
agreement_Con_086-2_4188.wav,Control86,0.01877142,0.02625723,0.00149691,0.05044469,0.03274329
agreement_Con_086-4_34979.wav,Control86,0.94131154,0.74999523,0.93731213,0.63930649,0.94466031
agreement_Con_092-0_7255.wav,Control92,0.15292752,0.08934607,0.01891056,0.18911302,0.05910892
agreement_Con_093-0_6739.wav,Control93,0.17935671,0.02707470,0.16071284,0.03496988,0.01296115
agreement_Con_096-2_510.wav,Control96,0.53940684,0.99429423,0.99111629,0.06377798,0.35410455
agreement_Con_105-0_2779.wav,Control105,0.63534194,0.06434838,0.60873759,0.70256114,0.06532999
agreement_Con_105-1_12019.wav,Control105,0.03035899,0.10534169,0.16383062,0.01516106,0.11194191
agreement_Con_105-2_3372.wav,Control105,0.89987105,0.99992025,0.99984884,0.97999394,0.99911410
agreement_Con_109-1_4336.wav,Control109,0.89312190,0.35919988,0.90045005,0.89679897,0.66365653
agreement_Con_109-3_4932.wav,Control109,0.00008720,0.00054637,0.02004817,0.00105763,0.01224878
agreement_Con_113-0_7053.wav,Control113,0.00193574,0.00000356,0.00057435,0.00009298,0.00071121
agreement_Con_113-2_6076.wav,Control113,0.00103545,0.00000025,0.00004706,0.00000995,0.00000484
agreement_Con_113-3_8288.wav,Control113,0.42248496,0.93939346,0.99779570,0.99907553,0.89582610
agreement_Con_114-1_5893.wav,Control114,0.00704460,0.01094622,0.00261868,0.00077754,0.00139076
agreement_Con_118-0_4796.wav,Control118,0.74923211,0.03890832,0.60663819,0.85091984,0.93403453
agreement_Con_118-1_6475.wav,Control118,0.00016122,0.00251321,0.00010654,0.01054063,0.00061320
agreement_Con_118-2_4554.wav,Control118,0.00019867,0.00155361,0.00015404,0.00038370,0.00071143
agreement_Con_118-4_6655.wav,Control118,0.05451626,0.01910171,0.04012641,0.98266798,0.91936731
agreement_Con_121-0_1850.wav,Control121,0.99984086,0.69624269,0.99989188,0.99957031,0.04929097
agreement_Con_121-3_7712.wav,Control121,0.51306629,0.21187578,0.16341978,0.00386889,0.01185783
agreement_Con_121-3_42714.wav,Control121,0.83381200,0.95399731,0.43848759,0.21839146,0.00844093
agreement_Con_124-0_4246.wav,Control124,0.00365736,0.01775320,0.02565789,0.06204562,0.00069405
agreement_Con_124-1_2407.wav,Control124,0.49556938,0.00982867,0.30023196,0.00271400,0.00048410
agreement_Con_128-1_4025.wav,Control128,0.03606128,0.00000941,0.02508971,0.00169129,0.04935478
agreement_Con_128-1_34057.wav,Control128,0.18118466,0.07579958,0.09046803,0.12019893,0.00055190
agreement_Con_128-2_600.wav,Control128,0.96595788,0.04104199,0.00087834,0.46192530,0.03697564
agreement_Con_128-2_65196.wav,Control128,0.01272524,0.02114150,0.00183081,0.28875938,0.03520209
agreement_Con_128-2_98853.wav,Control128,0.00009367,0.06927381,0.00097137,0.00623702,0.00008619
agreement_Con_128-3_67278.wav,Control128,0.01726263,0.03154264,0.03067100,0.11580947,0.20631084
agreement_Con_128-3_99009.wav,Control128,0.09688755,0.01257513,0.00001273,0.00319454,0.00054539
agreement_Con_128-3_133648.wav,Control128,0.99599212,0.88153923,0.20406175,0.35170218,0.99415934
agreement_Con_132-0_3652.wav,Control132,0.00917076,0.52962440,0.00358502,0.49915802,0.00062466
agreement_Con_137-0_9369.wav,Control137,0.23435767,0.00482930,0.15180179,0.97809529,0.76510811
agreement_Con_137-2_140.wav,Control137,0.31213024,0.03013076,0.06291754,0.51512074,0.78983033
agreement_Con_138-1_3792.wav,Control138,0.35601059,0.11103784,0.24344121,0.09764127,0.04239013
agreement_Con_139-0_4376.wav,Control139,0.00001660,0.00222476,0.00076575,0.00037641,0.00001475
agreement_Con_139-1_4164.wav,Control139,0.00009486,0.02338318,0.00022730,0.00009389,0.00000158
agreement_Con_140-3_12248.wav,Control140,0.00060803,0.00374112,0.04557684,0.04555467,0.23408547
agreement_Con_141-2_2551.wav,Control141,0.00072683,0.00005832,0.00780589,0.00033472,0.00007261
agreement_Con_142-0_9398.wav,Control142,0.30038434,0.01861994,0.00103915,0.05783333,0.00339119
agreement_Con_142-1_8331.wav,Control142,0.44250441,0.00031435,0.00499096,0.00079367,0.00018127
agreement_Con_145-3_7488.wav,Control145,0.02586729,0.00338836,0.06809303,0.00150313,0.01796257
agreement_Con_150-1_5476.wav,Control150,0.67747784,0.78423166,0.95238674,0.76294154,0.13183074
agreement_Con_150-2_4727.wav,Control150,0.07386900,0.00196362,0.27798945,0.04531754,0.01045159
agreement_Con_150-2_35487.wav,Control150,0.35270330,0.60261953,0.86278933,0.53399318,0.11609304
agreement_Con_158-0_950.wav,Control158,0.44366330,0.94044209,0.08790451,0.52180088,0.02230820
agreement_Con_166-1_1250.wav,Control166,0.00225513,0.00070072,0.00000493,0.00009397,0.00052582
agreement_Con_166-2_3665.wav,Control166,0.00613580,0.04266291,0.50616825,0.00058095,0.00648829
agreement_Con_167-1_1550.wav,Control167,0.00749565,0.02498921,0.00178890,0.00022474,0.00114537
agreement_Con_167-3_7936.wav,Control167,0.99477369,0.98124415,0.99405426,0.57304978,0.95055842
agreement_Con_172-0_4567.wav,Control172,0.57521164,0.63917369,0.06151555,0.72804385,0.87666553
agreement_Con_175-0_1772.wav,Control175,0.00001041,0.00003591,0.00002410,0.00005421,0.00001482
agreement_Con_175-1_500.wav,Control175,0.00260754,0.00414424,0.00100649,0.23949693,0.02485147
agreement_Con_175-1_34456.wav,Control175,0.00222712,0.30287555,0.10917388,0.05667662,0.02047432
agreement_Con_175-2_6669.wav,Control175,0.00657625,0.01677649,0.55248636,0.22162943,0.04951865
agreement_Con_182-3_8522.wav,Control182,0.01788495,0.81805331,0.95806992,0.96047521,0.55443156
agreement_Con_196-0_6136.wav,Control196,0.02460175,0.00168202,0.05150163,0.01734232,0.06652170
agreement_Con_196-1_4236.wav,Control196,0.01135733,0.59407294,0.03193028,0.25701335,0.18663245
agreement_Con_208-2_3373.wav,Control208,0.00029223,0.00354519,0.00307143,0.00025594,0.00020230
agreement_Con_208-2_36676.wav,Control208,0.00171827,0.00052498,0.00007525,0.00043406,0.00005049
agreement_Con_209-1_4071.wav,Control209,0.00064199,0.01344833,0.01187521,0.24131568,0.00227512
agreement_Con_210-1_5066.wav,Control210,0.00028802,0.00174173,0.03697920,0.01722327,0.04355323
agreement_Con_210-2_10174.wav,Control210,0.01306333,0.88613045,0.91450930,0.87092805,0.98988909
agreement_Con_210-2_43382.wav,Control210,0.04078171,0.64306450,0.82148111,0.83508897,0.99050272
agreement_Con_211-1_8015.wav,Control211,0.31951556,0.42509198,0.20173654,0.99056762,0.01725067
agreement_Con_211-1_38612.wav,Control211,0.99958259,0.89609462,0.99920839,0.98062551,0.97527766
agreement_Con_225-0_42326.wav,Control225,0.95972335,0.99877483,0.99941969,0.89793015,0.99692291
agreement_Con_225-0_81579.wav,Control225,0.82653111,0.77582675,0.71433043,0.40532643,0.18385600
agreement_Con_225-2_3634.wav,Control225,0.00598106,0.00349185,0.00167679,0.28055206,0.00109104
agreement_Con_232-0_7964.wav,Control232,0.99584818,0.68841612,0.45383587,0.31189609,0.39022607
agreement_Con_232-1_5114.wav,Control232,0.00791944,0.00112857,0.00019137,0.00069536,0.00587936
agreement_Con_232-1_37474.wav,Control232,0.00061214,0.06509173,0.34204653,0.00183279,0.00355839
agreement_Con_242-2_1480.wav,Control242,0.00024549,0.99402148,0.00008697,0.17467493,0.99320269
agreement_Con_243-0_2930.wav,Control243,0.78430003,0.31574136,0.12239873,0.84183651,0.94771379
agreement_Con_243-0_33988.wav,Control243,0.01591909,0.00466752,0.03730977,0.74067670,0.01134224
agreement_Con_243-1_7000.wav,Control243,0.00069957,0.00004255,0.00446067,0.00014736,0.01951963
agreement_Con_243-1_38361.wav,Control243,0.30536440,0.00030918,0.19015589,0.05712526,0.08618426
agreement_Con_245-1_1750.wav,Control245,0.12741740,0.06794890,0.79524231,0.93387192,0.98957378
agreement_Con_248-1_38618.wav,Control248,0.65754712,0.84307700,0.83811355,0.71186537,0.79588097
agreement_Con_248-2_500.wav,Control248,0.99361789,0.94402605,0.99934894,0.82351613,0.94652146
agreement_Con_255-0_610.wav,Control255,0.61534804,0.99955040,0.99396932,0.99764901,0.97552198
agreement_Con_256-2_3945.wav,Control256,0.29756328,0.99571556,0.74506825,0.41481516,0.91533464
agreement_Con_266-0_3593.wav,Control266,0.05249059,0.00085014,0.00427069,0.00018186,0.00026126
agreement_Con_266-1_5687.wav,Control266,0.00367980,0.00030003,0.01876064,0.00486441,0.00745941
agreement_Con_266-2_1630.wav,Control266,0.24758933,0.66255951,0.93526042,0.73414671,0.49745208
agreement_Con_267-2_7645.wav,Control267,0.00005690,0.00011450,0.00003020,0.00009049,0.00000574
agreement_Con_274-0_4046.wav,Control274,0.07499035,0.01548846,0.06512730,0.00120527,0.18738265
agreement_Con_275-0_14059.wav,Control275,0.00177847,0.00002982,0.01761312,0.04368164,0.02618461
agreement_Con_280-0_3251.wav,Control280,0.30655649,0.00141015,0.11217843,0.42438695,0.07567019
agreement_Con_292-1_3433.wav,Control292,0.00002232,0.00000608,0.00005191,0.00000173,0.00098257
