clip,speaker,p_probe_rep0,p_probe_rep1,p_probe_rep2,p_probe_rep3,p_probe_rep4
AVPEPUDEAC0022_readtext.wav,AVPEPUDEAC0022,0.06783531,0.53588420,0.05727243,0.56415379,0.96780908
AVPEPUDEAC0023_readtext.wav,AVPEPUDEAC0023,0.00000190,0.00000005,0.00003521,0.00005086,0.00290021
AVPEPUDEAC0024_readtext.wav,AVPEPUDEAC0024,0.00071913,0.04840419,0.57712978,0.00692968,0.61335200
AVPEPUDEAC0025_readtext.wav,AVPEPUDEAC0025,0.01245453,0.00016522,0.00036533,0.00073405,0.19465606
AVPEPUDEAC0026_readtext.wav,AVPEPUDEAC0026,0.01865928,0.01271662,0.06714290,0.99972433,0.99704903
AVPEPUDEAC0027_readtext.wav,AVPEPUDEAC0027,0.99979991,0.01736617,0.95041025,0.74412996,0.99963129
AVPEPUDEAC0028_readtext.wav,AVPEPUDEAC0028,0.99999237,0.99999988,1.00000000,0.99999964,0.99995148
AVPEPUDEAC0029_readtext.wav,AVPEPUDEAC0029,0.00040229,0.00000001,0.00006081,0.00692004,0.02167156
AVPEPUDEAC0030_readtext.wav,AVPEPUDEAC0030,0.00003796,0.00000028,0.14195500,0.00147611,0.00077351
AVPEPUDEAC0031_readtext.wav,AVPEPUDEAC0031,0.01132303,0.00107134,0.00002325,0.51275426,0.01696717
AVPEPUDEAC0033_readtext.wav,AVPEPUDEAC0033,0.00384484,0.00003619,0.00101109,0.00251308,0.00064141
AVPEPUDEAC0034_readtext.wav,AVPEPUDEAC0034,0.00019999,0.00666578,0.00006783,0.00004164,0.00050159
AVPEPUDEAC0035_readtext.wav,AVPEPUDEAC0035,0.00000408,0.00000000,0.00000001,0.00000005,0.00003931
AVPEPUDEAC0037_readtext.wav,AVPEPUDEAC0037,0.00414362,0.00431213,0.00000477,0.00015522,0.00012051
AVPEPUDEAC0039_readtext.wav,AVPEPUDEAC0039,0.00173653,0.00086188,0.00661405,0.04746015,0.00560030
AVPEPUDEAC0040_readtext.wav,AVPEPUDEAC0040,0.00000191,0.00001651,0.00000322,0.00000041,0.00000018
AVPEPUDEAC0041_readtext.wav,AVPEPUDEAC0041,0.00463548,0.00000000,0.00000082,0.00081285,0.00026538
AVPEPUDEAC0042_readtext.wav,AVPEPUDEAC0042,0.00000576,0.00000004,0.00000000,0.00000796,0.00000844
AVPEPUDEAC0043_readtext.wav,AVPEPUDEAC0043,0.00060164,0.00684754,0.00044307,0.00002298,0.00003832
AVPEPUDEAC0044_readtext.wav,AVPEPUDEAC0044,0.00000000,0.00000015,0.00015215,0.00002833,0.00000233
AVPEPUDEAC0045_readtext.wav,AVPEPUDEAC0045,0.00000000,0.00000002,0.00000001,0.00000001,0.00000083
AVPEPUDEAC0046_readtext.wav,AVPEPUDEAC0046,0.00006721,0.00001166,0.00000345,0.00002705,0.00001379
AVPEPUDEAC0047_readtext.wav,AVPEPUDEAC0047,0.00054963,0.00007643,0.00377609,0.00001689,0.00028169
AVPEPUDEAC0048_readtext.wav,AVPEPUDEAC0048,0.00001048,0.00000074,0.00000004,0.00000001,0.00000000
AVPEPUDEAC0049_readtext.wav,AVPEPUDEAC0049,0.00000019,0.00000000,0.00000436,0.00000011,0.00000047
AVPEPUDEAC0050_readtext.wav,AVPEPUDEAC0050,0.00050175,0.00000141,0.00000026,0.00055034,0.00000002
AVPEPUDEAC0051_readtext.wav,AVPEPUDEAC0051,0.01838036,0.00001794,0.00018769,0.00402335,0.40783963
AVPEPUDEAC0052_readtext.wav,AVPEPUDEAC0052,0.22960697,0.06904234,0.00116386,0.00014863,0.09346656
AVPEPUDEAC0053_readtext.wav,AVPEPUDEAC0053,0.00000340,0.00008380,0.00912838,0.00003201,0.00000628
AVPEPUDEAC0054_readtext.wav,AVPEPUDEAC0054,0.00000000,0.00000042,0.00000000,0.00000097,0.00000000
AVPEPUDEAC0057_readtext.wav,AVPEPUDEAC0057,0.00000007,0.00000012,0.00000000,0.00000008,0.00000024
AVPEPUDEA0001_readtext.wav,AVPEPUDEA0001,0.99996686,0.99999559,0.99322224,0.99780005,0.99999237
AVPEPUDEA0002readtext.wav,AVPEPUDEA0002,0.99999797,1.00000000,0.99999404,0.99999321,1.00000000
AVPEPUDEA0003_readtext.wav,AVPEPUDEA0003,1.00000000,1.00000000,0.99999964,0.99999952,0.99998355
AVPEPUDEA0005_readtext.wav,AVPEPUDEA0005,1.00000000,1.00000000,0.99999940,1.00000000,1.00000000
AVPEPUDEA0006_readtext.wav,AVPEPUDEA0006,0.99786961,0.99999893,0.99998760,0.99999988,0.99927872
AVPEPUDEA0007_readtext.wav,AVPEPUDEA0007,0.99996912,0.99743134,0.99999714,0.99999893,0.99999988
AVPEPUDEA0008_readtext.wav,AVPEPUDEA0008,0.99958545,0.13738661,0.10035605,0.04324564,0.94674486
AVPEPUDEA0009_readtext.wav,AVPEPUDEA0009,0.99999225,1.00000000,0.83947831,1.00000000,0.99993289
AVPEPUDEA0010_readtext.wav,AVPEPUDEA0010,0.99998510,0.99992025,0.46287012,0.99510562,0.99355584
AVPEPUDEA0011_readtext.wav,AVPEPUDEA0011,0.00703264,0.01608932,0.00032847,0.00026468,0.00000391
AVPEPUDEA0013_readtext.wav,AVPEPUDEA0013,0.99968588,0.13933082,0.99871671,0.99567860,0.19385555
AVPEPUDEA0014_readtext.wav,AVPEPUDEA0014,0.99998319,1.00000000,0.99999654,1.00000000,0.99999928
AVPEPUDEA0015_readtext.wav,AVPEPUDEA0015,0.99825484,0.97116232,0.96640176,0.99953926,0.99984574
AVPEPUDEA0016_readtext.wav,AVPEPUDEA0016,0.99999952,1.00000000,0.99999082,0.99999988,0.99999988
AVPEPUDEA0017_readtext.wav,AVPEPUDEA0017,0.99998772,0.99999154,0.99999750,1.00000000,0.99997747
AVPEPUDEA0020_readtext.wav,AVPEPUDEA0020,0.99999678,0.99989438,0.99876332,0.99999976,0.99999988
AVPEPUDEA0021_readtext.wav,AVPEPUDEA0021,0.99371946,0.99393928,0.76507455,0.97977293,0.99361515
AVPEPUDEA0022_readtext.wav,AVPEPUDEA0022,0.55043679,0.00847894,0.01070074,0.99882811,0.01930239
AVPEPUDEA0023_readtext.wav,AVPEPUDEA0023,0.00806187,0.00001037,0.00657631,0.00002636,0.03138423
AVPEPUDEA0024_readtext.wav,AVPEPUDEA0024,1.00000000,1.00000000,1.00000000,0.99999750,0.99993622
AVPEPUDEA0025_readtext.wav,AVPEPUDEA0025,0.99360716,0.99858701,0.99461234,0.99995005,0.99998784
AVPEPUDEA0026_readtext.wav,AVPEPUDEA0026,0.90958327,0.00312663,0.52386951,0.00015149,0.99728930
AVPEPUDEA0027_readtext.wav,AVPEPUDEA0027,0.02239103,0.58936054,0.00061480,0.00036472,0.00209227
AVPEPUDEA0029_readtext.wav,AVPEPUDEA0029,0.84648919,0.99978763,0.34990260,0.96762431,0.99552250
AVPEPUDEA0030_readtext.wav,AVPEPUDEA0030,1.00000000,0.99999976,1.00000000,0.99999976,0.99999964
AVPEPUDEA0031_readtext.wav,AVPEPUDEA0031,0.98387927,0.07864029,0.84645432,0.09474844,0.99347043
AVPEPUDEA0032_readtext.wav,AVPEPUDEA0032,0.99998736,0.99996221,0.99992466,0.99474031,0.99997377
AVPEPUDEA0034_readtext.wav,AVPEPUDEA0034,0.83591729,0.00659125,0.79215503,0.99993491,0.45299134
AVPEPUDEA0035_readtext.wav,AVPEPUDEA0035,0.97970772,0.99871957,0.24482758,0.72621953,0.71135426
AVPEPUDEA0037_readtext.wav,AVPEPUDEA0037,0.80643517,0.22433122,0.00000639,0.24571733,0.01128990
AVPEPUDEA0038_readtext.wav,AVPEPUDEA0038,0.05265256,0.05042122,0.00102388,0.78754854,0.00006613
AVPEPUDEA0039_readtext.wav,AVPEPUDEA0039,0.99988604,0.99998677,0.99999702,0.99999952,1.00000000
AVPEPUDEA0041_readtext.wav,AVPEPUDEA0041,0.99967635,0.95883393,0.99348748,0.98635823,0.35099325
AVPEPUDEA0042_readtext.wav,AVPEPUDEA0042,0.82283938,0.03531761,0.99219316,0.74137199,0.65457785
AVPEPUDEA0043_readtext.wav,AVPEPUDEA0043,0.99999988,0.99979538,0.99999642,1.00000000,0.99999917
AVPEPUDEA0045_readtext.wav,AVPEPUDEA0045,0.99988782,0.99992371,0.99988782,1.00000000,0.99973923
AVPEPUDEA0046_readtext.wav,AVPEPUDEA0046,1.00000000,1.00000000,0.99999309,1.00000000,0.99998796
AVPEPUDEA0047_readtext.wav,AVPEPUDEA0047,0.99998832,0.99997830,0.99999654,0.99983501,1.00000000
AVPEPUDEA0048_readtext.wav,AVPEPUDEA0048,0.99967837,0.99985850,0.99842596,0.99678373,0.99201232
AVPEPUDEA0049_readtext.wav,AVPEPUDEA0049,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
AVPEPUDEA0050_readtext.wav,AVPEPUDEA0050,0.72853369,0.04061396,0.99970430,0.97532392,0.99286807
AVPEPUDEA0051_readtext.wav,AVPEPUDEA0051,0.99996853,0.99999011,0.99999630,0.99989665,0.99981529
AVPEPUDEA0052_readtext.wav,AVPEPUDEA0052,0.99999845,0.99839514,0.99392784,0.96091884,0.99980205
AVPEPUDEA0053_readtext.wav,AVPEPUDEA0053,0.99999917,0.01230765,0.97398448,0.99889129,0.99998951
AVPEPUDEA0054_readtext.wav,AVPEPUDEA0054,0.00000096,0.00000000,0.00000000,0.00000000,0.00000001
AVPEPUDEA0055_readtext.wav,AVPEPUDEA0055,0.99998224,0.99994195,0.99999857,0.99999797,0.99998939
AVPEPUDEA0056_readtext.wav,AVPEPUDEA0056,0.99770844,0.99999034,0.98241800,0.99999988,0.99837315
AVPEPUDEA0057_readtext.wav,AVPEPUDEA0057,0.99994147,0.99993527,0.99996936,0.99999893,0.99996376
AVPEPUDEA0058_readtext.wav,AVPEPUDEA0058,0.04345574,0.26269677,0.01259176,0.37772352,0.18539083
AVPEPUDEA0059_readtext.wav,AVPEPUDEA0059,0.99687707,0.99989259,0.99854761,0.99999940,0.99859506
AVPEPUDEAC0001_laura.wav,AVPEPUDEAC0001,0.03109054,0.08169759,0.07028621,0.10740662,0.06167644
AVPEPUDEAC0003_laura.wav,AVPEPUDEAC0003,0.99931705,0.25069228,0.99999368,0.99037242,0.96858436
AVPEPUDEAC0004_laura.wav,AVPEPUDEAC0004,0.99295926,0.23106165,0.89770317,0.99895823,0.81369430
AVPEPUDEAC0005_laura.wav,AVPEPUDEAC0005,0.05192454,0.23738961,0.21560523,0.53657347,0.89199793
AVPEPUDEAC0006_laura.wav,AVPEPUDEAC0006,0.13681135,0.75257629,0.15890020,0.25008342,0.14492652
AVPEPUDEAC0007_laura.wav,AVPEPUDEAC0007,0.00711023,0.00002687,0.48670527,0.00220928,0.59828252
AVPEPUDEAC0008_laura.wav,AVPEPUDEAC0008,0.99975532,0.99391079,0.99997723,0.98276353,0.82712907
AVPEPUDEAC0010_laura.wav,AVPEPUDEAC0010,0.02251138,0.02715298,0.55892551,0.08809588,0.03898030
AVPEPUDEAC0011_laura.wav,AVPEPUDEAC0011,0.95658243,0.99705040,0.99047601,0.91356862,0.83927011
AVPEPUDEAC0012_laura.wav,AVPEPUDEAC0012,0.00510296,0.00285046,0.01465841,0.00087679,0.00002994
AVPEPUDEAC0013_laura.wav,AVPEPUDEAC0013,0.13290824,0.44948480,0.44993925,0.98610944,0.82250881
AVPEPUDEAC0014_laura.wav,AVPEPUDEAC0014,0.06464921,0.48043844,0.00851136,0.16123931,0.00009189
AVPEPUDEAC0015_laura.wav,AVPEPUDEAC0015,0.00182222,0.00422518,0.04191556,0.00002138,0.01530068
AVPEPUDEAC0016_laura.wav,AVPEPUDEAC0016,0.02637593,0.00099476,0.00090881,0.38188580,0.00158820
AVPEPUDEAC0017_laura.wav,AVPEPUDEAC0017,0.34748164,0.20194806,0.28278625,0.64580995,0.01387128
AVPEPUDEAC0018_laura.wav,AVPEPUDEAC0018,0.01032073,0.33898604,0.11930306,0.09802914,0.00217510
AVPEPUDEAC0019_laura.wav,AVPEPUDEAC0019,0.00046344,0.00000129,0.00000131,0.00000831,0.00722554
AVPEPUDEAC0020_laura.wav,AVPEPUDEAC0020,0.00385402,0.00000173,0.00968786,0.00047193,0.00018216
AVPEPUDEAC0021_laura.wav,AVPEPUDEAC0021,0.00187170,0.00135302,0.13085182,0.04160117,0.03992227
AVPEPUDEAC0022_laura.wav,AVPEPUDEAC0022,0.41405737,0.99688101,0.89422154,0.15644391,0.00916731
AVPEPUDEAC0023_laura.wav,AVPEPUDEAC0023,0.00002033,0.00001058,0.01110757,0.00045034,0.00008755
AVPEPUDEAC0024_laura.wav,AVPEPUDEAC0024,0.48484769,0.06946433,0.69302022,0.12195532,0.63589251
AVPEPUDEAC0025_laura.wav,AVPEPUDEAC0025,0.12926237,0.00029745,0.01703647,0.00108948,0.00019885
AVPEPUDEAC0026_laura.wav,AVPEPUDEAC0026,0.00002121,0.00059298,0.00498999,0.91592526,0.86800599
AVPEPUDEAC0027_laura.wav,AVPEPUDEAC0027,0.03570545,0.01214135,0.00011982,0.05602328,0.03899079
AVPEPUDEAC0028_laura.wav,AVPEPUDEAC0028,0.99786454,0.99931943,0.99979812,0.99999237,0.99937600
AVPEPUDEAC0029_laura.wav,AVPEPUDEAC0029,0.00024708,0.02254324,0.00155274,0.00610583,0.02297075
AVPEPUDEAC0030_laura.wav,AVPEPUDEAC0030,0.01350395,0.00040364,0.00000635,0.00000133,0.00080204
AVPEPUDEAC0031_laura.wav,AVPEPUDEAC0031,0.00001143,0.01228858,0.09594786,0.00007709,0.00000001
AVPEPUDEAC0033_laura.wav,AVPEPUDEAC0033,0.00001139,0.00000197,0.00001329,0.00005590,0.00013740
AVPEPUDEAC0034_laura.wav,AVPEPUDEAC0034,0.00000165,0.00000261,0.00000006,0.00000478,0.00027509
AVPEPUDEAC0035_laura.wav,AVPEPUDEAC0035,0.00000001,0.00000000,0.00000231,0.00000129,0.00000329
AVPEPUDEAC0037_laura.wav,AVPEPUDEAC0037,0.14292581,0.19741772,0.12532926,0.00027411,0.00615636
AVPEPUDEAC0039_laura.wav,AVPEPUDEAC0039,0.00022800,0.00021095,0.00029251,0.00155129,0.00026012
AVPEPUDEAC0040_laura.wav,AVPEPUDEAC0040,0.00000767,0.00002358,0.00000020,0.00000259,0.00001922
AVPEPUDEAC0041_laura.wav,AVPEPUDEAC0041,0.00447374,0.00002356,0.00005417,0.00003614,0.00037882
AVPEPUDEAC0042_laura.wav,AVPEPUDEAC0042,0.00003677,0.00000052,0.00000003,0.00001016,0.00000114
AVPEPUDEAC0043_laura.wav,AVPEPUDEAC0043,0.00036795,0.02188696,0.00016281,0.00002606,0.00002496
AVPEPUDEAC0044_laura.wav,AVPEPUDEAC0044,0.00000217,0.00088269,0.00034759,0.00019595,0.00002145
AVPEPUDEAC0045_laura.wav,AVPEPUDEAC0045,0.00000172,0.00000001,0.00000001,0.00001080,0.00000211
AVPEPUDEAC0046_laura.wav,AVPEPUDEAC0046,0.05134927,0.00001669,0.00001429,0.04588069,0.32702777
AVPEPUDEAC0047_laura.wav,AVPEPUDEAC0047,0.00105739,0.58707392,0.13335313,0.00022547,0.00035610
AVPEPUDEAC0048_laura.wav,AVPEPUDEAC0048,0.00002197,0.00000017,0.00000006,0.00000054,0.00000016
AVPEPUDEAC0049_laura.wav,AVPEPUDEAC0049,0.00000002,0.00000019,0.00000042,0.00000004,0.00000000
AVPEPUDEAC0050_laura.wav,AVPEPUDEAC0050,0.00242336,0.00019262,0.00393621,0.00116432,0.00020993
AVPEPUDEAC0051_laura.wav,AVPEPUDEAC0051,0.00197180,0.01369907,0.00082193,0.00626157,0.00253517
AVPEPUDEAC0052_laura.wav,AVPEPUDEAC0052,0.02976871,0.00413686,0.14953172,0.00002489,0.00717049
AVPEPUDEAC0053_laura.wav,AVPEPUDEAC0053,0.00008278,0.17984043,0.02548818,0.00010672,0.00003517
AVPEPUDEAC0054_laura.wav,AVPEPUDEAC0054,0.00000000,0.00000025,0.00000000,0.00000008,0.00000000
AVPEPUDEAC0057_laura.wav,AVPEPUDEAC0057,0.00000598,0.00000042,0.00000008,0.00000234,0.00000111
AVPEPUDEA0001_laura.wav,AVPEPUDEA0001,0.17275497,0.86284232,0.62106752,0.90689695,0.73015428
AVPEPUDEA0002_laura.wav,AVPEPUDEA0002,0.99925297,0.92837119,0.94872868,0.01936634,0.99701679
AVPEPUDEA0003_laura.wav,AVPEPUDEA0003,1.00000000,1.00000000,1.00000000,0.99999952,0.99999988
AVPEPUDEA0005_laura.wav,AVPEPUDEA0005,0.99999797,0.99999821,0.99999952,1.00000000,1.00000000
AVPEPUDEA0006_laura.wav,AVPEPUDEA0006,0.95354271,0.99394155,0.97007197,0.99975377,0.93723077
AVPEPUDEA0007_laura.wav,AVPEPUDEA0007,0.99998677,0.99999857,1.00000000,1.00000000,0.99999952
AVPEPUDEA0008_laura.wav,AVPEPUDEA0008,0.99647236,0.74528396,0.22461632,0.89840829,0.02261968
AVPEPUDEA0009_laura.wav,AVPEPUDEA0009,1.00000000,1.00000000,0.99810350,1.00000000,0.99999964
AVPEPUDEA0010_laura.wav,AVPEPUDEA0010,0.99995553,0.98561043,0.91545749,0.99656612,0.99145353
AVPEPUDEA0011_laura.wav,AVPEPUDEA0011,0.00256146,0.05547640,0.01998317,0.00024865,0.00000736
AVPEPUDEA0013_laura.wav,AVPEPUDEA0013,0.99969566,0.98512655,0.99966633,0.99896884,0.86202765
AVPEPUDEA0014_laura.wav,AVPEPUDEA0014,0.99999988,1.00000000,1.00000000,1.00000000,1.00000000
AVPEPUDEA0015_laura.wav,AVPEPUDEA0015,0.91941214,0.95963037,0.99869615,0.80579925,0.99714124
AVPEPUDEA0016_laura.wav,AVPEPUDEA0016,0.99999511,0.99999166,0.99950802,0.99999976,0.99991381
AVPEPUDEA0017_laura.wav,AVPEPUDEA0017,0.99196237,0.99996173,0.99520653,0.99999249,0.99987328
AVPEPUDEA0020_laura.wav,AVPEPUDEA0020,0.99992752,0.99849844,0.98173344,0.99645126,0.99708873
AVPEPUDEA0021_laura.wav,AVPEPUDEA0021,0.30594376,0.01864674,0.01484572,0.62409413,0.95392138
AVPEPUDEA0022_laura.wav,AVPEPUDEA0022,0.63181877,0.00296205,0.69148731,0.99984312,0.88580227
AVPEPUDEA0023_laura.wav,AVPEPUDEA0023,0.91315538,0.13110732,0.98665595,0.08362121,0.87257630
AVPEPUDEA0024_laura.wav,AVPEPUDEA0024,0.99996543,1.00000000,0.99997628,0.99999630,0.99978060
AVPEPUDEA0025_laura.wav,AVPEPUDEA0025,0.99948198,0.99955302,0.99896169,0.99998641,0.99997103
AVPEPUDEA0026_laura.wav,AVPEPUDEA0026,0.93109250,0.76644629,0.99711776,0.19674070,0.99963355
AVPEPUDEA0027_laura.wav,AVPEPUDEA0027,0.22395553,0.51255280,0.04252194,0.67198205,0.45172551
AVPEPUDEA0029_laura.wav,AVPEPUDEA0029,0.99973375,0.99790287,0.99995577,0.99851173,0.99978536
AVPEPUDEA0030_laura.wav,AVPEPUDEA0030,0.99999988,1.00000000,0.99999785,0.99999630,0.99999940
AVPEPUDEA0031_laura.wav,AVPEPUDEA0031,0.45051938,0.04056251,0.09286159,0.13687012,0.58582544
AVPEPUDEA0032_laura.wav,AVPEPUDEA0032,0.73221225,0.11383640,0.36711711,0.23166347,0.99610931
AVPEPUDEA0034_laura.wav,AVPEPUDEA0034,0.70145446,0.02452344,0.94032139,0.99974209,0.19635378
AVPEPUDEA0035_laura.wav,AVPEPUDEA0035,0.86672360,0.97546244,0.01675954,0.10834258,0.32857791
AVPEPUDEA0037_laura.wav,AVPEPUDEA0037,0.99998426,0.95396173,0.99912304,0.98552668,0.99990177
AVPEPUDEA0038_laura.wav,AVPEPUDEA0038,0.91249454,0.00069459,0.03548380,0.94236708,0.04625865
AVPEPUDEA0039_laura.wav,AVPEPUDEA0039,0.99997926,0.99999976,1.00000000,0.99999785,1.00000000
AVPEPUDEA0041_laura.wav,AVPEPUDEA0041,0.05429167,0.00312258,0.24745274,0.04465512,0.00639190
AVPEPUDEA0042_laura.wav,AVPEPUDEA0042,0.84132284,0.99311030,0.99880743,0.14874974,0.99674428
AVPEPUDEA0043_laura.wav,AVPEPUDEA0043,0.99840921,0.05690721,0.99273467,0.94847792,0.89278340
AVPEPUDEA0045_laura.wav,AVPEPUDEA0045,0.99998283,0.52470261,0.99998295,0.99998605,0.99998224
AVPEPUDEA0046_laura.wav,AVPEPUDEA0046,0.99999988,0.99999976,0.99994814,0.99999428,0.99997151
AVPEPUDEA0047_laura.wav,AVPEPUDEA0047,0.99999475,0.99947673,0.99999559,0.99859542,0.99999917
AVPEPUDEA0048_laura.wav,AVPEPUDEA0048,0.98887104,0.96206063,0.76365143,0.93320626,0.81114888
AVPEPUDEA0049_laura.wav,AVPEPUDEA0049,1.00000000,1.00000000,1.00000000,0.99999964,1.00000000
AVPEPUDEA0050_laura.wav,AVPEPUDEA0050,0.78747696,0.93661034,0.99366874,0.98284990,0.84327382
AVPEPUDEA0051_laura.wav,AVPEPUDEA0051,0.98834592,0.99317342,0.99618953,0.99590153,0.49288714
AVPEPUDEA0052_laura.wav,AVPEPUDEA0052,0.99997759,0.99966502,0.99937564,0.99888009,0.99991381
AVPEPUDEA0053_laura.wav,AVPEPUDEA0053,0.99996936,0.99993920,0.90831411,0.99892837,0.99999022
AVPEPUDEA0054_laura.wav,AVPEPUDEA0054,0.00000657,0.00001662,0.00000016,0.00000010,0.00000061
AVPEPUDEA0055_laura.wav,AVPEPUDEA0055,0.98494452,0.99933249,0.92030627,0.99991488,0.65572536
AVPEPUDEA0056_laura.wav,AVPEPUDEA0056,0.96273535,0.00940721,0.43681231,0.96428907,0.92367893
AVPEPUDEA0057_laura.wav,AVPEPUDEA0057,0.99992907,0.99998236,0.99993861,0.99994540,0.99968648
AVPEPUDEA0058_laura.wav,AVPEPUDEA0058,0.34136283,0.41889364,0.59494436,0.31737608,0.00876868
AVPEPUDEA0059_laura.wav,AVPEPUDEA0059,0.90498674,0.99972051,0.99161994,0.99720359,0.93821108
AVPEPUDEAC0001_loslibros.wav,AVPEPUDEAC0001,0.00055039,0.03074456,0.29893991,0.00087744,0.00024445
AVPEPUDEAC0003_loslibros.wav,AVPEPUDEAC0003,0.99998069,0.98380035,0.99956137,0.99998271,0.99998820
AVPEPUDEAC0004_loslibros.wav,AVPEPUDEAC0004,0.99224687,0.98557216,0.97711676,0.99678409,0.86235619
AVPEPUDEAC0005_loslibros.wav,AVPEPUDEAC0005,0.00019033,0.00015646,0.00704373,0.01225172,0.28635803
AVPEPUDEAC0006_loslibros.wav,AVPEPUDEAC0006,0.58797514,0.36890933,0.91123825,0.64989638,0.10968611
AVPEPUDEAC0007_loslibros.wav,AVPEPUDEAC0007,0.00509176,0.00000134,0.09494592,0.00741914,0.11278635
AVPEPUDEAC0008_loslibros.wav,AVPEPUDEAC0008,0.60195786,0.87729949,0.94383627,0.41945431,0.04894622
AVPEPUDEAC0010_loslibros.wav,AVPEPUDEAC0010,0.00000758,0.00012072,0.00213444,0.00017275,0.00099688
AVPEPUDEAC0011_loslibros.wav,AVPEPUDEAC0011,0.97686702,0.99027961,0.99533904,0.60716248,0.99218738
AVPEPUDEAC0012_loslibros.wav,AVPEPUDEAC0012,0.00000473,0.02874623,0.00145752,0.00000030,0.00001080
AVPEPUDEAC0013_loslibros.wav,AVPEPUDEAC0013,0.30474415,0.16058506,0.57341230,0.92932945,0.03278064
AVPEPUDEAC0014_loslibros.wav,AVPEPUDEAC0014,0.68760002,0.55399179,0.32119235,0.33639252,0.08792032
AVPEPUDEAC0015_loslibros.wav,AVPEPUDEAC0015,0.14547673,0.00193675,0.00242380,0.00064901,0.01585351
AVPEPUDEAC0016_loslibros.wav,AVPEPUDEAC0016,0.09507894,0.00517115,0.00245228,0.07825559,0.00006706
AVPEPUDEAC0017_loslibros.wav,AVPEPUDEAC0017,0.01554378,0.00071272,0.00025116,0.16059054,0.01059917
AVPEPUDEAC0018_loslibros.wav,AVPEPUDEAC0018,0.00101402,0.01219805,0.00007482,0.00465258,0.00002056
AVPEPUDEAC0019_loslibros.wav,AVPEPUDEAC0019,0.00122135,0.01098603,0.00101509,0.00601455,0.00052390
AVPEPUDEAC0020_loslibros.wav,AVPEPUDEAC0020,0.01781155,0.92578632,0.01617035,0.00071983,0.00081975
AVPEPUDEAC0021_loslibros.wav,AVPEPUDEAC0021,0.01123787,0.01736577,0.00063713,0.15113330,0.34148821
AVPEPUDEAC0022_loslibros.wav,AVPEPUDEAC0022,0.50953174,0.38963878,0.92024142,0.67811942,0.46844032
AVPEPUDEAC0023_loslibros.wav,AVPEPUDEAC0023,0.00000664,0.00003540,0.00005627,0.00001069,0.00000689
AVPEPUDEAC0024_loslibros.wav,AVPEPUDEAC0024,0.17451353,0.26226357,0.04325224,0.14629126,0.23210230
AVPEPUDEAC0025_loslibros.wav,AVPEPUDEAC0025,0.00027926,0.00997430,0.00306268,0.00023560,0.00007657
AVPEPUDEAC0026_loslibros.wav,AVPEPUDEAC0026,0.00028071,0.00002716,0.00005425,0.15334816,0.00856812
