part,task/pod,id,what,value_computed,value_verified,lo,hi,n,n_spk,file,agree_4dp,paper_role,paper_sentence,printed_check,note,fragment,agree_4dp_v1,lo_verified,hi_verified,ci_check,twin_file,twin_where,twin_source,twin_note
16,EDAICFULL,edaic_first30_probe_enc,"encoder probe AUC, FIRST 30 s window",0.6324,0.6324,0.552,0.7104,275,275,EDAICFULL/edaic_full_gap.csv,yes (twin file),RELEASED ONLY,,,"E-DAIC window rerun (first/middle 30 s or middle 300 s); PART 21 brief from the authors lists it as released, not in the paper",<local data dir>/release/edaic_rerun/part16/rows/EDAICFULL.tsv,verified in fragment,0.5520,0.7104,same,release/edaic_rerun/part16/verify/MEDAIC_verify_results.json,/MEDAIC_w30_enc,Mac verifier (verify folder),
16,EDAICFULL,edaic_first30_gap_enc_minus_answer,"encoder probe minus zero-shot answer (paired), FIRST 30 s window",-0.0297,-0.0297,-0.1291,0.0752,275,275,EDAICFULL/edaic_full_gap.csv,yes (twin file),RELEASED ONLY,,,"E-DAIC window rerun (first/middle 30 s or middle 300 s); PART 21 brief from the authors lists it as released, not in the paper",<local data dir>/release/edaic_rerun/part16/rows/EDAICFULL.tsv,verified in fragment,-0.1291,0.0752,same,release/edaic_rerun/part16/verify/MEDAIC_verify_results.json,/MEDAIC_w30_enc_minus_answer,Mac verifier (verify folder),
16,M1,M1_text_all468,"Pitt Qwen2.5-Omni transcript-only answer AUC, all468 arm",0.6975,0.6975,0.6369,0.7549,468,228,<local data dir>/paper1_local_runs/omni_pitt_text.csv,yes (twin file),SUPERSEDED / NOT USED,,,Sep 15 transcript run; Table 1 prints the Sep 20 run and the authors (23 Sep 11:29Z) moved the by-arm sentence to the Sep 20 file,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.6369,0.7549,same,release/edaic_rerun/part16/verify/M1_verify.json,[0],Mac verifier (verify folder),
16,M1,M1_text_conflict,"Pitt Qwen2.5-Omni transcript-only answer AUC, conflict arm",0.4550,0.4550,0.3412,0.5718,146,100,<local data dir>/paper1_local_runs/omni_pitt_text.csv,yes (twin file),SUPERSEDED / NOT USED,,,Sep 15 transcript run; Table 1 prints the Sep 20 run and the authors (23 Sep 11:29Z) moved the by-arm sentence to the Sep 20 file,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.3412,0.5718,same,release/edaic_rerun/part16/verify/M1_verify.json,[1],Mac verifier (verify folder),
16,M1,M1_text_agreement,"Pitt Qwen2.5-Omni transcript-only answer AUC, agreement arm",0.7987,0.7987,0.7392,0.8535,322,175,<local data dir>/paper1_local_runs/omni_pitt_text.csv,yes (twin file),SUPERSEDED / NOT USED,,,Sep 15 transcript run; Table 1 prints the Sep 20 run and the authors (23 Sep 11:29Z) moved the by-arm sentence to the Sep 20 file,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.7392,0.8535,same,release/edaic_rerun/part16/verify/M1_verify.json,[2],Mac verifier (verify folder),
16,M1,M1_audio_all468,"Pitt Qwen2.5-Omni audio zero-shot answer AUC, all468 arm",0.6578,0.6578,0.6033,0.7125,468,228,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,yes (twin file),PAPER VALUE,"Table 1 row ""Pitt & 468 (228) & 0.66 & 0.66 & 0.77""","printed 0.66, verified rounds to 0.66: MATCH",,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.6033,0.7125,same,release/edaic_rerun/part16/verify/M1_verify.json,[3],Mac verifier (verify folder),
16,M1,M1_audio_conflict,"Pitt Qwen2.5-Omni audio zero-shot answer AUC, conflict arm",0.5322,0.5322,0.4216,0.6447,146,100,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,yes (twin file),PAPER VALUE,"Table 2 row ""Qwen2.5-Omni & 0.22 & 0.95 & 0.53 & 0.71""","printed 0.53, verified rounds to 0.53: MATCH",,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.4216,0.6447,same,release/edaic_rerun/part16/verify/M1_verify.json,[4],Mac verifier (verify folder),
16,M1,M1_audio_agreement,"Pitt Qwen2.5-Omni audio zero-shot answer AUC, agreement arm",0.7054,0.7054,0.6431,0.7658,322,175,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,yes (twin file),PAPER VALUE,"Table 2 row ""Qwen2.5-Omni & 0.22 & 0.95 & 0.53 & 0.71""","printed 0.71, verified rounds to 0.71: MATCH",,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.6431,0.7658,same,release/edaic_rerun/part16/verify/M1_verify.json,[5],Mac verifier (verify folder),
16,M1,M1_text_conflict_minus_agreement,Pitt Qwen2.5-Omni transcript-only paired conflict minus agreement AUC,-0.3437,-0.3437,-0.4556,-0.2209,468,228,<local data dir>/paper1_local_runs/omni_pitt_text.csv,yes (twin file),SUPERSEDED / NOT USED,,,Sep 15 transcript run; Table 1 prints the Sep 20 run and the authors (23 Sep 11:29Z) moved the by-arm sentence to the Sep 20 file,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,-0.4556,-0.2209,same,release/edaic_rerun/part16/verify/M1_verify.json,[9],Mac verifier (verify folder),
16,M1,M1_audio_conflict_minus_agreement,Pitt Qwen2.5-Omni audio zero-shot paired conflict minus agreement AUC,-0.1731,-0.1731,-0.2958,-0.0392,468,228,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,yes (twin file),PAPER VALUE,"On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets | 23 Sep addition, wording to be matched to the final tex (topic: the paired gap intervals)",,"Qwen2.5-Omni Pitt drop; printed range starts at 0.18, this value rounds to 0.17",<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,-0.2958,-0.0392,same,release/edaic_rerun/part16/verify/M1_verify.json,[10],Mac verifier (verify folder),
16,M1,M1_text_minus_audio_all468,"Pitt Qwen2.5-Omni paired transcript minus audio AUC, all468 arm",0.0397,0.0397,-0.0302,0.1070,468,228,<local data dir>/release/edaic_rerun/part16/M1_pitt_text_arms.csv,yes (twin file),SUPERSEDED / NOT USED,,,Sep 15 transcript run; Table 1 prints the Sep 20 run and the authors (23 Sep 11:29Z) moved the by-arm sentence to the Sep 20 file,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,-0.0302,0.1070,same,release/edaic_rerun/part16/verify/M1_verify.json,[11],Mac verifier (verify folder),
16,M1,M1_text_minus_audio_conflict,"Pitt Qwen2.5-Omni paired transcript minus audio AUC, conflict arm",-0.0772,-0.0772,-0.2360,0.0680,146,100,<local data dir>/release/edaic_rerun/part16/M1_pitt_text_arms.csv,yes (twin file),SUPERSEDED / NOT USED,,,Sep 15 transcript run; Table 1 prints the Sep 20 run and the authors (23 Sep 11:29Z) moved the by-arm sentence to the Sep 20 file,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,-0.2360,0.0680,same,release/edaic_rerun/part16/verify/M1_verify.json,[12],Mac verifier (verify folder),
16,M1,M1_text_minus_audio_agreement,"Pitt Qwen2.5-Omni paired transcript minus audio AUC, agreement arm",0.0933,0.0933,0.0157,0.1637,322,175,<local data dir>/release/edaic_rerun/part16/M1_pitt_text_arms.csv,yes (twin file),SUPERSEDED / NOT USED,,,Sep 15 transcript run; Table 1 prints the Sep 20 run and the authors (23 Sep 11:29Z) moved the by-arm sentence to the Sep 20 file,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.0157,0.1637,same,release/edaic_rerun/part16/verify/M1_verify.json,[13],Mac verifier (verify folder),
16,M1,M1_ALT_text_all468,"ALT Pitt Qwen2.5-Omni transcript-only answer AUC, all468 arm (Sep 20 pod rerun, different prompt run)",0.6629,0.6629,0.5983,0.7245,468,228,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,yes (twin file),PAPER VALUE,"Table 1 row ""Pitt & 468 (228) & 0.66 & 0.66 & 0.77""","printed 0.66, verified rounds to 0.66: MATCH","Sep 20 run, the run Table 1 prints",<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.5983,0.7245,same,release/edaic_rerun/part16/verify/M1_verify.json,[6],Mac verifier (verify folder),
16,M1,M1_ALT_text_conflict,"ALT Pitt Qwen2.5-Omni transcript-only answer AUC, conflict arm (Sep 20 pod rerun, different prompt run)",0.5560,0.5560,0.4516,0.6680,146,100,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,yes (twin file),PAPER VALUE,"23 Sep addition, wording to be matched to the final tex (topic: Pitt transcript by arm on the Sep 20 file, so the sentence matches Table 1)",,,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.4516,0.6680,same,release/edaic_rerun/part16/verify/M1_verify.json,[7],Mac verifier (verify folder),
16,M1,M1_ALT_text_agreement,"ALT Pitt Qwen2.5-Omni transcript-only answer AUC, agreement arm (Sep 20 pod rerun, different prompt run)",0.7078,0.7078,0.6381,0.7696,322,175,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,yes (twin file),PAPER VALUE,"23 Sep addition, wording to be matched to the final tex (topic: Pitt transcript by arm on the Sep 20 file, so the sentence matches Table 1)",,,<local data dir>/release/edaic_rerun/part16/rows/M1.tsv,verified in fragment,0.6381,0.7696,same,release/edaic_rerun/part16/verify/M1_verify.json,[8],Mac verifier (verify folder),
16,M10,M10#01:MDVR_KCL_Qwen2.5_Omni_transcript_only_answer_AUC,MDVR-KCL Qwen2.5-Omni transcript-only answer AUC,0.7634,0.7634,0.5936,0.9118,37,37,<local data dir>/release/overnight2/text_new/o25_kcl_text.csv,yes (twin file),PAPER VALUE,"Table 1 row ""MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70"" | 23 Sep addition, wording to be matched to the final tex (topic: the KCL intervals) | On the Parkinson's sets the transcript sits near chance, since every speaker reads the same sentences.","printed 0.76, verified rounds to 0.76: MATCH",interval excludes 0.5 while the text says the Parkinson's transcript sits near chance,<local data dir>/release/edaic_rerun/part16/rows/M10.tsv,verified in fragment,0.5936,0.9118,same,release/edaic_rerun/part16/verify/M10_verify.json,/point (interval: same key transcript in /ci_integers),Mac verifier (verify folder),
16,M10,M10#02:MDVR_KCL_Qwen2.5_Omni_audio_zero_shot_answer_AUC,MDVR-KCL Qwen2.5-Omni audio zero-shot answer AUC,0.7143,0.7143,0.5210,0.8810,37,37,<local data dir>/release/omni_final/omni_kcl_zeroshot_scores.csv,yes (twin file),PAPER VALUE,"Table 1 row ""MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70"" | 23 Sep addition, wording to be matched to the final tex (topic: the KCL intervals)","printed 0.71, verified rounds to 0.71: MATCH",,<local data dir>/release/edaic_rerun/part16/rows/M10.tsv,verified in fragment,0.5210,0.8810,same,release/edaic_rerun/part16/verify/M10_verify.json,/point (interval: same key audio in /ci_integers),Mac verifier (verify folder),
16,M10,M10#03:MDVR_KCL_Qwen2.5_Omni_encoder_probe_AUC_single_saved_OOF_repeat,MDVR-KCL Qwen2.5-Omni encoder probe AUC (single saved OOF repeat),0.7768,0.7768,0.5994,0.9265,37,37,<local data dir>/release/omni_final/omni_kcl_enc_nested_oof.csv,yes (twin file),PAPER VALUE,"23 Sep addition, wording to be matched to the final tex (topic: the KCL intervals)",,single saved OOF repeat; master_lookup Qwen2.5-Omni KCL encoder probe (mean of 5) is 0.7506,<local data dir>/release/edaic_rerun/part16/rows/M10.tsv,verified in fragment,0.5994,0.9265,same,release/edaic_rerun/part16/verify/M10_verify.json,/point (interval: same key encoder in /ci_integers),Mac verifier (verify folder),
16,M10,M10#04:MDVR_KCL_paired_transcript_minus_audio_answer_AUC,MDVR-KCL paired transcript minus audio answer AUC,0.0491,0.0491,-0.1827,0.2818,37,37,<local data dir>/release/edaic_rerun/part16/M10_kcl_transcript.csv,yes (twin file),PAPER VALUE,"23 Sep addition, wording to be matched to the final tex (topic: the KCL intervals)",,,<local data dir>/release/edaic_rerun/part16/rows/M10.tsv,verified in fragment,-0.1827,0.2818,same,release/edaic_rerun/part16/verify/M10_verify.json,/point (interval: same key t_minus_a in /ci_integers),Mac verifier (verify folder),
16,M10,M10#05:MDVR_KCL_paired_transcript_minus_encoder_probe_AUC,MDVR-KCL paired transcript minus encoder probe AUC,-0.0134,-0.0134,-0.2383,0.2381,37,37,<local data dir>/release/edaic_rerun/part16/M10_kcl_transcript.csv,yes (twin file),PAPER VALUE,"23 Sep addition, wording to be matched to the final tex (topic: the KCL intervals)",,single saved OOF repeat; master_lookup Qwen2.5-Omni KCL encoder probe (mean of 5) is 0.7506,<local data dir>/release/edaic_rerun/part16/rows/M10.tsv,verified in fragment,-0.2383,0.2381,same,release/edaic_rerun/part16/verify/M10_verify.json,/point (interval: same key t_minus_e in /ci_integers),Mac verifier (verify folder),
16,M11,M11#01:A_asr_reproduction_wer_vs_paper_transcript,A_asr_reproduction_wer_vs_paper_transcript,0.0000,,,,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,no twin,RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,,,,,,,"aggregate over the 37 KCL clips; the per-clip inputs match verify/M11_verify_perclip_mine.json, the aggregate itself has no saved twin"
16,M11,M11#02:B_xsys_disagree_mean_PD,B_xsys_disagree_mean_PD,0.3049,0.3049,0.1301,0.4944,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,yes (twin file),RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,0.1301,0.4944,same,scores/leftovers_23sep/m7m11/m7m11_values.tsv,"id M11fix_B_xsys_disagree_mean_PD, verifier_value / verifier_lo / verifier_hi (bootstrap rule: within-cell speakers (final))",m7m11 task,m7m11 task verifier column
16,M11,M11#03:B_xsys_disagree_mean_control,B_xsys_disagree_mean_control,0.4779,0.4779,0.0917,1.1479,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,yes (twin file),RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,0.0917,1.1479,same,scores/leftovers_23sep/m7m11/m7m11_values.tsv,"id M11fix_B_xsys_disagree_mean_control, verifier_value / verifier_lo / verifier_hi (bootstrap rule: within-cell speakers (final))",m7m11 task,m7m11 task verifier column
16,M11,M11#04:B_xsys_disagree_diff_PD_minus_control,B_xsys_disagree_diff_PD_minus_control,-0.1730,-0.1730,-0.8969,0.3060,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,yes (twin file),RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,-0.8969,0.3060,same,scores/leftovers_23sep/m7m11/m7m11_values.tsv,"id M11fix_B_xsys_disagree_diff_PD_minus_control, verifier_value / verifier_lo / verifier_hi (bootstrap rule: the cell's speakers (37, or 31 for the >=20-word subset), same idx for both groups (paired))",m7m11 task,m7m11 task verifier column
16,M11,M11#05:B_xsys_disagree_spearman_vs_pyes_text,B_xsys_disagree_spearman_vs_pyes_text,0.2723,,-0.0814,0.5558,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,no twin,RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,,,,,,,"aggregate over the 37 KCL clips; the per-clip inputs match verify/M11_verify_perclip_mine.json, the aggregate itself has no saved twin"
16,M11,M11#06:B_xsys_disagree_spearman_vs_pyes_audio,B_xsys_disagree_spearman_vs_pyes_audio,-0.0916,,-0.3876,0.2143,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,no twin,RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,,,,,,,"aggregate over the 37 KCL clips; the per-clip inputs match verify/M11_verify_perclip_mine.json, the aggregate itself has no saved twin"
16,M11,M11#07:B_xsys_disagree_auc_alone,B_xsys_disagree_auc_alone,0.6220,,,,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,no twin,RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,,,,,,,"aggregate over the 37 KCL clips; the per-clip inputs match verify/M11_verify_perclip_mine.json, the aggregate itself has no saved twin"
16,M11,M11#08:C_mean_token_logprob_mean_PD,C_mean_token_logprob_mean_PD,-0.1103,-0.1103,-0.1502,-0.0739,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,yes (twin file),RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,-0.1502,-0.0739,same,scores/leftovers_23sep/m7m11/m7m11_values.tsv,"id M11fix_C_mean_token_logprob_mean_PD, verifier_value / verifier_lo / verifier_hi (bootstrap rule: within-cell speakers (final))",m7m11 task,m7m11 task verifier column
16,M11,M11#09:C_mean_token_logprob_mean_control,C_mean_token_logprob_mean_control,-0.1356,-0.1356,-0.2345,-0.0759,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,yes (twin file),RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,-0.2345,-0.0759,same,scores/leftovers_23sep/m7m11/m7m11_values.tsv,"id M11fix_C_mean_token_logprob_mean_control, verifier_value / verifier_lo / verifier_hi (bootstrap rule: within-cell speakers (final))",m7m11 task,m7m11 task verifier column
16,M11,M11#10:C_mean_token_logprob_diff_PD_minus_control,C_mean_token_logprob_diff_PD_minus_control,0.0253,0.0253,-0.0532,0.1288,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,yes (twin file),RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,-0.0532,0.1288,same,scores/leftovers_23sep/m7m11/m7m11_values.tsv,"id M11fix_C_mean_token_logprob_diff_PD_minus_control, verifier_value / verifier_lo / verifier_hi (bootstrap rule: the cell's speakers (37, or 31 for the >=20-word subset), same idx for both groups (paired))",m7m11 task,m7m11 task verifier column
16,M11,M11#11:C_mean_token_logprob_spearman_vs_pyes_text,C_mean_token_logprob_spearman_vs_pyes_text,-0.4009,,-0.6720,-0.0835,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,no twin,RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,,,,,,,"aggregate over the 37 KCL clips; the per-clip inputs match verify/M11_verify_perclip_mine.json, the aggregate itself has no saved twin"
16,M11,M11#12:C_mean_token_logprob_spearman_vs_pyes_audio,C_mean_token_logprob_spearman_vs_pyes_audio,-0.3101,,-0.5693,0.0113,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,no twin,RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,,,,,,,"aggregate over the 37 KCL clips; the per-clip inputs match verify/M11_verify_perclip_mine.json, the aggregate itself has no saved twin"
16,M11,M11#13:C_mean_token_logprob_auc_alone,C_mean_token_logprob_auc_alone,0.4792,,,,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,no twin,RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,,,,,,,"aggregate over the 37 KCL clips; the per-clip inputs match verify/M11_verify_perclip_mine.json, the aggregate itself has no saved twin"
16,M11,M11#14:C_compression_ratio_mean_PD,C_compression_ratio_mean_PD,1.5938,1.5938,1.4484,1.7269,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,yes (twin file),RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,1.4484,1.7269,same,scores/leftovers_23sep/m7m11/m7m11_values.tsv,"id M11fix_C_compression_ratio_mean_PD, verifier_value / verifier_lo / verifier_hi (bootstrap rule: within-cell speakers (final))",m7m11 task,m7m11 task verifier column
16,M11,M11#15:C_compression_ratio_mean_control,C_compression_ratio_mean_control,1.4898,1.4898,1.3076,1.6417,37,37,<local data dir>/release/edaic_rerun/part16/M11_kcl_wer.csv,yes (twin file),RELEASED ONLY,,,MDVR-KCL ASR / WER analysis; not named for the paper,<local data dir>/release/edaic_rerun/part16/rows/M11.tsv,verified in fragment,1.3076,1.6417,same,scores/leftovers_23sep/m7m11/m7m11_values.tsv,"id M11fix_C_compression_ratio_mean_control, verifier_value / verifier_lo / verifier_hi (bootstrap rule: within-cell speakers (final))",m7m11 task,m7m11 task verifier column
