id,speaker,arm,p_yes,answer_mass,wav_sha256_1mb,n_samples_scored,prompt
c001271,362,conflict,0.4075518977,0.9976028502,3138d8e665568dc90d02fa9fcb644e60357f6090304367c2e08d12f5c6bbe023,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001288,363,conflict,0.5158587386,0.9947429001,6b4180815eb85e3aaeaf37cc545ad327e20c9cd1c7815911bcce86ea8f16d673,364800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001302,364,conflict,0.1825926809,0.9953365177,04cccd18869a624b030b7b33fb5fde1049d5028ff116b483a4c261c5dbcbf959,291200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001416,366,conflict,0.2691070539,0.9950230718,0f8eba00f8ea78e416e732927c7f3ddd49571cd09914062e71b205068f208e6d,342400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001430,366,conflict,0.2816125015,0.9956247211,91ae3fab9f4ffa362f55a59c552079d3f1277b1ece7af8023c7f9f1f43824169,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001475,367,conflict,0.1404174114,0.9974074811,d355f04853620c840bcb1c57047e81839f03726f8e405ce2e5c5a53a64938101,424000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001522,369,conflict,0.4075267679,0.9971609414,37296e2ba56ed40a450aaa56e1b6fbb924e3344fbbb98003ea9b4178877beb96,329600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001666,374,conflict,0.1330928235,0.9957285672,98e4b06fcabc3b44677db6d00ecd71ee256773c1957d0a34f1bf0edb86045b54,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001673,374,conflict,0.9197777708,0.9969457984,3d0e859f6230117eec1a2fa9ae788b658d26ebfaed0c6c43f7a8a1da4465c19c,425600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001737,377,conflict,0.2019397456,0.9968617111,0260a6dbec69ccf9c812b88861e6bdf3104ab77de1458f597c3138e882ec478b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001747,377,conflict,0.1192695733,0.9972200841,8fe37b8736ef453f50baa9bfaf29978ad762b5c49b555df7c3b37ebdee8a04cc,368000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001777,378,conflict,0.2944591983,0.9953627288,52277ad6f693f49771ffbed30481d3de2a8b4ee6e86266063d3b18ce4825fa60,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001881,381,conflict,0.5315200181,0.9964966178,e27ad3a92fd0ae1b9a38499c213eeb00587c065cbb1c613fffa350fa33de9468,433600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001897,381,conflict,0.0503551937,0.9984520823,f0b2100e1e580ab6d5ba31d2ef89a2cb924bbe5bfa8114d9e8adfab454bbdc93,286400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001905,381,conflict,0.1260377047,0.9979403317,c070aa7fc805d9897c7f739481685309490d8eb2ceba00edfadc6be4b7da6647,460800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001966,384,conflict,0.0954226885,0.9978101403,25317d52beb3f6c63427615a4fe0dc00a64071796166c1b1b6b2f79a123ec4d0,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002114,392,conflict,0.4227040537,0.9966802895,4aca85bf7e98bb3c435f6e6b17962cdcf682ac6cd416e10c72379948ddf81b73,432000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002310,403,conflict,0.2944128660,0.9955321252,e19994e1dec4370a5a1a1b8d359db50f07e6cdfaf120c36739708a3553ce08dd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002351,405,conflict,0.1404973746,0.9974239916,7b2896dab371f4efcbdf2fb08de0065dccfa6c255dd448dfeeeb9ef7345e77aa,428800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002357,405,conflict,0.1825370605,0.9960928708,46c4ab79a53e6e0a867a47d9eb7752bb9e430c6ba2ff3716761a8776b47ab851,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002385,405,conflict,0.2944931925,0.9970748723,0adc192eccfcb3afbf5cda4fde15b62ab8474be5d6e99d78390ee4a66aa29cf2,467200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002391,406,conflict,0.1404531031,0.9962095767,1501662205f72368a6fd822649d34dfbe983923c896042b3c058d8271283710f,404800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002509,411,conflict,0.5159314985,0.9950841367,5b5c76a9dc7b78b423a8d85f722e0bb7fbfbc48cb4b647f4b6458ecb664de8dc,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002581,414,conflict,0.1562376614,0.9978888780,bafcfdbb7829a8848e43c4f26f28673ff34a0775e0f85f60f751ef5a614c1149,459200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002594,414,conflict,0.5780534469,0.9955930114,94fb9f38d466e99e4fa96a9a4305503ca6895186b180eee4f842febbd17a234e,468800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002601,414,conflict,0.2691197077,0.9969991744,807fa507d481dce0366c8da8f3e3f826abf349b19f89211859deeec7b71cd8ec,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002633,416,conflict,0.3630880575,0.9945838153,f17a4dc88d5d197cad97e4f6191b99cadbdcf32de0c73c8dd1acda10e8e46d8d,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002705,419,conflict,0.2122045887,0.9964523166,7b0faa48fb4dd248916c9654b7780e4184753f9e8a2942dcc3718de69fb9c666,268800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002727,420,conflict,0.5470675720,0.9958041310,f0b056d53d14c49b9b6c8c810f132c5b756d7037afdf34c7b6c130683ba2fdeb,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002818,423,conflict,0.8441460407,0.9956885576,0c0045308887ff42db77e9d2eeca8d5f888729b6856c58d9d4daaf8d5781f33d,392000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002892,426,conflict,0.2020042671,0.9970730245,d752e813b6fd8be81ba9a0806db7869adc975538cd194f6c46fc055d3be15e95,337600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002943,429,conflict,0.5469074321,0.9971941710,4099c6c24102b2a395ee7b62947ab8b30dd88f2c2457eeff5e65df93cdd07c62,464000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002967,430,conflict,0.6225784914,0.9959727824,3554bc7ed27d6dcec97882c00d9f6e07c99d258cb5e16080f08c82cc5478f2b2,288000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002993,431,conflict,0.2946105409,0.9960692525,9dec61ecaeea75ea1ca888468df58081f58a8e8a0a6eb60d0c73f140843831c6,465600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003050,434,conflict,0.6080104296,0.9951745272,50565e6f50d3b89dc6d10d10a7e1b936a77286edcd4ddc5103925e9b7a1fe2ef,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003122,437,conflict,0.7550179824,0.9975676537,e7fc6ababbd6709647411d93ce8819ad56c0e32b6caaf9b53f2ef1e86651c837,326400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003174,439,conflict,0.5778208246,0.9958379567,9534ef640aa2cdd2564a1c9925bda5bb75515f5b1820a358fc53c87307754984,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003207,440,conflict,0.6657701121,0.9954777062,b92ed956913c31a08659bd499327cfe80606ce4365611fd8a2a48c2341e87261,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003232,441,conflict,0.4380038721,0.9969271123,1e24c4e1805c7bc57b1ad141aa44126cca8eeab2103600f514388fa2b02cd541,128000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003318,445,conflict,0.2338345335,0.9954787642,afcd90f30b609ad34dbd027938d7e267a29ecb0fb63ae44d0b33a3b999788e27,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003356,447,conflict,0.5158037686,0.9956457913,1ae5d935d42c55bd8666740874a6432e44f76c0b63ff1324f1f585b30795acf2,240000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003366,448,conflict,0.2569813072,0.9965996444,b1930af2b4fb9cee9b79e50246cf0c3980dd96566266a8547b0f331d50fe26b2,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003388,448,conflict,0.0851440983,0.9978003353,93fd38d9921f28c4f5edcccc400423093218760222fc9b73336460e97e232a3a,448000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003457,451,conflict,0.1562081946,0.9957512468,8a48486b4dd76c9a99efa4955587fcf9f0b7c9b13c8ea52d7526ae808c636869,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003475,451,conflict,0.3635207260,0.9965161979,48d622475e4d353f74a2a3078e7f62c99ce87b6bf5423a75da2c89d6d29eea85,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003495,452,conflict,0.2691700025,0.9958354533,8d20db1907fb7ff908ce1ae63567378fbf363bf8a571293790dcaa7bcf31be71,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003538,454,conflict,0.1331512900,0.9969177544,bad0fb06d7e003416b72f4db55821688c2662eb72ba03b4f59841ac61e5e7c14,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003593,457,conflict,0.4226899690,0.9967010915,71c28ccd075844c9ef0a83351ced690df0f91d9f0b38b471baaa3c8e01c6a27d,323200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003670,461,conflict,0.1645960473,0.9975945950,98447a07465b0ebb245a9bd23e8ecfce7180941446dfeee969fc5c46561258a9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003731,464,conflict,0.2338665031,0.9968041480,fbbb37e6512c6074c53ddc5def45ec6df9c7d6293aa8abea4ba3d0d9eb89621c,470400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003766,465,conflict,0.8176692170,0.9975028038,0830aca29cca76efef8fae78f1549b97bb9668993fbb9166029aeceb01eb4446,342400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003828,467,conflict,0.5625045789,0.9958090782,be9cab68dc0dc6b00c0ba9c7ded85ce301a32650901d268f5bac041483031152,324800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003845,468,conflict,0.3209774713,0.9941968918,a7600706ef11a9af4d9e56db08a4ace4380745c3c8b48c25e7d0b3ea61422d88,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003878,469,conflict,0.3925091807,0.9952226579,dba28c4f3b018bab71b62f1ae23af9382dfd4cc07522db8cea99ec850c63ba0c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003901,470,conflict,0.5002868183,0.9959971011,08ab7b94de9d57fab3d4d03c2a22d2fb48bc5363f7debc9936945c523b1ab584,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003927,471,conflict,0.8873048665,0.9960683584,f533ffd734e3a075f9a72c286e23a6a73cc6ef198a3356d2449f8b8adde8fc29,464001,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003944,472,conflict,0.3210046555,0.9969337583,06100efc51951f55e2a19cedb205b4e9c2dbc24adf46bf0edeb58ba8907ffefe,472000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003972,474,conflict,0.1825436057,0.9965264499,782c63ee368605e16aa9e1e15401034f2c831d31d3e6af93c50669090cd5df37,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004000,476,conflict,0.6227042022,0.9969777763,8fc467c1d3dbf14469b74c4ee74de9b497fa31dcaaa32e8729eb7e4c2ab21b0b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004033,477,conflict,0.2339082924,0.9955461323,de57058a2b0cbbba6a833fc6b827864b6a6a07141f30d741c3de4e520fb171ce,316800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004055,478,conflict,0.4227128688,0.9950521886,d9e58b05b62a032fce3b0196518d4e538f1a36968f24e7609fd7192c16a0f23b,252800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004143,482,conflict,0.2019766777,0.9957437962,32cc73ae9ba431d5dd774d0b9ba6c1bd28314380d82df06b8b6a6acdd384f215,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004281,488,conflict,0.2692397390,0.9950946867,4852a83e58b54f38a49ce965f8a5edd524a96119a77e114453c8813e92f5c35a,433600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004293,488,conflict,0.2452742418,0.9933987707,7f3e16853ff87d34719f03471ce5f276581e1828f2ef25202dd09ccfacc51d14,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004351,492,conflict,0.1646537576,0.9970200509,25afe47441092ac6ce5e6af26485ec3a7120a60bbc4f8505d2b71df01b1f8dd3,475200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004435,603,conflict,0.4689635263,0.9952845275,3bb9dd7d3f77c2f2c2efabbeaaf4539856c5c9bb32442a2876edecd932d623fb,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004498,608,conflict,0.2019775181,0.9945068508,58fe0613031fd6ab6d38bb79ce59bf2d6997cee2e1bd8fb173a2d062f4bdf0ab,272000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004510,608,conflict,0.8440209819,0.9972896576,0273d26114cde897e8d89956dacb403cc60bcda528e57a107c4eb2f3c721ce2d,376000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004533,609,conflict,0.4535006644,0.9950762689,ac4c6d4ad80096678a961af7f2e2b1df3be22dbea18ab20f0c81154d0df4b265,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004587,615,conflict,0.4846424460,0.9960373640,9af6b006dfac96f21b6b490f198f5c62db80b5643b6f127e3ebdd0e2dceff192,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004678,620,conflict,0.1562387029,0.9973874241,023b34f05da141ee4e5306b9887bb76ce4eb91ab4d7118ba6f926b2fae802307,216000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004762,624,conflict,0.4228736353,0.9969248176,d70a11de8956299bb975740e44cee152184ea05d70274cbb43ed5db6b4b3e5ee,358400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004811,627,conflict,0.2339171171,0.9955918342,c54acbbd6c2df09afb4d8473c4f3f0ab4cb710074b7c1087423da29e59287d8c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004846,628,conflict,0.3076096515,0.9953609109,ad6f1a82bc0490d18b9927eed0d5df28960c0974a80ac53ec3f99f3906202497,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004919,632,conflict,0.2229230307,0.9950454682,7dfa123344126048da9d631a2256ba70ccc6a226b19938ea589b1cc7227b9c19,316800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004977,634,conflict,0.4380445264,0.9959861934,5d3ef1b49528dc32ebb7801a46104c442643edf589f646b2d22c436532b9ac1a,425600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005031,636,conflict,0.1481787110,0.9978507906,2b4a28fab0bcc7dc5991010e632a6265e1d38e17917e585a36af17bd5967b9c8,358400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005045,637,conflict,0.1825134898,0.9981479049,b4581ce149a0f88ace78f109e5f517443847a2c9938814aaf2c43b12af6c6e9a,179200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005068,640,conflict,0.0804044103,0.9975719973,5253452bbcd2ac87e0d18c65d2397e80bb7fdfd29b66a8e21c56879f9bb2d973,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005081,640,conflict,0.1920673029,0.9958856553,5f118265c5d30511960c14cda3a2324db3b724160d3df1d2d9d1a22c7c637283,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005085,641,conflict,0.1482635519,0.9947412461,b7a9e278bd37b371faefdc32630032d292ca60a3958d208eecd5e3ef6b4c3652,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005115,649,conflict,0.5469737741,0.9949328005,d110c89b96b19304d3497ea37a67a9a8edbec2687ab73088f9da2d9854851488,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005129,650,conflict,0.6226712461,0.9961573482,1e2e46884975cd1988b0d700e26d68b2956450b106b76a1eb97d2a6b2f68b61e,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005280,659,conflict,0.0637537516,0.9983850792,ba2c76de7ee38d05d9ac20d3ef6866d8d0ad2374adae595a117d853456d00d0d,326401,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005297,659,conflict,0.5158089039,0.9973347783,f792a61ae3fcd6578cd1490a37fe2d633e2fc73b333b81bd3e565644e5a3a28a,475200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005315,660,conflict,0.9466187289,0.9982244335,8cdc1b2872457f2e5d9c692034cfd3d57813de7d676886f95a9c8fcdd91894d6,297600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005337,661,conflict,0.2122097556,0.9966457337,2a8de344158f197dc6a2b3a5caef46b572af21b997c6f1739db25b9f342eeea6,251200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005468,667,conflict,0.6226586391,0.9947776198,7180cc91f5d186d410c74c5b31a7c90c26a80b6ee41652135584fabbca458892,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005527,670,conflict,0.5777847118,0.9957983792,11306b4a46a6ea3e29b6635ef7db76abfec0065986e2f39477ffa217e282155a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005627,680,conflict,0.3924589229,0.9954126775,9a3511f7d8e933f83d8ad1ac97185670496dda4aad6b4c45d174de810dca1cc6,344000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005751,688,conflict,0.5929295213,0.9967658222,5e620cb3581a1cb21eaf8177c4cb42b8dc90b57d8f00c4bbe6d7853325c2d0da,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005898,698,conflict,0.1192686360,0.9979232624,9fb72aec6a5e8431cc54b75f5fceeb9a8c49e06e99be2aeb12459fd091c895f0,377600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005909,698,conflict,0.1825228331,0.9976338297,fdb1c1c0c1d7f0c602c51013f4c1cb622752ee06d76401bd3e274f39aaafa73f,473600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005929,698,conflict,0.0851455097,0.9979588911,92daadaf5363cb6dd4e2a1dd9804ce6bae0ce743e79f54020347874ff6f28697,355200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006056,712,conflict,0.2019683519,0.9948683530,285ffe6adba9d73064eef66975b4c8b0b6b64bd993a75efcab37666a9d57d2e3,352000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006084,713,conflict,0.4689914538,0.9965322018,94b7a1487887c8035d4a1299c4248a7685b91ed92b8d210a658b8ee74b9524e3,436800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006158,716,conflict,0.0901761382,0.9983922988,cfd9e1963d16119f2a228a7650c7ddfbfd2603fa59a990fea2633bb332b99ab2,259200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006191,718,conflict,0.3075546482,0.9970999956,df1d040fc8c025b3803fa55bd7dfa03f7c527b6f9469c5c727ddddbe30f9f374,363200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000033,302,agreement,0.2452649903,0.9972656518,1065db8dac833ac839743dec7b2c4a56cda352f61e22a03a70e4cb0acbc4c0a6,427200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000152,306,agreement,0.1128531740,0.9975757003,c8e98ff6191c00314cb97bdaf71a7c4f4f1f7c61587b183dc63d883efb647037,331200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000189,308,agreement,0.8809088480,0.9974423498,a4287a0a47e355d472036a7fe3c2796aae0885aa11b1eb42df2cd53a86188206,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
