id,speaker,arm,p_yes,answer_mass,wav_sha256_1mb,n_samples_scored,prompt
c001894,381,conflict,0.1825179797,0.9978491962,d07bb79d0a710c3e4add8685a4450d6cec0e5c8579e2c3600d16a2097e864b78,454400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001898,381,conflict,0.2123207613,0.9969315529,ca26ab5dab2b3f512ed2055a2b8296f15f5dda00fe27829f43f5511761318284,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001924,382,conflict,0.1192964035,0.9973738417,240726cd4727b86327141d0f29cdabd1c63d8fd210b2a6b180881af2b4a8fc9a,422400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001984,384,conflict,0.8082392036,0.9973500967,3b0c0bd1533f7ba77ec42957a910acedd8a6498f78ec9e58b88a6f8a8a91c9c4,211200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002121,392,conflict,0.3075948397,0.9952188432,102f5fd3841b2e904393b81bdee9c7e06f673c7ea9f521bed02a2e5231d4377b,390400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002331,404,conflict,0.1646626710,0.9957167059,334bf65a80b685c3e856f42b4755f07f42bc90ac8db6cb151fea1a33623a8e47,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002353,405,conflict,0.0954117171,0.9974768832,cc1ca49d1cd9393c5ee30128261dfb2fcb8b5056285305087ea93666078e2522,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002358,405,conflict,0.2943803469,0.9967524707,00e1845ce958b819f22057fc58a374001a36f49edc0f951b8b2791f8429bc88c,376000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002386,405,conflict,0.0804075508,0.9981216118,23d8ecfd893151dc16a21ba1642255fe1c1f0709122b11c8e149ced9ec3e812c,441600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002394,406,conflict,0.3210824299,0.9964658916,88dad68ae950afbecd2de66fd2932edd9aea1f9f3cd693f8577fd31c1133ae2c,320000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002520,411,conflict,0.3211003414,0.9939132631,8ef0f56ab5958a4a9ef2656e8b6d1e07c53583029f7e311fc81a58bbc8fc6584,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002582,414,conflict,0.0373542926,0.9985824004,56877c421602d368d6e972e3e01af8d619ef6b752c64201e87fd977b741294ec,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002595,414,conflict,0.6928652130,0.9951077402,b6387959c8e8fd39807cb62e1967dbcaccf0d34d37d19e0d7b3bc4d8dec3fa5c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002603,414,conflict,0.0901740022,0.9975293875,e96f88f5bd3d8ef0c2ff1e87461c86e30f61740f57c4c8e3f4d00c5d82d92dc0,344000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002642,416,conflict,0.2945084973,0.9961297214,1e0065538cbd6f9b88d57b62e7502d75ef20ee9eafcdaad07f34381328b75d11,353600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002710,419,conflict,0.3925044856,0.9922947586,cdf4dcbf7f71b377cc24ac1e7cb2632b9c07ec68904e9138cbc37f074dfb7efd,288000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002728,420,conflict,0.7061204544,0.9955447316,8e46ec20a898b6d167afbd9b39a470c1140c2a1c1dd3944bd2078a986ee7bbbd,443200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002834,424,conflict,0.5469631009,0.9963148236,53b55571343e60e841d5bcd9c1e64b6329d8ae7c89dea291b95884d513e2721e,227200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002897,426,conflict,0.2019831950,0.9947016239,d34be86dd162b6f09dba54783c1f65506bdcf45b166ead8f15f5d4e3a57aef46,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002946,429,conflict,0.2019936303,0.9971547425,206446db21970949cb4749439415def24cd6016780a2af23500edad7ab6f53db,476800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002972,430,conflict,0.9242138997,0.9971088618,f19d17335dba4e3ece0b14bbc8f1b78eece7165edbcdd9822a9a53444098b802,382400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003002,432,conflict,0.4847348144,0.9965295196,9c2c2911785ce24a7718853dc845f5b2b1d39c4353eba2aa81e73cade9857aad,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003060,434,conflict,0.6793175788,0.9961440265,6a7bf46127c7fe62e32da8e838d3f942829196b6e16c07f48c6eac9f72c77c26,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003148,438,conflict,0.2020183707,0.9913757145,1b10e26d114a2acd8252983c2be64b552ba424c0948010187d70034fdded340a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003182,440,conflict,0.1405063299,0.9972863942,cde8a24fe14a201d51fc8c49b4179f434153d65fe5d05e5e6ca6b7aa13908944,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003208,440,conflict,0.4228765308,0.9943411350,f7efcf28fc08829c40982fe0cd8f75560a27274800d65e1b0648d98d466e9c0a,340800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003268,443,conflict,0.2945499544,0.9940265417,92f743641020ba93e73dc351fc79307e2c306c62bc7e25c8c39955ef62223d81,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003330,446,conflict,0.3490184598,0.9960399866,b6f16acdb480bc02bc51e3aba8c51fc8f514b53868e6a225e2aa3974e9f498bd,468800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003357,447,conflict,0.8934620839,0.9966513664,06b4917fc353dc98e856854d85f5fbdd335ec496b0fd662bef39310f5aba98a4,259200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003369,448,conflict,0.1646315999,0.9962545484,6b24ead3c4dca85c9148bedfc3c08fe1a36fc81b308c3a51d90ab9d9413de2a0,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003395,448,conflict,0.2816397922,0.9965662062,6a4ed9c88af920e920ccc41df379233ec8054a3508660310f14274bab3f9d645,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003469,451,conflict,0.0901566700,0.9965680763,5f36a4c86e6647f4a643a2274969384aa5c5e0486fe2062f8e1090674d098569,278400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003477,451,conflict,0.6516936559,0.9942871332,240db8c1c39270ff2ffd02815dde8629b45d4eada78938207ad0195cdb910d09,339200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003496,452,conflict,0.4535955839,0.9962860942,0012af901f69c747d2a57fb8ea99b3de2c6500b148c6dc7c5d5157d7a82f5375,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003585,457,conflict,0.2570414087,0.9956555367,3f819a3ecae48ae89d4b8e03c5e0fb25f7b2b22615a3ace7fb480bcdec1518cf,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003654,461,conflict,0.0759121275,0.9968097880,0a03951990a38675b886c90cb3eb9b9c3492e36bcd199d3332489194fe28bc51,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003708,463,conflict,0.8082906994,0.9975250363,b310aae6e7057e73a91f5616711d9b5483afc33f4d174d1f10d88962e2f79c80,350400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003741,464,conflict,0.2943604118,0.9963955581,6d188db1369c847fdb4b50cf4a48f334b3821125126707e974d61c81e87d233f,438400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003767,465,conflict,0.4380458406,0.9961509109,33b60517180fe96a6496ebce1919853e4c488339923a27fba9648dcb890e655d,264000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003830,467,conflict,0.5929110914,0.9950362444,d4c2ad7f9a802dd9ae300eba8e9eecf6e19d94123c4ac3fac5b6417d504fcc48,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003865,469,conflict,0.0675876639,0.9968006611,bf98cbb57aa085d3e1ee627f5eeee789e3acc134ad90047d96995a32abc8e6aa,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003882,469,conflict,0.5778520619,0.9958694279,9f14d1d2dc71617e446ab2cc7e61cbcf3808298a9e12ebbb9c4f44d067651909,462400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003907,470,conflict,0.4380725189,0.9958560169,8643597a94d7e2609d5386474e20a87f8e1d95376d3401a62f3d7b6c8a337aac,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003929,471,conflict,0.7433086721,0.9957300425,202299abdc86818f82671483c9faf00ce2f0f257c50feea6c1b53fb06c8c79f5,288000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003946,472,conflict,0.3777881566,0.9973517060,9f27c62b8253489e3e45983817f4c12643aced6ba392a07a3f38a888ac471d40,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003974,474,conflict,0.5003567912,0.9965396821,47941226c34ef453226e13b506c5c709cafa2b395c698e24d459d8b1853912df,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004005,476,conflict,0.5929491549,0.9977382421,ad333e5e097891cdbb230d05c6692e8f5f8482ac75e8701fce7a79b6196dd4e9,304000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004034,477,conflict,0.1330560062,0.9965839833,2a0c2e7c50ed31fdf409ab9bc9a667647960864fd9d6a2e485e3bc8506182dac,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004058,478,conflict,0.8671114700,0.9974122792,ba32e2fb60ade0c8989dfe7a9440218707c7b25c6464fedaabab74396837a45d,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004226,485,conflict,0.6656385895,0.9973752201,2052b7733e47657d747aabf771917b31d4dbae2056f6a8b5429030490466a042,214400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004282,488,conflict,0.3631376413,0.9950630367,2d6f8738fbf9f917cb6503964c4073879169a3c492d4675b0c383957fe138934,225600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004294,488,conflict,0.2944777649,0.9955197871,b7e82a587ffcf6321b62ee787d211ffb2c02b3eda53642b8f6d44c82d873f208,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004422,603,conflict,0.7983766450,0.9955140352,afda15ae9a1e333c81635f99b76f98fb58bc467e3aebaa6911fbe49d029e7324,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004438,603,conflict,0.6078086041,0.9948595166,712c6793df266b0c89b56464f2f87a246f95ec06ccae81ea9cefbaa4933feb1e,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004506,608,conflict,0.8177277743,0.9964733720,67f5e97f5e0c21a2b0379306da2f2d8605e4dbb16362c6ac5fc1eca3138c88b7,240000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004511,608,conflict,0.7311900030,0.9967606962,ecda4b80d1301d3aa63832703a85bf770b44744b2881ab845fcf0b2109c9ba23,281601,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004534,609,conflict,0.4689505298,0.9958747923,94dd79e87a9dde9207df04eef18d47c7bf2663d3d28af9969e8552f413b6a928,334400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004594,615,conflict,0.2452413458,0.9955381751,419c5e6696660dcca3e9d2396d2cb71721931acc757bec0e9c17a6c94a92b6ff,356800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004706,622,conflict,0.6227111869,0.9965192080,e2f730f46297e525de2fa6105e63170bd549f69c6b61e47fe52a0041b5e96fd4,324800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004777,625,conflict,0.6655870640,0.9965184033,75500b887cf5b523ebaa7d01b90c80bb561984c27edfd308c6fffde002853182,356800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004815,627,conflict,0.4690603499,0.9965801239,3483fb2d66c9ac5ed4f3ed99502bb770091370d042b9d4d4f01a54ddf1932e8a,344000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004849,628,conflict,0.1646635596,0.9971589744,586194d9fa3ff6935955a7b2848197d87d936aedf0ecd36cd54233d8df2fce0a,366400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004920,632,conflict,0.2338175275,0.9972141981,49bb982b9914c8644985318c2f49a68a01033dbf784961f74a278ce9a8d7c919,348800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004995,636,conflict,0.1009738025,0.9973499775,ebb5216b811133badc81d70441515f020b5fbd0a4745f57d759737fd33fc06b7,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005034,636,conflict,0.1260236864,0.9975336790,bc19e441de7cc5a344109c8dece56ac6431363a115a89d7044409cb896bedfa7,459200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005057,637,conflict,0.3632069407,0.9963315129,085e11648586c1647c7d718dc3d5f9efaeec6d1afa1375e358c4cf3d267f9c4b,241600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005069,640,conflict,0.0447001414,0.9979528598,f34ac29c1ea0bbdff3dc48e7a7f613296cf13de37b47d6d6d31cab1838fc30c2,241600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005082,640,conflict,0.1128386163,0.9969500899,94b201b19606a0a7f376a0d5d5eec38e376ff750c3aeeada6d0ca4d512bf0d90,216000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005086,641,conflict,0.1259773331,0.9973647743,94e11f2c7fad4fdfb0d544afd3c5c5da3bc3a2299eb45bdbc22ddf60a1928a45,208000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005116,649,conflict,0.0566929792,0.9982639626,3bba2f143bce8aa7096e0e6d687bd4514c7a79786388bcd70d1108e233ac911a,264000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005131,650,conflict,0.5159295538,0.9945975840,ae4e2a6cf84604f88c8f6be242f6405317eb2a4a27a3b8bab88ecc84fb4fcc8b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005281,659,conflict,0.2019048299,0.9976612031,daf9637b6d3164024e7d9796d811d86adfc0927404da381c1da93c915d116a15,161600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005299,659,conflict,0.2338576443,0.9964678138,416c026faff091a425274d3dc12501d9b505a4134e8793b9b8a705a70d9a3116,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005317,660,conflict,0.5778381039,0.9922114015,c1beeb554460bf3d168dae2b538fd723b738ac43ee3e306ae5e4880d41f44110,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005359,661,conflict,0.3210281411,0.9968424439,e7b934cee0cd18bed2e63e66798f2663a991258e3f52a864df43d19081439a4b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005469,667,conflict,0.5002889330,0.9942255020,c498c31b28e22de2da8e273414be26b9f60005047d8183f4c37ef0a119e8ea83,355200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005600,680,conflict,0.0901609270,0.9972229376,a7f760b693af551db6cd07704f4e2c45acbd00b82f0a75ba5f2b1da9995f98b0,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005694,684,conflict,0.2816160234,0.9977082610,0d0442df9f725270120c081d9547690bd6b049a4031f2878397a10be7f1d4d18,355200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005752,688,conflict,0.1128893875,0.9975131527,b9e4bddb0b81848e8671607574dc7e88f4e417663531e3d4aa4d1b5a7e221ded,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005900,698,conflict,0.4227247588,0.9962878525,c1f7d28abd1da37ec4d9e551641a9583dd7237dd3557b51c061fe8d33aac9396,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005911,698,conflict,0.0637515602,0.9980336130,4388ab9dd0da9ebab61a7ebbb98eb08c49c194a6ff5b7e858ae0e1bad2deba31,268800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005963,705,conflict,0.1646496332,0.9968750626,54cc5d3205576fbb7a6adcc3765c566ccfceb5c790feb1adacc68ea7c38c4ef8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006059,712,conflict,0.3777175668,0.9963313043,4af2861d6aebdfaf6449b304fb8231fc61c3392bf9329790a9219250eb89991c,273600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006086,713,conflict,0.4534671905,0.9967740178,8cbce2706d2a0b933eeb92ab21c056208412b5e316baa3014e96da443f8badbd,470400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006160,716,conflict,0.2452626176,0.9966584444,84273e1334e9da9801994bbcbe858ec272573ff63ed9a09b91c46c9a5f13fceb,398400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000030,301,agreement,0.1481372346,0.9969300330,7d81977412cc9b87eabbda2becf37476b2413392256aecf3d00f8c42294b67fb,422400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000049,303,agreement,0.0675816325,0.9978906512,bcf74256975f1ed2c15e43145ef392e82b7a527111ba3bcc266636e9c132e337,323200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000160,307,agreement,0.2339136202,0.9954807758,4901bd4104622f2fe41517f1fea9ac74ef92d92d9aaeb716d80e7a086623f341,430400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000243,311,agreement,0.3926153172,0.9966284335,8c42b6a581fde5fbeb12cb228e3f1f892eab5b47c06a5dee776ed228110d216a,307200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000319,314,agreement,0.2122549438,0.9962343127,c1a4d368c6b85c1e6d141f4b2ec9459347d54d81d75f354746b9803b21ff94e7,347200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
