id,speaker,arm,p_yes,answer_mass,wav_sha256_1mb,n_samples_scored,prompt
c000304,314,conflict,0.0601367145,0.9976477250,e5487a7326878ccde1a23f593c72081054b5e91a9de2930904be61824f633a0a,388800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000316,314,conflict,0.0954091982,0.9978660271,8b74334182e4df5d370050b8a4f9f7ad37f18c714451cfaf42afaab86d3f5e1d,342400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000326,314,conflict,0.1192980597,0.9972942322,b3d062a540684c41359167afb036e30c083f0a74e05d68780fa9a80bff998b57,340800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000335,315,conflict,0.1920980526,0.9941475242,e7cd5ec77d5b5cde4d28dd13ff44305e62892c2201b42302c4ae287246d9b7f4,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000345,315,conflict,0.3632256843,0.9948526919,32c447af7d5998b2c3cc4021244dc649f426a705818949da8b7688f44710516a,446400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000389,318,conflict,0.3489144941,0.9929184914,50a7ab6e21170e2916483ee144a9b07d42d0ec1d5b607038a34ac67fddc5671f,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000441,321,conflict,0.2815890803,0.9959961474,6a33f8eb1e41c5c7b4c8543cb7f2b05c5fb08f8bb3bdfdad49784023c6964a21,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000479,323,conflict,0.3489622710,0.9961974621,92ee1544869286226b3cadfd0c89d25e5f65b4f75ba833ee9493ba4fac159cc0,369600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000535,326,conflict,0.2020025334,0.9954419583,95064af2b60a64f0d97a6ea0376eb883a9864c42262ce04c2199ed7a1065a1b2,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000541,326,conflict,0.1825535034,0.9968745112,642ad3d6e5317c23860d75a84d90d3c0e2dfa4ff7667ef7ccf022ec52d502d38,326400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000546,327,conflict,0.1481649105,0.9957400113,11820fd8cdfb3e220852684c96cc7c218f1f4f5bd6e462a564b9fdd0cccc13c3,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000552,327,conflict,0.2229830537,0.9956263155,da9103ee5a003c3c7b537b2a373fe3b85ae39d79798bfac0a360bf5c13f54504,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000562,328,conflict,0.1260041631,0.9969932288,baa7296e3cd914f617ff26cbabdf2323ca21b4abf4763d8eada6a81c08d782f9,476800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000578,328,conflict,0.1562055402,0.9972601384,ef4f56432588cfb340e9dbd525790fd5dbbaa0a23545d45046b8b47816e270dd,259200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000591,329,conflict,0.1646525084,0.9949565977,fd58ed3d4370b60f6930c43fd0019417d1eeff79d55ab61f8556b6511a468799,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000649,332,conflict,0.9784242331,0.9988724682,b40eec7415f231699fc1df3ac3f20730d48baa5de4a7a5a57c37160d073eafe9,366400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000810,338,conflict,0.1482123678,0.9954964817,9c69bba09dcbfa1180370fd55b57e21ee5d80dca3f9d16d52a1d096644f2a760,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000817,338,conflict,0.3075368753,0.9952246249,31e555a0fa90ce3223595f31014a3f0fe81e5df1092e5d9427946e6012c0ddb5,406400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000823,338,conflict,0.1646002166,0.9973467141,c15810830704e030b6da4afae163a0ec2a9605d099f850b1a5bdbc93dc244e70,305600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000846,340,conflict,0.1129094643,0.9961986244,cc29c249d36b05a1f1782f769b93cb1696c81096d3603af1c3cdde6aea1057b4,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000931,345,conflict,0.0637711271,0.9968283549,7dc63f7f3bf5761090e95aad3f64f35c3a07bede6c0894a77d4055155588cfca,398400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000939,345,conflict,0.1481472513,0.9968612194,6fb5bca25a0c26919d4b69472ae191ef5e0282fdecda636b776ce7f662b0b4b4,400000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000946,345,conflict,0.4075842674,0.9891169369,4743ff981d588ecc215f94f3460408bfbb053c1f524872dc144b4e6ff901d184,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000952,345,conflict,0.8873119025,0.9973123893,fde0040bc8d9927770b9ea01f6c5ac8d72f1992a088e66a433ae7d66cc724a1c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000959,346,conflict,0.6794082239,0.9971580207,200df6dd2727bb94290264d803ac72317867d80bc4a1090af310dab054c0c569,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000971,346,conflict,0.2019337826,0.9975560904,3384af1b26533977ec973ac1d37d77d0d47a10b4162adcacb7e9d30692148df8,353600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000984,346,conflict,0.1646319985,0.9955525696,475064a50236dd7b4ad842dc470621f34c263c8486fae0ede28299d06fd136fe,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000988,347,conflict,0.1193340757,0.9968121797,f79ebb4905c8b9e098b57714cc22c5a1ccdda2bee7e6f860e96cceee91373ee5,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001001,348,conflict,0.1481766438,0.9966794699,db419d0d79bc70a9360b2666270cfec26922b7558ede3b67375420a38938b7c5,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001008,348,conflict,0.5003450187,0.9969415963,64c823aa93ada80c7e073165fddaaa69145e5249a79e76b09e0e356b74c147a7,451200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001015,348,conflict,0.0851671006,0.9970293120,5094c99b733c593c93f2513ac7d6b394fbbabb5b0f769331b55fd5f03aa70653,382400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001137,354,conflict,0.1404531634,0.9978231490,f71524bbf8eacb4aeacabb998e1bb57e97ba12befed6a6a168bd8cd2560bdf1b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001237,360,conflict,0.6928406114,0.9969311953,4f42ae8108f2d78d647f63369ebcaf2ba39544ebf1876b21026c8c53ad8af097,308800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001251,361,conflict,0.0953769414,0.9963258058,2798cb64c0fbe80b5ba450d19af478609c6533dcb154144350c3b8ff3fcf7544,240000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001265,362,conflict,0.2228181039,0.9972450584,89eb9ed0c7cd8cd6b8af00e2e49b90b60c64137e7d4df7b8471ba7faee73708b,329600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001284,363,conflict,0.1192748814,0.9960370809,7ff194a5fae9c057a6492b682893e5b9727a9124a8cc9f0f00011aa14f55e30c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001290,363,conflict,0.5624825554,0.9958893955,9a10c019b70ada1dcdaa93895db8301fd9648315a05e45551d06f8f302174f83,457600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001298,363,conflict,0.3777988482,0.9959376454,510055884a5084f267f2fda65f8f37ac06e433d9ffa3cebb9e75f1a94f8c0005,403201,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001304,364,conflict,0.0954638332,0.9949506670,6ce522f355c7fccda3ad4d2000bac7af4eb8e8be908226419e4132c1c87c4aa6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001325,364,conflict,0.2338408960,0.9966379553,27b62b06e01b01c9317ba03b34f4819d4427fa39d188d17fdf9fb9c3cfd97805,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001330,364,conflict,0.2944270688,0.9966232479,4e34924b4cd005dad2cf4de3b11b239c3dd583f2ee3ab73ee42afcf0bbeae8d7,174400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001334,364,conflict,0.1920899111,0.9952492416,58ef0e8d14d8dc20b710d9ea4a0b8c014ea4ab92d5a0ce17027c466965dd22f7,332800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001354,364,conflict,0.4846507385,0.9964890778,3996e7d0dd5fd396858bd01f5b249d69f959c2e499b3d4ed9b91a7bc1d037a46,353600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001409,366,conflict,0.1259941054,0.9971908480,360b8b1951d417ad1229382c38ef67142fd10ff95dc9b22ef1cf0e2e15e8180e,200000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001423,366,conflict,0.2569446007,0.9973312318,71555696bc9c4c7dc6c128066c4a365c172c7cae0c18e5144962e7447c0b37ec,145600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001430,366,conflict,0.2816125015,0.9956247211,91ae3fab9f4ffa362f55a59c552079d3f1277b1ece7af8023c7f9f1f43824169,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001446,367,conflict,0.1404210417,0.9966813177,b0adf3e2f780dae2841549ad995c714b89a3ba83b901d93382822483f5ce57f9,441600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001455,367,conflict,0.8872976157,0.9971357211,cb45c98d93411dc40eaaf2623097076f74d4f83e430d1126c374d459ca01e7d2,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001472,367,conflict,0.7550549268,0.9960273355,57c6045fbecf025c94058a39a757f266f47dc9f75e89df636eb399db185da13d,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001477,367,conflict,0.1259850368,0.9971794784,8829ae3d90887968b0e4d2ba5ef5ffea48d310a24d1873595443750ce32998ed,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001518,369,conflict,0.1009402646,0.9953179732,19f24a3ac0cf236a42de72e66b82f4f978b4cf8212df4ac20618b19df30e9ed9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001542,370,conflict,0.1009330626,0.9967824370,27ccd359373c59bbf97880d6174ad5ba88c1c4b8d0b16f7c8d84831ae965dc07,384000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001551,370,conflict,0.1920113385,0.9950913042,688cf1437538b0ef6c58ef9d0ba03ec4c89fb893b712a7f8c09b0a640645a431,224000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001558,370,conflict,0.1825755959,0.9945124537,8723123c0cf8e5172fb69b33a59380a759a5bdbc23dccf2e4dbeffd5404a3de1,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001562,370,conflict,0.2452108586,0.9953185469,16a205b532d80e200e08afa8a979fcaa861874791ee9c55167074c19878cf565,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001666,374,conflict,0.1330928235,0.9957285672,98e4b06fcabc3b44677db6d00ecd71ee256773c1957d0a34f1bf0edb86045b54,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001672,374,conflict,0.8440826776,0.9957900643,c5faf3aef79745675fd545b744dea688b6eea29004e4be5ba9286e78e0c98e7d,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001677,374,conflict,0.8873544449,0.9976206496,d15b53fae1d2e3e83e81621c9722a5343ddfb6d1dc4db3ff6dbd83861da40f18,337600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001684,374,conflict,0.1562200290,0.9959711283,41ca5537f3262cc8acf5b0d0611a2f5a568c03e7753049aa81adc97eb1a22efb,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001738,377,conflict,0.1009540533,0.9974535704,81d8b25fd249bc4b454c09c1459eb74cf9be417239c448a3b902e4dd10e8f6f3,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001743,377,conflict,0.3210951950,0.9953379333,d99d5fd57245ed06659041c07ec7cb603d256ad12d8cc6340b2e1edcffe8f9f9,369600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001763,377,conflict,0.7188756120,0.9981329143,117f9a7324ef61061da6f0f64b5cbe8df1e5775c3b60f548e8d3879146f404af,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001777,378,conflict,0.2944591983,0.9953627288,52277ad6f693f49771ffbed30481d3de2a8b4ee6e86266063d3b18ce4825fa60,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001797,379,conflict,0.0954224800,0.9968006387,acbdf2f6c79901c61d8b8cd19c3458a4f7b6c648735127256bd0b9e0f4e18937,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001803,379,conflict,0.2690400680,0.9938111603,fd0001bb8dda94dd54674a68fb1bc584e81c521c5962d8146cd35cf6226c4a1e,288000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001812,379,conflict,0.0851574796,0.9971006587,181306cc9e62a239b4308949c97a3a792c30e8e392484417b29284be9944a46f,432000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001873,381,conflict,0.1562608841,0.9973263294,bb8fda9761358d39a349aef58e5b84b6ecb17e01a0595109d740478c6ee4949c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001893,381,conflict,0.2691087082,0.9957280457,d4be30f1accf7c21a3682c8ce63b4fb61db106656218ad311c876d874d554826,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001897,381,conflict,0.0503551937,0.9984520823,f0b2100e1e580ab6d5ba31d2ef89a2cb924bbe5bfa8114d9e8adfab454bbdc93,286400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001901,381,conflict,0.2452584233,0.9955568314,f3b92c9f07324cb91e11220071fa8dffbc8405af901eb99c11429af8125639c3,395200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001916,382,conflict,0.0331084434,0.9984157383,205baaa0ed5c42a17e9fabc5269d522e6e19387026248af98f0aeee04fa56561,414400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001965,384,conflict,0.2121947365,0.9958946556,739bd7cc6261c42224827d9851202bb7534db0c4a896cd959907299afe86cb82,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002027,387,conflict,0.2690759742,0.9964340925,8f3664a5cf1bca0e32cc864c5fe57b1314c20a77d3333e3596a1e7c8cb695f7d,432000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002114,392,conflict,0.4227040537,0.9966802895,4aca85bf7e98bb3c435f6e6b17962cdcf682ac6cd416e10c72379948ddf81b73,432000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002126,393,conflict,0.1481852552,0.9954242110,dddd36392a1c992a5d9f200ea035fddd4d967137b15044dd3bf282af4f453611,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002135,393,conflict,0.5158793440,0.9949694872,42ddd66187ab015e8ba58a9dfdc0401fa63bfecd26e1b52d22ecb2ed27bc16af,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002308,403,conflict,0.0851735787,0.9947071150,48db8de530f0a8d8996e933ecba65ec0939e1d5a0c8e4acc5ff12d5ac9466ce5,422400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002314,403,conflict,0.3347962060,0.9959011972,f6a25b05a571539dbdf76135569fc9343e34316f6ea4fc437cce8cae73901bfc,195200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002326,404,conflict,0.1920566831,0.9961810112,84ba0ae2203bc45675d18a4966518fbbf47d45cd6ea9c467a3bcfbf0975d1eac,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002336,404,conflict,0.8356582503,0.9968047142,42657d9945f4aa285be70c8a814c691034a83d2ea62147272d7ac1568170846d,385600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002345,404,conflict,0.3075374064,0.9955285490,fcf11ec545cce306f0bbbabca8fb770b8b041266ab05e7b1a38f3e519fd53c77,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002354,405,conflict,0.1067559729,0.9975169748,70a166cbfbe0a535b5b1352f34e00e217f85f35b80f18f3980726c6445c6bda8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002359,405,conflict,0.3632258901,0.9970411956,c53c349cd6faec8c2c231c8b4ce87d0d632a3440a34bb968f63e73b2da5eaa3f,332800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002381,405,conflict,0.3631634625,0.9968305826,24dd4c04a75261f350817683acfcd5b8662e5eb83b416d89181ec937433e8d96,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002388,405,conflict,0.1192842098,0.9966902286,a3b868858aed6de4fc36a23398947e792f0f2bdf4f8a5fbd4d6d3e845d1c2b86,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002394,406,conflict,0.3210824299,0.9964658916,88dad68ae950afbecd2de66fd2932edd9aea1f9f3cd693f8577fd31c1133ae2c,320000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002404,406,conflict,0.2122344611,0.9969687462,c29b621682157c8bbf79e65b8177de40eb9c3e65d8ed39e5bffd475eb21de7cc,360000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002413,407,conflict,0.1260185712,0.9952632934,c5f0c159cbfcb1a71a2286b2120d5c6dfe2a21f57089808be84098fe449480e7,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002421,407,conflict,0.2122103240,0.9964402020,cf1cfeb9fa60b22d6fc6b833ca1c1eb4dc6dc2049a5b87f4973281dd0907033c,313600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002426,407,conflict,0.6793886475,0.9968261719,20beeee9c880fadf92aebd02051beec07152c1b82d2832234c8ac1c62fa3d9fc,206400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002442,408,conflict,0.2228950510,0.9978714287,320e335b6b9bc0a5f6d545e7064890b2d0bcfdacbd96dcb216ddbe98beea2e3e,302400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002501,411,conflict,0.1562314738,0.9961362332,f17c4ebe36329b02a3b01be1bd5be8913448e03da92586a4657bcb81a5be8a03,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002508,411,conflict,0.5315060258,0.9967968166,b281445074f92ccb747f9ed201d6d7cc66810b4804944edae173cf6a5ea3b917,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002514,411,conflict,0.1646087256,0.9962401837,4cbd737961a8d390d1618608989c5d8a14891ce79755ed3c4220f81ee0c6b4c2,212800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002519,411,conflict,0.6226842530,0.9962314963,110dd96fc5607f94d9207dee8ba7130f024d8d8590cb653462f0035dfd6b9218,276800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002529,411,conflict,0.2019317993,0.9961859584,6d077a287837d0da8aa9b7abfda52be40ebf67c43cd880da8aede4907e6ba561,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002582,414,conflict,0.0373542926,0.9985824004,56877c421602d368d6e972e3e01af8d619ef6b752c64201e87fd977b741294ec,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002597,414,conflict,0.2122239993,0.9952484220,23f8a099924227387cf7516eeb281f5fcde0b5fa38795cb11f7037cc28cbc038,270400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002606,415,conflict,0.1260002910,0.9973797202,deb73e8cc0a3e3f1971e29deb776b174f5f0d6854d0e03f24a24bd229e9354f8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002617,415,conflict,0.3778440355,0.9963835180,9b6837bc7df6448d6ae39b48465139ee2c9f486cb3d3507d61f00b8db48cbc8b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
