id,speaker,arm,p_yes,answer_mass,wav_sha256_1mb,n_samples_scored,prompt
c001900,381,conflict,0.2452676754,0.9974866956,bb57ebb20dc00b6647750b3283b961835df9897f5733aee062cd8d4dfa3f94c2,448000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001964,384,conflict,0.0716705235,0.9963583350,ac7326892c7361aa80985b3204894a3ed1a5dbe2582950d20a41554a859631d1,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001985,384,conflict,0.1404314880,0.9968647063,a79f853456e7e4c601a2d699635e6a7b8252f1006486844d831419c8b5f7247e,395200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002122,392,conflict,0.4845671489,0.9955660999,b358bc43c5c8012f0a91be0af7709bd71a3825374abec889c10f4c8617abe52c,337600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002336,404,conflict,0.8356582503,0.9968047142,42657d9945f4aa285be70c8a814c691034a83d2ea62147272d7ac1568170846d,385600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002354,405,conflict,0.1067559729,0.9975169748,70a166cbfbe0a535b5b1352f34e00e217f85f35b80f18f3980726c6445c6bda8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002381,405,conflict,0.3631634625,0.9968305826,24dd4c04a75261f350817683acfcd5b8662e5eb83b416d89181ec937433e8d96,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002387,405,conflict,0.3925391605,0.9961435795,df22bac46f2ad26a33e5536de32d1d5013432a22ff57394cdd16592609958a8b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002426,407,conflict,0.6793886475,0.9968261719,20beeee9c880fadf92aebd02051beec07152c1b82d2832234c8ac1c62fa3d9fc,206400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002525,411,conflict,0.4689836840,0.9960015118,a13c01c398eab27bb9717548fedd112f4f05bfc7dfc9053ba14a6696b20c6fa0,300800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002583,414,conflict,0.1192783994,0.9972403646,90c28887bf35ca6d8be8f79edea4984b6012e7ee2fb2718dc037b123ccfbd410,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002598,414,conflict,0.4845628333,0.9976546466,779adc03e57cb152b9a079a9f10983f159a74f4a491218e93b91d351fe68e3e4,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002616,415,conflict,0.7667039291,0.9970642179,25efb623ec0d42500b8ca20aba311da05cf2125c432a37012daf9c416eb7621a,476800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002702,419,conflict,0.1260003736,0.9956029952,bd45a8b2194313790a02487db028e711ef7ff9b430138b4b7bf019cd1c3dd43f,331200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002715,419,conflict,0.5315377612,0.9967434704,7c08f705792bf671c1faa2402561c8056de7f637e753cb4a153b6392738e8a4d,419200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002809,423,conflict,0.5471240299,0.9969902635,cd4580c2ecc0091a8fd91511a5114066187c1e03818c1a3055bc3dac35dd9ccc,432000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002844,424,conflict,0.7664020242,0.9961228073,4111e153bf87fc2614e910e285b58e65ff4b4c8b2a53909b34fb8e4039b9e037,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002898,426,conflict,0.1920457082,0.9964191169,3960e26bad57fbfbf1c40ff3d84a7e05e526fbab356bde9af7f644075f590841,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002959,430,conflict,0.2019729759,0.9952254593,f3fd3143b40e2d7a6310ff97f310b72d29e8e2a62cc078ce57fbe6ed8c454e66,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002975,430,conflict,0.3926161351,0.9974136651,dd0d85acd2ca79b4e6ccc62f2ced3e8a88ced8bbcba77e8e41b77fccdfa9b8a0,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003045,434,conflict,0.2228775693,0.9946581423,daf6470cb2fd0f36c61b01787b29baac64ffb520839f5945cf547c02cd5a48a2,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003105,436,conflict,0.1129222602,0.9955339506,88ce1dd8ed1ac29f1307fc70e4448ab7a072b6c648343d0e1c038215221fdc12,398400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003149,438,conflict,0.4690429639,0.9936560392,051b1c84cc681e6954c88618504810b0bd3b670ec28c196f52967bf9e9026a14,384000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003184,440,conflict,0.0954253049,0.9979153574,ad860a6446398d01217bb9dbfb9c11d1398e42d52179f9cb45be5a49931cf789,390400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003216,441,conflict,0.0566937251,0.9982892685,6a2f74f5b1a45ae3f7c1bc38c5e1bd626631b83f4aa48a3d191332c67a286850,449600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003308,445,conflict,0.8992093819,0.9979855120,566decb8311d9f7a8b584b164cf0016486201efe2cb38a5d033f9948f9092c48,360000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003345,447,conflict,0.1562157555,0.9961995482,54d589561c6befad4f8ac7592a1901d33d079d7aafff8d185f7b1a332beb2272,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003363,447,conflict,0.4847661847,0.9972386062,aa09e670122b05754f8a290af9a4a59fee75f7ebe4124c8246565522933fd815,232000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003374,448,conflict,0.2816141257,0.9974884093,ff3847b0c2707c6b5d06faf6bed3fb201d9cdaaf2e78543a91f0244e729da0f7,286400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003397,448,conflict,0.1259982628,0.9973817021,6a3f181860d8fcc7c64b0943aba668ee8c17e3531d5c8b113f92984004e191f7,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003471,451,conflict,0.3633046640,0.9955655038,cd13ce27af567424eadd2fea31f8cfec4d696f03a327aae222dca370d21241a8,352000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003490,452,conflict,0.2691584418,0.9965678155,51eda51729eb242acaf0b75d3a350a408f82b27f5c0bf5654c73f75e4ad537a5,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003532,454,conflict,0.5470387486,0.9960230887,d5916c6865453c6c1f82e2914dd7b0052e11ba9085b2ac0e6fd3fab61091d92d,369600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003590,457,conflict,0.4075813606,0.9969650805,42f98ef245dbe33ed3a8ccc9504a22305463ebe5e74e4f4db3ecddc987d5b0f6,249600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003661,461,conflict,0.0293258129,0.9980046004,298bea063e9d725c3e5517a26d56656d583403f8494cda3975fce468c9e10220,334400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003710,463,conflict,0.5314807385,0.9960903823,f5ee0c77fb9fda669d02b369afdc85c031a846796f2d2648b50f70e48774c13e,326400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003755,465,conflict,0.1260460286,0.9953518510,8c9a0f703fc2572f2a3c6d75cca7813abbb29753f113001f030d346653a55c27,388800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003768,465,conflict,0.6079630082,0.9970155954,35c23173d3eb002245095f1db582c273512800d7ed4613b0400465fbb360018d,414400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003835,468,conflict,0.3777656523,0.9970041215,0d46abde5fedfd5077dd29efde712c22171029fd083de64d174398c43a740a2c,337600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003873,469,conflict,0.3075536031,0.9969755709,db6b0e0d31aee5f5e1e44539d63e475cada5e563fabee2b8f6f7e817e1317a84,289600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003883,469,conflict,0.2691224325,0.9959204495,e398eac2d32f9e218bf0f34caaff5bfa151d581fbd2552acc67631a8bff36412,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003911,470,conflict,0.7433623592,0.9966381192,5b5402c9a22d9853810dcd319710c2996bad8df25001a550ccba3b2e45b1b948,328000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003932,471,conflict,0.2570099116,0.9943259954,b5a47f1edd74a45bb0f19457fc870a501e5e66e5312769decc233208c939d22b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003970,474,conflict,0.2122188990,0.9967887253,08c4368e369e08b734206ce2233d13710875ac14a90ceef7ed78adf95ba1c784,275200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003978,474,conflict,0.3926326972,0.9950152338,777cd7214f0cf937e64ea8036d4a00451946d9201bef71400a343ded37121fb7,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004026,477,conflict,0.0851665843,0.9962293804,443bbb96472099b6870cc6b7d61c8680754d55e79ed7fc7cf9811454541f9d5c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004035,477,conflict,0.2944160254,0.9952611923,e6acb3ab1e629a602d4230e6c8eefd3f577ec58f20cdebd3a41b96ad11d17ad8,355200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004083,480,conflict,0.2691310010,0.9965605736,397017d1fe0b7924e29a0126ebdfc7b69d91bd6cb719890a826d8cfa2ce0e859,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004237,486,conflict,0.5778387546,0.9963082671,13d51f352e58c0c3e7ffb42ab2b50e91884dcfbe70d19f599512beafc46e5edd,332800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004283,488,conflict,0.2228520972,0.9945279062,ab2709f38ac90e084daa9f668a00815a3893a5fd0cdb640f515d06ae9b83e9c4,364800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004295,488,conflict,0.5777491672,0.9967937171,696005b2573c5cef29ba6f94c0e744adb7c4734d9aa74169c908ccf3b363a64e,297600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004430,603,conflict,0.8809046939,0.9969880953,ca39479dcd3f44ad1ad14af792661d73915e5e0064b86bf779fcc61d1c97522e,436800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004454,605,conflict,0.0953914169,0.9975605160,7d36a6150a6a612f70782e7a209a25c78abcfdcb97622835cea6f694b165bc20,182400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004508,608,conflict,0.3488135525,0.9955195189,1705dc62471cc8a59e113733dfcd45543eab226ad27bba022bb01d88e8242c39,220800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004531,609,conflict,0.3776770059,0.9960015416,ddfd7e4699518020022a58bebd077b3c23d86fc829b1c30a48beed700e5811aa,443200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004554,612,conflict,0.1010104168,0.9951226115,a3d7d4dd810c2d47d919353cd5b843547448263c97b08c99b393cb86cf014e3a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004598,615,conflict,0.6656489148,0.9953708053,1e3a664b9cb2825d1606635606b730c9cf67e346075c4e3dc243038598310e01,315200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004751,624,conflict,0.3074868404,0.9964812100,ff7dbf78b167207da0172df8d9d759cd413612848a764d8157c8f7f77a8ba074,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004778,625,conflict,0.5776892726,0.9959416389,51b835633393ca32e38d56656a2a405081e51d6b4dded7d792d7931e03197622,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004824,627,conflict,0.8355882907,0.9980155826,bd0f039af77c7ae7919fe4c0d9926a0b7abca9d31f06adaca18998db0a6cae33,467200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004877,629,conflict,0.7188146594,0.9973572493,e9b337f5e2a14f90c17a402b9dadcf5e465d301cfe31ebd383083886004454a5,414400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004923,632,conflict,0.3926146151,0.9952004254,89e3ceb17d932388d4ad34bb2703a644f480aad17ef8c3445e33933df5be5cc0,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004997,636,conflict,0.1128610102,0.9962308183,f72612ebe07e36af28d555b0a1f969450bdb4cf0653427fd1ca6fa51aa699f4b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005040,637,conflict,0.1920750767,0.9975168854,ae4d41d69b5f251044eccb09a986c6aa82e41b8d6ee254cde6f9f3afbee1cdaf,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005058,637,conflict,0.2122527158,0.9975858927,190584b12de25d5f7e27397fcfb67b949865865613d72a78fcc308a9a1928515,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005070,640,conflict,0.1404506239,0.9967878759,65c8cffa58de04bcf1d9fc7e0cb8f73e0cd9d5126cf5a40d1cc2603a1e76e602,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005083,640,conflict,0.1192667191,0.9972069040,7365a9ab32109afd6eafd152bfea75536559db1faedb921a3ac86b597a3503e6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005093,641,conflict,0.2339286740,0.9947211146,083322eb6c817d6ad99383fc87bd9871a00a80451b9323e0f3dc303d842cc819,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005118,649,conflict,0.2815735796,0.9968801439,1cce663f1c11aea6bb71e579d0a6a0fff64e7a9e9646e9961d7890699103c25b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005270,659,conflict,0.1562072611,0.9961429685,9a29203b146b32601ce6edc6255a960633718c2420c8da281a90fd7346112f81,244800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005284,659,conflict,0.1920653825,0.9973092675,5219fd23987417a7d3d2238420d7d5053e7ab52f58df5154d88ea8885fe520c8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005309,660,conflict,0.2228520195,0.9955944270,a3732638d14d3af26bc2d2305f280fa5345febbfe998a47ab5ec55838de209e5,353600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005327,661,conflict,0.0804427995,0.9961025864,d6f3b53e1163947eb0679190b88546eeac6204ae77005929968603984415ef12,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005369,662,conflict,0.7188456780,0.9953326583,65a5b98c0d40bda6af700214d18e6564d93dacb77e21594bf7cdfa66cb8201be,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005472,667,conflict,0.2691449941,0.9960637391,950b11a42f784b23c1d55133cfcfe04c2a06a4406890fbf4c55f130b62db9266,404800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005616,680,conflict,0.1259773643,0.9978188574,6d664aaeae78712d79af0f137ab0ecf99a4e1305d08ccaea20511442c8a9849f,232000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005735,688,conflict,0.2228302599,0.9972811341,a5298e1c1178ff86c31d2356e063c230dbc55a5a25c821363a1b85002999c955,321600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005894,698,conflict,0.1260812171,0.9945234209,192f54164c628c66365e194a0a6a08a26d78d396b96ef273bed3f9e2ff85010b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005901,698,conflict,0.2228299130,0.9974445850,1531a6234cb7c4cc5379e14f2de698363342d68a7e3f6bc908e4eb3f252552fe,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005923,698,conflict,0.2228781612,0.9955755323,78e4b7f1109969f7b847fd4b2c9bb68255c3f1a40efadab40b84e4cdc4dab895,403201,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005979,707,conflict,0.5158759772,0.9968821704,5be9f5e13cfe34e088533ab408f9740efbbc53940c23623ccc05b6685d2cef91,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006061,712,conflict,0.6515574307,0.9963565469,b3d44c8df43b760a279623b040ac9c898c201b2c383bd81a5c80a707d453c397,291200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006092,713,conflict,0.9399849633,0.9977872521,a01de36da1a89913dd2297e6a731859953cc862a2cfb874392e6faba9d421681,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006173,717,conflict,0.5314424007,0.9944590330,71f6f10300ffc40c0ea86279d387d1aea38955eb6f84663cddff316d9e326198,320000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000018,301,agreement,0.0901705095,0.9970031008,a2d4fa636e3589e2945053f96c55d588a77cd8e6e42f59dee4bc9d818bc3d4a3,465600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000143,306,agreement,0.1259817980,0.9969820380,991285725a897fc5506263e1f836f8452665a46e2a35fedebc53013a0e89a6c7,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000167,307,agreement,0.2121719027,0.9969274849,540b5a67aee8b7a549a4dda79a2f47541de1376185fffd7b5dca236503b740e5,294400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000262,312,agreement,0.1646323599,0.9976595789,ee1a29af602e5c2f552e92a0b9c4c1efde7650714c8669a1c9a085c78eb3ad8c,364800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
