perm_seed,auc_probe,auc_wo_trainz,auc_wo_foldz
87,0.8202634637737312,0.8243897714064317,0.8185780705153042
88,0.8109453700116234,0.8106935296396746,0.8015110422316931
89,0.8200697404106936,0.8188105385509492,0.8134250290585044
90,0.8039519566059666,0.8067028283611003,0.8083688492832236
91,0.7943432777993026,0.7926772568771794,0.8000193723363037
92,0.7911468423091825,0.7965904688105385,0.7849864393645873
93,0.8099767531964355,0.8119527314994188,0.8156141030608292
94,0.8413793103448276,0.8418442464161178,0.8296977915536614
95,0.7959318093762108,0.8025571483920961,0.8032351801627277
96,0.8147036032545525,0.8245447500968617,0.8236536226268888
97,0.8056373498643936,0.8115265401007361,0.8078845408756296
98,0.7889771406431616,0.7888802789616428,0.7825648973266176
99,0.785335141418055,0.7835528864781093,0.7814994188299109
100,0.8073421154591244,0.806974041069353,0.8061410306082913
101,0.812262688880279,0.812340178225494,0.8041263076327005
102,0.7905850445563735,0.7917280123982953,0.785819449825649
103,0.8125145292522278,0.8155947307245254,0.8113715614103061
104,0.8110422316931422,0.8115265401007361,0.8106354126307632
105,0.821793878341728,0.8218519953506392,0.8133281673769857
106,0.7963192561022859,0.802963967454475,0.7919411080976366
107,0.7884540875629601,0.7955637349864394,0.7828748547074778
108,0.8098992638512205,0.8153428903525766,0.8006005424254165
109,0.8099767531964355,0.8136381247578458,0.809453700116234
110,0.7748934521503293,0.7841146842309182,0.7725300271212708
111,0.7933940333204185,0.79711352189074,0.7892483533514142
112,0.8085819449825649,0.8174351026733824,0.8084269662921348
113,0.7873304920573421,0.7897714064316157,0.7871948857032158
114,0.7784967067028283,0.7831266950794266,0.780046493607129
115,0.7930065865943433,0.7978496706702828,0.7875242154203796
116,0.7974815962805114,0.7988182874854708,0.7921735761332817
117,0.8103448275862069,0.8100736148779543,0.7991863618752422
118,0.8089306470360326,0.8146842309182487,0.8032739248353351
119,0.7863231305695467,0.7937427353738861,0.787659821774506
120,0.812417667570709,0.8168926772568772,0.816912049593181
121,0.7916698953893839,0.7897132894227044,0.7927160015497869
122,0.8131731886865556,0.8185586981790004,0.807613328167377
123,0.8122239442076714,0.8202247191011236,0.8098992638512205
124,0.7982952344052693,0.8032545524990314,0.7990701278574196
125,0.7872530027121271,0.7925997675319644,0.7906625339015886
126,0.7962611390933747,0.7985083301046106,0.791108097636575
127,0.7713483146067416,0.7772568771793879,0.7596474234792716
128,0.8268306857807052,0.8279736536226269,0.8214258039519566
129,0.7821387059279349,0.7845989926385122,0.7760557923285548
130,0.816989538938396,0.8195079426578845,0.8214258039519566
131,0.7961836497481596,0.7956218519953506,0.7947500968616815
132,0.8169314219294846,0.818268113134444,0.8227237504843085
133,0.8017241379310345,0.802402169701666,0.7975009686168152
134,0.8083688492832236,0.8083882216195273,0.8067803177063154
135,0.8332816737698566,0.834695854320031,0.8310732274312282
136,0.8081363812475785,0.8072258814413018,0.8020922123208059
137,0.8118752421542038,0.8130375823324293,0.8085044556373499
138,0.8007361487795428,0.7999418829910887,0.8004068190623789
139,0.8137349864393646,0.8154978690430066,0.8217745060054242
140,0.7991669895389384,0.80288647810926,0.804010073614878
141,0.8081557535838823,0.8079426578845409,0.802963967454475
142,0.800561797752809,0.8012592018597443,0.7972297559085626
143,0.81201084850833,0.8135993800852382,0.8102285935683844
144,0.8011623401782255,0.8053467648198372,0.7833397907787679
145,0.7868461836497481,0.7869043006586595,0.7848702053467648
146,0.8157303370786517,0.8166602092212321,0.8054048818287486
147,0.8143549012010849,0.8187717938783418,0.8128632313056955
148,0.7812088337853546,0.7816737698566447,0.7766563347539713
149,0.7936652460286711,0.7924060441689268,0.785335141418055
150,0.8005811700891128,0.8013754358775669,0.7992638512204572
151,0.7995931809376211,0.8030027121270825,0.7972878729174738
152,0.8037388609066254,0.8059666795815575,0.7953700116234018
153,0.7999806276636963,0.7985083301046106,0.7986051917861294
154,0.8061991476172027,0.8075164664858582,0.8053467648198372
155,0.8180356450987989,0.8212708252615265,0.8175513366912049
156,0.8164858581944983,0.8281480046493607,0.8172607516466486
157,0.7983533514141805,0.8064316156528477,0.7884734598992639
158,0.8034289035257652,0.808252615265401,0.8027121270825262
159,0.8121464548624564,0.8121270825261526,0.801762882603642
160,0.8027702440914374,0.8066447113521891,0.8045718713676869
161,0.8105385509492444,0.81474234792716,0.8081363812475785
162,0.7963773731111972,0.7983727237504843,0.7981790003874467
163,0.8120495931809376,0.8126501356063541,0.8029252227818675
164,0.8007942657884541,0.8043975203409531,0.784540875629601
165,0.7914374273537389,0.7974815962805114,0.7861875242154204
166,0.8037969779155366,0.8034289035257652,0.8010654784967067
167,0.7941689267725688,0.7922123208058892,0.7937427353738861
168,0.8001356063541263,0.8016079039132119,0.792309182487408
169,0.8114877954281287,0.8197016660209221,0.807458349476947
170,0.8012785741960481,0.802963967454475,0.7997481596280511
171,0.8235955056179776,0.826675707090275,0.8214645486245641
172,0.8059860519178613,0.8085432003099574,0.8025571483920961
173,0.7786516853932585,0.782603641999225,0.7845602479659047
174,0.82067028283611,0.8273537388609066,0.8152654010073614
175,0.8062378922898101,0.8066447113521891,0.8098411468423092
176,0.799360712901976,0.8065478496706703,0.7921735761332817
177,0.8035838822161953,0.8039713289422704,0.7901007361487795
178,0.8196629213483146,0.8208833785354513,0.8203796977915536
179,0.818345602479659,0.8168151879116622,0.8169701666020922
180,0.8057535838822162,0.8078845408756296,0.8072646261139094
181,0.7912824486633088,0.7918055017435103,0.7771406431615653
182,0.8113715614103061,0.814180550174351,0.7958736923672995
183,0.8075939558310732,0.8093374660984115,0.807206509104998
184,0.8030608291359937,0.8041844246416118,0.7996706702828361
185,0.7973266175900814,0.799438202247191,0.7785741960480433
186,0.8244091437427353,0.829891514916699,0.8322743122820612
187,0.787659821774506,0.790778767919411,0.7856450987989152
188,0.8031383184812089,0.8052692754746222,0.8072839984502131
189,0.8135218907400232,0.8160402944595119,0.8127857419604805
190,0.8005811700891128,0.8010267338240992,0.7802595893064703
191,0.8071483920960868,0.8114103060829136,0.7871367686943045
192,0.8105385509492444,0.8139674544750097,0.8083107322743123
193,0.7973653622626888,0.7977334366524603,0.7930840759395583
194,0.799360712901976,0.8052692754746222,0.7881828748547075
195,0.7948857032158079,0.7976365749709415,0.7877566834560248
196,0.7880472685005812,0.7913986826811313,0.7833591631150717
197,0.8124564122433166,0.8144711352189073,0.8065091049980627
198,0.7951375435877567,0.7998062766369625,0.792231693142193
199,0.8131538163502519,0.8196241766757071,0.8000581170089113
