id,spk,p_yes_answer,answer_mass,probe_oof_projector_sft,text_p_yes,text_answer_mass,p_yes_answer_30s,answer_mass_30s,probe_oof_30s_enc,probe_oof_30s_llm,probe_oof_30s_ans,win_dur_s,capped,probe_oof_full_nested,window
349.wav,349,0.9669829557982986,0.9984482228755952,0.1441488564014434,0.998675018393912,0.9996218142332508,0.1920914885801857,0.995907500386238,0.2089208364486694,0.0796896070241928,0.0280514042824506,503.0,0,,full (cap 900 s)
350.wav,350,0.919742369564913,0.9965304657816888,0.8479677438735962,0.9324758871696488,0.9988129660487176,0.0637532562672514,0.9965963736176492,4.603695560945198e-05,0.0023105554282665,0.0264614485204219,900.0,1,,full (cap 900 s)
351.wav,351,0.928564612919713,0.9973501637578012,0.7057850360870361,0.9770388210619534,0.9990188293159008,0.1009763552870314,0.9960701167583466,0.7724037766456604,0.0297144949436187,0.0400752313435077,900.0001,1,,full (cap 900 s)
352.wav,352,0.859579413083626,0.9969286173582076,0.0288709066808223,0.966922174406758,0.9991927035152912,0.0474585677905377,0.9974310509860516,0.0003070248058065,0.0066175987012684,8.79817598615773e-05,900.0,1,,full (cap 900 s)
353.wav,353,0.9283314441545092,0.9978394508361816,0.0838903859257698,0.949678988221046,0.999169174581766,0.1646407907807569,0.9964346140623092,0.6898384094238281,5.4656731663271785e-05,0.9764676690101624,415.1999,0,,full (cap 900 s)
354.wav,354,0.3347427040734725,0.9978578984737396,0.021948255598545,0.3209255588476538,0.997950792312622,0.1193191406895531,0.9968314841389656,0.000117510498967,1.0047355317510664e-05,6.99964803061448e-05,167.4999,0,,full (cap 900 s)
355.wav,355,0.8669245593082121,0.9968404322862624,0.6076632142066956,0.9956654797788544,0.9995142733678222,0.5469621865836026,0.9965883791446686,0.9991230368614196,0.9403907656669616,0.0143493125215172,358.3,0,,full (cap 900 s)
356.wav,356,0.1332632125012957,0.9951273500919342,0.0022872274275869,0.9950946546859504,0.9995454926975073,0.0637829540391544,0.9974183291196824,0.8991689682006836,0.0005849587032571,0.1356391608715057,591.4999,0,,full (cap 900 s)
357.wav,357,0.0447724387078566,0.9967680685222148,0.0574932768940925,0.0275926716561508,0.9990730341523886,0.0716424930106829,0.9965321645140648,0.973239004611969,0.0337382555007934,0.0433863140642643,530.4,0,,full (cap 900 s)
358.wav,358,0.8809533250927535,0.996756874024868,0.07696083933115,0.9626847439470294,0.998936802148819,0.0804241034277292,0.9964899718761444,0.6993368268013,0.6452538371086121,0.0104657774791121,258.0,0,,full (cap 900 s)
359.wav,359,0.4536567678279642,0.9936979413032532,0.7718434929847717,0.9968278302568556,0.999485898995772,0.4227938999293382,0.9964452981948853,0.6269688606262207,0.000907240610104,0.4139314889907837,605.3001,0,,full (cap 900 s)
360.wav,360,0.2019012757643764,0.9965542107820512,0.4301473200321197,0.1824700325181626,0.9984194338321686,0.2019168553144093,0.9960479587316512,0.7482931017875671,0.3216031193733215,0.0001188442838611,218.3,0,,full (cap 900 s)
361.wav,361,0.035193392278208,0.9970812052488328,0.0060035954229533,0.0049072361079042,0.9995366102084516,0.0534339156816775,0.9974231272935868,0.0050970586016774,0.2343420386314392,0.0001086480770027,397.8001,0,,full (cap 900 s)
362.wav,362,0.4381700162120906,0.99652162194252,0.0600866451859474,0.8670515017808222,0.9988984912633896,0.1067589789283895,0.9968257546424866,0.273061454296112,0.0051408596336841,0.6454678773880005,286.7,0,,full (cap 900 s)
363.wav,363,0.0447773970896114,0.9963698349893092,0.0408457182347774,0.0421083798001315,0.9984569102525712,0.0716532577426304,0.9968298822641372,0.8983399868011475,0.8626696467399597,0.0075391917489469,804.5001,0,,full (cap 900 s)
364.wav,364,0.0447135734828791,0.9963700287044048,0.0316187664866447,0.2337344364370675,0.9978883564472198,0.1260188680108386,0.9920702129602432,0.9718491435050964,0.9884827733039856,0.003278074786067,900.0,1,,full (cap 900 s)
365.wav,365,0.2124902605892606,0.9931138753890992,0.8080672025680542,0.8808416174757014,0.9985702410340308,0.182561814923191,0.994281604886055,0.9915123581886292,0.9834935665130616,0.8291394710540771,718.1001,0,,full (cap 900 s)
366.wav,366,0.0637911176579068,0.9948482364416122,0.0656048282980918,0.009712473119648,0.9993993872776628,0.0675936539057159,0.9966211691498756,0.0959474518895149,0.0090400278568267,0.0220518037676811,847.1,0,,full (cap 900 s)
367.wav,367,0.8439426237052668,0.9945310652256012,0.9304582476615906,0.9968325867926424,0.9993998697027564,0.7187502942875352,0.996868222951889,0.0789989531040191,0.6160115599632263,0.8033726215362549,900.0,1,,full (cap 900 s)
368.wav,368,0.2123774585241465,0.9939145743846892,0.0460339002311229,0.914924798235306,0.9985644221305848,0.075919933853497,0.9958072751760484,0.7830165028572083,0.0011420540977269,0.0004122265381738,900.0,1,,full (cap 900 s)
369.wav,369,0.0373764296903446,0.9964316375553608,0.0341004282236099,0.009128784957595,0.9992855293676256,0.0534427799897859,0.9975324012339116,0.8898124098777771,4.621435437002219e-05,0.0576086677610874,749.3,0,,full (cap 900 s)
370.wav,370,0.0373796616912868,0.996166191995144,0.2782568037509918,0.0062922976781457,0.999463954474777,0.0901547243682668,0.9946046844124794,0.1052946671843528,0.1923373490571975,0.0058326534926891,849.3001,0,,full (cap 900 s)
371.wav,371,0.8866679673265369,0.9976414740085602,0.0758581757545471,0.9433493640103472,0.9989273846149443,0.0901798019642802,0.9962974935770036,0.9193744659423828,0.0098341638222336,0.2768982350826263,309.8001,0,,full (cap 900 s)
372.wav,372,0.2024270103869707,0.9937503188848495,0.3276683092117309,0.9975279129679722,0.9995875735767186,0.1193353485731203,0.9960603937506676,0.5447896122932434,0.002245366340503,0.0263349507004022,751.3001,0,,full (cap 900 s)
373.wav,373,0.0373649380722311,0.9959061928093432,0.0236894711852073,0.9770305942000406,0.9989698957651854,0.0759252055652228,0.9974336326122284,0.0103973625227808,0.9877562522888184,0.984312117099762,900.0,1,,full (cap 900 s)
374.wav,374,0.4078709048600984,0.9938162863254548,0.1192029193043708,0.9669260765084186,0.999138370156288,0.1009887772055002,0.995693437755108,0.0025193912442773,0.5594291090965271,0.1668280810117721,900.0,1,,full (cap 900 s)
375.wav,375,0.033108275579031,0.9976912289857864,0.4378235042095184,0.0534184253523861,0.9986389689147472,0.1067753877706127,0.9958722814917564,0.0433609522879123,0.977447271347046,0.9571297764778136,177.1,0,,full (cap 900 s)
376.wav,376,0.9648133624343688,0.998053103685379,0.0164030324667692,0.9979501977882412,0.9996104585006832,0.0676329167051951,0.9975272566080092,0.4082905054092407,0.0005248774541541,0.0003415837709326,615.6,0,,full (cap 900 s)
377.wav,377,0.0716769790735208,0.9955161288380624,0.1968262046575546,0.8670868109079678,0.998340055346489,0.1330648975905422,0.9962723702192308,0.1953985393047332,0.2667572498321533,0.001191325369291,843.8999,0,,full (cap 900 s)
378.wav,378,0.0474846414099034,0.9967066906392574,0.0284360349178314,0.0396528970333761,0.9990690276026726,0.0716634346154111,0.9967183694243432,0.2259081602096557,0.001536876312457,0.0253258720040321,432.0999,0,,full (cap 900 s)
379.wav,379,0.0276249757685575,0.9970008227974176,0.0267592836171388,0.015913826791386,0.998902965337038,0.0503605895941928,0.9970470368862152,0.0008141288999468,0.0018437691032886,0.025275507941842,708.9001,0,,full (cap 900 s)
380.wav,380,0.0601514311537081,0.9935986697673798,0.0467249602079391,0.050357955027601,0.997839257121086,0.0716458163455097,0.9958265274763108,0.2758398652076721,0.3193909227848053,4.2827605284401216e-06,900.0,1,,full (cap 900 s)
381.wav,381,0.8265626869543455,0.99655482172966,0.8807970285415649,0.718662713311718,0.9975633919239044,0.2571218397836483,0.9957503378391266,0.6179625391960144,0.0769654065370559,0.604404091835022,501.0001,0,,full (cap 900 s)
382.wav,382,0.0216437458726063,0.9987884070724248,0.0275852847844362,0.0675747536512545,0.9987952336668968,0.0447142789153658,0.9973062463104724,7.25613281247206e-05,0.0293936617672443,1.239149696630193e-05,364.7999,0,,full (cap 900 s)
383.wav,383,0.0474516765522984,0.9957234524190426,0.0140636265277862,0.754960339206699,0.9978919625282288,0.0396717787666605,0.9977084882557392,0.003529526060447,0.9406397342681884,0.0010121935047209,900.0,1,,full (cap 900 s)
384.wav,384,0.4546015647531107,0.9924574494361876,0.0440186522901058,0.9966221378543036,0.9996111444197596,0.0675830282956405,0.9965896755456924,0.0638172179460525,0.004375871270895,0.0009631536086089,495.7001,0,,full (cap 900 s)
385.wav,385,0.0804814740109036,0.9962627813220024,0.5544704794883728,0.3346387029691049,0.9979999661445618,0.0804195240018949,0.9960005655884744,0.0301831811666488,0.0208788253366947,0.1722452938556671,80.3001,0,,full (cap 900 s)
386.wav,386,0.7982943445995776,0.9978840947151184,0.7956580519676208,0.3630396082101301,0.9975997507572174,0.2691882993985186,0.996698409318924,0.5688928365707397,0.0002927634341176,0.0109980516135692,900.0,1,,full (cap 900 s)
387.wav,387,0.0276201076521222,0.998015273362398,0.3998116552829742,0.0373420063293984,0.998899981379509,0.0954523674934556,0.9966472908854483,0.005140337627381,0.0001966979179996,0.0053653032518923,210.4001,0,,full (cap 900 s)
388.wav,388,0.867172018643663,0.9974445700645448,0.4301473200321197,0.9603668916254672,0.9992364346981047,0.4076609908320779,0.994981735944748,1.2507192877819762e-05,0.0018323471304029,0.1094291359186172,170.3,0,,full (cap 900 s)
389.wav,389,0.2338626457140786,0.9952962100505828,0.5698526501655579,0.9149231046664004,0.998946599662304,0.2122773568998703,0.9958847016096116,0.2008586227893829,0.2601171731948852,0.001714217942208,209.9,0,,full (cap 900 s)
390.wav,390,0.1009836465258951,0.9942721873521804,0.5926666259765625,0.9944458494909078,0.999587640631944,0.1260546631911108,0.9956147819757462,0.5064911246299744,0.323913425207138,0.0560649670660495,569.8,0,,full (cap 900 s)
391.wav,391,0.7668123190079039,0.9974222332239152,0.9958011507987976,0.9928782813192276,0.9995601209811866,0.3632723426099711,0.9942638576030732,0.1428019404411316,0.911018967628479,0.9972042441368104,246.8999,0,,full (cap 900 s)
392.wav,392,0.067590745097106,0.9967514723539352,0.3208213150501251,0.0758842697652182,0.9983788654208184,0.1067451333009021,0.996972918510437,0.9271194338798524,0.0157012473791837,0.984778106212616,258.0,0,,full (cap 900 s)
393.wav,393,0.0474922032806804,0.9970073364675044,0.0384661927819252,0.033097302184548,0.9989441819489002,0.0851970438024068,0.996681958436966,0.5314276218414307,0.0939562618732452,0.0591694414615631,225.9,0,,full (cap 900 s)
395.wav,395,0.1826650957870538,0.9941573292016984,0.2393493503332138,0.8081689475781053,0.9986078441143036,0.0293400015376645,0.9982518572360276,0.9599502682685852,0.6998756527900696,0.0001421799970557,900.0001,1,,full (cap 900 s)
396.wav,396,0.0851633506182954,0.9956307485699654,0.6584175229072571,0.1919731607369216,0.9985251426696776,0.1562301098359777,0.9938707947731018,1.4194788491295183e-05,0.8079290986061096,8.93119431566447e-05,389.7,0,,full (cap 900 s)
397.wav,397,0.8264869817609863,0.99715194106102,0.8479677438735962,0.8354899639366592,0.9986225068569184,0.7551059713521889,0.9959056973457336,0.0437174476683139,0.4955767691135406,0.8548131585121155,900.0,1,,full (cap 900 s)
399.wav,399,0.1193371996297995,0.9958088845014572,0.0637149959802627,0.0803809118793079,0.9986283257603644,0.0851846115083907,0.9973376840353012,0.7407844662666321,0.0072537106461822,0.0329120904207229,370.0999,0,,full (cap 900 s)
400.wav,400,0.3933007921110383,0.9964201152324677,0.0402379408478736,0.2690385356225944,0.99818417429924,0.1067823108863251,0.9966112971305848,0.0003559840552043,0.1686298847198486,0.000196085034986,478.9001,0,,full (cap 900 s)
401.wav,401,0.063891701703311,0.995977908372879,0.0341004282236099,0.6792560927667614,0.9974046051502228,0.0804521270429532,0.9963280856609344,0.0276017673313617,0.1103676632046699,0.0012442416045814,454.1,0,,full (cap 900 s)
402.wav,402,0.8267898081772873,0.9972998648881912,0.3849121630191803,0.9669240653605958,0.9990852773189544,0.1068044096200923,0.996270664036274,0.5786173343658447,0.0360026285052299,0.9923203587532043,462.9999,0,,full (cap 900 s)
403.wav,403,0.0259730795987986,0.9974883496761322,0.1175721362233161,0.0159105617062991,0.9990489520132542,0.1009549046887826,0.9972033128142356,0.0137406410649418,0.8533663153648376,0.0163150541484355,900.0001,1,,full (cap 900 s)
404.wav,404,0.1564449201457764,0.9954541772603988,0.2689414322376251,0.2451646158688485,0.9984702914953232,0.042113940266195,0.9978753626346588,0.0017456191126257,0.355658620595932,0.0805174708366394,899.9999,1,,full (cap 900 s)
405.wav,405,0.9466625382335956,0.9985524266958236,0.8311430811882019,0.9914276901980642,0.9992736596614122,0.119318593487152,0.995827168226242,0.9977574944496156,0.0525404214859008,0.2033804655075073,900.0,1,,full (cap 900 s)
406.wav,406,0.0276258220998244,0.9970387145876884,0.1871326863765716,0.0244312247922457,0.9988433625549078,0.0534534784763865,0.9971477165818214,0.0002558231935836,0.9961506128311156,0.0109999869018793,900.0,1,,full (cap 900 s)
407.wav,407,0.0637632255993572,0.9962601438164712,0.0627892017364502,0.3208862351423278,0.9982474148273468,0.0804399270165169,0.9967427998781204,0.0626721605658531,0.994318425655365,0.0006609943811781,900.0,1,,full (cap 900 s)
408.wav,408,0.0351707383244885,0.9969515986740588,0.0550052821636199,0.0191293504986823,0.9992014747112988,0.0954491597870293,0.9960418790578842,0.0734502375125885,0.0198879763484001,0.5131782293319702,372.6,0,,full (cap 900 s)
409.wav,409,0.88706223107716,0.9971281811594964,0.0244230907410383,0.9859351642657986,0.9989641522988676,0.0601414972385868,0.9963763728737832,0.0127210188657045,9.982113624573684e-06,3.6162984997645258e-06,718.4,0,,full (cap 900 s)
410.wav,410,0.164732264575788,0.994904100894928,0.0926877781748771,0.2121224602037072,0.9985547661781312,0.1330859538861872,0.9946899712085724,0.9971786737442015,0.0855633243918418,0.0192424468696117,609.7,0,,full (cap 900 s)
411.wav,411,0.0447149930019245,0.9967317134141922,0.0251788422465324,0.0080648695386948,0.9992270153015852,0.1067747436102257,0.9958709627389908,0.0192680563777685,0.5518066883087158,0.9979525804519652,900.0,1,,full (cap 900 s)
412.wav,412,0.7665011553498295,0.9969140589237212,0.0574932768940925,0.7982670182856915,0.9987339973449708,0.0851720730310108,0.9967031627893448,0.3787303566932678,0.6301952600479126,0.9926968216896056,900.0,1,,full (cap 900 s)
413.wav,413,0.0853449277711666,0.9946104437112808,0.0216153338551521,0.363046546383946,0.9973688125610352,0.0954291155925982,0.9963397830724716,0.7457507848739624,0.0001047760160872,0.0889753922820091,596.2,0,,full (cap 900 s)
414.wav,414,0.8807725178694364,0.9964284971356392,0.160266026854515,0.990296464832342,0.9992484422400594,0.0954253313779315,0.9968116879463196,0.0831611454486846,0.4484937489032745,0.4043572545051574,558.7999,0,,full (cap 900 s)
415.wav,415,0.1334227929210467,0.9945590943098068,0.0212873518466949,0.2337678559624493,0.9981497675180436,0.0716588634649843,0.9959678426384926,0.0543547682464122,0.5197535753250122,2.17684032577381e-06,396.4,0,,full (cap 900 s)
416.wav,416,0.1260036726811343,0.9958231449127196,0.0356785543262958,0.1733344187425125,0.9979783892631532,0.1067423492163715,0.9960313588380814,0.7624466419219971,0.2157492786645889,0.9964063763618468,493.3,0,,full (cap 900 s)
417.wav,417,0.6796620178245066,0.9933655560016632,0.5,0.8439330059184061,0.9981012344360352,0.1129160009383035,0.9969499111175536,0.0540657863020896,0.4536825120449066,0.9723349809646606,451.4999,0,,full (cap 900 s)
418.wav,418,0.0805282060933078,0.9952010214328766,0.1871326863765716,0.919671912177951,0.9986846446990968,0.1193042282656657,0.9969774410128592,0.0022026447113603,0.8652887940406799,0.0987413749098777,606.9,0,,full (cap 900 s)
419.wav,419,0.0503955121549972,0.9953542612493038,0.1008786112070083,0.0474425031951287,0.9986229576170444,0.0601462869278093,0.9969273619353772,6.208318836797844e-07,0.000208429279155,0.5206001400947571,649.7,0,,full (cap 900 s)
420.wav,420,0.20225536179304,0.992899015545845,0.1127953976392746,0.8439158547182897,0.9987160712480544,0.133090841205055,0.9967858791351318,0.0253758281469345,0.0035260862205177,0.4557443857192993,403.8999,0,,full (cap 900 s)
421.wav,421,0.8993462424761781,0.997200444340706,0.8558511734008789,0.9579223144245568,0.999162320047617,0.4228331330338735,0.996515303850174,0.0008476077346131,0.4958148896694183,0.9751634001731871,410.8001,0,,full (cap 900 s)
422.wav,422,0.0638022151820352,0.9947856664657592,0.4843800961971283,0.9928782600287732,0.9993629367090762,0.0534606869662974,0.9971968084573746,0.1032944172620773,0.520126461982727,0.6814242005348206,804.1,0,,full (cap 900 s)
