file,model,dataset,score_cols,mass_col,has_mass,header
<local data dir>/paper1_local_runs/kimi_kcl_audio.csv,Kimi-Audio,kcl,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/kimi_kcl30b_audio.csv,Kimi-Audio,kcl30b,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/Desktop/release/overnight2/kimi_new/kimi_neurovoz_zeroshot_scores.csv,Kimi-Audio,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/podD2_final/out/kimi_neurovoz_zeroshot_scores.csv,Kimi-Audio,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight2/kimi/kimi_pcgita_zeroshot_scores.csv,Kimi-Audio,pcgita,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight2/part3/kimi_pcgita_zeroshot_scores.csv,Kimi-Audio,pcgita,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,Kimi-Audio,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight2/kimi/kimi_pitt_zeroshot_scores.csv,Kimi-Audio,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,Kimi-Audio,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/kimi_pitt_audio.csv,Kimi-Audio,pitt,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/kimi_pitt_text.csv,Kimi-Audio,pitt,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/Desktop/release/overnight2/kimi/kimi_smoke_zeroshot_scores.csv,Kimi-Audio,smoke,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight2/part3/kimi_smoke_zeroshot_scores.csv,Kimi-Audio,smoke,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/kimi_smoke2.csv,Kimi-Audio,smoke,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/Desktop/release/edaic_conflict_new/kimi/perclip_390rows_kimi.csv,Kimi-Audio,unknown,p_yes,answer_mass,True,"set,seg_uid,speaker_id,label,p_yes,answer_mass"
scores/pitt_all/kimi_full_zeroshot_scores.csv,Kimi-Audio,unknown,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
scores/edaic_windows/kimi_mid300_zeroshot_scores.csv,Kimi-Audio,unknown,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
scores/edaic_windows/kimi_mid30_zeroshot_scores.csv,Kimi-Audio,unknown,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/probe2/adress2020_ans_nested_oof.csv,Qwen2-Audio,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/adress2020_enc_nested_oof.csv,Qwen2-Audio,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/adress2020_llm_nested_oof.csv,Qwen2-Audio,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/adress2020_zeroshot_scores.csv,Qwen2-Audio,adress2020,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/probe_results/adress2020_zeroshot_scores.csv,Qwen2-Audio,adress2020,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_adress2020_audio.csv,Qwen2-Audio,adress2020,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_adress2020_text.csv,Qwen2-Audio,adress2020,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/sft/qwen2audio_adress2020_oof.csv,Qwen2-Audio,adress2020,p_yes,,False,"path,speaker,label,p_yes"
<local data dir>/paper1_local_runs/probe2/adresso_ans_nested_oof.csv,Qwen2-Audio,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/adresso_enc_nested_oof.csv,Qwen2-Audio,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/adresso_llm_nested_oof.csv,Qwen2-Audio,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/adresso_zeroshot_scores.csv,Qwen2-Audio,adresso,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/probe_results/adresso_zeroshot_scores.csv,Qwen2-Audio,adresso,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_adresso_audio.csv,Qwen2-Audio,adresso,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_adresso_text.csv,Qwen2-Audio,adresso,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/sft/qwen2audio_adresso_oof.csv,Qwen2-Audio,adresso,p_yes,,False,"path,speaker,label,p_yes"
<local data dir>/paper1_local_runs/qwen2audio_conflict_text.csv,Qwen2-Audio,conflict,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/probe2/edaic_ans_nested_oof.csv,Qwen2-Audio,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/edaic_enc_nested_oof.csv,Qwen2-Audio,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/edaic_llm_nested_oof.csv,Qwen2-Audio,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/edaic_zeroshot_scores.csv,Qwen2-Audio,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/probe2/pod_runs/edaic_ans_nested_oof.csv,Qwen2-Audio,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pod_runs/edaic_enc_nested_oof.csv,Qwen2-Audio,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pod_runs/edaic_llm_nested_oof.csv,Qwen2-Audio,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pod_runs/edaic_zeroshot_scores.csv,Qwen2-Audio,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/probe_results/edaic_zeroshot_scores.csv,Qwen2-Audio,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_edaic275_audio.csv,Qwen2-Audio,edaic275,p_yes,answer_mass,True,"speaker_id,clip_path,label,p_yes,answer_mass"
<local data dir>/paper1_local_runs/qwen2audio_edaic30_text.csv,Qwen2-Audio,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/Desktop/release/edaic_conflict_new/q2a_edaic_conflict_zeroshot_scores.csv,Qwen2-Audio,edaic_conflict,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/podE_final/out/q2a_edaic_conflict_zeroshot_scores.csv,Qwen2-Audio,edaic_conflict,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/qwen2audio_edaicfull_text.csv,Qwen2-Audio,edaicfull,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/probe2/kcl_ans_nested_oof.csv,Qwen2-Audio,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/kcl_enc_nested_oof.csv,Qwen2-Audio,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/kcl_llm_nested_oof.csv,Qwen2-Audio,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/kcl_local_enc_nested_oof.csv,Qwen2-Audio,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/kcl_local_llm_nested_oof.csv,Qwen2-Audio,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/kcl_zeroshot_scores.csv,Qwen2-Audio,kcl,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_kcl_audio.csv,Qwen2-Audio,kcl,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_kcl30_audio.csv,Qwen2-Audio,kcl30,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_kcl30b_audio.csv,Qwen2-Audio,kcl30b,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/sft/qwen2audio_kcl30b_oof.csv,Qwen2-Audio,kcl30b,p_yes,,False,"path,speaker,label,p_yes"
<local data dir>/paper1_local_runs/probe2/neurovoz_ans_nested_oof.csv,Qwen2-Audio,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/neurovoz_enc_nested_oof.csv,Qwen2-Audio,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/neurovoz_llm_nested_oof.csv,Qwen2-Audio,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/neurovoz_zeroshot_scores.csv,Qwen2-Audio,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/probe2/pod_runs/neurovoz_ans_nested_oof.csv,Qwen2-Audio,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pod_runs/neurovoz_enc_nested_oof.csv,Qwen2-Audio,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pod_runs/neurovoz_llm_nested_oof.csv,Qwen2-Audio,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pod_runs/neurovoz_zeroshot_scores.csv,Qwen2-Audio,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/probe_results/neurovoz_zeroshot_scores.csv,Qwen2-Audio,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/sft/qwen2audio_neurovoz_oof.csv,Qwen2-Audio,neurovoz,p_yes,,False,"path,speaker,label,p_yes"
<local data dir>/paper1_local_runs/probe2/pcgita_ans_nested_oof.csv,Qwen2-Audio,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pcgita_ash_enc_nested_oof.csv,Qwen2-Audio,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pcgita_ash_llm_nested_oof.csv,Qwen2-Audio,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pcgita_enc_nested_oof.csv,Qwen2-Audio,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pcgita_llm_nested_oof.csv,Qwen2-Audio,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pcgita_zeroshot_scores.csv,Qwen2-Audio,pcgita,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/sft/qwen2audio_pcgita_oof.csv,Qwen2-Audio,pcgita,p_yes,,False,"path,speaker,label,p_yes"
<local data dir>/paper1_local_runs/probe2/pitt_ans_nested_oof.csv,Qwen2-Audio,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pitt_enc_nested_oof.csv,Qwen2-Audio,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pitt_llm_nested_oof.csv,Qwen2-Audio,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,Qwen2-Audio,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/probe2/pod_runs/pitt_enc_nested_oof.csv,Qwen2-Audio,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/probe_results/pitt_zeroshot_scores.csv,Qwen2-Audio,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_pitt_audio.csv,Qwen2-Audio,pitt,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/qwen2audio_pitt_text.csv,Qwen2-Audio,pitt,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/sft/qwen2audio_pitt_oof.csv,Qwen2-Audio,pitt,p_yes,,False,"path,speaker,label,p_yes"
scores/pitt_all/q2a_full_zeroshot_scores.csv,Qwen2-Audio,unknown,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
scores/edaic_windows/q2a_full_zeroshot_scores.csv,Qwen2-Audio,unknown,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
scores/edaic_windows/q2a_mid300_zeroshot_scores.csv,Qwen2-Audio,unknown,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
scores/edaic_windows/q2a_mid30_zeroshot_scores.csv,Qwen2-Audio,unknown,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_adress2020_ans_nested_oof.csv,Qwen2.5-Omni,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_adress2020_enc_nested_oof.csv,Qwen2.5-Omni,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_adress2020_llm_nested_oof.csv,Qwen2.5-Omni,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_adress2020_p2.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_adress2020_p3.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_adress2020_proj_nested_oof.csv,Qwen2.5-Omni,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_adress2020_zeroshot_scores.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omnisft_adress2020_oof.csv,Qwen2.5-Omni,adress2020,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/omni_final/transfer_pitt_to_adress2020.csv,Qwen2.5-Omni,adress2020,p_yes,,False,"clip,speaker,label,p_yes,prompt"
<local data dir>/Desktop/release/overnight2/text_new/o25_adress2020_text.csv,Qwen2.5-Omni,adress2020,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podD2_final/out/o25_adress2020_text.csv,Qwen2.5-Omni,adress2020,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/paper1_local_runs/omni_adress2020_audio.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"path,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/omni_adress2020_text.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/omni_final/omni_adress2020_ans_nested_oof.csv,Qwen2.5-Omni,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
