model,dataset,stream,n,n_speakers,median_mass,p10_mass,share_below_0.01,share_below_0.15,mass_column_used,lo,hi,boot_usable,master_auc,resolved,file
Kimi-Audio,neurovoz,answer-state probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9195,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/kimi_new/kimi_neurovoz_nested_repeats.json
Kimi-Audio,pcgita,answer-state probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8616,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/part3/kimi_pcgita_nested_repeats.json
Kimi-Audio,pitt,answer-state probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7975,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/part3/kimi_pitt_nested_repeats.json
Kimi-Audio,adress2020,zero shot answer,156,156,0.9971073567867279,0.9923944026231766,0.0,0.0,mass,0.9966685180552304,0.9975593090057374,2000,0.7053,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/kimi_new/kimi_adress2020_zeroshot_scores.csv
Kimi-Audio,adresso,zero shot answer,237,237,0.9955982565879822,0.9920842766761779,0.0,0.0,mass,0.9952778501436116,0.9962353259325027,2000,0.7531,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/kimi_new/kimi_adresso_zeroshot_scores.csv
Kimi-Audio,edaic,zero shot answer,275,275,0.998050570487976,0.9969719648361206,0.0,0.0,mass,0.9979589581489564,0.9981678873300552,2000,0.6293,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/part3/kimi_edaic_zeroshot_scores.csv
Kimi-Audio,edaic_conflict,zero shot answer,390,74,0.999193474650383,0.9981361970305443,0.0,0.0,mass,0.9990355372428894,0.999327912926674,2000,0.6899,as listed,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/kimi/kimi_edaic_conflict_zeroshot_scores.csv
Kimi-Audio,edaic_conflict_v2,zero shot answer,966,138,0.99922913312912,0.9978828728199004,0.0,0.0,mass,0.9990639839787036,0.9993522316217422,2000,0.7146,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/part14/p14_kimi_zeroshot_scores.csv
Kimi-Audio,edaic_full,zero shot answer,275,275,0.9982790946960448,0.9970893621444702,0.0,0.0,mass,0.998093843460083,0.9983907639980316,2000,0.5929,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/pitt_all/kimi_full_zeroshot_scores.csv
Kimi-Audio,edaic_mid30,zero shot answer,275,275,0.99911617487669,0.997893512248993,0.0,0.0,mass,0.9990033060312272,0.9992154464125632,2000,0.6664,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/kimi_mid30_zeroshot_scores.csv
Kimi-Audio,edaic_mid300,zero shot answer,275,275,0.9987076371908188,0.9973555475473403,0.0,0.0,mass,0.998518854379654,0.998883694410324,2000,0.6581,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/kimi_mid300_zeroshot_scores.csv
Kimi-Audio,kcl,zero shot answer,37,37,0.9972690641880037,0.9960074543952941,0.0,0.0,mass,0.996968388557434,0.9976840764284134,2000,0.7113,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/kimi_new/kimi_kcl_zeroshot_scores.csv
Kimi-Audio,neurovoz,zero shot answer,1270,107,0.9961485117673874,0.9947199285030365,0.0,0.0,mass,0.9960660293698311,0.9962279120460152,2000,0.6204,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/kimi_new/kimi_neurovoz_zeroshot_scores.csv
Kimi-Audio,pcgita,zero shot answer,1100,100,0.9959426373243332,0.9938024520874024,0.0,0.0,mass,0.9958377480506896,0.9960419088602066,2000,0.6147,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/part3/kimi_pcgita_zeroshot_scores.csv
Kimi-Audio,pitt,zero shot answer,468,228,0.9966231435537338,0.9917780682444572,0.0,0.0,mass,0.996313251554966,0.9970326125621796,2000,0.718,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv
Qwen2-Audio,adress2020,LM probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8884,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_adress2020_nested_repeats.json
Qwen2-Audio,adresso,LM probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8923,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_adresso_nested_repeats.json
Qwen2-Audio,edaic,LM probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5224,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_edaic_nested_repeats.json
Qwen2-Audio,edaic_conflict,LM probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5878,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q2a_edaic_conflict_nested_repeats.json
Qwen2-Audio,kcl,LM probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.625,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_kcl_nested_repeats.json
Qwen2-Audio,neurovoz,LM probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8904,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_neurovoz_nested_repeats.json
Qwen2-Audio,pcgita,LM probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8309,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_pcgita_nested_repeats.json
Qwen2-Audio,pitt,LM probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.838,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_pitt_nested_repeats.json
Qwen2-Audio,adress2020,answer-state probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8695,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_adress2020_nested_repeats.json
Qwen2-Audio,adresso,answer-state probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.819,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_adresso_nested_repeats.json
Qwen2-Audio,edaic,answer-state probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5958,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_edaic_nested_repeats.json
Qwen2-Audio,edaic_conflict,answer-state probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5749,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q2a_edaic_conflict_nested_repeats.json
Qwen2-Audio,kcl,answer-state probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7702,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_kcl_nested_repeats.json
Qwen2-Audio,neurovoz,answer-state probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8808,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_neurovoz_nested_repeats.json
Qwen2-Audio,pcgita,answer-state probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8448,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_pcgita_nested_repeats.json
Qwen2-Audio,pitt,answer-state probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8253,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_pitt_nested_repeats.json
Qwen2-Audio,adress2020,encoder probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8315,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_adress2020_nested_repeats.json
Qwen2-Audio,adresso,encoder probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8537,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_adresso_nested_repeats.json
Qwen2-Audio,edaic,encoder probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5673,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_edaic_nested_repeats.json
Qwen2-Audio,edaic_conflict,encoder probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5563,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q2a_edaic_conflict_nested_repeats.json
Qwen2-Audio,kcl,encoder probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7714,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_kcl_nested_repeats.json
Qwen2-Audio,neurovoz,encoder probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9324,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_neurovoz_nested_repeats.json
Qwen2-Audio,pcgita,encoder probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9097,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_pcgita_nested_repeats.json
Qwen2-Audio,pitt,encoder probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7846,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/q2a_pitt_nested_repeats.json
Qwen2-Audio,edaic_conflict,projector probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5084,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q2a_edaic_conflict_nested_repeats.json
Qwen2-Audio,adress2020,transcript only,156,156,0.9424025788903236,0.8551567308604717,0.0,0.0,mass,0.9341074526309968,0.9502588957548141,2000,0.7383,as listed,/Volumes/G-Drive Pro/paper1_local_runs/qwen2audio_adress2020_text.csv
Qwen2-Audio,adresso,transcript only,237,237,0.9109534621238708,0.7951909348368644,0.0,0.0,mass,0.8975189819931984,0.922484740614891,2000,0.6825,as listed,/Volumes/G-Drive Pro/paper1_local_runs/qwen2audio_adresso_text.csv
Qwen2-Audio,conflict,transcript only,390,74,0.9808017835021019,0.8778848350048065,0.0,0.0,mass,0.971295554190874,0.9864379798527807,2000,0.6171,as listed,/Volumes/G-Drive Pro/paper1_local_runs/qwen2audio_conflict_text.csv
Qwen2-Audio,edaic,transcript only,275,275,0.959451586008072,0.8766993522644043,0.0,0.0,mass,0.9496754109859468,0.964329332113266,2000,0.6116,as listed,/Volumes/G-Drive Pro/paper1_local_runs/qwen2audio_edaic30_text.csv
Qwen2-Audio,edaic30,transcript only,275,275,0.959451586008072,0.8766993522644043,0.0,0.0,mass,0.9496754109859468,0.964329332113266,2000,0.6116,as listed,/Volumes/G-Drive Pro/paper1_local_runs/qwen2audio_edaic30_text.csv
Qwen2-Audio,edaicfull,transcript only,275,275,0.9664300009608268,0.9095821246504784,0.0,0.0,mass,0.961098849773407,0.9720185380429031,2000,0.72,as listed,/Volumes/G-Drive Pro/paper1_local_runs/qwen2audio_edaicfull_text.csv
Qwen2-Audio,pitt,transcript only,468,228,0.930038794875145,0.7991005212068558,0.0,0.0,mass,0.9236343875527382,0.9361902177333832,2000,0.6762,as listed,/Volumes/G-Drive Pro/paper1_local_runs/qwen2audio_pitt_text.csv
Qwen2-Audio,adress2020,zero shot answer,156,156,0.9967229887843132,0.9931092709302902,0.0,0.0,mass,0.996517114341259,0.9971239864826202,2000,0.6824,as listed,/Volumes/G-Drive Pro/paper1_local_runs/probe2/adress2020_zeroshot_scores.csv
Qwen2-Audio,adresso,zero shot answer,237,237,0.9969336986541748,0.9936134636402129,0.0,0.0,mass,0.9965974390506744,0.9971303418278694,2000,0.6649,as listed,/Volumes/G-Drive Pro/paper1_local_runs/probe2/adresso_zeroshot_scores.csv
Qwen2-Audio,edaic,zero shot answer,275,275,0.9959258288145064,0.9872762873768807,0.0,0.0,mass,0.9951596781611444,0.996434772387147,2000,0.6464,as listed,/Volumes/G-Drive Pro/paper1_local_runs/probe2/edaic_zeroshot_scores.csv
Qwen2-Audio,edaic_conflict,zero shot answer,390,74,0.9989346556831152,0.9948018100112677,0.0,0.0,mass,0.9985455701360479,0.9992037137271836,2000,0.6568,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q2a_edaic_conflict_zeroshot_scores.csv
Qwen2-Audio,edaic_conflict_v2,zero shot answer,966,138,0.9989490555599332,0.9944128692150116,0.0,0.0,mass,0.9987254664301872,0.9991609435528516,2000,0.6277,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/part14/p14_q2a_zeroshot_scores.csv
Qwen2-Audio,edaic_full,zero shot answer,275,275,0.9970297515392303,0.9899393409490586,0.0,0.0,mass,0.9965062104165554,0.9974520287010818,2000,0.633,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/q2a_full_zeroshot_scores.csv
Qwen2-Audio,edaic_mid30,zero shot answer,275,275,0.9989950340241194,0.9944595456123352,0.0,0.0,mass,0.9987395200878382,0.9992592372000216,2000,0.6891,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/q2a_mid30_zeroshot_scores.csv
Qwen2-Audio,edaic_mid300,zero shot answer,275,275,0.9972422420978546,0.991059684753418,0.0,0.0,mass,0.9968841969966888,0.9976032832637428,2000,0.6332,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/q2a_mid300_zeroshot_scores.csv
Qwen2-Audio,kcl,zero shot answer,37,37,0.9991311356425284,0.9980243504047395,0.0,0.0,mass,0.9988819137215614,0.9993750536814332,2000,0.5923,as listed,/Volumes/G-Drive Pro/paper1_local_runs/probe2/kcl_zeroshot_scores.csv
Qwen2-Audio,neurovoz,zero shot answer,1270,107,0.9992167884483933,0.998434256389737,0.0,0.0,mass,0.9991862286871764,0.9992431662976742,2000,0.5519,as listed,/Volumes/G-Drive Pro/paper1_local_runs/probe2/neurovoz_zeroshot_scores.csv
Qwen2-Audio,pcgita,zero shot answer,1100,1100,0.9994133650325239,0.9987790144979953,0.0,0.0,mass,0.9993754331080708,0.9994382351636887,2000,0.5369,as listed,/Volumes/G-Drive Pro/paper1_local_runs/probe2/pcgita_zeroshot_scores.csv
Qwen2-Audio,pitt,zero shot answer,468,228,0.9966980665922164,0.9933391347527505,0.0,0.0,mass,0.9964619353413582,0.9968546777963638,2000,0.6173,as listed,/Volumes/G-Drive Pro/paper1_local_runs/probe2/pitt_zeroshot_scores.csv
Qwen2.5-Omni,adress2020,LM probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8511,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json
Qwen2.5-Omni,adresso,LM probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9048,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json
Qwen2.5-Omni,edaic,LM probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.4939,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json
Qwen2.5-Omni,edaic_conflict,LM probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5966,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json
Qwen2.5-Omni,edaic_full,LM probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6853,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_nested_repeats.json
Qwen2.5-Omni,edaic_mid30,LM probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6249,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_nested_repeats.json
Qwen2.5-Omni,edaic_mid300,LM probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6351,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_nested_repeats.json
Qwen2.5-Omni,kcl,LM probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.622,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json
Qwen2.5-Omni,neurovoz,LM probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9264,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_neurovoz_nested_repeats.json
Qwen2.5-Omni,pcgita,LM probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8616,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_pcgita_nested_repeats.json
Qwen2.5-Omni,pitt,LM probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8032,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_pitt_nested_repeats.json
Qwen2.5-Omni,pitt_all,LM probe,708,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8125,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/pitt_all/o25_pitt_all_nested_repeats.json
Qwen2.5-Omni,adress2020,answer-state probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8217,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json
Qwen2.5-Omni,adresso,answer-state probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8593,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json
Qwen2.5-Omni,edaic,answer-state probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6146,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json
Qwen2.5-Omni,edaic_conflict,answer-state probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6623,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json
Qwen2.5-Omni,edaic_full,answer-state probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7542,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_nested_repeats.json
