id,pid,label_y,roberta_label,roberta_score,roberta_p_neg,roberta_p_neu,distilbert_label,distilbert_score,distilbert_p_neg,arm_roberta,arm_distilbert,arm_roberta_selected,arm_distilbert_selected
44,302,0,positive,0.8538068,0.0155583145,0.13063487,positive,0.999530553817749,0.00046944618225097656,agreement,agreement,none,none
45,302,0,positive,0.95135564,0.002798146,0.045846146,positive,0.9990910291671753,0.000908970832824707,agreement,agreement,agreement,none
46,303,0,positive,0.9255135,0.006758582,0.06772789,positive,0.9998161196708679,0.00018388032913208008,agreement,agreement,none,none
47,303,0,neutral,0.018837279,0.5688037,0.41235897,positive,0.9914985299110413,0.00850147008895874,none,agreement,none,agreement
48,303,0,positive,0.810697,0.006160785,0.18314219,positive,0.993165910243988,0.006834089756011963,agreement,agreement,none,agreement
49,303,0,positive,0.9238156,0.0087986225,0.06738578,positive,0.9996552467346191,0.0003447532653808594,agreement,agreement,agreement,none
50,303,0,neutral,0.66334707,0.030988902,0.30566406,positive,0.9989957213401794,0.0010042786598205566,none,agreement,none,none
51,303,0,neutral,0.3572081,0.045216847,0.59757507,positive,0.9986373782157898,0.001362621784210205,none,agreement,none,none
52,303,0,positive,0.7194678,0.016142702,0.26438946,positive,0.9996283054351807,0.00037169456481933594,agreement,agreement,none,none
53,303,0,positive,0.8146122,0.039846513,0.14554125,positive,0.9996848106384277,0.0003151893615722656,agreement,agreement,none,agreement
54,303,0,neutral,0.26761615,0.025529603,0.7068542,positive,0.9965546131134033,0.0034453868865966797,none,agreement,none,agreement
55,303,0,neutral,0.4363891,0.015693188,0.5479177,positive,0.9883202314376831,0.011679768562316895,none,agreement,none,none
56,303,0,neutral,0.064427786,0.5707818,0.36479032,negative,0.04164176806807518,0.9583582319319248,none,conflict,none,conflict
57,303,0,positive,0.8105436,0.029989872,0.1594666,positive,0.9927120208740234,0.0072879791259765625,agreement,agreement,none,none
58,303,0,neutral,0.3474024,0.095002264,0.5575953,negative,0.1739557981491089,0.8260442018508911,none,conflict,none,conflict
59,303,0,positive,0.8571148,0.013923761,0.12896147,positive,0.9943464398384094,0.005653560161590576,agreement,agreement,none,none
60,303,0,neutral,0.3529726,0.100644775,0.54638267,positive,0.9288838505744934,0.07111614942550659,none,agreement,none,agreement
61,303,0,neutral,0.029948289,0.572513,0.39753872,negative,0.007402569521218538,0.9925974304787815,none,conflict,none,conflict
62,303,0,neutral,0.012513997,0.5462858,0.4412002,negative,0.0074846395291388035,0.9925153604708612,none,conflict,none,conflict
63,303,0,neutral,0.065111026,0.49344334,0.44144562,negative,0.004833569284528494,0.9951664307154715,none,conflict,none,conflict
64,303,0,negative,0.008574827,0.86081094,0.13061424,negative,0.0015661490615457296,0.9984338509384543,conflict,conflict,conflict,conflict
65,303,0,positive,0.89190507,0.014009053,0.0940859,positive,0.9913853406906128,0.008614659309387207,agreement,agreement,none,none
66,303,0,neutral,0.5105564,0.03725093,0.4521927,positive,0.998235821723938,0.0017641782760620117,none,agreement,none,agreement
67,303,0,neutral,0.2490411,0.2100123,0.54094666,negative,0.0209987573325634,0.9790012426674366,none,conflict,none,conflict
68,303,0,neutral,0.082708016,0.12742998,0.78986204,negative,0.006559798028320074,0.9934402019716799,none,conflict,none,conflict
69,303,0,neutral,0.55962795,0.034882583,0.4054895,positive,0.9977276921272278,0.002272307872772217,none,agreement,none,agreement
70,303,0,positive,0.94329274,0.015153033,0.04155426,positive,0.9778203964233398,0.022179603576660156,agreement,agreement,none,none
71,303,0,positive,0.96484804,0.00509936,0.030052617,positive,0.9997729659080505,0.0002270340919494629,agreement,agreement,none,none
73,304,0,positive,0.9372633,0.009413301,0.053323396,positive,0.999308705329895,0.0006912946701049805,agreement,agreement,none,none
74,304,0,neutral,0.12778717,0.17185187,0.700361,negative,0.17558206617832184,0.8244179338216782,none,none,none,none
75,304,0,positive,0.74399173,0.041069478,0.21493876,positive,0.9987084865570068,0.001291513442993164,agreement,agreement,none,none
76,304,0,neutral,0.030736286,0.4585343,0.5107295,positive,0.9639045596122742,0.03609544038772583,none,agreement,none,none
78,304,0,neutral,0.17483345,0.11120482,0.7139617,neutral,0.5817734599113464,0.41822654008865356,none,none,none,none
79,304,0,negative,0.009359826,0.8679066,0.12273357,negative,0.03619729354977608,0.9638027064502239,none,none,none,none
80,304,0,neutral,0.020082466,0.57396245,0.40595517,negative,0.0018552683759480715,0.9981447316240519,none,none,none,none
81,304,0,neutral,0.50474364,0.09125595,0.40400043,positive,0.9969483017921448,0.0030516982078552246,none,agreement,none,none
83,304,0,neutral,0.24222112,0.10591711,0.6518617,negative,0.015455823391675949,0.984544176608324,none,none,none,none
85,304,0,neutral,0.33728945,0.4229664,0.23974419,neutral,0.38271549344062805,0.617284506559372,none,none,none,none
86,304,0,neutral,0.5211,0.0065578106,0.47234225,positive,0.9821563363075256,0.017843663692474365,none,agreement,none,none
87,304,0,neutral,0.43720287,0.057960883,0.5048362,positive,0.9900959730148315,0.009904026985168457,none,agreement,none,none
88,304,0,positive,0.9267074,0.009503702,0.06378889,positive,0.9843837022781372,0.015616297721862793,agreement,agreement,none,none
89,304,0,positive,0.9146397,0.00693649,0.0784238,positive,0.999152421951294,0.0008475780487060547,agreement,agreement,none,none
90,305,0,neutral,0.64483684,0.009714916,0.3454482,positive,0.998563826084137,0.0014361739158630371,none,agreement,none,none
91,305,0,positive,0.76232415,0.016212098,0.22146377,positive,0.9971039891242981,0.0028960108757019043,agreement,agreement,none,none
92,305,0,positive,0.7799463,0.04796688,0.1720868,negative,0.08228897303342819,0.9177110269665718,agreement,none,none,none
93,305,0,negative,0.008626926,0.9061485,0.08522462,negative,0.0003757966333068907,0.9996242033666931,none,none,none,none
94,305,0,neutral,0.27333575,0.025583208,0.70108104,negative,0.00892715621739626,0.9910728437826037,none,none,none,none
95,305,0,neutral,0.28939238,0.12075802,0.5898496,positive,0.925820529460907,0.07417947053909302,none,agreement,none,none
96,305,0,positive,0.7555011,0.00513342,0.2393655,positive,0.9947579503059387,0.005242049694061279,agreement,agreement,none,none
97,305,0,neutral,0.13646147,0.23657702,0.6269616,positive,0.996658444404602,0.0033415555953979492,none,agreement,none,none
98,305,0,positive,0.9244788,0.010690199,0.06483098,positive,0.9988923668861389,0.001107633113861084,agreement,agreement,none,none
99,305,0,positive,0.7651128,0.010034076,0.2248531,positive,0.9996792078018188,0.00032079219818115234,agreement,agreement,none,none
100,305,0,negative,0.015243142,0.7402355,0.24452132,negative,0.008402017876505852,0.9915979821234941,none,none,none,none
101,305,0,neutral,0.076667644,0.20694123,0.7163911,positive,0.9891278147697449,0.010872185230255127,none,agreement,none,none
102,305,0,neutral,0.08749908,0.34946963,0.5630313,negative,0.01953670009970665,0.9804632999002934,none,none,none,none
103,305,0,neutral,0.10625547,0.26777628,0.6259683,negative,0.013721415773034096,0.9862785842269659,none,none,none,none
104,305,0,negative,0.0074299993,0.9084121,0.08415792,negative,0.023313749581575394,0.9766862504184246,none,none,none,none
105,305,0,negative,0.01228881,0.8050879,0.18262327,negative,0.02093525603413582,0.9790647439658642,none,none,none,none
106,305,0,neutral,0.0687461,0.3635698,0.56768405,positive,0.9461309313774109,0.05386906862258911,none,agreement,none,none
107,305,0,positive,0.951431,0.0071445126,0.041424558,positive,0.9997487664222717,0.0002512335777282715,agreement,agreement,none,none
108,305,0,negative,0.02699477,0.7045873,0.26841798,positive,0.9652475118637085,0.034752488136291504,none,agreement,none,none
109,305,0,positive,0.85667616,0.0110568805,0.13226698,positive,0.9890944361686707,0.010905563831329346,agreement,agreement,none,none
110,305,0,neutral,0.4314874,0.09634121,0.47217137,negative,0.13725310564041138,0.8627468943595886,none,none,none,none
111,305,0,neutral,0.04507076,0.40094903,0.5539802,positive,0.9862622022628784,0.013737797737121582,none,agreement,none,none
112,305,0,neutral,0.032034285,0.41707638,0.5508894,negative,0.0008423613617196679,0.9991576386382803,none,none,none,none
113,305,0,neutral,0.048907496,0.60439336,0.34669915,negative,0.011725488118827343,0.9882745118811727,none,none,none,none
114,305,0,negative,0.013193368,0.7472624,0.23954417,negative,0.000590617535635829,0.9994093824643642,none,none,none,none
115,305,0,neutral,0.37371445,0.18357322,0.44271237,negative,0.056269608438014984,0.943730391561985,none,none,none,none
116,305,0,positive,0.8193056,0.017725436,0.16296896,positive,0.9993871450424194,0.0006128549575805664,agreement,agreement,none,none
117,305,0,neutral,0.5594425,0.03362454,0.40693298,negative,0.0013958817580714822,0.9986041182419285,none,none,none,none
118,305,0,negative,0.014695881,0.8175868,0.16771731,negative,0.0031461273320019245,0.9968538726679981,none,none,none,none
119,305,0,neutral,0.049594864,0.42010283,0.53030235,negative,0.005828922614455223,0.9941710773855448,none,none,none,none
120,305,0,negative,0.015121197,0.7985394,0.1863394,negative,0.02996605448424816,0.9700339455157518,none,none,none,none
121,305,0,neutral,0.061995525,0.2196923,0.7183121,negative,0.0012045536423102021,0.9987954463576898,none,none,none,none
122,305,0,neutral,0.02200016,0.5659149,0.41208494,negative,0.004054023884236813,0.9959459761157632,none,none,none,none
123,305,0,neutral,0.36310297,0.098116316,0.53878075,negative,0.0028234219644218683,0.9971765780355781,none,none,none,none
124,305,0,neutral,0.6965372,0.021268675,0.28219417,positive,0.998424768447876,0.0015752315521240234,none,agreement,none,none
125,305,0,neutral,0.1273292,0.36813447,0.50453633,positive,0.7593218088150024,0.24067819118499756,none,agreement,none,none
127,305,0,negative,0.0072996193,0.9195466,0.073153846,negative,0.002449848223477602,0.9975501517765224,none,none,none,none
128,305,0,positive,0.71925765,0.029163597,0.25157875,positive,0.9995018243789673,0.0004981756210327148,agreement,agreement,none,none
129,305,0,neutral,0.024205323,0.69779205,0.27800256,negative,0.013133464381098747,0.9868665356189013,none,none,none,none
130,305,0,neutral,0.045292664,0.22009166,0.7346157,negative,0.006201712414622307,0.9937982875853777,none,none,none,none
131,305,0,negative,0.011985483,0.8204511,0.16756345,neutral,0.6136295795440674,0.3863704204559326,none,none,none,none
132,305,0,neutral,0.034020063,0.6767338,0.28924617,negative,0.0015670694410800934,0.9984329305589199,none,none,none,none
133,305,0,neutral,0.6468785,0.041705374,0.31141618,positive,0.9979525804519653,0.002047419548034668,none,agreement,none,none
134,305,0,neutral,0.044164814,0.52821386,0.42762133,negative,0.0046621146611869335,0.9953378853388131,none,none,none,none
135,305,0,negative,0.010860333,0.8963049,0.092834815,negative,0.0007670387858524919,0.9992329612141475,none,none,none,none
136,305,0,neutral,0.5889332,0.02390489,0.38716182,positive,0.9955314993858337,0.00446850061416626,none,agreement,none,none
137,305,0,positive,0.8087529,0.008498057,0.18274902,positive,0.9996359348297119,0.00036406517028808594,agreement,agreement,none,none
138,305,0,neutral,0.23281631,0.1631633,0.60402036,neutral,0.36265113949775696,0.637348860502243,none,none,none,none
140,306,0,neutral,0.61393213,0.012331602,0.37373626,positive,0.99960857629776,0.00039142370223999023,none,agreement,none,none
141,306,0,positive,0.8073552,0.0056909723,0.18695378,positive,0.9990137815475464,0.0009862184524536133,agreement,agreement,agreement,agreement
142,306,0,positive,0.87853104,0.0059761326,0.115492836,positive,0.9985670447349548,0.001432955265045166,agreement,agreement,none,none
143,306,0,positive,0.7769677,0.02849412,0.19453818,negative,0.04210648685693741,0.9578935131430626,agreement,conflict,agreement,conflict
144,306,0,neutral,0.3249335,0.29369515,0.38137132,negative,0.010693364776670933,0.9893066352233291,none,conflict,none,conflict
145,306,0,positive,0.8915009,0.019077336,0.0894218,neutral,0.4485069811344147,0.5514930188655853,agreement,none,none,none
146,306,0,negative,0.010592219,0.8317073,0.15770054,negative,0.012948465533554554,0.9870515344664454,conflict,conflict,conflict,conflict
147,306,0,neutral,0.060060117,0.26952124,0.6704187,positive,0.9763036370277405,0.02369636297225952,none,agreement,none,none
148,306,0,negative,0.03953976,0.7282695,0.23219071,negative,0.04945285618305206,0.9505471438169479,conflict,conflict,conflict,conflict
149,306,0,negative,0.017280301,0.72180045,0.26091927,negative,0.002134797628968954,0.997865202371031,conflict,conflict,conflict,conflict
150,306,0,positive,0.97071564,0.008287002,0.02099741,positive,0.9872167706489563,0.012783229351043701,agreement,agreement,none,agreement
152,306,0,positive,0.9378548,0.009662972,0.052482143,positive,0.9991946816444397,0.0008053183555603027,agreement,agreement,agreement,agreement
154,307,0,neutral,0.66453546,0.027092142,0.30837235,neutral,0.3803534209728241,0.6196465790271759,none,none,none,none
155,307,0,neutral,0.6330611,0.009613093,0.35732576,positive,0.9986133575439453,0.0013866424560546875,none,agreement,none,agreement
156,307,0,neutral,0.6565009,0.038411938,0.3050872,positive,0.8916152715682983,0.10838472843170166,none,agreement,none,agreement
157,307,0,negative,0.0073978445,0.81849706,0.17410511,negative,0.002280079061165452,0.9977199209388345,conflict,conflict,conflict,conflict
158,307,0,neutral,0.02882279,0.49202764,0.47914952,negative,0.0012875961838290095,0.998712403816171,none,conflict,none,conflict
159,307,0,negative,0.010875287,0.86672527,0.1223994,negative,0.16045214235782623,0.8395478576421738,conflict,conflict,conflict,conflict
160,307,0,positive,0.77369815,0.006572587,0.21972924,positive,0.9997580647468567,0.00024193525314331055,agreement,agreement,agreement,none
161,307,0,neutral,0.1530568,0.09346532,0.7534778,negative,0.008319126442074776,0.9916808735579252,none,conflict,none,conflict
162,307,0,negative,0.006787121,0.8541652,0.13904768,negative,0.0239651370793581,0.9760348629206419,conflict,conflict,conflict,conflict
163,307,0,neutral,0.17654447,0.51841617,0.3050394,negative,0.0018337378278374672,0.9981662621721625,none,conflict,none,conflict
164,307,0,positive,0.8546148,0.018951856,0.12643334,positive,0.9991790652275085,0.0008209347724914551,agreement,agreement,none,agreement
165,307,0,neutral,0.37318486,0.27750596,0.3493092,negative,0.11789527535438538,0.8821047246456146,none,conflict,none,conflict
166,307,0,neutral,0.5295003,0.04603896,0.4244607,positive,0.9971188306808472,0.002881169319152832,none,agreement,none,none
167,307,0,positive,0.8297686,0.029035358,0.14119601,positive,0.9993813037872314,0.0006186962127685547,agreement,agreement,agreement,agreement
168,307,0,positive,0.9164183,0.0096480455,0.07393363,positive,0.9996100068092346,0.00038999319076538086,agreement,agreement,none,none
169,307,0,neutral,0.6915684,0.037757225,0.27067438,positive,0.9913892149925232,0.008610785007476807,none,agreement,none,agreement
170,307,0,neutral,0.033731554,0.56302947,0.40323898,negative,0.003977864049375057,0.9960221359506249,none,conflict,none,conflict
171,307,0,neutral,0.118128784,0.45099482,0.43087646,negative,0.0039159320294857025,0.9960840679705143,none,conflict,none,conflict
172,307,0,neutral,0.09538945,0.22925411,0.6753564,negative,0.004847424570471048,0.995152575429529,none,conflict,none,conflict
173,307,0,neutral,0.10054898,0.48259738,0.41685367,negative,0.06843404471874237,0.9315659552812576,none,conflict,none,conflict
174,307,0,neutral,0.06522464,0.49880624,0.4359691,negative,0.0018845211016014218,0.9981154788983986,none,conflict,none,conflict
175,307,0,neutral,0.052445337,0.49879467,0.44876,negative,0.004782502539455891,0.9952174974605441,none,conflict,none,conflict
176,307,0,negative,0.013153461,0.84905815,0.13778839,negative,0.0008957769023254514,0.9991042230976745,conflict,conflict,conflict,conflict
177,307,0,neutral,0.05657208,0.57094187,0.37248605,positive,0.9918898940086365,0.008110105991363525,none,agreement,none,agreement
178,307,0,neutral,0.2754717,0.08735471,0.63717365,positive,0.7695304751396179,0.23046952486038208,none,agreement,none,none
179,307,0,positive,0.9850412,0.004085162,0.01087366,positive,0.9998263716697693,0.0001736283302307129,agreement,agreement,none,agreement
180,307,0,positive,0.7348165,0.041878384,0.22330512,positive,0.9055337309837341,0.09446626901626587,agreement,agreement,none,agreement
181,308,1,positive,0.8881024,0.005230358,0.106667206,positive,0.9997590184211731,0.0002409815788269043,conflict,conflict,conflict,conflict
182,308,1,positive,0.89960396,0.006831169,0.09356484,positive,0.9995337724685669,0.00046622753143310547,conflict,conflict,conflict,conflict
184,308,1,neutral,0.4447253,0.05506463,0.50021005,negative,0.26995477080345154,0.7300452291965485,none,agreement,none,none
185,308,1,positive,0.84204096,0.015188721,0.1427703,negative,0.06492497771978378,0.9350750222802162,conflict,agreement,conflict,none
186,308,1,positive,0.7170639,0.015541551,0.2673945,positive,0.9964879751205444,0.0035120248794555664,conflict,conflict,conflict,conflict
187,308,1,positive,0.80986536,0.016887685,0.173247,positive,0.9992569088935852,0.0007430911064147949,conflict,conflict,conflict,conflict
188,308,1,negative,0.00872476,0.93247616,0.058799148,negative,0.0018682701047509909,0.998131729895249,agreement,agreement,none,none
189,308,1,negative,0.013601046,0.87809515,0.10830385,negative,0.0007767384522594512,0.9992232615477405,agreement,agreement,agreement,none
190,308,1,negative,0.01909346,0.82335955,0.15754701,negative,0.002211693674325943,0.9977883063256741,agreement,agreement,none,agreement
191,308,1,negative,0.021717587,0.8442109,0.13407151,negative,0.0008609244250692427,0.9991390755749308,agreement,agreement,none,none
192,308,1,negative,0.07722689,0.7231541,0.19961897,negative,0.002072698902338743,0.9979273010976613,agreement,agreement,none,none
193,308,1,negative,0.04932501,0.7273952,0.22327985,negative,0.0063278754241764545,0.9936721245758235,agreement,agreement,agreement,agreement
194,308,1,negative,0.01839807,0.73941505,0.24218689,neutral,0.612586259841919,0.38741374015808105,agreement,none,none,none
195,308,1,negative,0.006868969,0.92619157,0.066939466,negative,0.00044037908082827926,0.9995596209191717,agreement,agreement,none,none
196,308,1,neutral,0.3045362,0.12966198,0.56580186,negative,0.14559394121170044,0.8544060587882996,none,agreement,none,none
197,308,1,neutral,0.41319695,0.25122234,0.3355807,positive,0.9849417209625244,0.015058279037475586,none,conflict,none,conflict
198,308,1,neutral,0.19417793,0.18542428,0.62039775,positive,0.9947949051856995,0.005205094814300537,none,conflict,none,conflict
199,308,1,neutral,0.10121054,0.44779822,0.4509912,negative,0.03280946984887123,0.9671905301511288,none,agreement,none,none
201,309,1,neutral,0.60285467,0.018124433,0.37902096,positive,0.9975889921188354,0.0024110078811645508,none,conflict,none,conflict
203,309,1,neutral,0.03576621,0.6702732,0.29396054,negative,0.033959075808525085,0.9660409241914749,none,agreement,none,agreement
205,309,1,negative,0.013188133,0.8092537,0.17755818,negative,0.0020745520014315844,0.9979254479985684,agreement,agreement,none,agreement
206,309,1,neutral,0.02852844,0.45909616,0.51237535,negative,0.002694922499358654,0.9973050775006413,none,agreement,none,agreement
207,309,1,neutral,0.03450486,0.3984678,0.5670274,positive,0.9749552011489868,0.025044798851013184,none,conflict,none,conflict
208,309,1,neutral,0.040968597,0.2554061,0.70362526,positive,0.9920827150344849,0.007917284965515137,none,conflict,none,conflict
210,309,1,negative,0.020796437,0.7717779,0.20742553,negative,0.004144852049648762,0.9958551479503512,agreement,agreement,none,agreement
211,309,1,neutral,0.058987185,0.49225605,0.44875675,negative,0.0031945519149303436,0.9968054480850697,none,agreement,none,none
212,309,1,neutral,0.5019322,0.21238206,0.28568578,positive,0.9980054497718811,0.0019945502281188965,none,conflict,none,conflict
213,309,1,neutral,0.67491376,0.029034767,0.29605144,positive,0.9994801878929138,0.0005198121070861816,none,conflict,none,conflict
214,309,1,neutral,0.26490563,0.2168886,0.51820576,negative,0.12324462085962296,0.876755379140377,none,agreement,none,none
216,310,0,neutral,0.6948084,0.03103404,0.27415755,negative,0.03484669700264931,0.9651533029973507,none,conflict,none,conflict
217,310,0,neutral,0.06725321,0.027595313,0.9051515,negative,0.0005220374441705644,0.9994779625558294,none,conflict,none,conflict
218,310,0,negative,0.023411913,0.75296783,0.22362031,negative,0.0008506093872711062,0.9991493906127289,conflict,conflict,none,conflict
219,310,0,neutral,0.021775223,0.6487182,0.32950655,negative,0.009421618655323982,0.990578381344676,none,conflict,none,conflict
221,310,0,neutral,0.046800073,0.4815882,0.47161168,negative,0.0023607767652720213,0.997639223234728,none,conflict,none,conflict
222,310,0,neutral,0.35892808,0.03564283,0.60542905,negative,0.042516082525253296,0.9574839174747467,none,conflict,none,conflict
224,310,0,neutral,0.2548885,0.0053234487,0.739788,positive,0.9972872734069824,0.002712726593017578,none,agreement,none,agreement
225,310,0,negative,0.012756421,0.8297675,0.15747604,negative,0.004294936545193195,0.9957050634548068,conflict,conflict,none,conflict
226,310,0,neutral,0.22497788,0.22352307,0.5514991,neutral,0.6538248658180237,0.3461751341819763,none,none,none,none
227,310,0,neutral,0.030018114,0.59076345,0.3792185,negative,0.006298276595771313,0.9937017234042287,none,conflict,none,conflict
228,310,0,neutral,0.051468503,0.50194335,0.4465882,negative,0.07493789494037628,0.9250621050596237,none,conflict,none,conflict
229,310,0,neutral,0.013256137,0.6976676,0.28907627,negative,0.005504819098860025,0.99449518090114,none,conflict,none,conflict
232,310,0,neutral,0.053003572,0.26435122,0.6826452,negative,0.0006846165051683784,0.9993153834948316,none,conflict,none,conflict
233,310,0,neutral,0.025132392,0.5481538,0.42671376,negative,0.0028649892192333937,0.9971350107807666,none,conflict,none,conflict
235,310,0,neutral,0.022071455,0.69260067,0.2853279,negative,0.10126712918281555,0.8987328708171844,none,conflict,none,conflict
236,310,0,neutral,0.021665944,0.69714344,0.2811906,negative,0.00204382068477571,0.9979561793152243,none,conflict,none,conflict
237,311,1,neutral,0.12877063,0.009778046,0.8614513,positive,0.9985561966896057,0.0014438033103942871,none,conflict,none,conflict
238,311,1,neutral,0.6738147,0.05983051,0.2663548,negative,0.01578501984477043,0.9842149801552296,none,agreement,none,agreement
239,311,1,neutral,0.3733362,0.25998756,0.36667624,positive,0.9983263611793518,0.0016736388206481934,none,conflict,none,conflict
240,311,1,neutral,0.1799085,0.35106552,0.46902597,neutral,0.3644120395183563,0.6355879604816437,none,none,none,none
241,311,1,neutral,0.051450912,0.40426952,0.5442795,negative,0.023253673687577248,0.9767463263124228,none,agreement,none,agreement
242,311,1,negative,0.0088207545,0.89309764,0.09808162,negative,0.002952061127871275,0.9970479388721287,agreement,agreement,none,agreement
243,311,1,negative,0.0052880803,0.91981965,0.07489238,negative,0.012738392688333988,0.987261607311666,agreement,agreement,agreement,agreement
244,311,1,negative,0.063428365,0.7267637,0.20980793,negative,0.0016674759099259973,0.998332524090074,agreement,agreement,none,none
245,311,1,negative,0.030709444,0.7291119,0.24017866,negative,0.0016740127466619015,0.9983259872533381,agreement,agreement,none,none
247,311,1,neutral,0.014779758,0.6999924,0.2852279,negative,0.007255737204104662,0.9927442627958953,none,agreement,none,none
248,311,1,neutral,0.2606632,0.3848301,0.35450673,positive,0.990013837814331,0.009986162185668945,none,conflict,none,conflict
250,311,1,neutral,0.6816754,0.027012557,0.29131207,positive,0.9995439648628235,0.00045603513717651367,none,conflict,none,conflict
251,311,1,positive,0.82963204,0.0134900035,0.15687793,positive,0.9992801547050476,0.0007198452949523926,conflict,conflict,conflict,conflict
