seg_uid,set,pair_id,speaker_id,start,end,span,speech_s,nw,n_turns,db_p_pos,db_p_neg,db_clearly_positive,db_clearly_negative
c000216,conflict,59,310,55.5,112.9,57.400000000000006,18.70000000000001,41,8,0.03484669700264931,0.9651533029973507,0,1
c000217,conflict,60,310,125.8,159.2,33.39999999999999,21.499999999999982,41,3,0.0005220374441705644,0.9994779625558294,0,1
c000218,conflict,61,310,167.4,203.9,36.5,21.59999999999999,67,4,0.0008506093872711062,0.9991493906127289,0,1
c000219,conflict,62,310,204.7,224.7,20.0,12.599999999999994,45,3,0.009421618655323982,0.990578381344676,0,1
c000221,conflict,63,310,245.0,273.9,28.899999999999977,15.299999999999985,40,4,0.0023607767652720213,0.997639223234728,0,1
c000222,conflict,64,310,290.1,306.4,16.299999999999955,9.099999999999966,31,3,0.042516082525253296,0.9574839174747467,0,1
c000225,conflict,65,310,388.9,419.0,30.100000000000023,13.700000000000044,43,4,0.004294936545193195,0.9957050634548068,0,1
c000227,conflict,66,310,456.5,501.1,44.60000000000002,13.999999999999943,37,8,0.006298276595771313,0.9937017234042287,0,1
c000228,conflict,67,310,513.4,527.8,14.399999999999977,8.199999999999932,31,3,0.07493789494037628,0.9250621050596237,0,1
c000229,conflict,68,310,560.4,587.2,26.800000000000068,12.200000000000044,46,3,0.005504819098860025,0.99449518090114,0,1
c000232,conflict,69,310,655.3,678.5,23.200000000000045,19.100000000000023,41,2,0.0006846165051683784,0.9993153834948316,0,1
c000233,conflict,70,310,680.9,707.1,26.200000000000045,13.000000000000114,41,5,0.0028649892192333937,0.9971350107807666,0,1
c000235,conflict,71,310,736.2,788.1,51.89999999999998,22.0,71,7,0.10126712918281555,0.8987328708171844,0,1
c000236,conflict,72,310,791.4,803.3,11.899999999999977,11.899999999999975,41,1,0.00204382068477571,0.9979561793152243,0,1
c000237,conflict,73,311,17.7,29.1,11.400000000000002,6.699999999999999,28,2,0.9985561966896057,0.0014438033103942871,1,0
c000239,conflict,74,311,137.3,166.5,29.19999999999999,13.799999999999985,27,3,0.9983263611793518,0.0016736388206481934,1,0
c000248,conflict,75,311,538.1,600.0,61.89999999999998,14.799999999999956,42,8,0.990013837814331,0.009986162185668945,1,0
c000250,conflict,76,311,639.0,692.3,53.299999999999955,15.400000000000205,43,9,0.9995439648628235,0.00045603513717651367,1,0
c000251,conflict,77,311,700.4,721.4,21.0,15.100000000000025,42,3,0.9992801547050476,0.0007198452949523926,1,0
c000253,conflict,78,312,67.9,117.3,49.39999999999999,14.799999999999995,41,9,0.002541906666010618,0.9974580933339894,0,1
c000254,conflict,79,312,119.8,137.6,17.799999999999997,10.899999999999965,40,3,0.010888854041695595,0.9891111459583044,0,1
c000255,conflict,80,312,140.9,165.4,24.5,17.099999999999994,48,3,0.017786817625164986,0.982213182374835,0,1
c000257,conflict,81,312,205.1,240.3,35.20000000000002,15.000000000000028,44,5,0.0036251372657716274,0.9963748627342284,0,1
c000258,conflict,82,312,252.8,274.6,21.80000000000001,21.80000000000001,50,1,0.03845624998211861,0.9615437500178814,0,1
c000259,conflict,83,312,281.8,318.0,36.19999999999999,21.699999999999932,54,4,0.0008001015521585941,0.9991998984478414,0,1
c000260,conflict,84,312,327.6,338.7,11.099999999999966,11.099999999999966,25,1,0.00579671747982502,0.994203282520175,0,1
c000261,conflict,85,312,349.9,432.3,82.40000000000003,35.700000000000045,104,6,0.01561389584094286,0.9843861041590571,0,1
c000263,conflict,86,312,471.1,515.8,44.69999999999993,33.69999999999993,114,5,0.1528169959783554,0.8471830040216446,0,1
c000264,conflict,87,312,525.4,560.1,34.700000000000045,16.199999999999932,47,6,0.25033560395240784,0.7496643960475922,0,1
c000265,conflict,88,312,564.0,590.8,26.799999999999955,18.899999999999977,48,3,0.20958063006401062,0.7904193699359894,0,1
c000266,conflict,89,312,594.0,622.3,28.299999999999955,14.29999999999984,42,5,0.0012428208719938993,0.9987571791280061,0,1
c000267,conflict,90,312,624.2,685.4,61.19999999999993,21.89999999999975,65,10,0.007222937420010567,0.9927770625799894,0,1
c000291,conflict,91,314,245.8,287.8,42.0,31.0,69,4,0.008599808439612389,0.9914001915603876,0,1
c000293,conflict,92,314,358.7,388.4,29.69999999999999,26.399999999999977,83,2,0.0511188767850399,0.9488811232149601,0,1
c000296,conflict,93,314,452.7,474.6,21.900000000000034,21.90000000000003,54,1,0.0616723895072937,0.9383276104927063,0,1
c000297,conflict,94,314,475.6,492.6,17.0,17.0,51,1,0.017655791714787483,0.9823442082852125,0,1
c000300,conflict,95,314,547.0,589.5,42.5,40.0,85,2,0.16100166738033295,0.838998332619667,0,1
c000303,conflict,96,314,687.0,712.7,25.700000000000045,23.000000000000114,58,2,0.003934198059141636,0.9960658019408584,0,1
c000304,conflict,97,314,714.2,738.5,24.299999999999955,21.09999999999991,59,2,0.14549705386161804,0.854502946138382,0,1
c000307,conflict,98,314,784.7,804.9,20.199999999999932,20.199999999999932,82,1,0.0025764668826013803,0.9974235331173986,0,1
c000308,conflict,99,314,806.4,838.2,31.800000000000068,21.500000000000114,77,3,0.0032640439458191395,0.9967359560541809,0,1
c000312,conflict,100,314,939.0,948.6,9.600000000000023,9.600000000000025,29,1,0.0014541279524564743,0.9985458720475435,0,1
c000316,conflict,101,314,1042.8,1064.2,21.40000000000009,19.800000000000185,73,2,0.0059127784334123135,0.9940872215665877,0,1
c000320,conflict,102,314,1188.4,1223.1,34.69999999999982,32.899999999999636,111,2,0.19269141554832458,0.8073085844516754,0,1
c000321,conflict,103,314,1225.1,1244.7,19.600000000000136,19.600000000000136,80,1,0.0025292206555604935,0.9974707793444395,0,1
c000325,conflict,104,314,1318.5,1334.8,16.299999999999955,15.200000000000044,51,2,0.0021078884601593018,0.9978921115398407,0,1
c000326,conflict,105,314,1335.8,1357.1,21.299999999999955,21.299999999999955,81,1,0.013231722638010979,0.986768277361989,0,1
c000329,conflict,106,314,1471.2,1510.4,39.200000000000045,36.90000000000009,87,2,0.10986608266830444,0.8901339173316956,0,1
c000333,conflict,107,315,197.9,231.8,33.900000000000006,27.5,72,3,0.0005143716116435826,0.9994856283883564,0,1
c000334,conflict,108,315,238.5,281.9,43.39999999999998,37.39999999999998,90,2,0.09954684972763062,0.9004531502723694,0,1
c000335,conflict,109,315,289.5,320.5,31.0,21.200000000000045,43,3,0.04171314835548401,0.958286851644516,0,1
c000337,conflict,110,315,379.5,429.3,49.80000000000001,48.400000000000034,114,2,0.0014043553965166211,0.9985956446034834,0,1
c000341,conflict,111,315,541.7,574.9,33.19999999999993,19.699999999999932,51,4,0.16693174839019775,0.8330682516098022,0,1
c000344,conflict,112,315,646.2,698.1,51.89999999999998,38.0,97,5,0.0015260151121765375,0.9984739848878235,0,1
c000345,conflict,113,315,700.9,728.8,27.899999999999977,22.100000000000023,61,3,0.01603192836046219,0.9839680716395378,0,1
c000346,conflict,114,315,734.6,752.0,17.399999999999977,12.899999999999975,32,3,0.16898182034492493,0.8310181796550751,0,1
c000347,conflict,115,315,762.3,777.1,14.800000000000068,14.800000000000068,40,1,0.009578949771821499,0.9904210502281785,0,1
c000386,conflict,116,318,134.9,181.3,46.400000000000006,19.200000000000045,45,6,0.017401712015271187,0.9825982879847288,0,1
c000389,conflict,117,318,259.6,297.9,38.299999999999955,17.199999999999932,48,7,0.004093952476978302,0.9959060475230217,0,1
c000392,conflict,118,318,373.1,449.2,76.09999999999997,45.200000000000045,115,4,0.010584210976958275,0.9894157890230417,0,1
c000434,conflict,119,321,324.3,378.1,53.80000000000001,15.800000000000011,45,6,0.9995362758636475,0.00046372413635253906,1,0
c000438,conflict,120,321,497.8,530.4,32.599999999999966,15.899999999999864,43,5,0.9005857706069946,0.09941422939300537,1,0
c000441,conflict,121,321,672.7,705.9,33.19999999999993,14.399999999999864,44,3,0.9998058676719666,0.00019413232803344727,1,0
c000442,conflict,122,321,713.4,781.8,68.39999999999998,14.000000000000114,30,8,0.90297532081604,0.09702467918395996,1,0
c000473,conflict,123,323,214.5,244.6,30.099999999999994,18.99999999999997,48,4,0.04850377142429352,0.9514962285757065,0,1
c000476,conflict,124,323,313.1,343.1,30.0,13.800000000000068,50,4,0.16489611566066742,0.8351038843393326,0,1
c000479,conflict,125,323,445.1,468.2,23.099999999999966,20.69999999999999,69,2,0.04765517637133598,0.952344823628664,0,1
c000481,conflict,126,323,498.3,521.2,22.900000000000034,14.699999999999989,40,5,0.07971760630607605,0.920282393693924,0,1
c000482,conflict,127,323,522.3,561.9,39.60000000000002,26.300000000000068,81,4,0.11297068744897842,0.8870293125510216,0,1
c000534,conflict,128,326,134.8,200.5,65.69999999999999,18.5,40,11,0.030029715970158577,0.9699702840298414,0,1
c000535,conflict,129,326,202.2,268.6,66.40000000000003,11.300000000000011,29,8,0.03051811270415783,0.9694818872958422,0,1
c000537,conflict,130,326,320.3,407.3,87.0,20.799999999999955,44,9,0.011187965981662273,0.9888120340183377,0,1
c000538,conflict,131,326,419.0,444.8,25.80000000000001,9.800000000000011,32,5,0.000434111658250913,0.9995658883417491,0,1
c000540,conflict,132,326,525.3,569.6,44.30000000000007,17.40000000000009,37,5,0.12669794261455536,0.8733020573854446,0,1
c000541,conflict,133,326,579.9,600.3,20.399999999999977,12.29999999999984,34,3,0.008221411146223545,0.9917785888537765,0,1
c000543,conflict,134,327,0.4,88.2,87.8,12.599999999999994,45,8,0.06257720291614532,0.9374227970838547,0,1
c000544,conflict,135,327,94.4,124.7,30.299999999999997,17.799999999999983,45,4,0.07919269055128098,0.920807309448719,0,1
c000545,conflict,136,327,142.0,185.0,43.0,20.0,42,7,0.06947488337755203,0.930525116622448,0,1
c000546,conflict,137,327,193.2,234.4,41.20000000000002,21.5,46,4,0.006098076701164246,0.9939019232988358,0,1
c000548,conflict,138,327,278.8,302.9,24.099999999999966,16.30000000000001,63,2,0.2614818215370178,0.7385181784629822,0,1
c000549,conflict,139,327,309.2,365.1,55.900000000000034,27.80000000000001,63,7,0.003261731704697013,0.996738268295303,0,1
c000551,conflict,140,327,398.9,418.7,19.80000000000001,12.399999999999975,44,2,0.05886257067322731,0.9411374293267727,0,1
c000552,conflict,141,327,421.7,463.3,41.60000000000002,17.0,45,6,0.13865524530410767,0.8613447546958923,0,1
c000555,conflict,142,327,567.9,593.0,25.100000000000023,16.299999999999955,45,3,0.004924458917230368,0.9950755410827696,0,1
c000559,conflict,143,328,83.5,115.1,31.599999999999994,13.600000000000025,44,4,0.04174630716443062,0.9582536928355694,0,1
c000561,conflict,144,328,140.9,160.4,19.5,17.400000000000006,43,2,0.002471688436344266,0.9975283115636557,0,1
c000562,conflict,145,328,166.5,196.3,29.80000000000001,20.5,56,3,0.00037120457272976637,0.9996287954272702,0,1
c000564,conflict,146,328,242.1,282.8,40.70000000000002,40.70000000000002,122,1,0.013926318846642971,0.986073681153357,0,1
c000567,conflict,147,328,349.3,400.1,50.80000000000001,50.80000000000001,133,1,0.0007989804144017398,0.9992010195855983,0,1
c000577,conflict,148,328,764.3,820.2,55.90000000000009,38.500000000000114,125,5,0.010237657465040684,0.9897623425349593,0,1
c000578,conflict,149,328,826.3,842.5,16.200000000000045,16.200000000000045,53,1,0.002049725968390703,0.9979502740316093,0,1
c000580,conflict,150,328,877.7,911.7,34.0,28.100000000000023,76,3,0.0017183545278385282,0.9982816454721615,0,1
c000581,conflict,151,328,916.6,941.9,25.299999999999955,21.799999999999955,69,2,0.0023037493228912354,0.9976962506771088,0,1
c000589,conflict,152,329,210.8,239.2,28.399999999999977,19.89999999999995,40,3,0.001822563586756587,0.9981774364132434,0,1
c000591,conflict,153,329,291.4,330.6,39.200000000000045,19.90000000000009,42,4,0.0007045677048154175,0.9992954322951846,0,1
c000642,conflict,154,332,295.2,346.7,51.5,30.299999999999955,84,8,0.9995962977409363,0.0004037022590637207,1,0
c000645,conflict,155,332,422.6,486.0,63.39999999999998,17.600000000000023,43,10,0.9976261258125305,0.0023738741874694824,1,0
c000646,conflict,156,332,487.0,498.4,11.399999999999977,11.399999999999975,41,1,0.9957154393196106,0.004284560680389404,1,0
c000649,conflict,157,332,599.0,621.9,22.899999999999977,18.499999999999886,45,4,0.8914928436279297,0.10850715637207031,1,0
c000654,conflict,158,332,782.7,800.9,18.199999999999932,16.399999999999977,43,2,0.9997934699058533,0.00020653009414672852,1,0
c000655,conflict,159,332,802.3,822.6,20.300000000000068,19.100000000000136,62,2,0.9976045489311218,0.002395451068878174,1,0
c000656,conflict,160,332,831.0,861.9,30.899999999999977,17.899999999999977,45,4,0.9994397759437561,0.0005602240562438965,1,0
c000810,conflict,161,338,0.0,92.6,92.6,20.60000000000001,40,12,0.9994841814041138,0.0005158185958862305,1,0
c000811,conflict,162,338,95.9,127.1,31.19999999999999,20.200000000000003,53,3,0.991696834564209,0.008303165435791016,1,0
c000813,conflict,163,338,168.0,184.2,16.19999999999999,11.699999999999989,37,2,0.999322772026062,0.0006772279739379883,1,0
c000815,conflict,164,338,228.2,253.5,25.30000000000001,18.40000000000003,51,3,0.9969755411148071,0.003024458885192871,1,0
c000817,conflict,165,338,292.6,318.0,25.399999999999977,22.59999999999997,69,2,0.9949761629104614,0.005023837089538574,1,0
c000819,conflict,166,338,344.2,370.0,25.80000000000001,17.30000000000001,54,3,0.9949251413345337,0.005074858665466309,1,0
c000820,conflict,167,338,371.0,399.3,28.30000000000001,16.69999999999999,45,3,0.9983071088790894,0.0016928911209106445,1,0
c000822,conflict,168,338,427.3,450.4,23.099999999999966,19.899999999999977,53,2,0.9946715235710144,0.005328476428985596,1,0
c000823,conflict,169,338,454.6,473.7,19.099999999999966,16.599999999999966,50,2,0.9996465444564819,0.0003534555435180664,1,0
c000824,conflict,170,338,481.7,514.1,32.400000000000034,21.5,66,3,0.9998766183853149,0.0001233816146850586,1,0
c000825,conflict,171,338,522.6,542.0,19.399999999999977,19.399999999999977,61,1,0.9998319149017334,0.00016808509826660156,1,0
c000845,conflict,172,340,3.8,18.5,14.7,8.3,36,2,0.018873192369937897,0.9811268076300621,0,1
c000846,conflict,173,340,60.2,100.1,39.89999999999999,15.899999999999984,49,6,0.01580498181283474,0.9841950181871653,0,1
c000847,conflict,174,340,104.8,164.3,59.500000000000014,18.00000000000007,48,8,0.0010228529572486877,0.9989771470427513,0,1
c000848,conflict,175,340,169.0,197.6,28.599999999999994,11.900000000000006,34,4,0.04663785174489021,0.9533621482551098,0,1
c000849,conflict,176,340,209.1,266.3,57.20000000000002,17.19999999999996,59,9,0.037639886140823364,0.9623601138591766,0,1
c000931,conflict,177,345,1.9,26.8,24.900000000000002,12.999999999999996,36,6,0.9998373985290527,0.00016260147094726562,1,0
c000932,conflict,178,345,50.6,86.0,35.4,22.40000000000001,64,5,0.9995883107185364,0.00041168928146362305,1,0
c000935,conflict,179,345,147.3,168.8,21.5,21.5,54,1,0.9851216077804565,0.014878392219543457,1,0
c000936,conflict,180,345,175.1,198.4,23.30000000000001,11.099999999999994,30,5,0.9917780160903931,0.008221983909606934,1,0
c000939,conflict,181,345,266.2,291.2,25.0,18.300000000000068,47,3,0.9990988969802856,0.0009011030197143555,1,0
c000940,conflict,182,345,293.8,317.2,23.399999999999977,21.399999999999977,52,2,0.9998494386672974,0.00015056133270263672,1,0
c000941,conflict,183,345,323.8,340.5,16.69999999999999,16.69999999999999,40,1,0.9997610449790955,0.00023895502090454102,1,0
c000942,conflict,184,345,344.7,363.2,18.5,16.400000000000034,51,2,0.9998489618301392,0.00015103816986083984,1,0
c000946,conflict,185,345,500.1,531.3,31.199999999999932,26.59999999999997,87,2,0.7792989611625671,0.22070103883743286,1,0
c000948,conflict,186,345,563.2,574.9,11.699999999999932,11.699999999999932,42,1,0.9993218183517456,0.0006781816482543945,1,0
c000950,conflict,187,345,622.1,666.7,44.60000000000002,40.500000000000114,123,3,0.9989160299301147,0.001083970069885254,1,0
c000951,conflict,188,345,672.1,698.8,26.699999999999932,20.699999999999932,46,2,0.9565799236297607,0.04342007637023926,1,0
c000952,conflict,189,345,702.8,738.1,35.30000000000007,26.800000000000068,83,4,0.9852839708328247,0.014716029167175293,1,0
c000953,conflict,190,345,740.0,763.2,23.200000000000045,19.5,58,2,0.999752938747406,0.00024706125259399414,1,0
c000954,conflict,191,346,17.2,83.9,66.7,13.500000000000014,42,8,0.999817430973053,0.00018256902694702148,1,0
c000957,conflict,192,346,167.9,228.5,60.599999999999994,35.499999999999915,73,7,0.9495973587036133,0.05040264129638672,1,0
c000959,conflict,193,346,254.3,296.5,42.19999999999999,31.399999999999977,68,5,0.8607510924339294,0.13924890756607056,1,0
c000963,conflict,194,346,382.6,405.4,22.799999999999955,13.699999999999877,43,3,0.9879752993583679,0.01202470064163208,1,0
c000966,conflict,195,346,482.1,508.0,25.899999999999977,17.899999999999977,49,2,0.9812994599342346,0.01870054006576538,1,0
c000970,conflict,196,346,605.6,637.8,32.19999999999993,17.699999999999932,44,3,0.7278544306755066,0.2721455693244934,1,0
c000971,conflict,197,346,643.7,665.8,22.09999999999991,17.09999999999991,54,4,0.9989839196205139,0.001016080379486084,1,0
c000972,conflict,198,346,668.6,708.6,40.0,25.199999999999932,69,6,0.9835928678512573,0.016407132148742676,1,0
c000974,conflict,199,346,725.1,741.5,16.399999999999977,13.799999999999956,46,3,0.9992844462394714,0.0007155537605285645,1,0
c000976,conflict,200,346,790.6,816.2,25.600000000000023,23.399999999999977,70,2,0.9760319590568542,0.023968040943145752,1,0
c000984,conflict,201,346,1094.8,1138.2,43.40000000000009,19.100000000000136,47,6,0.9994416832923889,0.000558316707611084,1,0
c000985,conflict,202,346,1142.1,1150.8,8.700000000000045,7.0,26,2,0.9993313550949097,0.000668644905090332,1,0
c000986,conflict,203,346,1163.9,1198.1,34.19999999999982,9.100000000000136,27,6,0.9998503923416138,0.00014960765838623047,1,0
c000987,conflict,204,347,19.5,28.5,9.0,9.0,47,1,0.994473397731781,0.005526602268218994,1,0
c000988,conflict,205,347,29.5,122.7,93.2,19.300000000000004,54,11,0.9998086094856262,0.0001913905143737793,1,0
c000995,conflict,206,347,410.5,451.6,41.10000000000002,17.900000000000034,49,4,0.9980498552322388,0.0019501447677612305,1,0
c000997,conflict,207,347,486.5,533.5,47.0,12.500000000000057,43,5,0.9985198378562927,0.0014801621437072754,1,0
c001000,conflict,208,348,19.9,78.7,58.800000000000004,14.100000000000012,47,5,0.9997308850288391,0.00026911497116088867,1,0
c001001,conflict,209,348,84.6,118.2,33.60000000000001,22.800000000000026,56,6,0.9990059733390808,0.0009940266609191895,1,0
c001004,conflict,210,348,197.4,225.3,27.900000000000006,18.299999999999983,48,4,0.9513212442398071,0.04867875576019287,1,0
c001005,conflict,211,348,227.6,251.2,23.599999999999994,18.59999999999999,52,2,0.9998735189437866,0.0001264810562133789,1,0
c001007,conflict,212,348,290.5,309.9,19.399999999999977,14.800000000000011,42,2,0.9989851117134094,0.0010148882865905762,1,0
c001008,conflict,213,348,320.1,348.3,28.19999999999999,16.999999999999943,41,3,0.9115966558456421,0.08840334415435791,1,0
c001010,conflict,214,348,390.6,423.3,32.69999999999999,16.399999999999977,52,5,0.9823824763298035,0.017617523670196533,1,0
c001013,conflict,215,348,500.4,513.6,13.200000000000045,13.200000000000044,45,1,0.9997075200080872,0.0002924799919128418,1,0
c001014,conflict,216,348,514.5,565.4,50.89999999999998,18.999999999999886,53,7,0.9993402361869812,0.0006597638130187988,1,0
c001015,conflict,217,348,570.5,594.4,23.899999999999977,23.899999999999977,75,1,0.9985036849975586,0.0014963150024414062,1,0
c001016,conflict,218,348,601.9,627.2,25.300000000000068,16.500000000000114,41,3,0.9870567917823792,0.01294320821762085,1,0
c001017,conflict,219,348,630.6,670.3,39.69999999999993,27.5,72,4,0.9894171357154846,0.01058286428451538,1,0
c001131,conflict,220,354,193.1,252.4,59.30000000000001,19.200000000000045,42,8,0.9992154836654663,0.0007845163345336914,1,0
c001137,conflict,221,354,507.6,549.5,41.89999999999998,15.799999999999956,35,5,0.9727699756622314,0.027230024337768555,1,0
c001233,conflict,222,360,121.2,147.8,26.60000000000001,22.0,54,3,0.07115194201469421,0.9288480579853058,0,1
c001234,conflict,223,360,153.5,191.5,38.0,25.59999999999999,60,4,0.003010004060342908,0.9969899959396571,0,1
c001236,conflict,224,360,226.4,245.8,19.400000000000006,13.300000000000011,45,3,0.005522708408534527,0.9944772915914655,0,1
c001237,conflict,225,360,249.6,268.9,19.299999999999983,16.299999999999983,57,2,0.020434986799955368,0.9795650132000446,0,1
