seg_uid,set,pair_id,speaker_id,start,end,span,speech_s,nw,n_turns,p_pos,p_neg,p_neu,val,npos,nneg,oof
c000868,conflict,126,341,361.2,399.7,38.5,30.399999999999977,71,3,0.019168008,0.72678506,0.25404686,-5.0,2,3,0.4630186130319748
c000884,conflict,127,343,171.9,202.1,30.19999999999999,11.599999999999994,26,6,0.009558733,0.74256265,0.24787863,-2.0,0,1,0.3614655564211354
c000894,conflict,128,343,589.5,632.1,42.60000000000002,13.400000000000093,40,7,0.01071758,0.8759376,0.11334492,5.0,3,1,0.4204429549987339
c000902,conflict,129,344,70.7,115.9,45.2,14.300000000000011,42,8,0.8358695,0.016138641,0.14799188,5.0,2,0,0.4377303615293862
c000908,conflict,130,344,275.6,317.3,41.69999999999999,28.09999999999991,64,6,0.72267157,0.034912284,0.24241617,5.0,3,0,0.4146524552510555
c000914,conflict,131,344,511.4,539.0,27.600000000000023,15.700000000000044,43,3,0.97360885,0.0034186468,0.022972485,15.3,6,0,0.2388958537892961
c000921,conflict,132,344,753.7,776.9,23.199999999999932,21.29999999999984,61,3,0.7031944,0.012896646,0.283909,-0.3999999999999999,2,3,0.4376864172006836
c000922,conflict,133,344,780.9,827.1,46.200000000000045,32.29999999999984,76,5,0.8875645,0.02073063,0.09170492,23.5,8,0,0.2923463268731272
c000926,conflict,134,344,930.5,961.5,31.0,29.699999999999932,84,2,0.9069739,0.015327606,0.07769853,4.6,2,0,0.5729674054770023
c000927,conflict,135,344,967.1,992.3,25.199999999999932,19.499999999999886,54,2,0.91507363,0.012556341,0.072369985,9.0,4,0,0.4476888248583431
c000928,conflict,136,344,1004.1,1032.3,28.199999999999932,24.499999999999886,68,2,0.97313243,0.0045236177,0.022343911,10.0,4,2,0.288854988685824
c000929,conflict,137,344,1033.2,1048.6,15.399999999999864,14.099999999999907,45,2,0.9063731,0.012555908,0.08107102,5.0,2,0,0.3197149809718678
c000931,conflict,138,345,1.9,26.8,24.900000000000002,12.999999999999996,36,6,0.96278644,0.0045189294,0.03269461,10.3,6,0,0.3252408385384585
c000932,conflict,139,345,50.6,86.0,35.4,22.40000000000001,64,5,0.8716425,0.02486545,0.103492044,3.0,4,3,0.2913152762707945
c000935,conflict,140,345,147.3,168.8,21.5,21.5,54,1,0.8647097,0.016447298,0.118843056,11.0,8,2,0.3692062636472405
c000939,conflict,141,345,266.2,291.2,25.0,18.300000000000068,47,3,0.95891505,0.007817795,0.03326711,4.25,2,0,0.579610854175947
c000940,conflict,142,345,293.8,317.2,23.399999999999977,21.399999999999977,52,2,0.9889425,0.0031846808,0.007872758,21.0,7,0,0.3385842905663052
c000941,conflict,143,345,323.8,340.5,16.69999999999999,16.69999999999999,40,1,0.87752616,0.03241187,0.09006193,4.5,3,2,0.4375591960408373
c000942,conflict,144,345,344.7,363.2,18.5,16.400000000000034,51,2,0.9838976,0.0032487218,0.012853663,19.5,7,0,0.354227294188203
c000947,conflict,145,345,534.8,557.7,22.90000000000009,17.200000000000045,41,3,0.93972087,0.009008303,0.051270906,3.0,2,1,0.7107632706640657
c000948,conflict,146,345,563.2,574.9,11.699999999999932,11.699999999999932,42,1,0.91318375,0.015682321,0.071134,6.0,3,0,0.38365882506165
c000949,conflict,147,345,580.9,614.8,33.89999999999998,23.299999999999955,49,4,0.94536006,0.010892022,0.04374788,6.5,3,1,0.4924558381616052
c000952,conflict,148,345,702.8,738.1,35.30000000000007,26.800000000000068,83,4,0.82843685,0.020892128,0.15067104,26.1,14,1,0.5587711656254599
c000953,conflict,149,345,740.0,763.2,23.200000000000045,19.5,58,2,0.9764814,0.0027127727,0.02080577,31.0,12,0,0.4354386375841239
c000954,conflict,150,346,17.2,83.9,66.7,13.500000000000014,42,8,0.974035,0.0060491525,0.019915763,11.0,4,0,0.4628140054244167
c000956,conflict,151,346,124.3,163.1,38.8,28.59999999999998,88,4,0.94129276,0.009830745,0.048876453,10.5,4,1,0.3924552920835881
c000957,conflict,152,346,167.9,228.5,60.599999999999994,35.499999999999915,73,7,0.822717,0.015737131,0.16154584,14.5,5,0,0.4416053899371142
c000971,conflict,153,346,643.7,665.8,22.09999999999991,17.09999999999991,54,4,0.96774286,0.006609129,0.025647962,12.0,3,0,0.6192522773846256
c000972,conflict,154,346,668.6,708.6,40.0,25.199999999999932,69,6,0.9167184,0.028890554,0.054391026,5.5,4,2,0.4696346276274691
c000974,conflict,155,346,725.1,741.5,16.399999999999977,13.799999999999956,46,3,0.7349457,0.055697244,0.20935702,0.0,3,3,0.404345091464365
c000982,conflict,156,346,1003.0,1079.6,76.59999999999991,30.09999999999968,68,9,0.80141836,0.05747954,0.14110208,10.85,6,1,0.4709956229291118
c000983,conflict,157,346,1081.1,1093.1,12.0,12.0,43,1,0.93525416,0.014908271,0.049837578,-1.0,1,1,0.561524242918479
c000984,conflict,158,346,1094.8,1138.2,43.40000000000009,19.100000000000136,47,6,0.97003144,0.008564139,0.021404376,15.0,6,1,0.3918752996586235
c000985,conflict,159,346,1142.1,1150.8,8.700000000000045,7.0,26,2,0.7954763,0.019398883,0.1851248,6.0,2,0,0.4210639203125953
c000986,conflict,160,346,1163.9,1198.1,34.19999999999982,9.100000000000136,27,6,0.8651932,0.011126789,0.123680025,7.0,3,0,0.3228434538654069
c000988,conflict,161,347,29.5,122.7,93.2,19.300000000000004,54,11,0.95110184,0.0068625016,0.042035636,15.6,7,1,0.3595436846098129
c000990,conflict,162,347,183.9,206.8,22.900000000000006,8.199999999999989,32,4,0.7736945,0.10305985,0.123245664,3.5999999999999996,3,1,0.4831534685416812
c000993,conflict,163,347,332.3,366.1,33.80000000000001,12.900000000000034,41,5,0.90588987,0.012754369,0.08135574,6.0,3,2,0.3713773826890169
c000995,conflict,164,347,410.5,451.6,41.10000000000002,17.900000000000034,49,4,0.7995597,0.015311987,0.18512824,6.2,3,0,0.5109207661929112
c001000,conflict,165,348,19.9,78.7,58.800000000000004,14.100000000000012,47,5,0.9855342,0.0042627403,0.010203007,18.0,6,0,0.4265210506393748
c001001,conflict,166,348,84.6,118.2,33.60000000000001,22.800000000000026,56,6,0.92528784,0.0028479474,0.07186421,3.0,1,0,0.4008255552169656
c001005,conflict,167,348,227.6,251.2,23.599999999999994,18.59999999999999,52,2,0.97925764,0.006954775,0.013787611,18.0,6,0,0.4662704750087552
c001006,conflict,168,348,258.5,288.9,30.399999999999977,13.699999999999989,44,6,0.77746373,0.016547902,0.20598842,5.0,3,1,0.4154863140539235
c001007,conflict,169,348,290.5,309.9,19.399999999999977,14.800000000000011,42,2,0.71918297,0.12235597,0.15846097,14.0,5,0,0.464968701560695
c001013,conflict,170,348,500.4,513.6,13.200000000000045,13.200000000000044,45,1,0.9745768,0.0018787169,0.023544498,7.0,2,0,0.4664403072803271
c001014,conflict,171,348,514.5,565.4,50.89999999999998,18.999999999999886,53,7,0.9207088,0.012833215,0.06645803,14.8,7,0,0.3974086014721023
c001025,conflict,172,349,303.0,332.2,29.19999999999999,15.699999999999989,42,3,0.013941094,0.82011026,0.16594861,4.0,3,1,0.5745810509660796
c001027,conflict,173,349,364.3,379.6,15.300000000000011,13.200000000000044,39,3,0.021143131,0.70218414,0.2766727,-2.0,0,1,0.5000268470237912
c001038,conflict,174,349,799.9,834.0,34.10000000000002,28.5,61,2,0.013723386,0.78256655,0.20371,-7.0,1,4,0.464175391901298
c001043,conflict,175,349,973.2,994.0,20.799999999999955,16.399999999999864,51,3,0.015309807,0.8353094,0.14938083,5.0,3,1,0.4899681526380869
c001047,conflict,176,349,1128.3,1151.3,23.0,15.5,44,2,0.023897028,0.783122,0.19298097,4.0,1,0,0.4945114431711819
c001050,conflict,177,350,80.2,116.8,36.599999999999994,24.09999999999999,65,4,0.9261155,0.0042266743,0.06965779,8.0,4,0,0.3786377236605859
c001051,conflict,178,350,120.5,136.7,16.19999999999999,13.199999999999989,48,2,0.73378676,0.02798235,0.23823082,4.0,2,0,0.5058164823384327
c001052,conflict,179,350,142.4,182.2,39.79999999999998,32.19999999999996,73,4,0.7749407,0.012762802,0.21229647,4.0,2,1,0.3213061522219391
c001056,conflict,180,350,310.2,338.4,28.19999999999999,19.40000000000003,45,2,0.9346019,0.0045329523,0.060865194,5.0,3,0,0.4579319756815731
c001057,conflict,181,350,341.2,373.7,32.5,31.5,90,2,0.9303861,0.011054669,0.058559168,10.5,5,0,0.4168519378360121
c001065,conflict,182,350,622.2,648.6,26.399999999999977,18.100000000000023,59,3,0.9082566,0.017280588,0.074462846,10.5,3,0,0.3452426611956078
c001066,conflict,183,350,651.4,687.9,36.5,26.700000000000045,61,3,0.86436415,0.010566949,0.12506892,9.0,4,0,0.3605645219368661
c001068,conflict,184,350,775.3,791.4,16.100000000000023,16.100000000000023,32,1,0.95769274,0.006307404,0.035999846,8.5,3,1,0.4434299816176153
c001069,conflict,185,350,801.6,822.2,20.600000000000023,20.600000000000023,60,1,0.9262628,0.0035591985,0.07017803,4.0,2,0,0.2356085984882059
c001070,conflict,186,350,823.9,844.9,21.0,9.900000000000093,33,4,0.8215413,0.0076090293,0.17084967,13.0,7,0,0.4953702091117318
