id,speaker,arm,p_yes,answer_mass,prompt
conflict_321_c000428,321,conflict,0.0851333953,0.9944727272,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_321_c000434,321,conflict,0.1009147535,0.9963312224,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_321_c000441,321,conflict,0.1645984993,0.9927251339,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_323_c000475,323,conflict,0.1481143181,0.9923148602,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_323_c000480,323,conflict,0.5776598318,0.9933938384,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_327_c000548,327,conflict,0.3347568362,0.9898356795,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_328_c000562,328,conflict,0.0901202156,0.9948401973,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_328_c000563,328,conflict,0.6225452703,0.9932505190,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_328_c000564,328,conflict,0.1330007577,0.9932503998,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_329_c000589,329,conflict,0.0851346262,0.9918222129,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_332_c000642,332,conflict,0.1920452209,0.9949733913,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_332_c000644,332,conflict,0.0901231732,0.9960744008,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_332_c000649,332,conflict,0.9724166602,0.9986315593,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_332_c000654,332,conflict,0.1733554621,0.9890824705,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_332_c000656,332,conflict,0.0601068607,0.9942725971,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_338_c000810,338,conflict,0.1128502478,0.9924415648,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_338_c000820,338,conflict,0.1193024151,0.9919209927,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_338_c000821,338,conflict,0.6225404996,0.9941805303,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_338_c000822,338,conflict,0.1192698370,0.9861068353,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_338_c000824,338,conflict,0.0851264599,0.9943627715,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_338_c000825,338,conflict,0.0675562809,0.9958403558,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_340_c000847,340,conflict,0.1128545589,0.9934519082,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000931,345,conflict,0.0803822763,0.9944708496,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000932,345,conflict,0.1067291202,0.9943014756,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000935,345,conflict,0.5468698056,0.9809201360,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000939,345,conflict,0.2121327013,0.9862475544,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000940,345,conflict,0.0851189995,0.9958759844,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000941,345,conflict,0.1733150724,0.9926392585,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000942,345,conflict,0.0803797305,0.9946647435,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000947,345,conflict,0.9740423471,0.9988826849,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000948,345,conflict,0.4074398979,0.9889451563,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000949,345,conflict,0.5468636203,0.9884293377,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000952,345,conflict,0.9466250085,0.9981402382,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_345_c000953,345,conflict,0.0601023676,0.9929350913,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000954,346,conflict,0.1009189655,0.9894555882,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000956,346,conflict,0.1403887934,0.9911180884,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000957,346,conflict,0.1259724948,0.9932309091,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000971,346,conflict,0.3923986406,0.9924092293,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000972,346,conflict,0.7311565478,0.9922335446,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000974,346,conflict,0.3346864145,0.9919855893,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000982,346,conflict,0.1825074283,0.9940231889,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000983,346,conflict,0.4074131979,0.9919916391,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000984,346,conflict,0.1009141887,0.9940021932,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000985,346,conflict,0.1561729121,0.9937960804,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_346_c000986,346,conflict,0.1067371366,0.9956695586,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_347_c000988,347,conflict,0.0953942133,0.9909344539,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_347_c000990,347,conflict,0.1259842453,0.9913312197,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_347_c000993,347,conflict,0.1561829105,0.9945609868,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_347_c000995,347,conflict,0.1009183958,0.9938887730,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_348_c001000,348,conflict,0.0901348206,0.9869858772,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_348_c001001,348,conflict,0.0953957409,0.9947455749,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_348_c001005,348,conflict,0.0566629127,0.9968319684,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_348_c001006,348,conflict,0.1480944170,0.9933167547,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_348_c001007,348,conflict,0.0758755534,0.9968272895,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_348_c001013,348,conflict,0.0446876077,0.9960034676,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_348_c001014,348,conflict,0.1824883635,0.9952773154,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_354_c001129,354,conflict,0.1330030207,0.9936465770,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_354_c001131,354,conflict,0.1067377097,0.9959772080,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_354_c001137,354,conflict,0.1009381680,0.9964057654,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_362_c001260,362,conflict,0.0953949807,0.9935183898,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_362_c001263,362,conflict,0.1192475919,0.9918323830,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_362_c001265,362,conflict,0.1645607180,0.9925269186,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_362_c001266,362,conflict,0.1330391428,0.9870303124,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_362_c001268,362,conflict,0.7663209729,0.9875950217,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_362_c001271,362,conflict,0.3347955384,0.9942361712,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_363_c001278,363,conflict,0.1404017297,0.9921333045,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_363_c001284,363,conflict,0.0953788720,0.9946762249,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_363_c001285,363,conflict,0.2018835238,0.9932948202,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_363_c001288,363,conflict,0.6371334853,0.9892053902,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_363_c001290,363,conflict,0.1259754118,0.9960238338,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_363_c001295,363,conflict,0.8933529032,0.9933170676,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_363_c001296,363,conflict,0.3074430249,0.9933597744,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_364_c001302,364,conflict,0.1259709159,0.9885823578,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_364_c001308,364,conflict,0.1645687895,0.9939353168,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_364_c001309,364,conflict,0.0901115478,0.9930116385,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_364_c001310,364,conflict,0.2338053673,0.9936318696,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_366_c001416,366,conflict,0.1920063983,0.9900590628,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_366_c001417,366,conflict,0.1733906002,0.9861106426,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_366_c001423,366,conflict,0.1009152686,0.9958885461,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_366_c001429,366,conflict,0.2228064457,0.9917667806,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_366_c001430,366,conflict,0.2690490533,0.9918076098,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_367_c001447,367,conflict,0.1259577804,0.9952131659,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_367_c001473,367,conflict,0.3210124652,0.9941760600,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_367_c001474,367,conflict,0.1561580065,0.9919844717,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_367_c001475,367,conflict,0.2018820382,0.9949529916,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_367_c001477,367,conflict,0.0803814738,0.9950940162,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_367_c001478,367,conflict,0.1259709843,0.9934945405,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_369_c001515,369,conflict,0.0566616965,0.9952137209,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_369_c001522,369,conflict,0.3776594985,0.9933944941,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_370_c001551,370,conflict,0.2018712461,0.9924540222,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_370_c001553,370,conflict,0.3074419730,0.9900281727,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_370_c001561,370,conflict,0.1825241111,0.9911262244,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_374_c001666,374,conflict,0.1009231923,0.9942572415,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_374_c001668,374,conflict,0.3776375166,0.9898136556,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_374_c001669,374,conflict,0.2943589247,0.9840668440,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_374_c001670,374,conflict,0.2944380919,0.9747695923,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_374_c001673,374,conflict,0.8933692109,0.9923608005,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_374_c001676,374,conflict,0.3347172244,0.9916656315,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_374_c001684,374,conflict,0.2337873487,0.9915960431,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_377_c001732,377,conflict,0.0954026297,0.9863323718,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_377_c001737,377,conflict,0.1481039841,0.9939317256,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_377_c001738,377,conflict,0.0758926436,0.9948944151,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_377_c001739,377,conflict,0.1192493532,0.9951861650,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_377_c001742,377,conflict,0.0851282441,0.9963875785,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_377_c001747,377,conflict,0.1067207226,0.9932941794,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_377_c001754,377,conflict,0.0953831618,0.9936543852,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_377_c001763,377,conflict,0.5929289997,0.9955880344,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_377_c001766,377,conflict,0.1404146049,0.9914820045,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_378_c001777,378,conflict,0.1561946830,0.9937348366,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_379_c001803,379,conflict,0.3074623687,0.9897795916,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_379_c001811,379,conflict,0.1824979551,0.9910345078,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_379_c001815,379,conflict,0.2019009868,0.9863085002,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_381_c001881,381,conflict,0.4226891786,0.9889225662,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_381_c001894,381,conflict,0.1259650374,0.9943283498,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_381_c001895,381,conflict,0.0637311581,0.9942917824,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_381_c001896,381,conflict,0.0716155690,0.9952429682,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_381_c001897,381,conflict,0.0474339080,0.9961491451,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_381_c001898,381,conflict,0.1330313579,0.9954159707,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_381_c001900,381,conflict,0.2019011799,0.9927294105,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_381_c001901,381,conflict,0.1733974729,0.9871043414,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_381_c001905,381,conflict,0.0534232344,0.9970033318,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_382_c001924,382,conflict,0.1403954432,0.9920278639,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_384_c001964,384,conflict,0.0503507600,0.9943426587,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_384_c001965,384,conflict,0.1330185073,0.9929184616,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_384_c001966,384,conflict,0.0675735265,0.9958975762,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_384_c001984,384,conflict,0.7880214044,0.9923456013,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_384_c001985,384,conflict,0.1403964484,0.9922029972,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_387_c002031,387,conflict,0.2228356940,0.9910571724,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_392_c002114,392,conflict,0.3630742564,0.9904705882,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_392_c002121,392,conflict,0.2815013521,0.9867007136,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_392_c002122,392,conflict,0.4074124940,0.9882164598,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_403_c002308,403,conflict,0.0851339966,0.9893139899,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_403_c002310,403,conflict,0.1645820578,0.9928775430,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_404_c002331,404,conflict,0.1330236485,0.9922179431,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_404_c002336,404,conflict,0.8670681696,0.9925746173,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002350,405,conflict,0.1009118836,0.9949314147,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002351,405,conflict,0.1561617633,0.9942109287,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002353,405,conflict,0.0716114158,0.9941980541,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002354,405,conflict,0.0716116969,0.9959443361,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002356,405,conflict,0.1733616574,0.9911481887,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002357,405,conflict,0.1192689656,0.9914370626,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002358,405,conflict,0.2569157788,0.9895982444,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002381,405,conflict,0.2815326621,0.9935877323,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002382,405,conflict,0.1481089585,0.9939817488,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002385,405,conflict,0.2019214285,0.9939068407,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002386,405,conflict,0.0851198274,0.9954151660,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002387,405,conflict,0.3074674779,0.9931228757,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_405_c002388,405,conflict,0.1067138736,0.9939836413,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_406_c002391,406,conflict,0.0953970329,0.9906330630,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_406_c002394,406,conflict,0.2452272169,0.9925497025,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_407_c002426,407,conflict,0.5623149304,0.9882093370,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_408_c002443,408,conflict,0.1259796316,0.9942013323,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_411_c002509,411,conflict,0.5776563813,0.9896647334,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_411_c002520,411,conflict,0.2019088768,0.9905251265,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_411_c002525,411,conflict,0.5001208351,0.9883949459,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002579,414,conflict,0.0566844054,0.9895734675,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002581,414,conflict,0.0901352336,0.9954021797,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002582,414,conflict,0.0758743700,0.9968238845,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002583,414,conflict,0.1128231598,0.9955061898,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002584,414,conflict,0.1192378273,0.9937909693,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002594,414,conflict,0.8355804762,0.9913969189,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002595,414,conflict,0.7880568586,0.9917839915,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002598,414,conflict,0.5001566886,0.9930390716,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002599,414,conflict,0.0851197351,0.9942637309,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002601,414,conflict,0.2121373422,0.9941363931,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_414_c002603,414,conflict,0.1067287657,0.9945066646,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_415_c002616,415,conflict,0.8741297620,0.9942884296,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_415_c002617,415,conflict,0.3924994643,0.9925260544,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_416_c002633,416,conflict,0.1561676214,0.9916926771,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_416_c002642,416,conflict,0.3347284052,0.9886740744,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_419_c002702,419,conflict,0.1561518389,0.9898798764,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_419_c002704,419,conflict,0.1330356857,0.9900411069,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_419_c002705,419,conflict,0.1824966435,0.9917584509,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_419_c002710,419,conflict,0.2690170490,0.9870436490,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_419_c002715,419,conflict,0.4227103595,0.9909171760,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_420_c002726,420,conflict,0.5624262525,0.9921229184,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_420_c002727,420,conflict,0.5158064330,0.9917758703,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_420_c002728,420,conflict,0.5929123315,0.9856469035,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_423_c002809,423,conflict,0.2943737052,0.9916332960,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_423_c002817,423,conflict,0.1561779791,0.9913313240,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_423_c002818,423,conflict,0.8872759910,0.9922992885,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_424_c002834,424,conflict,0.6077761982,0.9922119081,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_424_c002844,424,conflict,0.7774069757,0.9907572418,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_424_c002845,424,conflict,0.9399351176,0.9976144768,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_426_c002892,426,conflict,0.1404149478,0.9928833693,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_426_c002897,426,conflict,0.4226358684,0.9862680137,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_426_c002898,426,conflict,0.0953845505,0.9928224087,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
conflict_426_c002900,426,conflict,0.0716119656,0.9943255708,"From the audio alone, is this speaker likely to have depression? Reply with one word, Yes or No."
