path,speaker,id
/workspace/data/full/445.wav,445,445
/workspace/data/full/446.wav,446,446
/workspace/data/full/447.wav,447,447
/workspace/data/full/448.wav,448,448
/workspace/data/full/449.wav,449,449
/workspace/data/full/450.wav,450,450
/workspace/data/full/451.wav,451,451
/workspace/data/full/452.wav,452,452
/workspace/data/full/453.wav,453,453
/workspace/data/full/454.wav,454,454
/workspace/data/full/455.wav,455,455
/workspace/data/full/456.wav,456,456
/workspace/data/full/457.wav,457,457
/workspace/data/full/458.wav,458,458
/workspace/data/full/459.wav,459,459
/workspace/data/full/461.wav,461,461
/workspace/data/full/462.wav,462,462
/workspace/data/full/463.wav,463,463
/workspace/data/full/464.wav,464,464
/workspace/data/full/465.wav,465,465
/workspace/data/full/466.wav,466,466
/workspace/data/full/467.wav,467,467
/workspace/data/full/468.wav,468,468
/workspace/data/full/469.wav,469,469
/workspace/data/full/470.wav,470,470
/workspace/data/full/471.wav,471,471
/workspace/data/full/472.wav,472,472
/workspace/data/full/473.wav,473,473
/workspace/data/full/474.wav,474,474
/workspace/data/full/475.wav,475,475
/workspace/data/full/476.wav,476,476
/workspace/data/full/477.wav,477,477
/workspace/data/full/478.wav,478,478
/workspace/data/full/479.wav,479,479
/workspace/data/full/480.wav,480,480
/workspace/data/full/481.wav,481,481
/workspace/data/full/482.wav,482,482
/workspace/data/full/483.wav,483,483
/workspace/data/full/484.wav,484,484
/workspace/data/full/485.wav,485,485
/workspace/data/full/486.wav,486,486
/workspace/data/full/487.wav,487,487
/workspace/data/full/488.wav,488,488
/workspace/data/full/489.wav,489,489
/workspace/data/full/490.wav,490,490
/workspace/data/full/491.wav,491,491
/workspace/data/full/492.wav,492,492
/workspace/data/full/600.wav,600,600
/workspace/data/full/601.wav,601,601
/workspace/data/full/602.wav,602,602
/workspace/data/full/603.wav,603,603
/workspace/data/full/604.wav,604,604
/workspace/data/full/605.wav,605,605
/workspace/data/full/606.wav,606,606
/workspace/data/full/607.wav,607,607
/workspace/data/full/608.wav,608,608
/workspace/data/full/609.wav,609,609
/workspace/data/full/612.wav,612,612
/workspace/data/full/615.wav,615,615
/workspace/data/full/617.wav,617,617
/workspace/data/full/618.wav,618,618
/workspace/data/full/619.wav,619,619
/workspace/data/full/620.wav,620,620
/workspace/data/full/622.wav,622,622
/workspace/data/full/623.wav,623,623
/workspace/data/full/624.wav,624,624
/workspace/data/full/625.wav,625,625
/workspace/data/full/626.wav,626,626
/workspace/data/full/627.wav,627,627
/workspace/data/full/628.wav,628,628
/workspace/data/full/629.wav,629,629
/workspace/data/full/631.wav,631,631
/workspace/data/full/632.wav,632,632
/workspace/data/full/633.wav,633,633
/workspace/data/full/634.wav,634,634
/workspace/data/full/635.wav,635,635
/workspace/data/full/636.wav,636,636
/workspace/data/full/637.wav,637,637
/workspace/data/full/638.wav,638,638
/workspace/data/full/640.wav,640,640
/workspace/data/full/641.wav,641,641
/workspace/data/full/649.wav,649,649
/workspace/data/full/650.wav,650,650
/workspace/data/full/651.wav,651,651
/workspace/data/full/652.wav,652,652
/workspace/data/full/653.wav,653,653
/workspace/data/full/654.wav,654,654
/workspace/data/full/655.wav,655,655
/workspace/data/full/656.wav,656,656
/workspace/data/full/657.wav,657,657
/workspace/data/full/658.wav,658,658
/workspace/data/full/659.wav,659,659
/workspace/data/full/660.wav,660,660
/workspace/data/full/661.wav,661,661
/workspace/data/full/662.wav,662,662
/workspace/data/full/663.wav,663,663
/workspace/data/full/664.wav,664,664
/workspace/data/full/666.wav,666,666
/workspace/data/full/667.wav,667,667
/workspace/data/full/669.wav,669,669
/workspace/data/full/670.wav,670,670
/workspace/data/full/673.wav,673,673
/workspace/data/full/676.wav,676,676
/workspace/data/full/677.wav,677,677
/workspace/data/full/679.wav,679,679
/workspace/data/full/680.wav,680,680
/workspace/data/full/682.wav,682,682
/workspace/data/full/683.wav,683,683
/workspace/data/full/684.wav,684,684
/workspace/data/full/687.wav,687,687
/workspace/data/full/688.wav,688,688
/workspace/data/full/689.wav,689,689
/workspace/data/full/691.wav,691,691
/workspace/data/full/692.wav,692,692
/workspace/data/full/693.wav,693,693
/workspace/data/full/695.wav,695,695
/workspace/data/full/696.wav,696,696
/workspace/data/full/697.wav,697,697
/workspace/data/full/698.wav,698,698
/workspace/data/full/699.wav,699,699
/workspace/data/full/702.wav,702,702
/workspace/data/full/703.wav,703,703
/workspace/data/full/705.wav,705,705
/workspace/data/full/707.wav,707,707
/workspace/data/full/708.wav,708,708
/workspace/data/full/709.wav,709,709
/workspace/data/full/710.wav,710,710
/workspace/data/full/712.wav,712,712
/workspace/data/full/713.wav,713,713
/workspace/data/full/715.wav,715,715
/workspace/data/full/716.wav,716,716
/workspace/data/full/717.wav,717,717
/workspace/data/full/718.wav,718,718
