seg_uid,set,pair_id,speaker_id,start,end,span,speech_s,nw,n_turns,p_pos,p_neg,p_neu,val,npos,nneg,oof
c000939,conflict,36,345,266.2,291.2,25.0,18.300000000000068,47,3,0.95891505,0.007817795,0.03326711,4.25,2,0,0.579610854175947
c000940,conflict,37,345,293.8,317.2,23.399999999999977,21.399999999999977,52,2,0.9889425,0.0031846808,0.007872758,21.0,7,0,0.3385842905663052
c000941,conflict,38,345,323.8,340.5,16.69999999999999,16.69999999999999,40,1,0.87752616,0.03241187,0.09006193,4.5,3,2,0.4375591960408373
c000942,conflict,39,345,344.7,363.2,18.5,16.400000000000034,51,2,0.9838976,0.0032487218,0.012853663,19.5,7,0,0.354227294188203
c000947,conflict,40,345,534.8,557.7,22.90000000000009,17.200000000000045,41,3,0.93972087,0.009008303,0.051270906,3.0,2,1,0.7107632706640657
c000948,conflict,41,345,563.2,574.9,11.699999999999932,11.699999999999932,42,1,0.91318375,0.015682321,0.071134,6.0,3,0,0.38365882506165
c000949,conflict,42,345,580.9,614.8,33.89999999999998,23.299999999999955,49,4,0.94536006,0.010892022,0.04374788,6.5,3,1,0.4924558381616052
c000952,conflict,43,345,702.8,738.1,35.30000000000007,26.800000000000068,83,4,0.82843685,0.020892128,0.15067104,26.1,14,1,0.5587711656254599
c000953,conflict,44,345,740.0,763.2,23.200000000000045,19.5,58,2,0.9764814,0.0027127727,0.02080577,31.0,12,0,0.4354386375841239
c000954,conflict,45,346,17.2,83.9,66.7,13.500000000000014,42,8,0.974035,0.0060491525,0.019915763,11.0,4,0,0.4628140054244167
c000956,conflict,46,346,124.3,163.1,38.8,28.59999999999998,88,4,0.94129276,0.009830745,0.048876453,10.5,4,1,0.3924552920835881
c000957,conflict,47,346,167.9,228.5,60.599999999999994,35.499999999999915,73,7,0.822717,0.015737131,0.16154584,14.5,5,0,0.4416053899371142
c000971,conflict,48,346,643.7,665.8,22.09999999999991,17.09999999999991,54,4,0.96774286,0.006609129,0.025647962,12.0,3,0,0.6192522773846256
c000972,conflict,49,346,668.6,708.6,40.0,25.199999999999932,69,6,0.9167184,0.028890554,0.054391026,5.5,4,2,0.4696346276274691
c000982,conflict,50,346,1003.0,1079.6,76.59999999999991,30.09999999999968,68,9,0.80141836,0.05747954,0.14110208,10.85,6,1,0.4709956229291118
c000983,conflict,51,346,1081.1,1093.1,12.0,12.0,43,1,0.93525416,0.014908271,0.049837578,-1.0,1,1,0.561524242918479
c000984,conflict,52,346,1094.8,1138.2,43.40000000000009,19.100000000000136,47,6,0.97003144,0.008564139,0.021404376,15.0,6,1,0.3918752996586235
c000986,conflict,53,346,1163.9,1198.1,34.19999999999982,9.100000000000136,27,6,0.8651932,0.011126789,0.123680025,7.0,3,0,0.3228434538654069
c001000,conflict,54,348,19.9,78.7,58.800000000000004,14.100000000000012,47,5,0.9855342,0.0042627403,0.010203007,18.0,6,0,0.4265210506393748
c001001,conflict,55,348,84.6,118.2,33.60000000000001,22.800000000000026,56,6,0.92528784,0.0028479474,0.07186421,3.0,1,0,0.4008255552169656
c001005,conflict,56,348,227.6,251.2,23.599999999999994,18.59999999999999,52,2,0.97925764,0.006954775,0.013787611,18.0,6,0,0.4662704750087552
c001013,conflict,57,348,500.4,513.6,13.200000000000045,13.200000000000044,45,1,0.9745768,0.0018787169,0.023544498,7.0,2,0,0.4664403072803271
c001014,conflict,58,348,514.5,565.4,50.89999999999998,18.999999999999886,53,7,0.9207088,0.012833215,0.06645803,14.8,7,0,0.3974086014721023
c001260,conflict,59,362,0.6000000000000001,79.6,79.0,20.399999999999995,54,6,0.9755515,0.003819706,0.020628814,16.0,7,0,0.2288494479548472
c001263,conflict,60,362,177.9,209.9,32.0,13.600000000000025,45,3,0.9528139,0.0044454057,0.042740677,7.5,2,0,0.4194609156064406
c001265,conflict,61,362,240.9,261.5,20.599999999999994,15.499999999999943,41,4,0.9806192,0.006164196,0.013216541,11.0,5,0,0.4723722265509368
c001268,conflict,62,362,328.7,363.9,35.19999999999999,24.09999999999997,59,4,0.89284754,0.028369762,0.07878274,1.4,3,2,0.5308786507390791
c001284,conflict,63,363,457.9,521.0,63.10000000000002,51.700000000000045,145,3,0.01402795,0.8175622,0.16840984,-4.0,3,4,0.3786094957457289
c001288,conflict,64,363,652.7,675.5,22.799999999999955,19.399999999999977,52,3,0.00908345,0.8579125,0.13300411,-8.0,0,3,0.3627794750726444
c001290,conflict,65,363,719.5,748.1,28.600000000000023,15.600000000000025,45,4,0.006884804,0.9355336,0.057581525,-7.5,0,3,0.6024290665038001
c001295,conflict,66,363,913.9,932.4,18.5,18.5,44,1,0.009763025,0.87923056,0.11100636,2.5,1,1,0.2734563005645274
c001302,conflict,67,364,0.0,18.2,18.2,11.3,41,4,0.0077048326,0.86770314,0.12459206,10.0,4,1,0.4810657282972412
c001423,conflict,68,366,707.3,716.4,9.100000000000023,9.100000000000025,27,1,0.0072268485,0.9000609,0.09271218,-1.0,1,2,0.4321455082285305
c001429,conflict,69,366,938.3,968.8,30.5,24.800000000000068,59,2,0.010348502,0.81709224,0.17255926,2.0,2,1,0.4260162976996796
c001447,conflict,70,367,302.3,324.1,21.80000000000001,19.600000000000023,63,2,0.95302016,0.0035739038,0.043405928,12.5,4,0,0.3492840255059931
c001473,conflict,71,367,1319.1,1376.1,57.0,26.700000000000045,74,3,0.9417255,0.0035635496,0.054710988,8.0,3,0,0.440209153264831
c001474,conflict,72,367,1377.5,1399.4,21.90000000000009,17.800000000000182,46,4,0.9037799,0.010044728,0.08617532,9.0,4,0,0.4865403935829627
c001475,conflict,73,367,1400.5,1427.0,26.5,22.90000000000009,63,3,0.86804795,0.03061114,0.101340935,13.5,7,1,0.4701669119900856
c001477,conflict,74,367,1452.8,1484.2,31.40000000000009,26.399999999999864,62,3,0.95244265,0.0065224622,0.041034877,8.0,3,1,0.3304162347032848
c001551,conflict,75,370,502.2,516.2,14.000000000000057,14.000000000000057,53,1,0.0074983896,0.90286434,0.08963734,-6.0,2,4,0.4297404288319188
c001553,conflict,76,370,578.8,600.8,22.0,22.0,74,1,0.0066780066,0.91504925,0.0782727,-8.5,1,3,0.3672697779044254
c001666,conflict,77,374,463.5,497.0,33.5,17.5,49,3,0.029650727,0.8242686,0.14608067,-0.9000000000000004,4,3,0.4639999341067136
c001668,conflict,78,374,543.4,569.9,26.5,21.399999999999977,66,2,0.011957902,0.8031591,0.18488294,-5.0,4,5,0.2706701221215802
c001676,conflict,79,374,827.2,866.5,39.299999999999955,19.40000000000009,50,6,0.009947141,0.8992408,0.09081218,2.0,4,2,0.4609866651652654
c001684,conflict,80,374,1103.7,1135.4,31.700000000000045,30.200000000000045,101,2,0.006681852,0.9024386,0.0908796,9.7,9,3,0.2567588439987834
c001738,conflict,81,377,217.3,256.4,39.099999999999966,34.5,82,4,0.9592951,0.0050783497,0.035626482,20.0,8,0,0.2710650710992145
c001739,conflict,82,377,257.8,308.8,51.0,46.60000000000002,108,2,0.9785039,0.0041317716,0.017364321,20.25,6,0,0.4596155133752695
c001742,conflict,83,377,370.9,411.1,40.200000000000045,16.500000000000057,40,8,0.9819719,0.00305214,0.014975954,9.6,4,0,0.3034529425178739
c001747,conflict,84,377,526.3,549.3,23.0,19.699999999999932,45,3,0.96170044,0.004192428,0.034107193,5.0,2,0,0.4764766088625359
c001754,conflict,85,377,801.8,855.4,53.60000000000002,51.0,112,2,0.97811264,0.004870667,0.017016673,22.6,9,0,0.3978148897088132
c001763,conflict,86,377,1101.6,1158.6,57.0,21.800000000000185,46,9,0.89132,0.0217169,0.08696313,20.5,7,0,0.5133155042464947
c001766,conflict,87,377,1252.8,1273.2,20.40000000000009,16.40000000000009,42,2,0.97723436,0.0040362407,0.018729368,2.0,1,0,0.4578083432029585
c001777,conflict,88,378,370.5,411.5,41.0,20.80000000000001,62,4,0.006940789,0.92238945,0.070669696,-12.0,0,3,0.3923291999242161
c001881,conflict,89,381,363.7,390.8,27.100000000000023,12.300000000000068,46,4,0.91617405,0.008494665,0.07533127,6.0,4,0,0.3641967472003525
c001894,conflict,90,381,698.2,726.6,28.399999999999977,12.900000000000093,41,5,0.9788164,0.0052273083,0.015956353,15.6,6,0,0.3719715908525048
c001895,conflict,91,381,727.8,750.1,22.300000000000068,14.700000000000044,49,3,0.923199,0.007923107,0.06887794,4.5,1,0,0.295614377427898
c001896,conflict,92,381,759.3,784.7,25.40000000000009,15.0,53,5,0.9553989,0.0041152723,0.04048579,9.0,3,0,0.3263464196915659
c001897,conflict,93,381,786.4,804.3,17.899999999999977,11.5,54,2,0.9844482,0.002884006,0.012667851,12.5,3,0,0.3822674960676523
c001898,conflict,94,381,806.3,850.2,43.90000000000009,19.700000000000045,64,5,0.92556995,0.014958919,0.059471164,0.5,1,1,0.3401416032550592
c001900,conflict,95,381,880.2,908.2,28.0,19.0,52,6,0.8338419,0.00989626,0.15626186,9.4,5,0,0.2056081451625277
c001901,conflict,96,381,914.5,939.2,24.700000000000045,16.700000000000045,60,4,0.8155472,0.020010017,0.16444272,9.0,3,0,0.2326848054931672
c001905,conflict,97,381,1023.5,1052.3,28.799999999999955,11.0,38,5,0.9864109,0.0029101938,0.01067886,12.0,4,0,0.3881333963088403
c001964,conflict,98,384,2.6,118.3,115.7,17.80000000000002,41,14,0.8251543,0.014857268,0.15998839,4.0,3,1,0.4655021379369927
c001965,conflict,99,384,124.5,165.9,41.400000000000006,16.100000000000023,43,6,0.9069795,0.0044587418,0.08856179,4.0,2,0,0.2904392343124421
c001966,conflict,100,384,167.2,214.8,47.60000000000002,15.800000000000011,47,7,0.9733776,0.003933065,0.02268932,10.0,4,0,0.3486338543490948
c001984,conflict,101,384,964.2,977.4,13.199999999999932,13.199999999999932,42,1,0.8475788,0.026079617,0.1263415,5.0,3,0,0.5647050187933427
c001985,conflict,102,384,984.6,1009.3,24.699999999999932,24.699999999999932,57,1,0.8322006,0.032751895,0.13504747,2.0,1,1,0.3924508469001598
c002031,conflict,103,387,246.3,288.7,42.39999999999998,15.299999999999956,54,5,0.006521186,0.828468,0.16501077,6.0,4,1,0.4967361943595288
c002122,conflict,104,392,526.8,547.9,21.100000000000023,9.799999999999956,28,2,0.007935422,0.82767385,0.16439071,-3.0,1,2,0.3446259095533184
c002308,conflict,105,403,269.4,295.8,26.400000000000034,26.40000000000003,84,1,0.007870663,0.8527554,0.1393739,4.0,4,2,0.3835290009862219
c002331,conflict,106,404,338.6,371.9,33.299999999999955,24.09999999999997,49,5,0.012640586,0.82132727,0.16603221,3.0,3,1,0.4892937518281862
c002350,conflict,107,405,109.4,141.6,32.19999999999999,16.799999999999997,50,4,0.9182304,0.007870462,0.073899135,4.5,3,1,0.5635768251912002
c002351,conflict,108,405,146.6,173.4,26.80000000000001,21.19999999999999,41,4,0.9596306,0.005935789,0.03443356,5.9,2,0,0.3044714013225795
c002354,conflict,109,405,242.9,275.0,32.099999999999994,18.69999999999999,41,5,0.98147637,0.0028266488,0.01569692,13.0,4,0,0.3728003187272884
c002356,conflict,110,405,308.6,334.6,26.0,20.600000000000023,57,2,0.8561055,0.013268994,0.13062555,7.0,3,0,0.378918854650105
c002357,conflict,111,405,341.8,408.6,66.80000000000001,41.69999999999999,84,8,0.8573851,0.011226695,0.13138816,14.2,8,0,0.3355608081017308
c002382,conflict,112,405,1226.4,1270.8,44.399999999999864,23.399999999999864,57,6,0.9725343,0.0026504693,0.024815207,14.5,4,0,0.3395042636864925
c002386,conflict,113,405,1410.1,1437.7,27.600000000000136,26.600000000000136,76,2,0.89425945,0.029304646,0.076435864,5.7,3,1,0.465144289131261
c002387,conflict,114,405,1439.0,1478.0,39.0,25.59999999999991,56,5,0.8676983,0.036773067,0.09552861,20.5,7,1,0.4444229406282754
c002388,conflict,115,405,1479.1,1509.3,30.200000000000045,25.700000000000045,56,4,0.92438775,0.0063366075,0.06927571,14.0,7,0,0.5555516528346514
c002579,conflict,116,414,34.8,91.7,56.900000000000006,20.0,52,10,0.9437372,0.0065222243,0.04974061,7.0,4,0,0.3924204016691805
c002581,conflict,117,414,134.6,163.3,28.700000000000017,16.700000000000045,40,4,0.9211703,0.0036129733,0.07521666,3.0,1,0,0.2738755997592003
c002582,conflict,118,414,164.6,218.6,54.0,28.10000000000005,78,7,0.9745594,0.0057617077,0.019678896,17.0,6,0,0.4280872523507122
c002583,conflict,119,414,223.0,254.9,31.900000000000006,18.600000000000023,40,4,0.9458582,0.007809557,0.04633226,15.0,5,0,0.3763987831100611
c002584,conflict,120,414,256.2,293.2,37.0,21.5,55,5,0.9543255,0.0058936793,0.03978081,17.0,7,0,0.4991988191695533
c002601,conflict,121,414,877.2,910.9,33.69999999999993,26.399999999999864,63,4,0.86872154,0.018924735,0.11235375,4.0,2,1,0.4518543506014766
c002616,conflict,122,415,453.4,483.2,29.80000000000001,28.5,84,2,0.011748493,0.8430848,0.1451667,-3.0,2,3,0.4780093758582751
c002617,conflict,123,415,504.9,542.8,37.89999999999998,22.800000000000068,55,3,0.0150531195,0.8850476,0.09989918,-11.0,1,5,0.4249855614549535
c002633,conflict,124,416,313.1,346.4,33.299999999999955,29.59999999999997,85,2,0.0075387065,0.84060824,0.15185311,-7.5,2,7,0.4323181289995513
c002642,conflict,125,416,584.4,606.5,22.100000000000023,13.600000000000025,47,2,0.010702095,0.8102257,0.17907223,-0.5999999999999996,3,2,0.2871033560158409
c002704,conflict,126,419,394.6,428.0,33.39999999999998,33.39999999999998,96,1,0.008860215,0.84389216,0.14724757,0.0,6,5,0.5241596028520812
c002705,conflict,127,419,432.2,449.0,16.80000000000001,16.80000000000001,46,1,0.006357832,0.8803076,0.113334514,-9.5,0,3,0.5038104375857545
c002726,conflict,128,420,401.9,417.6,15.700000000000045,8.300000000000068,31,3,0.009404876,0.9021039,0.08849125,1.0,1,1,0.4364235090321492
c002727,conflict,129,420,427.9,482.7,54.80000000000001,15.900000000000093,49,5,0.008411334,0.9077361,0.08385257,-2.0,1,2,0.5374066767934562
c002728,conflict,130,420,502.5,530.2,27.700000000000045,13.600000000000025,40,4,0.009503877,0.85719246,0.1333037,0.0,0,0,0.4909417512899433
c002834,conflict,131,424,366.7,380.9,14.199999999999989,14.199999999999989,46,1,0.008885319,0.9006577,0.090456955,-12.0,0,5,0.5161474090420787
c002844,conflict,132,424,835.9,866.2,30.300000000000068,29.000000000000114,92,2,0.016107274,0.86786646,0.116026305,-2.0,2,4,0.5777405153034846
c002897,conflict,133,426,618.9,683.0,64.10000000000002,41.90000000000009,85,7,0.8031044,0.021942465,0.1749531,16.0,8,0,0.3814349982720619
c002898,conflict,134,426,694.6,737.4,42.799999999999955,19.79999999999984,46,9,0.9312433,0.020430906,0.048325844,8.0,5,4,0.3497458021871337
c002900,conflict,135,426,772.0,810.3,38.299999999999955,19.40000000000009,44,7,0.9622676,0.005951902,0.031780582,17.0,7,0,0.328705236989201
c002959,conflict,136,430,116.4,148.2,31.799999999999983,17.699999999999974,43,4,0.014750078,0.83747864,0.14777134,2.0,1,0,0.3037822633319214
c002992,conflict,137,431,709.9,726.8,16.899999999999977,15.600000000000025,48,2,0.008511587,0.8778785,0.11360992,-3.5,0,2,0.4341208107896041
c003002,conflict,138,432,396.0,439.2,43.19999999999999,16.899999999999977,45,6,0.016213248,0.82820624,0.15558046,1.0,1,1,0.3311951596926336
c003045,conflict,139,434,469.0,523.3,54.299999999999955,44.5,130,3,0.011136547,0.84258664,0.1462768,-7.0,3,6,0.5131100143959383
c003046,conflict,140,434,525.4,556.1,30.700000000000045,26.5,81,3,0.008182473,0.88052005,0.11129757,-11.0,0,4,0.4381571445651997
c003060,conflict,141,434,1088.9,1123.2,34.299999999999955,20.0,67,6,0.010392277,0.9068757,0.082731925,-4.0,2,4,0.5636236757323788
c003113,conflict,142,437,263.1,314.1,51.0,26.89999999999992,46,7,0.013975888,0.8817715,0.104252525,-2.0,1,2,0.4134987118486479
c003122,conflict,143,437,624.6,645.0,20.399999999999977,20.399999999999977,51,1,0.009231624,0.86613905,0.12462926,-8.5,1,3,0.5215297285021323
c003148,conflict,144,438,970.5,1003.0,32.5,32.5,91,1,0.016624816,0.80853087,0.17484425,1.0,3,2,0.1989165678190356
c003170,conflict,145,439,663.4,682.7,19.300000000000068,19.300000000000068,62,1,0.0064726546,0.9243425,0.069184795,-7.5,0,2,0.3771292616712582
c003182,conflict,146,440,52.9,90.6,37.699999999999996,21.199999999999996,41,5,0.86849594,0.0037568468,0.12774724,4.0,2,0,0.3936924115322369
c003184,conflict,147,440,147.8,172.2,24.399999999999977,19.799999999999983,46,3,0.8879988,0.013814345,0.098186806,7.0,3,0,0.4217034222964085
c003187,conflict,148,440,252.6,283.8,31.200000000000017,25.700000000000017,59,2,0.93038243,0.0051019266,0.06451562,3.0,1,0,0.3262587166269344
c003208,conflict,149,440,1083.0,1104.3,21.299999999999955,21.299999999999955,37,1,0.89256215,0.0092387535,0.09819905,2.0,1,1,0.644855105310602
c003216,conflict,150,441,108.3,136.4,28.10000000000001,15.500000000000014,37,4,0.9730666,0.0037674282,0.02316598,10.0,4,0,0.370338594373538
c003217,conflict,151,441,147.2,196.2,49.0,19.40000000000001,46,7,0.94914263,0.014361815,0.03649561,3.5,4,2,0.5467805845304139
c003232,conflict,152,441,724.4,732.4,8.0,8.0,27,1,0.9543533,0.016466243,0.029180497,3.3,3,2,0.4784628017525023
c003308,conflict,153,445,342.9,365.4,22.5,14.800000000000011,45,2,0.007815056,0.91101974,0.081165105,0.0,1,1,0.5735796055020493
c003318,conflict,154,445,632.6,663.0,30.399999999999977,20.799999999999955,65,2,0.007950688,0.90219235,0.08985688,-16.5,0,5,0.3405605907434508
c003330,conflict,155,446,455.1,484.4,29.299999999999955,20.19999999999999,47,3,0.0070519443,0.90205204,0.090896,-5.0,1,3,0.489713201162609
c003365,conflict,156,448,18.8,77.1,58.3,16.099999999999987,41,5,0.9327139,0.003840205,0.063445896,9.6,4,0,0.402260488027386
c003369,conflict,157,448,182.4,213.7,31.299999999999983,23.799999999999955,54,3,0.8822118,0.011555255,0.10623289,9.0,3,0,0.3488468027936892
c003378,conflict,158,448,458.8,514.5,55.69999999999999,45.19999999999999,111,3,0.93405086,0.010794645,0.055154495,22.0,9,0,0.3821285690263958
c003388,conflict,159,448,802.6,830.6,28.0,25.5,86,2,0.9442661,0.0106164655,0.04511738,18.0,7,0,0.347405073349791
c003397,conflict,160,448,1131.2,1165.6,34.399999999999864,31.699999999999815,75,2,0.95612365,0.0050583635,0.038817983,3.0,2,0,0.4483646956538748
c003413,conflict,161,449,558.4,605.6,47.200000000000045,47.200000000000045,195,1,0.010294666,0.8029611,0.18674427,0.5,4,4,0.5525073395404867
c003469,conflict,162,451,569.1,586.5,17.399999999999977,17.399999999999977,52,1,0.0075025563,0.8672132,0.12528415,-9.5,1,4,0.5075920285962021
c003471,conflict,163,451,651.6,673.6,22.0,17.700000000000045,42,3,0.010605911,0.840671,0.14872304,-3.0,0,1,0.2735754297600761
c003475,conflict,164,451,760.2,819.7,59.5,21.5,40,5,0.014112954,0.8255859,0.16030112,-3.0,1,3,0.6345001689015498
c003491,conflict,165,452,368.2,394.7,26.5,18.80000000000001,35,4,0.011176916,0.8025353,0.1862878,-9.0,0,3,0.3860640677394353
c003533,conflict,166,454,459.5,480.7,21.19999999999999,17.0,48,2,0.014350684,0.8216773,0.16397204,-1.5,0,1,0.3215095752941157
c003538,conflict,167,454,722.9,793.8,70.89999999999998,25.0,72,8,0.008008932,0.896343,0.0956481,-8.0,1,5,0.4090360962323219
c003591,conflict,168,457,412.2,439.1,26.900000000000034,17.500000000000057,54,3,0.01766993,0.85830504,0.12402512,-9.0,0,3,0.3918603161917474
c003593,conflict,169,457,458.9,479.1,20.200000000000045,15.699999999999989,56,3,0.011496328,0.8309492,0.15755446,-3.5,1,4,0.4907128293820172
c003661,conflict,170,461,429.0,449.9,20.899999999999977,19.19999999999999,57,2,0.97256875,0.004421186,0.023009995,15.0,6,0,0.4749330910616915
c003670,conflict,171,461,748.4,799.5,51.10000000000002,12.600000000000025,41,8,0.960222,0.007989302,0.03178873,17.0,6,0,0.5497298361983167
c003708,conflict,172,463,377.8,399.7,21.899999999999977,21.899999999999977,39,1,0.015388655,0.82870305,0.15590824,0.0,1,1,0.5039601014999645
c003761,conflict,173,465,692.9,708.8,15.899999999999977,15.899999999999975,29,1,0.0094741415,0.93564904,0.05487683,-2.0,1,2,0.2739677248509919
c003766,conflict,174,465,847.1,868.5,21.399999999999977,19.09999999999991,54,2,0.0049862834,0.9196211,0.07539257,-6.5,2,4,0.4612067385097954
c003768,conflict,175,465,897.5,923.4,25.899999999999977,16.899999999999977,50,4,0.014629855,0.91976166,0.06560849,-7.0,1,3,0.5341384078329421
c003828,conflict,176,467,710.8,731.1,20.300000000000068,12.700000000000044,43,5,0.01172424,0.8274605,0.16081515,-2.0,0,1,0.3698560150702618
c003835,conflict,177,468,80.2,101.3,21.099999999999994,14.200000000000005,41,3,0.008923494,0.8914726,0.099603906,-6.0,0,3,0.4260976161226171
c003844,conflict,178,468,391.3,420.4,29.099999999999966,25.899999999999977,83,3,0.010185596,0.81987774,0.16993669,2.0,2,1,0.414664357999551
c003874,conflict,179,469,429.8,449.8,20.0,19.100000000000023,44,2,0.008921957,0.85223025,0.13884775,-2.0,2,2,0.3219433422528631
c003878,conflict,180,469,543.6,584.6,41.0,31.100000000000023,95,2,0.009031111,0.8501698,0.14079906,-7.0,3,4,0.4433258182729913
c003882,conflict,181,469,659.4,688.3,28.899999999999977,15.699999999999932,47,4,0.008947387,0.91008556,0.08096713,3.0,3,1,0.4381843653818315
c003883,conflict,182,469,694.4,739.8,45.39999999999998,20.899999999999864,40,6,0.013808658,0.83029884,0.15589243,-5.0,1,3,0.6207027184739018
c003911,conflict,183,470,704.5,725.0,20.5,18.199999999999932,46,2,0.009285596,0.89493823,0.09577611,7.0,3,0,0.6852141385172932
c003914,conflict,184,470,816.0,842.7,26.700000000000045,26.700000000000045,73,1,0.010369275,0.81794816,0.17168261,-8.0,0,3,0.4179486273449328
c003927,conflict,185,471,518.3,547.3,29.0,29.0,52,1,0.0056475336,0.9250687,0.0692838,-7.0,1,3,0.6236118381706719
c003929,conflict,186,471,586.3,604.3,18.0,18.0,49,1,0.012411307,0.84938926,0.13819946,-1.0,1,1,0.5560121954001603
