id,speaker,arm,p_yes,answer_mass,prompt
conflict_327_c000548,327,conflict,0.1919001665,0.9931618422,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_328_c000562,328,conflict,0.0952122593,0.9940190092,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_328_c000563,328,conflict,0.6364040343,0.9931030869,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_328_c000564,328,conflict,0.1259029250,0.9927959740,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_329_c000589,329,conflict,0.0756153017,0.9892691970,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_332_c000642,332,conflict,0.3347820517,0.9934118390,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_332_c000644,332,conflict,0.1328514324,0.9937942177,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_332_c000649,332,conflict,0.9875764635,0.9980576942,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_332_c000654,332,conflict,0.2018420100,0.9931529462,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_332_c000656,332,conflict,0.0758415652,0.9908181578,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_338_c000810,338,conflict,0.1480667944,0.9918994009,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_338_c000820,338,conflict,0.2341686977,0.9837576449,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_338_c000821,338,conflict,0.7773475522,0.9872288555,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_338_c000822,338,conflict,0.1728787540,0.9888483733,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_338_c000824,338,conflict,0.1258428149,0.9868761823,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_338_c000825,338,conflict,0.1064192657,0.9948761985,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_340_c000847,340,conflict,0.1066127209,0.9918199331,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000931,345,conflict,0.1066637846,0.9924934655,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000932,345,conflict,0.0851314445,0.9902706444,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000935,345,conflict,0.3773255020,0.9866988659,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000939,345,conflict,0.2811282453,0.9911640286,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000940,345,conflict,0.1823952931,0.9957605004,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000941,345,conflict,0.2688023888,0.9927576482,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000942,345,conflict,0.1559979911,0.9925256371,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000947,345,conflict,0.9950797450,0.9985759035,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000948,345,conflict,0.4377650678,0.9795919359,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000949,345,conflict,0.5941481164,0.9853132963,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000952,345,conflict,0.9903036967,0.9985571057,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_345_c000953,345,conflict,0.1066328736,0.9917564392,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000954,346,conflict,0.1007992864,0.9885671064,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000956,346,conflict,0.1822952049,0.9907898009,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000957,346,conflict,0.2339387983,0.9942097664,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000971,346,conflict,0.3920908206,0.9946786463,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000972,346,conflict,0.7670233303,0.9959937036,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000974,346,conflict,0.5315910997,0.9935671985,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000982,346,conflict,0.2572082796,0.9915595949,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000983,346,conflict,0.5623328320,0.9959705472,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000984,346,conflict,0.1647282547,0.9951073378,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000985,346,conflict,0.2944484548,0.9969521761,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_346_c000986,346,conflict,0.2228561501,0.9952528179,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_347_c000988,347,conflict,0.1068237234,0.9923461974,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_347_c000990,347,conflict,0.1189326872,0.9918879867,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_347_c000993,347,conflict,0.2224216981,0.9941450655,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_347_c000995,347,conflict,0.1557724067,0.9931827784,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_348_c001000,348,conflict,0.0901177560,0.9885366783,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_348_c001001,348,conflict,0.1481398132,0.9933502376,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_348_c001005,348,conflict,0.0949897617,0.9959682524,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_348_c001006,348,conflict,0.2688878474,0.9928227365,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_348_c001007,348,conflict,0.0850150993,0.9963293150,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_348_c001013,348,conflict,0.0900036516,0.9942623228,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_348_c001014,348,conflict,0.3075852708,0.9959022701,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_354_c001129,354,conflict,0.2226524545,0.9931399673,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_354_c001131,354,conflict,0.1559460885,0.9957773238,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_354_c001137,354,conflict,0.1829878944,0.9957452565,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_362_c001260,362,conflict,0.1009340777,0.9923187792,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_362_c001263,362,conflict,0.1733211744,0.9875856489,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_362_c001265,362,conflict,0.3487501616,0.9958600998,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_362_c001266,362,conflict,0.2017789481,0.9891912490,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_362_c001268,362,conflict,0.6233958409,0.9904921949,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_362_c001271,362,conflict,0.6527322429,0.9940492511,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_363_c001278,363,conflict,0.1253407619,0.9949240014,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_363_c001284,363,conflict,0.1192315651,0.9946193323,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_363_c001285,363,conflict,0.2225516059,0.9909667373,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_363_c001288,363,conflict,0.3342203913,0.9877015948,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_363_c001290,363,conflict,0.0848595065,0.9929221570,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_363_c001295,363,conflict,0.7660313740,0.9927647263,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_363_c001296,363,conflict,0.4689854463,0.9952788055,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_364_c001302,364,conflict,0.1733374095,0.9860569984,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_364_c001308,364,conflict,0.1403486219,0.9947828352,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_364_c001309,364,conflict,0.0675184353,0.9933120906,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_364_c001310,364,conflict,0.3073075704,0.9946710169,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_366_c001416,366,conflict,0.3209840075,0.9937835336,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_366_c001417,366,conflict,0.1481299793,0.9855152369,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_366_c001423,366,conflict,0.0600044212,0.9947527461,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_366_c001429,366,conflict,0.3210586146,0.9899324179,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_366_c001430,366,conflict,0.3210763521,0.9930540323,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_367_c001447,367,conflict,0.2119322456,0.9963251799,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_367_c001473,367,conflict,0.3491807409,0.9908175766,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_367_c001474,367,conflict,0.2811413831,0.9950143397,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_367_c001475,367,conflict,0.4225937455,0.9944643378,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_367_c001477,367,conflict,0.1192091097,0.9958431274,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_367_c001478,367,conflict,0.1825397917,0.9923884273,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_369_c001515,369,conflict,0.0637088254,0.9894381538,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_369_c001522,369,conflict,0.4225688728,0.9939765036,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_370_c001551,370,conflict,0.1919902338,0.9914097041,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_370_c001553,370,conflict,0.2018376560,0.9904072434,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_370_c001561,370,conflict,0.1559942494,0.9923212379,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_374_c001666,374,conflict,0.1404233450,0.9930221140,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_374_c001668,374,conflict,0.1918934174,0.9859602600,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_374_c001669,374,conflict,0.3778361612,0.9818957746,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_374_c001670,374,conflict,0.3777256266,0.9620588720,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_374_c001673,374,conflict,0.8874898150,0.9934151173,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_374_c001676,374,conflict,0.4847157009,0.9908581078,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_374_c001684,374,conflict,0.1823969597,0.9908827096,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_377_c001732,377,conflict,0.1259638665,0.9888923764,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_377_c001737,377,conflict,0.1645925605,0.9939753711,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_377_c001738,377,conflict,0.1403125027,0.9949845374,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_377_c001739,377,conflict,0.2567892610,0.9946609139,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_377_c001742,377,conflict,0.1404442624,0.9964201897,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_377_c001747,377,conflict,0.1917939387,0.9958201349,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_377_c001754,377,conflict,0.1480517735,0.9909409136,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_377_c001763,377,conflict,0.5938300294,0.9962070286,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_377_c001766,377,conflict,0.2017798414,0.9944481403,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_378_c001777,378,conflict,0.2016267862,0.9934216291,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_379_c001803,379,conflict,0.2120846986,0.9889133126,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_379_c001811,379,conflict,0.0952636485,0.9962832630,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_379_c001815,379,conflict,0.1402236594,0.9921683818,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_381_c001881,381,conflict,0.3345244235,0.9912504256,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_381_c001894,381,conflict,0.1643042264,0.9952272177,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_381_c001895,381,conflict,0.1002990091,0.9934460893,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_381_c001896,381,conflict,0.0799413911,0.9937470928,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_381_c001897,381,conflict,0.0473445352,0.9947175123,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_381_c001898,381,conflict,0.1826725723,0.9918949157,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_381_c001900,381,conflict,0.3207626610,0.9949318171,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_381_c001901,381,conflict,0.1731097853,0.9878434539,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_381_c001905,381,conflict,0.0802186074,0.9963086173,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_382_c001924,382,conflict,0.1125739262,0.9944282025,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_384_c001964,384,conflict,0.0534075360,0.9933916628,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_384_c001965,384,conflict,0.1919734000,0.9877532125,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_384_c001966,384,conflict,0.1127121677,0.9943269938,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_384_c001984,384,conflict,0.8352193774,0.9956524372,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_384_c001985,384,conflict,0.2118313004,0.9947067946,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_387_c002031,387,conflict,0.2226535463,0.9900426120,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_392_c002114,392,conflict,0.2448851666,0.9949055910,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_392_c002121,392,conflict,0.2224662228,0.9915083647,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_392_c002122,392,conflict,0.4999415660,0.9932585061,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_403_c002308,403,conflict,0.0636756139,0.9901646003,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_403_c002310,403,conflict,0.2228340681,0.9895505756,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_404_c002331,404,conflict,0.1644011755,0.9916989952,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_404_c002336,404,conflict,0.7182204147,0.9929727912,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002350,405,conflict,0.1480184996,0.9926728308,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002351,405,conflict,0.2223220288,0.9929637164,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002353,405,conflict,0.1480172260,0.9938114136,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002354,405,conflict,0.1328656740,0.9945485741,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002356,405,conflict,0.2452443168,0.9902185053,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002357,405,conflict,0.2117646386,0.9932440072,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002358,405,conflict,0.3624801688,0.9940666556,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002381,405,conflict,0.4693702688,0.9918476045,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002382,405,conflict,0.2337597055,0.9935001582,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002385,405,conflict,0.3342626877,0.9913430214,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002386,405,conflict,0.1556699901,0.9955186248,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002387,405,conflict,0.4537040490,0.9900383055,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_405_c002388,405,conflict,0.1127520149,0.9940219149,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_406_c002391,406,conflict,0.1124132394,0.9890405461,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_406_c002394,406,conflict,0.3926518628,0.9950504601,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_407_c002426,407,conflict,0.4687219659,0.9890919626,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_408_c002443,408,conflict,0.1258978453,0.9939297885,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_411_c002509,411,conflict,0.6517933808,0.9930723906,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_411_c002520,411,conflict,0.2021357942,0.9843081534,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_411_c002525,411,conflict,0.3772852650,0.9839641154,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002579,414,conflict,0.0474348906,0.9923787862,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002581,414,conflict,0.1477832737,0.9942365289,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002582,414,conflict,0.1009129927,0.9960624352,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002583,414,conflict,0.1561469391,0.9942502528,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002584,414,conflict,0.1733205786,0.9940416068,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002594,414,conflict,0.7882323598,0.9875203222,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002595,414,conflict,0.8743886222,0.9962589294,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002598,414,conflict,0.7194203764,0.9962043464,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002599,414,conflict,0.1191143643,0.9960041717,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002601,414,conflict,0.3778621458,0.9953411222,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_414_c002603,414,conflict,0.1643288908,0.9961045086,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_415_c002616,415,conflict,0.7058418346,0.9934795201,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_415_c002617,415,conflict,0.3774748960,0.9917561114,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_416_c002633,416,conflict,0.2122374310,0.9920840561,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_416_c002642,416,conflict,0.1917380863,0.9898197055,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_419_c002702,419,conflict,0.1257770089,0.9907109365,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_419_c002704,419,conflict,0.1561064604,0.9843473434,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_419_c002705,419,conflict,0.2120287601,0.9919334352,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_419_c002710,419,conflict,0.3347167849,0.9859776199,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_419_c002715,419,conflict,0.4072654431,0.9892594516,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_420_c002726,420,conflict,0.6076015451,0.9940912127,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_420_c002727,420,conflict,0.5166906318,0.9939867854,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_420_c002728,420,conflict,0.6794762936,0.9917490482,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_423_c002809,423,conflict,0.4533240151,0.9956839979,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_423_c002817,423,conflict,0.2020198309,0.9813988805,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_423_c002818,423,conflict,0.7424448932,0.9786137640,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_424_c002834,424,conflict,0.4842052148,0.9937827587,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_424_c002844,424,conflict,0.8520600653,0.9949262142,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_424_c002845,424,conflict,0.9706637126,0.9985157680,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_426_c002892,426,conflict,0.1330259085,0.9941319227,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_426_c002897,426,conflict,0.4231488421,0.9861465096,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_426_c002898,426,conflict,0.1481180690,0.9883945733,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_426_c002900,426,conflict,0.1191375259,0.9949568361,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_429_c002943,429,conflict,0.3925215595,0.9945395291,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_429_c002946,429,conflict,0.1324087625,0.9921710342,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_430_c002959,430,conflict,0.1823869468,0.9918713570,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_430_c002965,430,conflict,0.3920275210,0.9941295981,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_430_c002967,430,conflict,0.5314742311,0.9924477339,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_430_c002972,430,conflict,0.9048743950,0.9920494035,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_430_c002975,430,conflict,0.4079252928,0.9943424761,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_431_c002992,431,conflict,0.2336607595,0.9882995635,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_431_c002993,431,conflict,0.1914096462,0.9822857231,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_432_c003002,432,conflict,0.3073051841,0.9949767590,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_434_c003045,434,conflict,0.2226510944,0.9911434054,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_434_c003046,434,conflict,0.4076499900,0.9883951247,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_434_c003050,434,conflict,0.6225735963,0.9908867180,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_434_c003060,434,conflict,0.6928650030,0.9937673211,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_436_c003105,436,conflict,0.0446453323,0.9824552499,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_437_c003113,437,conflict,0.2017718036,0.9954541028,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_437_c003122,437,conflict,0.7548584363,0.9963597208,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_438_c003148,438,conflict,0.4076346235,0.9891236424,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_438_c003149,438,conflict,0.6227944326,0.9938510656,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_439_c003170,439,conflict,0.4223246485,0.9895477295,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_439_c003174,439,conflict,0.4076012504,0.9917326272,Listen to this recording. Does the speaker have depression? Answer Yes or No.
conflict_440_c003182,440,conflict,0.1480820021,0.9942624122,Listen to this recording. Does the speaker have depression? Answer Yes or No.
