id,speaker,arm,p_yes,answer_mass,prompt
conflict_307_c000162,307,conflict,0.1260125030,0.9948446006,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_307_c000176,307,conflict,0.5314899410,0.9968185723,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_308_c000181,308,conflict,0.1260322365,0.9970916808,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_308_c000182,308,conflict,0.1562143117,0.9951065332,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_308_c000185,308,conflict,0.3209795348,0.9959165454,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_308_c000186,308,conflict,0.1825097996,0.9973272979,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_308_c000187,308,conflict,0.2228210301,0.9977497756,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_311_c000251,311,conflict,0.2691000031,0.9976212680,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_312_c000260,312,conflict,0.4075358326,0.9953477085,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_313_c000270,313,conflict,0.1404626751,0.9970821440,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_313_c000272,313,conflict,0.2229149183,0.9961125255,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_313_c000278,313,conflict,0.9241955961,0.9975865781,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_314_c000291,314,conflict,0.1646350717,0.9944400787,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_314_c000293,314,conflict,0.3075942887,0.9958922565,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_314_c000296,314,conflict,0.1404163944,0.9955039918,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_314_c000312,314,conflict,0.7775323345,0.9969728291,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_314_c000325,314,conflict,0.1330827370,0.9964141548,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_315_c000333,315,conflict,0.2338562831,0.9951702356,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_315_c000335,315,conflict,0.1825850440,0.9944236130,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_315_c000337,315,conflict,0.3347761292,0.9958234727,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_315_c000344,315,conflict,0.5625022316,0.9940944016,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_315_c000345,315,conflict,0.3632267315,0.9947108328,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_316_c000357,316,conflict,0.1825399353,0.9967819154,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_316_c000360,316,conflict,0.9242617889,0.9979075491,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_316_c000362,316,conflict,0.5159317079,0.9959156513,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_317_c000373,317,conflict,0.2692846422,0.9949014187,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_318_c000389,318,conflict,0.3349247262,0.9927285612,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_319_c000397,319,conflict,0.1482100184,0.9956987649,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_319_c000400,319,conflict,0.4847121192,0.9961447418,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_319_c000406,319,conflict,0.6656760171,0.9958279431,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_320_c000412,320,conflict,0.2122621217,0.9964454174,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_320_c000415,320,conflict,0.2228916710,0.9971397370,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_320_c000425,320,conflict,0.0901693721,0.9970688075,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_321_c000428,321,conflict,0.0804309329,0.9976887926,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_321_c000434,321,conflict,0.0901496489,0.9977129102,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_321_c000441,321,conflict,0.2815888127,0.9956147075,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_322_c000453,322,conflict,0.7983904661,0.9949748069,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_322_c000463,322,conflict,0.1646409238,0.9966484010,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_322_c000464,322,conflict,0.1128798933,0.9970114604,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_322_c000465,322,conflict,0.3075522777,0.9961336255,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_323_c000475,323,conflict,0.1825888201,0.9967405349,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_323_c000480,323,conflict,0.4690856884,0.9971487224,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_324_c000492,324,conflict,0.2453136650,0.9948882461,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_324_c000496,324,conflict,0.3489238166,0.9924891591,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000506,325,conflict,0.0421018681,0.9982096255,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000508,325,conflict,0.0567046077,0.9980171360,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000510,325,conflict,0.0804205416,0.9978757948,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000516,325,conflict,0.0474466801,0.9976650178,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000523,325,conflict,0.2228288529,0.9977901131,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000524,325,conflict,0.0851338572,0.9965345487,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000525,325,conflict,0.0901459694,0.9968785346,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000526,325,conflict,0.0675821519,0.9965693057,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000528,325,conflict,0.0804282527,0.9975569621,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_325_c000531,325,conflict,0.1260127530,0.9969145060,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_327_c000548,327,conflict,0.2570368089,0.9962936640,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_328_c000562,328,conflict,0.1128983397,0.9969263002,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_328_c000563,328,conflict,0.5313417783,0.9965677261,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_328_c000564,328,conflict,0.1404087546,0.9953433573,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_329_c000589,329,conflict,0.0901684959,0.9957356006,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_330_c000602,330,conflict,0.0901607135,0.9972914904,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_330_c000605,330,conflict,0.2228457225,0.9956992567,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_330_c000612,330,conflict,0.2121914820,0.9970757365,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_331_c000620,331,conflict,0.4689275740,0.9957802296,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_331_c000623,331,conflict,0.9580271734,0.9984773360,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_331_c000627,331,conflict,0.7188046047,0.9969920814,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_331_c000631,331,conflict,0.6794168222,0.9963655770,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_332_c000642,332,conflict,0.3211562280,0.9971499443,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_332_c000644,332,conflict,0.0804199016,0.9979587793,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_332_c000649,332,conflict,0.9784270053,0.9988666531,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_332_c000654,332,conflict,0.1404228334,0.9960279763,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_332_c000656,332,conflict,0.0534569245,0.9963833541,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_334_c000692,334,conflict,0.1646382885,0.9965852499,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_334_c000698,334,conflict,0.3925843116,0.9915322959,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_334_c000704,334,conflict,0.4847514711,0.9949639440,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_335_c000709,335,conflict,0.0716520226,0.9969786033,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_335_c000717,335,conflict,0.2019918088,0.9980546683,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_335_c000724,335,conflict,0.0566938148,0.9977929667,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_335_c000725,335,conflict,0.0311670922,0.9984943718,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_335_c000726,335,conflict,0.1009348422,0.9975118786,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_335_c000727,335,conflict,0.1260378267,0.9969920069,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_335_c000730,335,conflict,0.0901509018,0.9975159839,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_336_c000733,336,conflict,0.2228784033,0.9955009073,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_336_c000738,336,conflict,0.2570068970,0.9957767129,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_336_c000742,336,conflict,0.5160750091,0.9951198399,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_336_c000747,336,conflict,0.4691409176,0.9951553047,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_337_c000750,337,conflict,0.1825646863,0.9955092221,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_337_c000751,337,conflict,0.1067641300,0.9983192906,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_337_c000758,337,conflict,0.1481578710,0.9969764352,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_337_c000775,337,conflict,0.1192636949,0.9972120747,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_337_c000805,337,conflict,0.1330650288,0.9967113733,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_337_c000807,337,conflict,0.1330238405,0.9969839156,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_337_c000809,337,conflict,0.0601092341,0.9971795231,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_338_c000810,338,conflict,0.1562888906,0.9952823073,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_338_c000820,338,conflict,0.0567151313,0.9982990324,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_338_c000821,338,conflict,0.7059161724,0.9969155490,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_338_c000822,338,conflict,0.0954333248,0.9966039062,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_338_c000824,338,conflict,0.0675910112,0.9973586649,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_338_c000825,338,conflict,0.0566743823,0.9982103519,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_339_c000828,339,conflict,0.1010088393,0.9968670532,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_339_c000841,339,conflict,0.2122274903,0.9964188635,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_339_c000842,339,conflict,0.0447302065,0.9983447902,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_339_c000843,339,conflict,0.0716332717,0.9966082349,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_339_c000844,339,conflict,0.0675777524,0.9975074902,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_340_c000847,340,conflict,0.1921382054,0.9960407168,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_341_c000868,341,conflict,0.1646288830,0.9953893870,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_343_c000884,343,conflict,0.4380781018,0.9948349893,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_343_c000894,343,conflict,0.6794673583,0.9957225025,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_344_c000902,344,conflict,0.1129046386,0.9971434847,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_344_c000908,344,conflict,0.3777759992,0.9956981838,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_344_c000914,344,conflict,0.0637595829,0.9983627126,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_344_c000921,344,conflict,0.2944426246,0.9938641787,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_344_c000922,344,conflict,0.1404510938,0.9953015447,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_344_c000926,344,conflict,0.2228468767,0.9961362928,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_344_c000927,344,conflict,0.1481855716,0.9975080490,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_344_c000928,344,conflict,0.2815293069,0.9970740676,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_344_c000929,344,conflict,0.1561953960,0.9970131367,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000931,345,conflict,0.0601479693,0.9970084839,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000932,345,conflict,0.1009626522,0.9956635758,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000935,345,conflict,0.3347742413,0.9955287278,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000939,345,conflict,0.1404323205,0.9968944490,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000940,345,conflict,0.0675818528,0.9982322454,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000941,345,conflict,0.1192791775,0.9962380677,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000942,345,conflict,0.0716233631,0.9978473112,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000947,345,conflict,0.8933970095,0.9967130870,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000948,345,conflict,0.1128508637,0.9969247505,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000949,345,conflict,0.2943882133,0.9944805503,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000952,345,conflict,0.8873477783,0.9973188192,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_345_c000953,345,conflict,0.0804013526,0.9969949946,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000954,346,conflict,0.1009702648,0.9955091104,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000956,346,conflict,0.2121938549,0.9952246398,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000957,346,conflict,0.1825620934,0.9961747080,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000971,346,conflict,0.1920644458,0.9976512343,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000972,346,conflict,0.4380723364,0.9949108064,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000974,346,conflict,0.2691197288,0.9967030883,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000982,346,conflict,0.2453061589,0.9958226979,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000983,346,conflict,0.4533899740,0.9968570769,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000984,346,conflict,0.1646190156,0.9956249297,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000985,346,conflict,0.2569751379,0.9973582625,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_346_c000986,346,conflict,0.1193222870,0.9975762814,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_347_c000988,347,conflict,0.1193429323,0.9967019334,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_347_c000990,347,conflict,0.1562105630,0.9960041046,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_347_c000993,347,conflict,0.2019734168,0.9967911392,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_347_c000995,347,conflict,0.1733969019,0.9964771867,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_348_c001000,348,conflict,0.1129369207,0.9957886711,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_348_c001001,348,conflict,0.1404531727,0.9968741834,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_348_c001005,348,conflict,0.0637557904,0.9982659742,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_348_c001006,348,conflict,0.1825704482,0.9964251518,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_348_c001007,348,conflict,0.0851595621,0.9982649982,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_348_c001013,348,conflict,0.0503553991,0.9984170869,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_348_c001014,348,conflict,0.2691569505,0.9967297912,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_349_c001025,349,conflict,0.6657744179,0.9973200858,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_349_c001027,349,conflict,0.9466581568,0.9982139617,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_349_c001038,349,conflict,0.8809804387,0.9967005551,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_349_c001043,349,conflict,0.8809943011,0.9972955361,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_349_c001047,349,conflict,0.7433494308,0.9967284203,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001050,350,conflict,0.0804062437,0.9972469881,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001051,350,conflict,0.0953839670,0.9979301766,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001052,350,conflict,0.1404645908,0.9960369766,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001056,350,conflict,0.1009441704,0.9974669367,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001057,350,conflict,0.0851414498,0.9966652393,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001065,350,conflict,0.3347672195,0.9978127778,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001066,350,conflict,0.1920978856,0.9943995625,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001068,350,conflict,0.1067670907,0.9980133101,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001069,350,conflict,0.1009268591,0.9972449988,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_350_c001070,350,conflict,0.2229053805,0.9974703491,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_351_c001071,351,conflict,0.1068183814,0.9962472096,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_351_c001075,351,conflict,0.1193086593,0.9966219291,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_351_c001078,351,conflict,0.2339569662,0.9912151545,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_351_c001083,351,conflict,0.0534527253,0.9979133382,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_351_c001086,351,conflict,0.2338930795,0.9970105141,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_351_c001087,351,conflict,0.2019714070,0.9957332611,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_353_c001119,353,conflict,0.4075702085,0.9935395420,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_353_c001125,353,conflict,0.3075514902,0.9967004359,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_353_c001126,353,conflict,0.1734010624,0.9966810048,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
