path,speaker,arm,id,seg
/workspace/part14_clips/conflict_346_c000982.wav,346,conflict,conflict_346_c000982,c000982
/workspace/part14_clips/conflict_346_c000983.wav,346,conflict,conflict_346_c000983,c000983
/workspace/part14_clips/conflict_346_c000984.wav,346,conflict,conflict_346_c000984,c000984
/workspace/part14_clips/conflict_346_c000985.wav,346,conflict,conflict_346_c000985,c000985
/workspace/part14_clips/conflict_346_c000986.wav,346,conflict,conflict_346_c000986,c000986
/workspace/part14_clips/conflict_347_c000988.wav,347,conflict,conflict_347_c000988,c000988
/workspace/part14_clips/conflict_347_c000990.wav,347,conflict,conflict_347_c000990,c000990
/workspace/part14_clips/conflict_347_c000993.wav,347,conflict,conflict_347_c000993,c000993
/workspace/part14_clips/conflict_347_c000995.wav,347,conflict,conflict_347_c000995,c000995
/workspace/part14_clips/conflict_348_c001000.wav,348,conflict,conflict_348_c001000,c001000
/workspace/part14_clips/conflict_348_c001001.wav,348,conflict,conflict_348_c001001,c001001
/workspace/part14_clips/conflict_348_c001005.wav,348,conflict,conflict_348_c001005,c001005
/workspace/part14_clips/conflict_348_c001006.wav,348,conflict,conflict_348_c001006,c001006
/workspace/part14_clips/conflict_348_c001007.wav,348,conflict,conflict_348_c001007,c001007
/workspace/part14_clips/conflict_348_c001013.wav,348,conflict,conflict_348_c001013,c001013
/workspace/part14_clips/conflict_348_c001014.wav,348,conflict,conflict_348_c001014,c001014
/workspace/part14_clips/conflict_354_c001129.wav,354,conflict,conflict_354_c001129,c001129
/workspace/part14_clips/conflict_354_c001131.wav,354,conflict,conflict_354_c001131,c001131
/workspace/part14_clips/conflict_354_c001137.wav,354,conflict,conflict_354_c001137,c001137
/workspace/part14_clips/conflict_362_c001260.wav,362,conflict,conflict_362_c001260,c001260
/workspace/part14_clips/conflict_362_c001263.wav,362,conflict,conflict_362_c001263,c001263
/workspace/part14_clips/conflict_362_c001265.wav,362,conflict,conflict_362_c001265,c001265
/workspace/part14_clips/conflict_362_c001266.wav,362,conflict,conflict_362_c001266,c001266
/workspace/part14_clips/conflict_362_c001268.wav,362,conflict,conflict_362_c001268,c001268
/workspace/part14_clips/conflict_362_c001271.wav,362,conflict,conflict_362_c001271,c001271
/workspace/part14_clips/conflict_363_c001278.wav,363,conflict,conflict_363_c001278,c001278
/workspace/part14_clips/conflict_363_c001284.wav,363,conflict,conflict_363_c001284,c001284
/workspace/part14_clips/conflict_363_c001285.wav,363,conflict,conflict_363_c001285,c001285
/workspace/part14_clips/conflict_363_c001288.wav,363,conflict,conflict_363_c001288,c001288
/workspace/part14_clips/conflict_363_c001290.wav,363,conflict,conflict_363_c001290,c001290
/workspace/part14_clips/conflict_363_c001295.wav,363,conflict,conflict_363_c001295,c001295
/workspace/part14_clips/conflict_363_c001296.wav,363,conflict,conflict_363_c001296,c001296
/workspace/part14_clips/conflict_364_c001302.wav,364,conflict,conflict_364_c001302,c001302
/workspace/part14_clips/conflict_364_c001308.wav,364,conflict,conflict_364_c001308,c001308
/workspace/part14_clips/conflict_364_c001309.wav,364,conflict,conflict_364_c001309,c001309
/workspace/part14_clips/conflict_364_c001310.wav,364,conflict,conflict_364_c001310,c001310
/workspace/part14_clips/conflict_366_c001416.wav,366,conflict,conflict_366_c001416,c001416
/workspace/part14_clips/conflict_366_c001417.wav,366,conflict,conflict_366_c001417,c001417
/workspace/part14_clips/conflict_366_c001423.wav,366,conflict,conflict_366_c001423,c001423
/workspace/part14_clips/conflict_366_c001429.wav,366,conflict,conflict_366_c001429,c001429
/workspace/part14_clips/conflict_366_c001430.wav,366,conflict,conflict_366_c001430,c001430
/workspace/part14_clips/conflict_367_c001447.wav,367,conflict,conflict_367_c001447,c001447
/workspace/part14_clips/conflict_367_c001473.wav,367,conflict,conflict_367_c001473,c001473
/workspace/part14_clips/conflict_367_c001474.wav,367,conflict,conflict_367_c001474,c001474
/workspace/part14_clips/conflict_367_c001475.wav,367,conflict,conflict_367_c001475,c001475
/workspace/part14_clips/conflict_367_c001477.wav,367,conflict,conflict_367_c001477,c001477
/workspace/part14_clips/conflict_367_c001478.wav,367,conflict,conflict_367_c001478,c001478
/workspace/part14_clips/conflict_369_c001515.wav,369,conflict,conflict_369_c001515,c001515
/workspace/part14_clips/conflict_369_c001522.wav,369,conflict,conflict_369_c001522,c001522
/workspace/part14_clips/conflict_370_c001551.wav,370,conflict,conflict_370_c001551,c001551
/workspace/part14_clips/conflict_370_c001553.wav,370,conflict,conflict_370_c001553,c001553
/workspace/part14_clips/conflict_370_c001561.wav,370,conflict,conflict_370_c001561,c001561
/workspace/part14_clips/conflict_374_c001666.wav,374,conflict,conflict_374_c001666,c001666
/workspace/part14_clips/conflict_374_c001668.wav,374,conflict,conflict_374_c001668,c001668
/workspace/part14_clips/conflict_374_c001669.wav,374,conflict,conflict_374_c001669,c001669
/workspace/part14_clips/conflict_374_c001670.wav,374,conflict,conflict_374_c001670,c001670
/workspace/part14_clips/conflict_374_c001673.wav,374,conflict,conflict_374_c001673,c001673
/workspace/part14_clips/conflict_374_c001676.wav,374,conflict,conflict_374_c001676,c001676
/workspace/part14_clips/conflict_374_c001684.wav,374,conflict,conflict_374_c001684,c001684
/workspace/part14_clips/conflict_377_c001732.wav,377,conflict,conflict_377_c001732,c001732
/workspace/part14_clips/conflict_377_c001737.wav,377,conflict,conflict_377_c001737,c001737
/workspace/part14_clips/conflict_377_c001738.wav,377,conflict,conflict_377_c001738,c001738
/workspace/part14_clips/conflict_377_c001739.wav,377,conflict,conflict_377_c001739,c001739
/workspace/part14_clips/conflict_377_c001742.wav,377,conflict,conflict_377_c001742,c001742
/workspace/part14_clips/conflict_377_c001747.wav,377,conflict,conflict_377_c001747,c001747
/workspace/part14_clips/conflict_377_c001754.wav,377,conflict,conflict_377_c001754,c001754
/workspace/part14_clips/conflict_377_c001763.wav,377,conflict,conflict_377_c001763,c001763
/workspace/part14_clips/conflict_377_c001766.wav,377,conflict,conflict_377_c001766,c001766
/workspace/part14_clips/conflict_378_c001777.wav,378,conflict,conflict_378_c001777,c001777
/workspace/part14_clips/conflict_379_c001803.wav,379,conflict,conflict_379_c001803,c001803
/workspace/part14_clips/conflict_379_c001811.wav,379,conflict,conflict_379_c001811,c001811
/workspace/part14_clips/conflict_379_c001815.wav,379,conflict,conflict_379_c001815,c001815
/workspace/part14_clips/conflict_381_c001881.wav,381,conflict,conflict_381_c001881,c001881
/workspace/part14_clips/conflict_381_c001894.wav,381,conflict,conflict_381_c001894,c001894
/workspace/part14_clips/conflict_381_c001895.wav,381,conflict,conflict_381_c001895,c001895
/workspace/part14_clips/conflict_381_c001896.wav,381,conflict,conflict_381_c001896,c001896
/workspace/part14_clips/conflict_381_c001897.wav,381,conflict,conflict_381_c001897,c001897
/workspace/part14_clips/conflict_381_c001898.wav,381,conflict,conflict_381_c001898,c001898
/workspace/part14_clips/conflict_381_c001900.wav,381,conflict,conflict_381_c001900,c001900
/workspace/part14_clips/conflict_381_c001901.wav,381,conflict,conflict_381_c001901,c001901
/workspace/part14_clips/conflict_381_c001905.wav,381,conflict,conflict_381_c001905,c001905
/workspace/part14_clips/conflict_382_c001924.wav,382,conflict,conflict_382_c001924,c001924
/workspace/part14_clips/conflict_384_c001964.wav,384,conflict,conflict_384_c001964,c001964
/workspace/part14_clips/conflict_384_c001965.wav,384,conflict,conflict_384_c001965,c001965
/workspace/part14_clips/conflict_384_c001966.wav,384,conflict,conflict_384_c001966,c001966
/workspace/part14_clips/conflict_384_c001984.wav,384,conflict,conflict_384_c001984,c001984
/workspace/part14_clips/conflict_384_c001985.wav,384,conflict,conflict_384_c001985,c001985
/workspace/part14_clips/conflict_387_c002031.wav,387,conflict,conflict_387_c002031,c002031
/workspace/part14_clips/conflict_392_c002114.wav,392,conflict,conflict_392_c002114,c002114
/workspace/part14_clips/conflict_392_c002121.wav,392,conflict,conflict_392_c002121,c002121
/workspace/part14_clips/conflict_392_c002122.wav,392,conflict,conflict_392_c002122,c002122
/workspace/part14_clips/conflict_403_c002308.wav,403,conflict,conflict_403_c002308,c002308
/workspace/part14_clips/conflict_403_c002310.wav,403,conflict,conflict_403_c002310,c002310
/workspace/part14_clips/conflict_404_c002331.wav,404,conflict,conflict_404_c002331,c002331
/workspace/part14_clips/conflict_404_c002336.wav,404,conflict,conflict_404_c002336,c002336
/workspace/part14_clips/conflict_405_c002350.wav,405,conflict,conflict_405_c002350,c002350
/workspace/part14_clips/conflict_405_c002351.wav,405,conflict,conflict_405_c002351,c002351
/workspace/part14_clips/conflict_405_c002353.wav,405,conflict,conflict_405_c002353,c002353
/workspace/part14_clips/conflict_405_c002354.wav,405,conflict,conflict_405_c002354,c002354
/workspace/part14_clips/conflict_405_c002356.wav,405,conflict,conflict_405_c002356,c002356
/workspace/part14_clips/conflict_405_c002357.wav,405,conflict,conflict_405_c002357,c002357
/workspace/part14_clips/conflict_405_c002358.wav,405,conflict,conflict_405_c002358,c002358
/workspace/part14_clips/conflict_405_c002381.wav,405,conflict,conflict_405_c002381,c002381
/workspace/part14_clips/conflict_405_c002382.wav,405,conflict,conflict_405_c002382,c002382
/workspace/part14_clips/conflict_405_c002385.wav,405,conflict,conflict_405_c002385,c002385
/workspace/part14_clips/conflict_405_c002386.wav,405,conflict,conflict_405_c002386,c002386
/workspace/part14_clips/conflict_405_c002387.wav,405,conflict,conflict_405_c002387,c002387
/workspace/part14_clips/conflict_405_c002388.wav,405,conflict,conflict_405_c002388,c002388
/workspace/part14_clips/conflict_406_c002391.wav,406,conflict,conflict_406_c002391,c002391
/workspace/part14_clips/conflict_406_c002394.wav,406,conflict,conflict_406_c002394,c002394
/workspace/part14_clips/conflict_407_c002426.wav,407,conflict,conflict_407_c002426,c002426
/workspace/part14_clips/conflict_408_c002443.wav,408,conflict,conflict_408_c002443,c002443
/workspace/part14_clips/conflict_411_c002509.wav,411,conflict,conflict_411_c002509,c002509
/workspace/part14_clips/conflict_411_c002520.wav,411,conflict,conflict_411_c002520,c002520
/workspace/part14_clips/conflict_411_c002525.wav,411,conflict,conflict_411_c002525,c002525
/workspace/part14_clips/conflict_414_c002579.wav,414,conflict,conflict_414_c002579,c002579
/workspace/part14_clips/conflict_414_c002581.wav,414,conflict,conflict_414_c002581,c002581
/workspace/part14_clips/conflict_414_c002582.wav,414,conflict,conflict_414_c002582,c002582
/workspace/part14_clips/conflict_414_c002583.wav,414,conflict,conflict_414_c002583,c002583
/workspace/part14_clips/conflict_414_c002584.wav,414,conflict,conflict_414_c002584,c002584
/workspace/part14_clips/conflict_414_c002594.wav,414,conflict,conflict_414_c002594,c002594
/workspace/part14_clips/conflict_414_c002595.wav,414,conflict,conflict_414_c002595,c002595
/workspace/part14_clips/conflict_414_c002598.wav,414,conflict,conflict_414_c002598,c002598
/workspace/part14_clips/conflict_414_c002599.wav,414,conflict,conflict_414_c002599,c002599
/workspace/part14_clips/conflict_414_c002601.wav,414,conflict,conflict_414_c002601,c002601
/workspace/part14_clips/conflict_414_c002603.wav,414,conflict,conflict_414_c002603,c002603
/workspace/part14_clips/conflict_415_c002616.wav,415,conflict,conflict_415_c002616,c002616
/workspace/part14_clips/conflict_415_c002617.wav,415,conflict,conflict_415_c002617,c002617
/workspace/part14_clips/conflict_416_c002633.wav,416,conflict,conflict_416_c002633,c002633
/workspace/part14_clips/conflict_416_c002642.wav,416,conflict,conflict_416_c002642,c002642
/workspace/part14_clips/conflict_419_c002702.wav,419,conflict,conflict_419_c002702,c002702
/workspace/part14_clips/conflict_419_c002704.wav,419,conflict,conflict_419_c002704,c002704
/workspace/part14_clips/conflict_419_c002705.wav,419,conflict,conflict_419_c002705,c002705
/workspace/part14_clips/conflict_419_c002710.wav,419,conflict,conflict_419_c002710,c002710
/workspace/part14_clips/conflict_419_c002715.wav,419,conflict,conflict_419_c002715,c002715
/workspace/part14_clips/conflict_420_c002726.wav,420,conflict,conflict_420_c002726,c002726
/workspace/part14_clips/conflict_420_c002727.wav,420,conflict,conflict_420_c002727,c002727
/workspace/part14_clips/conflict_420_c002728.wav,420,conflict,conflict_420_c002728,c002728
/workspace/part14_clips/conflict_423_c002809.wav,423,conflict,conflict_423_c002809,c002809
/workspace/part14_clips/conflict_423_c002817.wav,423,conflict,conflict_423_c002817,c002817
/workspace/part14_clips/conflict_423_c002818.wav,423,conflict,conflict_423_c002818,c002818
/workspace/part14_clips/conflict_424_c002834.wav,424,conflict,conflict_424_c002834,c002834
/workspace/part14_clips/conflict_424_c002844.wav,424,conflict,conflict_424_c002844,c002844
/workspace/part14_clips/conflict_424_c002845.wav,424,conflict,conflict_424_c002845,c002845
/workspace/part14_clips/conflict_426_c002892.wav,426,conflict,conflict_426_c002892,c002892
/workspace/part14_clips/conflict_426_c002897.wav,426,conflict,conflict_426_c002897,c002897
/workspace/part14_clips/conflict_426_c002898.wav,426,conflict,conflict_426_c002898,c002898
/workspace/part14_clips/conflict_426_c002900.wav,426,conflict,conflict_426_c002900,c002900
/workspace/part14_clips/conflict_429_c002943.wav,429,conflict,conflict_429_c002943,c002943
/workspace/part14_clips/conflict_429_c002946.wav,429,conflict,conflict_429_c002946,c002946
/workspace/part14_clips/conflict_430_c002959.wav,430,conflict,conflict_430_c002959,c002959
/workspace/part14_clips/conflict_430_c002965.wav,430,conflict,conflict_430_c002965,c002965
/workspace/part14_clips/conflict_430_c002967.wav,430,conflict,conflict_430_c002967,c002967
/workspace/part14_clips/conflict_430_c002972.wav,430,conflict,conflict_430_c002972,c002972
/workspace/part14_clips/conflict_430_c002975.wav,430,conflict,conflict_430_c002975,c002975
/workspace/part14_clips/conflict_431_c002992.wav,431,conflict,conflict_431_c002992,c002992
/workspace/part14_clips/conflict_431_c002993.wav,431,conflict,conflict_431_c002993,c002993
/workspace/part14_clips/conflict_432_c003002.wav,432,conflict,conflict_432_c003002,c003002
/workspace/part14_clips/conflict_434_c003045.wav,434,conflict,conflict_434_c003045,c003045
/workspace/part14_clips/conflict_434_c003046.wav,434,conflict,conflict_434_c003046,c003046
/workspace/part14_clips/conflict_434_c003050.wav,434,conflict,conflict_434_c003050,c003050
/workspace/part14_clips/conflict_434_c003060.wav,434,conflict,conflict_434_c003060,c003060
/workspace/part14_clips/conflict_436_c003105.wav,436,conflict,conflict_436_c003105,c003105
/workspace/part14_clips/conflict_437_c003113.wav,437,conflict,conflict_437_c003113,c003113
/workspace/part14_clips/conflict_437_c003122.wav,437,conflict,conflict_437_c003122,c003122
/workspace/part14_clips/conflict_438_c003148.wav,438,conflict,conflict_438_c003148,c003148
/workspace/part14_clips/conflict_438_c003149.wav,438,conflict,conflict_438_c003149,c003149
/workspace/part14_clips/conflict_439_c003170.wav,439,conflict,conflict_439_c003170,c003170
/workspace/part14_clips/conflict_439_c003174.wav,439,conflict,conflict_439_c003174,c003174
/workspace/part14_clips/conflict_440_c003182.wav,440,conflict,conflict_440_c003182,c003182
/workspace/part14_clips/conflict_440_c003184.wav,440,conflict,conflict_440_c003184,c003184
/workspace/part14_clips/conflict_440_c003187.wav,440,conflict,conflict_440_c003187,c003187
/workspace/part14_clips/conflict_440_c003207.wav,440,conflict,conflict_440_c003207,c003207
/workspace/part14_clips/conflict_440_c003208.wav,440,conflict,conflict_440_c003208,c003208
/workspace/part14_clips/conflict_441_c003216.wav,441,conflict,conflict_441_c003216,c003216
/workspace/part14_clips/conflict_441_c003217.wav,441,conflict,conflict_441_c003217,c003217
/workspace/part14_clips/conflict_441_c003232.wav,441,conflict,conflict_441_c003232,c003232
/workspace/part14_clips/conflict_443_c003268.wav,443,conflict,conflict_443_c003268,c003268
/workspace/part14_clips/conflict_445_c003308.wav,445,conflict,conflict_445_c003308,c003308
/workspace/part14_clips/conflict_445_c003314.wav,445,conflict,conflict_445_c003314,c003314
/workspace/part14_clips/conflict_445_c003318.wav,445,conflict,conflict_445_c003318,c003318
/workspace/part14_clips/conflict_446_c003330.wav,446,conflict,conflict_446_c003330,c003330
/workspace/part14_clips/conflict_447_c003345.wav,447,conflict,conflict_447_c003345,c003345
/workspace/part14_clips/conflict_447_c003355.wav,447,conflict,conflict_447_c003355,c003355
/workspace/part14_clips/conflict_447_c003356.wav,447,conflict,conflict_447_c003356,c003356
/workspace/part14_clips/conflict_447_c003357.wav,447,conflict,conflict_447_c003357,c003357
/workspace/part14_clips/conflict_447_c003363.wav,447,conflict,conflict_447_c003363,c003363
/workspace/part14_clips/conflict_448_c003365.wav,448,conflict,conflict_448_c003365,c003365
/workspace/part14_clips/conflict_448_c003366.wav,448,conflict,conflict_448_c003366,c003366
/workspace/part14_clips/conflict_448_c003369.wav,448,conflict,conflict_448_c003369,c003369
/workspace/part14_clips/conflict_448_c003374.wav,448,conflict,conflict_448_c003374,c003374
/workspace/part14_clips/conflict_448_c003378.wav,448,conflict,conflict_448_c003378,c003378
/workspace/part14_clips/conflict_448_c003388.wav,448,conflict,conflict_448_c003388,c003388
/workspace/part14_clips/conflict_448_c003395.wav,448,conflict,conflict_448_c003395,c003395
/workspace/part14_clips/conflict_448_c003397.wav,448,conflict,conflict_448_c003397,c003397
/workspace/part14_clips/conflict_449_c003413.wav,449,conflict,conflict_449_c003413,c003413
/workspace/part14_clips/conflict_451_c003457.wav,451,conflict,conflict_451_c003457,c003457
/workspace/part14_clips/conflict_451_c003469.wav,451,conflict,conflict_451_c003469,c003469
/workspace/part14_clips/conflict_451_c003471.wav,451,conflict,conflict_451_c003471,c003471
/workspace/part14_clips/conflict_451_c003474.wav,451,conflict,conflict_451_c003474,c003474
/workspace/part14_clips/conflict_451_c003475.wav,451,conflict,conflict_451_c003475,c003475
/workspace/part14_clips/conflict_451_c003477.wav,451,conflict,conflict_451_c003477,c003477
/workspace/part14_clips/conflict_452_c003490.wav,452,conflict,conflict_452_c003490,c003490
/workspace/part14_clips/conflict_452_c003491.wav,452,conflict,conflict_452_c003491,c003491
/workspace/part14_clips/conflict_452_c003495.wav,452,conflict,conflict_452_c003495,c003495
/workspace/part14_clips/conflict_452_c003496.wav,452,conflict,conflict_452_c003496,c003496
/workspace/part14_clips/conflict_454_c003532.wav,454,conflict,conflict_454_c003532,c003532
/workspace/part14_clips/conflict_454_c003533.wav,454,conflict,conflict_454_c003533,c003533
/workspace/part14_clips/conflict_454_c003538.wav,454,conflict,conflict_454_c003538,c003538
/workspace/part14_clips/conflict_457_c003585.wav,457,conflict,conflict_457_c003585,c003585
/workspace/part14_clips/conflict_457_c003590.wav,457,conflict,conflict_457_c003590,c003590
/workspace/part14_clips/conflict_457_c003591.wav,457,conflict,conflict_457_c003591,c003591
/workspace/part14_clips/conflict_457_c003593.wav,457,conflict,conflict_457_c003593,c003593
/workspace/part14_clips/conflict_461_c003654.wav,461,conflict,conflict_461_c003654,c003654
/workspace/part14_clips/conflict_461_c003661.wav,461,conflict,conflict_461_c003661,c003661
/workspace/part14_clips/conflict_461_c003668.wav,461,conflict,conflict_461_c003668,c003668
/workspace/part14_clips/conflict_461_c003670.wav,461,conflict,conflict_461_c003670,c003670
/workspace/part14_clips/conflict_463_c003708.wav,463,conflict,conflict_463_c003708,c003708
/workspace/part14_clips/conflict_463_c003710.wav,463,conflict,conflict_463_c003710,c003710
/workspace/part14_clips/conflict_464_c003726.wav,464,conflict,conflict_464_c003726,c003726
/workspace/part14_clips/conflict_464_c003731.wav,464,conflict,conflict_464_c003731,c003731
/workspace/part14_clips/conflict_464_c003741.wav,464,conflict,conflict_464_c003741,c003741
/workspace/part14_clips/conflict_465_c003755.wav,465,conflict,conflict_465_c003755,c003755
/workspace/part14_clips/conflict_465_c003761.wav,465,conflict,conflict_465_c003761,c003761
/workspace/part14_clips/conflict_465_c003766.wav,465,conflict,conflict_465_c003766,c003766
/workspace/part14_clips/conflict_465_c003767.wav,465,conflict,conflict_465_c003767,c003767
/workspace/part14_clips/conflict_465_c003768.wav,465,conflict,conflict_465_c003768,c003768
/workspace/part14_clips/conflict_465_c003771.wav,465,conflict,conflict_465_c003771,c003771
/workspace/part14_clips/conflict_467_c003828.wav,467,conflict,conflict_467_c003828,c003828
/workspace/part14_clips/conflict_467_c003830.wav,467,conflict,conflict_467_c003830,c003830
/workspace/part14_clips/conflict_468_c003835.wav,468,conflict,conflict_468_c003835,c003835
/workspace/part14_clips/conflict_468_c003844.wav,468,conflict,conflict_468_c003844,c003844
/workspace/part14_clips/conflict_468_c003845.wav,468,conflict,conflict_468_c003845,c003845
/workspace/part14_clips/conflict_469_c003865.wav,469,conflict,conflict_469_c003865,c003865
/workspace/part14_clips/conflict_469_c003873.wav,469,conflict,conflict_469_c003873,c003873
/workspace/part14_clips/conflict_469_c003874.wav,469,conflict,conflict_469_c003874,c003874
/workspace/part14_clips/conflict_469_c003878.wav,469,conflict,conflict_469_c003878,c003878
/workspace/part14_clips/conflict_469_c003882.wav,469,conflict,conflict_469_c003882,c003882
/workspace/part14_clips/conflict_469_c003883.wav,469,conflict,conflict_469_c003883,c003883
/workspace/part14_clips/conflict_470_c003896.wav,470,conflict,conflict_470_c003896,c003896
/workspace/part14_clips/conflict_470_c003901.wav,470,conflict,conflict_470_c003901,c003901
/workspace/part14_clips/conflict_470_c003907.wav,470,conflict,conflict_470_c003907,c003907
/workspace/part14_clips/conflict_470_c003911.wav,470,conflict,conflict_470_c003911,c003911
/workspace/part14_clips/conflict_470_c003914.wav,470,conflict,conflict_470_c003914,c003914
/workspace/part14_clips/conflict_471_c003927.wav,471,conflict,conflict_471_c003927,c003927
/workspace/part14_clips/conflict_471_c003929.wav,471,conflict,conflict_471_c003929,c003929
/workspace/part14_clips/conflict_471_c003932.wav,471,conflict,conflict_471_c003932,c003932
