idx,pid,start,end
990,347,183.9,206.8
993,347,332.3,366.1
994,347,370.8,397.7
995,347,410.5,451.6
1000,348,19.9,78.7
1001,348,84.6,118.2
1003,348,157.2,195.2
1004,348,197.4,225.3
1005,348,227.6,251.2
1006,348,258.5,288.9
1007,348,290.5,309.9
1008,348,320.1,348.3
1010,348,390.6,423.3
1011,348,424.7,457.1
1012,348,460.2,499.7
1013,348,500.4,513.6
1014,348,514.5,565.4
1025,349,303.0,332.2
1027,349,364.3,379.6
1028,349,389.7,426.7
1038,349,799.9,834.0
1039,349,837.0,866.0
1043,349,973.2,994.0
1045,349,1071.8,1093.5
1047,349,1128.3,1151.3
1050,350,80.2,116.8
1051,350,120.5,136.7
1052,350,142.4,182.2
1056,350,310.2,338.4
1057,350,341.2,373.7
1059,350,396.0,432.7
1060,350,434.6,458.3
1063,350,541.7,579.2
1065,350,622.2,648.6
1066,350,651.4,687.9
1068,350,775.3,791.4
1069,350,801.6,822.2
1070,350,823.9,844.9
1071,351,22.4,109.7
1075,351,265.9,297.6
1077,351,363.6,383.8
1078,351,389.9,441.4
1081,351,502.8,537.7
1082,351,540.1,568.0
1083,351,574.3,596.4
1086,351,678.8,700.1
1087,351,703.4,733.5
1115,353,295.4,326.6
1117,353,356.3,380.4
1119,353,411.9,444.2
1125,353,637.8,671.2
1126,353,686.4,702.9
1127,353,713.1,748.5
1129,354,92.1,112.1
1131,354,193.1,252.4
1133,354,291.7,337.4
1136,354,474.1,506.2
1137,354,507.6,549.5
1144,355,227.6,276.5
1145,355,283.3,312.4
1146,355,315.5,348.6
1148,355,373.2,411.2
1154,355,557.2,588.5
1158,356,57.3,106.3
1160,356,155.9,205.9
1161,356,208.0,239.3
1168,356,421.7,463.1
1174,356,651.3,702.8
1180,356,853.8,885.6
1181,356,893.6,935.9
1186,357,201.4,248.5
1187,357,250.6,310.0
1200,358,498.5,513.5
1201,358,523.9,559.6
1206,359,170.1,191.4
1207,359,192.9,229.5
1211,359,340.7,366.3
1214,359,427.2,465.2
1218,359,571.5,607.0
1219,359,609.1,635.8
1220,359,642.5,663.7
1226,359,846.2,871.4
1229,359,948.8,964.7
1230,359,965.8,994.8
1234,360,153.5,191.5
1237,360,249.6,268.9
1239,360,312.1,343.2
1241,360,364.1,380.9
1260,362,0.6000000000000001,79.6
1261,362,84.6,135.2
1263,362,177.9,209.9
1265,362,240.9,261.5
1266,362,267.1,291.4
1267,362,294.5,323.9
1268,362,328.7,363.9
1269,362,367.9,390.1
1270,362,391.4,420.2
1271,362,421.7,464.8
1277,363,148.6,177.8
1278,363,185.1,199.9
1280,363,266.4,334.9
1284,363,457.9,521.0
1285,363,526.4,582.6
1288,363,652.7,675.5
1290,363,719.5,748.1
1295,363,913.9,932.4
1296,363,934.7,947.1
1302,364,0.0,18.2
1307,364,184.4,218.5
1308,364,227.1,261.4
1309,364,263.5,287.1
1310,364,288.5,299.7
1315,364,480.9,493.7
1317,364,533.6,579.0
1325,364,810.1,867.1
1329,364,969.3,979.1
1342,364,1319.2,1339.6
1349,364,1485.8,1509.5
1360,365,134.3,156.5
1369,365,459.2,477.3
1372,365,524.2,548.0
1375,365,630.4,658.8
1376,365,660.2,704.3
1380,365,778.5,802.8
1382,365,825.2,863.5
1386,365,929.8,958.2
1397,365,1228.3,1257.2
1399,365,1279.4,1303.3
1400,365,1310.5,1328.9
1402,366,33.6,86.7
1403,366,93.3,119.2
1410,366,330.7,360.3
1416,366,526.3,547.7
1417,366,552.4,577.5
1421,366,653.8,684.0
1423,366,707.3,716.4
1429,366,938.3,968.8
1430,366,975.1,1019.5
1432,366,1054.2,1068.3
1434,366,1109.4,1129.9
1441,367,63.7,119.0
1443,367,152.5,180.5
1446,367,267.1,294.7
1447,367,302.3,324.1
1453,367,533.0,602.3
1463,367,915.6,946.9
1465,367,1001.1,1025.6
1467,367,1058.3,1073.3
1468,367,1086.6,1122.8
1469,367,1124.3,1182.9
1473,367,1319.1,1376.1
1474,367,1377.5,1399.4
1475,367,1400.5,1427.0
1477,367,1452.8,1484.2
1478,367,1486.7,1527.1
1479,367,1529.5,1541.3
1483,368,47.7,119.7
1484,368,121.6,146.4
1485,368,147.8,162.6
1489,368,271.2,312.9
1496,368,591.1,623.9
1497,368,625.0,639.3
1499,368,683.5,725.2
1501,368,787.9,801.3
1505,368,965.4,988.7
1506,368,991.2,1028.4
1507,368,1030.0,1063.3
1509,368,1125.4,1212.9
1512,368,1292.0,1317.6
1513,369,26.4,86.1
1515,369,117.6,176.2
1519,369,277.9,312.9
1521,369,349.0,386.2
1522,369,398.8,419.4
1529,369,651.5,672.8
1539,370,38.8,80.3
1542,370,152.2,176.2
1544,370,220.9,241.2
1548,370,392.9,406.2
1551,370,502.2,516.2
1552,370,537.7,577.7
1553,370,578.8,600.8
1561,370,898.4,921.2
1562,370,922.7,957.3
1564,370,1002.4,1012.7
1565,370,1020.7,1056.1
1569,371,48.0,109.0
1570,371,110.2,141.9
1573,371,231.7,277.2
1576,371,343.9,367.1
1577,371,378.1,401.0
1578,371,402.3,439.7
1579,371,441.9,498.0
1582,371,558.0,591.2
1583,371,606.5,647.8
1592,372,160.0,207.0
1607,372,762.5,810.9
1618,372,1085.7,1111.9
1625,372,1336.6,1363.9
1627,372,1405.0,1452.9
1634,373,242.6,268.3
1638,373,368.3,394.5
1646,373,874.9,901.2
1650,373,990.0,1014.3
1656,374,61.3,113.8
1658,374,169.4,196.4
1662,374,310.1,335.5
1664,374,399.0,420.6
1666,374,463.5,497.0
1667,374,498.7,535.1
1668,374,543.4,569.9
1669,374,579.8,620.0
1670,374,621.8,637.1
1672,374,661.6,698.4
1673,374,705.2,731.8
1675,374,790.0,805.9
1676,374,827.2,866.5
1677,374,868.8,889.9
1684,374,1103.7,1135.4
1702,376,43.9,92.1
1705,376,158.8,174.5
1713,376,398.5,435.6
1718,376,537.1,555.0
1723,376,685.1,701.1
1732,377,21.9,74.8
1737,377,182.7,215.1
1738,377,217.3,256.4
1739,377,257.8,308.8
1742,377,370.9,411.1
1746,377,486.4,523.7
1747,377,526.3,549.3
1749,377,584.1,636.1
1754,377,801.8,855.4
1758,377,960.6,980.6
1759,377,981.8,1016.6
1761,377,1053.1,1074.2
1763,377,1101.6,1158.6
1766,377,1252.8,1273.2
1773,378,229.9,272.8
1777,378,370.5,411.5
1778,378,413.0,452.4
1782,378,552.8,591.6
1803,379,434.4,452.4
1804,379,458.7,486.9
1805,379,488.3,517.6
1806,379,522.8,551.8
1810,379,661.5,679.2
1811,379,685.1,717.3
1815,379,834.7,858.6
1816,379,861.5,885.7
1818,379,923.3,957.5
1820,380,2.2,45.3
1822,380,102.3,133.8
1825,380,201.9,238.8
1826,380,246.8,321.9
1831,380,555.7,589.9
1846,380,1105.6,1131.1
1852,380,1313.1,1331.4
1862,380,1572.4,1589.7
1864,380,1630.3,1671.8
1866,380,1731.7,1774.0
1867,380,1775.4,1800.4
1868,380,1801.6,1844.8
1870,380,1871.4,1893.4
1879,381,282.8,306.5
1881,381,363.7,390.8
1882,381,392.4,408.4
1887,381,493.3,530.4
1892,381,637.8,660.0
1894,381,698.2,726.6
1895,381,727.8,750.1
1896,381,759.3,784.7
1897,381,786.4,804.3
1898,381,806.3,850.2
1899,381,851.5,868.8
1900,381,880.2,908.2
1901,381,914.5,939.2
1903,381,974.4,997.9
1905,381,1023.5,1052.3
1916,382,305.7,331.6
1923,382,573.5,598.4
1924,382,614.5,640.9
1928,382,735.7,749.3
1933,383,173.2,211.5
1939,383,441.1,489.9
1942,383,551.1,599.6
1946,383,735.2,780.2
1952,383,926.6,973.9
1954,383,1041.2,1081.0
1960,383,1229.6,1273.1
1964,384,2.6,118.3
1965,384,124.5,165.9
1966,384,167.2,214.8
1974,384,541.9,576.3
1978,384,707.8,728.9
1984,384,964.2,977.4
1985,384,984.6,1009.3
1988,385,55.2,160.8
1989,385,176.4,239.8
1995,386,85.5,107.6
2001,386,260.8,283.8
2011,386,581.6,607.5
2013,386,655.6,675.4
2018,386,801.2,845.4
2019,386,852.2,882.1
2021,386,910.9,931.3
2023,386,958.6,973.2
2024,386,979.1,1003.4
2031,387,246.3,288.7
2035,387,416.2,455.1
2037,387,499.8,535.7
2072,390,218.3,269.9
2084,390,707.3,740.2
2086,390,777.5,822.5
2090,390,965.3,1010.0
2096,390,1275.6,1313.4
2098,391,75.0,130.4
2100,391,189.5,224.0
2103,391,316.3,369.1
2105,391,427.3,465.7
2106,391,489.4,547.4
2107,391,553.7,605.5
2114,392,220.2,247.2
2117,392,326.3,354.9
2121,392,501.2,525.6
2122,392,526.8,547.9
2130,393,202.9,225.4
2132,393,261.5,284.7
2143,395,89.1,125.5
2145,395,161.8,182.2
2146,395,183.8,216.6
2151,395,411.9,458.5
2152,395,463.8,484.0
2154,395,551.5,594.6
2155,395,601.3,637.2
2157,395,679.7,709.2
2165,396,109.5,129.4
2166,396,133.9,150.0
2167,396,151.4,173.7
2175,396,401.3,418.5
2178,396,487.9,512.4
2187,397,85.2,109.9
2189,397,155.3,180.7
2190,397,184.2,205.0
2195,397,369.8,400.8
2196,397,402.9,432.4
2200,397,537.3,558.6
2205,397,676.4,697.0
2208,397,761.3,791.4
2220,399,236.7,281.2
2222,399,328.0,345.4
2223,399,346.6,384.8
2225,399,408.4,441.3
2232,399,629.3,654.7
2250,400,686.3,733.5
2253,400,831.7,886.1
2257,401,147.9,175.2
2258,401,178.7,212.0
2260,401,248.7,270.5
2269,401,558.4,576.4
2275,401,749.2,777.0
2280,402,0.4,57.8
2282,402,172.6,205.4
2283,402,206.3,245.2
2287,402,365.1,420.3
2288,402,424.8,478.3
2289,402,479.1,517.2
2291,402,575.5,592.4
2294,402,648.4,677.0
2295,402,679.5,701.6
2298,402,765.3,830.0
2299,402,838.7,901.0
2300,402,902.1,920.2
2301,402,927.5,952.5
2303,403,108.9,135.0
2305,403,172.5,206.7
2307,403,237.1,263.5
2308,403,269.4,295.8
2310,403,332.9,390.9
2311,403,396.7,426.0
2318,403,622.8,670.0
2319,403,671.0,697.4
2320,403,714.8,741.3
2325,404,101.9,133.2
2331,404,338.6,371.9
2336,404,543.4,567.5
2350,405,109.4,141.6
2351,405,146.6,173.4
2353,405,205.3,240.9
2354,405,242.9,275.0
2356,405,308.6,334.6
2357,405,341.8,408.6
2358,405,409.7,433.2
2361,405,497.2,527.1
2363,405,574.6,597.6
2365,405,639.5,663.9
2369,405,774.6,810.2
2370,405,811.8,848.4
2375,405,977.7,1013.6
2376,405,1014.9,1038.7
2381,405,1178.8,1222.5
2382,405,1226.4,1270.8
2385,405,1380.0,1409.2
2386,405,1410.1,1437.7
2387,405,1439.0,1478.0
2388,405,1479.1,1509.3
2391,406,88.9,114.2
2394,406,194.5,214.5
2396,406,251.2,269.2
2403,406,535.1,564.6
2408,407,63.2,96.0
2411,407,145.3,188.2
2414,407,258.4,282.7
2425,407,717.7,757.4
2426,407,758.8,771.7
2427,407,798.3,831.0
2428,407,838.1,876.9
2429,407,877.8,922.3
2443,408,360.5,406.9
2449,408,634.3,678.5
2451,409,57.6,126.7
2463,409,614.9,647.2
2464,409,648.6,691.5
2465,409,693.1,710.4
2468,409,769.9,812.6
2470,409,867.7,910.3
2471,409,916.1,951.6
2472,409,955.6,989.7
2476,410,83.5,126.3
2478,410,158.6,193.5
2480,410,242.0,267.3
2482,410,342.1,377.0
2483,410,378.5,410.9
2485,410,439.0,460.0
2486,410,460.9,479.4
2492,410,753.6,801.1
2494,410,843.8,885.0
2495,410,895.8,931.4
2497,410,1011.0,1059.4
2499,411,24.8,97.2
2500,411,102.5,143.0
2503,411,215.1,233.0
2508,411,414.9,459.3
2509,411,471.9,504.4
2513,411,637.2,679.8
2514,411,681.1,694.4
2515,411,696.0,734.0
2518,411,795.3,845.4
2520,411,870.7,961.9
2524,411,1053.9,1085.2
2525,411,1087.8,1106.6
2530,411,1281.3,1322.2
2534,412,62.3,117.6
2536,412,155.7,196.0
2539,412,276.9,308.8
2545,412,517.6,564.0
2546,412,571.1,637.9
2548,412,691.4,714.1
2550,412,746.0,793.4
2552,413,27.3,95.5
2556,413,186.4,249.3
2557,413,254.7,277.2
2558,413,281.0,307.0
2562,413,413.9,443.2
2565,413,510.9,545.1
2566,413,547.9,565.1
2569,413,615.7,626.0
2574,413,757.9,783.1
2575,413,791.1,841.1
2577,413,893.1,928.6
2578,413,938.8,959.1
2579,414,34.8,91.7
2581,414,134.6,163.3
2582,414,164.6,218.6
2583,414,223.0,254.9
2584,414,256.2,293.2
2588,414,415.0,436.8
2590,414,484.8,501.2
2591,414,506.4,553.5
2593,414,586.7,625.1
2594,414,626.8,656.1
2595,414,657.4,690.1
2596,414,692.8,722.9
2598,414,745.4,791.5
2599,414,797.1,815.8
2601,414,877.2,910.9
2603,414,935.5,957.0
2605,415,107.5,140.1
2609,415,218.7,269.4
2610,415,271.2,290.9
2613,415,370.9,391.2
2616,415,453.4,483.2
2617,415,504.9,542.8
2622,415,679.8,728.9
2627,416,125.9,163.4
2631,416,271.1,288.9
2633,416,313.1,346.4
2636,416,417.9,434.4
2638,416,468.4,489.2
2640,416,524.9,553.0
2642,416,584.4,606.5
2645,416,714.6,745.1
2655,417,270.0,294.6
2657,417,336.3,347.8
2659,417,421.3,447.4
2669,418,76.6,102.9
2671,418,163.8,196.9
2675,418,305.0,377.7
2678,418,446.6,505.2
2681,418,562.8,598.1
2683,418,647.9,674.0
2684,418,679.2,719.8
2686,418,761.8,780.8
2687,418,791.0,849.7
2688,418,850.9,878.8
2689,418,880.2,932.8
2691,418,966.7,996.9
2692,418,998.5,1021.4
2697,419,136.2,170.1
2698,419,173.7,194.6
2699,419,203.0,226.6
2700,419,232.0,281.7
2701,419,295.6,315.8
2702,419,322.6,343.3
2704,419,394.6,428.0
2705,419,432.2,449.0
2706,419,455.3,503.0
2710,419,655.3,673.3
2711,419,677.0,700.8
2712,419,705.9,731.8
2715,419,799.5,825.7
2726,420,401.9,417.6
2727,420,427.9,482.7
2728,420,502.5,530.2
2738,420,864.5,878.7
2740,420,943.1,993.3
2742,421,14.1,83.2
2746,421,209.8,243.2
2750,421,354.7,380.9
2753,421,460.1,501.9
2755,421,545.6,576.1
2757,421,608.9,655.7
2760,421,735.0,768.6
2761,421,775.9,801.0
2763,422,76.7,116.1
2764,422,120.8,149.2
2766,422,198.9,268.7
2767,422,270.4,287.8
2771,422,374.4,401.5
2780,422,659.5,682.3
2781,422,683.6,708.8
2785,422,830.8,853.6
2788,422,910.3,947.1
2790,422,980.8,994.0
2791,422,1005.8,1027.9
2796,422,1155.1,1169.7
2798,422,1216.9,1234.9
2799,422,1243.2,1268.3
2809,423,365.3,392.3
2811,423,448.4,467.1
2813,423,517.9,538.1
2816,423,631.6,688.7
2817,423,691.6,729.2
2818,423,735.3,759.8
2821,423,813.8,855.2
2826,424,92.6,117.4
2827,424,121.9,174.9
2831,424,264.8,287.8
2834,424,366.7,380.9
2839,424,568.8,614.3
2844,424,835.9,866.2
2845,424,867.2,907.0
2846,424,912.4,927.6
2855,425,223.8,266.0
2860,425,414.7,457.2
2861,425,460.1,471.7
2863,425,508.8,529.0
2865,425,573.4,627.1
2880,425,1090.1,1114.7
2882,426,105.9,148.9
2892,426,430.4,451.5
2894,426,510.4,530.8
2895,426,535.6,575.4
2896,426,576.5,617.8
2897,426,618.9,683.0
2898,426,694.6,737.4
2900,426,772.0,810.3
2906,427,256.3,265.0
2907,427,277.6,300.9
2908,427,315.4,349.9
2914,427,557.6,583.6
2917,427,683.8,721.6
2943,429,358.5,387.5
2945,429,410.6,456.3
2946,429,460.1,489.9
2951,429,679.8,717.4
2952,429,718.9,757.3
2955,429,843.7,873.2
2959,430,116.4,148.2
2960,430,149.6,185.1
2961,430,186.2,212.5
2963,430,255.0,285.3
2965,430,317.0,363.0
2967,430,413.6,431.6
2968,430,442.1,455.4
2970,430,496.8,516.1
2972,430,557.2,581.1
2975,430,660.2,707.3
2978,430,786.3,834.8
2985,431,348.1,411.6
2987,431,458.0,513.9
2992,431,709.9,726.8
2993,431,728.1,757.2
2994,431,764.9,797.0
3002,432,396.0,439.2
3009,432,647.7,688.6
3016,433,36.1,118.5
3017,433,122.9,164.5
3021,433,282.5,315.2
3023,433,371.7,406.5
3027,433,509.0,539.9
3028,433,545.3,577.2
3031,433,660.2,717.7
3036,434,137.2,165.5
3045,434,469.0,523.3
3046,434,525.4,556.1
3048,434,593.0,610.1
3050,434,688.2,724.5
3058,434,1000.5,1034.7
3060,434,1088.9,1123.2
3064,434,1206.3,1257.0
3065,434,1259.0,1286.0
3069,435,250.5,298.5
3073,435,460.8,494.1
3080,435,741.9,783.4
3081,435,785.9,814.6
3082,435,816.6,860.7
3091,436,161.4,181.8
3094,436,225.9,258.5
3095,436,259.9,280.8
3098,436,351.6,386.8
3100,436,408.9,443.9
3105,436,564.8,589.7
3112,437,210.8,262.0
3113,437,263.1,314.1
3120,437,548.6,575.7
3122,437,624.6,645.0
3126,437,785.8,818.9
3129,438,119.2,142.1
3133,438,242.1,265.0
3142,438,730.3,761.9
3144,438,817.9,844.4
3148,438,970.5,1003.0
3149,438,1075.9,1099.9
3151,438,1148.1,1177.8
3161,439,243.3,276.9
3170,439,663.4,682.7
3174,439,787.5,864.4
3181,439,1176.4,1250.7
3182,440,52.9,90.6
3184,440,147.8,172.2
3187,440,252.6,283.8
3192,440,484.8,521.6
3196,440,601.1,625.3
3202,440,802.5,846.4
3205,440,933.1,954.9
3206,440,956.5,1015.9
3207,440,1018.3,1081.5
3208,440,1083.0,1104.3
3215,441,58.0,107.5
3216,441,108.3,136.4
3217,441,147.2,196.2
3223,441,342.3,353.0
3225,441,426.0,474.6
3229,441,603.6,631.1
3232,441,724.4,732.4
3233,441,743.1,775.4
3240,442,141.9,184.0
3242,442,225.5,258.7
3251,442,550.9,593.9
3252,442,596.2,621.2
3253,442,625.1,671.7
3256,442,766.5,786.2
3259,443,10.3,106.7
3265,443,339.0,382.0
3267,443,450.5,484.4
3268,443,493.6,553.2
3271,444,52.5,86.8
3273,444,125.1,146.6
3275,444,182.1,236.9
3277,444,287.0,313.1
3279,444,348.0,382.5
3281,444,428.6,447.9
3282,444,451.1,476.2
3287,444,691.5,716.7
3289,444,783.7,831.9
3302,445,99.3,127.9
3308,445,342.9,365.4
3309,445,369.3,392.5
3314,445,509.8,534.0
3315,445,543.5,562.4
3318,445,632.6,663.0
3319,445,667.9,687.2
3323,446,146.8,178.0
3329,446,413.0,451.8
3330,446,455.1,484.4
3342,446,916.3,958.9
3344,447,47.7,85.3
3345,447,86.7,123.6
3346,447,127.1,153.0
3347,447,156.3,186.8
3350,447,252.2,266.6
3353,447,398.3,416.7
3354,447,434.8,454.6
3355,447,457.7,486.4
3356,447,487.9,502.9
3357,447,507.5,523.7
3363,447,721.1,735.6
3365,448,18.8,77.1
3366,448,80.7,114.9
3369,448,182.4,213.7
3370,448,221.0,246.9
3374,448,367.3,385.2
3376,448,410.8,434.8
3378,448,458.8,514.5
3381,448,578.3,597.5
3382,448,604.9,648.8
3384,448,684.9,724.7
3385,448,726.9,744.9
3388,448,802.6,830.6
3392,448,935.3,976.2
3395,448,1021.3,1059.7
3397,448,1131.2,1165.6
3399,449,16.8,75.6
3413,449,558.4,605.6
3414,449,608.4,662.8
3417,449,748.1,797.7
3424,450,45.5,82.0
3426,450,116.9,160.5
3427,450,161.5,184.3
3428,450,187.9,216.5
3430,450,274.4,302.4
3431,450,304.1,328.4
3432,450,332.1,365.5
3433,450,367.6,397.0
3438,450,564.0,596.7
3439,450,597.8,645.2
3442,450,707.1,728.8
3443,450,730.7,770.7
3445,450,830.5,869.6
3448,450,915.8,952.4
3450,450,997.1,1025.0
3452,450,1113.7,1136.2
3453,450,1137.4,1162.4
3457,451,108.0,140.6
3461,451,281.0,340.0
3462,451,343.0,361.1
3468,451,547.6,568.4
3469,451,569.1,586.5
3471,451,651.6,673.6
3473,451,703.8,724.9
3474,451,726.0,758.1
3475,451,760.2,819.7
3477,451,847.5,868.7
3479,451,934.5,963.6
3480,451,965.2,982.2
3483,451,1054.2,1085.6
3490,452,331.0,366.1
3491,452,368.2,394.7
3493,452,437.8,526.5
3495,452,586.0,623.3
3496,452,625.7,660.6
3501,453,27.9,119.6
3502,453,120.8,159.8
3504,453,212.4,227.6
3506,453,286.9,304.7
3511,453,455.0,477.3
3513,453,504.8,536.4
3519,453,775.3,831.2
3521,453,914.6,936.4
3525,454,120.3,169.9
3526,454,175.8,222.5
3529,454,285.2,313.3
3532,454,410.3,433.4
3533,454,459.5,480.7
3534,454,491.9,552.0
3536,454,627.6,662.2
3538,454,722.9,793.8
