seg_uid,set,pair_id,speaker_id,start,end,span,speech_s,nw,n_turns,p_pos,p_neg,p_neu,val,npos,nneg,oof
c001302,conflict,127,364,0.0,18.2,18.2,11.3,41,4,0.0077048326,0.86770314,0.12459206,10.0,4,1,0.4810657282972412
c001308,conflict,128,364,227.1,261.4,34.29999999999998,34.29999999999998,91,1,0.02015199,0.71412617,0.26572183,4.0,4,2,0.2417036411880418
c001309,conflict,129,364,263.5,287.1,23.600000000000023,21.80000000000001,63,2,0.012625916,0.791526,0.19584802,3.0,2,1,0.4122077440141505
c001310,conflict,130,364,288.5,299.7,11.199999999999989,11.199999999999989,44,1,0.009424373,0.7923409,0.19823472,0.0,0,0,0.4519361567907329
c001325,conflict,131,364,810.1,867.1,57.0,52.69999999999993,165,2,0.0333265,0.65367323,0.31300026,1.9000000000000004,6,5,0.2091738101247312
c001329,conflict,132,364,969.3,979.1,9.800000000000068,9.800000000000068,43,1,0.012559428,0.66808224,0.31935838,-2.0,0,1,0.4193271527922083
c001416,conflict,133,366,526.3,547.7,21.40000000000009,19.90000000000009,40,2,0.009324044,0.7562765,0.23439951,0.0,1,1,0.4290936739428337
c001417,conflict,134,366,552.4,577.5,25.100000000000023,16.800000000000182,54,5,0.014563498,0.73699385,0.24844253,7.0,6,2,0.2959687592722691
c001423,conflict,135,366,707.3,716.4,9.100000000000023,9.100000000000025,27,1,0.0072268485,0.9000609,0.09271218,-1.0,1,2,0.4321455082285305
c001429,conflict,136,366,938.3,968.8,30.5,24.800000000000068,59,2,0.010348502,0.81709224,0.17255926,2.0,2,1,0.4260162976996796
c001430,conflict,137,366,975.1,1019.5,44.39999999999998,41.69999999999993,102,3,0.021506358,0.7400484,0.23844522,3.0,3,2,0.2405987809912907
c001441,conflict,138,367,63.7,119.0,55.3,27.40000000000001,60,6,0.6558542,0.022913411,0.3212324,0.0,1,1,0.3663658115279494
c001446,conflict,139,367,267.1,294.7,27.599999999999966,26.59999999999997,69,2,0.6597566,0.013276617,0.3269668,6.0,3,0,0.2456779411602921
c001447,conflict,140,367,302.3,324.1,21.80000000000001,19.600000000000023,63,2,0.95302016,0.0035739038,0.043405928,12.5,4,0,0.3492840255059931
c001473,conflict,141,367,1319.1,1376.1,57.0,26.700000000000045,74,3,0.9417255,0.0035635496,0.054710988,8.0,3,0,0.440209153264831
c001474,conflict,142,367,1377.5,1399.4,21.90000000000009,17.800000000000182,46,4,0.9037799,0.010044728,0.08617532,9.0,4,0,0.4865403935829627
c001475,conflict,143,367,1400.5,1427.0,26.5,22.90000000000009,63,3,0.86804795,0.03061114,0.101340935,13.5,7,1,0.4701669119900856
c001477,conflict,144,367,1452.8,1484.2,31.40000000000009,26.399999999999864,62,3,0.95244265,0.0065224622,0.041034877,8.0,3,1,0.3304162347032848
c001478,conflict,145,367,1486.7,1527.1,40.399999999999864,31.0,96,2,0.77879685,0.014327592,0.20687553,2.0,1,0,0.4617775632196555
c001479,conflict,146,367,1529.5,1541.3,11.799999999999955,10.599999999999907,30,2,0.6667877,0.008657658,0.3245546,2.0,1,0,0.4245228948389329
c001515,conflict,147,369,117.6,176.2,58.599999999999994,21.499999999999982,52,2,0.01639343,0.7923166,0.19128989,-2.0,1,2,0.2948090060350727
c001521,conflict,148,369,349.0,386.2,37.19999999999999,25.499999999999943,61,5,0.060632903,0.6417309,0.29763624,8.0,3,0,0.3793236951578688
c001522,conflict,149,369,398.8,419.4,20.599999999999966,19.399999999999977,55,2,0.046386212,0.7484414,0.20517243,9.0,6,1,0.4132991364155621
c001551,conflict,150,370,502.2,516.2,14.000000000000057,14.000000000000057,53,1,0.0074983896,0.90286434,0.08963734,-6.0,2,4,0.4297404288319188
c001552,conflict,151,370,537.7,577.7,40.0,40.0,138,1,0.036368392,0.6343517,0.32927996,4.0,3,1,0.1810863658793051
c001553,conflict,152,370,578.8,600.8,22.0,22.0,74,1,0.0066780066,0.91504925,0.0782727,-8.5,1,3,0.3672697779044254
c001561,conflict,153,370,898.4,921.2,22.800000000000068,22.800000000000068,78,1,0.012344035,0.74493605,0.24271995,6.0,3,0,0.1258481676803591
c001562,conflict,154,370,922.7,957.3,34.59999999999991,34.59999999999991,111,1,0.015637485,0.6438467,0.3405158,1.5,3,1,0.2410644983448801
c001666,conflict,155,374,463.5,497.0,33.5,17.5,49,3,0.029650727,0.8242686,0.14608067,-0.9000000000000004,4,3,0.4639999341067136
c001668,conflict,156,374,543.4,569.9,26.5,21.399999999999977,66,2,0.011957902,0.8031591,0.18488294,-5.0,4,5,0.2706701221215802
c001669,conflict,157,374,579.8,620.0,40.200000000000045,37.299999999999955,93,2,0.014363239,0.7668356,0.21880126,4.2,7,3,0.3669296417863973
c001670,conflict,158,374,621.8,637.1,15.300000000000068,14.200000000000044,42,2,0.015026912,0.7344925,0.25048056,4.0,3,1,0.3268309224673866
c001672,conflict,159,374,661.6,698.4,36.799999999999955,20.200000000000045,53,6,0.02542532,0.60186124,0.37271348,6.0,4,1,0.57535615867696
c001673,conflict,160,374,705.2,731.8,26.59999999999991,24.0,46,3,0.019680174,0.79275054,0.18756923,5.0,3,1,0.4091429203583581
c001676,conflict,161,374,827.2,866.5,39.299999999999955,19.40000000000009,50,6,0.009947141,0.8992408,0.09081218,2.0,4,2,0.4609866651652654
c001677,conflict,162,374,868.8,889.9,21.100000000000023,19.600000000000023,50,2,0.026411908,0.6850232,0.2885649,-1.0,2,2,0.2665314103644624
c001684,conflict,163,374,1103.7,1135.4,31.700000000000045,30.200000000000045,101,2,0.006681852,0.9024386,0.0908796,9.7,9,3,0.2567588439987834
c001732,conflict,164,377,21.9,74.8,52.9,13.299999999999995,48,5,0.72937226,0.021762934,0.24886481,3.0,1,0,0.5317367860237632
c001737,conflict,165,377,182.7,215.1,32.400000000000006,25.59999999999999,55,2,0.7791393,0.035189565,0.18567117,7.0,3,0,0.3419840224797614
c001738,conflict,166,377,217.3,256.4,39.099999999999966,34.5,82,4,0.9592951,0.0050783497,0.035626482,20.0,8,0,0.2710650710992145
c001739,conflict,167,377,257.8,308.8,51.0,46.60000000000002,108,2,0.9785039,0.0041317716,0.017364321,20.25,6,0,0.4596155133752695
c001742,conflict,168,377,370.9,411.1,40.200000000000045,16.500000000000057,40,8,0.9819719,0.00305214,0.014975954,9.6,4,0,0.3034529425178739
c001746,conflict,169,377,486.4,523.7,37.30000000000007,23.200000000000045,68,2,0.6702994,0.07174781,0.25795275,9.0,4,1,0.4077686515659662
c001747,conflict,170,377,526.3,549.3,23.0,19.699999999999932,45,3,0.96170044,0.004192428,0.034107193,5.0,2,0,0.4764766088625359
c001754,conflict,171,377,801.8,855.4,53.60000000000002,51.0,112,2,0.97811264,0.004870667,0.017016673,22.6,9,0,0.3978148897088132
c001763,conflict,172,377,1101.6,1158.6,57.0,21.800000000000185,46,9,0.89132,0.0217169,0.08696313,20.5,7,0,0.5133155042464947
c001766,conflict,173,377,1252.8,1273.2,20.40000000000009,16.40000000000009,42,2,0.97723436,0.0040362407,0.018729368,2.0,1,0,0.4578083432029585
c001777,conflict,174,378,370.5,411.5,41.0,20.80000000000001,62,4,0.006940789,0.92238945,0.070669696,-12.0,0,3,0.3923291999242161
c001778,conflict,175,378,413.0,452.4,39.39999999999998,14.799999999999956,54,2,0.021509107,0.69111776,0.28737313,1.5,2,1,0.4548049442568174
c001803,conflict,176,379,434.4,452.4,18.0,18.0,73,1,0.01577991,0.7761791,0.20804112,1.0,3,3,0.1874805107482878
c001804,conflict,177,379,458.7,486.9,28.19999999999999,28.19999999999999,99,1,0.01829148,0.69245094,0.28925756,-1.5999999999999996,5,6,0.3627947614548088
c001805,conflict,178,379,488.3,517.6,29.30000000000001,24.0,91,2,0.038862787,0.6129424,0.34819487,0.1,5,4,0.3956186966416362
c001811,conflict,179,379,685.1,717.3,32.19999999999993,32.19999999999993,123,1,0.015857715,0.7894753,0.19466697,2.0,4,2,0.2384650996013653
c001815,conflict,180,379,834.7,858.6,23.899999999999977,23.899999999999977,87,1,0.012293319,0.73949176,0.24821499,-2.5,4,3,0.3687770691254926
c001881,conflict,181,381,363.7,390.8,27.100000000000023,12.300000000000068,46,4,0.91617405,0.008494665,0.07533127,6.0,4,0,0.3641967472003525
c001894,conflict,182,381,698.2,726.6,28.399999999999977,12.900000000000093,41,5,0.9788164,0.0052273083,0.015956353,15.6,6,0,0.3719715908525048
c001895,conflict,183,381,727.8,750.1,22.300000000000068,14.700000000000044,49,3,0.923199,0.007923107,0.06887794,4.5,1,0,0.295614377427898
c001896,conflict,184,381,759.3,784.7,25.40000000000009,15.0,53,5,0.9553989,0.0041152723,0.04048579,9.0,3,0,0.3263464196915659
c001897,conflict,185,381,786.4,804.3,17.899999999999977,11.5,54,2,0.9844482,0.002884006,0.012667851,12.5,3,0,0.3822674960676523
c001898,conflict,186,381,806.3,850.2,43.90000000000009,19.700000000000045,64,5,0.92556995,0.014958919,0.059471164,0.5,1,1,0.3401416032550592
