key,seg,speaker_id,arm,p_yes_text,mass_text,p_yes_audio,mass_audio
conflict_312_c000260,c000260,312,conflict,0.9674102181014465,0.9736964665353298,0.9986540587408774,0.9995955236954616
conflict_314_c000291,c000291,314,conflict,0.2568415317650732,0.9597825706005096,0.6224584245915866,0.9902660846710204
conflict_314_c000293,c000293,314,conflict,0.9866744562207884,0.991337712854147,0.996777318018553,0.9995111944153904
conflict_314_c000296,c000296,314,conflict,0.0632513099721332,0.9863142892718316,0.0417766204107523,0.9967522658407688
conflict_314_c000312,c000312,314,conflict,0.961535530057238,0.9678517952561378,0.9986851773253852,0.999598754220642
conflict_314_c000325,c000325,314,conflict,0.839721003759847,0.9793816059827803,0.9759449861432238,0.9981360994279384
conflict_315_c000333,c000333,315,conflict,0.9746245777419,0.990344788879156,0.9951322351781424,0.99964257190004
conflict_315_c000335,c000335,315,conflict,0.5234219529198841,0.9033129811286926,0.9980880328989048,0.9996541375294328
conflict_315_c000337,c000337,315,conflict,0.9546473632384044,0.9929914623498916,0.9975464852124962,0.9998152579646558
conflict_315_c000344,c000344,315,conflict,0.997676664413298,0.9984760105144233,0.9991831995256608,0.9998414197470992
conflict_315_c000345,c000345,315,conflict,0.9763082134869636,0.9928124118596316,0.9979330642801628,0.9993390743620694
conflict_318_c000389,c000389,318,conflict,0.7772837502011263,0.9460435658693314,0.989590920799722,0.997987262904644
conflict_321_c000428,c000428,321,conflict,0.1540591208074198,0.9534777998924256,0.9262962344719656,0.9978998973965644
conflict_321_c000434,c000434,321,conflict,0.0002780691053783,0.9998036807519384,0.7799868341342071,0.9980915039777756
conflict_321_c000441,c000441,321,conflict,0.0010163833377533,0.9995894480962306,0.9407881945855548,0.9985440298914908
conflict_323_c000475,c000475,323,conflict,0.6039278988071008,0.9063310921192168,0.9813097797946022,0.9981000479310752
conflict_323_c000480,c000480,323,conflict,0.9967519864552662,0.9935005577281116,0.9972636666602794,0.9992936628405004
conflict_327_c000548,c000548,327,conflict,0.3702280878019753,0.9938815534114838,0.9976946507118144,0.9995738184079528
conflict_328_c000562,c000562,328,conflict,0.8976849635551847,0.9928632229566574,0.9946147640866289,0.9992269529029728
conflict_328_c000563,c000563,328,conflict,0.9702385831293528,0.9819542299956084,0.9960543788525184,0.9995311200618744
conflict_328_c000564,c000564,328,conflict,0.95915303780415,0.9824592880904676,0.9862571316314906,0.9989860225468874
conflict_329_c000589,c000589,329,conflict,0.9251960463234687,0.9395964443683624,0.8714656891338011,0.9814475476741792
conflict_332_c000642,c000642,332,conflict,0.1510352600595803,0.9804660081863404,0.9700110011685982,0.9965091068297623
conflict_332_c000644,c000644,332,conflict,0.5389861866295161,0.8988159596920013,0.9284045939158818,0.9967260360717772
conflict_332_c000649,c000649,332,conflict,0.9996873679432742,0.9995767399959732,0.9993279753391502,0.9998508704593404
conflict_332_c000654,c000654,332,conflict,0.9936114143029852,0.9884195001795888,0.9973059341785118,0.9991754684597254
conflict_332_c000656,c000656,332,conflict,0.9019222165028312,0.936080940067768,0.4960789683458186,0.9743061363697052
conflict_338_c000810,c000810,338,conflict,0.7310539103052551,0.9052328020334244,0.9403500139887632,0.994145940989256
conflict_338_c000820,c000820,338,conflict,0.1871214082005143,0.9816662520170212,0.8871996451998907,0.9960784614086152
conflict_338_c000821,c000821,338,conflict,0.99885740999971,0.9976798894349486,0.9952809477174852,0.9994972799904644
conflict_338_c000822,c000822,338,conflict,0.0076369792894004,0.9952427577227354,0.9461969643726752,0.994472797960043
conflict_338_c000824,c000824,338,conflict,0.0001700047487403,0.9996687925886364,0.0695435429204465,0.9987108036875724
conflict_338_c000825,c000825,338,conflict,0.0067980849504031,0.9994885688647628,0.566014314794203,0.9986159205436708
conflict_340_c000847,c000847,340,conflict,0.6926405795359447,0.9421936273574828,0.9966493506200912,0.999491033377126
conflict_345_c000931,c000931,345,conflict,0.6460124063786566,0.9563884437084198,0.8962463629160244,0.9963874071836472
conflict_345_c000932,c000932,345,conflict,0.7662865393631251,0.9169782251119614,0.5117105712178885,0.9912860691547394
conflict_345_c000935,c000935,345,conflict,0.9960542842965244,0.996979126241058,0.9964340400577688,0.9995014700107276
conflict_345_c000939,c000939,345,conflict,0.0081253556328583,0.9973753122612834,0.9546428849066576,0.9987768121063708
conflict_345_c000940,c000940,345,conflict,0.0002360093864673,0.9997118377359584,0.6859406720408012,0.9986336827278136
conflict_345_c000941,c000941,345,conflict,0.6723216131771274,0.9458484053611756,0.2689442994086001,0.9961922466754912
conflict_345_c000942,c000942,345,conflict,0.003247634610831,0.9976572764571756,0.4687851157719328,0.9980301558971404
conflict_345_c000947,c000947,345,conflict,0.9999469139122696,0.9999134874160518,0.9993227417446514,0.9997826241306028
conflict_345_c000948,c000948,345,conflict,0.960949239732345,0.9781885743141174,0.7217397945216637,0.9978324472904204
conflict_345_c000949,c000949,345,conflict,0.4339768680464212,0.9753825664520264,0.9343895844355314,0.994468718767166
conflict_345_c000952,c000952,345,conflict,0.999664592179812,0.9995048894488718,0.9976030080677272,0.999741043895483
conflict_345_c000953,c000953,345,conflict,0.0316223867677369,0.9928972944617273,0.8757806480843917,0.996420368552208
conflict_346_c000954,c000954,346,conflict,0.9485288947891064,0.952350340783596,0.2751295509303618,0.992631047964096
conflict_346_c000956,c000956,346,conflict,0.0051003072639708,0.9952978850342332,0.5273084643233885,0.9875894784927368
conflict_346_c000957,c000957,346,conflict,0.2568339527425886,0.9888888001441956,0.8976933752990297,0.9952145516872406
conflict_346_c000971,c000971,346,conflict,0.9390176035484435,0.9903623722493649,0.4648972830244453,0.9970333874225616
conflict_346_c000972,c000972,346,conflict,0.999425080030091,0.9997645190451294,0.9992082927700447,0.9997806387837044
conflict_346_c000974,c000974,346,conflict,0.4455077664636061,0.9838265478610992,0.8056255129614437,0.9960982799530028
conflict_346_c000982,c000982,346,conflict,0.9142908998917604,0.9770109504461288,0.9984631714362296,0.9995987629517912
conflict_346_c000983,c000983,346,conflict,0.9433422701846068,0.9974316731095314,0.8519465109760346,0.9985447973012924
conflict_346_c000984,c000984,346,conflict,0.989591115861437,0.9927700469270349,0.9161056015337404,0.9972615242004396
conflict_346_c000985,c000985,346,conflict,0.9039697160334784,0.8248159363865852,0.9984869111262938,0.9994733959902078
conflict_346_c000986,c000986,346,conflict,0.7461172067406725,0.9789774417877196,0.9871784139986312,0.9983777133747936
conflict_347_c000988,c000988,347,conflict,0.2450884694465355,0.9558656960725784,0.9046441918876114,0.9945589527487756
conflict_347_c000990,c000990,347,conflict,0.0446825723471311,0.9717674031853676,0.0467275112116782,0.997031345963478
conflict_347_c000993,c000993,347,conflict,0.2107496814628063,0.8630209863185883,0.9807281462611404,0.9986651819199324
conflict_347_c000995,c000995,347,conflict,0.0029814979372876,0.994506385177374,0.7310584667383008,0.9966280162334442
conflict_348_c001000,c001000,348,conflict,0.0153065882189736,0.9940638253465296,0.7826576609594093,0.9857347309589386
conflict_348_c001001,c001001,348,conflict,0.1023112911386499,0.980684295296669,0.5312052585198244,0.995945155620575
conflict_348_c001005,c001005,348,conflict,0.0071773994643287,0.9984364211559296,0.0875657451535103,0.9991724267601968
conflict_348_c001006,c001006,348,conflict,0.819877009298185,0.9687020182609558,0.8311338041095677,0.9958330541849136
conflict_348_c001007,c001007,348,conflict,0.9881286369529988,0.994517594575882,0.8976896080137041,0.9972487092018129
conflict_348_c001013,c001013,348,conflict,0.0014666004922739,0.9995630814228208,0.8962483983554969,0.9972834885120392
conflict_348_c001014,c001014,348,conflict,0.0006668626158234,0.998772106191609,0.9956003342458676,0.999484424944967
conflict_354_c001129,c001129,354,conflict,0.6654024326527256,0.9634614884853364,0.9927667756264784,0.999281536322087
conflict_354_c001131,c001131,354,conflict,0.8910379377994959,0.96052173525095,0.9989994275189518,0.9998482628725468
conflict_354_c001137,c001137,354,conflict,0.4224878343470473,0.992353081703186,0.9828220878859076,0.9989388417452574
conflict_362_c001260,c001260,362,conflict,0.0960248482054045,0.9664349779486656,0.9957680762492622,0.9989569690078496
conflict_362_c001263,c001263,362,conflict,0.0017008895377232,0.999038920737803,0.6893027932433841,0.99614280462265
conflict_362_c001265,c001265,362,conflict,0.0036787411653504,0.9989426000975072,0.994133901917078,0.9993393286131322
conflict_362_c001266,c001266,362,conflict,0.0012353120273352,0.9974695236887784,0.8933062421939574,0.997677631676197
conflict_362_c001268,c001268,362,conflict,0.0191243913888169,0.9982245191931725,0.9845730594358628,0.9996444033458828
conflict_362_c001271,c001271,362,conflict,0.0174435593256738,0.9957428872585296,0.9936603379021388,0.9995519653894008
conflict_363_c001278,c001278,363,conflict,0.7690704688670653,0.9223840087652206,0.961819546874648,0.9957456924021244
conflict_363_c001284,c001284,363,conflict,0.2658764117080683,0.9739424586296082,0.5698517015852772,0.982896327972412
conflict_363_c001285,c001285,363,conflict,0.8652243459365773,0.984004557132721,0.993758551826028,0.9995537037029862
conflict_363_c001288,c001288,363,conflict,0.9947796315313788,0.9944588504731656,0.99728489943984,0.9996244742069392
conflict_363_c001290,c001290,363,conflict,0.0008695562516006,0.9993126216577366,0.97871262075778,0.9989443384110928
conflict_363_c001295,c001295,363,conflict,0.9996539867608228,0.9994122819334734,0.999713127274356,0.9999124708410818
conflict_363_c001296,c001296,363,conflict,0.9793534578381888,0.9618157017976046,0.998544875656508,0.9996183883631602
conflict_364_c001302,c001302,364,conflict,0.937669444913709,0.9752179868519306,0.9761278821191928,0.9980627167969942
conflict_364_c001308,c001308,364,conflict,0.7931082989779313,0.9788956791162492,0.9732400722803872,0.9987311009317636
conflict_364_c001309,c001309,364,conflict,0.8596637598661014,0.960247039794922,0.9839703789757136,0.9988428484648466
conflict_364_c001310,c001310,364,conflict,0.9666621026927378,0.9801663644611835,0.9957682341389232,0.9993021311238408
conflict_366_c001416,c001416,366,conflict,0.4804880527152208,0.9361852407455444,0.9969244915441774,0.9991570098791271
conflict_366_c001417,c001417,366,conflict,0.994179060444645,0.9899010602384806,0.9996199861164656,0.9996946828614456
conflict_366_c001423,c001423,366,conflict,0.9785482432205886,0.95310571603477,0.6859540637754961,0.9952393472194672
conflict_366_c001429,c001429,366,conflict,0.8376169284715027,0.9834808856248856,0.965379846717314,0.9974173121154308
conflict_366_c001430,c001430,366,conflict,0.9099034112172788,0.9945196509361268,0.9954963967900222,0.9993300619535148
conflict_367_c001447,c001447,367,conflict,0.0058201509548135,0.9967451756820084,0.971127460848045,0.9983639307320118
conflict_367_c001473,c001473,367,conflict,0.6187850610123496,0.9476584196090698,0.9931491437806964,0.9988436931744218
conflict_367_c001474,c001474,367,conflict,0.9973267867620528,0.9932716677431016,0.9975843276382031,0.9994623940438032
conflict_367_c001475,c001475,367,conflict,0.9771967313872352,0.9963017404079436,0.7577922283533982,0.9976333379745485
conflict_367_c001477,c001477,367,conflict,0.6688801835410699,0.9745269417762756,0.8577661256145633,0.9976369440555573
conflict_367_c001478,c001478,367,conflict,0.9458012034047208,0.977854672819376,0.9314626444612384,0.9990892261266708
conflict_369_c001515,c001515,369,conflict,0.5544223793966846,0.903649926185608,0.6859434577098587,0.9959992468357086
conflict_369_c001522,c001522,369,conflict,0.1993014551457793,0.9946894347667694,0.9666604226159116,0.9955307506024836
conflict_370_c001551,c001551,370,conflict,0.0685387148396255,0.9878934398293496,0.9829540736616684,0.9988722000271082
conflict_370_c001553,c001553,370,conflict,0.997448726754044,0.9990535229444504,0.9991958593732296,0.9997659971704708
conflict_370_c001561,c001561,370,conflict,0.9469879924798764,0.991377666592598,0.9877581734502744,0.9993639066815376
conflict_374_c001666,c001666,374,conflict,0.0780768813484455,0.9647161960601808,0.8807890586101534,0.994748778641224
conflict_374_c001668,c001668,374,conflict,0.7154181414015637,0.9947003126144408,0.9963211616172664,0.999307329300791
conflict_374_c001669,c001669,374,conflict,0.985383730469298,0.9441174129024148,0.997800013064871,0.998212915379554
conflict_374_c001670,c001670,374,conflict,0.9609432011917473,0.9405717328190804,0.9908716468367106,0.9927942035719752
conflict_374_c001673,c001673,374,conflict,0.9996048360314176,0.9989164213766344,0.9999407798435384,0.9998632915921916
conflict_374_c001676,c001676,374,conflict,0.9998696532960936,0.9997058040753471,0.9958330759647614,0.9983095051720738
conflict_374_c001684,c001684,374,conflict,0.9996048456949432,0.9989935109915676,0.9996774412042138,0.9997611848230008
conflict_377_c001732,c001732,377,conflict,0.0198719378742033,0.9905299860984088,0.8740741719780563,0.9921212494373322
conflict_377_c001737,c001737,377,conflict,0.0550084848990447,0.9904319010674952,0.9252286063477756,0.9973389282822608
conflict_377_c001738,c001738,377,conflict,0.0881954797181074,0.9885951355099678,0.1732941506719106,0.9966392070055008
conflict_377_c001739,c001739,377,conflict,0.0715939104573699,0.9960699006915092,0.7310515443634777,0.9892134070396424
conflict_377_c001742,c001742,377,conflict,0.1824265630617373,0.9770265221595764,0.5888812797892775,0.9936589300632476
conflict_377_c001747,c001747,377,conflict,0.1812500475356225,0.9678458273410796,0.8558499754653959,0.9934819042682648
conflict_377_c001754,c001754,377,conflict,0.709022762663419,0.9896329045295716,0.4035723935321437,0.9905093908309937
conflict_377_c001763,c001763,377,conflict,0.7057799077468602,0.9697567522525788,0.9861503657350292,0.9979388946667314
conflict_377_c001766,c001766,377,conflict,0.9588403138968564,0.970128744840622,0.983969911138559,0.9975009057670832
conflict_378_c001777,c001777,378,conflict,0.8624543918384372,0.9767335653305054,0.9976583725250048,0.9992934006731956
conflict_379_c001803,c001803,379,conflict,0.9019152801266678,0.995033748447895,0.99742900766588,0.9996633871924132
conflict_379_c001811,c001811,379,conflict,0.9676555752275504,0.9906201623380184,0.9939493086933996,0.9988219239749014
conflict_379_c001815,c001815,379,conflict,0.152036881724845,0.9868309199810028,0.9804309303674656,0.9981493297964334
conflict_381_c001881,c001881,381,conflict,0.8354778321323727,0.9554455727338792,0.998245265854694,0.9995384792564436
conflict_381_c001894,c001894,381,conflict,0.1847626474493711,0.9792679250240326,0.9653800686888432,0.9991886503994464
conflict_381_c001895,c001895,381,conflict,0.1824317174435407,0.9722098112106324,0.9884917939880304,0.9995183143764734
conflict_381_c001896,c001896,381,conflict,0.0609757020457193,0.9879625551402568,0.8221884091409809,0.9975019246339798
conflict_381_c001897,c001897,381,conflict,0.062792656412149,0.9944725558161736,0.5506088148801851,0.9970561861991882
conflict_381_c001898,c001898,381,conflict,0.9842155227664764,0.9809062592685224,0.9948602994750664,0.9995114048942924
conflict_381_c001900,c001900,381,conflict,0.7520016279473113,0.9816773384809494,0.986571071241368,0.9992917459458112
conflict_381_c001901,c001901,381,conflict,0.1895296155874146,0.971171647310257,0.8791466566552485,0.9963346645236016
conflict_381_c001905,c001905,381,conflict,0.0002632745273221,0.999219451303361,0.3629673621698451,0.9943926632404329
conflict_382_c001924,c001924,382,conflict,0.083892737395134,0.9946954548358916,0.8757866023427329,0.9948771074414252
conflict_384_c001964,c001964,384,conflict,0.9273599219498136,0.9429925307631492,0.9252252659927304,0.9898332059383392
conflict_384_c001965,c001965,384,conflict,0.259803950856201,0.955215349793434,0.9207859487522376,0.9976970329880714
conflict_384_c001966,c001966,384,conflict,0.9339063164202566,0.9676210284233092,0.920785772284366,0.9979813992977142
conflict_384_c001984,c001984,384,conflict,0.9704625341431242,0.9911188073456288,0.9960543843220762,0.9995718062855304
conflict_384_c001985,c001985,384,conflict,0.9874708200523994,0.995746592991054,0.9934609859805236,0.999419496394694
conflict_387_c002031,c002031,387,conflict,0.9643217294770896,0.9810780100524426,0.99776556758995,0.9997254170011728
conflict_392_c002114,c002114,392,conflict,0.9738431688934888,0.9960678350180387,0.9852707806941712,0.9983505420386792
conflict_392_c002121,c002121,392,conflict,0.6959482346465643,0.9665823578834534,0.9053186102575164,0.992906391620636
conflict_392_c002122,c002122,392,conflict,0.9621024446658792,0.9712867215275764,0.9700120681074496,0.9951927307993174
conflict_403_c002308,c002308,403,conflict,0.3522217953262908,0.9625487625598907,0.9908738450298024,0.9989206921309232
conflict_403_c002310,c002310,403,conflict,0.8376236737352255,0.9820197522640228,0.975762058994375,0.9989933259785176
conflict_404_c002331,c002331,404,conflict,0.5467385357186417,0.976963996887207,0.9801282844745884,0.998888036236167
conflict_404_c002336,c002336,404,conflict,0.9993975561809392,0.998872454976663,0.9998088762527156,0.9998333448165796
conflict_405_c002350,c002350,405,conflict,0.0534044859055168,0.991383895277977,0.96955474825168,0.9983790274709464
conflict_405_c002351,c002351,405,conflict,0.4110730242817675,0.8367880582809448,0.9477661487466889,0.9949056021869184
conflict_405_c002353,c002353,405,conflict,0.1037501011676382,0.9826192408800124,0.661921133736956,0.9977203607559204
conflict_405_c002354,c002354,405,conflict,0.0221178845712437,0.9913781378418208,0.7853057762586492,0.9972004592418672
conflict_405_c002356,c002356,405,conflict,0.981165580599046,0.9864896535873412,0.9629488516368654,0.996485374867916
conflict_405_c002357,c002357,405,conflict,0.181270245168467,0.9619430899620056,0.9161084989462868,0.9949298352003098
conflict_405_c002358,c002358,405,conflict,0.996995458342589,0.9979918370954692,0.9933067437629768,0.9994114707224072
conflict_405_c002381,c002381,405,conflict,0.9991099630919784,0.998935129668098,0.997933026052783,0.9996691104024648
conflict_405_c002382,c002382,405,conflict,0.0005485116230847,0.9989549446618184,0.979353374613743,0.9981314931064844
conflict_405_c002385,c002385,405,conflict,0.9579123370180994,0.9911534264683723,0.9799762215268304,0.9991046469658612
conflict_405_c002386,c002386,405,conflict,0.3345858053830834,0.9935915470123292,0.91847771127421,0.99809779971838
conflict_405_c002387,c002387,405,conflict,0.8175744789392722,0.9783882945775986,0.9988120153185216,0.9998101169476286
conflict_405_c002388,c002388,405,conflict,0.1294065853724378,0.9811052829027176,0.6442191950678723,0.9945307672023772
conflict_406_c002391,c002391,406,conflict,0.9257650224855036,0.966874085366726,0.861533835391728,0.9873337149620056
conflict_406_c002394,c002394,406,conflict,0.5389836916858802,0.9368819892406464,0.9874717237268515,0.9986021388322116
conflict_407_c002426,c002426,407,conflict,0.99907455833781,0.9978730267612264,0.9989097346557128,0.999695900361985
conflict_408_c002443,c002443,408,conflict,0.0150756562430715,0.9916930487379432,0.8175740803630798,0.9889184087514876
conflict_411_c002509,c002509,411,conflict,0.9787093801796696,0.9577511642128228,0.9681393315449304,0.9978345520794392
conflict_411_c002520,c002520,411,conflict,0.0048679968249593,0.998447516001761,0.9922439954567664,0.9985124827362596
conflict_411_c002525,c002525,411,conflict,0.879972983717996,0.8806463778018951,0.9908737116656032,0.9984502447769046
conflict_414_c002579,c002579,414,conflict,0.2068921298690207,0.9695984721183776,0.925222232822652,0.9943765252828598
conflict_414_c002581,c002581,414,conflict,0.0605348082280613,0.9868168644607068,0.8128629489797149,0.997812494635582
conflict_414_c002582,c002582,414,conflict,0.0488594880076575,0.9978162720799446,0.9905856605819336,0.9996013306081296
conflict_414_c002583,c002583,414,conflict,0.6654026371275253,0.9659121930599212,0.9872754383226988,0.9985510343685746
conflict_414_c002584,c002584,414,conflict,0.1422308622990959,0.988664835691452,0.967893417384137,0.9950113222002984
conflict_414_c002594,c002594,414,conflict,0.9407899110688758,0.9763933457434176,0.9982314201819852,0.99933965515811
conflict_414_c002595,c002595,414,conflict,0.9998601539330656,0.9998412642016774,0.9994846755508946,0.999686598777771
conflict_414_c002598,c002598,414,conflict,0.9736397533443352,0.9839971829205753,0.9995270625425632,0.9997878605499864
conflict_414_c002599,c002599,414,conflict,0.0019268870932113,0.9979793117381632,0.9879444717497332,0.9987701447680593
conflict_414_c002601,c002601,414,conflict,0.9358152389905277,0.9835796654224396,0.9986327764706924,0.9996808101423084
conflict_414_c002603,c002603,414,conflict,0.907966111150907,0.968513421714306,0.9612401540853012,0.998205691576004
conflict_415_c002616,c002616,415,conflict,0.9998696522297884,0.9987446741724852,0.9999448036705963,0.9999353278180934
conflict_415_c002617,c002617,415,conflict,0.98942690717865,0.9920852836221457,0.9918746308516116,0.99762627389282
conflict_416_c002633,c002633,416,conflict,0.2450985389202933,0.984057515859604,0.9913556969782024,0.9994052099063993
conflict_416_c002642,c002642,416,conflict,0.8418262922468345,0.940853014588356,0.9902911343719252,0.9992921613156796
conflict_419_c002702,c002702,419,conflict,0.0004547975821754,0.9996151507366448,0.1044782489134056,0.9944068938493728
conflict_419_c002704,c002704,419,conflict,0.5467353861619004,0.9768745601177216,0.9334269785795092,0.9946280717849731
conflict_419_c002705,c002705,419,conflict,0.4765706984097232,0.9720292389392852,0.9961752077156678,0.9993529226630926
conflict_419_c002710,c002710,419,conflict,0.7662623541700988,0.7938747853040695,0.9643159219118824,0.9865782968699932
conflict_419_c002715,c002715,419,conflict,0.9966753787675928,0.9993261876516044,0.9940425015360068,0.9996054652146996
conflict_420_c002726,c002726,420,conflict,0.77998589100351,0.991636723279953,0.9984631874504766,0.9997661355882884
conflict_420_c002727,c002727,420,conflict,0.9993435415605556,0.9943049444118516,0.9994887018195128,0.9998613578500226
conflict_420_c002728,c002728,420,conflict,0.9986434655350078,0.9966144454665482,0.9993120987712452,0.9997922581387684
conflict_423_c002809,c002809,423,conflict,0.9948198516514918,0.9968502358533442,0.9996824615693368,0.9996785341645592
conflict_423_c002817,c002817,423,conflict,0.989345846757361,0.9966807197779416,0.996263549919528,0.9994376287795604
conflict_423_c002818,c002818,423,conflict,0.9879452640652028,0.993664538487792,0.9991767699159032,0.9994530054391362
conflict_424_c002834,c002834,424,conflict,0.9969482769264424,0.9973017734009773,0.9994022510573848,0.9996431460604072
conflict_424_c002844,c002844,424,conflict,0.9989993887188974,0.9992060150252656,0.9996139951404922,0.9997839145362376
conflict_424_c002845,c002845,424,conflict,0.9999768067176148,0.9999412355318782,0.9999692767178732,0.9999571102271148
conflict_426_c002892,c002892,426,conflict,0.5428918004927217,0.904940903186798,0.7279805046186109,0.98951256275177
conflict_426_c002897,c002897,426,conflict,0.0034566444608992,0.9987858210224658,0.9872766821959356,0.9991924446076156
conflict_426_c002898,c002898,426,conflict,0.9978507899390598,0.998749952763319,0.9465948235269852,0.9983888007700444
conflict_426_c002900,c002900,426,conflict,0.9481527062336554,0.986562967300415,0.9597615570368796,0.999157816171646
conflict_429_c002943,c002943,429,conflict,0.9896704771135776,0.9758314015343784,0.99887516021419,0.9997478676959872
conflict_429_c002946,c002946,429,conflict,0.9111739710314708,0.9811563268303872,0.9960850236067108,0.9997094464488328
conflict_430_c002959,c002959,430,conflict,0.4016775659685643,0.8934980034828186,0.8824268001746315,0.994510106742382
conflict_430_c002965,c002965,430,conflict,0.9704645714277104,0.990998987108469,0.9921231011036216,0.999519282951951
conflict_430_c002967,c002967,430,conflict,0.9981468162470796,0.9980353821301832,0.9995196719948832,0.999902414099779
conflict_430_c002972,c002972,430,conflict,0.999713125810265,0.9995246924518142,0.9998840720255884,0.999898240013863
conflict_430_c002975,c002975,430,conflict,0.7577983652311909,0.9503550082445144,0.98571754285364,0.9993139794096352
conflict_431_c002992,c002992,431,conflict,0.9968516929882438,0.9955330421216786,0.9983384574406452,0.9996236901497468
conflict_431_c002993,c002993,431,conflict,0.9967009204416224,0.9978542688768356,0.9979965052070994,0.9995962078683078
conflict_432_c003002,c003002,432,conflict,0.3208232374523848,0.9808644950389862,0.997488443639608,0.9998107522260398
conflict_434_c003045,c003045,434,conflict,0.9643218810544694,0.9868619032204152,0.9957018482682732,0.9990986599586904
conflict_434_c003046,c003046,434,conflict,0.999232656973762,0.9993311923462898,0.998959619972345,0.9996611336246132
conflict_434_c003050,c003050,434,conflict,0.9982588776329744,0.9978109145304188,0.9993280277485688,0.9998077545315028
conflict_434_c003060,c003060,434,conflict,0.9996170129939912,0.9996737455949188,0.9996048555999476,0.9998498813947664
conflict_436_c003105,c003105,436,conflict,0.2658886865687969,0.9726582765579224,0.9753893847774304,0.9974904917180538
conflict_437_c003113,c003113,437,conflict,0.8354756139722475,0.7700649052858353,0.2018127077773607,0.9912932962179184
conflict_437_c003122,c003122,437,conflict,0.9978169778873456,0.9981569368392228,0.9997016970903444,0.999807222338859
conflict_438_c003148,c003148,438,conflict,0.9802788724619844,0.9922108929604292,0.999576055044776,0.9995767239015548
conflict_438_c003149,c003149,438,conflict,0.9995660364123456,0.9992630681663286,0.9964060748993298,0.9990413340274245
conflict_439_c003170,c003170,439,conflict,0.9921219865048418,0.9980858648195864,0.99563416995986,0.9993245601654052
conflict_439_c003174,c003174,439,conflict,0.9945729323791512,0.9945659823715688,0.9984986871470304,0.99959932314232
conflict_440_c003182,c003182,440,conflict,0.018264269469322,0.9851946160197258,0.6791555690542356,0.99178946018219
conflict_440_c003184,c003184,440,conflict,0.0059114933016488,0.9987225355580448,0.7662891243446207,0.9955898970365524
conflict_440_c003187,c003187,440,conflict,0.0393446892179307,0.9913490973412992,0.7852948877348535,0.989179864525795
conflict_440_c003207,c003207,440,conflict,0.7690904538106671,0.9564809650182724,0.6334008224021914,0.982473075389862
conflict_440_c003208,c003208,440,conflict,0.973643892311022,0.9859851598739624,0.9976029841571606,0.9996219903696328
conflict_441_c003216,c003216,441,conflict,0.0031483759475817,0.9974307580851018,0.6959557270852734,0.9985241293907166
conflict_441_c003217,c003217,441,conflict,0.8723394220433468,0.9879571050405502,0.9807283266838784,0.9990856889635324
conflict_441_c003232,c003232,441,conflict,0.9161053117811866,0.9957225769758224,0.999368671718964,0.9998498762142844
conflict_443_c003268,c003268,443,conflict,0.9988751138117864,0.9981235292507336,0.9966754013261993,0.9996937769465148
conflict_445_c003308,c003308,445,conflict,0.99993289056624,0.999678405962186,0.9998858660301588,0.9998816027364228
conflict_445_c003314,c003314,445,conflict,0.9845730937902784,0.9832617845386268,0.9959612185142857,0.9992701443843544
conflict_445_c003318,c003318,445,conflict,0.8757856801422886,0.9795112982392312,0.9643196566648088,0.998536080121994
