orig,norm,speaker_id,lufs_before,lufs_after_crop,gain_db,lufs_out,peak_out,dur_before,dur_after
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0036.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_MANGA_0036.wav,36,-34.50458201657952,-33.72609654604342,10.726096546043422,-23.0,0.3884398303586347,2.4755625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_TOMAS_0036.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_TOMAS_0036.wav,36,-33.57635262548483,-33.38327997234609,10.383279972346088,-22.999999999999996,0.36979985472371013,1.793,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CARMEN_0036.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CARMEN_0036.wav,36,-32.60578878676148,-32.54093849245666,9.540938492456661,-23.0,0.31456820117623174,1.7638125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BARBAS_0036.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BARBAS_0036.wav,36,-35.44069238628735,-35.6804082616651,12.6804082616651,-23.0,0.3516380082013661,4.7255625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CALLE_0036.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CALLE_0036.wav,36,-34.382618743367274,-35.896187036408136,12.896187036408136,-22.999999999999996,0.538114195395798,3.4014375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BURRO_0036.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BURRO_0036.wav,36,-35.317408299005464,-34.596355271551225,11.596355271551225,-23.0,0.325932430159369,2.787875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_SOMBRA_0036.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_SOMBRA_0036.wav,36,-37.75852851080107,-38.47204724520448,15.472047245204479,-23.000000000000004,0.3213049180554299,3.5230625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PERRO_0036.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PERRO_0036.wav,36,-38.75891791175933,-38.07505082419718,15.075050824197177,-22.999999999999996,0.46398618285192517,2.6056875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_GANGA_0036.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_GANGA_0036.wav,36,-35.437560933577366,-34.5205564902683,11.520556490268298,-23.0,0.4117830369727695,3.622375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_SOMBRA_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_SOMBRA_0045.wav,45,-46.22246914956933,-43.480678340886996,20.480678340886996,-23.000000000000004,0.4403891672972383,3.6724375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_DIABLO_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_DIABLO_0045.wav,45,-42.460893044622104,-43.70733872481556,20.707338724815557,-22.999999999999986,0.47397623788865517,3.9930625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CARMEN_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CARMEN_0045.wav,45,-41.6640521206957,-41.57573553921722,18.57573553921722,-22.999999999999986,0.2965668814465233,1.648875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_GANGA_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_GANGA_0045.wav,45,-44.989810344173065,-44.66259074449556,21.66259074449556,-23.000000000000018,0.5333542154583304,2.9721875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BURRO_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BURRO_0045.wav,45,-40.908707810239356,-40.144224882230574,17.144224882230574,-23.0,0.3178430310118353,3.3436875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BARBAS_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BARBAS_0045.wav,45,-42.97773055987825,-44.54994693505391,21.54994693505391,-22.999999999999986,0.4594841588545507,4.4298125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CALLE_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CALLE_0045.wav,45,-44.63216322599537,-48.89168393399295,25.89168393399295,-22.99999999999999,0.4182896962805446,4.1035,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_ABLANDADA_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_ABLANDADA_0045.wav,45,-43.768641984452756,-43.16198778534584,20.161987785345843,-22.999999999999996,0.3722491202994598,2.7270625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_TOMAS_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_TOMAS_0045.wav,45,-41.23728014864638,-40.91515862493109,17.915158624931088,-23.0,0.4099814156901365,1.8011875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_MANGA_0045.wav,45,-43.28258772210107,-42.886768764532064,19.886768764532064,-22.999999999999996,0.36392402787327915,2.6935625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PERRO_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PERRO_0045.wav,45,-49.1340898104689,-49.116192888486836,26.116192888486836,-23.00000000000001,0.421796036350983,3.0650625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PIDIO_0045.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PIDIO_0045.wav,45,-44.82380481385577,-44.25148056921722,21.25148056921722,-23.000000000000004,0.492279642560312,3.7148125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PIDIO_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PIDIO_0048.wav,48,-39.631284230606994,-39.45377645899806,16.453776458998057,-23.0,0.44033959194151706,2.835125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_ABLANDADA_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_ABLANDADA_0048.wav,48,-38.14064410169798,-38.5154273778361,15.515427377836097,-22.999999999999996,0.3317338230544147,2.43575,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CALLE_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CALLE_0048.wav,48,-39.08606574939422,-39.142513223225286,16.142513223225286,-23.0,0.4256769571535863,2.7133125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_MANGA_0048.wav,48,-32.866283821259756,-32.58883649202958,9.588836492029579,-23.0,0.40500296725838725,2.229125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BARBAS_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BARBAS_0048.wav,48,-39.51930262005429,-39.10782163086149,16.107821630861487,-22.999999999999996,0.37691635961340747,3.7084375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_GANGA_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_GANGA_0048.wav,48,-37.12374017162718,-37.63658012455355,14.636580124553547,-22.999999999999996,0.4326385465068415,2.6006875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_DIABLO_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_DIABLO_0048.wav,48,-37.10192341931137,-39.58962241054477,16.58962241054477,-23.0,0.5165615483573597,2.8009375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PERRO_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PERRO_0048.wav,48,-36.79608942361749,-36.32670838442521,13.32670838442521,-23.0,0.5646349122153312,2.4291875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BURRO_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BURRO_0048.wav,48,-34.922726999462235,-34.13872608769932,11.138726087699315,-23.0,0.4221795913427505,2.4149375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_SOMBRA_0048.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_SOMBRA_0048.wav,48,-41.28835222458319,-41.88504659016249,18.88504659016249,-22.999999999999996,0.33478623698231086,2.942875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PERRO_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PERRO_0049.wav,49,-42.55391650693043,-43.21538106316546,20.21538106316546,-22.99999999999999,0.6219159734613139,2.707625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BARBAS_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BARBAS_0049.wav,49,-39.87937544558678,-40.785371873180424,17.785371873180424,-22.999999999999996,0.39141036367093723,4.863875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_TOMAS_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_TOMAS_0049.wav,49,-39.85412587479772,-38.725844087418366,15.725844087418366,-22.999999999999996,0.41519083785394045,2.009125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CALLE_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CALLE_0049.wav,49,-38.440001366304514,-39.66649756526984,16.666497565269843,-23.0,0.4939885891549238,3.3668125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_DIABLO_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_DIABLO_0049.wav,49,-40.03966498997564,-41.31112379577273,18.31112379577273,-22.99999999999999,0.43694463788764426,3.796375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BURRO_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BURRO_0049.wav,49,-40.54194486193762,-40.10691981345764,17.10691981345764,-22.999999999999996,0.4680470524910906,2.8793125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CARMEN_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CARMEN_0049.wav,49,-37.94342947720213,-37.396845619813845,14.396845619813845,-22.999999999999996,0.3876039040834804,2.0733125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_MANGA_0049.wav,49,-38.56376184714546,-37.90925748969415,14.909257489694149,-22.999999999999996,0.41259727137086216,2.9721875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_ABLANDADA_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_ABLANDADA_0049.wav,49,-39.00479359194729,-40.492852523888374,17.492852523888374,-23.0,0.47027224577546434,3.171375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_SOMBRA_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_SOMBRA_0049.wav,49,-42.394874661481815,-45.272028290684794,22.272028290684794,-23.000000000000004,0.47377019803524223,4.0705,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_GANGA_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_GANGA_0049.wav,49,-40.77134615031374,-41.57264289684008,18.57264289684008,-22.999999999999986,0.44533866821039675,3.1579375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PIDIO_0049.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PIDIO_0049.wav,49,-43.63471954873948,-42.99882192907613,19.99882192907613,-23.0,0.45404187632793497,3.580375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CARMEN_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CARMEN_0051.wav,51,-35.272607805874145,-35.39116723532438,12.391167235324382,-22.999999999999996,0.5014109484960195,1.82575,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_TOMAS_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_TOMAS_0051.wav,51,-35.85278963317512,-35.7984713515132,12.7984713515132,-23.0,0.4768042987778702,1.7749375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_SOMBRA_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_SOMBRA_0051.wav,51,-35.508388473841805,-37.085992877796436,14.085992877796436,-22.999999999999986,0.8638800138957023,3.779125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BURRO_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BURRO_0051.wav,51,-32.927841050208784,-32.37810430740004,9.378104307400037,-23.0,0.48189663457593934,3.1579375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CALLE_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CALLE_0051.wav,51,-30.757240710981392,-29.84910667768352,6.849106677683519,-23.000000000000004,0.5489514489151396,3.17825,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_ABLANDADA_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_ABLANDADA_0051.wav,51,-36.52745948086548,-36.766152798781974,13.766152798781974,-22.99999999999999,0.3547721966837118,2.7403125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PERRO_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PERRO_0051.wav,51,-34.04638197237496,-37.05783559022741,14.057835590227413,-22.999999999999996,0.6555946480469983,2.8793125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_GANGA_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_GANGA_0051.wav,51,-37.0405227996951,-37.08271643106315,14.082716431063147,-22.99999999999999,0.5714388094913585,3.4365625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PIDIO_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PIDIO_0051.wav,51,-36.331766289131636,-35.13815410349528,12.138154103495282,-22.999999999999996,0.4897656038180307,3.2656875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BARBAS_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BARBAS_0051.wav,51,-32.90902710933954,-33.14138676280467,10.141386762804672,-22.999999999999996,0.4214620757338689,4.192625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_DIABLO_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_DIABLO_0051.wav,51,-30.32686406540294,-31.48193931091286,8.48193931091286,-23.0,0.4163430946462438,3.5505,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0051.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_MANGA_0051.wav,51,-35.10267152364623,-34.91429729918117,11.914297299181168,-22.999999999999996,0.5089208728225343,3.2508125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PIDIO_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PIDIO_0052.wav,52,-39.49153857318713,-39.1046545295433,16.104654529543303,-23.0,0.4568137604445156,3.524375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_MANGA_0052.wav,52,-34.39116894351831,-34.77713438959787,11.777134389597869,-23.0,0.5279200525400866,2.322,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PERRO_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PERRO_0052.wav,52,-39.03582136032946,-39.72089992386267,16.720899923862667,-23.0,0.7629444389200712,2.7676875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BURRO_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BURRO_0052.wav,52,-37.91734698412842,-38.26963749855411,15.269637498554111,-23.0,0.5626279849682865,3.0650625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BARBAS_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BARBAS_0052.wav,52,-38.64354273035053,-38.57163320018595,15.57163320018595,-22.999999999999996,0.5013084529002896,4.1040625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_TOMAS_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_TOMAS_0052.wav,52,-34.360167420632244,-34.397834411046134,11.397834411046134,-22.99999999999999,0.6402422913142691,1.591,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_GANGA_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_GANGA_0052.wav,52,-38.648183078090376,-38.67225082755682,15.672250827556823,-22.999999999999996,0.7309747196270572,2.322,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CARMEN_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CARMEN_0052.wav,52,-34.32898672049228,-34.090852917069526,11.090852917069526,-22.999999999999996,0.5050659940069133,1.83725,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_ABLANDADA_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_ABLANDADA_0052.wav,52,-37.828008458774875,-38.11267136016272,15.112671360162722,-23.0,0.5121493385458495,2.58475,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CALLE_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CALLE_0052.wav,52,-36.440111258368674,-37.78141686670191,14.78141686670191,-22.999999999999996,0.5664874102789733,3.166625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_DIABLO_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_DIABLO_0052.wav,52,-37.02521318403679,-37.90342343150095,14.903423431500947,-22.999999999999975,0.5338460697597553,3.526125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_SOMBRA_0052.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_SOMBRA_0052.wav,52,-39.15543074618069,-38.1696954698698,15.1696954698698,-23.000000000000004,0.45492336464850425,3.59175,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PERRO_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PERRO_0053.wav,53,-35.42800118566495,-37.73359985037941,14.733599850379413,-23.000000000000004,0.49213239731921177,2.5250625,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_MANGA_0053.wav,53,-32.331553042214516,-31.26695310768836,8.266953107688359,-23.000000000000004,0.4285792169142487,2.9721875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_TOMAS_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_TOMAS_0053.wav,53,-32.817528966355624,-32.62833213561117,9.628332135611167,-22.99999999999999,0.4847754569436425,1.741125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_CALLE_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_CALLE_0053.wav,53,-34.781686047785584,-36.156791927482324,13.156791927482324,-23.0,0.6308365920759059,3.192875,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_DIABLO_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_DIABLO_0053.wav,53,-33.81822739191521,-37.06192281909563,14.061922819095628,-23.000000000000004,0.45670314007833995,4.299375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_ABLANDADA_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_ABLANDADA_0053.wav,53,-35.791080861003145,-36.26445363032109,13.264453630321093,-22.99999999999999,0.43721163098475974,3.31725,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BARBAS_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BARBAS_0053.wav,53,-34.410599720242864,-34.16687711933665,11.166877119336647,-22.99999999999999,0.5594199822375201,4.9233125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_BURRO_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BURRO_0053.wav,53,-33.579905991873545,-32.535388815360136,9.535388815360136,-23.0,0.54392844561203,3.5294375,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_SOMBRA_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_SOMBRA_0053.wav,53,-36.05273802628861,-35.901532738039165,12.901532738039165,-23.0,0.4393405636559579,4.7158125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_GANGA_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_GANGA_0053.wav,53,-36.48128660052277,-36.396698991961024,13.396698991961024,-22.999999999999982,0.5663757981872247,2.8793125,1.5626875
/project2/msoleyma_946/speech_health/spanish_neurovoz/zenodo_upload/audios/HC_PIDIO_0053.wav,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PIDIO_0053.wav,53,-36.65098296162791,-37.03845074659216,14.038450746592162,-23.0,0.40241815599335357,3.7336875,1.5626875
