perm_seed,auc_probe,cosine
142,0.6041804180418042,-0.00645550833960582
143,0.598019801980198,-0.007104070228203519
144,0.5854785478547855,-0.005448014817332215
145,0.5942794279427943,-0.006430481203847822
146,0.5738173817381739,-0.005788905446962108
147,0.5806380638063806,-0.0070610860141252785
148,0.557975797579758,-0.007527899927850021
149,0.5804180418041804,-0.008106943668280351
150,0.5634763476347635,-0.004662656729837575
151,0.6286028602860286,-0.009606000035902475
152,0.55995599559956,-0.005820374499498539
153,0.6107810781078108,-0.007162753298213877
154,0.5482948294829483,-0.0051876756802839395
155,0.5641364136413641,-0.006896279312586389
156,0.577997799779978,-0.0039256225447950955
157,0.5364136413641364,-0.007986337200189047
158,0.634983498349835,-0.006950819629841497
159,0.6079207920792079,-0.007654502381028826
160,0.5768976897689769,-0.004971937888370835
161,0.6426842684268427,-0.008408417778904533
162,0.5815181518151815,-0.007903831177030859
163,0.5845984598459846,-0.01001864426529135
164,0.5951595159515951,-0.006520346288299614
165,0.5456545654565457,-0.005461826581007223
166,0.5201320132013202,-0.005987627763959867
167,0.5064906490649065,-0.00962624944791384
168,0.6572057205720572,-0.005758731493484764
169,0.5973597359735974,-0.0053045010021467425
170,0.6066006600660065,-0.006760113710437478
171,0.563036303630363,-0.007568477937537086
172,0.6037403740374038,-0.008929373196651883
173,0.6,-0.004770251461744818
174,0.5309130913091309,-0.006701012714954598
175,0.6222222222222222,-0.006263309557439106
176,0.5568756875687568,-0.005517620574351001
177,0.5947194719471948,-0.007243924814198386
178,0.5584158415841585,-0.008012169136711125
179,0.583938393839384,-0.006303982741142812
180,0.5388338833883388,-0.0074331467513327285
181,0.5661166116611661,-0.007583545193210051
182,0.6378437843784378,-0.004467672323352044
183,0.5645764576457646,-0.008535428282718426
184,0.5716171617161716,-0.007121246191746868
185,0.5944994499449945,-0.006815788199958797
186,0.6176017601760176,-0.008032032176460941
187,0.5533553355335533,-0.006269218786605574
188,0.5724972497249725,-0.0073891979351006064
189,0.5865786578657866,-0.008327088708855493
190,0.5812981298129813,-0.005989180138625962
191,0.5546754675467547,-0.006424524982215506
192,0.585038503850385,-0.007273454369226409
193,0.5507150715071507,-0.006594559290492424
194,0.6385038503850385,-0.006208385931976975
195,0.6026402640264027,-0.00794147265932233
196,0.5016501650165016,-0.007046302730030465
197,0.62002200220022,-0.007057011361805366
198,0.6024202420242024,-0.007295187292438508
199,0.5969196919691969,-0.009876148906971631
